Hybridization REF	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05
cg13581941	0.00904981373550593	CDC23	5	137548929
cg13585240	0.507368277355887	ARIH2	3	48959375
cg13587552	0.675773805796603	SCNN1D	1	1216441
cg13587740	0.0282422895296128	HEXA;C15orf34	15	72668269
cg13588354	0.0685188041893255	MC3R	20	54823303
cg13588645	0.00974343240349759	R3HDM1;ZRANB3	2	136289118
cg13588835	0.771099720996302	NA	NA	0
cg13589108	0.0309969932258135	FAM5B	1	177140680
cg13590277	NA	SYNPO	5	150019496
cg13591701	0.312891311738114	FAM20A	17	66597007
cg13592003	0.00825224821233367	ZNF250	8	146126815
cg13592155	0.132355551697355	MRPL51;NCAPD2	12	6602187
cg13593287	0.0390141244271627	SPTB	14	65289994
cg13594711	0.809809830380996	SRCRB4D;ZP3	7	76038785
cg13597949	0.0109960393733347	POLR2I;TBCB	19	36605252
cg13599007	0.911892693989487	FABP6	5	159655703
cg13599025	0.0196399615181022	CDC7	1	91966361
cg13599477	0.0224768807285393	NET1	10	5488485
cg13601079	0.830267130081268	SSX3	X	48216275
cg13603099	0.0150827979006049	RASSF4	10	45454574
cg13603171	0.503168611265418	MOXD1	6	132723164
cg13603551	0.729785997978949	ABP1	7	150549406
cg13604223	0.0141151492356853	XPC;LSM3	3	14220055
cg13605579	0.858320626161821	ALPP	2	233242330
cg13605690	0.00858912929049896	SPC25	2	169746671
cg13608094	0.795239603083259	CCND1	11	69461236
cg13612524	0.0642222020160033	ERLIN2	8	37593879
cg13613532	0.0181906912672384	C11orf65	11	108338397
cg13613682	0.614485765231278	ZIC3	X	136648553
cg13613748	0.0231907540809616	VPS4B	18	61090281
cg13614083	NA	KCNAB2	1	6085872
cg13614181	0.481172740290742	C13orf15	13	42031103
cg13615396	0.0605275891789017	NA	NA	0
cg13615963	0.568564187702624	CCR6	6	167536521
cg13616221	0.0140002440689855	WIPI1	17	66453394
cg13617705	0.0497022151853282	SMEK2	2	55845095
cg13617782	0.0188937854575485	GART;SON	21	34915953
cg13618372	0.898716829367614	SPTBN1	2	54753625
cg13619408	0.139368832513926	SARS	1	109756118
cg13619768	0.0165936278253846	PIAS4	19	4008209
cg13619915	0.0524320951461756	SLITRK3	3	164914437
cg13619990	0.357277930211126	NA	NA	0
cg13620770	0.152420614259098	GPR137;BAD	11	64051738
cg13620808	0.0191077573564653	UBE2S	19	55918708
cg13621440	0.489680398791609	NA	NA	0
cg13623690	0.0235270096024285	COTL1	16	84651800
cg13625113	0.0328611256828671	ZBTB6	9	125675579
cg13625205	0.0114371765005463	SNX27	1	151584902
cg13625403	0.807550336957778	TRIM29	11	120008510
cg13626881	0.344031823945481		1	203059178
cg13628514	0.212192216984992	TRPV4	12	110271439
cg13629753	0.138915832501054	GBP2	1	89591719
cg13631259	0.0611374552438114	NUDT8	11	67396845
cg13631913	0.0109204600209833	SLC25A33	1	9600345
cg13633026	0.154947733408597	MS4A8B	11	60466573
cg13633560	0.165482824539545	LRRC32	11	76380921
cg13634319	0.740728960316144	DGKA	12	56323727
cg13634678	0.0222628003674469	TM2D3	15	102192134
cg13634864	0.877718232586158	ADAP1	7	994696
cg13636404	0.0865423561225327	ZNF655	7	99155673
cg13637733	0.01708627607842	TLE3	15	70390233
cg13640200	0.0195084941073251	AMIGO2	12	47474202
cg13641903	0.542977996409348	WT1	11	32452608
cg13643585	0.0167413117042928	HOXB9	17	46704004
cg13643796	0.0216564471093859	ADAMTS3	4	73434209
cg13644052	NA		16	3010410
cg13645078	0.0322106256355108	PHLDA3	1	201438647
cg13645811	0.0655392492942977	SYNJ2	6	158403520
cg13649728	0.932753520430707	SLC25A31	4	128651707
cg13650137	0.0180369737845712	ASPM	1	197115405
cg13650156	0.830732201062562	PILRA	7	99970502
cg13650689	0.00741923249753833	PRPF31;TFPT	19	54618596
cg13652336	0.464715295062341	PREX2	8	68864012
cg13652556	0.0446456410658811	SEPX1	16	1993336
cg13652653	0.0223530451156132	TMEM33	4	41937034
cg13653456	0.0240299169172426	VARS	6	31763819
cg13654195	0.0191846918188581	CAGE1;RIOK1	6	7390091
cg13656062	0.873979110657259	CYP4F2	19	16008723
cg13656360	0.0364151419822233	MLL	11	118307782
cg13658777	0.491335002256499	PDHA1	X	19361740
cg13662243	0.435451485591457	NA	NA	0
cg13663218	0.180422177484792	LOC283392;TRHDE	12	72666976
cg13665184	0.0132539292530481	DUS2L;DDX28	16	68057062
cg13665593	0.0160964730738479	ZSCAN16	6	28092420
cg13666340	0.0405683025943279	C9orf68	9	4666266
cg13666729	0.0119650118523872	ZBTB8B	1	32930473
cg13668129	0.0370049095275762	HNRNPUL1	19	41768075
cg13668397	0.0280343431979739	LIG1	19	48673955
cg13669465	0.010528174984623	ZDHHC16;EXOSC1	10	99205343
cg13669583	0.437869405263988	NA	NA	0
cg13669740	0.95455344189592	TIGIT	3	114012833
cg13670595	0.0154879684439987	CDR2L	17	72983817
cg13671818	NA	RUNDC2A	16	12070223
cg13671831	0.0232689433930174	NF2	22	30000107
cg13672342	0.0809300171558029	CIAO1;TMEM127	2	96930546
cg13672791	0.687836388440751	CACNG7	19	54416165
cg13673094	0.644624007729162	PTPRC	1	198608361
cg13673514	0.474824159716713	BEGAIN	14	101035818
cg13673779	0.0159582824004093	MEX3C	18	48723081
cg13674559	0.426976843712728	WDR44	X	117479752
cg13675849	NA	TRPV5	7	142631215
cg13676215	0.102660281487172	AHR	7	17337976
cg13678049	0.300010621060962	CUL9	6	43149356
cg13679077	0.0179184149679492	TOMM7	7	22862647
cg13681935	0.718499810518187	ASIP	20	32848452
cg13682722	0.0111529858680481	C14orf102	14	90798568
cg13683440	0.0215324793187155	FAM194A	3	150421878
cg13683864	0.0391242312468042	RPL14	3	40499215
cg13685294	0.955424017319224	GRM2	3	51743318
cg13686042	0.018269303320042	SBF1	22	50913831
cg13686115	0.270879323809734	PHYHIPL	10	60936626
cg13687831	NA	MCM10	10	13204003
cg13688966	0.201750450143312	TM4SF4	3	149192377
cg13689073	0.277694430289482	LARP1	5	154093260
cg13692433	0.0103329500269461	NCAM1	11	112832159
cg13693652	0.939044959635269	CLCA2	1	86888629
cg13694749	0.610865597811405	SCN4A	17	62050038
cg13694867	0.0112452389366283	SIM2	21	38072100
cg13696012	NA	BPIL1	20	31595360
cg13696887	0.962359094247473	KRT82	12	52800423
cg13697378	0.656294446314031	DIRAS3	1	68512845
cg13697387	0.0419109789741307	LCE2A	1	152670843
cg13699808	0.152571406230281	ZMYND8	20	45985339
cg13700897	0.0720045213605668	RSPO2	8	109096064
cg13701109	0.480888389938994	ADAMTS19	5	128795472
cg13701273	0.0246070039383759	NA	NA	0
cg13702536	0.164028303314211	GPR81	12	123215553
cg13703437	0.144695377334662	FYB	5	39219698
cg13703941	0.846538211479428	NA	NA	0
cg13704271	0.026482598586475	CCDC28B	1	32666264
cg13704403	0.0294030689313131	DGKQ	4	967460
cg13704548	0.103843417329241	IGDCC4	15	65714817
cg13705284	0.088875848059505	ACOX2	3	58523313
cg13705707	NA	PRKAR2B	7	106685427
cg13706352	0.01687926702963	COX10	17	13972696
cg13707395	0.0124172245080909	ADAMTS15	11	130318316
cg13707560	0.0729424142724221	NME5	5	137474700
cg13713381	0.0122699453655194	TMEM44	3	194354433
cg13714039	0.0128557906405998	ZNF14	19	19843912
cg13718960	0.817020967352712	RNASE1	14	21271313
cg13719194	0.0690140601992895	NA	NA	0
cg13720744	0.0163836602089203	CRKL	22	21271392
cg13721560	0.0623182784208877	LRPPRC	2	44222568
cg13722123	0.285548745108896	GRM1	6	146350346
cg13723482	0.146775821638249	NA	NA	0
cg13724288	0.01370505969282	VPS13A;LOC100286938	9	79791919
cg13724813	0.0177659651423485	SPSB1	1	9353314
cg13725272	0.00897448747836516	MAGI1	3	66024492
cg13726191	0.0654605588930094	FGFBP1	4	15940033
cg13726463	0.95910787855487	COX6A2	16	31439681
cg13726507	NA	CTAG2	X	153883318
cg13727946	0.0691735908200287	MBD3L1	19	8953473
cg13728650	NA	TPRA1	3	127300268
cg13729392	0.0381090787276184	COX16	14	70826495
cg13730534	0.0272482095570411	NFYC;LOC100130557	1	41157553
cg13733733	0.521586180524811	NA	NA	0
cg13735697	NA	MYOG	1	203055296
cg13735974	0.0906589971696557	NFYC;LOC100130557	1	41156980
cg13736875	0.0137630873331389	UBE2C	20	44441064
cg13739345	0.0235288380388735	HAUS6	9	19102782
cg13739417	0.771785687583046	CXCR2	2	218990627
cg13741249	0.0158308958935224	FIZ1;ZNF524	19	56112088
cg13741326	NA	CROT;TP53TG1	7	86975244
cg13741802	0.039544775787798	RIBC1;SMC1A	X	53449423
cg13742532	NA	CCBP2	3	42850848
cg13743031	0.018128083662496	NEIL3	4	178231244
cg13744070	0.0268846908633891	SDHAF2;CPSF7	11	61197882
cg13744194	0.0962959196151128	OCLN	5	68788087
cg13744304	0.012742547290409	UNC50;C2orf64	2	99224764
cg13745346	0.728962478389897	CBFA2T3	16	89044523
cg13745870	0.0348823388297584	SPATA12;ARHGEF3	3	57094763
cg13749822	0.235549498227922	HHIP	4	145566663
cg13750354	0.0217826494717327	OCIAD1	4	48833095
cg13752005	0.0168397008312537	CCDC64	12	120426784
cg13752043	0.0234771714193152	LRRC8A;CCBL1	9	131644109
cg13752949	0.0224829613303262	CP110	16	19535313
cg13754949	0.030734098277837	REV1	2	100105657
cg13755023	0.0190275452811021	LRRC6	8	133687491
cg13755070	0.0773873494982969	FLI1	11	128563714
cg13755535	0.0261227014750355	LMAN2	5	176778859
cg13756879	0.0125072342517452	INS-IGF2;IGF2AS;IGF2	11	2161473
cg13757640	0.0184979680601277	ARHGAP8;PRR5-ARHGAP8	22	45148888
cg13758659	0.0322775963062819	SDC1	2	20424975
cg13758677	0.565779336439085	NA	NA	0
cg13759143	0.0190396473022448	EXPH5	11	108464102
cg13759328	NA	CDH13	16	82661521
cg13759778	0.851771329377565	NF1;OMG	17	29624439
cg13760253	0.188567654490714	DNAJC5B	8	66932700
cg13760546	0.0107017196070853	RNF125	18	29598697
cg13763232	NA	SLC6A6	3	14443428
cg13765303	0.1719572181975	BOC	3	112931390
cg13765621	0.124462976475302	CD1D	1	158149228
cg13765785	0.083447169419741	SCN3B	11	123524938
cg13765961	0.783411640381986	MS4A1	11	60223238
cg13766096	0.0225263152248332	ING1	13	111365492
cg13769204	0.0165707760861909	GALNT2	1	230203611
cg13770446	0.832686491355431	CLCNKA	1	16349792
cg13771579	0.361878148627332	TCL1B	14	96152766
cg13771629	0.459117952116554	EBP	X	48379927
cg13775495	0.0207485755730393	IL12A	3	159706543
cg13777411	0.0366752610560259	HPS5;GTF2H1	11	18343973
cg13778073	0.0275196722228481	HSPA4	5	132387814
cg13781408	0.820247378453158	AATK	17	79095700
cg13782134	NA	NRN1L	16	67919362
cg13782957	0.0212742867322863	PSMA4	15	78832906
cg13784557	0.0270782805943704	HCP5	6	31430916
cg13784792	0.0228085360485789	JUP	17	39942930
cg13784855	0.0171237494101315	MIR1204;PVT1	8	128806938
cg13785207	0.00987267815644411	RPS19BP1	22	39928927
cg13788062	0.0313390030690543	LARP7;C4orf21	4	113558189
cg13788301	0.0123034838406193	TOM1	22	35695944
cg13789236	0.0232518266717534	RFK	9	79009433
cg13789523	0.00849311851373843	DYNLRB1	20	33104204
cg13790571	0.0224437234811658	HEATR6	17	58156411
cg13791131	0.519142285130953	IGF2AS;INS-IGF2;IGF2	11	2161892
cg13791589	0.0194759871905798	SLC45A3	1	205649091
cg13791658	0.0262354250137223	U2AF2	19	56165797
cg13791713	0.412485126384486	HMGN1	21	40720916
cg13792279	0.919424545434822	CLDN17	21	31538549
cg13792569	0.58963163406119	NA	NA	0
cg13793354	0.0293983474910507	MCCC2	5	70882903
cg13794642	0.739275687119772	ZNF157	X	47229789
cg13794888	0.0193752719559543	SNUPN	15	75917792
cg13795840	0.226262338226441	CIRBP;C19orf24	19	1274794
cg13796218	0.0317380403018671	MAD2L2;C1orf187	1	11750663
cg13797031	NA	NIPSNAP1	22	29977742
cg13797282	0.446256862917884	CARD10	22	37914859
cg13798289	0.123173061258498	THAP11;CENPT	16	67875619
cg13798376	0.507134165599591	NA	NA	0
cg13798579	0.0176817346664093	CEP63;ANAPC13	3	134204398
cg13799206	0.0108368548560391	ASRGL1	11	62105152
cg13800022	0.0208424134986012	ITGB1	10	33246313
cg13801381	0.04173107828551	CCND2	12	4384022
cg13801416	0.615415425499182	AKR1B1	7	134143919
cg13802364	0.00839916694165488	RCOR2	11	63684106
cg13802966	0.29958379391144	CASP1	11	104905834
cg13804316	0.0315946087024697	XKR8	1	28286884
cg13804457	NA	NARG2	15	60771615
cg13806135	0.252983190803982	PCDH17	13	58205045
cg13806670	0.0113598185155402	MARCH8	10	46090241
cg13807496	0.0754074982576938	ALX4	11	44332540
cg13808561	0.0171563135670038	API5	11	43333782
cg13809962	0.246687240177836	ZNF711	X	84498932
cg13810225	0.0218793903652551	MYH9	22	36784323
cg13812587	0.0135005812143207	NUP188;DOLK	9	131709471
cg13813391	0.913939166690551	CMTM2	16	66613407
cg13814950	0.0193197354884624	DAPK1	9	90112515
cg13815872	0.668956964005495	RBM10;NDUFB11	X	47004890
cg13817266	0.469925502880391	NA	NA	0
cg13818368	0.0257380046320185	CAMTA2;SPAG7	17	4871354
cg13818573	0.0496970580955299	C1QL1	17	43045372
cg13821008	0.709385445395343	WIPF1	2	175499113
cg13823136	0.0181749573970503	ST6GALNAC5	1	77333138
cg13823701	0.10417294552723	TNXB	6	32078411
cg13823791	NA	COPS3	17	17184990
cg13824734	0.0119468883891602	PSMB3	17	36909238
cg13825058	0.0131440232904341	MND1	4	154266213
cg13828047	NA	MPI	15	75182130
cg13828758	0.615795623999353	NDN	15	23932373
cg13828839	0.032128298207906	FXYD6	11	117747166
cg13828871	0.0251104066292683	MYST1	16	31128860
cg13830624	0.513157406678193	COL21A1	6	56112291
cg13833831	0.692780773796161	MATK	19	3802558
cg13834500	0.0196179492284762	TM9SF1	14	24665445
cg13834567	0.0443012133089241	TMEM145	19	42817981
cg13836627	0.0221297035745511	TJP1	15	30113723
cg13836770	0.0325923512808994	TNFRSF1B	1	12226913
cg13837202	0.881316418807151	PAGE5	X	55246977
cg13838528	0.0147118521865238	RPL27A;SNORA3	11	8704374
cg13839778	0.599443475974356	SYN1	X	47479048
cg13840968	0.324594560965223	LTB4R;LTB4R2;CIDEB	14	24780926
cg13841138	0.011493717677725	NA	NA	0
cg13841804	0.654217415518749	ANP32E	1	150207467
cg13842258	0.0132028136268273	APBB2	4	41216271
cg13842648	0.60272004840537	IL9	5	135231526
cg13843603	0.0120151642510633	PSMD11	17	30771994
cg13843613	0.00963454615394971	FAM5B	1	177140126
cg13843773	0.0216623934997909	C4orf22	4	81256811
cg13846555	0.0253837614578861	PSMB10	16	67970749
cg13846682	0.0493261339851815	C14orf147	14	34931391
cg13846796	0.0173771437860186	LSM14A	19	34663000
cg13846866	0.030934428569652	MLH1;EPM2AIP1	3	37035399
cg13847070	0.0866995194070735	KLHL3	5	137071523
cg13847113	0.965237831396361	PRR22	19	5784809
cg13849691	0.928799580114616	ACSL5	10	114133304
cg13849825	0.975620810845581	CCNB1	5	68461940
cg13850625	0.0123937497981572	TMEM144	4	159131690
cg13851211	0.93752417709176	ADCY7	16	50321678
cg13853198	0.766437564134789	FCER1G	1	161185092
cg13853761	0.848382743164757	C11orf2	11	64863232
cg13854874	0.0294116298823791	CHAF1B	21	37757525
cg13856728	0.0149055234003618	NA	NA	0
cg13857100	NA	SLC18A1	8	20041700
cg13857440	0.0571008874159414	NA	NA	0
cg13858139	0.168035212534817	ZNF43	19	22019044
cg13859216	0.0113683246226733	HSPA9	5	137910711
cg13859324	0.652063843159171	UNC45B	17	33474692
cg13859478	0.0270750799595184	CANX	5	179126433
cg13859541	0.0171815191493265	TGFBR2	3	30647802
cg13861644	NA	PIWIL1	12	130822286
cg13864877	0.0149071752623643	OPTN	10	13142132
cg13864937	0.0143590003964871	FAM111B	11	58874733
cg13870494	0.667842912630071	MAMDC2	9	72658358
cg13870866	0.518080834165133	TBX20	7	35293130
cg13873733	0.0401758210099721	ENOPH1;HNRPDL	4	83352560
cg13875807	0.0315872246680017	KDM4C	9	6758935
cg13876499	NA	TMEM27	X	15683696
cg13877465	0.0289001444861179	IGF2BP1	17	47074670
cg13877895	NA	GKN1	2	69201009
cg13877915	0.0204250764584431	ZNF132	19	58951672
cg13878010	0.0174200944069111	ADCY5	3	123167276
cg13878093	0.0204382302827413	TBPL1	6	134274457
cg13878456	0.165844203551751	IKZF3	17	38020344
cg13878641	0.022950806048702	GNAI3	1	110090951
cg13880228	0.0256012552702122	PRLR	5	35230343
cg13881341	0.227893084633161	FGF21;FUT1	19	49259215
cg13882267	0.0152524712048954	ITGA9	3	37493203
cg13882835	0.0402812276336672	TLK1	2	172017928
cg13882988	0.315555554651724	MBL2	10	54531345
cg13883681	0.642076981916353	GOT2	16	58768565
cg13884546	0.0226178951483774	MRS2	6	24403062
cg13885201	0.0145870153838257	ZNF23	16	71496385
cg13887370	0.0145247193173235	DNAJC14	12	56224128
cg13888886	0.900950319692199	SPO11	20	55904640
cg13890487	0.0128195734038236	ISCA1	9	88897838
cg13891659	0.026626418497646	C6orf122;C6orf208	6	170190454
cg13892015	0.0336925573727445	PPIL5	14	50065056
cg13894021	0.0407838028422657	RAB36	22	23487383
cg13896269	0.0143098726340811	NA	NA	0
cg13896604	0.0101012058985412	ATP5H;KCTD2	17	73043189
cg13897449	0.823680823530772	PFKFB1	X	55021841
cg13897627	0.54517328956754		16	49378497
cg13899108	0.585279313705594	PDE4C	19	18344322
cg13901134	0.0146607146917131	C9orf16	9	130923133
cg13901526	0.543054281178016	GYPC	2	127414455
cg13903548	0.922723001485122	GABRR2	6	90024543
cg13904493	0.00861227214618821	KIAA1804	1	233464194
cg13904771	0.0145365518607594	C10orf47	10	11865163
cg13904968	0.134948451299641	PCK1	20	56136012
cg13905388	0.0968395420996029	CDCA4	14	105487229
cg13906416	0.0199621901767118	PVR	19	45147440
cg13906548	0.0133927466866059	GABARAPL2	16	75600564
cg13906813	NA	HLA-DPA1	6	33040914
cg13908518	0.905420389132077	RNPC3;AMY2B	1	104096517
cg13908523	0.0108185877560308	PRKCD	3	53194728
cg13908977	0.0146706882171712	RSL1D1	16	11945749
cg13910855	0.018027048921789	PBX2	6	32157485
cg13912117	0.257272589929728		8	132054555
cg13912204	0.0201893518073503	SLC19A2	1	169455529
cg13913917	NA	ATP11B	3	182511332
cg13914438	0.56735081662785	NA	NA	0
cg13915726	0.588071452233953	DUSP9	X	152908309
cg13916322	0.0209723903539485	PLA2G16	11	63381728
cg13916742	0.399426122773479	SCGB1D1	11	61957788
cg13916931	NA	POLD2	7	44162801
cg13917394	0.011611661628278	NA	NA	0
cg13917504	0.784550906557391	MEST;MESTIT1	7	130131258
cg13918581	0.023459300927294	ANKRD11	16	89557340
cg13918808	0.83992408870583	FAM9C	X	13062651
cg13918811	0.0253194619556753	ANAPC4	4	25378308
cg13919215	0.0225547483983692	POLR2K	8	101162909
cg13919607	0.0116731473522319	ZNF174;ZNF434	16	3451181
cg13920529	0.805178333165418	SUGT1P1;AQP7	9	33402426
cg13921319	0.526679999215255	NA	NA	0
cg13921352	0.108600100480892	FAM19A4	3	68981890
cg13925920	0.0514305685014026	PSMD12	17	65362829
cg13926569	0.638947119200809	PAPSS2	10	89418898
cg13927251	0.0437858530891536	FLT4	5	180077359
cg13928116	0.511124422885701	AFF2	X	147582053
cg13928306	0.0466263352527608	ZNF205;MGC3771	16	3162397
cg13928594	0.0165369200011688	IFT81	12	110562699
cg13928866	0.845756895110932	YY2;MBTPS2	X	21874614
cg13928961	0.972824534840516	KRT73	12	53012009
cg13929328	0.0152627221479407	FOXI2	10	129535898
cg13929970	0.822456367105235	FGFBP1	4	15939862
cg13931228	0.0135696156114757	MPP6	7	24612418
cg13932624	0.011740422853253	TBRG1	11	124492608
cg13935507	0.0194188929029405	ZHX2	8	123793925
cg13936125	0.0166590883759268	LOC283856;GNAO1	16	56225599
cg13940405	0.0161003631706245	GOSR2	17	45000277
cg13942909	0.0278481079115496	C9orf119;GOLGA2	9	131038152
cg13943564	0.895703022797867	NA	NA	0
cg13944141	0.406011346558676	NA	NA	0
cg13945069	0.0423019263807401	DDX59	1	200638500
cg13946500	0.0248322215088227	PPAN-P2RY11;SNORD105;PPAN	19	10217312
cg13946860	0.00943384196029478	RPN2;C20orf132	20	35807510
cg13948784	0.010344014586587	MFSD9	2	103353092
cg13948987	0.119010284970986	HCRTR2	6	55039259
cg13950558	0.176891467191879	BLOC1S3	19	45683263
cg13951472	0.0297251271054999	NA	NA	0
cg13951948	0.00831690660428528	ZNF747	16	30546188
cg13952892	0.805445012886945	FOXRED1;SRPR	11	126140110
cg13954292	NA	ZFR	5	32445523
cg13954572	0.780859301894333	NA	NA	0
cg13956671	0.0243050898355046	CUL2	10	35379687
cg13958304	0.017945964093449	RSBN1	1	114354463
cg13958426	0.730171269366142	C1orf114	1	169396637
cg13958614	0.0501125883436763	FOXD1	5	72744196
cg13958676	0.0233692252967378	LGI3	8	22014652
cg13959523	0.0534493400758169	CHST8	19	34175481
cg13959611	0.0199561219198226	NA	NA	0
cg13960126	NA	CRB3	19	6462999
cg13960192	0.02249708382614	GNA11	19	3093904
cg13962355	0.0540672425773266	BTRC	10	103114219
cg13964084	0.012883948638052	C6orf134	6	30594709
cg13966710	0.013350006631323		1	113392781
cg13967780	0.0244674468023687	SMAD7	18	46476822
cg13968061	0.474586910135356	APCS	1	159557257
cg13968390	0.905683776684568	SULT1C2	2	108904812
cg13969584	0.0322914291711167	CENPBD1;AFG3L1	16	90038469
cg13970341	0.0319944992889532	ABCA2;C9orf139	9	139923093
cg13973816	0.0188284353451317	SCAND2	15	85174719
cg13974531	0.178850676096482	TRIM72;PYDC1	16	31228444
cg13975369	0.469730081824539	TSGA14	7	130080553
cg13975625	0.034498842628335	NPY5R	4	164264796
cg13976366	0.021939305472616	TRIM21	11	4414916
cg13976438	0.852746938219557	NA	NA	0
cg13979182	0.0654672543726115	ADD1	4	2845120
cg13980308	0.0172606934562769	ADCK2	7	140373235
cg13980473	0.0418757630637904	TSPYL1;DSE	6	116601312
cg13980719	NA	TNP1	2	217725560
cg13980834	0.824780564415163	C1orf201	1	24727850
cg13982505	0.713343755158605	GIGYF2;KCNJ13	2	233642094
cg13982661	0.0178241375404497	SC5DL	11	121163497
cg13983578	0.0145882671447527	DUSP4	8	29208153
cg13983870	0.0335973395210883	TSPAN12	7	120497998
cg13984181	0.0238405683831536	EPHX4	1	92495720
cg13984351	0.0247513980611999	BMI1	10	22609903
cg13985639	NA	DHDPSL	10	99344969
cg13986130	0.12263064579093	PTGS2	1	186649330
cg13986618	0.809907630009666	CD163L1	12	7595981
cg13991029	0.843715206298936	PAGE5	X	55246455
cg13991233	0.0385590375637308	GAS7	17	10102558
cg13992856	0.0313584539433448	FLOT2	17	27224025
cg13993218	0.742248781285127	INS-IGF2;INS	11	2181866
cg13994175	0.0160907236270044	KIF9;KLHL18	3	47324524
cg13994177	0.564384755438752	SNORD116-1	15	25296464
cg13995453	0.641009676505855	KLRB1	12	9759653
