Hybridization REF	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05	TCGA-A2-A04U-01A-11D-A112-05
cg11492403	0.603512016919103	RUNDC1;AARSD1	17	41131552
cg11492856	NA	DVWA;CAPN7	3	15246587
cg11494656	0.625978477367136	ARR3	X	69487197
cg11494699	0.77612340145533	RAG1	11	36588217
cg11498156	0.125317422911561	TLX1;TLX1NB	10	102890145
cg11498188	0.0205237410998734	HECA	6	139456038
cg11498740	0.0366632638645605	MOAP1;C14orf109	14	93650664
cg11500727	0.76830329618515	CNFN	19	42894425
cg11500797	0.21162499846144	DLX5	7	96652123
cg11502800	0.014764034590972	ZNF146;ZNF565	19	36705772
cg11503011	0.077784504714067	NA	NA	0
cg11503744	0.0319330559618028	RUSC1;C1orf104	1	155294042
cg11504646	0.929481996705728	RTP1	3	186913950
cg11504739	NA	SCGB1A1	11	62186060
cg11504740	0.43259409502341	GPR152	11	67220043
cg11504897	0.0759675763803422	NRN1	6	6007412
cg11505048	0.915473731524452	RGL1;APOBEC4	1	183622726
cg11505080	0.60321052542951	NA	NA	0
cg11505565	NA	TUBD1;RPS6KB1	17	57969198
cg11507178	0.0691099273266861	BCL9L	11	118781515
cg11510269	0.0287843132843242	RSRC2;KNTC1	12	123011761
cg11510839	0.0233286547921384	OCA2	15	28344488
cg11511443	0.866921170512132	LMO3	12	16761406
cg11512771	0.942988061002693	ECM1;TARS2	1	150479487
cg11513856	0.276479981046897	RABL5	7	100965680
cg11516377	0.625990567588847	DPH1	17	1933153
cg11516606	0.0203566804303242	TDRD7	9	100175029
cg11518240	0.948816584318165	FKBP4	12	2902790
cg11519508	0.0341780517690787	NA	NA	0
cg11520395	NA	JMJD4;SNAP47	1	227924115
cg11521325	0.674793305803538	CCDC114	19	48808268
cg11521965	0.809639967451144	PTN	7	137028604
cg11523020	0.638658093378388	UPK3A	22	45681036
cg11524446	NA	C1orf94	1	34642184
cg11525285	0.896514326151159	VSX2	14	74706336
cg11526405	0.0302203677352749	SH3GLB2	9	131790894
cg11527279	0.0135258274838646	TTLL11	9	124854846
cg11528101	0.0122081747327003	MRPS24	7	43909044
cg11528666	0.0281297829719488	C4orf29;MFSD8	4	128886049
cg11529128	0.0112440514091221	LHFPL5	6	35772890
cg11529250	NA	UPK3A	22	45680606
cg11530960	0.0665929191052909	DMRT2	9	1052239
cg11532513	0.96728411822289	LRTM1;CACNA2D3	3	54962242
cg11536940	0.704060976061315	PGCP	8	97658076
cg11538128	0.137291774126951	ZNF354C	5	178487481
cg11539173	0.00779810161934081	GNB1L;C22orf29	22	19843009
cg11540692	0.103169907152266	SIM1	6	100912072
cg11540997	0.735533078971962	DUOX2;DUOXA2	15	45407818
cg11541187	0.0288310162984754	C6orf182;SESN1	6	109415607
cg11542231	0.0188662404734205	RPA2	1	28241192
cg11546621	0.773327484406693	PTGDS	9	139872161
cg11547724	0.795518485134854	HPX	11	6462452
cg11550426	0.00845563313843159	SDCBP	8	59465609
cg11552293	0.744098732523246	COL4A5;COL4A6	X	107682539
cg11553177	0.00645401912826523	SUPT6H;SDF2	17	26988816
cg11554507	0.838216147658431	NEUROD6	7	31380572
cg11554605	0.952938189660221	ASB4	7	95115354
cg11554937	0.934479004206082	HSD17B3	9	99064321
cg11558474	0.0802503681712061	TMEM2	9	74382743
cg11560403	0.973466336425026	TMEM81	1	205053460
cg11560645	0.695623312332521	NA	NA	0
cg11563860	0.626358262824935	CNTN4	3	2141937
cg11564268	NA	NOB1	16	69789107
cg11564670	0.890312213248141	MC2R	18	13915006
cg11565248	0.405530097581208	RPS6KA3	X	20284128
cg11566199	0.932710467023888	GALNT6	12	51773594
cg11566244	0.115429793756763	GSTP1	11	67351786
cg11566939	0.0267512992049854	DULLARD;C17orf81	17	7155231
cg11572744	0.0355738748993673	DPYSL3	5	146832933
cg11574612	0.0250432622801144	CYP39A1;SLC25A27	6	46620502
cg11574758	0.0166281350566226	PLK1S1	20	21107113
cg11577097	0.192932593818603	AQP9	15	58430682
cg11579069	0.0716734034162329	MYB	6	135502794
cg11582100	0.0275630533155964	GAD1	2	171673207
cg11584111	0.0166053008152338	C1orf105;PIGC	1	172412837
cg11584690	0.803676097454227		19	42574196
cg11584936	0.668795243995611	BNIPL	1	151009588
cg11585425	0.0143650008429446	ACTR2	2	65454529
cg11590700	0.139482994846607	MECOM	3	169381241
cg11591325	0.0911710742348871	F2R	5	76012591
cg11592951	0.0033706539602882	SRRT	7	100472745
cg11593656	0.0853056083857905	COMMD6	13	76112039
cg11594131	NA	XPO1	2	61765360
cg11594137	0.416677492676997	NA	NA	0
cg11594228	0.403214823118888	NA	NA	0
cg11594415	0.0150295254181404	BAT2L2	1	171454668
cg11595245	0.0739967630529861	HELLS	10	96305461
cg11595749	0.00904058542999709	ATP5E	20	57607571
cg11595794	0.0136877453394937	ANKRD37	4	186317094
cg11598929	0.384892584481143	FAAH2	X	57313075
cg11599505	0.969260370382669	VSTM2L	20	36532096
cg11600161	0.899991297662623	TBC1D10C	11	67171585
cg11601662	0.0413812612681448	FKBP14	7	30066256
cg11603096	0.0246033154971431	EIF3D	22	36925444
cg11608114	0.0295683395819199	LOC338799;SETD1B	12	122241139
cg11608424	NA	HEPACAM2	7	92849851
cg11609154	0.0146977011851924	C7orf55	7	139026010
cg11609344	0.055957886189176	YKT6	7	44240862
cg11609366	0.039881411233615	RPL8	8	146018277
cg11609760	0.466209257877668	FGD1	X	54522363
cg11611600	0.0280154836495666	ADAMTSL3	15	84323154
cg11611854	0.0188106325921052	NA	NA	0
cg11612291	0.0242382968351959	ZNF35	3	44690338
cg11612345	0.0775976249898396	SMOC2	6	168842491
cg11613875	0.0180903660339691	C9orf72	9	27573889
cg11614809	0.391570219863981	NDP	X	43832280
cg11617144	0.38216853809624	GPT	8	145729772
cg11618577	0.218127708528079	KRTCAP3	2	27665543
cg11619390	0.205250681162586	ZBTB8B	1	32931179
cg11620807	0.00814556153584376	IRS1	2	227664353
cg11620873	0.0126895825394888	CD9	12	6309515
cg11625178	0.0121959356065915	TMPO;LOC100128191	12	98909434
cg11625451	0.0181968887866732	GAN	16	81349061
cg11625946	0.0244757006585707	LRIG3	12	59314263
cg11626656	0.0223697288692315	RND3	2	151343868
cg11626791	0.0283219685481966	TLK1	2	172016605
cg11628026	0.98305279298459	ACTL7A	9	111624939
cg11628034	0.181034876615148	RPS16	19	39926904
cg11628282	0.02207762125017	MFN1	3	179065624
cg11628487	0.0389290772226597	SET	9	131450973
cg11630242	0.711965709347179	AKAP10	17	19881632
cg11630392	0.935540374677154	GPR171;MED12L	3	150920964
cg11631275	0.963049012034066	SDAD1	4	76903515
cg11631518	0.229572879371903	KCNC2	12	75603585
cg11632617	0.0670854898877489	PPCDC	15	75315747
cg11634198	0.610169319174609	NEUROD2	17	37764158
cg11635563	0.866197027004144	ENOX1	13	44241849
cg11638200	0.0157302311725568	PRKCQ	10	6621965
cg11638880	0.0225660420660891	SFT2D1	6	166755991
cg11639397	0.0329518452706985	VASP	19	46010716
cg11639651	0.584253106793237	HKDC1	10	70979811
cg11640565	0.961057676327674	STS	X	7137913
cg11644586	0.82745393112306	CCDC87;CCS	11	66360200
cg11646704	0.0406978452241764	IPO4	14	24658292
cg11646757	0.0278724240920824	C7orf68	7	128095699
cg11646887	0.0249903738670973	SCRN2	17	45918805
cg11647681	0.735007212235456	PCDHGA4;PCDHGA11;PCDHGA12;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140810161
cg11648289	0.400596768896739	EN2	7	155249674
cg11648471	0.484506181996811	MOSPD2;FANCB	X	14891001
cg11648996	0.961207702000486	FAM47B	X	34960814
cg11649001	0.0215636537852331	FTSJD2	6	37400863
cg11649654	0.0369950402175342	NDUFAF2;ERCC8	5	60240952
cg11649825	0.0217460441426204	C20orf4	20	34824487
cg11649846	0.96722419759166	STRA8	7	134917144
cg11651717	0.0088981172801968	ABCA5	17	67323282
cg11653266	0.0108462936714175	MRPL38	17	73901339
cg11653271	0.0130369815702454	SNRNP25;POLR3K	16	103723
cg11653466	0.137634463806261	C8orf86	8	38386235
cg11653500	0.144087214659224	SPRY2	13	80915061
cg11653709	0.879787183894444	NA	NA	0
cg11653858	0.545124303824829	SLC13A2	17	26799289
cg11653864	0.695862373130184	ELK1	X	47509884
cg11654333	0.0334790642080642	DCK	4	71859710
cg11654620	0.0108280303273496	TYMP;ODF3B	22	50969039
cg11654737	0.103320472639849	BCKDHB	6	80816077
cg11655418	0.0372113420310866	RPS10	6	34394031
cg11655691	0.0178965950228736	CBARA1	10	74385779
cg11656547	0.885683916888534	MAMDC2	9	72658747
cg11657615	NA	ZDHHC1	16	67449861
cg11657808	0.953504397076792	RYR2	1	237205950
cg11659747	0.122819763266086	SCARB2	4	77134585
cg11661234	0.413007826504999	RLIM	X	73834596
cg11662098	0.0149943425689103	GOPC	6	117923795
cg11664825	0.360461976100192	XKRX	X	100184343
cg11665562	0.0195657463205892	PSMC1	14	90723462
cg11665588	0.0289750736626607	SESN3	11	94963991
cg11666924	0.011433533292926	STXBP3	1	109289079
cg11667117	0.880999970400454	CA5A	16	87969962
cg11667754	0.0235677867762845	CDH1	16	68770981
cg11668512	0.948089524534782	ZHX3	20	39929580
cg11668844	0.0671896393224345	MCF2L	13	113655622
cg11668923	0.0153126723862714	ADAM12	10	128076936
cg11670211	0.248750122118743	NOX4	11	89224288
cg11672225	0.0838382708513819	RNF185	22	31556238
cg11673092	0.0431289855168402	ARMC3	10	23216727
cg11673803	0.346330908923277	NA	NA	0
cg11673969	0.0166654537481704	EPHB4	7	100424945
cg11674404	NA	WDR17	4	176987359
cg11675413	0.970279539452139	FARP1;RNF113B	13	98829482
cg11676109	0.0429625444256979	HINFP	11	118992413
cg11676599	0.0613990202638765	PLEKHA1	10	124133934
cg11677722	0.00985782899582893	MED29;PAF1	19	39881393
cg11678767	0.396128258827406	COL4A5;COL4A6	X	107682766
cg11679069	0.563526639668932	DNAJC15	13	43596577
cg11680158	0.0372155556862565	TTC39B	9	15307376
cg11680236	0.0178012593452963	NME6	3	48342764
cg11680741	0.611296805155412	NA	NA	0
cg11681073	0.012575719175339	NA	NA	0
cg11681617	0.581849610978101	GAB3	X	153979649
cg11682508	0.413541602662481	C20orf166;C20orf200	20	61149399
cg11688219	0.0433895019573384	THAP3	1	6684919
cg11688469	0.843458735207798	TNNI1	1	201391061
cg11688990	NA	PSMG2;CEP76	18	12704161
cg11691938	0.0145254062368531	CCDC111;CASP3	4	185569742
cg11692021	0.599947065535026	GNB3	12	6949472
cg11692477	0.0137967832516037	SLC40A1	2	190445477
cg11693019	0.886442124692268	AKR1B10	7	134211620
cg11694641	0.0123610384057936	SLC25A3	12	98987961
cg11695266	0.0182457664556106	DNAJB6	7	157129166
cg11695358	0.792097030342732	MAPK15	8	144797963
cg11695601	0.0295214353065075	CHN1	2	175870435
cg11695684	0.911876166280207	CHRND	2	233391265
cg11696575	0.0120295981639819	ING3	7	120591325
cg11697652	0.0196214663438793	NA	NA	0
cg11698653	0.724361729078615	NA	NA	0
cg11698762	0.0408072517095093	WDR54	2	74648964
cg11700429	0.00644411745072799	ANAPC1	2	112641892
cg11700584	0.0468021334222106	RPL36AL;MGAT2	14	50088544
cg11701148	0.107493897843316	MYOM2	8	1993035
cg11703011	0.008510640944306	SERPINE2	2	224903461
cg11705439	0.0212476288655353	PRKCSH;CCDC151	19	11546473
cg11706111	0.935650898214865	ZNF19	16	71523144
cg11706163	0.482891055378663	C9	5	39364495
cg11706746	0.0072203611152784	B3GAT3	11	62389756
cg11706911	0.247079600145506	AGMAT	1	15910989
cg11710000	0.0186072152052771	FZD3	8	28352559
cg11710560	0.928240030180674	NA	NA	0
cg11710969	0.0454302711631909	ARMC3	10	23217173
cg11712199	0.758222457479574	NA	NA	0
cg11713008	0.0128677773419347	POP1;HRSP12	8	99129222
cg11713029	0.0138888018896912	CCDC84	11	118868622
cg11713336	0.0247212003982742	UBE2D2	5	138940474
cg11714014	0.331974644210468	GABRQ	X	151807197
cg11714502	NA	AK1	9	130640212
cg11715903	0.0169111346326796	FERMT2	14	53417327
cg11715966	0.882251402384236	CCDC8	19	46917255
cg11715999	0.0139136894690118	ATP5G1	17	46970694
cg11716026	0.603675495396561	H19	11	2016937
cg11717557	0.0112916241812641	DCLRE1B;AP4B1	1	114448153
cg11718090	0.035826540808254	NA	NA	0
cg11718315	0.0393212464736845	PARP16	15	65579480
cg11719157	NA	PITPNA	17	1466715
cg11719283	0.886657056199541		19	42574717
cg11719297	0.148770963924792	RIPK4	21	43187083
cg11719412	0.02721989921769	TATDN1;NDUFB9	8	125551441
cg11719452	0.0181088859819033	MEPCE;ZCWPW1	7	100027776
cg11719784	0.671724294558677		1	203058954
cg11720778	0.95454232795201	TIGD7	16	3351073
cg11721194	0.661230389500958	SLAMF7	1	160709239
cg11722531	0.0148585026607275	APC2	19	1449857
cg11722639	0.0087051991177401	OBFC2B	12	56618199
cg11724134	0.00943690890721733	RNF39	6	30043727
cg11724759	0.0525824489505419	RPE65	1	68915898
cg11726593	0.30436939616477	NA	NA	0
cg11727029	NA	UNC45A	15	91478024
cg11730100	0.0424792154171546	FEN1;C11orf10;MIR611	11	61560294
cg11730691	0.0141181941721423	NA	NA	0
cg11730961	0.0406590068441214	SFPQ	1	35658733
cg11732619	0.0147846711962079	SLIT3	5	168728076
cg11733245	0.900465930931502	IL2RA	10	6104312
cg11735358	0.00895501283830045	WDR77;ATP5F1	1	111991797
cg11735605	0.0329813070274527	IKZF2	2	214016230
cg11736869	0.0971549522607553	PEX13;PUS10	2	61245136
cg11738011	0.0150028579911493	PUS1	12	132414265
cg11738543	0.780084699674801	SOCS2	12	93967225
cg11739626	0.668751089168844	AKT1S1;TBC1D17	19	50381908
cg11743470	NA	GCNT4	5	74327277
cg11743795	0.0150957772418547	SLMAP	3	57742983
cg11744351	0.0811233017484686	UBL3	13	30424153
cg11745019	0.0484837441448442	ANGPT1	8	108509756
cg11747499	0.0620351430483795	SSH1	12	109252653
cg11747771	0.0114961445538913	GLDC	9	6645468
cg11748006	NA	CAPNS1	19	36630557
cg11750183	0.0628797447786928	C9orf40	9	77568022
cg11750883	0.842465133303311	CRCT1	1	152486950
cg11752275	0.939097006175959	GNLY	2	85921036
cg11754095	0.0573106774517603	CTSO	4	156874602
cg11754206	0.0444578219961905	KCNB2	8	73448579
cg11754343	0.0541455639283148	RPAIN;NUP88	17	5322575
cg11754676	0.00997807798175981	ZNF10	12	133706789
cg11756837	0.0300015149407114	PRKAB1	12	120105372
cg11757293	0.105264596725825	KIFC2	8	145692581
cg11759378	0.819134222814748	DPPA2	3	109035469
cg11761535	0.488395069590598	TM4SF18	3	149051031
cg11762346	0.661339177979626	HKDC1	10	70980112
cg11762629	0.0232019817899704	CTDSP2	12	58240176
cg11763112	0.0122376553697911	KIAA1009	6	84937277
cg11764747	0.577153018488329	EFNB1	X	68050216
cg11765205	0.40911424012849	ARL11	13	50202547
cg11766698	0.0784943675956063	UQCRC2	16	21964765
cg11767711	0.88288904991566	APLP1	19	36358783
cg11768416	0.987031484658197	C12orf12	12	91348697
cg11768886	0.173312778817544	STK32B	4	5052795
cg11769360	0.903725622983969	ERAP2	5	96215016
cg11772764	0.0294495938290831	RSPH1	21	43916603
cg11777321	NA	TEF	22	41778547
cg11778001	0.0335391635322614	NAB1	2	191512851
cg11780382	0.028487014445757	C6orf62	6	24719812
cg11780934	0.0158828863943128	ANKRD13B	17	27920081
cg11781389	0.0563749204364698	GLB1L2	11	134201462
cg11783451	0.0405256509012324	CCDC126	7	23637068
cg11783497	0.27427055042151	IL1RN	2	113875292
cg11784281	0.88841542357886	C2orf57	2	232457785
cg11784785	0.0383057818724679	SLC6A5	11	20620089
cg11786750	0.0534534638219918	DYNC1LI1	3	32612556
cg11787522	0.286300108324721	STRA6	15	74495109
cg11787828	0.09702597911585	NDUFAF4	6	97345624
cg11787839	NA	LMLN;IQCG	3	197687728
cg11790217	0.0694335260342066	PIAS1	15	68346484
cg11792483	0.0140397985891316	ASPHD2	22	26824763
cg11792664	0.0776980620258948	UQCR	19	1605706
cg11793332	0.652023542443687	ELF1	13	41556827
cg11793380	NA	C1QTNF6	22	37585617
cg11794728	0.0387492472752287	KLF12	13	74707860
cg11795262	0.92394615061552	GATAD2A	19	19569574
cg11797883	0.00844494614739278	ARPC5L	9	127631644
cg11797994	NA	ALX4	11	44330731
cg11799561	0.862868374986864	NA	NA	0
cg11800672	0.802498999500431	SLC39A4	8	145642291
cg11801011	0.152347958725129	SHANK1	19	51220537
cg11801374	NA	C20orf160	20	30597694
cg11802013	0.388459633318572	CCND1	11	69469175
cg11802692	0.0623137312671313	FKBP14	7	30066348
cg11804789	0.223114275596024	CST7	20	24929716
cg11806389	0.0633161524295308	ZNF446	19	58987282
cg11806565	0.483923399444717	PHKA1	X	71934695
cg11806749	0.0134273922699517	RUNX2;SUPT3H	6	45345490
cg11808544	0.146612764296631	NA	NA	0
cg11808757	NA	HDAC10;TUBGCP6	22	50683907
cg11808874	NA	FAM136A	2	70529494
cg11809085	NA	TNFSF15	9	117567756
cg11809091	0.73080393313755	PCDHB7	5	140552105
cg11810837	0.485837821439659	ARMCX5	X	101854276
cg11811840	0.70972370840048	UGT1A10;UGT1A1;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	2	234669166
cg11812202	0.927685829634984	PNLIP	10	118305409
cg11812218	0.858225068620741	GHSR	3	172166920
cg11814446	0.0182234413246207	LEMD3	12	65562996
cg11815363	0.00612141117961235	KCNK1	1	233750184
cg11816577	0.256594409272193	YWHAE	17	1303886
cg11819013	0.0212584724657721	IMPDH2	3	49066976
cg11819429	NA	C14orf119;ACIN1	14	23565029
cg11819637	0.963563028402052	THPO	3	184095505
cg11820497	0.0209414432369403	ATG4D	19	10654946
cg11820734	0.0391961863551052	MRPL35	2	86426725
cg11821147	0.0313853717387081	ZFC3H1;THAP2	12	72057762
cg11821536	0.00716262988764356	TTC8	14	89291100
cg11821702	0.934331639344039	MLANA	9	5891258
cg11822659	0.269805362655169	DOK5	20	53092781
cg11822772	0.67446747496261	ZNF280C	X	129402977
cg11822932	0.928954234185753	LMO2	11	33913716
cg11822964	0.87952246722889	PTGIR	19	47129337
cg11823654	0.0379925211266661	PIF1	15	65117936
cg11824111	NA	DKC1	X	153990676
cg11825652	NA	CAV2	7	116139367
cg11826116	0.151441192353706	ATF4	22	39916314
cg11826486	0.658093140799046	NA	NA	0
cg11827101	0.93909623487493		2	8468422
cg11827595	NA	C3orf10	3	10157099
cg11828089	NA	CALN1	7	71878121
cg11828669	0.0227402937150497	ZBTB1;ZBTB25	14	64971476
cg11830061	0.970109455379034	INSL6	9	5185415
cg11832543	0.941272312964124	C1orf49	1	178481818
cg11832722	0.0161664895651513	DSC3	18	28623060
cg11832727	0.0186498133386615	RERE	1	8877257
cg11833861	0.0327058043142502	TMEM98	17	31255635
cg11834681	0.91327226189653	CYP2A13	19	41594746
cg11835197	NA	TFAP2E	1	36038514
cg11835355	NA	APOL3	22	36561746
cg11837864	0.017708751683418	FAM134A	2	220043521
cg11839979	0.372286355125175	TMEM164	X	109246372
cg11840168	NA	RBBP8	18	20513432
cg11840540	0.0120932692973907	FXYD5;FXYD7	19	35644996
cg11841758	0.0323771613024202	MAGOH	1	53704358
cg11843304	NA	PTPRO	12	15501337
cg11843691	0.0178540095774145	TBC1D9	4	141678312
cg11843760	0.00996545970966966	DFFA	1	10532677
cg11844110	0.0290083242546789		1	208042623
cg11845202	NA	KRT78	12	53242392
cg11846236	0.375193667689783	COL7A1	3	48632568
cg11846543	0.0775878593576066	NA	NA	0
cg11846956	0.0467479766849409	KLK10	19	51520382
cg11846968	0.642470426105934	PLUNC	20	31823545
cg11847459	0.00968591155922265	MBIP	14	36789488
cg11847808	0.0534987884554474	EPHA8	1	22889611
cg11847949	0.305749420644472	NA	NA	0
cg11848539	0.0145484364006871	TNFRSF21	6	47277822
cg11849692	NA	LDB1	10	103875969
cg11850311	0.0104991506258194	ID1	20	30192545
cg11851098	0.955548376141804	WBP2NL	22	42395340
cg11852073	NA	C1orf56;BNIPL	1	151019560
cg11852814	0.0284202212559337	PLCXD2	3	111393588
cg11854007	NA	BASE	20	31781697
cg11854877	0.656087067763511	F8;F8A3;F8A2;F8A1	X	154114544
cg11856093	0.0647576331165071	ARID1A	1	27023388
cg11856697	0.939700119079501	DNAI2	17	72276937
cg11856918	0.00943152532653851	ATP6V1B2	8	20054956
cg11857445	0.0175039420514545	AATF	17	35305905
cg11858029	NA		1	11324407
cg11860203	0.074548087631898	CCL2	17	32582516
cg11861730	0.0354254372479938	ETS1	11	128392683
cg11864993	0.671581327351637	PCDHB16;PCDHB8	5	140559832
cg11867686	NA	PPP1CA	11	67169368
cg11868029	0.02003181737993	CTSC	11	88071041
cg11868900	0.226273935449671	EFCAB1	8	49648035
cg11869721	0.031044420061775	METTL9	16	21611122
cg11871280	0.681405443440214	SLC16A7	12	60082038
cg11871549	0.405139611853053	ZCCHC12	X	117957616
cg11873854	0.543587362969639	LCN6	9	139642875
cg11874272	0.600613774277068	CD86	3	121773564
cg11876012	0.966931954736789	POLR3K	16	101686
cg11876919	0.0171835342180197	HMG20A	15	77713622
cg11877382	0.746772347280297	GLT1D1	12	129338939
cg11879188	NA	ABO	9	136149908
cg11879480	0.111102010099592	SLC36A4	11	92930739
cg11879514	0.0381435364671696	ARSG;SLC16A6	17	66287032
cg11879577	0.0977163440987281	ARL6IP1	16	18813519
cg11880010	0.85744795428262	PRUNE2	9	79328644
cg11880211	0.819274262808908	NA	NA	0
cg11880892	0.0767037246574603	PPA1	10	71992660
cg11882252	0.0533178547507444	CMBL	5	10307634
cg11884243	0.969765790595772	FCN2	9	137772886
cg11884546	0.0290309964557031	ITGAX	16	31366377
cg11884656	0.0643548117847516	NAA50	3	113464379
cg11884699	0.806140012406252	NA	NA	0
cg11884792	0.0190071281623012	OBFC2A	2	192542902
cg11885098	0.0740090546219187	EFNA2	19	1285397
cg11887234	0.0518480744158181	SMUG1	12	54582673
cg11890956	0.00935335690004814	PSMG1	21	40555474
cg11891504	0.0288135266422749	HAUS4	14	23425909
cg11891583	0.363645545204129	NA	NA	0
cg11893236	0.0178395326608985	PRMT7;SLC7A6OS	16	68345102
cg11893323	NA	URM1	9	131133119
cg11896271	0.0220818748850356	PANX2	22	50609327
cg11896345	0.00825928774300572	SLC43A2	17	1532217
cg11896923	0.100596448187431	PNMT	17	37825027
cg11897314	0.0275438864931655	PRR16	5	119799832
cg11898695	NA	PTCRA	6	42883504
cg11899895	0.0156081563903021	TAX1BP1	7	27779895
cg11901954	0.0389042271770644	INTS7;DTL	1	212209499
cg11902458	0.318760914237744	KCNN3	1	154842746
cg11903057	0.655649177036121	RHOH	4	40198776
cg11903096	0.0533079970098481	PPP2R5C	14	102276267
cg11903151	0.0661937745720767	NA	NA	0
cg11903880	0.938318871835139	GSTM4	1	110197856
cg11904887	0.0237049994288284	MUL1	1	20834802
cg11905488	0.918223869715165	CLEC12A	12	10123604
cg11905589	0.0464568016313443	PAIP2	5	138677334
cg11905617	0.041667317152459	KLHL20	1	173684474
cg11906718	0.130615210612678	RNF19A	8	101322791
cg11908570	0.159078443967253	KIAA0040	1	175162044
cg11909310	0.021813214674155	GTPBP10	7	89975786
cg11909865	0.0325998107199394	C11orf57;PIH1D2	11	111944731
cg11911418	0.931318553517139	ELAC1	18	48493759
