Hybridization REF	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05
cg13576290	0.35180311368717	FAM179A	2	29256737
cg13576739	0.021492034416059	PFDN6;WDR46	6	33257501
cg13577076	0.228078233007841	PRKAR1B	7	752456
cg13577407	0.0400642346782538	FLNB	3	57994372
cg13578400	0.0198787414527142	EDC4	16	67907301
cg13578652	0.776364736154845	UBASH3A	21	43823863
cg13580728	0.842405610131484	NA	NA	0
cg13581475	0.0152721340637835	MTHFD1	14	64854533
cg13581941	0.00848264206333306	CDC23	5	137548929
cg13585240	0.903226596190418	ARIH2	3	48959375
cg13587552	0.895581860378932	SCNN1D	1	1216441
cg13587740	0.0156992640608945	HEXA;C15orf34	15	72668269
cg13588354	0.067861026387661	MC3R	20	54823303
cg13588645	0.0117531822357732	R3HDM1;ZRANB3	2	136289118
cg13588835	0.839749715424518	NA	NA	0
cg13589108	0.0225976279721658	FAM5B	1	177140680
cg13590277	NA	SYNPO	5	150019496
cg13591701	0.204990696112798	FAM20A	17	66597007
cg13592003	0.0124885911842659	ZNF250	8	146126815
cg13592155	0.110782520570836	MRPL51;NCAPD2	12	6602187
cg13593287	0.0241779221946013	SPTB	14	65289994
cg13594711	0.883450296802814	SRCRB4D;ZP3	7	76038785
cg13597949	0.0135426783355076	POLR2I;TBCB	19	36605252
cg13599007	0.949736949783171	FABP6	5	159655703
cg13599025	0.0321355749988351	CDC7	1	91966361
cg13599477	0.0589093934233057	NET1	10	5488485
cg13601079	0.645791340917131	SSX3	X	48216275
cg13603099	0.0202319378430004	RASSF4	10	45454574
cg13603171	0.853137128605775	MOXD1	6	132723164
cg13603551	0.546286133808374	ABP1	7	150549406
cg13604223	0.0173888385480687	XPC;LSM3	3	14220055
cg13605579	0.742148194626824	ALPP	2	233242330
cg13605690	0.0125563487620158	SPC25	2	169746671
cg13608094	0.969134939614056	CCND1	11	69461236
cg13612524	0.048695514717258	ERLIN2	8	37593879
cg13613532	0.0229668202840716	C11orf65	11	108338397
cg13613682	0.599370888840778	ZIC3	X	136648553
cg13613748	0.0236930816603253	VPS4B	18	61090281
cg13614083	NA	KCNAB2	1	6085872
cg13614181	0.494530291593843	C13orf15	13	42031103
cg13615396	0.0357012490715459	NA	NA	0
cg13615963	0.164306543272017	CCR6	6	167536521
cg13616221	0.0146668909675708	WIPI1	17	66453394
cg13617705	0.0441410111923072	SMEK2	2	55845095
cg13617782	0.02020315293335	GART;SON	21	34915953
cg13618372	0.931779879162497	SPTBN1	2	54753625
cg13619408	0.194403976862538	SARS	1	109756118
cg13619768	0.0142954316699997	PIAS4	19	4008209
cg13619915	0.0203397428328524	SLITRK3	3	164914437
cg13619990	0.548503168531654	NA	NA	0
cg13620770	0.23483579034759	GPR137;BAD	11	64051738
cg13620808	0.0255776449361685	UBE2S	19	55918708
cg13621440	0.522737189573336	NA	NA	0
cg13623690	0.0254690750368025	COTL1	16	84651800
cg13625113	0.0283725519754629	ZBTB6	9	125675579
cg13625205	0.0135474723412051	SNX27	1	151584902
cg13625403	0.519301215665854	TRIM29	11	120008510
cg13626881	0.415960499377582		1	203059178
cg13628514	0.428449433489154	TRPV4	12	110271439
cg13629753	0.0898150365539411	GBP2	1	89591719
cg13631259	0.0850445070231536	NUDT8	11	67396845
cg13631913	0.116204549022076	SLC25A33	1	9600345
cg13633026	0.837080800723335	MS4A8B	11	60466573
cg13633560	0.324263701311575	LRRC32	11	76380921
cg13634319	0.612696632708494	DGKA	12	56323727
cg13634678	0.0228633318534548	TM2D3	15	102192134
cg13634864	0.971607464024441	ADAP1	7	994696
cg13636404	0.0163670592864518	ZNF655	7	99155673
cg13637733	0.0166467089850209	TLE3	15	70390233
cg13640200	0.0944098484591071	AMIGO2	12	47474202
cg13641903	0.719053123980937	WT1	11	32452608
cg13643585	0.30159578264858	HOXB9	17	46704004
cg13643796	0.0211965773944548	ADAMTS3	4	73434209
cg13644052	NA		16	3010410
cg13645078	0.0283864178832989	PHLDA3	1	201438647
cg13645811	0.0832354971949894	SYNJ2	6	158403520
cg13649728	0.931704536870734	SLC25A31	4	128651707
cg13650137	0.0150635732578011	ASPM	1	197115405
cg13650156	0.697927546155109	PILRA	7	99970502
cg13650689	0.0106187053700933	PRPF31;TFPT	19	54618596
cg13652336	0.342392213900023	PREX2	8	68864012
cg13652556	0.0256951158058032	SEPX1	16	1993336
cg13652653	0.0349616370995544	TMEM33	4	41937034
cg13653456	0.0286743987460444	VARS	6	31763819
cg13654195	0.0143106797312145	CAGE1;RIOK1	6	7390091
cg13656062	0.905568721847986	CYP4F2	19	16008723
cg13656360	0.0319461579737128	MLL	11	118307782
cg13658777	0.239096094710129	PDHA1	X	19361740
cg13662243	0.359224768597835	NA	NA	0
cg13663218	0.102226965812708	LOC283392;TRHDE	12	72666976
cg13665184	0.0191305299683405	DUS2L;DDX28	16	68057062
cg13665593	0.0171829171471848	ZSCAN16	6	28092420
cg13666340	0.0257746188128204	C9orf68	9	4666266
cg13666729	0.0127411108717983	ZBTB8B	1	32930473
cg13668129	0.0542428345408221	HNRNPUL1	19	41768075
cg13668397	0.0246831711584392	LIG1	19	48673955
cg13669465	0.0101135588923146	ZDHHC16;EXOSC1	10	99205343
cg13669583	0.350711299313405	NA	NA	0
cg13669740	0.926778772727979	TIGIT	3	114012833
cg13670595	0.015971511527201	CDR2L	17	72983817
cg13671818	NA	RUNDC2A	16	12070223
cg13671831	0.0189615743842731	NF2	22	30000107
cg13672342	0.310727002995219	CIAO1;TMEM127	2	96930546
cg13672791	0.700493407071495	CACNG7	19	54416165
cg13673094	0.874462716558712	PTPRC	1	198608361
cg13673514	0.794816962220221	BEGAIN	14	101035818
cg13673779	0.0212829242808674	MEX3C	18	48723081
cg13674559	0.459381497950928	WDR44	X	117479752
cg13675849	NA	TRPV5	7	142631215
cg13676215	0.0937734391878695	AHR	7	17337976
cg13678049	0.443626860204837	CUL9	6	43149356
cg13679077	0.0226422519805359	TOMM7	7	22862647
cg13681935	0.926365912899255	ASIP	20	32848452
cg13682722	0.0159119109571169	C14orf102	14	90798568
cg13683440	0.0201259979354539	FAM194A	3	150421878
cg13683864	0.0497450634575414	RPL14	3	40499215
cg13685294	0.836531730493056	GRM2	3	51743318
cg13686042	0.0235090319068507	SBF1	22	50913831
cg13686115	0.605012134251941	PHYHIPL	10	60936626
cg13687831	NA	MCM10	10	13204003
cg13688966	0.923571986317161	TM4SF4	3	149192377
cg13689073	0.490208364002863	LARP1	5	154093260
cg13692433	0.0120548483238696	NCAM1	11	112832159
cg13693652	0.90493956173504	CLCA2	1	86888629
cg13694749	0.698845475552508	SCN4A	17	62050038
cg13694867	0.111416059127056	SIM2	21	38072100
cg13696012	NA	BPIL1	20	31595360
cg13696887	0.971136891200246	KRT82	12	52800423
cg13697378	0.897711794168944	DIRAS3	1	68512845
cg13697387	0.0575772603327035	LCE2A	1	152670843
cg13699808	0.343710658699259	ZMYND8	20	45985339
cg13700897	0.0446278305374778	RSPO2	8	109096064
cg13701109	0.383985641069466	ADAMTS19	5	128795472
cg13701273	0.164159888000633	NA	NA	0
cg13702536	0.106755942845613	GPR81	12	123215553
cg13703437	0.315804070911109	FYB	5	39219698
cg13703941	0.917351264254707	NA	NA	0
cg13704271	0.0216636291660125	CCDC28B	1	32666264
cg13704403	0.0170207181015183	DGKQ	4	967460
cg13704548	0.0811937069280223	IGDCC4	15	65714817
cg13705284	0.114598806578072	ACOX2	3	58523313
cg13705707	NA	PRKAR2B	7	106685427
cg13706352	0.0119028373940306	COX10	17	13972696
cg13707395	0.0173921078067823	ADAMTS15	11	130318316
cg13707560	0.0625421695362457	NME5	5	137474700
cg13713381	0.00909625915203996	TMEM44	3	194354433
cg13714039	0.0123037261790233	ZNF14	19	19843912
cg13718960	0.919521514408911	RNASE1	14	21271313
cg13719194	0.116158721761611	NA	NA	0
cg13720744	0.0171359217025213	CRKL	22	21271392
cg13721560	0.0713615773419524	LRPPRC	2	44222568
cg13722123	0.335160705756457	GRM1	6	146350346
cg13723482	0.437360740456041	NA	NA	0
cg13724288	0.020119724246497	VPS13A;LOC100286938	9	79791919
cg13724813	0.0238880481899823	SPSB1	1	9353314
cg13725272	0.0102759852486975	MAGI1	3	66024492
cg13726191	0.0438449163628773	FGFBP1	4	15940033
cg13726463	0.562586900663426	COX6A2	16	31439681
cg13726507	NA	CTAG2	X	153883318
cg13727946	0.0374284191255545	MBD3L1	19	8953473
cg13728650	NA	TPRA1	3	127300268
cg13729392	0.0327828241310079	COX16	14	70826495
cg13730534	0.0615910614964823	NFYC;LOC100130557	1	41157553
cg13733733	0.481159062426056	NA	NA	0
cg13735697	NA	MYOG	1	203055296
cg13735974	0.299339129765842	NFYC;LOC100130557	1	41156980
cg13736875	0.0114329397940678	UBE2C	20	44441064
cg13739345	0.0293523061387829	HAUS6	9	19102782
cg13739417	0.666651920004935	CXCR2	2	218990627
cg13741249	0.0438558085996004	FIZ1;ZNF524	19	56112088
cg13741326	NA	CROT;TP53TG1	7	86975244
cg13741802	0.0422808963557927	RIBC1;SMC1A	X	53449423
cg13742532	NA	CCBP2	3	42850848
cg13743031	0.0289177320817546	NEIL3	4	178231244
cg13744070	0.0203654200570702	SDHAF2;CPSF7	11	61197882
cg13744194	0.136933899073485	OCLN	5	68788087
cg13744304	0.0100227789140892	UNC50;C2orf64	2	99224764
cg13745346	0.761352002171358	CBFA2T3	16	89044523
cg13745870	0.065129081419593	SPATA12;ARHGEF3	3	57094763
cg13749822	0.085281052364315	HHIP	4	145566663
cg13750354	0.0225780907092139	OCIAD1	4	48833095
cg13752005	0.0143934048643506	CCDC64	12	120426784
cg13752043	0.0166426586546332	LRRC8A;CCBL1	9	131644109
cg13752949	0.0230318944792657	CP110	16	19535313
cg13754949	0.042316122139813	REV1	2	100105657
cg13755023	0.0276775961513616	LRRC6	8	133687491
cg13755070	0.192686860628839	FLI1	11	128563714
cg13755535	0.0203856194171368	LMAN2	5	176778859
cg13756879	0.0143840506938595	INS-IGF2;IGF2AS;IGF2	11	2161473
cg13757640	0.0215605318569433	ARHGAP8;PRR5-ARHGAP8	22	45148888
cg13758659	0.0236839085359811	SDC1	2	20424975
cg13758677	0.566602895022905	NA	NA	0
cg13759143	0.0159213441180398	EXPH5	11	108464102
cg13759328	NA	CDH13	16	82661521
cg13759778	0.927351314002431	NF1;OMG	17	29624439
cg13760253	0.932449643874727	DNAJC5B	8	66932700
cg13760546	0.0118498406343101	RNF125	18	29598697
cg13763232	NA	SLC6A6	3	14443428
cg13765303	0.0169855329396134	BOC	3	112931390
cg13765621	0.24323143822882	CD1D	1	158149228
cg13765785	0.180995007961004	SCN3B	11	123524938
cg13765961	0.923606818988295	MS4A1	11	60223238
cg13766096	0.0341030728233939	ING1	13	111365492
cg13769204	0.0216539971555621	GALNT2	1	230203611
cg13770446	0.8870092838809	CLCNKA	1	16349792
cg13771579	0.670028432361848	TCL1B	14	96152766
cg13771629	0.222880638810713	EBP	X	48379927
cg13775495	0.018672989101662	IL12A	3	159706543
cg13777411	0.0538579647879832	HPS5;GTF2H1	11	18343973
cg13778073	0.0333349065606418	HSPA4	5	132387814
cg13781408	0.945197948561843	AATK	17	79095700
cg13782134	NA	NRN1L	16	67919362
cg13782957	0.0180390146137586	PSMA4	15	78832906
cg13784557	0.0210630938003191	HCP5	6	31430916
cg13784792	0.026404852402361	JUP	17	39942930
cg13784855	0.0141514227185887	MIR1204;PVT1	8	128806938
cg13785207	0.0138737587191899	RPS19BP1	22	39928927
cg13788062	0.0310947349627325	LARP7;C4orf21	4	113558189
cg13788301	0.0172725646523808	TOM1	22	35695944
cg13789236	0.0222367995588314	RFK	9	79009433
cg13789523	0.0119915250994853	DYNLRB1	20	33104204
cg13790571	0.0138649394303166	HEATR6	17	58156411
cg13791131	0.125330325686474	IGF2AS;INS-IGF2;IGF2	11	2161892
cg13791589	0.0126149537374349	SLC45A3	1	205649091
cg13791658	0.0224676847780179	U2AF2	19	56165797
cg13791713	0.452551780493672	HMGN1	21	40720916
cg13792279	0.902044628499742	CLDN17	21	31538549
cg13792569	0.776092844050737	NA	NA	0
cg13793354	0.03219953229035	MCCC2	5	70882903
cg13794642	0.59505151230227	ZNF157	X	47229789
cg13794888	0.0255622706556369	SNUPN	15	75917792
cg13795840	0.455557630070191	CIRBP;C19orf24	19	1274794
cg13796218	0.0267411206179682	MAD2L2;C1orf187	1	11750663
cg13797031	NA	NIPSNAP1	22	29977742
cg13797282	0.395598410002099	CARD10	22	37914859
cg13798289	0.178698789263094	THAP11;CENPT	16	67875619
cg13798376	0.554182643795193	NA	NA	0
cg13798579	0.0225506008878401	CEP63;ANAPC13	3	134204398
cg13799206	0.00927576684631021	ASRGL1	11	62105152
cg13800022	0.0367449130902544	ITGB1	10	33246313
cg13801381	0.191556141521782	CCND2	12	4384022
cg13801416	0.628035652279053	AKR1B1	7	134143919
cg13802364	0.0173968384231267	RCOR2	11	63684106
cg13802966	0.389805085383677	CASP1	11	104905834
cg13804316	0.0249558753800175	XKR8	1	28286884
cg13804457	NA	NARG2	15	60771615
cg13806135	0.0158188846012511	PCDH17	13	58205045
cg13806670	0.00911630084425676	MARCH8	10	46090241
cg13807496	0.110770983423143	ALX4	11	44332540
cg13808561	0.0192340455008857	API5	11	43333782
cg13809962	0.347656681977106	ZNF711	X	84498932
cg13810225	0.0250753091530645	MYH9	22	36784323
cg13812587	0.0237935205411179	NUP188;DOLK	9	131709471
cg13813391	0.946341266320624	CMTM2	16	66613407
cg13814950	0.0263680386042517	DAPK1	9	90112515
cg13815872	0.656954405158979	RBM10;NDUFB11	X	47004890
cg13817266	0.512907046404535	NA	NA	0
cg13818368	0.0244814564624998	CAMTA2;SPAG7	17	4871354
cg13818573	0.0590624279542189	C1QL1	17	43045372
cg13821008	0.717451139250575	WIPF1	2	175499113
cg13823136	0.0175792966980904	ST6GALNAC5	1	77333138
cg13823701	0.110670254044542	TNXB	6	32078411
cg13823791	NA	COPS3	17	17184990
cg13824734	0.0115444361744369	PSMB3	17	36909238
cg13825058	0.012595267266476	MND1	4	154266213
cg13828047	NA	MPI	15	75182130
cg13828758	0.562482266750314	NDN	15	23932373
cg13828839	0.0302807485522548	FXYD6	11	117747166
cg13828871	0.0208918278652048	MYST1	16	31128860
cg13830624	0.0159893778158821	COL21A1	6	56112291
cg13833831	0.830284952945243	MATK	19	3802558
cg13834500	0.0190620526039627	TM9SF1	14	24665445
cg13834567	0.0521335809780515	TMEM145	19	42817981
cg13836627	0.0173297711830769	TJP1	15	30113723
cg13836770	0.0533811169922564	TNFRSF1B	1	12226913
cg13837202	0.744599632915515	PAGE5	X	55246977
cg13838528	0.0170527137764495	RPL27A;SNORA3	11	8704374
cg13839778	0.580735151760846	SYN1	X	47479048
cg13840968	0.227109198033349	LTB4R;LTB4R2;CIDEB	14	24780926
cg13841138	0.00957883595637539	NA	NA	0
cg13841804	0.0246959862400555	ANP32E	1	150207467
cg13842258	0.0179939260752324	APBB2	4	41216271
cg13842648	0.791217246966013	IL9	5	135231526
cg13843603	0.0321452246980164	PSMD11	17	30771994
cg13843613	0.0182700498249391	FAM5B	1	177140126
cg13843773	0.017930256594621	C4orf22	4	81256811
cg13846555	0.0239517688517188	PSMB10	16	67970749
cg13846682	0.0829058930727996	C14orf147	14	34931391
cg13846796	0.0157329353209367	LSM14A	19	34663000
cg13846866	0.042681742499505	MLH1;EPM2AIP1	3	37035399
cg13847070	0.0672338142874561	KLHL3	5	137071523
cg13847113	0.978660956912705	PRR22	19	5784809
cg13849691	0.945231788663398	ACSL5	10	114133304
cg13849825	0.957737776030749	CCNB1	5	68461940
cg13850625	0.022317499975655	TMEM144	4	159131690
cg13851211	0.95609570045007	ADCY7	16	50321678
cg13853198	0.901985558002409	FCER1G	1	161185092
cg13853761	0.876544261836653	C11orf2	11	64863232
cg13854874	0.164534757037029	CHAF1B	21	37757525
cg13856728	0.011302342749092	NA	NA	0
cg13857100	NA	SLC18A1	8	20041700
cg13857440	0.0492627509829127	NA	NA	0
cg13858139	0.0689737385168314	ZNF43	19	22019044
cg13859216	0.013762624660251	HSPA9	5	137910711
cg13859324	0.119192624297433	UNC45B	17	33474692
cg13859478	0.0372525422358415	CANX	5	179126433
cg13859541	0.0172632423213207	TGFBR2	3	30647802
cg13861644	NA	PIWIL1	12	130822286
cg13864877	0.0189074452391292	OPTN	10	13142132
cg13864937	0.0160450004633188	FAM111B	11	58874733
cg13870494	0.405068060367049	MAMDC2	9	72658358
cg13870866	0.598838348339627	TBX20	7	35293130
cg13873733	0.0548149226890074	ENOPH1;HNRPDL	4	83352560
cg13875807	0.0310980750260551	KDM4C	9	6758935
cg13876499	NA	TMEM27	X	15683696
cg13877465	0.0290384376591509	IGF2BP1	17	47074670
cg13877895	NA	GKN1	2	69201009
cg13877915	0.02009409256079	ZNF132	19	58951672
cg13878010	0.0274753201498111	ADCY5	3	123167276
cg13878093	0.020968006413217	TBPL1	6	134274457
cg13878456	0.261757523098829	IKZF3	17	38020344
cg13878641	0.0274497082944377	GNAI3	1	110090951
cg13880228	0.0261191721374746	PRLR	5	35230343
cg13881341	0.518934227478279	FGF21;FUT1	19	49259215
cg13882267	0.0233442214157491	ITGA9	3	37493203
cg13882835	0.0337112269664128	TLK1	2	172017928
cg13882988	0.883010207584758	MBL2	10	54531345
cg13883681	0.35410819667132	GOT2	16	58768565
cg13884546	0.0141201223017355	MRS2	6	24403062
cg13885201	0.0225735863632458	ZNF23	16	71496385
cg13887370	0.0124157419853926	DNAJC14	12	56224128
cg13888886	0.662948975116127	SPO11	20	55904640
cg13890487	0.0127020388702105	ISCA1	9	88897838
cg13891659	0.0241466593275715	C6orf122;C6orf208	6	170190454
cg13892015	0.0318001298954792	PPIL5	14	50065056
cg13894021	0.0370063634937749	RAB36	22	23487383
cg13896269	0.0229897146423064	NA	NA	0
cg13896604	0.0109653256259869	ATP5H;KCTD2	17	73043189
cg13897449	0.836846838790954	PFKFB1	X	55021841
cg13897627	0.403212953492792		16	49378497
cg13899108	0.554585356564222	PDE4C	19	18344322
cg13901134	0.0134859019032834	C9orf16	9	130923133
cg13901526	0.672250949693424	GYPC	2	127414455
cg13903548	0.927513753460517	GABRR2	6	90024543
cg13904493	0.0252765775070653	KIAA1804	1	233464194
cg13904771	0.0183944736302296	C10orf47	10	11865163
cg13904968	0.101116492473719	PCK1	20	56136012
cg13905388	0.174979612367029	CDCA4	14	105487229
cg13906416	0.023479278626631	PVR	19	45147440
cg13906548	0.0135516039098203	GABARAPL2	16	75600564
cg13906813	NA	HLA-DPA1	6	33040914
cg13908518	0.960602900731162	RNPC3;AMY2B	1	104096517
cg13908523	0.00942581426997457	PRKCD	3	53194728
cg13908977	0.0147166181458184	RSL1D1	16	11945749
cg13910855	0.0183870044889887	PBX2	6	32157485
cg13912117	0.318191824604435		8	132054555
cg13912204	0.0171326445487889	SLC19A2	1	169455529
cg13913917	NA	ATP11B	3	182511332
cg13914438	0.593751480748193	NA	NA	0
cg13915726	0.494687025902566	DUSP9	X	152908309
cg13916322	0.0180634882771235	PLA2G16	11	63381728
cg13916742	0.674315549166834	SCGB1D1	11	61957788
cg13916931	NA	POLD2	7	44162801
cg13917394	0.0118051703893328	NA	NA	0
cg13917504	0.671773865913803	MEST;MESTIT1	7	130131258
cg13918581	0.0256786097205935	ANKRD11	16	89557340
cg13918808	0.826875662119422	FAM9C	X	13062651
cg13918811	0.0313414040023032	ANAPC4	4	25378308
cg13919215	0.035849687132684	POLR2K	8	101162909
cg13919607	0.0124404873690014	ZNF174;ZNF434	16	3451181
cg13920529	0.856256349827989	SUGT1P1;AQP7	9	33402426
cg13921319	0.534031148946942	NA	NA	0
cg13921352	0.0323304670657822	FAM19A4	3	68981890
cg13925920	0.0475996420193741	PSMD12	17	65362829
cg13926569	0.657215604551897	PAPSS2	10	89418898
cg13927251	0.0507002018975428	FLT4	5	180077359
cg13928116	0.534201670887095	AFF2	X	147582053
cg13928306	0.0293268312785709	ZNF205;MGC3771	16	3162397
cg13928594	0.026170447721873	IFT81	12	110562699
cg13928866	0.879736296814861	YY2;MBTPS2	X	21874614
cg13928961	0.611427549578021	KRT73	12	53012009
cg13929328	0.23899062464167	FOXI2	10	129535898
cg13929970	0.889192852110579	FGFBP1	4	15939862
cg13931228	0.0144353576046381	MPP6	7	24612418
cg13932624	0.0130491478669246	TBRG1	11	124492608
cg13935507	0.034429151044583	ZHX2	8	123793925
cg13936125	0.0299070673486107	LOC283856;GNAO1	16	56225599
cg13940405	0.021132795542317	GOSR2	17	45000277
cg13942909	0.0363062130569596	C9orf119;GOLGA2	9	131038152
cg13943564	0.925643775895665	NA	NA	0
cg13944141	0.472231498580849	NA	NA	0
cg13945069	0.0214834937278447	DDX59	1	200638500
cg13946500	0.0306775803686089	PPAN-P2RY11;SNORD105;PPAN	19	10217312
cg13946860	0.00743444666296432	RPN2;C20orf132	20	35807510
cg13948784	0.0157769185927723	MFSD9	2	103353092
cg13948987	0.335475654120812	HCRTR2	6	55039259
cg13950558	0.211222587481712	BLOC1S3	19	45683263
cg13951472	0.113825404668921	NA	NA	0
cg13951948	0.00960844827152974	ZNF747	16	30546188
cg13952892	0.94887004557131	FOXRED1;SRPR	11	126140110
cg13954292	NA	ZFR	5	32445523
cg13954572	0.842894881513811	NA	NA	0
cg13956671	0.0368746447306073	CUL2	10	35379687
cg13958304	0.0168007597720409	RSBN1	1	114354463
cg13958426	0.680415263835653	C1orf114	1	169396637
cg13958614	0.249996346866232	FOXD1	5	72744196
cg13958676	0.0194778459137672	LGI3	8	22014652
cg13959523	0.0175702497438915	CHST8	19	34175481
cg13959611	0.0226345673696008	NA	NA	0
cg13960126	NA	CRB3	19	6462999
cg13960192	0.0216794670443654	GNA11	19	3093904
cg13962355	0.0433353154368245	BTRC	10	103114219
cg13964084	0.0186744173290506	C6orf134	6	30594709
cg13966710	0.0154974494888461		1	113392781
cg13967780	0.0277554742522096	SMAD7	18	46476822
cg13968061	0.131743153694165	APCS	1	159557257
cg13968390	0.666951968900473	SULT1C2	2	108904812
cg13969584	0.0528363838450521	CENPBD1;AFG3L1	16	90038469
cg13970341	0.0371289261535289	ABCA2;C9orf139	9	139923093
cg13973816	0.0218815769271087	SCAND2	15	85174719
cg13974531	0.206820578025296	TRIM72;PYDC1	16	31228444
cg13975369	0.104028783728296	TSGA14	7	130080553
cg13975625	0.0579821662961612	NPY5R	4	164264796
cg13976366	0.0236856500202992	TRIM21	11	4414916
cg13976438	0.922932805860946	NA	NA	0
cg13979182	0.128344214111393	ADD1	4	2845120
cg13980308	0.04432636880616	ADCK2	7	140373235
cg13980473	0.0352591237927601	TSPYL1;DSE	6	116601312
cg13980719	NA	TNP1	2	217725560
cg13980834	0.910513485529314	C1orf201	1	24727850
cg13982505	0.869680538546509	GIGYF2;KCNJ13	2	233642094
cg13982661	0.018027406020298	SC5DL	11	121163497
cg13983578	0.0126123390405965	DUSP4	8	29208153
cg13983870	0.0349823457298553	TSPAN12	7	120497998
cg13984181	0.0689380600958018	EPHX4	1	92495720
cg13984351	0.037321805830801	BMI1	10	22609903
cg13985639	NA	DHDPSL	10	99344969
cg13986130	0.0494001340176417	PTGS2	1	186649330
cg13986618	0.838144592727453	CD163L1	12	7595981
