"","seqnames","start","end","width","strand","probeID","Gene_Symbol","mean.Primary.Tumor","mean.Solid.Tissue.Normal","mean.Primary.Tumor.minus.mean.Solid.Tissue.Normal","p.value.Primary.Tumor.Solid.Tissue.Normal","p.value.adj.Primary.Tumor.Solid.Tissue.Normal","status"
"cg18182399","chr2",220283175,220283175,1,"*","cg18182399","DES",0.437870047618926,0.0672024770421836,0.370667570576743,4.32801942624621e-11,7.38122253246789e-10,"Hypermethylated in Primary Tumor"
"cg18236477","chr13",26043066,26043066,1,"*","cg18236477","ATP8A2",0.528461558172947,0.136082331877922,0.392379226295024,5.84558691799464e-11,9.46766554101374e-10,"Hypermethylated in Primary Tumor"
"cg18239753","chr6",62995963,62995963,1,"*","cg18239753","KHDRBS2",0.308386099748985,0.0939698920028037,0.214416207746181,5.79859260224452e-06,1.98747136369948e-05,"Hypermethylated in Primary Tumor"
"cg18241160","chrNA",0,0,1,"*","cg18241160",NA,0.308721993801826,0.699813756288294,-0.391091762486468,1.85770647630763e-05,5.64579376834408e-05,"Hypomethylated in Primary Tumor"
"cg18267374","chr8",24771273,24771273,1,"*","cg18267374","NEFM",0.432902210479119,0.032972873792415,0.399929336686704,3.97430081223405e-15,5.7029950954663e-13,"Hypermethylated in Primary Tumor"
"cg18267381","chr3",21792434,21792434,1,"*","cg18267381","ZNF385D",0.372827761252307,0.0991221138322666,0.27370564742004,2.62105905572533e-08,1.70516429299555e-07,"Hypermethylated in Primary Tumor"
"cg18270343","chr8",143748005,143748005,1,"*","cg18270343","JRK",0.887866676189682,0.63813170031592,0.249734975873762,1.04788314521918e-16,8.28387983043668e-14,"Hypermethylated in Primary Tumor"
"cg18275051","chr1",202937114,202937114,1,"*","cg18275051","CYB5R1",0.364110664945346,0.13059899399531,0.233511670950035,7.18480589594736e-05,0.000192721147791163,"Hypermethylated in Primary Tumor"
"cg18286698","chr9",74763873,74763873,1,"*","cg18286698","GDA",0.598856850174796,0.868596914967726,-0.269740064792931,2.36197588386909e-07,1.15379346677552e-06,"Hypomethylated in Primary Tumor"
"cg18292394","chr10",82049450,82049450,1,"*","cg18292394","MAT1A",0.439535159657173,0.215425847232381,0.224109312424792,2.69364198055906e-05,7.9150984974586e-05,"Hypermethylated in Primary Tumor"
"cg18292711","chr10",32346148,32346148,1,"*","cg18292711","KIF5B",0.73643692474313,0.507237875481079,0.229199049262051,1.6135234422249e-12,4.97959857943628e-11,"Hypermethylated in Primary Tumor"
"cg18312429","chr13",103718930,103718930,1,"*","cg18312429","SLC10A2",0.387790856869182,0.793925403267443,-0.40613454639826,1.14997737092277e-14,1.09778983853894e-12,"Hypomethylated in Primary Tumor"
"cg18335068","chr19",53757910,53757910,1,"*","cg18335068","ZNF677",0.247536693072742,0.0388005657631379,0.208736127309604,8.7265927913184e-08,4.81866198518658e-07,"Hypermethylated in Primary Tumor"
"cg18349835","chr7",158937107,158937107,1,"*","cg18349835","VIPR2",0.234907250594124,0.0111954488208775,0.223711801773247,2.6559527842868e-09,2.39631398787334e-08,"Hypermethylated in Primary Tumor"
"cg18350391","chr16",3115552,3115552,1,"*","cg18350391","IL32",0.580986791236591,0.329061952224737,0.251924839011854,7.70295545258831e-10,8.33925436767717e-09,"Hypermethylated in Primary Tumor"
"cg18356799","chr18",28742633,28742633,1,"*","cg18356799","DSC1",0.588147850980935,0.346302662574056,0.24184518840688,1.94052312661297e-07,9.71296279037182e-07,"Hypermethylated in Primary Tumor"
"cg18382305","chr18",31021065,31021065,1,"*","cg18382305","C18orf34",0.623700300498871,0.352629027527404,0.271071272971467,3.98602275549183e-11,6.89716641002115e-10,"Hypermethylated in Primary Tumor"
"cg18397523","chr7",27282351,27282351,1,"*","cg18397523","EVX1",0.471407191710473,0.164297285728991,0.307109905981482,1.94113336799518e-11,3.78958350498816e-10,"Hypermethylated in Primary Tumor"
"cg18414381","chr11",34642885,34642885,1,"*","cg18414381","EHF",0.186495148471095,0.415422767507635,-0.22892761903654,1.37039065252713e-14,1.26530864798294e-12,"Hypomethylated in Primary Tumor"
"cg18416881","chr7",134143823,134143823,1,"*","cg18416881","AKR1B1",0.357175918887402,0.0219543483222686,0.335221570565133,3.98322031011776e-10,4.8350199550993e-09,"Hypermethylated in Primary Tumor"
"cg18420965","chr4",66535145,66535145,1,"*","cg18420965","EPHA5",0.425269668910184,0.0491135582774413,0.376156110632742,2.34897855552142e-14,1.81233348895007e-12,"Hypermethylated in Primary Tumor"
"cg18430208","chrX",15756384,15756384,1,"*","cg18430208","CA5B",0.406843544231931,0.171598463999589,0.235245080232342,5.00217797863436e-05,0.000139180026776156,"Hypermethylated in Primary Tumor"
"cg18457737","chr11",133715076,133715076,1,"*","cg18457737","SPATA19",0.301642647696005,0.508824230108923,-0.207181582412918,3.00329321342e-13,1.30368386907783e-11,"Hypomethylated in Primary Tumor"
"cg18462653","chr20",29978176,29978176,1,"*","cg18462653","DEFB119",0.22508632438723,0.550634833562993,-0.325548509175763,6.95079637952693e-16,1.90968892237027e-13,"Hypomethylated in Primary Tumor"
"cg18466173","chr21",46726267,46726267,1,"*","cg18466173","",0.628911958426278,0.868684179138614,-0.239772220712336,3.67007508082401e-08,2.28217282627337e-07,"Hypomethylated in Primary Tumor"
"cg18482268","chr5",145718965,145718965,1,"*","cg18482268","POU4F3",0.313664688436889,0.041748198390919,0.27191649004597,4.39087682532447e-12,1.10899174885353e-10,"Hypermethylated in Primary Tumor"
"cg18484189","chr11",7984973,7984973,1,"*","cg18484189","NLRP10",0.367967817121744,0.660785214866706,-0.292817397744962,4.78586995966947e-12,1.19139076598225e-10,"Hypomethylated in Primary Tumor"
"cg18511007","chr7",94023822,94023822,1,"*","cg18511007","COL1A2",0.313091680110861,0.0834901787272635,0.229601501383598,1.1671319196084e-06,4.76605311162909e-06,"Hypermethylated in Primary Tumor"
"cg18515587","chr1",151344806,151344806,1,"*","cg18515587","SELENBP1",0.169496874718913,0.386360385424286,-0.216863510705373,5.56078632538048e-13,2.13422410774271e-11,"Hypomethylated in Primary Tumor"
"cg18530324","chr18",46064992,46064992,1,"*","cg18530324","KIAA0427",0.533131725692301,0.253655801945871,0.27947592374643,7.70295545258831e-10,8.33925436767717e-09,"Hypermethylated in Primary Tumor"
"cg18546622","chr11",44325029,44325029,1,"*","cg18546622","ALX4",0.539613997736804,0.33683164079417,0.202782356942635,7.79312769146592e-07,3.31892956070011e-06,"Hypermethylated in Primary Tumor"
"cg18555440","chr11",17741687,17741687,1,"*","cg18555440","MYOD1",0.502127788378554,0.0932120582267886,0.408915730151765,2.28320557530051e-15,4.01862018796447e-13,"Hypermethylated in Primary Tumor"
"cg18601426","chr7",158381220,158381220,1,"*","cg18601426","PTPRN2",0.542931791279546,0.266981093252746,0.275950698026799,2.97455490504456e-12,8.12287847948470e-11,"Hypermethylated in Primary Tumor"
"cg18618334","chr10",44881054,44881054,1,"*","cg18618334","CXCL12",0.421407045868228,0.164976712154526,0.256430333713702,8.99497066303334e-06,2.93607206704547e-05,"Hypermethylated in Primary Tumor"
"cg18630040","chr6",46702983,46702983,1,"*","cg18630040","PLA2G7",0.220712461547623,0.01653150129316,0.204180960254463,4.16624632279421e-08,2.54366838499271e-07,"Hypermethylated in Primary Tumor"
"cg18638931","chr22",50528179,50528179,1,"*","cg18638931","MOV10L1",0.652771772766969,0.384504096832197,0.268267675934772,3.23879440339343e-13,1.37413934301413e-11,"Hypermethylated in Primary Tumor"
"cg18640030","chr8",67090752,67090752,1,"*","cg18640030","CRH",0.75883066047881,0.551776628218802,0.207054032260008,1.91937677904762e-07,9.62208265579969e-07,"Hypermethylated in Primary Tumor"
"cg18661868","chr15",91427965,91427965,1,"*","cg18661868","FES",0.401169426573329,0.18487869113502,0.216290735438309,2.57309087671132e-12,7.16553329560314e-11,"Hypermethylated in Primary Tumor"
"cg18671950","chr15",48936953,48936953,1,"*","cg18671950","FBN1",0.316904209927161,0.0271199379629499,0.289784271964211,6.38703575856554e-07,2.78485636935791e-06,"Hypermethylated in Primary Tumor"
"cg18674980","chr8",86350581,86350581,1,"*","cg18674980","CA3",0.565283071658108,0.071378841984968,0.49390422967314,1.75613774558027e-15,3.50124135134318e-13,"Hypermethylated in Primary Tumor"
"cg18680834","chr19",30863349,30863349,1,"*","cg18680834","ZNF536",0.176752105889468,0.416960884868494,-0.240208778979027,4.24664520852313e-13,1.69632393444712e-11,"Hypomethylated in Primary Tumor"
"cg18722841","chr11",71954982,71954982,1,"*","cg18722841","PHOX2A",0.444879087527938,0.034282626237598,0.41059646129034,1.04486429184965e-14,1.05559406417402e-12,"Hypermethylated in Primary Tumor"
"cg18729973","chr21",43785785,43785785,1,"*","cg18729973","TFF1",0.416484533693848,0.620130726634749,-0.203646192940901,2.53599698912763e-12,7.11500325878658e-11,"Hypomethylated in Primary Tumor"
"cg18740800","chr11",27914934,27914934,1,"*","cg18740800","",0.42949557526992,0.767652319623536,-0.338156744353616,8.58804252686335e-12,1.9251742297284e-10,"Hypomethylated in Primary Tumor"
"cg18766755","chr1",153029939,153029939,1,"*","cg18766755","SPRR2A",0.528702686931418,0.848071730927215,-0.319369043995797,6.08923680481288e-11,9.79189264636897e-10,"Hypomethylated in Primary Tumor"
"cg18771300","chr14",63671737,63671737,1,"*","cg18771300","RHOJ",0.512038579804411,0.244370466749921,0.26766811305449,3.12078553758589e-09,2.73785737446544e-08,"Hypermethylated in Primary Tumor"
"cg18783781","chr1",9599067,9599067,1,"*","cg18783781","SLC25A33",0.61529842827868,0.888149456162105,-0.272851027883425,3.97430081223405e-15,5.7029950954663e-13,"Hypomethylated in Primary Tumor"
"cg18787449","chrNA",0,0,1,"*","cg18787449",NA,0.534265413326845,0.742422415624891,-0.208157002298046,6.35169451508178e-10,7.11219312774739e-09,"Hypomethylated in Primary Tumor"
"cg18788940","chr11",20385085,20385085,1,"*","cg18788940","HTATIP2",0.216076677394487,0.503830660275688,-0.287753982881201,8.0742216014149e-16,2.09085216618708e-13,"Hypomethylated in Primary Tumor"
"cg18794577","chr9",104501030,104501030,1,"*","cg18794577","GRIN3A",0.335249517298934,0.0386848854458578,0.296564631853077,1.60488886885828e-10,2.22364952807554e-09,"Hypermethylated in Primary Tumor"
"cg18807515","chr1",12916315,12916315,1,"*","cg18807515","PRAMEF2",0.587484048921287,0.799718235434365,-0.212234186513078,4.14439676494453e-09,3.4982808061984e-08,"Hypomethylated in Primary Tumor"
"cg18815943","chr1",47882314,47882314,1,"*","cg18815943","FOXE3",0.399492587913252,0.0356424630204487,0.363850124892804,3.01405293216787e-08,1.92143742243379e-07,"Hypermethylated in Primary Tumor"
"cg18822544","chr21",31692465,31692465,1,"*","cg18822544","KRTAP26-1",0.554464084370818,0.790460921547582,-0.235996837176764,3.56382495583373e-06,1.28319342224673e-05,"Hypomethylated in Primary Tumor"
"cg18871276","chrNA",0,0,1,"*","cg18871276",NA,0.31006744345995,0.029977332704613,0.280090110755337,1.33230022429323e-09,1.3363932214204e-08,"Hypermethylated in Primary Tumor"
"cg18877506","chr1",13910555,13910555,1,"*","cg18877506","PDPN",0.403783570348545,0.0360864887526672,0.367697081595878,7.05888289261877e-13,2.5485508443559e-11,"Hypermethylated in Primary Tumor"
"cg18879041","chrNA",0,0,1,"*","cg18879041",NA,0.682812114947997,0.42776298130527,0.255049133642726,2.64522807829293e-15,4.41439580561937e-13,"Hypermethylated in Primary Tumor"
"cg18888403","chr1",24152774,24152774,1,"*","cg18888403","HMGCL",0.468918256895584,0.773730463185146,-0.304812206289562,1.55630748222197e-14,1.35374715316521e-12,"Hypomethylated in Primary Tumor"
"cg18902090","chr5",140306249,140306249,1,"*","cg18902090","PCDHA7;PCDHA12;PCDHA6;PCDHAC1;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHA3",0.273176934480993,0.0506306338396594,0.222546300641334,9.59388825956247e-07,4.00038327965358e-06,"Hypermethylated in Primary Tumor"
"cg18917378","chr20",52687007,52687007,1,"*","cg18917378","BCAS1",0.273327020501469,0.508280436346609,-0.23495341584514,1.50762478760565e-14,1.31648367596774e-12,"Hypomethylated in Primary Tumor"
"cg18938204","chr20",39994857,39994857,1,"*","cg18938204","EMILIN3",0.252277608716299,0.0289218295063591,0.22335577920994,4.82899212617571e-11,8.07065011948164e-10,"Hypermethylated in Primary Tumor"
"cg18946226","chr13",109248503,109248503,1,"*","cg18946226","MYO16",0.607676683948242,0.324576581360208,0.283100102588034,2.35716858240142e-10,3.06431915712185e-09,"Hypermethylated in Primary Tumor"
"cg18952647","chr15",83953744,83953744,1,"*","cg18952647","BNC1",0.580225795392518,0.0520190978000689,0.528206697592449,3.48984326489307e-15,5.34848155882830e-13,"Hypermethylated in Primary Tumor"
"cg18956481","chr20",52790139,52790139,1,"*","cg18956481","CYP24A1",0.435444768380819,0.040100538515176,0.395344229865643,4.1454932860901e-12,1.06492381120096e-10,"Hypermethylated in Primary Tumor"
"cg18982568","chr12",53097169,53097169,1,"*","cg18982568","KRT77",0.591510374744814,0.872366904238104,-0.280856529493291,5.1668982615255e-09,4.21604675602709e-08,"Hypomethylated in Primary Tumor"
"cg18988395","chrNA",0,0,1,"*","cg18988395",NA,0.424472407784817,0.657588106800142,-0.233115699015325,3.58624129823758e-08,2.23497732248947e-07,"Hypomethylated in Primary Tumor"
"cg19006008","chr19",16999768,16999768,1,"*","cg19006008","F2RL3",0.467293353419946,0.210042816966356,0.257250536453591,8.21281747449945e-10,8.79403825489534e-09,"Hypermethylated in Primary Tumor"
"cg19014419","chr5",150284504,150284504,1,"*","cg19014419","ZNF300",0.320349286098778,0.0679317852317249,0.252417500867053,1.28050165780644e-13,6.8850648803631e-12,"Hypermethylated in Primary Tumor"
"cg19042062","chr17",68164784,68164784,1,"*","cg19042062","KCNJ2",0.323032771830222,0.031258875159555,0.291773896670667,7.26491167661537e-11,1.14136119360159e-09,"Hypermethylated in Primary Tumor"
"cg19063972","chr13",95364908,95364908,1,"*","cg19063972","SOX21",0.283374763141478,0.034381126500843,0.248993636640635,3.19838557297658e-07,1.50619624944794e-06,"Hypermethylated in Primary Tumor"
"cg19064258","chr16",22826117,22826117,1,"*","cg19064258","HS3ST2",0.373589943919987,0.0597720373797325,0.313817906540254,9.3577944610471e-13,3.23842936118172e-11,"Hypermethylated in Primary Tumor"
"cg19067730","chr20",44518824,44518824,1,"*","cg19067730","CTSA;NEURL2",0.521292868953656,0.0749487480516599,0.446344120901996,1.22289912737776e-13,6.67087032462312e-12,"Hypermethylated in Primary Tumor"
"cg19096475","chr11",123066529,123066529,1,"*","cg19096475","ASAM",0.573885304150131,0.363503224716578,0.210382079433554,2.87122850340093e-07,1.3681452401252e-06,"Hypermethylated in Primary Tumor"
"cg19099213","chr2",234958715,234958715,1,"*","cg19099213","SPP2",0.608039920460172,0.913147413681365,-0.305107493221193,1.58655147101308e-13,8.17927187424568e-12,"Hypomethylated in Primary Tumor"
"cg19111262","chrNA",0,0,1,"*","cg19111262",NA,0.26964198743316,0.475031007103038,-0.205389019669878,1.39337232085949e-12,4.47169302231388e-11,"Hypomethylated in Primary Tumor"
"cg19132372","chr2",207079152,207079152,1,"*","cg19132372","GPR1",0.681889947385888,0.91025027747594,-0.228360330090053,1.44254941037071e-10,2.04783841627232e-09,"Hypomethylated in Primary Tumor"
"cg19135761","chr1",3567214,3567214,1,"*","cg19135761","WDR8",0.520203873192419,0.179044906059364,0.341158967133055,1.33143852442342e-10,1.91300883397546e-09,"Hypermethylated in Primary Tumor"
"cg19140639","chrNA",0,0,1,"*","cg19140639",NA,0.683223949149735,0.898222691133047,-0.214998741983312,1.35519411593179e-08,9.69243436121502e-08,"Hypomethylated in Primary Tumor"
"cg19145398","chr20",30433673,30433673,1,"*","cg19145398","FOXS1",0.489316562057016,0.280005235388754,0.209311326668262,4.39087682532447e-12,1.10899174885353e-10,"Hypermethylated in Primary Tumor"
"cg19172575","chr8",11567721,11567721,1,"*","cg19172575","GATA4",0.572398479569949,0.330568259446503,0.241830220123446,2.38847673416936e-10,3.0943066327833e-09,"Hypermethylated in Primary Tumor"
"cg19176447","chrNA",0,0,1,"*","cg19176447",NA,0.373398637801436,0.0884931049287562,0.28490553287268,2.25881365292e-09,2.08988964216159e-08,"Hypermethylated in Primary Tumor"
"cg19205533","chr12",15373987,15373987,1,"*","cg19205533","RERG",0.288843393205642,0.520441670724437,-0.231598277518795,9.95912742263874e-15,1.0387462115955e-12,"Hypomethylated in Primary Tumor"
"cg19226099","chr20",54824085,54824085,1,"*","cg19226099","MC3R",0.393780618525138,0.650081907873931,-0.256301289348793,1.03266543344744e-13,5.86018124688601e-12,"Hypomethylated in Primary Tumor"
"cg19257200","chr22",38380983,38380983,1,"*","cg19257200","SOX10",0.727425634704324,0.46507436756049,0.262351267143834,7.26491167661537e-11,1.14136119360159e-09,"Hypermethylated in Primary Tumor"
"cg19264571","chr18",10454085,10454085,1,"*","cg19264571","APCDD1",0.744438427321503,0.398299456818506,0.346138970502997,2.32088762513623e-15,4.05327731059644e-13,"Hypermethylated in Primary Tumor"
"cg19283196","chr4",48485233,48485233,1,"*","cg19283196","SLC10A4",0.373335504227356,0.140201076669587,0.233134427557769,0.000306200285887887,0.000720533344554858,"Hypermethylated in Primary Tumor"
"cg19290962","chr20",2517613,2517613,1,"*","cg19290962","TMC2",0.570069849169879,0.774833674469802,-0.204763825299923,3.33908365115334e-07,1.56688638985282e-06,"Hypomethylated in Primary Tumor"
"cg19306866","chr21",31970997,31970997,1,"*","cg19306866","",0.648013878329516,0.856420985059771,-0.208407106730255,9.50284693151132e-05,0.000248507995960556,"Hypomethylated in Primary Tumor"
"cg19317715","chr17",40996578,40996578,1,"*","cg19317715","AOC2",0.707314070688165,0.426901690756025,0.28041237993214,1.9126554906686e-14,1.57263560398806e-12,"Hypermethylated in Primary Tumor"
"cg19343464","chr11",105481509,105481509,1,"*","cg19343464","GRIA4",0.370291099271996,0.0722413147723875,0.298049784499608,7.62225507525421e-09,5.90312081782063e-08,"Hypermethylated in Primary Tumor"
"cg19345602","chr11",125615388,125615388,1,"*","cg19345602","PATE1",0.209337620096759,0.448204764753416,-0.238867144656657,1.25709030035235e-12,4.11642258381368e-11,"Hypomethylated in Primary Tumor"
"cg19355190","chr10",64575798,64575798,1,"*","cg19355190","EGR2",0.370607450702026,0.123899873982144,0.246707576719882,2.06239278545806e-06,7.9073599495549e-06,"Hypermethylated in Primary Tumor"
"cg19391527","chr8",28173732,28173732,1,"*","cg19391527","PNOC",0.393980217284575,0.594202432338114,-0.200222215053539,1.50803759521571e-08,1.0640331657568e-07,"Hypomethylated in Primary Tumor"
