Hybridization REF	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05	TCGA-A8-A07G-01A-11D-A032-05
cg14521746	0.0462046395370418	PAK1	11	77185492
cg14522549	0.0339737372986679	PDXK	21	45139379
cg14523284	0.913326003057181	IL13	5	131993614
cg14526843	0.049111412749836	KPNA1	3	122233584
cg14527441	0.0208851426541548	KHK	2	27309759
cg14527802	0.0252534136817728	TNFAIP3	6	138188823
cg14528319	0.442775026631906	GIPC1	19	14607713
cg14529146	0.0227510326866155	FKBP10;SC65	17	39968600
cg14530801	0.0162119465326405	STX18	4	4544016
cg14532417	0.773890265586485	NA	NA	0
cg14532519	0.707562692610729	TCF20	22	42612642
cg14532644	0.0596432621512188	FECH	18	55253643
cg14533138	0.800812011353834	NA	NA	0
cg14534464	0.0303785085582866	NFE2L3	7	26191633
cg14534967	0.0140840203844684	ABHD11	7	73153139
cg14535518	0.500305869630226	MAG	19	35782015
cg14538332	0.0459547405704363	SDC2	8	97506180
cg14539231	0.0122892182438211	EPSTI1	13	43566262
cg14540150	0.014518544298186	CTBP2	10	126849760
cg14540297	0.0253943864847224	LOC339524	1	87597473
cg14541311	0.539564027526688	MYH6	14	23877130
cg14541939	0.580299607626659	NDUFA1;RNF113A	X	119005913
cg14541950	0.013555513728572	HIST3H2A;HIST3H2BB	1	228645704
cg14542238	0.0190842124507385	TGOLN2	2	85555574
cg14542839	0.185768874147263	PAMR1	11	35547074
cg14543592	0.644749435211974	NA	NA	0
cg14544583	0.64011002052966	HBB	11	5248566
cg14545899	0.0121653230876643	FAM46C	1	118149019
cg14546153	0.210257737785937	APCDD1L	20	57090315
cg14547335	0.741200957443347	ATP2B2	3	10491247
cg14550007	0.0116207032958954	SCMH1	1	41707370
cg14550066	0.546117346309613	NCR1	19	55417500
cg14550101	0.0126675800368955	HCN3	1	155247361
cg14550518	0.0238044734998715	ZNF385D	3	21792938
cg14550570	0.0138774074884855	LRRC47	1	3712988
cg14552982	0.755673061759086	EXOSC2	9	133568226
cg14556189	0.0141381214996528	SMAD3	15	67358639
cg14556618	0.0133885089104991	IGF2R	6	160390829
cg14558138	0.851093203756982	NA	NA	0
cg14560064	0.0185437586656627	ZBTB6	9	125675653
cg14560895	0.021386999196022	KDM5B	1	202777719
cg14561282	0.833740933311854	ADAM29	4	175839468
cg14562990	0.567100167948694	LDOC1	X	140271626
cg14563260	0.0416671595027251	LPAR1	9	113801320
cg14564494	0.0725533578315998	NA	NA	0
cg14566624	0.0776414692075976	GPR153	1	6321582
cg14567401	0.484914900071595	NA	NA	0
cg14568338	0.0298272416333473	IGF1R	15	99191797
cg14569415	0.0160234014761527	GMPPA	2	220363584
cg14570389	NA	RAP2C	X	131351543
cg14571620	0.0198560558206869	C12orf65	12	123717888
cg14572111	0.0305058211984624	SYT7	11	61348901
cg14572485	NA	AMZ2	17	66244196
cg14576628	0.0273558177348731	PRMT1	19	50180360
cg14576681	0.0249909591299299	COX7A2L	2	42588304
cg14576824	0.0791225939178409	RPS6KC1	1	213224402
cg14577211	0.109774997483276	ZNF641	12	48744457
cg14578030	0.868697094709244	FGF4	11	69591383
cg14579051	0.82182131984905	COL9A1	6	71012852
cg14580567	0.057012809897495	HHIP	4	145567271
cg14580737	NA	LOC729991;RFXANK;LOC729991-MEF2B	19	19301780
cg14580982	0.0195738425271745	ATP6V1C2	2	10861364
cg14585160	0.0139438035998982	ZNF408;ARHGAP1	11	46722671
cg14586939	0.216435776603183	NPY2R	4	156130206
cg14587868	0.53462757741545	NA	NA	0
cg14588638	0.018386044908569	EWSR1;RHBDD3	22	29665400
cg14590817	0.0269222185305273	ADARB2	10	1779730
cg14592065	0.401247029502291	MED24	17	38209993
cg14592099	0.0796182039999401	PCDHB13	5	140593663
cg14592406	0.0653980269359675	CABP1	12	121078658
cg14594876	0.0540398665367733	SNTA1	20	32031951
cg14596431	0.0181240904963104	B3GNTL1	17	81009998
cg14597908	0.646906223455215	GNASAS;GNAS	20	57414960
cg14598387	0.368426089411837	OR1N1	9	125289357
cg14600040	0.41526021250153	GPC4	X	132549764
cg14600885	NA	MYOZ3	5	150040280
cg14601284	0.229773394673022	PLXDC1	17	37308278
cg14601560	NA	SCLY	2	238970191
cg14602164	0.0305308339942107	KIAA1712;FBXO8	4	175205422
cg14602578	0.0268181066373305	NA	NA	0
cg14602658	0.0191502368472434	TMEM39A	3	119182282
cg14603345	0.318187509133243	BTBD3	20	11871375
cg14603406	0.0490292509107157	TRIM8	10	104404379
cg14605021	0.228188256155282	FGF20	8	16859754
cg14605134	0.0161131788593054	EFNA4	1	155036362
cg14606768	NA	C9	5	39365815
cg14607011	0.912348674956625	C10orf125	10	135171746
cg14607642	0.851258804371471	LBR	1	225617030
cg14607813	0.0294357178121144	SRP9	1	225965727
cg14609458	0.0154029955259631	PRRG4	11	32851177
cg14610746	0.0484892032859994	CLN6	15	68521218
cg14611112	0.657649507419594	LCN6	9	139643351
cg14611174	0.0344637160623871	SIX6	14	60975837
cg14613546	0.686451304596819	BNC2	9	16729103
cg14613832	0.0159897451883402	CYP26A1	10	94833615
cg14613972	0.0912230844662184	ATG10	5	81267578
cg14614211	0.0700690069200786	MKX	10	28034247
cg14614901	0.061286711335251	TMEM215	9	32783463
cg14615807	NA	BSND	1	55464173
cg14616651	0.665568446256925	NDUFA1;RNF113A	X	119004996
cg14617642	0.0145380521139605	H2AFY2	10	71812630
cg14618681	0.0125581507073724	E2F1	20	32273893
cg14620221	0.504853430147168	OR8B8	11	124310939
cg14623313	0.0568667895840418	APPBP2	17	58603785
cg14623518	0.0179179423720189	FLJ90757;BAIAP2	17	79009114
cg14623805	0.0293942819968627	CCAR1	10	70481056
cg14625604	0.639458383909817	UBE2A	X	118708625
cg14631703	0.0399243527973287	EIF3K;MAP4K1	19	39110062
cg14633527	0.124807750668383	SHISA5	3	48541379
cg14633704	NA	HSD17B3	9	99065350
cg14634319	0.0265330538462496	BAZ2A	12	57030450
cg14634336	0.0730321757810128	REV3L	6	111804804
cg14634738	0.0378234015647772	RBM5	3	50126100
cg14636377	0.0174089570410757	RHEBL1	12	49463506
cg14640481	0.0117953536999415	BRI3	7	97910728
cg14640682	0.0132066226842432	GYS1;RUVBL2	19	49496473
cg14642338	0.798233479406398	PAMR1	11	35547903
cg14642832	0.598522814313799	RBMX	X	135963137
cg14643520	0.0156924002423837	ATP1B3	3	141595277
cg14643978	NA	TMC1	9	75136564
cg14645085	0.0441490618010096	RANBP9	6	13712693
cg14645481	0.0317129136367931	HINT1	5	130501199
cg14645650	0.984232081243057	RUNX3	1	25228801
cg14645972	0.101741258052469	DKFZP686I15217	6	2988997
cg14646244	0.296632819011052	SLC26A4;LOC286002	7	107300287
cg14647515	0.955184565452681	C10orf12	10	98741349
cg14651992	0.011718651887563	CROT;TP53TG1	7	86974674
cg14652095	0.760266719276707	HIST1H1A	6	26018185
cg14654385	0.848560366624804	FERMT3	11	63973006
cg14654731	0.879061714606777	TMEM155;LOC100192379	4	122685145
cg14654875	0.45198089942509	NAT15;ZNF597	16	3493997
cg14654926	0.06302105239712	FGF10	5	44388688
cg14657159	0.0212378676099372	ORMDL2;SARNP	12	56211136
cg14658285	0.00977073023391643	ADAT3;SCAMP4	19	1905417
cg14658362	0.021211346441015	RBPMS	8	30241661
cg14658900	0.0191843301993873	ZNF174;ZNF434	16	3450923
cg14659404	0.144791131764946	ASTN1	1	177134019
cg14659547	0.498522621583471	RETNLB	3	108476126
cg14662172	0.913829721481839	CPB2	13	46679081
cg14662379	0.070105351275094	KIF1A	2	241759279
cg14662756	0.84613270475254	NPFF	12	53901405
cg14663065	0.0233612898326112	CTNNB1	3	41241630
cg14663792	0.0241861017173007	C6orf48;SNORD48	6	31802922
cg14665389	0.0160933803871202	TCF7L2	10	114710815
cg14666892	0.0311309055064996	BAK1	6	33547980
cg14667033	0.0186849667220021	TMEM2	9	74384303
cg14667273	0.234779701098147	VWA1	1	1369934
cg14671453	0.0128530753742767	STX4	16	31044716
cg14671488	0.0670327581734069	YES1	18	811809
cg14672622	0.0202664875964291	C2orf28;SLC5A6	2	27434752
cg14672680	0.942899030816025	TNNI2	11	1859838
cg14672994	0.0855736010349963	ACSF2	17	48503057
cg14674582	0.24467468891691	PLAC1	X	133792282
cg14676817	0.0168535676514268	AKIRIN1	1	39457257
cg14679202	0.195228346855841	L3MBTL2	22	41600978
cg14679230	0.767506884297547	LIPE	19	42931679
cg14679587	0.019789104160213	GLS2	12	56882324
cg14681055	0.024189781037842	PITX3	10	104001261
cg14681629	0.0475990153701018	C5orf39;LOC153684	5	43041808
cg14681767	0.0329116434663183	ARHGEF10	8	1772393
cg14683036	0.0400749587083549	MMAB;MVK	12	110011466
cg14685339	0.0213588960975627	POMT2;GSTZ1	14	77787351
cg14686321	0.440063783281343	NA	NA	0
cg14688272	NA	FN3KRP	17	80673958
cg14688956	0.27199685778281	PAK3	X	110339862
cg14689355	0.0187111012215473	ACVR2A	2	148602399
cg14693893	NA	DYNC1H1	14	102430593
cg14694011	NA	CYP19A1	15	51631024
cg14694232	0.0135968712785341	TRIM26	6	30181448
cg14694952	0.014273771456075	HTT	4	3076907
cg14695751	0.240121894628493	CDK15	2	202671292
cg14696348	0.0176619043230611	MC1R	16	89984517
cg14696396	0.133461031914057	TM6SF1	15	83776446
cg14696820	0.668661739050193	LCE1A	1	152800168
cg14696870	0.666438800462506	FCER1A	1	159258877
cg14698961	NA	KLRAQ1	2	48667887
cg14700577	0.0164879784295701	SCAP	3	47517001
cg14700707	0.629747655245052	NOTCH4	6	32191840
cg14700821	0.023907709604777	ADAMTS6	5	64777802
cg14701410	0.0184133249300337	SLC4A8	12	51818681
cg14701962	0.798662177488688	C1orf226;C1orf111	1	162348010
cg14702264	NA	C7orf42	7	66385829
cg14704941	0.954581862842799	CSRP3	11	19224659
cg14705927	0.0409817981958167	NA	NA	0
cg14706178	0.00824888823132171	LRGUK	7	133812217
cg14706739	0.917345841412974	EPB49	8	21916355
cg14707431	0.0284519056039942	TSTD2;NCBP1	9	100395413
cg14708847	0.129934595805526	PAK3	X	110339313
cg14709481	0.760253730422107	HK3	5	176325836
cg14709524	0.0336852016434421	TCF25	16	89940631
cg14710524	0.0118288161307264	PRR14	16	30662724
cg14711016	0.0278438317946457	NARFL	16	790766
cg14711201	0.0134786197631368	SKP2;LMBRD2	5	36152436
cg14711709	NA	TMEM186;PMM2	16	8891291
cg14712964	0.0263253874348103	BRPF1	3	9773672
cg14714578	0.0163614494886483	B3GALTL	13	31774336
cg14717170	0.0743255033353652	SLITRK3	3	164914471
cg14717946	0.0642431104070496	RBBP5	1	205090841
cg14718680	0.0186546269397202	PGD	1	10459268
cg14719055	0.277034322147579	RBBP7	X	16889683
cg14719352	0.578785072743061	FGF21;FUT1	19	49258131
cg14721213	0.644420325463376	FMO2	1	171154612
cg14722162	NA	C5orf20	5	134783186
cg14723014	0.0193854553361489	ZMYM5	13	20436987
cg14723032	0.872334689522147	PITPNM3	17	6460572
cg14723799	0.0109646659902156	C14orf104	14	50101089
cg14724265	0.597626906524168	PPEF2	4	76823661
cg14724364	0.0394148831294461	KCNJ11	11	17410554
cg14724613	0.0229722601498432	GRM3	7	86273429
cg14726525	0.0214657802429442	LSM1;BAG4	8	38035001
cg14726637	0.44198561887696	CR1	1	207669308
cg14727512	0.935763610888912	TSSK2;DGCR14	22	19118918
cg14727952	0.0292369924735508	BIRC2	11	102218358
cg14729071	0.0630872844117032	RAD21	8	117886537
cg14732136	0.0124866374546644	KPNA2	17	66031828
cg14732540	0.809181981016751	BRDT	1	92414722
cg14733672	0.0101889414251615	HMOX1	22	35777245
cg14736210	0.952369712207903	KCNB1	20	48098642
cg14736911	0.527385962642314	MYOZ2	4	120057818
cg14737613	0.0332069863277566	RANBP3	19	5978790
cg14737977	0.0690998675101371	ITGA3	17	48134226
cg14738823	0.740044661696129	ERP27	12	15090958
cg14740251	0.700020688917918		19	52140097
cg14741666	0.0121682006996282	ZNHIT3	17	34842576
cg14741922	0.907662124226972	SCGB2A2	11	62036934
cg14743462	0.012070718189091	HIST3H2A	1	228646946
cg14743649	0.575380782877764	CENPI	X	100353353
cg14747072	0.858148778403784	STAC3	12	57645108
cg14747225	NA	SNRNP25;POLR3K	16	103024
cg14750190	0.0142560297215548	TACO1	17	61678092
cg14751914	0.0591883939704804	SMAD7	18	46477404
cg14753432	0.638354155395849	ALX4	11	44324833
cg14754581	0.145045042937933	CCRL2	3	46448753
cg14755009	0.01021298147527	TIRAP	11	126153305
cg14755341	0.541422097944536	CDKL5	X	18444361
cg14755852	0.0334747420641727	SLC25A37	8	23386014
cg14757296	0.859111900123987	NA	NA	0
cg14757492	NA	COPE;DDX49	19	19029194
cg14758413	0.0190482199460649	DHX30	3	47843865
cg14758526	0.947542708734847	CASP5	11	104879683
cg14759043	0.295416475513281	EFCAB4B	12	3862597
cg14760714	0.0195086793395502	NA	NA	0
cg14761227	0.739852942608032	CPA1	7	130021088
cg14764661	0.0516195117867615	MRC2	17	60704382
cg14766198	0.0124071870399871	CDC14A	1	100818374
cg14766682	0.384136651925157	CCDC120	X	48916658
cg14767877	0.0123051639052895	PSAP	10	73611073
cg14769265	0.0616982518938816	PCYT1A	3	196014280
cg14772955	0.508971763002078	KIAA0319L;NCDN	1	36024404
cg14773259	0.0134509571794429	TSEN15	1	184021034
cg14773282	0.0138706629367477	GMIP	19	19754574
cg14774175	0.78898655526806	NA	NA	0
cg14775560	0.056746173957643	FOLH1	11	49230168
cg14776416	0.0145822090478206	MELK	9	36573072
cg14776962	0.0605513885421361	HIST1H2BH;HIST1H3F	6	26251899
cg14777972	0.039168692111494	MUDENG;EXOC5	14	57735262
cg14780914	0.0366968944592812	C20orf12;POLR3F	20	18447767
cg14781919	0.0109149346877864	ITGAE;GSG2	17	3627394
cg14782678	0.51317770545266	TMEM102	17	7339721
cg14784348	0.700303878952121	HCFC1	X	153229933
cg14784653	0.877264159723925	BEND7	10	13545008
cg14784788	0.013406547931559	CDC25C	5	137667435
cg14785449	0.0359142696424925	ASNS	7	97501736
cg14785479	0.0445801107516127	SCARF2	22	20792535
cg14787704	0.308915677525602	SFRS12	5	65449380
cg14789259	0.19355446323631	FAM84A	2	14773457
cg14789590	0.886250932852411	BPIL2	22	32853844
cg14789804	0.0174007713138119	OS9	12	58087958
cg14789928	0.0540491533596971	RBX1	22	41347758
cg14791831	0.0112969527720848	CCDC101	16	28565295
cg14792155	NA	PLA2G4E	15	42289618
cg14792480	0.256896467945532	CDH16	16	66954257
cg14795305	0.0196736585071024	SMARCD3	7	150974453
cg14795968	0.0514720850974108	ACADL	2	211089815
cg14796007	0.0183384230138793	MCM7;AP4M1	7	99697978
cg14797438	0.0365954995998573	PPP4R1	18	9615155
cg14797887	0.0137529654368801	MNS1	15	56757312
cg14799446	0.609812686110637	FKRP;STRN4	19	47250607
cg14800883	0.0551871537145866	ARPC4;TADA3	3	9834004
cg14801726	0.0550127124048959	SRP68	17	74068204
cg14802310	0.127767877821511	TUBA1A	12	49582599
cg14802951	0.606732003564161	ADAMTS13	9	136287409
cg14804557	0.851178373349979	NA	NA	0
cg14807303	0.278613700396215	AR	X	66763445
cg14808739	0.684378004073262	SREBF1	17	17741098
cg14809191	0.0357826360138893	FOXQ1	6	1311825
cg14812492	0.0431566504123878	DGKH	13	42622014
cg14813083	NA	LDHAL6A	11	18477280
cg14813406	0.018558202827604	CDC14A	1	100817041
cg14815778	NA	FAM58A	X	152865295
cg14816013	0.0264446180975212	OBFC2B	12	56618154
cg14816748	0.0171509289763458	PRPSAP1	17	74349897
cg14817143	0.0277603661573538	TTPA	8	63998778
cg14817542	0.0369163273963019	HIF1AN	10	102295790
cg14817848	0.0199679747824544	DUSP16	12	12715558
cg14818279	0.887820825857614	SH3TC2	5	148442554
cg14820573	0.940859022267761	POLR3K	16	102121
cg14820798	0.0649903742578248	ZNF767	7	149321188
cg14821083	NA	SEPHS2	16	30457280
cg14822966	0.027681426418338	SLBP	4	1714979
cg14823109	0.0145950333477187	BCAS4	20	49411412
cg14823162	0.0305290837355278	POU3F2	6	99281628
cg14824983	0.780855068179228	SEMA3B	3	50304424
cg14826456	0.268132813282953	ADRB1	10	115804095
cg14826683	0.778014999020054	SPRR2D	1	153013830
cg14828965	0.0324914152943973	RNF40;C16orf93	16	30773423
cg14829378	0.0129729986464596	B4GALT1	9	33167077
cg14830952	0.01403532977002	E2F5	8	86089500
cg14831798	0.93250153234153	CDYL	6	4706427
cg14831838	0.0125047601571303	CDK5R2	2	219824308
cg14832358	0.0189302752671068	SRBD1	2	45837811
cg14832904	0.493630662034173	GPR75;LOC100302652	2	54087028
cg14833160	NA	BAX	19	49457855
cg14833385	0.113624305884201	HLA-DMA	6	32921142
cg14834436	0.0517477378795684	MNAT1	14	61201418
cg14835962	NA	THAP7;FLJ39582	22	21355944
cg14837082	NA	HRH1	3	11294604
cg14837165	0.0732449423926742	CHST14	15	40763995
cg14837411	0.0154990451025845	NA	NA	0
cg14838256	0.0105599938486016	SRD5A3	4	56212685
cg14839257	0.00815924558182557	RPS6KA2	6	167275999
cg14839898	0.895563880701446	TIMM8B;SDHD	11	111956362
cg14839932	0.0504756409612427	SRF	6	43139162
cg14840416	0.0280703374805744	ZFP36L2;LOC100129726	2	43453324
cg14841098	0.418147407082129	SLC9A7	X	46618968
cg14841875	NA	ATP1A1	1	116916411
cg14844130	0.0847956868507901	VPREB1	22	22598937
cg14845091	0.746748025040539	ADPRHL1	13	114107956
cg14846293	0.0186120464134699	AXIN2	17	63557693
cg14847483	NA	TMEM85	15	34516640
cg14847688	0.0128816647452742	GPR135	14	59932113
cg14849423	0.629618249502802	MIMT1;PEG3;ZIM2	19	57351791
cg14849559	0.0182503680458444	TMBIM1;PNKD	2	219157356
cg14850026	0.855214060317805	L1TD1	1	62660191
cg14850181	0.0125032013326301	MPST;TST	22	37416188
cg14851685	0.478488909754631	CYP4F22	19	15618559
cg14853515	0.0102037491060085	LSM5	7	32530038
cg14854487	0.457323122467549	LAMP2	X	119603098
cg14858551	0.0365153711285259	ZNF133	20	18269244
cg14859074	0.0126644928851302	NA	NA	0
cg14859417	0.417601506944997	PTPRE	10	129704949
cg14859460	0.661906255102465	GRM6	5	178422244
cg14859749	0.0137433111162569	SF3A1;CCDC157	22	30753135
cg14860494	0.104833520148799	GCLM	1	94374966
cg14861570	0.135041614361322	MMD	17	53499954
cg14862827	0.029052879040034	NA	NA	0
cg14863484	0.024525197280028	GOT2	16	58768010
cg14864603	NA	AANAT	17	74462846
cg14865516	0.0180308105005548	PAIP1	5	43557751
cg14865868	0.239443506842786	TRIB2	2	12856040
cg14869028	0.298501823276312	TINAGL1	1	32042161
cg14870271	0.1423213524226	LGALS3BP	17	76976010
cg14870461	0.0322532582956649	C3orf64	3	69062103
cg14871138	0.579750194864486	NTSR1	20	61340885
cg14871544	0.213727477167633	DSG3	18	29027885
cg14871856	0.0119501953233803	GTF2E2	8	30515337
cg14872956	0.010993196807927	APAF1;IKBIP	12	99039015
cg14873135	0.025327788184452	TARS	5	33440653
cg14874121	0.0215562921735512	HSD17B4	5	118788291
cg14876043	0.891334544238504	NLRP7	19	55458730
cg14879013	0.0171468904854669	NA	NA	0
cg14880655	0.918430891527249	MAP1LC3A	20	33133505
cg14880800	NA	DNAH5	5	13945990
cg14882700	0.25393497479824	OTOP1	4	4228571
cg14883392	0.11371622708001	NA	NA	0
cg14884741	0.0987818508509666	PPP1R14C	6	150464644
cg14885742	0.207946016104021	IFITM3	11	320956
cg14886269	0.363095791428607	TNFRSF18	1	1141927
cg14887509	0.0077895371942596	WASF2	1	27816781
cg14889768	0.0258528141356097	RAB32	6	146864529
cg14892037	0.431209999523602	SNX12	X	70288026
cg14892066	0.0205069217112873	DCTD	4	183839263
cg14892768	0.121054999854574	AXL	19	41725332
cg14893129	0.930198011700955	CARD14	17	78152051
cg14893161	0.745007934160328	PM20D1	1	205819251
cg14893163	0.0293020580430084	PCDH17	13	58206036
cg14894144	0.27332677719042	LAMA3	18	21270554
cg14894216	NA	CATSPER1	11	65794352
cg14896003	0.815458356219278	RASSF7	11	562366
cg14896516	0.038818840122081	CRHR2	7	30722361
cg14897096	NA	PC	11	66722073
cg14898639	NA	C20orf117	20	35423080
cg14898779	0.934067231024906	STK31	7	23749607
cg14898892	NA	SHROOM3	4	77356180
cg14899547	0.0112209760370691	CKAP2L	2	113521923
cg14900471	NA	GATA4	8	11561620
cg14902389	0.494901629279102	MGAT4A	2	99342685
cg14903309	0.0160570487223413	TARBP2;MAP3K12	12	53894418
cg14904464	0.011548083621928	NELL2	12	45269790
cg14908548	0.0216346983586176	MAML1	5	179159589
cg14910241	0.0138029649296675	TGFBR2	3	30648598
cg14911395	0.601317673803092	SEMA3B	3	50311213
cg14911472	NA	MED23	6	131949010
cg14912034	0.60670719398302	LYZL2	10	30918851
cg14912575	0.754549256658415	C14orf162	14	70038236
cg14913610	0.845191011660516	KLRG1	12	9142341
cg14913925	0.0598765450957515	C7orf38	7	99149239
cg14914852	0.788060351234511	NA	NA	0
cg14914982	0.0647305639849167	CCND2	12	4382985
cg14915165	0.0197465707798281	WDR3;GDAP2	1	118471929
cg14915263	0.0108475805132289	PTPN1	20	49127137
cg14916079	0.16481777575381	NANOS1	10	120788696
cg14916200	0.00961678991751299	NA	NA	0
cg14916213	0.00956203755618444	RBM4	11	66405818
cg14916288	0.447627752287391	CCL23	17	34345136
cg14917512	0.0998898926531206	GNA11	19	3094685
cg14918082	0.684668414546304	KCNAB3	17	7833237
cg14919562	0.0125379960624864	RAD23B	9	110045901
cg14920334	0.549053816174607	GALNT8	12	4829827
cg14920426	0.047662377845199	PDLIM7	5	176924420
cg14920846	0.267572487585537	NAV1	1	201618209
cg14923435	NA	EPB41L5	2	120770279
cg14924091	0.0112802876288681	CHST14	15	40763073
cg14924278	NA	TACC2	10	123748922
cg14925024	0.169443544697471	C1orf35	1	228291705
cg14927277	0.0528933529070617	METT5D1;KIF18A	11	28129967
cg14930396	0.0143801435540325	SF3B14	2	24299176
cg14930674	0.783359933945172	SLC12A1	15	48500240
cg14930706	0.922698487304143	NLRP4	19	56363105
cg14931645	0.0180980204533998	ZNF672	1	249133278
cg14932645	0.902398172480542	SLC4A5	2	74569004
cg14932684	0.0532401945215677	YAF2	12	42632001
cg14934766	0.0241769779434215	CENPA	2	27009384
cg14934821	0.83300669033654	GPSM1	9	139228820
cg14939652	0.0182956371985199	NPAS3	14	33407765
cg14939691	0.0241276259221841	TKT	3	53289981
cg14940420	NA	IQCF2	3	51895692
cg14942312	0.738621304528899	GPR119	X	129519061
cg14944269	0.332261802128666	RAB15	14	65439602
cg14944362	0.308646424103251	PDYN	20	1974924
cg14946299	0.0216550580068143	ZNF273	7	64363590
cg14947494	0.0175660229271657	BRP44L	6	166796284
cg14948436	0.887116042759395	KCNK16	6	39290159
cg14948822	NA	MPV17	2	27545006
cg14949649	0.0290633947438488	UBE3B;KCTD10	12	109915082
cg14950072	0.0697754272026608	LAMA1	18	7118122
cg14951292	0.310720401732182	HMOX2;NMRAL1	16	4525986
cg14951734	0.0111657949425767	CCNYL1	2	208576279
cg14957086	0.0318597582813091	NA	NA	0
cg14958018	0.878194102963019	NKX6-3	8	41505042
cg14958635	0.699003827550592	NEUROG1	5	134870977
cg14958889	0.0188616084172829	GPR153	1	6320471
cg14959707	NA	ZC3H7A	16	11876391
cg14960043	0.0758776078834094	DEF6	6	35265624
