Hybridization REF	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05
cg11442717	0.0192323739150488	PHF10	6	170125241
cg11443787	0.0682627585081629	MLLT10	10	21822403
cg11449935	0.023272431677036	TGIF2	20	35202477
cg11450001	0.103362395802711	GABARAPL1	12	10365596
cg11450827	0.440544301208647	CLDN5	22	19513006
cg11451801	0.025012101408106	PSMB10	16	67970768
cg11452221	0.0748470507528761	GEFT	12	58004830
cg11452360	0.0307265841196302	NA	NA	0
cg11453347	0.0680795529614045	UROS;BCCIP	10	127512288
cg11454415	0.0247437458494659	TOMM34	20	43588633
cg11455040	0.0361103905268938	SLC45A3	1	205649941
cg11456838	0.687582430392475	OSTCL	6	159278754
cg11458642	0.0282321812628596	ATR	3	142297295
cg11458974	0.679178613717187	HMOX1	22	35776686
cg11459714	0.025621863969775	KLK10	19	51520658
cg11459822	0.053062675899055	NA	NA	0
cg11460029	0.0290615633038587	EFNB3	17	7608747
cg11460364	0.576555500283968	DPP4	2	162931397
cg11462533	0.0992032890893712	HPCAL4	1	40156840
cg11462865	0.020423795261651	KRT19	17	39684124
cg11465163	NA	DIRAS3	1	68516093
cg11465372	0.840237424769653	KRT76	12	53171191
cg11465971	0.0593878595505607	NA	NA	0
cg11466485	NA	SARDH	9	136605868
cg11466837	0.889116326433599	TRIM29	11	120009682
cg11466908	0.055307198654565	AUH	9	94123704
cg11467738	0.0221815835959708	ARPC1B	7	98972733
cg11468462	0.0197852668708024	NXPH4	12	57610686
cg11468711	0.0104480615796563	ZNF710	15	90545745
cg11469137	NA	PLOD1	1	11994385
cg11469321	NA	BDH2	4	104021294
cg11469778	0.375153943210474	ARHGEF4	2	131674201
cg11471401	0.385049731668313	KRT6A	12	52888480
cg11471666	0.020740892011749	EIF4B	12	53400335
cg11472424	0.631762235176933	PFKFB1	X	55020450
cg11473104	0.449738204857942	NUDT15	13	48611615
cg11474075	0.0200061016984149	TTC5	14	20773935
cg11474811	0.807509985763053	TRPM5	11	2443869
cg11475332	0.0073123521074421	SDC1	2	20425343
cg11476211	0.00870745731069501	PRKCE	2	45879284
cg11476254	0.954832412333528	ACSF3	16	89159666
cg11479591	0.288229884482284	MECP2	X	153362176
cg11479877	NA	B3GALT5	21	41029500
cg11480873	0.0129938363653336	RAB7L1	1	205744417
cg11481351	0.879069036437474	FNDC7	1	109265387
cg11481490	0.0226512316455703	C19orf54;SNRPA	19	41256723
cg11481720	0.020673651342884	ZNF791;ZNF490	19	12721423
cg11481793	0.0299799046197711	ZNF362	1	33722720
cg11483915	0.0160250181280368	SLC40A1	2	190446080
cg11484288	0.0150769264948292	NA	NA	0
cg11484576	0.206045202523135	LGALS12	11	63272554
cg11484872	0.618891201745504	TNF	6	31543169
cg11485602	0.00922352602920501	PDHB	3	58419482
cg11487705	0.0146773019720438	OXCT1	5	41870746
cg11487967	NA		2	242968692
cg11489580	0.0227184915722906	G3BP2	4	76598793
cg11490446	0.0370471578917208	PSEN1	14	73602923
cg11492040	0.485633111381357	H19	11	2016513
cg11492403	0.791778180583361	RUNDC1;AARSD1	17	41131552
cg11492856	NA	DVWA;CAPN7	3	15246587
cg11494656	0.836292320336245	ARR3	X	69487197
cg11494699	0.895850653864146	RAG1	11	36588217
cg11498156	0.197979791113279	TLX1;TLX1NB	10	102890145
cg11498188	0.0220566291686716	HECA	6	139456038
cg11498740	0.0375933047959491	MOAP1;C14orf109	14	93650664
cg11500727	0.20968726431898	CNFN	19	42894425
cg11500797	0.309087222144611	DLX5	7	96652123
cg11502800	0.0406544897197816	ZNF146;ZNF565	19	36705772
cg11503011	0.0777734541630258	NA	NA	0
cg11503744	0.0480953271339739	RUSC1;C1orf104	1	155294042
cg11504646	0.902249268403859	RTP1	3	186913950
cg11504739	NA	SCGB1A1	11	62186060
cg11504740	0.527729671968125	GPR152	11	67220043
cg11504897	0.0960005391731954	NRN1	6	6007412
cg11505048	0.878477524178377	RGL1;APOBEC4	1	183622726
cg11505080	0.422798699246085	NA	NA	0
cg11505565	NA	TUBD1;RPS6KB1	17	57969198
cg11507178	0.129798805723705	BCL9L	11	118781515
cg11510269	0.0296305201664238	RSRC2;KNTC1	12	123011761
cg11510839	0.0184460528831568	OCA2	15	28344488
cg11511443	0.818680691815709	LMO3	12	16761406
cg11512771	0.956684510466304	ECM1;TARS2	1	150479487
cg11513856	0.351176329545166	RABL5	7	100965680
cg11516377	0.0357346260281156	DPH1	17	1933153
cg11516606	0.0577688356549047	TDRD7	9	100175029
cg11518240	0.938900013192537	FKBP4	12	2902790
cg11519508	0.0238024335667478	NA	NA	0
cg11520395	NA	JMJD4;SNAP47	1	227924115
cg11521325	0.601785499103388	CCDC114	19	48808268
cg11521965	0.0599699786447361	PTN	7	137028604
cg11523020	0.19357598418961	UPK3A	22	45681036
cg11524446	NA	C1orf94	1	34642184
cg11525285	0.0333040951179157	VSX2	14	74706336
cg11526405	0.0261915957138588	SH3GLB2	9	131790894
cg11527279	0.0186499898098189	TTLL11	9	124854846
cg11528101	0.00735416671917287	MRPS24	7	43909044
cg11528666	0.0270056658328867	C4orf29;MFSD8	4	128886049
cg11529128	0.0129694327978805	LHFPL5	6	35772890
cg11529250	NA	UPK3A	22	45680606
cg11530960	0.141820222803223	DMRT2	9	1052239
cg11532513	0.957065714125412	LRTM1;CACNA2D3	3	54962242
cg11536940	0.133897235631433	PGCP	8	97658076
cg11538128	0.0170250957503496	ZNF354C	5	178487481
cg11539173	0.0103975336052598	GNB1L;C22orf29	22	19843009
cg11540692	0.189864733746227	SIM1	6	100912072
cg11540997	0.553578136461353	DUOX2;DUOXA2	15	45407818
cg11541187	0.0176372241633048	C6orf182;SESN1	6	109415607
cg11542231	0.0173660083274551	RPA2	1	28241192
cg11546621	0.535979413674338	PTGDS	9	139872161
cg11547724	0.549185951218761	HPX	11	6462452
cg11550426	0.0164404849073042	SDCBP	8	59465609
cg11552293	0.646937571527712	COL4A5;COL4A6	X	107682539
cg11553177	0.0109863597038983	SUPT6H;SDF2	17	26988816
cg11554507	0.923325564074573	NEUROD6	7	31380572
cg11554605	0.735490362573436	ASB4	7	95115354
cg11554937	0.912634700996676	HSD17B3	9	99064321
cg11558474	0.0637776451992145	TMEM2	9	74382743
cg11560403	0.980730059198854	TMEM81	1	205053460
cg11560645	0.70802951228952	NA	NA	0
cg11563860	0.148506863059559	CNTN4	3	2141937
cg11564268	NA	NOB1	16	69789107
cg11564670	0.913997772585196	MC2R	18	13915006
cg11565248	0.282977869687523	RPS6KA3	X	20284128
cg11566199	0.913458969221105	GALNT6	12	51773594
cg11566244	0.102881494143814	GSTP1	11	67351786
cg11566939	0.0548779799643042	DULLARD;C17orf81	17	7155231
cg11572744	0.0201738177943591	DPYSL3	5	146832933
cg11574612	0.0337866401023419	CYP39A1;SLC25A27	6	46620502
cg11574758	0.0337532281005789	PLK1S1	20	21107113
cg11577097	0.280402104170372	AQP9	15	58430682
cg11579069	0.0560386417408663	MYB	6	135502794
cg11582100	0.0358686290465511	GAD1	2	171673207
cg11584111	0.0127399745050269	C1orf105;PIGC	1	172412837
cg11584690	0.296593465269386		19	42574196
cg11584936	0.62201259181207	BNIPL	1	151009588
cg11585425	0.0131604083025792	ACTR2	2	65454529
cg11590700	0.113325986725917	MECOM	3	169381241
cg11591325	0.0695059541079796	F2R	5	76012591
cg11592951	0.00579382735175445	SRRT	7	100472745
cg11593656	0.115806958285183	COMMD6	13	76112039
cg11594131	NA	XPO1	2	61765360
cg11594137	0.318189262839621	NA	NA	0
cg11594228	0.52960074766671	NA	NA	0
cg11594415	0.0128278102266657	BAT2L2	1	171454668
cg11595245	0.0532434787197383	HELLS	10	96305461
cg11595749	0.0152768732403922	ATP5E	20	57607571
cg11595794	0.0128248114498454	ANKRD37	4	186317094
cg11598929	0.277467920261436	FAAH2	X	57313075
cg11599505	0.927307339587636	VSTM2L	20	36532096
cg11600161	0.71526510081268	TBC1D10C	11	67171585
cg11601662	0.0168542862645094	FKBP14	7	30066256
cg11603096	0.0457881277137396	EIF3D	22	36925444
cg11608114	0.0212702216113586	LOC338799;SETD1B	12	122241139
cg11608424	NA	HEPACAM2	7	92849851
cg11609154	0.0263123730735988	C7orf55	7	139026010
cg11609344	0.0328105898731074	YKT6	7	44240862
cg11609366	0.0322621682440853	RPL8	8	146018277
cg11609760	0.237118240469197	FGD1	X	54522363
cg11611600	0.0169299768626284	ADAMTSL3	15	84323154
cg11611854	0.0163924273249868	NA	NA	0
cg11612291	0.0146026985998825	ZNF35	3	44690338
cg11612345	0.0474808205936409	SMOC2	6	168842491
cg11613875	0.0188055553481983	C9orf72	9	27573889
cg11614809	0.295475837146926	NDP	X	43832280
cg11617144	0.74561911158082	GPT	8	145729772
cg11618577	0.50165903882785	KRTCAP3	2	27665543
cg11619390	0.215651107864027	ZBTB8B	1	32931179
cg11620807	0.0113814633415541	IRS1	2	227664353
cg11620873	0.0330895747339094	CD9	12	6309515
cg11625178	0.0203309610317707	TMPO;LOC100128191	12	98909434
cg11625451	0.0166060450125838	GAN	16	81349061
cg11625946	0.0310889743688131	LRIG3	12	59314263
cg11626656	0.0455454545890677	RND3	2	151343868
cg11626791	0.0405297736199039	TLK1	2	172016605
cg11628026	0.975461112448182	ACTL7A	9	111624939
cg11628034	0.136091681297738	RPS16	19	39926904
cg11628282	0.0155218384449469	MFN1	3	179065624
cg11628487	0.0252136040806001	SET	9	131450973
cg11630242	0.0886716052834966	AKAP10	17	19881632
cg11630392	0.896257562141522	GPR171;MED12L	3	150920964
cg11631275	0.952672762858448	SDAD1	4	76903515
cg11631518	0.0985953636999178	KCNC2	12	75603585
cg11632617	0.105420079160034	PPCDC	15	75315747
cg11634198	0.091472781401063	NEUROD2	17	37764158
cg11635563	0.92520954897375	ENOX1	13	44241849
cg11638200	0.0133999647010726	PRKCQ	10	6621965
cg11638880	0.0137406990351402	SFT2D1	6	166755991
cg11639397	0.024261874406003	VASP	19	46010716
cg11639651	0.725864625340532	HKDC1	10	70979811
cg11640565	0.959328648683752	STS	X	7137913
cg11644586	0.140768696809436	CCDC87;CCS	11	66360200
cg11646704	0.01847605968335	IPO4	14	24658292
cg11646757	0.0278031255504857	C7orf68	7	128095699
cg11646887	0.0291891220329535	SCRN2	17	45918805
cg11647681	0.207776436374547	PCDHGA4;PCDHGA11;PCDHGA12;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140810161
cg11648289	0.0120026709172315	EN2	7	155249674
cg11648471	0.383883753452675	MOSPD2;FANCB	X	14891001
cg11648996	0.833713903147086	FAM47B	X	34960814
cg11649001	0.0191081576846337	FTSJD2	6	37400863
cg11649654	0.0254951878763345	NDUFAF2;ERCC8	5	60240952
cg11649825	0.0191804590384385	C20orf4	20	34824487
cg11649846	0.959508765405992	STRA8	7	134917144
cg11651717	0.00874982290739675	ABCA5	17	67323282
cg11653266	0.00985685668495826	MRPL38	17	73901339
cg11653271	0.0151019875452697	SNRNP25;POLR3K	16	103723
cg11653466	0.180331655133503	C8orf86	8	38386235
cg11653500	0.204588636068905	SPRY2	13	80915061
cg11653709	0.220274482798102	NA	NA	0
cg11653858	0.448164398934415	SLC13A2	17	26799289
cg11653864	0.603374121360532	ELK1	X	47509884
cg11654333	0.0470284839362116	DCK	4	71859710
cg11654620	0.012854464831732	TYMP;ODF3B	22	50969039
cg11654737	0.0391467298829081	BCKDHB	6	80816077
cg11655418	0.0732549538026685	RPS10	6	34394031
cg11655691	0.0258563557398472	CBARA1	10	74385779
cg11656547	0.101745195516844	MAMDC2	9	72658747
cg11657615	NA	ZDHHC1	16	67449861
cg11657808	0.0133826128925949	RYR2	1	237205950
cg11659747	0.110298597602301	SCARB2	4	77134585
cg11661234	0.36356826442188	RLIM	X	73834596
cg11662098	0.0152610032224235	GOPC	6	117923795
cg11664825	0.462397589045045	XKRX	X	100184343
cg11665562	0.0190467106704688	PSMC1	14	90723462
cg11665588	0.0906467480917754	SESN3	11	94963991
cg11666924	0.0199098797439025	STXBP3	1	109289079
cg11667117	0.856878967580526	CA5A	16	87969962
cg11667754	0.0265753126774568	CDH1	16	68770981
cg11668512	0.958244927165685	ZHX3	20	39929580
cg11668844	0.186969946093235	MCF2L	13	113655622
cg11668923	0.0166306033888659	ADAM12	10	128076936
cg11670211	0.0208203063280566	NOX4	11	89224288
cg11672225	0.0635084780614604	RNF185	22	31556238
cg11673092	0.111296926045034	ARMC3	10	23216727
cg11673803	0.339670871494775	NA	NA	0
cg11673969	0.0181563322968711	EPHB4	7	100424945
cg11674404	NA	WDR17	4	176987359
cg11675413	0.968807956307543	FARP1;RNF113B	13	98829482
cg11676109	0.0425909706527485	HINFP	11	118992413
cg11676599	0.0360832651742609	PLEKHA1	10	124133934
cg11677722	0.0158083385101833	MED29;PAF1	19	39881393
cg11678767	0.0880053564716041	COL4A5;COL4A6	X	107682766
cg11679069	0.812070446900949	DNAJC15	13	43596577
cg11680158	0.0310394379285553	TTC39B	9	15307376
cg11680236	0.0113903501294957	NME6	3	48342764
cg11680741	0.711628506844402	NA	NA	0
cg11681073	0.012580456808209	NA	NA	0
cg11681617	0.172710619302956	GAB3	X	153979649
cg11682508	0.555126122109324	C20orf166;C20orf200	20	61149399
cg11688219	0.0388516711425259	THAP3	1	6684919
cg11688469	0.783859779042597	TNNI1	1	201391061
cg11688990	NA	PSMG2;CEP76	18	12704161
cg11691938	0.0182610458823684	CCDC111;CASP3	4	185569742
cg11692021	0.489341550396368	GNB3	12	6949472
cg11692477	0.0126723862715415	SLC40A1	2	190445477
cg11693019	0.869709593842127	AKR1B10	7	134211620
cg11694641	0.0279570458990757	SLC25A3	12	98987961
cg11695266	0.0142871900219858	DNAJB6	7	157129166
cg11695358	0.909451554166978	MAPK15	8	144797963
cg11695601	0.0312266314709544	CHN1	2	175870435
cg11695684	0.574321964591274	CHRND	2	233391265
cg11696575	0.0119683162998074	ING3	7	120591325
cg11697652	0.0298884174271221	NA	NA	0
cg11698653	0.885390265930933	NA	NA	0
cg11698762	0.0665254751787165	WDR54	2	74648964
cg11700429	0.00759336721372466	ANAPC1	2	112641892
cg11700584	0.231028122375916	RPL36AL;MGAT2	14	50088544
cg11701148	0.0834355401512769	MYOM2	8	1993035
cg11703011	0.0121932599358406	SERPINE2	2	224903461
cg11705439	0.013393064805706	PRKCSH;CCDC151	19	11546473
cg11706111	0.763014157296887	ZNF19	16	71523144
cg11706163	0.436211091237844	C9	5	39364495
cg11706746	0.0098887552031174	B3GAT3	11	62389756
cg11706911	0.0761201288389521	AGMAT	1	15910989
cg11710000	0.0142415024111027	FZD3	8	28352559
cg11710560	0.771483908504546	NA	NA	0
cg11710969	0.19878394909173	ARMC3	10	23217173
cg11712199	0.773075324681476	NA	NA	0
cg11713008	0.0161203555804669	POP1;HRSP12	8	99129222
cg11713029	0.00902985135256172	CCDC84	11	118868622
cg11713336	0.0142876519468975	UBE2D2	5	138940474
cg11714014	0.371563848994854	GABRQ	X	151807197
cg11714502	NA	AK1	9	130640212
cg11715903	0.0101555520489038	FERMT2	14	53417327
cg11715966	0.765660365558947	CCDC8	19	46917255
cg11715999	0.019455429423067	ATP5G1	17	46970694
cg11716026	0.447060008082461	H19	11	2016937
cg11717557	0.0264959888443506	DCLRE1B;AP4B1	1	114448153
cg11718090	0.128500340516606	NA	NA	0
cg11718315	0.0216005877371246	PARP16	15	65579480
cg11719157	NA	PITPNA	17	1466715
cg11719283	0.732577339645946		19	42574717
cg11719297	0.229083547924603	RIPK4	21	43187083
cg11719412	0.0245494208499605	TATDN1;NDUFB9	8	125551441
cg11719452	0.0181791830149125	MEPCE;ZCWPW1	7	100027776
cg11719784	0.557701060641735		1	203058954
cg11720778	0.955494310075866	TIGD7	16	3351073
cg11721194	0.577416270340212	SLAMF7	1	160709239
cg11722531	0.0424852481498044	APC2	19	1449857
cg11722639	0.015198523760144	OBFC2B	12	56618199
cg11724134	0.0180639810740608	RNF39	6	30043727
cg11724759	0.386681924798973	RPE65	1	68915898
cg11726593	0.280055104626022	NA	NA	0
cg11727029	NA	UNC45A	15	91478024
cg11730100	0.0440177228562907	FEN1;C11orf10;MIR611	11	61560294
cg11730691	0.0175944405790215	NA	NA	0
cg11730961	0.0318905417349421	SFPQ	1	35658733
cg11732619	0.014444071129002	SLIT3	5	168728076
cg11733245	0.844287660211291	IL2RA	10	6104312
cg11735358	0.00932802753324928	WDR77;ATP5F1	1	111991797
cg11735605	0.0702018359480637	IKZF2	2	214016230
cg11736869	0.0611351041661678	PEX13;PUS10	2	61245136
cg11738011	0.0117408519897402	PUS1	12	132414265
cg11738543	0.0370325451355501	SOCS2	12	93967225
cg11739626	0.656822840129266	AKT1S1;TBC1D17	19	50381908
cg11743470	NA	GCNT4	5	74327277
cg11743795	0.0137732792118457	SLMAP	3	57742983
cg11744351	0.0736000580275752	UBL3	13	30424153
cg11745019	0.0354907871765333	ANGPT1	8	108509756
cg11747499	0.0730724774813228	SSH1	12	109252653
cg11747771	0.00923964615241965	GLDC	9	6645468
cg11748006	NA	CAPNS1	19	36630557
cg11750183	0.0384873263451319	C9orf40	9	77568022
cg11750883	0.729395493065893	CRCT1	1	152486950
cg11752275	0.855393080546145	GNLY	2	85921036
cg11754095	0.0326580745487596	CTSO	4	156874602
cg11754206	0.0456807638320767	KCNB2	8	73448579
cg11754343	0.0260857985817944	RPAIN;NUP88	17	5322575
cg11754676	0.00872261356876786	ZNF10	12	133706789
cg11756837	0.0353784839557141	PRKAB1	12	120105372
cg11757293	0.154303915163979	KIFC2	8	145692581
cg11759378	0.856790681827611	DPPA2	3	109035469
cg11761535	0.53327039805006	TM4SF18	3	149051031
cg11762346	0.765562628683504	HKDC1	10	70980112
cg11762629	0.0274221822514228	CTDSP2	12	58240176
cg11763112	0.0175958312497385	KIAA1009	6	84937277
cg11764747	0.284978954142081	EFNB1	X	68050216
cg11765205	0.172402582643306	ARL11	13	50202547
cg11766698	0.0334952428283532	UQCRC2	16	21964765
cg11767711	0.828349731947912	APLP1	19	36358783
cg11768416	0.984319229936551	C12orf12	12	91348697
cg11768886	0.0193196911759731	STK32B	4	5052795
cg11769360	0.944089571738702	ERAP2	5	96215016
cg11772764	0.00959910182512032	RSPH1	21	43916603
cg11777321	NA	TEF	22	41778547
cg11778001	0.130969165111363	NAB1	2	191512851
cg11780382	0.0325046191194902	C6orf62	6	24719812
cg11780934	0.0135245752959574	ANKRD13B	17	27920081
cg11781389	0.0244630412686307	GLB1L2	11	134201462
cg11783451	0.0344447848141518	CCDC126	7	23637068
cg11783497	0.536736547795751	IL1RN	2	113875292
cg11784281	0.785344651818652	C2orf57	2	232457785
cg11784785	0.0362175212186815	SLC6A5	11	20620089
cg11786750	0.0347337127204817	DYNC1LI1	3	32612556
cg11787522	0.607385511399292	STRA6	15	74495109
cg11787828	0.161494011030264	NDUFAF4	6	97345624
cg11787839	NA	LMLN;IQCG	3	197687728
cg11790217	0.0232587819730766	PIAS1	15	68346484
cg11792483	0.0164261222641928	ASPHD2	22	26824763
cg11792664	0.0529131289906811	UQCR	19	1605706
cg11793332	0.224054390299851	ELF1	13	41556827
cg11793380	NA	C1QTNF6	22	37585617
cg11794728	0.0186258421825152	KLF12	13	74707860
cg11795262	0.857701824979671	GATAD2A	19	19569574
cg11797883	0.0103986361534953	ARPC5L	9	127631644
cg11797994	NA	ALX4	11	44330731
cg11799561	0.825836690524089	NA	NA	0
cg11800672	0.700749600099875	SLC39A4	8	145642291
cg11801011	0.606928726065914	SHANK1	19	51220537
cg11801374	NA	C20orf160	20	30597694
cg11802013	0.799837014662398	CCND1	11	69469175
cg11802692	0.036797878684341	FKBP14	7	30066348
cg11804789	0.58921140328515	CST7	20	24929716
cg11806389	0.0949241048775434	ZNF446	19	58987282
cg11806565	0.383024956617236	PHKA1	X	71934695
cg11806749	0.0169015828558695	RUNX2;SUPT3H	6	45345490
cg11808544	0.2443419780594	NA	NA	0
cg11808757	NA	HDAC10;TUBGCP6	22	50683907
cg11808874	NA	FAM136A	2	70529494
cg11809085	NA	TNFSF15	9	117567756
cg11809091	0.119289564908348	PCDHB7	5	140552105
cg11810837	0.204419663078786	ARMCX5	X	101854276
cg11811840	0.833284225024328	UGT1A10;UGT1A1;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	2	234669166
cg11812202	0.889133423887014	PNLIP	10	118305409
cg11812218	0.11639420341072	GHSR	3	172166920
cg11814446	0.0561178871375689	LEMD3	12	65562996
cg11815363	0.0206546562215635	KCNK1	1	233750184
cg11816577	0.21741212015789	YWHAE	17	1303886
cg11819013	0.0129320563041114	IMPDH2	3	49066976
cg11819429	NA	C14orf119;ACIN1	14	23565029
cg11819637	0.785222723590893	THPO	3	184095505
cg11820497	0.0150393706747849	ATG4D	19	10654946
cg11820734	0.0258825793359192	MRPL35	2	86426725
cg11821147	0.0224695958215373	ZFC3H1;THAP2	12	72057762
cg11821536	0.00846606176705416	TTC8	14	89291100
cg11821702	0.948204722386839	MLANA	9	5891258
cg11822659	0.234553084653664	DOK5	20	53092781
cg11822772	0.485608830271785	ZNF280C	X	129402977
cg11822932	0.795768756447152	LMO2	11	33913716
cg11822964	0.390018057824558	PTGIR	19	47129337
cg11823654	0.0493767458925404	PIF1	15	65117936
cg11824111	NA	DKC1	X	153990676
cg11825652	NA	CAV2	7	116139367
cg11826116	0.13306187407148	ATF4	22	39916314
cg11826486	0.865252387695941	NA	NA	0
cg11827101	0.698591836055575		2	8468422
cg11827595	NA	C3orf10	3	10157099
cg11828089	NA	CALN1	7	71878121
cg11828669	0.0435039767471188	ZBTB1;ZBTB25	14	64971476
cg11830061	0.976003147523605	INSL6	9	5185415
cg11832543	0.902902934774621	C1orf49	1	178481818
cg11832722	0.0326662190642852	DSC3	18	28623060
cg11832727	0.0291157447343104	RERE	1	8877257
cg11833861	0.0445093354543368	TMEM98	17	31255635
cg11834681	0.824340626249372	CYP2A13	19	41594746
cg11835197	NA	TFAP2E	1	36038514
cg11835355	NA	APOL3	22	36561746
cg11837864	0.0132755158918302	FAM134A	2	220043521
cg11839979	0.305179578624396	TMEM164	X	109246372
cg11840168	NA	RBBP8	18	20513432
cg11840540	0.0152969770877413	FXYD5;FXYD7	19	35644996
cg11841758	0.0256775108503273	MAGOH	1	53704358
cg11843304	NA	PTPRO	12	15501337
cg11843691	0.0354029898713249	TBC1D9	4	141678312
cg11843760	0.0244447112379704	DFFA	1	10532677
cg11844110	0.0199413772857992		1	208042623
cg11845202	NA	KRT78	12	53242392
cg11846236	0.0612910687903166	COL7A1	3	48632568
cg11846543	0.117527232622045	NA	NA	0
cg11846956	0.0217418759905742	KLK10	19	51520382
cg11846968	0.827247562590847	PLUNC	20	31823545
cg11847459	0.0115360018683371	MBIP	14	36789488
cg11847808	0.0572441756569537	EPHA8	1	22889611
cg11847949	0.559900777608617	NA	NA	0
cg11848539	0.0146680451043951	TNFRSF21	6	47277822
cg11849692	NA	LDB1	10	103875969
cg11850311	0.0151981571106583	ID1	20	30192545
cg11851098	0.951794132335862	WBP2NL	22	42395340
cg11852073	NA	C1orf56;BNIPL	1	151019560
cg11852814	0.0278220540798908	PLCXD2	3	111393588
cg11854007	NA	BASE	20	31781697
cg11854877	0.533749054350598	F8;F8A3;F8A2;F8A1	X	154114544
cg11856093	0.0436103907765454	ARID1A	1	27023388
cg11856697	0.932852720601248	DNAI2	17	72276937
cg11856918	0.0120258719674435	ATP6V1B2	8	20054956
