Hybridization REF	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05	TCGA-AN-A0FJ-01A-11D-A00Y-05
cg11528666	0.0404879221554592	C4orf29;MFSD8	4	128886049
cg11529128	0.0107367649946751	LHFPL5	6	35772890
cg11529250	NA	UPK3A	22	45680606
cg11530960	0.0678968197919331	DMRT2	9	1052239
cg11532513	0.92555933687521	LRTM1;CACNA2D3	3	54962242
cg11536940	0.0292040695203679	PGCP	8	97658076
cg11538128	0.0143988375527216	ZNF354C	5	178487481
cg11539173	0.00880944626570588	GNB1L;C22orf29	22	19843009
cg11540692	0.108921551356173	SIM1	6	100912072
cg11540997	0.32096430087076	DUOX2;DUOXA2	15	45407818
cg11541187	0.0252183579191031	C6orf182;SESN1	6	109415607
cg11542231	0.0139109835381559	RPA2	1	28241192
cg11546621	0.334320009945029	PTGDS	9	139872161
cg11547724	0.525659473298511	HPX	11	6462452
cg11550426	0.0108208116207683	SDCBP	8	59465609
cg11552293	0.47342229679156	COL4A5;COL4A6	X	107682539
cg11553177	0.00828528618961938	SUPT6H;SDF2	17	26988816
cg11554507	0.333270974386465	NEUROD6	7	31380572
cg11554605	0.828974732168926	ASB4	7	95115354
cg11554937	0.353441639987711	HSD17B3	9	99064321
cg11558474	0.0800494053356533	TMEM2	9	74382743
cg11560403	0.979072346061995	TMEM81	1	205053460
cg11560645	0.395062932869285	NA	NA	0
cg11563860	0.0969389708143965	CNTN4	3	2141937
cg11564268	NA	NOB1	16	69789107
cg11564670	0.139394738657373	MC2R	18	13915006
cg11565248	0.217613087116118	RPS6KA3	X	20284128
cg11566199	0.899740823736174	GALNT6	12	51773594
cg11566244	0.133567538811785	GSTP1	11	67351786
cg11566939	0.0382943259528295	DULLARD;C17orf81	17	7155231
cg11572744	0.0261917638635842	DPYSL3	5	146832933
cg11574612	0.0174666918869882	CYP39A1;SLC25A27	6	46620502
cg11574758	0.0185880969421135	PLK1S1	20	21107113
cg11577097	0.0672358792187441	AQP9	15	58430682
cg11579069	0.0356238904115844	MYB	6	135502794
cg11582100	0.0215386080442849	GAD1	2	171673207
cg11584111	0.0149061168175534	C1orf105;PIGC	1	172412837
cg11584690	0.243513703912645		19	42574196
cg11584936	0.0825806877253963	BNIPL	1	151009588
cg11585425	0.00912695292485467	ACTR2	2	65454529
cg11590700	0.0877699033988061	MECOM	3	169381241
cg11591325	0.123295043233498	F2R	5	76012591
cg11592951	0.00837163015950593	SRRT	7	100472745
cg11593656	0.0774347323781111	COMMD6	13	76112039
cg11594131	NA	XPO1	2	61765360
cg11594137	0.169662582246269	NA	NA	0
cg11594228	0.305281918043732	NA	NA	0
cg11594415	0.00945954975437403	BAT2L2	1	171454668
cg11595245	0.0142217879890072	HELLS	10	96305461
cg11595749	0.0141955355037688	ATP5E	20	57607571
cg11595794	0.024804114269631	ANKRD37	4	186317094
cg11598929	0.188008213667012	FAAH2	X	57313075
cg11599505	0.128674340797527	VSTM2L	20	36532096
cg11600161	0.314858888904139	TBC1D10C	11	67171585
cg11601662	0.0157682727986842	FKBP14	7	30066256
cg11603096	0.0289608214195743	EIF3D	22	36925444
cg11608114	0.0278196822824292	LOC338799;SETD1B	12	122241139
cg11608424	NA	HEPACAM2	7	92849851
cg11609154	0.0177735412487247	C7orf55	7	139026010
cg11609344	0.0310556113520257	YKT6	7	44240862
cg11609366	0.0210074349045936	RPL8	8	146018277
cg11609760	0.132153396437779	FGD1	X	54522363
cg11611600	0.0351629765898481	ADAMTSL3	15	84323154
cg11611854	0.0138668291825946	NA	NA	0
cg11612291	0.0230006490128462	ZNF35	3	44690338
cg11612345	0.563811552566698	SMOC2	6	168842491
cg11613875	0.0202792565535413	C9orf72	9	27573889
cg11614809	0.145800926300824	NDP	X	43832280
cg11617144	0.392560085826661	GPT	8	145729772
cg11618577	0.401833451081242	KRTCAP3	2	27665543
cg11619390	0.0803790881398705	ZBTB8B	1	32931179
cg11620807	0.00681394152787961	IRS1	2	227664353
cg11620873	0.025662823566121	CD9	12	6309515
cg11625178	0.00856868029201231	TMPO;LOC100128191	12	98909434
cg11625451	0.0100290646512524	GAN	16	81349061
cg11625946	0.0259952611932121	LRIG3	12	59314263
cg11626656	0.0269095823400558	RND3	2	151343868
cg11626791	0.012754357787213	TLK1	2	172016605
cg11628026	0.96134592347524	ACTL7A	9	111624939
cg11628034	0.0240664782003982	RPS16	19	39926904
cg11628282	0.0139065493703713	MFN1	3	179065624
cg11628487	0.0244038302291063	SET	9	131450973
cg11630242	0.0598287794251138	AKAP10	17	19881632
cg11630392	0.495699688529162	GPR171;MED12L	3	150920964
cg11631275	0.947172625325594	SDAD1	4	76903515
cg11631518	0.0581920249977127	KCNC2	12	75603585
cg11632617	0.0473566512830127	PPCDC	15	75315747
cg11634198	0.079710634741232	NEUROD2	17	37764158
cg11635563	0.472292578760687	ENOX1	13	44241849
cg11638200	0.0141349275193707	PRKCQ	10	6621965
cg11638880	0.0174871825421042	SFT2D1	6	166755991
cg11639397	0.00999634182004625	VASP	19	46010716
cg11639651	0.148995279708146	HKDC1	10	70979811
cg11640565	0.552669439164817	STS	X	7137913
cg11644586	0.0969606951568245	CCDC87;CCS	11	66360200
cg11646704	0.0314101907062535	IPO4	14	24658292
cg11646757	0.0141893098041044	C7orf68	7	128095699
cg11646887	0.0117141431984962	SCRN2	17	45918805
cg11647681	0.758542181306743	PCDHGA4;PCDHGA11;PCDHGA12;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140810161
cg11648289	0.646860964398515	EN2	7	155249674
cg11648471	0.182500919905267	MOSPD2;FANCB	X	14891001
cg11648996	0.932842466479075	FAM47B	X	34960814
cg11649001	0.0118216014493817	FTSJD2	6	37400863
cg11649654	0.0333646108529744	NDUFAF2;ERCC8	5	60240952
cg11649825	0.0241655789619809	C20orf4	20	34824487
cg11649846	0.903415844978003	STRA8	7	134917144
cg11651717	0.0115118107725281	ABCA5	17	67323282
cg11653266	0.0112574370928169	MRPL38	17	73901339
cg11653271	0.0124063409885539	SNRNP25;POLR3K	16	103723
cg11653466	0.0768303302407726	C8orf86	8	38386235
cg11653500	0.019207644264486	SPRY2	13	80915061
cg11653709	0.630007062188303	NA	NA	0
cg11653858	0.268978673168652	SLC13A2	17	26799289
cg11653864	0.216393142044902	ELK1	X	47509884
cg11654333	0.0142719131043617	DCK	4	71859710
cg11654620	0.00876626271263524	TYMP;ODF3B	22	50969039
cg11654737	0.0496714815311106	BCKDHB	6	80816077
cg11655418	0.017438677652369	RPS10	6	34394031
cg11655691	0.0177401351085003	CBARA1	10	74385779
cg11656547	0.0432267528529441	MAMDC2	9	72658747
cg11657615	NA	ZDHHC1	16	67449861
cg11657808	0.0292968485646174	RYR2	1	237205950
cg11659747	0.0812280582881575	SCARB2	4	77134585
cg11661234	0.0479534879157488	RLIM	X	73834596
cg11662098	0.010815654613231	GOPC	6	117923795
cg11664825	0.296847624511026	XKRX	X	100184343
cg11665562	0.0269469548434292	PSMC1	14	90723462
cg11665588	0.0207865982569293	SESN3	11	94963991
cg11666924	0.0243645353214727	STXBP3	1	109289079
cg11667117	0.570056697086984	CA5A	16	87969962
cg11667754	0.0235308843549631	CDH1	16	68770981
cg11668512	0.92207865129329	ZHX3	20	39929580
cg11668844	0.0787919419069787	MCF2L	13	113655622
cg11668923	0.0253481521194248	ADAM12	10	128076936
cg11670211	0.281395124804195	NOX4	11	89224288
cg11672225	0.0471172853232621	RNF185	22	31556238
cg11673092	0.432450800189017	ARMC3	10	23216727
cg11673803	0.279845675946877	NA	NA	0
cg11673969	0.0220608158258045	EPHB4	7	100424945
cg11674404	NA	WDR17	4	176987359
cg11675413	0.974436949757802	FARP1;RNF113B	13	98829482
cg11676109	0.0102397772406415	HINFP	11	118992413
cg11676599	0.0197920023133622	PLEKHA1	10	124133934
cg11677722	0.0123692452980506	MED29;PAF1	19	39881393
cg11678767	0.0670638449120872	COL4A5;COL4A6	X	107682766
cg11679069	0.164274470713261	DNAJC15	13	43596577
cg11680158	0.0262853968633986	TTC39B	9	15307376
cg11680236	0.0166384125118053	NME6	3	48342764
cg11680741	0.551184798292653	NA	NA	0
cg11681073	0.0120230850859552	NA	NA	0
cg11681617	0.0629053573670003	GAB3	X	153979649
cg11682508	0.223914038453716	C20orf166;C20orf200	20	61149399
cg11688219	0.0215669987411906	THAP3	1	6684919
cg11688469	0.352355599528066	TNNI1	1	201391061
cg11688990	NA	PSMG2;CEP76	18	12704161
cg11691938	0.0206218067026352	CCDC111;CASP3	4	185569742
cg11692021	0.650108118224095	GNB3	12	6949472
cg11692477	0.01460529596854	SLC40A1	2	190445477
cg11693019	0.386476327531768	AKR1B10	7	134211620
cg11694641	0.0172875635993343	SLC25A3	12	98987961
cg11695266	0.0116195365100766	DNAJB6	7	157129166
cg11695358	0.337225083198795	MAPK15	8	144797963
cg11695601	0.0243244132485931	CHN1	2	175870435
cg11695684	0.364473859506322	CHRND	2	233391265
cg11696575	0.0116144074686033	ING3	7	120591325
cg11697652	0.0149890976428763	NA	NA	0
cg11698653	0.229645321060824	NA	NA	0
cg11698762	0.0575399874096899	WDR54	2	74648964
cg11700429	0.00697977888792456	ANAPC1	2	112641892
cg11700584	0.0410254702901073	RPL36AL;MGAT2	14	50088544
cg11701148	0.0562494280194162	MYOM2	8	1993035
cg11703011	0.015507231058086	SERPINE2	2	224903461
cg11705439	0.0104526408027536	PRKCSH;CCDC151	19	11546473
cg11706111	0.408395273461754	ZNF19	16	71523144
cg11706163	0.111089487525556	C9	5	39364495
cg11706746	0.0118645096570831	B3GAT3	11	62389756
cg11706911	0.0654351630912027	AGMAT	1	15910989
cg11710000	0.0128759350281129	FZD3	8	28352559
cg11710560	0.565253153505618	NA	NA	0
cg11710969	0.0666686744869691	ARMC3	10	23217173
cg11712199	0.4844561009575	NA	NA	0
cg11713008	0.0225288162722725	POP1;HRSP12	8	99129222
cg11713029	0.0144694740417513	CCDC84	11	118868622
cg11713336	0.0134452139862229	UBE2D2	5	138940474
cg11714014	0.253655625131696	GABRQ	X	151807197
cg11714502	NA	AK1	9	130640212
cg11715903	0.0124553158823622	FERMT2	14	53417327
cg11715966	0.511382123300442	CCDC8	19	46917255
cg11715999	0.020297529789397	ATP5G1	17	46970694
cg11716026	0.137346453282427	H19	11	2016937
cg11717557	0.0157575175374764	DCLRE1B;AP4B1	1	114448153
cg11718090	0.0158993849496418	NA	NA	0
cg11718315	0.0397282040983748	PARP16	15	65579480
cg11719157	NA	PITPNA	17	1466715
cg11719283	0.38781854124667		19	42574717
cg11719297	0.204117321381384	RIPK4	21	43187083
cg11719412	0.00855113889527283	TATDN1;NDUFB9	8	125551441
cg11719452	0.0232040739326099	MEPCE;ZCWPW1	7	100027776
cg11719784	0.167059558487035		1	203058954
cg11720778	0.925260286266689	TIGD7	16	3351073
cg11721194	0.177547184138876	SLAMF7	1	160709239
cg11722531	0.0159810549537345	APC2	19	1449857
cg11722639	0.0157775757394179	OBFC2B	12	56618199
cg11724134	0.0145863563919253	RNF39	6	30043727
cg11724759	0.0886069124985936	RPE65	1	68915898
cg11726593	0.0473908688483225	NA	NA	0
cg11727029	NA	UNC45A	15	91478024
cg11730100	0.0345618275204569	FEN1;C11orf10;MIR611	11	61560294
cg11730691	0.0134899978986222	NA	NA	0
cg11730961	0.0322428323363869	SFPQ	1	35658733
cg11732619	0.0193290897345932	SLIT3	5	168728076
cg11733245	0.273651899472818	IL2RA	10	6104312
cg11735358	0.0112183486361586	WDR77;ATP5F1	1	111991797
cg11735605	0.0140509377248532	IKZF2	2	214016230
cg11736869	0.0645126644642939	PEX13;PUS10	2	61245136
cg11738011	0.0116408444383284	PUS1	12	132414265
cg11738543	0.0283650460512097	SOCS2	12	93967225
cg11739626	0.240389804580339	AKT1S1;TBC1D17	19	50381908
cg11743470	NA	GCNT4	5	74327277
cg11743795	0.0178667771082777	SLMAP	3	57742983
cg11744351	0.0119040732692718	UBL3	13	30424153
cg11745019	0.0239745347008206	ANGPT1	8	108509756
cg11747499	0.0435010737669036	SSH1	12	109252653
cg11747771	0.0153378992173042	GLDC	9	6645468
cg11748006	NA	CAPNS1	19	36630557
cg11750183	0.0592478258600621	C9orf40	9	77568022
cg11750883	0.147085851270683	CRCT1	1	152486950
cg11752275	0.0768302417648205	GNLY	2	85921036
cg11754095	0.047782553120693	CTSO	4	156874602
cg11754206	0.0284279083363572	KCNB2	8	73448579
cg11754343	0.0298878171534156	RPAIN;NUP88	17	5322575
cg11754676	0.017781822613031	ZNF10	12	133706789
cg11756837	0.0231637061178873	PRKAB1	12	120105372
cg11757293	0.0931150795841901	KIFC2	8	145692581
cg11759378	0.443684040748104	DPPA2	3	109035469
cg11761535	0.105999691861513	TM4SF18	3	149051031
cg11762346	0.176592464484909	HKDC1	10	70980112
cg11762629	0.024349947103865	CTDSP2	12	58240176
cg11763112	0.0227054285548297	KIAA1009	6	84937277
cg11764747	0.276688704188066	EFNB1	X	68050216
cg11765205	0.0234553038305529	ARL11	13	50202547
cg11766698	0.0372820098054898	UQCRC2	16	21964765
cg11767711	0.429902594023724	APLP1	19	36358783
cg11768416	0.988412862620489	C12orf12	12	91348697
cg11768886	0.019239805513961	STK32B	4	5052795
cg11769360	0.92291135807818	ERAP2	5	96215016
cg11772764	0.00742332480492453	RSPH1	21	43916603
cg11777321	NA	TEF	22	41778547
cg11778001	0.0656807493343738	NAB1	2	191512851
cg11780382	0.0307574563410237	C6orf62	6	24719812
cg11780934	0.0165469814452477	ANKRD13B	17	27920081
cg11781389	0.0390078818001525	GLB1L2	11	134201462
cg11783451	0.0204627465448979	CCDC126	7	23637068
cg11783497	0.174466035722994	IL1RN	2	113875292
cg11784281	0.561111691151082	C2orf57	2	232457785
cg11784785	0.0373280876129025	SLC6A5	11	20620089
cg11786750	0.0144034026019172	DYNC1LI1	3	32612556
cg11787522	0.11575790575831	STRA6	15	74495109
cg11787828	0.0244518637948687	NDUFAF4	6	97345624
cg11787839	NA	LMLN;IQCG	3	197687728
cg11790217	0.025175455819888	PIAS1	15	68346484
cg11792483	0.0167684273570773	ASPHD2	22	26824763
cg11792664	0.00982852556427682	UQCR	19	1605706
cg11793332	0.406442298859732	ELF1	13	41556827
cg11793380	NA	C1QTNF6	22	37585617
cg11794728	0.0174149429515318	KLF12	13	74707860
cg11795262	0.875732476503967	GATAD2A	19	19569574
cg11797883	0.0164129459919894	ARPC5L	9	127631644
cg11797994	NA	ALX4	11	44330731
cg11799561	0.819063748197974	NA	NA	0
cg11800672	0.133086326299083	SLC39A4	8	145642291
cg11801011	0.213871082174862	SHANK1	19	51220537
cg11801374	NA	C20orf160	20	30597694
cg11802013	0.471246067540475	CCND1	11	69469175
cg11802692	0.024563733573975	FKBP14	7	30066348
cg11804789	0.0464476580557168	CST7	20	24929716
cg11806389	0.0179833748706231	ZNF446	19	58987282
cg11806565	0.140388612751608	PHKA1	X	71934695
cg11806749	0.0142412129468079	RUNX2;SUPT3H	6	45345490
cg11808544	0.18422153557127	NA	NA	0
cg11808757	NA	HDAC10;TUBGCP6	22	50683907
cg11808874	NA	FAM136A	2	70529494
cg11809085	NA	TNFSF15	9	117567756
cg11809091	0.120242558320852	PCDHB7	5	140552105
cg11810837	0.137305293848285	ARMCX5	X	101854276
cg11811840	0.192657290556783	UGT1A10;UGT1A1;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	2	234669166
cg11812202	0.450046879167859	PNLIP	10	118305409
cg11812218	0.232292501030554	GHSR	3	172166920
cg11814446	0.031467645107192	LEMD3	12	65562996
cg11815363	0.015756624461204	KCNK1	1	233750184
cg11816577	0.0431834533102491	YWHAE	17	1303886
cg11819013	0.0154333997113796	IMPDH2	3	49066976
cg11819429	NA	C14orf119;ACIN1	14	23565029
cg11819637	0.204740480990865	THPO	3	184095505
cg11820497	0.0228381719112748	ATG4D	19	10654946
cg11820734	0.0143930755295745	MRPL35	2	86426725
cg11821147	0.0147835165712571	ZFC3H1;THAP2	12	72057762
cg11821536	0.0103885245490702	TTC8	14	89291100
cg11821702	0.940382025441792	MLANA	9	5891258
cg11822659	0.0561530569844795	DOK5	20	53092781
cg11822772	0.453048876985694	ZNF280C	X	129402977
cg11822932	0.449383378103085	LMO2	11	33913716
cg11822964	0.125261406896683	PTGIR	19	47129337
cg11823654	0.0188137640805467	PIF1	15	65117936
cg11824111	NA	DKC1	X	153990676
cg11825652	NA	CAV2	7	116139367
cg11826116	0.0381091209401826	ATF4	22	39916314
cg11826486	0.725368835211617	NA	NA	0
cg11827101	0.417977348545578		2	8468422
cg11827595	NA	C3orf10	3	10157099
cg11828089	NA	CALN1	7	71878121
cg11828669	0.0143091032937531	ZBTB1;ZBTB25	14	64971476
cg11830061	0.515347029022021	INSL6	9	5185415
cg11832543	0.425138975941709	C1orf49	1	178481818
cg11832722	0.0277139555493495	DSC3	18	28623060
cg11832727	0.0185037205339981	RERE	1	8877257
cg11833861	0.103385179175033	TMEM98	17	31255635
cg11834681	0.675925049767689	CYP2A13	19	41594746
cg11835197	NA	TFAP2E	1	36038514
cg11835355	NA	APOL3	22	36561746
cg11837864	0.0152447566348872	FAM134A	2	220043521
cg11839979	0.140897465587009	TMEM164	X	109246372
cg11840168	NA	RBBP8	18	20513432
cg11840540	0.0165772778304547	FXYD5;FXYD7	19	35644996
cg11841758	0.0194572395836412	MAGOH	1	53704358
cg11843304	NA	PTPRO	12	15501337
cg11843691	0.032138933775084	TBC1D9	4	141678312
cg11843760	0.00856624639983967	DFFA	1	10532677
cg11844110	0.0391425083818784		1	208042623
cg11845202	NA	KRT78	12	53242392
cg11846236	0.0194702791068331	COL7A1	3	48632568
cg11846543	0.052478008005267	NA	NA	0
cg11846956	0.0446682692767243	KLK10	19	51520382
cg11846968	0.129144147512003	PLUNC	20	31823545
cg11847459	0.00956240979366538	MBIP	14	36789488
cg11847808	0.0299165416192635	EPHA8	1	22889611
cg11847949	0.199882003455361	NA	NA	0
cg11848539	0.00966614974785857	TNFRSF21	6	47277822
cg11849692	NA	LDB1	10	103875969
cg11850311	0.0161699025489415	ID1	20	30192545
cg11851098	0.629328899171277	WBP2NL	22	42395340
cg11852073	NA	C1orf56;BNIPL	1	151019560
cg11852814	0.0211720337854995	PLCXD2	3	111393588
cg11854007	NA	BASE	20	31781697
cg11854877	0.495497882070978	F8;F8A3;F8A2;F8A1	X	154114544
cg11856093	0.0390950962049599	ARID1A	1	27023388
cg11856697	0.417954386148702	DNAI2	17	72276937
cg11856918	0.0134249678466313	ATP6V1B2	8	20054956
cg11857445	0.0298443512929855	AATF	17	35305905
cg11858029	NA		1	11324407
cg11860203	0.143754465788065	CCL2	17	32582516
cg11861730	0.0267014046425803	ETS1	11	128392683
cg11864993	0.487723195843134	PCDHB16;PCDHB8	5	140559832
cg11867686	NA	PPP1CA	11	67169368
cg11868029	0.0151716473514455	CTSC	11	88071041
cg11868900	0.0700631784185462	EFCAB1	8	49648035
cg11869721	0.0159122962503833	METTL9	16	21611122
cg11871280	0.130148772004201	SLC16A7	12	60082038
cg11871549	0.215070861853411	ZCCHC12	X	117957616
cg11873854	0.149811865653114	LCN6	9	139642875
cg11874272	0.294777253727102	CD86	3	121773564
cg11876012	0.795948397243879	POLR3K	16	101686
cg11876919	0.0145640534608778	HMG20A	15	77713622
cg11877382	0.204623986115752	GLT1D1	12	129338939
cg11879188	NA	ABO	9	136149908
cg11879480	0.0762026865518488	SLC36A4	11	92930739
cg11879514	0.0500006745419347	ARSG;SLC16A6	17	66287032
cg11879577	0.0206284702465395	ARL6IP1	16	18813519
cg11880010	0.208241684852019	PRUNE2	9	79328644
cg11880211	0.858550576106486	NA	NA	0
cg11880892	0.0210488783628335	PPA1	10	71992660
cg11882252	0.0181256467289319	CMBL	5	10307634
cg11884243	0.300887805538117	FCN2	9	137772886
cg11884546	0.0318606680708406	ITGAX	16	31366377
cg11884656	0.0412501443079234	NAA50	3	113464379
cg11884699	0.591439973184006	NA	NA	0
cg11884792	0.0256314484842242	OBFC2A	2	192542902
cg11885098	0.0621363131519282	EFNA2	19	1285397
cg11887234	0.0790341529302681	SMUG1	12	54582673
cg11890956	0.0123188410945778	PSMG1	21	40555474
cg11891504	0.0252277054049904	HAUS4	14	23425909
cg11891583	0.321050878379727	NA	NA	0
cg11893236	0.0145591250692363	PRMT7;SLC7A6OS	16	68345102
cg11893323	NA	URM1	9	131133119
cg11896271	0.0256224730268879	PANX2	22	50609327
cg11896345	0.0126285913617143	SLC43A2	17	1532217
cg11896923	0.071441175642042	PNMT	17	37825027
cg11897314	0.027141496075426	PRR16	5	119799832
cg11898695	NA	PTCRA	6	42883504
cg11899895	0.0214660959815047	TAX1BP1	7	27779895
cg11901954	0.0462833336233944	INTS7;DTL	1	212209499
cg11902458	0.0776744134516217	KCNN3	1	154842746
cg11903057	0.054842660588191	RHOH	4	40198776
cg11903096	0.0458921849913648	PPP2R5C	14	102276267
cg11903151	0.0569431091792828	NA	NA	0
cg11903880	0.233777877456089	GSTM4	1	110197856
cg11904887	0.023795746406293	MUL1	1	20834802
cg11905488	0.908930869616575	CLEC12A	12	10123604
cg11905589	0.0663582715668907	PAIP2	5	138677334
cg11905617	0.0207742173161078	KLHL20	1	173684474
cg11906718	0.136657822932866	RNF19A	8	101322791
cg11908570	0.0319434770540664	KIAA0040	1	175162044
cg11909310	0.0324561877749491	GTPBP10	7	89975786
cg11909865	0.0248941708343235	C11orf57;PIH1D2	11	111944731
cg11911418	0.1578613525569	ELAC1	18	48493759
cg11911951	0.164370386460682	UNKL	16	1430216
cg11912049	0.0128250899888344		12	50361401
cg11913104	0.0128117588172153	RAD23A	19	13056743
cg11913615	0.0520945639254371	KCNG4	16	84273157
cg11916186	0.0116771050631259	THRAP3	1	36689760
cg11916609	0.131560066337136	IL1RL1	2	102927488
cg11917694	0.0157578321940766	STAMBPL1	10	90639684
cg11919271	NA	MED12L;P2RY12	3	151102879
cg11919694	0.022468780367315	TBC1D10B	16	30380600
cg11920519	0.312941801398091	MAP1LC3A	20	33135025
cg11921829	0.178463033565051	NA	NA	0
cg11928198	NA	SCNM1;LYSMD1	1	151137319
cg11928366	0.0100556784742635	NDUFB7	19	14682779
cg11928635	0.0184608838316	ZNF318	6	43337708
cg11930592	0.0112933571721028	MSX1	4	4861820
cg11932564	0.0104233991778564	TNFRSF13C	22	42322146
cg11933267	0.24912276452287	PLA2G2F	1	20466132
cg11933375	0.0196283985858726	SLC38A7	16	58718466
cg11934695	0.0247594423680771	ADRA1D	20	4230092
cg11935147	0.080186098969532	PDE4DIP	1	145075831
cg11935638	0.0477567953275235	EHHADH	3	184972145
cg11939047	0.0112741842809005	NA	NA	0
cg11939071	0.013078443449612	DTX1	12	113494429
cg11939496	0.333533737596606	CD244	1	160833560
cg11943820	0.912204518131882	ITPRIP	10	106094061
cg11944101	0.711317131111502	CD40LG	X	135730413
cg11944393	0.0188762702274334	SMC3	10	112327600
cg11946165	0.756421270815092	CTSK	1	150781434
cg11946503	0.470631961148132	NEUROG1	5	134870514
cg11946769	0.0112031352380077	NME6	3	48343235
cg11947493	0.0221587525957337	TNFRSF10D	8	23021515
cg11948328	0.0534083398512552	HSD17B12	11	43702395
cg11951066	0.963120198025573	NA	NA	0
cg11951446	0.0428256332861768	COX17	3	119396386
cg11952714	0.0635102129343342	SNX7	1	99126623
cg11953334	0.0467543950794958	GRIN2D	19	48897863
cg11953824	NA	C9orf6;IKBKAP	9	111697545
cg11953868	0.0342435105290644	WFDC10A;WFDC9	20	44258437
