Hybridization REF	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05	TCGA-A7-A0CG-01A-11D-A00Y-05
cg12897370	0.040410403702625	RBM16	6	155055079
cg12897458	NA	PDF;COG8	16	69365223
cg12900467	0.013173096553351	LATS2	13	21635665
cg12900739	0.181105308209068	RRAGB	X	55744069
cg12901064	0.322351034348844	CXorf26	X	75392571
cg12902039	0.486912620859612	OCA2	15	28344412
cg12902719	0.0174196985221815	LIMD1	3	45635223
cg12903171	0.479621872785391	GRB10	7	50850564
cg12906740	0.0143214757133808	NUDT15	13	48612050
cg12907644	0.410037600696675	SAA2	11	18270341
cg12909005	0.0131984026479328	ZNRD1;NCRNA00171	6	30028660
cg12910797	0.624441530460703	HOXB3	17	46651722
cg12911791	0.614498927502437	CSHL1	17	61988811
cg12914014	0.301411483295707	USP7	16	9058365
cg12914062	0.0192147582024821	EXOC1	4	56720202
cg12914362	0.0480984374160788	FZD8	10	35930479
cg12914657	0.498469462677426	GIMAP1	7	150413680
cg12916723	0.815236993643112	NKG7	19	51876788
cg12917695	0.00881582264486992	NA	NA	0
cg12919379	0.544733528409816	NA	NA	0
cg12920798	0.0202869069879312	TMEM91;B9D2	19	41870331
cg12924262	0.0469817264092566	CHPT1	12	102091054
cg12924408	0.013922167374937	RABL4	22	37172025
cg12925542	0.602062342534109	NA	NA	0
cg12927153	0.0129088103300119	PTGS1	9	125133318
cg12927617	0.791742833816362	ORM1	9	117084602
cg12927772	0.065671973236917	C9orf64	9	86571585
cg12928668	0.0269680756763193	SEMA6A	5	115910729
cg12930602	0.0254928961699895	CCDC85B	11	65657895
cg12930920	0.0218933827111733	DIS3;PIBF1	13	73356356
cg12932195	0.982685021097366	CRELD2;ALG12	22	50313343
cg12936220	NA	LOC100268168;RPL26L1	5	172385477
cg12936747	0.126637036034947	RBP4	10	95361386
cg12937434	0.338076095038122	BZRAP1	17	56405948
cg12937807	0.0185546909929891	LPHN1	19	14318115
cg12938998	0.24723457164124	GAB3	X	153978709
cg12939527	0.0316247593975532	TNIP2	4	2757706
cg12939547	NA	C6orf27	6	31744037
cg12940073	0.845864028876527	ABCC12	16	48180664
cg12940430	0.0311935341978279	SRF	6	43138965
cg12941369	0.183358498250666	PDCD6IP	3	33839389
cg12941931	0.826242554489901	SEMA6B	19	4559799
cg12943082	0.698062802357505	CCL26	7	75419311
cg12946225	0.0369635235529764	HMG20B	19	3573751
cg12946690	0.186277593601581	SMG6;SRR	17	2206740
cg12949760	0.727857116705019	KCNQ1	11	2542862
cg12949975	0.0607104319339347	GDF7	2	20867352
cg12951282	0.456576998505993	ASGR2	17	7018416
cg12952132	0.278204069540746	NCR1	19	55417647
cg12952136	0.0431959683516506	GRSF1	4	71705777
cg12953249	0.939224080797668	CRB2	9	126118772
cg12954718	0.489150095639073	USP6	17	5031366
cg12955127	0.686239943340532	WDR77;ATP5F1	1	111990884
cg12955583	0.0181751470727162	KNDC1	10	134974048
cg12958778	0.50316296563109	TBC1D14	4	6912474
cg12958813	0.846779656225174	ATP6V1G3	1	198509669
cg12958836	0.0190081770957412	FOXJ2	12	8185024
cg12960248	0.0360308530895627	GFOD2	16	67753554
cg12962021	0.0589535017877844	LIN9	1	226497619
cg12962778	0.891678630886601	ZNF385A	12	54778312
cg12963312	0.00933477948596121	TRAM2	6	52441723
cg12965512	NA	TSPAN8	12	71552336
cg12966875	0.201162687256635	SLPI	20	43883746
cg12967560	0.919491794748663	LYSMD4	15	100274195
cg12968903	0.864781230668378	NA	NA	0
cg12969407	0.0671597135073835		6	126101948
cg12969595	0.0191124458152546	TMEM98	17	31254878
cg12970008	0.0575785929498184	OSBPL5	11	3186095
cg12970081	0.728059489944419	GPR32	19	51273924
cg12970084	0.341723096068382		1	201977080
cg12970724	0.200707663763028	CRLF1	19	18718675
cg12971338	0.0207026963199356	TRAF4	17	27070618
cg12971694	0.70432236579065	CD72	9	35618412
cg12971958	0.0142786637699718	PDCD6IP	3	33839815
cg12973651	0.637345692229518	NA	NA	0
cg12975220	0.0157829625127018	MEIS1	2	66662585
cg12977318	0.0106515911837653	VPS26B;NCAPD3	11	134094651
cg12978308	0.280585021745936	NEIL1	15	75639433
cg12979743	0.0210640468180861	NDUFB5;MRPL47	3	179322479
cg12981137	0.0093626270262652	MGMT	10	131265575
cg12983442	0.028830202959831	ZNF552	19	58326226
cg12984356	0.0282790493207869	MAN2A2	15	91446813
cg12985164	0.0190368306352236	TSEN2	3	12525750
cg12985418	0.0160362569575308	MIB1	18	19320538
cg12986021	NA	DIRAS3	1	68516627
cg12989642	0.014347500856786	PURB	7	44924788
cg12989650	0.736006251540971	ARHGEF15	17	8213328
cg12990410	0.31352157241253	PCDHB4	5	140501117
cg12991341	NA	TMEM74	8	109800287
cg12991365	NA	CHDH;IL17RB	3	53880853
cg12992720	0.0921891130005162	LPAR2	19	19738592
cg12994003	0.017057283565842	LBR	1	225616475
cg12995941	0.405550510218019	NTRK1;INSRR	1	156829377
cg12997958	0.0326141909140398	FLII	17	18161617
cg12998491	0.495673750173317	FAM78A	9	134152531
cg12998614	0.0875615905692479	KISS1R	19	917068
cg12999103	0.030152838821504	ATP13A2	1	17337842
cg12999109	0.532426265836499	ACER1	19	6333587
cg13002506	0.900825738009819	GDPD4	11	76998821
cg13002939	0.297041042052241	PDGFRA	4	55094499
cg13003163	0.917053699341606	ANP32D	12	48866481
cg13005002	0.687534996604913	RFPL3	22	32752769
cg13006591	NA	TLR6	4	38831665
cg13007988	0.508536610397769	MLL2	12	49449136
cg13014406	0.0291513354439929	MORN1;RER1	1	2323870
cg13015534	0.411136977364995	ST6GALNAC1	17	74639793
cg13017345	0.849907619420794	MXI1	10	111966029
cg13018903	NA	HEPACAM	11	124806901
cg13019092	0.572123184253841	PDZK1	1	145727720
cg13021192	NA	CTSZ	20	57582213
cg13021384	0.0135851908452154	SLC27A2	15	50474754
cg13021725	0.0238342547460604	DSN1	20	35402523
cg13022129	0.770233231152734	PHYHD1	9	131683862
cg13022174	0.0216468626652233	SS18	18	23671059
cg13026483	0.021270952898643	TMEM161A	19	19249331
cg13030582	0.487760934484951	MFAP4	17	19290708
cg13031432	0.0167912832994474	NDRG4	16	58497767
cg13031679	0.0196275032552462	TBCCD1	3	186285398
cg13033054	0.56944428675738	TCP10L	21	33948561
cg13033853	0.0226490692305583	FIBCD1	9	133814399
cg13035743	0.575306837451159	PRRT1	6	32119685
cg13037275	NA	SESN3	11	94965364
cg13038560	0.719637203359817	C2orf60;C2orf47	2	200819113
cg13041032	0.946149747122307	MMP13	11	102826090
cg13042288	0.86618591966493	ANPEP	15	90349979
cg13042487	0.286334463650144	ZFYVE21;XRCC3	14	104181393
cg13043509	NA	GIMAP5	7	150434452
cg13043862	0.0445207801194507	EYA1	8	72274598
cg13044136	NA	AES	19	3062883
cg13044223	NA	SNORD55;SNORD46;RPS8	1	45240849
cg13044277	0.277844235405839	NRG4	15	76304546
cg13045611	0.0323721605287369	SUPT6H;SDF2	17	26989432
cg13047596	0.979339179609835	C2orf82	2	233735017
cg13047892	0.0257758089210846	MEOX2	7	15726649
cg13051968	NA	RNF144A	2	7057649
cg13052755	0.965019649984214	PVT1	8	128805589
cg13053396	0.69844419702748	C1S	12	7168545
cg13053608	0.58251254549538	GHDC	17	40345673
cg13055001	0.0408772549863643	PPP1CA	11	67169813
cg13055278	0.0232384053666953	ID2	2	8822288
cg13056210	0.713159329200293	NA	NA	0
cg13056269	0.0119073908607184	MCM6	2	136633607
cg13057368	0.0196030017336733	SSB	2	170655429
cg13057891	0.0152622590405183	ERCC5	13	103498411
cg13058581	0.0210093872022616	NCRNA00167;PRDM10	11	129872885
cg13059335	0.906825322090387	ADAMDEC1	8	24242109
cg13059782	0.365409085365493	NA	NA	0
cg13060154	0.568295442498177	DAB2IP	9	124461998
cg13060405	0.0391012651506323	MYO18A	17	27506970
cg13060646	0.00933643276138536	NA	NA	0
cg13060997	0.390962735442425	CCNA1	13	37006611
cg13062935	0.661609030445472	MRGPRX2	11	19082514
cg13064571	0.381629934117256	C8orf44	8	67587053
cg13064881	0.0438093441273482	NA	NA	0
cg13066542	0.0144833703229778	RFK	9	79009738
cg13066963	0.197091335561725	ESPN	1	6485317
cg13067215	0.171828924268531	TPPP3	16	67427285
cg13073894	0.0145556790676262	ZNF566	19	36980750
cg13074965	0.88438099569161	RBM14	11	66395305
cg13077930	NA	ALB	4	74269525
cg13078388	0.0360581611923891	CIRBP;C19orf23	19	1269048
cg13079099	0.0158992473745944	LENG9	19	54974383
cg13080465	0.0152520415137769	MANSC1	12	12503457
cg13081704	0.690018791926642	KCNQ1DN	11	2890457
cg13082192	0.59597546731754	IRS4	X	107980358
cg13083810	0.893945898419018	POU5F1	6	31139156
cg13084335	0.137287390890262	CRYAB;HSPB2	11	111782670
cg13084429	0.0524170580666715	VWA2	10	115999021
cg13084525	0.263121781256904	EHF	11	34642463
cg13084909	0.0113870185671362	RNF26	11	119205373
cg13085976	0.797577410169395	C9orf167	9	140171189
cg13086467	0.718063145460712	MORG1;C19orf56	19	12779373
cg13086586	NA	PAICS;PPAT	4	57303149
cg13088755	0.649080672175526	P2RY10	X	78200041
cg13097407	0.050387990472053	CRIP3	6	43276658
cg13097816	0.786949820338398	GPR35	2	241568439
cg13098382	0.0211630314273866	RNF38	9	36401460
cg13098960	0.556615042001311	SOX15	17	7494151
cg13099330	0.698375253632988	RBP1	3	139257799
cg13102585	0.215378730765034	RUNDC3A	17	42386208
cg13105904	0.0320511545130045	CBLN3;KHNYN	14	24900044
cg13107169	NA	N4BP2	4	40098238
cg13108181	0.0137904189609953	ZNF141	4	330865
cg13108328	0.0469594198963107	PLEKHA5	12	19282261
cg13109289	0.918724936826627	C1GALT1	7	7274782
cg13112336	0.0655695364247094	MCM9	6	119255874
cg13112511	0.916539395378354	PDE4D	5	58882753
cg13113656	0.0126200914153858	CLTC	17	57697489
cg13114389	0.0188612164264809	ENTPD7	10	101419241
cg13117105	0.0229685767534961	PAQR5	15	69591357
cg13118748	0.0232519394577176	C6orf136	6	30614722
cg13118849	0.673168932954912	NCAN	19	19327542
cg13119609	0.742770247402346	APOC2	19	45449297
cg13120519	0.0252076617953325	ALKBH7	19	6372660
cg13120814	0.0715127721125638	TMEM140	7	134832770
cg13121699	0.47560385531875	ZNF804A	2	185462397
cg13125510	0.679033903343006		11	130542491
cg13125997	NA	PKD1	16	2186901
cg13126790	0.650665681914844		6	160010346
cg13127386	0.0143494562803039	SLC4A8	12	51818768
cg13128531	0.48567250978805	ZBTB33	X	119384384
cg13129046	0.0965833058751088	C10orf35	10	71389696
cg13131015	0.732223291175485	GUCY2C	12	14849542
cg13132204	0.0114958436669792	ELMOD2	4	141445677
cg13133148	0.0106955560881126	SNAPC5	15	66790044
cg13133883	0.299307499489841	RGR	10	86004660
cg13134662	0.051142224070141	VAV2	9	136858680
cg13135121	0.967825498106259		14	65002445
cg13135127	0.0149585884115237	NA	NA	0
cg13135180	0.0120714329630372	RPP21	6	30312972
cg13138279	0.956151439415653	CRYBA1	17	27574645
cg13139843	0.321976598568102	KRTAP19-1	21	31852793
cg13140267	0.063994700631169	SNRNP200	2	96971704
cg13140464	0.923964919171481	AP3B2	15	83380023
cg13140740	0.248910443021574	NA	NA	0
cg13143729	0.716543662302184	NA	NA	0
cg13144004	0.01456474352211	UMPS	3	124449104
cg13144783	0.622056435817105	CCR1	3	46249795
cg13145013	0.899651275448817	NA	NA	0
cg13145440	0.0263728577357604	FAM117A	17	47841827
cg13145458	0.018697647435981	RNF185	22	31556086
cg13149307	0.0324543406592511	PLXDC2	10	20104452
cg13149996	0.897220192893715	EIF4G3	1	21437982
cg13150441	0.0463045620402845	RNF40;C16orf93	16	30774108
cg13150596	NA	GIPC1	19	14606390
cg13150977	0.0172741152133881	UBE2QP1	15	85114131
cg13151102	0.0212139848413164	KCNJ4	22	38852154
cg13152535	0.598713152074003	CLEC11A	19	51226557
cg13153865	0.0247009783991763	OSGIN2	8	90914101
cg13155059	0.0255222783484648	CAPZA2	7	116502333
cg13156121	NA	TEPP	16	58010114
cg13156411	0.926857669999276	PTH1R	3	46919454
cg13158571	0.0604930527141165	CYP4X1	1	47489195
cg13159566	0.0660580234736326	CCDC59;C12orf26	12	82752887
cg13160888	0.0149736094483772	NIPSNAP3B	9	107526516
cg13162577	0.937843757285907	C11orf42	11	6226437
cg13162810	0.0159544232852335	NA	NA	0
cg13163729	0.0274829276427608	SIX3	2	45169447
cg13164309	NA		1	20898017
cg13164537	0.595502587869652	CD226	18	67624071
cg13168374	0.939935509178123	CPLX4	18	56986220
cg13168683	0.0498488263973956	JAKMIP1	4	6202379
cg13168820	0.0312137108764068	PTPRT	20	41818356
cg13169373	0.0235802240600836	APP	21	27542843
cg13170032	0.156111061824961	HLX	1	221052143
cg13173909	0.0105763998462	UGGT1	2	128848815
cg13174077	0.69107016124352	CUL4B	X	119709371
cg13174197	0.0644908228348381	GNL3;PBRM1	3	52720522
cg13176285	0.0205904219855541	ZNF828	13	115080469
cg13176979	0.186283067850648	HMGN3	6	79944654
cg13179915	0.841612156769383	KCNK7	11	65362949
cg13179983	0.0149757767090432	PIK3R2	19	18264162
cg13180098	0.591361631021811	RHO	3	129246923
cg13180809	0.0590648178756679	HPS1	10	100206399
cg13181019	NA	MPP7	10	28571582
cg13181284	0.850799376414517	KRT6B	12	52845687
cg13183496	0.378781999879175	FAM120C	X	54209920
cg13183539	0.975779383898645	FZR1	19	3522577
cg13184442	0.0338355508014206	CDC5L	6	44355163
cg13184872	0.0936778989003965	PNPLA3	22	44319719
cg13185177	0.926873459029706	GP5	3	194119885
cg13185308	0.649776011275791	ABCC8	11	17498819
cg13188385	0.0123165658727338	SRGAP3	3	9291334
cg13191049	0.115175796954941	SYNM	15	99645663
cg13191808	0.0155930894819639	PCSK9	1	55505327
cg13192155	0.896255981501181	ERAS	X	48685943
cg13199589	0.0960115939358856	RIMKLA	1	42845990
cg13199822	0.0151076863172007	ATP6V1A;NAA50	3	113466193
cg13201322	0.792771578737737	MAGEB1;MAGEB4	X	30261225
cg13202751	0.548534548010349	SLC6A3	5	1446443
cg13204181	0.895153874991853	GH1	17	61995750
cg13205516	0.0196209705363269	GBAS	7	56032364
cg13206017	0.0849770435501482	SST	3	187388225
cg13208492	0.0115627255872989	TSN	2	122513376
cg13208732	0.00945110893060298	CHCHD7;PLAG1	8	57124347
cg13210512	0.0282689892605974	SPATA2	20	48531577
cg13210534	0.466786839978672	HSPB2	11	111784328
cg13214349	0.0100869829565369	NA	NA	0
cg13214422	0.560292123000655	MYOZ3	5	150040606
cg13216057	0.0309978898600627	DKK3	11	12030643
cg13216088	0.023450435458804	PSMD1	2	231921414
cg13216303	0.012994755033851	ILF2	1	153643044
cg13216351	0.03068388162111	MOCS3;DPM1	20	49575105
cg13217373	0.501019672760316	RPS6KA2	6	167275395
cg13218435	0.0208109693431892	PET112L	4	152682442
cg13218906	0.0279588646170914	PCMTD2	20	62886751
cg13219107	0.0213085060592337	LRBA	4	151937234
cg13221588	0.0213264730133341	TTF2	1	117603102
cg13221796	NA	RB1	13	48876919
cg13222081	0.036817540753763	MRPL52	14	23298926
cg13224710	0.777941870764368	TGIF1	18	3411743
cg13225039	0.128608426069267	TMEM129;TACC3	4	1722160
cg13226172	0.0179805724212553	CNTFR	9	34589381
cg13226591	0.72966500459091	MAGEB18	X	26156545
cg13228642	0.087893887571366	IER5	1	181057360
cg13230197	0.217417938219666	CSPG4	15	76005012
cg13230584	0.0136492256864493	GSTK1	7	142960778
cg13232900	0.0243233770186642	ADAT1	16	75656651
cg13233799	0.0134154821213477	PTPRF	1	43996745
cg13234643	0.0147239212614687	CTSL2	9	99801371
cg13234848	0.079241158669932	AUTS2	7	69063971
cg13234863	0.285749929655089	TMEM132D	12	130389138
cg13235447	0.473614279888721	NA	NA	0
cg13236107	NA	C20orf152	20	34556051
cg13236637	0.0221683469197273	MED21	12	27175529
cg13236854	0.0129271218097018	NAPA	19	48018668
cg13237829	NA	TECR;MIR639	19	14640386
cg13237906	0.0133799215900005	SLC26A2	5	149340052
cg13240311	0.029827956789852	PKIG	20	43160795
cg13240332	0.0181439592517702	ARPC2	2	219081679
cg13240598	NA	LQK1;FLVCR1	1	213031266
cg13240639	0.0364513778013417	UCRC;ZMAT5	22	30162856
cg13243219	0.0345995093924631	MECOM	3	169381522
cg13243377	0.0783638572514281	CNOT7;VPS37A	8	17103891
cg13244707	0.0197998811582182	UQCRC2	16	21963795
cg13245912	0.0125143916944594	RTN3	11	63449340
cg13246269	0.530733158858183	NA	NA	0
cg13246592	0.339521821391681	P2RX5	17	3600461
cg13246654	0.0116648747453234	CAMK2D	4	114682613
cg13247990	0.863362867937543	MYLK3	16	46782176
cg13249256	0.986284535615188	MAEL	1	166958581
cg13250711	0.0613923569156012	ARNTL	11	13298675
cg13253729	0.946417513802116	LOC91316;RGL4	22	24032426
cg13255096	0.0166706964869787	MAP3K5	6	137112939
cg13255190	NA	GALNT8	12	4829286
cg13255629	NA	MEPE	4	88752660
cg13257485	NA	NXT2	X	108778854
cg13258606	0.012246552963625	FDX1	11	110300632
cg13258700	0.0781138964402683	C7orf13;RNF32	7	156433997
cg13259290	0.596767162024611	CSF2	5	131408382
cg13260333	NA	C6orf108	6	43197365
cg13260633	0.0136865044720676	CBR4	4	169931597
cg13262687	0.418132079556279	POU4F2	4	147559579
cg13262752	0.0333568989582735	YIPF1	1	54355695
cg13263114	0.0611779925745291	ERBB2	17	37857070
cg13263483	NA	GJB3	1	35247084
cg13264208	0.016483065779023	SEC61A1	3	127770926
cg13264741	0.051320103306364	GRIN2B	12	14133426
cg13265003	0.638805209473434	SLC37A1	21	43919023
cg13265789	0.0683100112596675	UNC5C	4	96470584
cg13266292	0.176148635953933	RPS15	19	1438084
cg13266631	0.0899151794986938	NEFL	8	24815006
cg13269407	0.101357808313777	C22orf26;LOC150381	22	46450107
cg13269964	0.563766955380098	CD300LG	17	41924577
cg13270853	0.749125898785965	CHFR	12	133435649
cg13271076	0.0221299606793925	PRMT2	21	48055715
cg13271951	0.74653538211172	FAM57B	16	30041760
cg13271963	0.983348337284585	ANKRD2	10	99332592
cg13272258	0.0119102144947819	USP2	11	119252474
cg13272327	0.013036556725332	ARMC8	3	137906213
cg13273136	0.65394976064998	PSD4;LOC440839	2	113931565
cg13274254	0.0286383089881021	GULP1	2	189157566
cg13274713	0.0314911126358282	TBX2	17	59477286
cg13277160	0.0130332356629929	FAM119A	2	208490587
cg13277179	NA	PHKG2	16	30759310
cg13277385	0.0171227115077214	DECR1	8	91013426
cg13277716	0.222373297493955	KAL1	X	8699941
cg13277939	0.294657165621162	CTAGE5	14	39735211
cg13278334	0.0577432101698384	ALDH16A1;PIH1D1	19	49954994
cg13279585	0.371183229931354	NA	NA	0
cg13281719	0.0182696647853708	ATG16L1	2	234160162
cg13281868	0.928185826866563	C6orf142	6	53883888
cg13282594	0.731318879199352	BGLAP	1	156211609
cg13282837	0.625926421586716	TCL1A	14	96180648
cg13282951	0.115054831788212	NA	NA	0
cg13283751	0.0677549854887995	NA	NA	0
cg13283942	0.0150011173281135	S100A13;C1orf77	1	153606541
cg13284426	NA	PRELID1;RAB24	5	176732122
cg13285447	0.0155030275189335	NUMBL	19	41196734
cg13286902	0.585200832337857	TRMT2B	X	100306780
cg13287780	0.881272263459799	NA	NA	0
cg13288195	0.761413634958341	FBXL22	15	63889711
cg13289321	0.677080507864416	ASB10	7	150884003
cg13289561	0.0175625014277232	METTL1;FAM119B	12	58166652
cg13293721	0.0258023476393495	RPIA	2	88990738
cg13294439	0.0146755381161291	PPTC7	12	111021269
cg13294509	0.0338922736893214	GLE1	9	131266872
cg13294594	0.0474299189228401	MAST1	19	12949443
cg13296371	NA	TMEM128	4	4250746
cg13296563	0.0155307043089748	RPL6	12	112847257
cg13297249	0.939325444252573	NA	NA	0
cg13297865	0.0493052192964316	ELOVL4	6	80657415
cg13297960	0.252896517461324	NCAM2	21	22370237
cg13298382	0.0176311390739208	PFDN2;NIT1	1	161087635
cg13299148	NA	COL16A1	1	32170433
cg13300756	0.377232116605376	HAS1	19	52228038
cg13301003	0.547995652927419	WT1	11	32449254
cg13301014	NA	SPINT2	19	38754768
cg13301933	0.0215869155943854	RORA	15	61521439
cg13302154	0.164893530201777	MGP	12	15039432
cg13302823	0.400723681805845	SCRT1	8	145559792
cg13303256	0.0176037614219219	PHF1	6	33378019
cg13306164	0.0178302804215188	HPCA	1	33352184
cg13306784	0.0687604584599302	INPP5E	9	139334488
cg13307384	0.476413204108448	PRPF40B	12	50017787
cg13309018	0.0150427470587596	CIZ1;DNM1	9	130965761
cg13310628	0.0101899525431599	SOLH;C16orf10	16	576870
cg13310671	0.0100881341444405	RNF114	20	48553087
cg13311440	0.564519265125785	CD48	1	160681404
cg13313036	0.0091345143043198	SLC29A2	11	66139196
cg13314167	0.963350957503596		9	114557553
cg13315147	0.0267484555966006	CYP2E1	10	135341528
cg13315690	0.343950939971038	OVCA2;DPH1	17	1944831
cg13316191	0.0203079763632369	CDCA7L	7	21985884
cg13316424	0.748592013760266	CIZ1;DNM1	9	130968009
cg13319139	0.182386428757815	ST3GAL2	16	70472477
cg13319175	0.566619942967083	CAPZB	1	19746564
cg13319664	0.0148843317026774	DNAJC28	21	34863952
cg13320626	0.0985964336860942	ST8SIA4	5	100238655
cg13320683	0.853231477975068	RHOBTB1	10	62761819
cg13322449	0.783581705404398	CEACAM3	19	42300200
cg13323474	0.025171701397744	TTC18	10	75118523
cg13323752	0.338499836282981	SLC2A14	12	8025567
cg13325261	0.0146938627145618	ARNTL2	12	27486075
cg13325529	0.0270661892536996	TMEM107	17	8079954
cg13325666	0.0152658157623966	MLLT4;C6orf124	6	168227843
cg13326338	0.969666733424489	SIL1	5	138463619
cg13328485	0.70840555605654	UBR3	2	170806154
cg13332088	0.0130171297928606	C14orf80	14	105957742
cg13332130	0.0172664486956029	RAB4B	19	41284234
cg13332925	0.0124737612099937	LOC100130691;AGPS	2	178257559
cg13333141	0.00945101852176638	NA	NA	0
cg13334054	0.885081626720515	NA	NA	0
cg13334277	0.549250062301298	SPACA1	6	88757878
cg13334990	NA	ENO2	12	7023763
cg13335112	0.735217765471188	ABHD12B	14	51339216
cg13336167	0.0158418812891604	ZNF579	19	56092141
cg13337662	0.665057551381432	ATP12A	13	25255297
cg13337865	0.0437363538840064	TEKT1	17	6734991
cg13338132	0.925567918720839	FAM71C;ANKS1B	12	100041984
cg13340269	0.231739768931872	TMEM35	X	100333778
cg13342120	0.0256945110403909	TRAFD1	12	112563444
cg13342558	0.348378776035565	TECTB	10	114043548
cg13342625	0.0112776546595065	WDR65;EBNA1BP2	1	43638094
cg13343486	0.0161966385269608	KLK10	19	51520533
cg13344740	0.2748620083379	DLX5	7	96654132
cg13346032	0.0250856336600116	TBC1D22A	22	47158756
cg13346411	0.0970378982986991	CCKBR	11	6280512
cg13347296	0.0199457656199937	PFDN4	20	52825087
cg13348944	0.39778424999418	SCN2B	11	118047121
cg13349425	0.72864872855261	C5orf20	5	134783075
cg13350481	0.0175444133629954	EXOG	3	38537876
cg13350783	0.884361062873574	KRT13	17	39661354
cg13351161	0.472123870256261	SCARA3	8	27490921
cg13351406	NA		22	36031241
cg13351583	0.46630831585165	SHC3	9	91793648
