Hybridization REF	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05
cg12737574	0.0331579931662138	CATSPER2P1;PDIA3	15	44038332
cg12737801	0.0386878297263639	TCEA1	8	54934346
cg12738007	0.0121070213500702	MRPL16	11	59578167
cg12738197	0.0132438651266168	ZNF572	8	125985883
cg12739034	0.0132910149052327	PTGER3	1	71513626
cg12739647	0.00826744920466661	SFT2D2	1	168195558
cg12741420	0.655703972204434	IRF4	6	392131
cg12741488	0.129941321429315	FLYWCH2	16	2933841
cg12743398	0.368689729653898	SULT1A2	16	28609531
cg12743894	0.00462721273073744	C11orf46	11	30344937
cg12744185	0.0182772422540723	PCTP	17	53828387
cg12745769	0.102386550319249	ZNF493	19	21579993
cg12748258	0.00782756260168984	HR	8	21988173
cg12748926	NA	PLD3;C19orf47	19	40854020
cg12753358	0.0665022132738018	EFNB1	X	68047716
cg12753858	0.569041952614357	C15orf55	15	34637869
cg12754733	0.0127105124682527	C19orf39	19	11485436
cg12754854	0.873184643925268	PHYHD1	9	131682859
cg12757143	NA	WDR85	9	140473704
cg12757684	0.689821931417183	PLAGL1;HYMAI	6	144329485
cg12758687	0.55065553222068	DRD2	11	113346327
cg12759554	0.564732317859209	NAP1L5;HERC3	4	89618637
cg12762680	0.0651907618033544	PSMB9;TAP1	6	32822346
cg12762799	0.791313984759109	CLEC4E	12	8693542
cg12763546	0.897063880359794	ZNF232	17	5027051
cg12766348	0.013890431845648	CLK4	5	178054039
cg12768605	0.755517633558242	LYPD5	19	44324951
cg12770741	0.910192616141435	NXN	17	883776
cg12771281	0.0222170790581171	SLC38A6;TRMT5	14	61447816
cg12774845	0.0310644604193345	C14orf45;ENTPD5	14	74486312
cg12775479	0.915815725525957	IGSF10	3	151176684
cg12775613	0.932107051255009	HTR1F	3	88040034
cg12776163	0.0211396482000601	SEPT7	7	35840706
cg12780286	0.0187023149014725	IQCB1;EAF2	3	121553586
cg12780322	0.0485103681757823	SRP72	4	57334163
cg12781218	0.040482166733581	C7orf31	7	25219610
cg12781395	0.0417263704507594	C14orf178;SNW1	14	78227701
cg12781568	0.883379328893939	WT1	11	32452038
cg12782180	0.876607430890332	LEP	7	127880932
cg12783573	0.0213289210738741	ZUFSP	6	116989975
cg12783640	0.022686744381317	ABCC5	3	183735660
cg12783776	0.528037451481618	SERPING1	11	57365948
cg12784172	0.903636808817097	TUBGCP4;ZSCAN29	15	43661957
cg12785087	0.0107134903888988	NAA40	11	63705946
cg12785675	0.0294451144785275	ARMC2	6	109169698
cg12785689	0.0224300376100114	EIF6	20	33872408
cg12787624	0.0096021214368928	LIMA1	12	50677281
cg12788061	0.0101085260142353	TIGD3	11	65122441
cg12788313	0.661053995611322	NA	NA	0
cg12788467	0.84294452969891	HNF1B	17	36105335
cg12788471	0.00781925354924918	ARPC5L	9	127630977
cg12789833	NA	FBXO22	15	76195876
cg12790134	0.172921131689325	VCPIP1	8	67578787
cg12791465	0.615758835969407	NA	NA	0
cg12791554	0.92895768902864	PRR4;TAS2R20;PRH1	12	11151622
cg12792011	0.0285793837353233	ZNF329	19	58661915
cg12792157	0.00853441742831969	MYCBP	1	39339004
cg12792366	0.0126383772773115	LRRFIP2	3	37217087
cg12792367	0.788065072225686	TFR2	7	100238750
cg12793610	0.151204200266087	TRIM2	4	154125637
cg12795208	0.828638303252431	KRT6B	12	52845938
cg12796229	0.010622945770433	SLMO1	18	12408045
cg12797788	0.011654462797922	CENPT;NUTF2	16	67881270
cg12799265	NA	LEPRE1;C1orf50	1	43231483
cg12799835	0.0525294750197845	FAAH2	X	57313034
cg12799895	0.721521519003968	NA	NA	0
cg12800028	0.193118439562291	GPR6	6	110300146
cg12800145	NA	GPRC5D	12	13103655
cg12802819	0.0255944343605898	DDX25;PUS3	11	125773242
cg12803724	0.0177812906831338	FAM164A	8	79578360
cg12804976	0.0583035671276163	NA	NA	0
cg12806381	0.0200238712984073	PIGV	1	27114177
cg12806521	0.0284484528789553	NOP2	12	6677729
cg12808992	0.016576289438237	ULBP2	6	150263354
cg12809314	0.157920006591328	ZNF445	3	44518785
cg12810190	0.0221114713687933	ZNF740;CSAD	12	53574537
cg12810837	0.785563724426161	CLEC2D	12	9822287
cg12811135	0.967991312000163	C2orf51	2	88824472
cg12813792	NA	C20orf85	20	56725695
cg12813797	0.635031554350405	TAAR6	6	132891505
cg12813922	0.0299821646011703	RAB3GAP1	2	135809940
cg12814525	0.0151561548061844	MDC1	6	30685250
cg12815142	0.13854194316176	CAMTA2;SPAG7	17	4872603
cg12815841	NA	LHPP	10	126150822
cg12815916	0.975438839778505	PTPN18	2	131114432
cg12818699	0.809021584677912	FAM65B	6	24877582
cg12819826	0.822450212319874	PPAN;PPAN-P2RY11	19	10216676
cg12820481	0.0170545998516697	NEK2	1	211848760
cg12820608	0.0138234518594223	RARG	12	53626390
cg12821045	0.0128783740531241	ZNF573	19	38270280
cg12821724	0.862780068717718	SLC23A2	20	4990320
cg12823748	0.053464173058993	USP15	12	62654080
cg12825252	0.0079421931796922	CCDC142;TTC31	2	74710227
cg12827188	0.115221631883117	FGA	4	155511987
cg12827555	0.403978791649182	VSX2	14	74706031
cg12830694	NA	PPP1R14A	19	38747796
cg12830829	0.0257197193235869	TMX1	14	51707081
cg12832565	0.852657699049755	CD160	1	145715672
cg12832649	0.0322822013948712	SPOCK1	5	136834863
cg12833011	0.431906104807005	KCNIP1	5	169930535
cg12833508	NA	AP1S3	2	224701802
cg12833720	NA	BCL3	19	45251551
cg12835684	0.192563896840881	MFSD5	12	53645647
cg12836610	0.0568675419461779	MTCH2	11	47663538
cg12836863	0.935891523595322	BRCA2	13	32889023
cg12838902	NA	SLC29A4	7	5322586
cg12839593	0.0153864416561119	SIX1	14	61116227
cg12840719	0.238360596975153	CDKN2A	9	21968233
cg12841020	0.16118196591739	PGF	14	75422604
cg12842316	0.597477963619034	SLITRK4	X	142723457
cg12844497	0.0415981680994434	AURKB	17	8114032
cg12845249	0.0104034344035471	CENPT;THAP11	16	67876451
cg12845808	0.6028744607574	PCDH12	5	141338604
cg12846567	0.932139807035965	ZNF556	19	2866619
cg12846938	0.0301751212354573	MIR639;TECR	19	14640140
cg12847373	0.311478489796293	EDNRB	13	78493349
cg12848131	0.00755051996761539	KLF5	13	73633312
cg12850636	NA	TJP3	19	3727602
cg12853521	0.0560934504676538	MC5R	18	13824359
cg12854483	0.704707155710947	CNN1	19	11649671
cg12855851	0.385163246689358	PGC	6	41715185
cg12855988	0.455549697860655	RPS12;SNORD101	6	133135904
cg12856392	0.527395913645949	ZNF107	7	64126140
cg12857957	0.0106783086412664	LZTFL1	3	45883621
cg12858075	0.0766585142004521	E2F6	2	11606497
cg12858460	0.743868131416819	EOMES	3	27763737
cg12858514	0.894886428282677	PADI3	1	17575607
cg12862537	0.919900224199166	BLCAP;NNAT	20	36148679
cg12864235	0.372191289797734	CDH9	5	27038782
cg12864581	0.904571890734495	NKAIN1	1	31660916
cg12864853	0.0143363660620569	TPBG	6	83073156
cg12864903	NA	EFCAB5	17	28267374
cg12865837	0.698897188367883	SIM1	6	100911526
cg12866859	NA	HEXIM1	17	43224332
cg12867068	0.045862695804055	CDKL1	14	50863241
cg12867448	0.310584606840702	ODF2	9	131217480
cg12869058	NA	ABCA4	1	94587872
cg12869240	NA	DHX32	10	127569973
cg12870705	0.43447393111832	NRP1	10	33624623
cg12871124	0.00902104743384644	STARD4	5	110848106
cg12872238	0.435351410540255	TRPC5;ZCCHC16	X	111327092
cg12873941	0.0288691817906073	C14orf109;MOAP1	14	93651794
cg12874092	0.638967488184431	VIM	10	17271519
cg12875426	0.270375014635389	DYM	18	46987532
cg12876594	0.427238011879788	NPR2	9	35791798
cg12878228	0.183958523222223	PRSS1	7	142456124
cg12879297	0.0247578847813898	C16orf46	16	81110754
cg12879425	0.703667659791439	STAP1	4	68424495
cg12880200	NA	LSM10	1	36863738
cg12880658	0.747642200992504	CDO1	5	115152386
cg12883767	0.868857613524984	SLC26A10	12	58013109
cg12884406	0.2928484051879	COL11A1	1	103573989
cg12885244	NA	KRCC1	2	88355058
cg12888039	0.0102445394235518	ADIPOR1	1	202927266
cg12888113	0.982467334229021	MASP2	1	11107048
cg12888961	0.0129371625365377	CDK17	12	96794220
cg12891678	0.15798584911123		1	153015281
cg12893143	0.132268822063916	UNC5A	5	176237996
cg12894126	0.113162181350774	UCK1	9	134405925
cg12894629	NA	OSTalpha	3	195942717
cg12894984	0.753659055589577	PNMT	17	37823631
cg12897370	0.0223809565357098	RBM16	6	155055079
cg12897458	NA	PDF;COG8	16	69365223
cg12900467	0.0112370344228362	LATS2	13	21635665
cg12900739	0.130172188585365	RRAGB	X	55744069
cg12901064	0.303778898888846	CXorf26	X	75392571
cg12902039	0.687366786020586	OCA2	15	28344412
cg12902719	0.014426422424141	LIMD1	3	45635223
cg12903171	0.344265489766994	GRB10	7	50850564
cg12906740	0.0182854742673544	NUDT15	13	48612050
cg12907644	0.31174073368523	SAA2	11	18270341
cg12909005	0.0152542871536136	ZNRD1;NCRNA00171	6	30028660
cg12910797	0.389217864645809	HOXB3	17	46651722
cg12911791	0.636268889264236	CSHL1	17	61988811
cg12914014	0.550345214712335	USP7	16	9058365
cg12914062	0.0116029494600201	EXOC1	4	56720202
cg12914362	0.0168553127116086	FZD8	10	35930479
cg12914657	0.606091400424453	GIMAP1	7	150413680
cg12916723	0.554876953784156	NKG7	19	51876788
cg12917695	0.00722824696878177	NA	NA	0
cg12919379	0.817857809331728	NA	NA	0
cg12920798	0.0175524324137169	TMEM91;B9D2	19	41870331
cg12924262	0.0308479956253404	CHPT1	12	102091054
cg12924408	0.0372269781559154	RABL4	22	37172025
cg12925542	0.307849514916882	NA	NA	0
cg12927153	0.0082216832756897	PTGS1	9	125133318
cg12927617	0.822148554716908	ORM1	9	117084602
cg12927772	0.0847486109982948	C9orf64	9	86571585
cg12928668	0.0208690518769385	SEMA6A	5	115910729
cg12930602	0.0334847681380533	CCDC85B	11	65657895
cg12930920	0.0346337707733306	DIS3;PIBF1	13	73356356
cg12932195	0.963060219808766	CRELD2;ALG12	22	50313343
cg12936220	NA	LOC100268168;RPL26L1	5	172385477
cg12936747	0.0513776890003121	RBP4	10	95361386
cg12937434	0.78278777759303	BZRAP1	17	56405948
cg12937807	0.0169760913116755	LPHN1	19	14318115
cg12938998	0.0410147812540038	GAB3	X	153978709
cg12939527	0.0402331850743078	TNIP2	4	2757706
cg12939547	NA	C6orf27	6	31744037
cg12940073	0.936907523808335	ABCC12	16	48180664
cg12940430	0.0199975164492169	SRF	6	43138965
cg12941369	0.0794137777895972	PDCD6IP	3	33839389
cg12941931	0.900125937292516	SEMA6B	19	4559799
cg12943082	0.811500872021366	CCL26	7	75419311
cg12946225	0.0149933767955609	HMG20B	19	3573751
cg12946690	0.20235777845845	SMG6;SRR	17	2206740
cg12949760	0.899269820221703	KCNQ1	11	2542862
cg12949975	0.47992574916617	GDF7	2	20867352
cg12951282	0.193439828704767	ASGR2	17	7018416
cg12952132	0.126302384772884	NCR1	19	55417647
cg12952136	0.107191065723419	GRSF1	4	71705777
cg12953249	0.938641699584948	CRB2	9	126118772
cg12954718	0.374858260780057	USP6	17	5031366
cg12955127	0.657307664960736	WDR77;ATP5F1	1	111990884
cg12955583	0.539316945929056	KNDC1	10	134974048
cg12958778	0.163715582242101	TBC1D14	4	6912474
cg12958813	0.186478521287261	ATP6V1G3	1	198509669
cg12958836	0.0263703563898382	FOXJ2	12	8185024
cg12960248	0.183762296165977	GFOD2	16	67753554
cg12962021	0.100520783242317	LIN9	1	226497619
cg12962778	0.950808280616971	ZNF385A	12	54778312
cg12963312	0.00930370573459992	TRAM2	6	52441723
cg12965512	NA	TSPAN8	12	71552336
cg12966875	0.255669577638568	SLPI	20	43883746
cg12967560	0.952664936520117	LYSMD4	15	100274195
cg12968903	0.500959898960619	NA	NA	0
cg12969407	0.108081684342706		6	126101948
cg12969595	0.0128287146569859	TMEM98	17	31254878
cg12970008	0.0278155877667633	OSBPL5	11	3186095
cg12970081	0.129219279131907	GPR32	19	51273924
cg12970084	0.183480152642914		1	201977080
cg12970724	0.168471609942035	CRLF1	19	18718675
cg12971338	0.021978468532472	TRAF4	17	27070618
cg12971694	0.402161867563483	CD72	9	35618412
cg12971958	0.0220885474866931	PDCD6IP	3	33839815
cg12973651	0.784041019134623	NA	NA	0
cg12975220	0.00925226560862408	MEIS1	2	66662585
cg12977318	0.00866557389644602	VPS26B;NCAPD3	11	134094651
cg12978308	0.0830907834894605	NEIL1	15	75639433
cg12979743	0.0578997600149895	NDUFB5;MRPL47	3	179322479
cg12981137	0.00420384839076647	MGMT	10	131265575
cg12983442	0.0245923262379844	ZNF552	19	58326226
cg12984356	0.0336168035238107	MAN2A2	15	91446813
cg12985164	0.0190562704604114	TSEN2	3	12525750
cg12985418	0.0123777633553993	MIB1	18	19320538
cg12986021	NA	DIRAS3	1	68516627
cg12989642	0.0200500726607882	PURB	7	44924788
cg12989650	0.876379066655386	ARHGEF15	17	8213328
cg12990410	0.305279128927212	PCDHB4	5	140501117
cg12991341	NA	TMEM74	8	109800287
cg12991365	NA	CHDH;IL17RB	3	53880853
cg12992720	0.392842124167321	LPAR2	19	19738592
cg12994003	0.0706286810499424	LBR	1	225616475
cg12995941	0.211958688846188	NTRK1;INSRR	1	156829377
cg12997958	0.0248759017266268	FLII	17	18161617
cg12998491	0.706796264760037	FAM78A	9	134152531
cg12998614	0.015343760652736	KISS1R	19	917068
cg12999103	0.0239999463193311	ATP13A2	1	17337842
cg12999109	0.189416693346076	ACER1	19	6333587
cg13002506	0.432362922170914	GDPD4	11	76998821
cg13002939	0.276255475388716	PDGFRA	4	55094499
cg13003163	0.816294776223349	ANP32D	12	48866481
cg13005002	0.775931267609895	RFPL3	22	32752769
cg13006591	NA	TLR6	4	38831665
cg13007988	0.371376210969185	MLL2	12	49449136
cg13014406	0.0943595930569255	MORN1;RER1	1	2323870
cg13015534	0.159199116204356	ST6GALNAC1	17	74639793
cg13017345	0.442925624147905	MXI1	10	111966029
cg13018903	NA	HEPACAM	11	124806901
cg13019092	0.287994482798234	PDZK1	1	145727720
cg13021192	NA	CTSZ	20	57582213
cg13021384	0.0202591750643475	SLC27A2	15	50474754
cg13021725	0.0117771009656297	DSN1	20	35402523
cg13022129	0.783461464174156	PHYHD1	9	131683862
cg13022174	0.130757707802348	SS18	18	23671059
cg13026483	0.0299222532714932	TMEM161A	19	19249331
cg13030582	0.390298906963086	MFAP4	17	19290708
cg13031432	0.0191599953467164	NDRG4	16	58497767
cg13031679	0.0298447782576217	TBCCD1	3	186285398
cg13033054	0.508529701405668	TCP10L	21	33948561
cg13033853	0.0189816461775485	FIBCD1	9	133814399
cg13035743	0.886996536678649	PRRT1	6	32119685
cg13037275	NA	SESN3	11	94965364
cg13038560	0.352407479609441	C2orf60;C2orf47	2	200819113
cg13041032	0.861290234276	MMP13	11	102826090
cg13042288	0.608032758556114	ANPEP	15	90349979
cg13042487	0.0362027560520537	ZFYVE21;XRCC3	14	104181393
cg13043509	NA	GIMAP5	7	150434452
cg13043862	0.0223024084062121	EYA1	8	72274598
cg13044136	NA	AES	19	3062883
cg13044223	NA	SNORD55;SNORD46;RPS8	1	45240849
cg13044277	0.123162694313101	NRG4	15	76304546
cg13045611	0.0794760701913597	SUPT6H;SDF2	17	26989432
cg13047596	0.960381249825777	C2orf82	2	233735017
cg13047892	0.0320312546593061	MEOX2	7	15726649
cg13051968	NA	RNF144A	2	7057649
cg13052755	0.959166188201077	PVT1	8	128805589
cg13053396	0.813055334609333	C1S	12	7168545
cg13053608	0.726973056744534	GHDC	17	40345673
cg13055001	0.0869442145514877	PPP1CA	11	67169813
cg13055278	0.315801878778403	ID2	2	8822288
cg13056210	0.215257876565531	NA	NA	0
cg13056269	0.0135336828587403	MCM6	2	136633607
cg13057368	0.0229320734197506	SSB	2	170655429
cg13057891	0.0217620122229309	ERCC5	13	103498411
cg13058581	0.0217956495408803	NCRNA00167;PRDM10	11	129872885
cg13059335	0.828814649452499	ADAMDEC1	8	24242109
cg13059782	0.533901472119063	NA	NA	0
cg13060154	0.0688911814309423	DAB2IP	9	124461998
cg13060405	0.0222444589356643	MYO18A	17	27506970
cg13060646	0.00916831957862899	NA	NA	0
cg13060997	0.590280374813199	CCNA1	13	37006611
cg13062935	0.352822587281932	MRGPRX2	11	19082514
cg13064571	0.191964293430019	C8orf44	8	67587053
cg13064881	0.0199240131602648	NA	NA	0
cg13066542	0.0136407398060258	RFK	9	79009738
cg13066963	0.562663803782706	ESPN	1	6485317
cg13067215	0.0898181821122338	TPPP3	16	67427285
cg13073894	0.0101806605908229	ZNF566	19	36980750
cg13074965	0.934720670046565	RBM14	11	66395305
cg13077930	NA	ALB	4	74269525
cg13078388	0.0433650282973206	CIRBP;C19orf23	19	1269048
cg13079099	0.0208574088960396	LENG9	19	54974383
cg13080465	0.0112210077921516	MANSC1	12	12503457
cg13081704	0.878722878054377	KCNQ1DN	11	2890457
cg13082192	0.712166411858065	IRS4	X	107980358
cg13083810	0.935118080799372	POU5F1	6	31139156
cg13084335	0.0367770808427077	CRYAB;HSPB2	11	111782670
cg13084429	0.0340286594048096	VWA2	10	115999021
cg13084525	0.0718050779812724	EHF	11	34642463
cg13084909	0.00916599139228812	RNF26	11	119205373
cg13085976	0.901839652640348	C9orf167	9	140171189
cg13086467	0.529651003340991	MORG1;C19orf56	19	12779373
cg13086586	NA	PAICS;PPAT	4	57303149
cg13088755	0.62650882945954	P2RY10	X	78200041
cg13097407	0.395269751784995	CRIP3	6	43276658
cg13097816	0.625695195288127	GPR35	2	241568439
cg13098382	0.0373270192733223	RNF38	9	36401460
cg13098960	0.192088144864884	SOX15	17	7494151
cg13099330	0.870685646066638	RBP1	3	139257799
cg13102585	0.425560783510395	RUNDC3A	17	42386208
cg13105904	0.0173880461200944	CBLN3;KHNYN	14	24900044
cg13107169	NA	N4BP2	4	40098238
cg13108181	0.0186023287679119	ZNF141	4	330865
cg13108328	0.0331513824627783	PLEKHA5	12	19282261
cg13109289	0.927880747804671	C1GALT1	7	7274782
cg13112336	0.0491875574790075	MCM9	6	119255874
cg13112511	0.891311010205812	PDE4D	5	58882753
cg13113656	0.0140945489296121	CLTC	17	57697489
cg13114389	0.0110554732166843	ENTPD7	10	101419241
cg13117105	0.0325587913948561	PAQR5	15	69591357
cg13118748	0.00969379894283279	C6orf136	6	30614722
cg13118849	0.901268241240506	NCAN	19	19327542
cg13119609	0.890309206644983	APOC2	19	45449297
cg13120519	0.0344655056483891	ALKBH7	19	6372660
cg13120814	0.108403063736587	TMEM140	7	134832770
cg13121699	0.2643699517876	ZNF804A	2	185462397
cg13125510	0.751182072426207		11	130542491
cg13125997	NA	PKD1	16	2186901
cg13126790	0.614272997439977		6	160010346
cg13127386	0.0138967796424443	SLC4A8	12	51818768
cg13128531	0.464107844122646	ZBTB33	X	119384384
cg13129046	0.0507536213627996	C10orf35	10	71389696
cg13131015	0.748471762099714	GUCY2C	12	14849542
cg13132204	0.00721072026092639	ELMOD2	4	141445677
cg13133148	0.00796254195549048	SNAPC5	15	66790044
cg13133883	0.0520321758205091	RGR	10	86004660
cg13134662	0.0235165299443488	VAV2	9	136858680
cg13135121	0.969059832254093		14	65002445
cg13135127	0.112706079609718	NA	NA	0
cg13135180	0.0435326848018676	RPP21	6	30312972
cg13138279	0.95382612826209	CRYBA1	17	27574645
cg13139843	0.102951862464682	KRTAP19-1	21	31852793
cg13140267	0.0281643424034932	SNRNP200	2	96971704
cg13140464	0.928990786909348	AP3B2	15	83380023
cg13140740	0.130626901415564	NA	NA	0
cg13143729	0.519466374364304	NA	NA	0
cg13144004	0.0186350945560283	UMPS	3	124449104
cg13144783	0.756368355399186	CCR1	3	46249795
cg13145013	0.771479265046623	NA	NA	0
cg13145440	0.0580288514219149	FAM117A	17	47841827
cg13145458	0.0156243139521816	RNF185	22	31556086
cg13149307	0.234519625815872	PLXDC2	10	20104452
cg13149996	0.75927143249268	EIF4G3	1	21437982
cg13150441	0.0778886587276004	RNF40;C16orf93	16	30774108
cg13150596	NA	GIPC1	19	14606390
cg13150977	0.0123600381340754	UBE2QP1	15	85114131
cg13151102	0.0329300767115112	KCNJ4	22	38852154
cg13152535	0.641434086251534	CLEC11A	19	51226557
cg13153865	0.0185489062811597	OSGIN2	8	90914101
cg13155059	0.0178651220196972	CAPZA2	7	116502333
cg13156121	NA	TEPP	16	58010114
cg13156411	0.949755294555851	PTH1R	3	46919454
cg13158571	0.0887945418280655	CYP4X1	1	47489195
cg13159566	0.029177111703051	CCDC59;C12orf26	12	82752887
cg13160888	0.011835522342811	NIPSNAP3B	9	107526516
cg13162577	0.965709505254543	C11orf42	11	6226437
cg13162810	0.216448644093718	NA	NA	0
cg13163729	0.256104290944173	SIX3	2	45169447
cg13164309	NA		1	20898017
cg13164537	0.83644419329088	CD226	18	67624071
cg13168374	0.924145715433502	CPLX4	18	56986220
cg13168683	0.22621209118375	JAKMIP1	4	6202379
cg13168820	0.0108711859030816	PTPRT	20	41818356
cg13169373	0.0656956463716035	APP	21	27542843
cg13170032	0.450652596679004	HLX	1	221052143
cg13173909	0.00785186152724177	UGGT1	2	128848815
cg13174077	0.603833829848129	CUL4B	X	119709371
cg13174197	0.0857726114042551	GNL3;PBRM1	3	52720522
cg13176285	0.0474573052258438	ZNF828	13	115080469
cg13176979	0.0766732604830239	HMGN3	6	79944654
cg13179915	0.860890783331728	KCNK7	11	65362949
cg13179983	0.0138635150626004	PIK3R2	19	18264162
cg13180098	0.629471986375043	RHO	3	129246923
cg13180809	0.0187045930546459	HPS1	10	100206399
cg13181019	NA	MPP7	10	28571582
cg13181284	0.645797946229482	KRT6B	12	52845687
cg13183496	0.176743028834167	FAM120C	X	54209920
cg13183539	0.963229340685033	FZR1	19	3522577
cg13184442	0.0346120914993914	CDC5L	6	44355163
cg13184872	0.0902859228548899	PNPLA3	22	44319719
cg13185177	0.827119733334824	GP5	3	194119885
cg13185308	0.794931402378638	ABCC8	11	17498819
cg13188385	0.0112593881049045	SRGAP3	3	9291334
cg13191049	0.868944766406312	SYNM	15	99645663
cg13191808	0.0182134839130998	PCSK9	1	55505327
cg13192155	0.928441422159866	ERAS	X	48685943
cg13199589	0.0810117984528805	RIMKLA	1	42845990
cg13199822	0.0123439359982386	ATP6V1A;NAA50	3	113466193
cg13201322	0.540125782348514	MAGEB1;MAGEB4	X	30261225
cg13202751	0.588830372836283	SLC6A3	5	1446443
cg13204181	0.902141340719723	GH1	17	61995750
cg13205516	0.0234472761000792	GBAS	7	56032364
cg13206017	0.653837993791629	SST	3	187388225
cg13208492	0.00803780435599546	TSN	2	122513376
cg13208732	0.0116160466627928	CHCHD7;PLAG1	8	57124347
cg13210512	0.05502277788103	SPATA2	20	48531577
cg13210534	0.420887697129747	HSPB2	11	111784328
cg13214349	0.00778934115442726	NA	NA	0
cg13214422	0.618796135619057	MYOZ3	5	150040606
cg13216057	0.172664584895046	DKK3	11	12030643
cg13216088	0.014959036038132	PSMD1	2	231921414
cg13216303	0.0184474953669772	ILF2	1	153643044
cg13216351	0.0220503412397198	MOCS3;DPM1	20	49575105
cg13217373	0.194010230405055	RPS6KA2	6	167275395
cg13218435	0.0229486791239794	PET112L	4	152682442
