Hybridization REF	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05	TCGA-A8-A09G-01A-21D-A00Y-05
cg16907514	0.0358118217486776	KTN1;C14orf33	14	56046098
cg16907566	0.618415611705566	COL14A1	8	121136534
cg16908782	0.018440523811083	SOCS4;WDHD1	14	55494158
cg16909124	0.0209334800708016	NR2C1	12	95467524
cg16909364	0.0268503540908475	ZFC3H1;THAP2	12	72057977
cg16910379	0.0209191451515741	C17orf79	17	30186525
cg16910767	NA	ANKRD27;RGS9BP	19	33166529
cg16911220	0.641401467126534	KRT86	12	52695728
cg16913124	0.924814792344857	HYAL1;HYAL3	3	50338253
cg16914151	0.0191525816692655	RPP25	15	75249787
cg16915794	0.0154682216229503	NA	NA	0
cg16917279	0.0119096991851812	MRS2	6	24403287
cg16918585	0.0172405462578406	NDUFS5	1	39492570
cg16920242	0.0695042126512272	TEP1	14	20881581
cg16923271	0.031720038152304	POLD1	19	50887763
cg16924616	0.0264692563739701	DLX5	7	96653617
cg16925486	0.0198634383011552	RPS6	9	19380496
cg16925970	0.0273673541889819	CENPJ	13	25496605
cg16927136	0.0236329940891092	RPL35A;IQCG	3	197676755
cg16927606	0.744927969978403	TMEM149	19	36233324
cg16928795	0.0215620354717096	NDUFAF2;ERCC8	5	60240817
cg16929104	0.355125833776009	GDF15	19	18496953
cg16932672	0.0355465116899907	NDC80;METTL4	18	2571333
cg16933388	0.100218576502889	BSN	3	49592529
cg16933922	0.113073574766566	OAT	10	126106614
cg16935075	0.868578009011334	TPH1	11	18062359
cg16935609	0.86132380203656	NA	NA	0
cg16937611	0.593390560011312	SERPINA5	14	95048102
cg16940108	0.0263935013400609	NA	NA	0
cg16940801	0.0428729688671972	PKM2	15	72523516
cg16940935	0.946692107900722	ACSM1	16	20702428
cg16941656	0.0170742679207518	FRY	13	32605611
cg16944093	0.371909132307519	LIMS2	2	128422120
cg16948369	0.42699073808155	KLHL4	X	86772436
cg16948979	0.0152915201268635	DCAF4	14	73393301
cg16949889	0.96422910275636	DND1	5	140053460
cg16950012	0.0107106799064517	ATG5	6	106773140
cg16950616	NA	COX11;STXBP4	17	53045046
cg16953064	0.0162677060748056	TXNL4B;DHX38	16	72127243
cg16953612	0.574571774449356	DNAJB8	3	128185690
cg16954341	0.157356140846312	SCGN	6	25652381
cg16954928	0.0133781030691503	ZNF784	19	56135916
cg16956268	0.0212294518212234	CDK5RAP2	9	123342682
cg16957313	0.0354599493155627	DUSP1	5	172199661
cg16957569	0.565458723963036	IDO2	8	39791224
cg16958189	0.0241351389645354	BTBD1	15	83736204
cg16959606	0.0232328745802361	ATP1B1	1	169074934
cg16959972	0.0268105774418568	DMC1	22	38966785
cg16961092	0.00810730296538285	KIAA1737	14	77564635
cg16961218	0.0135660579298259	ATP9B	18	76829143
cg16962970	0.017834093794318	LOC100302401;RASAL2	1	178062686
cg16964535	0.952829300002328	DNAJC5G	2	27498334
cg16967583	NA	AGXT	2	241807859
cg16969623	0.0198864408921303	ZNF331	19	54024182
cg16970232	0.24908425346549	APC	5	112073433
cg16970828	0.023528321235129	UBA7	3	49851353
cg16977035	0.728458953210189	ALX4	11	44330474
cg16977257	0.013316776023039	PRND	20	4701595
cg16977872	0.0106852633738638	FKBP2	11	64008132
cg16978070	0.0240301373837926	NA	NA	0
cg16978263	0.0180420137209588	SMC4;IFT80	3	160118452
cg16979445	0.396440232482486	NRM	6	30659643
cg16983159	0.397390704369976	TMEM173	5	138862441
cg16983211	0.0458727560952923	HOXC4;HOXC5	12	54427636
cg16984812	0.906468144130521	PLEKHH2	2	43863456
cg16984944	0.0338233387881453	TBC1D23	3	99979425
cg16986494	0.0136237787784853	FHIT	3	61237206
cg16986720	0.852655515342782	DLG2	11	84634735
cg16986846	0.17652390723221	SCGB2A1	11	61976174
cg16989248	NA	CCT6A;PSPH	7	56117955
cg16989646	0.242509274746017	SLC25A15	13	41364245
cg16990174	0.337477835471252	RYBP	3	72496875
cg16991589	0.369581014785669	PABPC3	13	25670047
cg16992787	0.642333221394466	CAPS	19	5914669
cg16993440	NA	RNU5E;ZCCHC9;RNU5D	5	80597283
cg16993794	0.0306097955751759	SLC2A11	22	24199328
cg16994506	0.0197374708114168	CCND2	12	4383724
cg16998207	0.0174618102560094	FKTN	9	108320178
cg16998213	0.0105768391735401	METRN	16	765434
cg16998353	0.038457493138754	TRIM3	11	6495553
cg16998872	0.776166612808412	NA	NA	0
cg17001035	0.0611702395570985	PCGF5	10	92980059
cg17001430	0.4876392988636	KIF25	6	168418276
cg17001652	0.653867507181991	CXCL13	4	78432403
cg17001703	0.430579667932191	LAS1L	X	64754863
cg17002259	0.0128536838953601	MLLT11;CDC42SE1	1	151032260
cg17003970	NA	CHFR	12	133435861
cg17004162	0.0373764795918423	NA	NA	0
cg17004373	0.0165293816353021	GNL2	1	38061737
cg17006282	0.678359279113355	RPL36	19	5689943
cg17009433	0.0378108982908967	GLDC	9	6645686
cg17009717	0.0694250258254256	POLR1B	2	113299708
cg17010112	0.0515910360201014	STBD1	4	77227123
cg17015234	0.0111422838412097	RPL23AP7;RABL2A	2	114384633
cg17016000	0.414512630181508	RIN2	20	19869644
cg17017278	0.0382013158537319	TRUB1	10	116697894
cg17018517	0.116310898108305	ENTPD2	9	139947922
cg17018527	0.0218590242489641	TM6SF1	15	83775931
cg17020834	0.304381843072622	GRIA1	5	152870258
cg17021265	0.0512722038571968	CD2AP	6	47445121
cg17022479	0.139634053073619	NA	NA	0
cg17022635	0.0121203315688467	FUS	16	31190875
cg17022914	NA	BATF2	11	64764564
cg17026456	0.0313331786813358	PXN	12	120703085
cg17026542	0.687631672878266	OR2A4;ENPP3	6	132022490
cg17027046	0.051271559461027	ITPA	20	3190012
cg17028039	0.125836467248388	FGFR2	10	123357695
cg17029151	0.0336102692990584	CHMP4C	8	82644517
cg17029168	0.0948648978011983	NKX2-2	20	21494547
cg17030820	0.945139093401029	MSMB	10	51549260
cg17031727	0.52601985829386	COG2	1	230777875
cg17031773	0.668984462765533	KLK9	19	51513611
cg17032587	NA	CNGA2	X	150903247
cg17034082	NA	MFAP3;FAM114A2	5	153418793
cg17034109	0.320429050041448	CYB561D1	1	110036417
cg17036441	0.01619797116995	NCBP2;LOC152217	3	196669217
cg17036737	0.255348079171069	NA	NA	0
cg17037924	0.0498849670593847	DUT	15	48623100
cg17038116	0.0191237034931204	ASH1L;LOC645676	1	155533405
cg17040807	0.499294894007653	CYGB	17	74533282
cg17041296	0.685750994534995	ASB17	1	76397847
cg17043101	0.0143569476160394	NOLC1	10	103912076
cg17043155	0.0142745257325326	NA	NA	0
cg17043366	0.0153648172374888	ZNF414	19	8578907
cg17043922	0.116494859768701	C6orf106	6	34664305
cg17044311	0.359192153206317	ABCC2	10	101542983
cg17044611	0.0124774755904813	ASAH1	8	17942239
cg17045009	0.0217783575384531	VCPIP1	8	67579782
cg17048363	0.0191063710232103	CDK8	13	26828880
cg17048483	0.0221506254347256	RBM7;C11orf71	11	114271079
cg17049328	0.951800212847477	GHRH	20	35886434
cg17050100	0.0146943191585695	GPN1;CCDC121	2	27852231
cg17050972	0.0250509442455896	NA	NA	0
cg17051321	0.0784258765030434	BNC1	15	83952508
cg17051440	0.646459153574958	CLDN2	X	106163689
cg17051623	0.0194019772753486	ASAP3	1	23810250
cg17054360	0.0321863469932704	MTERF	7	91510326
cg17055145	0.0169036518671012	MYO6	6	76459077
cg17055734	0.92599551564623	CRYGA	2	209028059
cg17055959	0.0549933047826772	RB1	13	48878466
cg17057072	0.0345309004158273	NA	NA	0
cg17057965	0.0221071065651791	FBXO28	1	224301873
cg17058777	0.0145898974758213	LRTOMT;C11orf59	11	71814579
cg17061853	0.0237290065671139	FGFR1OP2;C12orf11	12	27091905
cg17063018	0.0122894893488472	FBXO28	1	224302019
cg17063201	0.946685559091701	NA	NA	0
cg17063929	0.633238384681416	NOX4	11	89224799
cg17065601	0.012322412542337	SUMO2	17	73179370
cg17066382	0.0152364121524535	LMBR1L	12	49504767
cg17067005	0.935331503817103	IL10	1	206945346
cg17067528	0.0147045972128351	IER3	6	30712517
cg17067942	0.894437895370666	TXNDC15	5	134209275
cg17067993	0.551783706703156	CCR7	17	38721675
cg17071536	0.0168867829278162	MUDENG;EXOC5	14	57736065
cg17071957	0.0889058874586855	GSN	9	124029926
cg17072268	NA	PLD3;C19orf47	19	40853164
cg17073891	0.133336735632781	PLAC1	X	133792876
cg17074151	0.612598750247859	NA	NA	0
cg17074212	0.427037242220234	ZNF215	11	6947622
cg17076012	0.0342138772619385	KLHDC1	14	50159670
cg17076921	0.0339385147191396	CAMK2G	10	75634595
cg17078393	0.70780059849488	LCK	1	32717002
cg17079378	0.00735349775249461	RAD54L	1	46713440
cg17080180	NA	GSTZ1;POMT2	14	77788400
cg17080277	0.0233796622803868	PTPRB	12	71003576
cg17083853	NA	SURF2;SURF1	9	136222913
cg17083925	NA	TGM2	20	36793373
cg17084151	0.149368046545117	NCALD	8	102803237
cg17084361	0.0194443289999887	CDS1	4	85503668
cg17085299	0.00708627463269801	IRF2BP1	19	46388932
cg17088290	0.828435675238172	AMHR2	12	53818182
cg17090012	0.942011727760943	DAPK1	9	90123546
cg17091770	0.0221240484123419	STYX	14	53197072
cg17091851	0.467684821062773	NA	NA	0
cg17092062	0.0256267314883435	SLC35C1	11	45826681
cg17092637	0.785494774156039	NA	NA	0
cg17093267	0.393124973572738	XPNPEP1	10	111683654
cg17095279	0.840193089382571	APOH	17	64225346
cg17095731	0.891375916506092	LRP8	1	53794313
cg17095753	0.016228352785755	BRAF	7	140623924
cg17095797	0.727264870288142	NA	NA	0
cg17095936	0.236976696522395	TBX19	1	168250628
cg17096191	0.0224686116372298	NOS1AP	1	162039224
cg17099569	NA		2	121549866
cg17100200	NA	GUCA2B	1	42618313
cg17100322	0.0214220334842723	FYN	6	112194613
cg17102807	0.727071031657885	POLR1C;YIPF3	6	43483382
cg17103109	NA	HLA-DOB	6	32785141
cg17105014	0.39029521826007	GYPC	2	127413363
cg17108383	0.950715525488538	PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGC5;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGC4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140867724
cg17108819	0.0241675763496823	CD8A	2	87017953
cg17109273	0.0150235329027326	TINF2	14	24712029
cg17111669	0.0235844791430505	NCOA5	20	44718800
cg17114257	0.0142547354478393	FCHSD2	11	72854156
cg17115258	0.0139704320320427	TM2D3	15	102192853
cg17118262	0.403426543992597	CCL1	17	32690569
cg17119387	0.0692461653809377	KIAA0664	17	2615431
cg17119559	0.573437176030245	GPR64	X	19100990
cg17119688	0.0178011644806388	GPN3;C12orf24	12	110906727
cg17120423	0.0171238581264375	NA	NA	0
cg17122244	0.0171440944913082	SAPS2	22	50781194
cg17122311	0.835328645961452	IL27	16	28517278
cg17124509	0.0906857495016757	C17orf57	17	45400748
cg17124700	0.925762312018087	RGS8	1	182642748
cg17125623	0.122300745355629	NFATC3	16	68119985
cg17127132	0.0376476536803182	GGCX	2	85788382
cg17127587	0.02959264733342	TMEM45A	3	100211127
cg17127769	0.314833614224983	LCP2	5	169724590
cg17127823	0.16308262455304	TRAM1	8	71520941
cg17129141	0.0257118800173802	MSH2	2	47629949
cg17129388	0.745821047261669	NGFR	17	47571986
cg17130791	0.0122023341587176	PPT1	1	40562564
cg17132967	NA	ZNF83	19	53142304
cg17133183	0.0225862513696761	CRABP1	15	78632861
cg17133388	0.0165307657640571	FAM162A;CCDC58	3	122102727
cg17135325	0.022379105919062	NMD3	3	160939158
cg17136126	0.0204155204615359	ZNF71	19	57106501
cg17138359	0.0319404930066038	MRPL45	17	36452805
cg17140815	0.0249902603444534	ATP6V1F	7	128502651
cg17141902	0.522884626807051	NINJ1	9	95897216
cg17142134	0.886759608308025	SLC2A2	3	170744641
cg17142149	0.925428584729236	RCAN2	6	46293016
cg17142183	0.881211378003492	IL1R2	2	102608192
cg17142470	0.207138239232922	SORBS3	8	22409684
cg17145652	NA	RNF170;HOOK3	8	42750650
cg17145806	0.0132778241496749	ICMT	1	6295537
cg17146877	0.0330945127808337	C15orf57	15	40856878
cg17150465	0.0106831802956317	SCRIB	8	144897558
cg17154022	0.0219384439510655	HMGN2	1	26798964
cg17155167	0.0275791398914156	RIT1	1	155881046
cg17155596	0.0169996931513829	STAMBPL1	10	90640042
cg17158059	0.0222760947379872	CCDC104	2	55746762
cg17159242	0.0198153258643728	RPS7	2	3623060
cg17159537	0.0174920431644708	PEX11G	19	7554074
cg17161537	0.0128083729691453	MRPL12	17	79670933
cg17162024	0.0843124618335487	FAM150A	8	53478454
cg17162271	0.0117364915677826	MIR639;TECR	19	14640371
cg17163751	0.0139216908610262	H2AFY2	10	71812596
cg17164340	0.0194106965554836	VPS36	13	53025003
cg17164520	0.647961897160392	CGB1;SNAR-G1	19	49540241
cg17165266	0.0203914671183227	KRT18	12	53342635
cg17165284	0.0844632955657706	MIR638;DNM2	19	10829165
cg17165760	0.0222104256997441	ANKRD26	10	27389408
cg17166101	0.0289666514568407	NA	NA	0
cg17166338	0.425869091060535	TERT	5	1295969
cg17166812	0.151939298384564	NDUFS2;ADAMTS4	1	161169574
cg17168535	0.03174291992809	XPO7	8	21777572
cg17169613	0.0284522860548976	RALB	2	121010068
cg17169998	0.510666829438218	MLC1	22	50524124
cg17170504	NA	CCDC113	16	58283121
cg17171485	0.0142817070063275	HEBP2	6	138725799
cg17171916	0.0159138033346235	ZNF263	16	3333486
cg17173423	0.126349820412446	MS4A3	11	59823993
cg17173856	0.671838137418814	NA	NA	0
cg17176395	0.0215554198149711	RAB2A	8	61429827
cg17176732	0.0252511461099426	OXR1	8	107669856
cg17177336	0.0564467939249157	C7orf55	7	139026384
cg17177660	0.393166797532612	VEGFC	4	177714456
cg17177699	0.381358948506554	COL5A3	19	10120594
cg17177829	0.0143585158777156	NUP62;IL4I1;ATF5	19	50432927
cg17178336	0.0286009824497936	IHH	2	219925246
cg17178888	0.032434178212253	CCNJL	5	159739851
cg17179099	0.0108448084405642	APPBP2	17	58603287
cg17179881	0.092554918666751	BIK	22	43507665
cg17181653	NA	SF3B5	6	144417537
cg17183546	0.0480583265347632	D4S234E	4	4387879
cg17183991	0.0336431992900284	HS6ST3	13	96743170
cg17185543	NA	EDF1	9	139760589
cg17185639	0.893153870135667	ITGB3	17	45330862
cg17186163	0.334770519491801	C10orf10;RASSF4	10	45474317
cg17186444	0.0154259729444253	NDNL2;FAM189A1	15	29561501
cg17186803	0.348349285252987	SCN4B	11	118023038
cg17188046	0.700497132549609	T	6	166582197
cg17188169	0.450543111277695	DDX43	6	74104388
cg17189058	0.012748624496329	C2orf42	2	70418126
cg17189494	0.0985068528623601	MAD2L2	1	11740665
cg17189778	NA	AVPR2	X	153169823
cg17190608	0.0195821354623203	CUX2	12	111471489
cg17191178	0.0239140189653812	SHOX2	3	157824217
cg17191186	0.0370300069933818	NA	NA	0
cg17191715	NA	CA1	8	86290878
cg17192247	0.608018804554038	MAPRE3	2	27194436
cg17194182	0.474255032346375	EPO	7	100318154
cg17196716	0.902081637098659	CXorf36	X	45059906
cg17197538	0.0191859064893941	KRAS	12	25404353
cg17198372	0.517577893985953	PPEF1	X	18708953
cg17198722	0.0151646049682078	PRDX3	10	120938213
cg17199483	0.047445280189452	ABCC1	16	16042767
cg17199658	0.352479250242908	SNX31	8	101661478
cg17200465	0.157375218071242	ENTPD3	3	40428508
cg17204100	0.961657692798118	NA	NA	0
cg17204557	0.508838944121746	LOC84931	2	121223909
cg17205788	0.535452764758732	TBX22	X	79277067
cg17206029	0.545963839384922	PDZD11;KIF4A	X	69509694
cg17207590	0.284077231407584	APH1B	15	63570580
cg17208363	0.0443535841439948	TYRO3	15	41851964
cg17210604	0.0187235887870685	HIC1	17	1958117
cg17213552	0.015454939300771	DLAT	11	111895577
cg17214107	0.488950044563462	FGF2	4	123747542
cg17214210	0.681844946588326	NA	NA	0
cg17215680	0.128217010981747	SIGLEC10	19	51920976
cg17217654	0.0197031766861446	DALRD3;NDUFAF3;MIR425	3	49058043
cg17217677	0.924939254660284	SMPD3	16	68483194
cg17223189	0.0155010101667701	CHMP2A	19	59066601
cg17225169	NA	PJA2	5	108719403
cg17226343	0.0326101444868259	NA	NA	0
cg17228833	0.0101551426420831	ARL6IP1	16	18812558
cg17229197	0.875798198328781	KCNQ1	11	2542688
cg17229388	0.885974354267472	C13orf16	13	111973143
cg17231524	0.631565336609641	NCRNA00086	X	134556505
cg17232861	0.971805913727029	TRIM10	6	30128385
cg17233506	0.818081912089314	HOXB1	17	46608293
cg17233601	NA	PTPN5	11	18814418
cg17233935	0.587601362405332	DSCR10	21	39577230
cg17234150	0.061061721792429	CACNG3	16	24266905
cg17236617	0.0175861924965017	ACOT7	1	6454202
cg17237063	0.153882669583344	RBMS3	3	29323182
cg17237813	0.929173718747083	TTLL7	1	84465688
cg17237881	0.895439753719246	BIRC7	20	61867533
cg17238009	0.895832304486492	C10orf11	10	77542582
cg17239363	0.764457047243482	NA	NA	0
cg17239761	0.0188088979780881	SNAP29;PI4KA	22	21213665
cg17240454	0.454754456511575	SPDEF	6	34524278
cg17240496	0.00982696850508546	UBXN1	11	62446340
cg17240836	0.0203229461432699	C9orf80	9	115480324
cg17240987	NA	WFDC3;DNTTIP1	20	44421576
cg17241013	0.0206502113472969	NEK2	1	211849158
cg17241310	0.651139537870137	BARHL2	1	91182856
cg17241657	0.0235821881650246	AP1AR	4	113152573
cg17243643	0.87836949468325	RDH5	12	56114269
cg17248183	0.0206860356258745	FAM134C;TUBG1	17	40761138
cg17250929	0.783274711740241	S100A5	1	153513810
cg17251713	0.0612656703865199	SERPINB7	18	61443038
cg17252960	0.146390990731975	ID4	6	19837350
cg17253459	0.831269449467235	OLFML3	1	114522670
cg17255302	0.523227365496228	KRT75	12	52828461
cg17256157	0.0230384190766044	NMBR	6	142410100
cg17256555	0.0227745267107579	UTP23	8	117778488
cg17257175	0.0205437827190832	MUC1;MIR92B	1	155163542
cg17258195	0.743046348519449	ISLR	15	74466337
cg17259265	0.434158038667648	HYLS1	11	125753373
cg17259741	0.0142113804843499	ZNF509;LYAR	4	4291994
cg17260124	0.975637156951553	KCTD14	11	77734744
cg17260449	0.0263607342664619	TOPBP1	3	133380964
cg17260725	0.0242163429294604	CCNB2	15	59397288
cg17260954	0.94709772824009	ATP10A	15	26026347
cg17261830	0.00835941125636303	NEK9	14	75593525
cg17263089	NA	SLC25A3	12	98986181
cg17264470	0.910952653660575	FGF21	19	49260285
cg17264618	0.0684465962152066	ENTPD3	3	40429014
cg17264817	0.0163528706637363	NA	NA	0
cg17266238	0.834069443176483	C21orf94	21	29385056
cg17267493	0.569494757271066	TNFSF12;TNFSF13;TNFSF12-TNFSF13	17	7460485
cg17267907	NA	DEFA1B;DEFA1	8	6838024
cg17269277	0.0226952764624466	FGFR3	4	1796142
cg17269548	0.157836057273018	PPIA	7	44836290
cg17271365	0.325138743104941	NA	NA	0
cg17272094	0.898262961148715	C3orf45	3	50317223
cg17272491	0.0119237004411916	GOLGA3	12	133405852
cg17272843	0.562132457194617	KCTD14	11	77734280
cg17274064	0.514963241323997	ERG	21	40033892
cg17274742	0.24603140720652	GPNMB	7	23286539
cg17277529	0.0253244552938044	FGF3	11	69633959
cg17277939	0.431827585843263	BEST3	12	70093008
cg17279839	0.592135104099413	RARRES2	7	150038598
cg17280624	0.0222458643609056	PGRMC2	4	129208725
cg17281600	0.54161512833437	FCRL4	1	157568591
cg17283268	0.0106364109941833	POLRMT	19	633490
cg17285325	0.014017310672653	TYMP	22	50968343
cg17286491	0.0245188846104773	CEP350	1	179923514
cg17286640	NA	KDR	4	55991202
cg17288121	0.48003156327485	NA	NA	0
cg17289734	0.0250402349637841	SEMA3B	3	50310641
cg17291001	0.844960213230088	SERPINA13	14	95107626
cg17293470	0.0132235599365979	COQ10B	2	198318630
cg17293641	0.00937054025378839	TNFRSF11B	8	119964144
cg17294081	0.0190943237292015	ATRN	20	3452173
cg17296078	0.23696210974481	MMS19;UBTD1	10	99259721
cg17296166	0.0426113347336492	PNMAL1	19	46974567
cg17298704	0.943690659611472	CLDN18	3	137717607
cg17299712	0.66064109362037	MAGEB2	X	30233762
cg17300307	0.0364854539711986	GLS	2	191744975
cg17301902	0.0795554298466739	GNA14	9	80263219
cg17302852	0.0166665780152258	FXR1	3	180630157
cg17303299	0.0218179329121744	ENO2	12	7023527
cg17304433	0.0153442622833984	ERGIC1	5	172261515
cg17304878	0.00755013920434242	DCAF7	17	61627899
cg17305187	0.019745247726394	KLF15	3	126076601
cg17306637	0.89699958038394	TFB1M;CLDN20	6	155584709
cg17307280	0.0236076447854353	DRD1	5	174871636
cg17309462	0.035622420597456	NA	NA	0
cg17316750	NA	FAM82A2	15	41047892
cg17317962	0.0113905440550296	ACTG1	17	79478839
cg17319849	0.0169670996267744	GBA	1	155214564
cg17321617	0.568597456197631	BATF2	11	64764490
cg17324128	0.0912964109979432	RASSF4	10	45455500
cg17324707	0.0108719564618451	FAM162A;CCDC58	3	122103153
cg17327492	0.390475719427211	FSHR	2	49382159
cg17327630	0.0289594764343739	ZNF212	7	148937187
cg17328659	0.0344403719700967	STUB1	16	729498
cg17329164	0.300306332967501	PPT2	6	32121259
cg17329249	0.0273891104046077	MAT2B	5	162930325
cg17329518	0.0131976516939855	WDR4	21	44299567
cg17330200	NA	ERMAP;CCDC23	1	43282561
cg17332016	0.0199463808844786	SLC47A1	17	19437791
cg17333479	0.0159248365569508	ZNF540;ZNF571	19	38086035
cg17336076	0.0758087863787884	GLUD1;FAM35A	10	88853608
cg17338258	0.807843457887743	SHBG	17	7533521
cg17338403	NA	SLCO3A1	15	92395836
cg17339202	0.0302882762736989	SYNC	1	33160900
cg17341358	0.0144775480394508	MRPL1	4	78784105
cg17341703	0.0167194075773033	SLC35A1	6	88182369
cg17342283	0.067724006234102	SRGN	10	70847882
cg17342759	0.86067179033739	PPP2R2B	5	146461855
cg17345480	0.0205010400408973	SPPL3	12	121342435
cg17346022	0.656206471395894	SNX6	14	35100095
cg17346115	0.0114582145999782	POLA2	11	65029103
cg17347253	0.603803765247545	MESTIT1;MEST	7	130130288
cg17347389	0.34304890081187	TRIM9	14	51562646
cg17347634	0.771541027667756	CYP7B1	8	65711916
cg17348429	0.842478696089776	NA	NA	0
cg17348931	0.0328451221332679	NA	NA	0
cg17349199	0.886273650208848	C10orf82	10	118429452
cg17349753	0.0519982117142934	RTN4RL2	11	57227351
cg17350448	0.0383382725774859	AGTRAP	1	11796297
cg17351116	0.042131426107793	ABHD12	20	25371719
cg17351385	0.0207699180700057	ALKBH6	19	36505139
cg17352004	0.895771364175497	ABHD12B	14	51338285
cg17353431	0.0185079857199988	FLJ39582;THAP7	22	21356784
cg17354052	0.0130804807666589	UBFD1;EARS2	16	23568699
cg17354708	0.0349545860864424	HDAC8	X	71793175
cg17356112	0.808386380301752	PLXNA4	7	132334710
cg17356181	0.0120268192704087	MAP4K5;ATL1	14	50999707
cg17356252	0.501946066759072	AIRE	21	45705686
cg17356532	0.020063725839538	SPCS2;XRRA1	11	74660536
cg17356733	0.370925727120758	IFNGR2	21	34774627
cg17357062	0.78685978047001	FCN1	9	137810348
cg17357865	0.0122677221707009	UBLCP1	5	158690500
cg17357984	0.0151494335229319	CDC34	19	532039
cg17361154	NA	ENTPD8	9	140336563
