Hybridization REF	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05
cg15269875	0.808226224566044	H19;MIR675	11	2018018
cg15270851	0.0351215705392044	CARS2	13	111358291
cg15270950	0.379212236968544	TGFBR2	3	30648819
cg15271594	0.0593506217865151	RPL29	3	52029932
cg15271616	0.0613315605034128	RUSC2	9	35490515
cg15272684	0.670271181716006	KIAA0319L;NCDN	1	36024473
cg15272690	0.025980727071653	CCDC113	16	58284024
cg15275890	0.939559223430573	SLC25A17	22	41216316
cg15277108	NA	SDS	12	113842998
cg15278682	0.966605257107324	TACR2	10	71175852
cg15278948	0.0206029264824645	ZFAND2B	2	220071103
cg15279364	0.306219484108936	TMEM130	7	98466963
cg15280964	0.0931770634999925	RBM34	1	235324133
cg15284635	0.274077154114963	SLC6A11	3	10858504
cg15286372	0.0126949236200953	LRRC1	6	53659348
cg15286905	0.0405104443155812	ACBD5	10	27530250
cg15287183	0.145534393282863	NA	NA	0
cg15288179	0.009747105480867	SUB1	5	32585739
cg15293750	0.0263741126417556	TRDMT1	10	17243266
cg15296858	0.960996362249506	PPM1G	2	27633235
cg15297650	0.699028409369224	TMEM163	2	135477056
cg15298323	0.548533268447948	ACAT2	6	160182438
cg15298545	0.794492873315346	ERI2;LOC81691	16	20816476
cg15298594	0.0137570939620764	NBAS	2	15701366
cg15299463	0.0377085673655325	TEAD2	19	49865398
cg15299721	0.324098369288299	NHEDC2	4	103997510
cg15300989	0.0210071457953809	SIP1	14	39583430
cg15301525	0.0144454597201107	ATP6V0D1	16	67515344
cg15301694	NA	STRN3;AP4S1	14	31496854
cg15301700	0.0542706505195675	SCRT1	8	145560531
cg15302379	0.814981968664506	KAZALD1	10	102821848
cg15302567	0.0519850318461486	NA	NA	0
cg15303841	0.629915034171362	RFPL1S;RFPL1	22	29833804
cg15304928	0.0289894832884617	TMEM9	1	201123562
cg15305343	0.0115710378300028	NSUN4	1	46806357
cg15305511	NA	EVC2;EVC	4	5712676
cg15307169	0.0188627307083217	DOK7	4	3465064
cg15307268	0.0535083021911152	GPR176	15	40213409
cg15307449	0.669801930543162	NA	NA	0
cg15308737	0.918308873932502	ARSG	17	66303328
cg15309006	0.388425938175606	CHP2	16	23766116
cg15309066	0.0110228493633793	NA	NA	0
cg15309223	0.0250011172932102	TMEM59;C1orf83	1	54519091
cg15309236	0.689890653826084	BHLHB9	X	101975597
cg15309264	0.0245485440631889	VRK2	2	58274034
cg15309578	0.675415020329036	NA	NA	0
cg15310162	0.875352787359933	CLDN14	21	37852822
cg15310873	0.650609841515365	C20orf85	20	56726093
cg15311933	0.0135473319954915	PQLC2;AKR7A2	1	19638897
cg15312298	0.175104874794791	FAM84B	8	127570908
cg15312323	0.724825848941754	KRTAP4-4	17	39317694
cg15315630	0.0198344838882947	ZMYM6	1	35497506
cg15316289	0.961573673136586	ALG12;CRELD2	22	50310904
cg15316334	NA	CEACAM5	19	42211252
cg15317267	0.589945865256709	H19;MIR675	11	2018247
cg15318532	0.00798151784172419	RFXAP	13	37393521
cg15319076	0.0159926862256966	DCTN6	8	30013987
cg15319451	0.0866205447792332	TMEM51	1	15480748
cg15319457	0.0121537399805346	HES6	2	239148132
cg15320474	NA	UBD	6	29528005
cg15321195	0.0561464926115612	AGPAT3	21	45285898
cg15321211	0.226935752650411	HNRNPF	10	43905515
cg15322932	0.0794756010288241	ALDH3B1	11	67777682
cg15329467	NA	CYP19A1	15	51630696
cg15329483	0.410094637111076	SSX7	X	52683974
cg15329642	0.817987276550836	PTCH2	1	45308298
cg15329866	0.762839210136717	PLD1	3	171455826
cg15331039	0.0162529907207829	SH3BGRL2	6	80341283
cg15334028	0.06456923083437	MIR638;DNM2	19	10829162
cg15337006	0.854437682290354	ITGAM	16	31271009
cg15337055	0.0142382091828394	FOS	14	75745358
cg15337897	0.0232011395871394	FGF3	11	69634400
cg15339605	0.0852021464091833	TFEC	7	115670795
cg15341340	0.0311754141329962	DNASE2	19	12992237
cg15341760	0.907459729846528		1	6297890
cg15342384	0.00817047877738486	HNRNPH3;PBLD	10	70091938
cg15343119	0.36152204271391	GALR1	18	74961785
cg15344028	0.827870242257562	ICOS	2	204801510
cg15344726	0.853736710000006	GJA3	13	20717346
cg15345126	0.0242475335457801	RAB27A	15	55582248
cg15348640	0.0105096209473194	ACAA1;MYD88	3	38179985
cg15348799	0.0235380418477467	SKIL	3	170075452
cg15350036	0.409632278696134	CROT;TP53TG1	7	86973677
cg15350194	0.212184636320371	NA	NA	0
cg15350455	0.0415555575980056	C2orf44	2	24270357
cg15352315	NA	CD302	2	160655036
cg15352829	0.784391725273232	PLD4	14	105391018
cg15357518	0.0760833475981539	RBM42	19	36120356
cg15357639	0.964398000453693	OGG1	3	9790443
cg15357945	NA	PRG2	11	57158361
cg15359413	NA	FIGNL1	7	50517931
cg15361231	0.606747110926525	GLRX2	1	193075191
cg15361590	0.465670029293881	PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC4;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140864701
cg15361750	0.780772709040039	GPR77	19	47839132
cg15364303	NA	ROR1	1	64239391
cg15364537	0.475092108294224	MFSD4	1	205538310
cg15364618	0.602549962902727	LTB4R2;CIDEB;LTB4R	14	24780551
cg15365950	0.0127096488590724	KLHDC1	14	50160307
cg15368822	0.0447145066186845	TMEM63A	1	226070397
cg15371509	0.0208877671192502	INTS3	1	153700650
cg15372098	0.0247051425572025	C3orf26;MIR548G	3	99537053
cg15373285	0.448805927816682	MEG3	14	101293090
cg15373633	0.195005700247199	DACH2	X	85403474
cg15374234	0.460976534365146	CD300LF;RAB37	17	72709026
cg15375239	0.00515041483340348	SPINT2	19	38755287
cg15375586	0.161617438622478	TBX22	X	79277933
cg15376097	0.211421727113566	MPZL2	11	118135270
cg15377518	0.114327415294914	ZEB2	2	145278113
cg15377649	0.0344624693971697	ACTN4	19	39138400
cg15378655	0.0428874093595505	NA	NA	0
cg15379237	0.0517917744222745	B4GALT2	1	44445539
cg15379633	0.764173055712936	RAB36	22	23487586
cg15379858	0.454622753268891	CSGALNACT1	8	19540466
cg15379887	0.0899410112756286	CGGBP1	3	88107415
cg15381313	0.671868443378186	NR1H4	12	100867509
cg15381769	0.0255905973129711	PTPRK	6	128841972
cg15383087	NA	ZFP82	19	36910144
cg15383120	0.383743818943725	DUSP22	6	291909
cg15383392	0.0384102395619123	CTTN	11	70244691
cg15383574	0.0386901405225657	ATP5S;L2HGDH	14	50779169
cg15384392	0.0162105171847227	ARHGAP1;ZNF408	11	46721921
cg15384599	0.128575355450851	SETMAR	3	4344887
cg15384717	0.0516925423599655	PRPF3	1	150294084
cg15385623	0.175988506389328	THRB	3	24536309
cg15387123	0.221343271585245	CLIC3	9	139891058
cg15389153	NA		3	42819341
cg15392792	0.0242807956150827	MIR638;DNM2	19	10829173
cg15394409	0.0121242541093912	TMEM111	3	10028474
cg15396310	0.0142393476518151	BCL7B	7	72971398
cg15396367	0.396956475771848	UAP1L1	9	139972779
cg15397506	0.0152406147362592	LOC93622	4	6675881
cg15398448	0.00932323291450999	PTOV1	19	50353971
cg15398520	0.423978458814263	LPAL2	6	160932709
cg15399561	0.0149299143609751	POP1;HRSP12	8	99129939
cg15401952	0.084041110506911	KCNIP4	4	21305805
cg15403517	0.435041412053348	SRD5A2	2	31806275
cg15407570	0.653711694950896	STAB1	3	52529524
cg15408407	0.121011792265441	RPS15	19	1438438
cg15408454	0.478854791156849	NA	NA	0
cg15409266	0.508632967907086	NA	NA	0
cg15410903	0.0150443505626622	GSTO2	10	106028780
cg15411984	0.030660703270742	LRRC23	12	7014090
cg15413566	0.132180331728251	ICA1	7	8301971
cg15414833	0.0134841209987763	RUNDC3B;ABCB1	7	87257767
cg15415507	0.113092436756746	EPHA2	1	16482553
cg15415509	0.0728816868731151	ADRB2	5	148205614
cg15415545	0.236178380738561	GIYD1;SULT1A3;GIYD2;BOLA2B;BOLA2;SULT1A4	16	30206046
cg15416233	0.014403493306011	PAX2	10	102505266
cg15416577	0.0185182241701191	CCDC52	3	113234093
cg15417244	0.937770820862065	PDZRN4	12	41831558
cg15417900	0.0281026909236529	PAN2;CNPY2	12	56710096
cg15419274	NA	WFDC3;DNTTIP1	20	44421026
cg15422147	0.50978365014924	SERPINB5	18	61144339
cg15422784	0.922643498932063	LRRC8B	1	90023713
cg15423613	0.0287623811513001	KCTD7	7	66093349
cg15423764	0.447138369618115	GLYAT	11	58499533
cg15423862	0.834684383710874	KCNAB1	3	155838109
cg15425280	0.244456633924745	GRIA2	4	158141492
cg15425811	0.530198508235891	C22orf27	22	31318181
cg15426734	0.0347113524241133	PARD6A;ACD	16	67695272
cg15427448	0.036032310315088	BACE1	11	117186896
cg15427567	0.0889750073283028	METT11D1	14	21458055
cg15427656	0.0446959244110645	FAM149B1;ECD	10	74928123
cg15427774	0.0495492455775292	GORASP1;TTC21A	3	39149258
cg15428653	0.049375296985937	ABCA2;C9orf139	9	139923402
cg15430659	0.620337994822556	CNNM1	10	101090558
cg15431576	0.0545201051689975	MORN4	10	99393007
cg15432938	0.0421467008863593	FRAT1	10	99078812
cg15433631	0.0278393238394913	NA	NA	0
cg15434599	0.0331088131956188	MDM2	12	69201663
cg15435730	0.0484841541828858	TFAP2D	6	50680222
cg15437432	NA	TMED9	5	177018986
cg15439078	0.895654566087307	MYL3	3	46904643
cg15439196	NA	CNNM2	10	104676907
cg15439862	0.51754751716808	DSC3	18	28622593
cg15441973	NA	HNMT	2	138721317
cg15442534	0.0271297960168613	PDCD10;SERPINI1	3	167452763
cg15442702	0.147186495106939	FGFR4	5	176514253
cg15443822	0.0165858290487454	ATP2A3	17	3867014
cg15444978	0.0222808553579957	MARK3	14	103851370
cg15445332	0.0152499954045427	MKNK1	1	47069792
cg15446391	0.3756944696693	WT1	11	32452370
cg15447479	0.128118465824601	SMO	7	128828765
cg15447486	0.944822846932019	NA	NA	0
cg15448245	0.616690319492513	GGT5	22	24641654
cg15448599	0.972325820183134	C3orf45	3	50315748
cg15451100	0.0489620948790216	PSMB8	6	32812422
cg15452204	0.764824317819307	CDX1	5	149546471
cg15452426	0.165674055624538	DFFA	1	10532230
cg15452573	0.328622196909723	SNCA	4	90758843
cg15453943	NA	RAB9P1	5	104434827
cg15454483	0.075866317526573	SNX12	X	70288604
cg15456206	0.0121714766585063	ZNF580	19	56152139
cg15457079	0.807994477993771	CPN1	10	101841816
cg15457899	0.351892430215106	SCN3B	11	123525665
cg15459742	0.0149904364797422	CTNNAL1	9	111775564
cg15459773	0.934634091584144	C1orf124;EXOC8	1	231472445
cg15460516	0.0143885420376684	TNFRSF12A	16	3070249
cg15461516	0.108914277045175	CHST1	11	45686369
cg15462232	0.0550127654812463	FOXD3	1	63788184
cg15464148	0.625987502312058	LPAR5	12	6745057
cg15465321	0.81758464329194	NA	NA	0
cg15467148	0.03696073583978	PCK2	14	24563578
cg15467759	NA	NDST1	5	149900327
cg15468095	0.0802463335378209	PYCARD	16	31214401
cg15470298	NA	COL18A1	21	46825222
cg15470750	0.0324587945066356	FDPS	1	155278344
cg15473335	0.0379663422484363	NOL12	22	38082170
cg15473868	0.0430224971844038	MT1X	16	56716621
cg15473904	0.068495922206969	MRPL41	9	140446993
cg15475323	0.187942384425196	MAMSTR	19	49220102
cg15477600	0.0220477327436686	SDF2L1	22	21996253
cg15479752	0.633469100988045	FFAR2	19	35940862
cg15480475	0.469835290261649	TUB	11	8060060
cg15480941	0.504228974660142	PIM2	X	48776125
cg15481539	0.389492672081764	DEFA5	8	6913441
cg15482690	0.0205865932127322	TARDBP	1	11072742
cg15484019	0.0164079944553978	TTC35	8	109455575
cg15484375	0.38210368660007	SAA1	11	18287647
cg15484384	0.795102385612884	ANAPC13;CEP63	3	134203672
cg15485859	0.221220684115317	C1orf116	1	207206447
cg15486645	0.0145159673507848	LIN7C;BDNFOS	11	27528489
cg15488251	0.0241719120859318	MYH11	16	15951224
cg15488402	0.106148250403621	SLC9A8	20	48429173
cg15489294	0.41040459936686	LVRN	5	115297853
cg15489301	0.176456217057791	AKR1B10	7	134213038
cg15489422	0.676910494358473	TMCC1	3	129599347
cg15491567	0.879638524595783	DYSF	2	71679675
cg15492003	0.0183801916831306	ALG2;SEC61B	9	101984308
cg15492104	0.0121121934017088	COQ6;FAM161B	14	74417249
cg15494458	NA	BPI	20	36931512
cg15494980	0.071924902304456	STX5	11	62599247
cg15495837	0.852322002009374	NA	NA	0
cg15498283	0.0102249616976884	TALDO1	11	747520
cg15500658	0.0267907559579763	SPEN;FLJ37453	1	16174610
cg15501381	0.550320502463131	NGB	14	77737800
cg15502446	0.0495958351537837	C11orf73	11	86013224
cg15502888	0.0230332162082308	SOCS3	17	76356228
cg15503752	0.777982761407308	ST6GALNAC1	17	74639731
cg15503799	0.0543347967770994	PRCC	1	156737481
cg15507817	0.00836997413326412	WNT7B	22	46372583
cg15508020	0.0384984397132478	CSNK2A2	16	58232206
cg15512851	0.732182725392718	FGD2	6	36973518
cg15512961	NA	ANXA6	5	150537567
cg15513137	0.180624400567513	NA	NA	0
cg15514848	0.489820572986225	FMO1	1	171217555
cg15516226	0.371846011991984	BTNL9	5	180467519
cg15517609	NA	RYR1	19	38924045
cg15517965	0.0314941603916571	TMUB2;C17orf65	17	42263946
cg15518883	0.826956895927643	SIT1	9	35650561
cg15518950	0.63166824449145	TMEM171	5	72415770
cg15519208	0.0531893971334533	HIST1H1E	6	26155791
cg15520279	0.610828928125824	HOXD8	2	176995088
cg15521097	0.447098765203627	ITIH5L	X	54824559
cg15522719	0.0460551614645586	GLS	2	191745248
cg15522957	0.250057140728078	ALX4	11	44324925
cg15523238	0.0847298167729546	ATP10A	15	26108796
cg15525002	0.441093113376636	GBA	1	155214303
cg15526708	0.510103920147862	TGFBR1	9	101866433
cg15527554	0.818929947004709	YSK4	2	135782086
cg15528736	0.438117107232435	FCGRT	19	50015780
cg15530356	NA	ZNF414	19	8579985
cg15531099	NA	LCE1D	1	152770502
cg15532088	NA	C17orf66	17	34195134
cg15534084	0.070692646172032	ZNF649	19	52408044
cg15534366	0.211235232389832	CDH4	20	59826207
cg15536230	0.867174140185617	HSF2BP	21	44985092
cg15536242	0.800037569580054	NA	NA	0
cg15536490	0.0523734483539946	TFAP2C	20	55203849
cg15536552	0.286240753659383	ACSL4	X	108976035
cg15537433	0.0225998540175553	NDUFA2;IK	5	140027092
cg15537850	0.642443765583158	NAPRT1	8	144661051
cg15538427	0.298846939572558	LRRN4CL	11	62457014
cg15538820	0.491507929874992	OBP2B	9	136084818
cg15538837	0.0461652191860828	H3F3A;LOC440926	1	226250361
cg15539420	0.694817433524063	HOXB8	17	46692248
cg15540054	0.0187395360827761	ZNF180	19	45004280
cg15540820	0.357194074611932	EOMES	3	27765283
cg15541230	0.0138996379846194	COG1	17	71188803
cg15541315	0.0308921811682559	REXO2	11	114309932
cg15542496	NA	PIP	7	142828356
cg15543551	0.06329776784555	FGF12	3	192445202
cg15544036	0.422306862903597	CLDN4	7	73245564
cg15544721	0.753135408834208	PPP1R9A	7	94536691
cg15547534	0.296608283656939	C7orf47	7	100034410
cg15547662	0.0562334889798241	PAFAH2	1	26324823
cg15550350	NA	GRK7	3	141497168
cg15551881	0.799322426233323	TRAF1	9	123688715
cg15552238	0.166292391019321	EMR3	19	14785749
cg15553522	0.0240906822708708	TMEM132A	11	60692329
cg15554401	0.818357434948111	GJB4	1	35226891
cg15555014	0.309909541720709	SYNGR2	17	76164144
cg15555727	0.0220722030713198	PYCRL	8	144692268
cg15556558	0.0256090366528497	STRN	2	37194356
cg15557833	0.178840353216975	NA	NA	0
cg15558658	0.0594462867271545	KIAA1279	10	70748649
cg15558971	0.0291749807776507	ZFP36L1	14	69260307
cg15559560	0.0135765365356834	SMPD4;FAM128B	2	130939084
cg15559700	0.640716559266083	UGT1A9;UGT1A10;UGT1A8	2	234579873
cg15559737	NA	CRYBA4	22	27016806
cg15560112	0.0141747368530329	MYBPC2	19	50935305
cg15560337	NA	HYAL4	7	123484898
cg15561986	NA	GSTZ1;POMT2	14	77788381
cg15562197	0.0158776766489085	C3orf38	3	88198982
cg15563057	0.0189010085041427	PURA	5	139493612
cg15563382	0.0325009214716645	RNF141	11	10563039
cg15563952	0.0297029229569267	DHTKD1	10	12110679
cg15563993	0.0259777450463905	WDR61	15	78592154
cg15564267	0.324349011727933	OTUB1	11	63754708
cg15565533	0.0329551470639394	IP6K1;GMPPB	3	49761936
cg15565872	0.109215223938898	VEPH1;PTX3	3	157155202
cg15566222	0.0126014137960776	ZC3H15	2	187350716
cg15566783	0.017236218945251	NIPA2	15	23034186
cg15568167	0.01484093889143	SAMD10	20	62610530
cg15569340	0.0107034719679281	CLSTN3;RBP5	12	7282490
cg15569512	0.0247251878268243	BAG5;C14orf153	14	104029667
cg15571154	0.844912625801641	FAM187B	19	35719126
cg15572745	0.236441021960819	NRXN3	14	78870232
cg15572787	0.0119880519536845	RTDR1	22	23484171
cg15573237	0.51446036650456	NA	NA	0
cg15576195	0.0452328986543953	HTATIP2	11	20385561
cg15576233	0.0118870702630928	HEY1	8	80679932
cg15579370	0.244772176334165	SMOX	20	4129337
cg15580043	0.0689809950932904	PSMA7;SS18L1	20	60719730
cg15581500	0.051458362660351	HSBP1	16	83841755
cg15582789	0.0853344913760882	SLC35D2	9	99145525
cg15582891	NA	TAAR1	6	132967028
cg15583058	0.128286686772081	SDCCAG3;PMPCA	9	139305771
cg15583072	0.23945062127585	SLCO1A2;IAPP	12	21525662
cg15584630	0.0155350607659746	TSC22D2	3	150126560
cg15584813	0.714508139384	SLC38A4	12	47219626
cg15585905	0.0159576850337575	NA	NA	0
cg15585987	0.732368232152468	SNTG1	8	50824749
cg15586352	0.431878522750042	NA	NA	0
cg15587603	0.0457157973552406	C2orf63;RPS27A	2	55460405
cg15589156	0.0559598984235999	RAB3IL1	11	61684592
cg15589354	0.0675272545563212	URB2;TAF5L	1	229760606
cg15589427	0.644029783991216	MUC4	3	195539395
cg15590526	0.164459261788664	NA	NA	0
cg15590780	0.747188358686572	USH2A	1	216596639
cg15591678	0.0097578345349388	ZNF365	10	64134155
cg15591837	0.0198029163192396	PPIL1	6	36842614
cg15594133	0.0167032510488717	TSPAN14	10	82214337
cg15595739	NA	RGS9	17	63183451
cg15597540	0.958535529564488	TUSC4;CYB561D2	3	50387202
cg15599064	0.249675016605442	NA	NA	0
cg15600342	0.0287442939144599	WBP4	13	41635509
cg15600835	NA	RPTOR	17	78518556
cg15601535	0.0325531356547899	SRD5A3	4	56212295
cg15602735	0.434279762498592	MAGEC2	X	141293333
cg15602809	0.519013428272518	NA	NA	0
cg15602950	0.0311923088380059	SACM1L	3	45731220
cg15602969	NA	RPL19	17	37356328
cg15603885	0.964765423613057	ABRA	8	107782373
cg15604008	0.0465745754350673	NA	NA	0
cg15604467	0.327629159840851	POU4F1	13	79177925
cg15605888	0.025606440988739	CCDC138	2	109403293
cg15606663	NA	KRTAP15-1	21	31812603
cg15607672	0.672083423386692	OTX2	14	57277227
cg15609273	0.0155465292092539	RCBTB1	13	50159867
cg15609321	0.0809836352481034	ZNF512	2	27805893
cg15610233	0.411341930967017	NA	NA	0
cg15610792	0.0114643707568778	C9orf114	9	131592173
cg15611364	0.030970100142732	OXSM;NGLY1	3	25831423
cg15611923	0.0245858014968781	RBM8A	1	145507416
cg15612063	0.0445937087240871	TMEM45A	3	100211622
cg15612436	0.229274396066059	MPPED1	22	43897902
cg15612546	0.0264727926203233	RPS6KC1	1	213224612
cg15612847	0.892766489011837	MITD1;MRPL30	2	99796318
cg15612927	0.0492033916844829	RAD52	12	1058210
cg15613048	0.486351279098617	KIF17	1	21044031
cg15613982	0.0250240713843743	SEC23B	20	18488017
cg15615135	0.0889179966748394	SNX5;C20orf72	20	17949655
cg15616083	NA	KCNQ2	20	62104607
cg15616400	0.981539449428531	SLC25A34	1	16062894
cg15619125	0.852698693412375	MAMDC4	9	139747228
cg15619794	0.794030224603645	IL5	5	131880649
cg15623573	0.0355199842922482	APBA1	9	72288098
cg15625636	0.639394487057695	GPR65	14	88472437
cg15626350	0.217233168732247	ESR1	6	152130207
cg15627025	0.539761886879006	NA	NA	0
cg15627502	0.0261777812586361	RPN2;C20orf132	20	35806795
cg15627524	0.157733283823696	DOPEY1	6	83777986
cg15628498	0.140065801490612	ONECUT1	15	53082902
cg15629064	0.127100424087926	TRIM27	6	28891718
cg15630759	NA	SF3A1;CCDC157	22	30752524
cg15631323	0.0564756162997548	EGLN3	14	34420468
cg15633390	NA	EIF4E	4	99851211
cg15634735	0.0207370993772957	SAP130	2	128784622
cg15636365	0.0124557297669963	PNPLA7;MRPL41	9	140446240
cg15636587	0.427359299740433	NA	NA	0
cg15637528	0.961644234268353	C6orf146;C6orf201	6	4078959
cg15639045	0.0135129420991725	SLC16A11	17	6947200
cg15639951	0.835412866910261	MAP3K14	17	43367609
cg15640375	0.0382606546783989	LPPR3	19	821565
cg15641675	0.0192367190332721	DDX17	22	38902252
cg15641998	0.0278443469028856	HSD17B11	4	88312323
cg15642035	0.357819672183347	FAM135B	8	139165052
cg15642326	NA	MARK4	19	45754146
cg15643724	0.0350302914220573	GFER	16	2034532
cg15645309	0.225909898924203	BATF	14	75988747
cg15645605	0.0176538711305653	MRPL35	2	86426467
cg15645784	0.016126358595918	ROGDI	16	4852962
cg15646782	0.0143231543928495	FAM55C	3	101498416
cg15647515	0.347507761829212	WNT2	7	116963802
cg15648315	NA	C13orf35	13	113301636
cg15648905	0.0233514212901145	RPL12;LRSAM1	9	130212957
cg15649193	0.0796082111676618	TECR;MIR639	19	14640403
cg15649452	0.034278375427126	NA	NA	0
cg15652120	0.0238177129072123	ELK3	12	96588210
cg15652212	0.365138231615144	TMEM139	7	142981776
cg15652797	NA	CROT;TP53TG1	7	86974991
cg15654964	0.227495097367813	BSDC1	1	32860685
cg15657607	0.318478587481348	NA	NA	0
cg15657668	0.706084750056754	NA	NA	0
cg15658426	NA	CCDC112	5	114631545
cg15659828	0.138986552107306	CHID1	11	911673
cg15660077	0.766563307481557	NLGN2	17	7311620
cg15660498	NA	C19orf55	19	36249933
cg15661409	0.661692234688851	C14orf105	14	57960976
cg15662251	0.801882406612499	PAQR7	1	26197855
cg15663121	0.0212785221100359	GLYR1;UBN1	16	4898306
cg15664067	0.0284487336557324	RASA1	5	86564490
cg15664701	0.359898060669132	AKAP14	X	119030658
cg15664905	0.763288061280667	PHLDB3	19	44009429
cg15665653	0.057023111578716	WDTC1	1	27561270
cg15669092	0.016690725593241	TUBB3	16	89989024
cg15669228	0.61807404422011	IFNA8	9	21409505
cg15669273	0.0298984998449095	LYRM4;FARS2	6	5261406
cg15670863	0.839915366274347	SPACA4;FAM83E	19	49110292
cg15673110	0.013778383156721	BIRC6	2	32581747
cg15674432	0.421639292197766	SLC26A8	6	35992082
cg15674997	0.41563623003169	GRM6	5	178421314
cg15676084	0.0448535732400514	ENAH	1	225841605
cg15676241	0.0616489062473339	ITGA2	5	52285231
cg15676488	0.0408166049174213	SNRPC	6	34725116
cg15677132	0.0221321225793814	SRP54	14	35452110
cg15677294	0.577719157576002	TUBB4	19	6502938
cg15677344	0.769583469240147	NA	NA	0
cg15677355	0.850502118555382	OTUD6A	X	69282357
cg15679095	0.840824106263161	KIAA0240	6	42789053
