Hybridization REF	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05	TCGA-A8-A09K-01A-11D-A00Y-05
cg13894021	0.0538947499549451	RAB36	22	23487383
cg13896269	0.0241432950302914	NA	NA	0
cg13896604	0.0125485720794706	ATP5H;KCTD2	17	73043189
cg13897449	0.607630452445039	PFKFB1	X	55021841
cg13897627	0.317430983886778		16	49378497
cg13899108	0.735984946775095	PDE4C	19	18344322
cg13901134	0.0132601366364597	C9orf16	9	130923133
cg13901526	0.0251738816509187	GYPC	2	127414455
cg13903548	0.897493414145978	GABRR2	6	90024543
cg13904493	0.0115545736316726	KIAA1804	1	233464194
cg13904771	0.451686453222381	C10orf47	10	11865163
cg13904968	0.0781658413240672	PCK1	20	56136012
cg13905388	0.191784884313084	CDCA4	14	105487229
cg13906416	0.0311356578604629	PVR	19	45147440
cg13906548	0.0181596955022747	GABARAPL2	16	75600564
cg13906813	NA	HLA-DPA1	6	33040914
cg13908518	0.920531263850531	RNPC3;AMY2B	1	104096517
cg13908523	0.0103223428409788	PRKCD	3	53194728
cg13908977	0.01394135532037	RSL1D1	16	11945749
cg13910855	0.0242491749958021	PBX2	6	32157485
cg13912117	0.033542507855132		8	132054555
cg13912204	0.0187698997690725	SLC19A2	1	169455529
cg13913917	NA	ATP11B	3	182511332
cg13914438	0.500040080167032	NA	NA	0
cg13915726	0.383675982290237	DUSP9	X	152908309
cg13916322	0.0417018346707592	PLA2G16	11	63381728
cg13916742	0.368251516356978	SCGB1D1	11	61957788
cg13916931	NA	POLD2	7	44162801
cg13917394	0.0126385390277724	NA	NA	0
cg13917504	0.837697911861916	MEST;MESTIT1	7	130131258
cg13918581	0.0307670669155111	ANKRD11	16	89557340
cg13918808	0.364122636384828	FAM9C	X	13062651
cg13918811	0.178239701022261	ANAPC4	4	25378308
cg13919215	0.0277768301423314	POLR2K	8	101162909
cg13919607	0.0149533644505355	ZNF174;ZNF434	16	3451181
cg13920529	0.842237866317267	SUGT1P1;AQP7	9	33402426
cg13921319	0.565283798282431	NA	NA	0
cg13921352	0.281809474913131	FAM19A4	3	68981890
cg13925920	0.0244349614971679	PSMD12	17	65362829
cg13926569	0.856016871118142	PAPSS2	10	89418898
cg13927251	0.0694173671797526	FLT4	5	180077359
cg13928116	0.454310463010641	AFF2	X	147582053
cg13928306	0.112596266334598	ZNF205;MGC3771	16	3162397
cg13928594	0.017995092890736	IFT81	12	110562699
cg13928866	0.75310025494813	YY2;MBTPS2	X	21874614
cg13928961	0.256915909080583	KRT73	12	53012009
cg13929328	0.58259168188549	FOXI2	10	129535898
cg13929970	0.203657001368888	FGFBP1	4	15939862
cg13931228	0.024968524313117	MPP6	7	24612418
cg13932624	0.0161148027849412	TBRG1	11	124492608
cg13935507	0.0378739614074435	ZHX2	8	123793925
cg13936125	0.0321342652615371	LOC283856;GNAO1	16	56225599
cg13940405	0.0218725443803561	GOSR2	17	45000277
cg13942909	0.0432357137838762	C9orf119;GOLGA2	9	131038152
cg13943564	0.156856663481475	NA	NA	0
cg13944141	0.168724106050412	NA	NA	0
cg13945069	0.0368138621669474	DDX59	1	200638500
cg13946500	0.0179303140452728	PPAN-P2RY11;SNORD105;PPAN	19	10217312
cg13946860	0.0078831946687721	RPN2;C20orf132	20	35807510
cg13948784	0.0141796365136494	MFSD9	2	103353092
cg13948987	0.439413316554933	HCRTR2	6	55039259
cg13950558	0.241526078717692	BLOC1S3	19	45683263
cg13951472	0.106254974552273	NA	NA	0
cg13951948	0.00974689966820813	ZNF747	16	30546188
cg13952892	0.920413817054835	FOXRED1;SRPR	11	126140110
cg13954292	NA	ZFR	5	32445523
cg13954572	0.740965670031742	NA	NA	0
cg13956671	0.0421030702113962	CUL2	10	35379687
cg13958304	0.0198662015135566	RSBN1	1	114354463
cg13958426	0.814246250953244	C1orf114	1	169396637
cg13958614	0.725876130043325	FOXD1	5	72744196
cg13958676	0.0415742581776129	LGI3	8	22014652
cg13959523	0.271703230591986	CHST8	19	34175481
cg13959611	0.020619894189715	NA	NA	0
cg13960126	NA	CRB3	19	6462999
cg13960192	0.0358098618063093	GNA11	19	3093904
cg13962355	0.0603700300000858	BTRC	10	103114219
cg13964084	0.0178495639404007	C6orf134	6	30594709
cg13966710	0.345127061528294		1	113392781
cg13967780	0.0168347651654095	SMAD7	18	46476822
cg13968061	0.21458003138979	APCS	1	159557257
cg13968390	0.800035690992261	SULT1C2	2	108904812
cg13969584	0.598738733693605	CENPBD1;AFG3L1	16	90038469
cg13970341	0.0219122695563606	ABCA2;C9orf139	9	139923093
cg13973816	0.0175757875228672	SCAND2	15	85174719
cg13974531	0.377870506077289	TRIM72;PYDC1	16	31228444
cg13975369	0.709775342532494	TSGA14	7	130080553
cg13975625	0.725012716852951	NPY5R	4	164264796
cg13976366	0.0175415931399261	TRIM21	11	4414916
cg13976438	0.894344390301053	NA	NA	0
cg13979182	0.124220169467712	ADD1	4	2845120
cg13980308	0.0188392641657426	ADCK2	7	140373235
cg13980473	0.0617860730457423	TSPYL1;DSE	6	116601312
cg13980719	NA	TNP1	2	217725560
cg13980834	0.908300708221716	C1orf201	1	24727850
cg13982505	0.853766629367659	GIGYF2;KCNJ13	2	233642094
cg13982661	0.0205510438224642	SC5DL	11	121163497
cg13983578	0.0217989872439629	DUSP4	8	29208153
cg13983870	0.0392587735059969	TSPAN12	7	120497998
cg13984181	0.321055782764742	EPHX4	1	92495720
cg13984351	0.0344601046288446	BMI1	10	22609903
cg13985639	NA	DHDPSL	10	99344969
cg13986130	0.331844139724603	PTGS2	1	186649330
cg13986618	0.218937437259523	CD163L1	12	7595981
cg13991029	0.558759298393736	PAGE5	X	55246455
cg13991233	0.552406264679661	GAS7	17	10102558
cg13992856	0.0260605884950003	FLOT2	17	27224025
cg13993218	0.263683203889416	INS-IGF2;INS	11	2181866
cg13994175	0.0214480167495343	KIF9;KLHL18	3	47324524
cg13994177	0.590626353988754	SNORD116-1	15	25296464
cg13995453	0.88372808649761	KLRB1	12	9759653
cg13996731	0.0280031592626894	NR3C2	4	149363522
cg13997068	0.305195520978188	TPSG1	16	1275785
cg13997435	0.691954935215711	S100A2	1	153538406
cg13998293	0.878849360900915	TRIM63	1	26394435
cg13998904	0.917403010574851	TRIM42	3	140396803
cg14001035	0.0998107039084658	ATP10A	15	26026152
cg14001567	0.0400474058739298	TP53TG1;CROT	7	86974838
cg14002682	0.0217402900567852	DNAJC27	2	25195127
cg14003467	0.0182081756683803	PCYT1A	3	196014846
cg14003512	0.290354623857689	NA	NA	0
cg14008119	0.0216552776317397	C14orf179	14	76451930
cg14008883	0.184235007587432	SLC18A3;CHAT	10	50818911
cg14009312	0.881126400178039	STK11	19	1205012
cg14009688	0.125885476842681	CALD1	7	134464242
cg14011639	0.0614850865277676	PCDHGA4;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB7;PCDHGB6;PCDHGB3;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5	5	140797234
cg14011734	0.0184978866677129	TATDN2	3	10290674
cg14012294	0.0183140882148232	BTF3	5	72794041
cg14013300	0.0193529119751196	XBP1	22	29196047
cg14013604	0.0237644168478383	PTPN2	18	12884564
cg14014225	0.941107702407932	SLC16A8	22	38479236
cg14014613	0.481998596831135	OR3A1	17	3196049
cg14015044	0.399574880489728	TNFRSF10C	8	22960619
cg14017991	0.0220361192470886	CCDC21	1	26560780
cg14018807	0.0125168957549322	GCC1	7	127225619
cg14019317	0.631837403405668	PROX1	1	214161306
cg14021073	0.0701814846857445	BRSK2	11	1410385
cg14021698	0.478390434186716	NA	NA	0
cg14023451	0.246897828223797	GPLD1	6	24489887
cg14023558	0.0237281371757151	HNRNPA3	2	178076969
cg14026602	0.0262722230988963	USP7	16	9056723
cg14026971	0.0190642922521858	FAR1	11	13690461
cg14027234	0.472719505811788	CD248	11	66084163
cg14028823	0.0168261450567576	NA	NA	0
cg14029663	0.0555080409712062	C14orf138	14	50582909
cg14030083	0.0230479898781493	CDR2L	17	72983622
cg14030359	0.0308431686818921	NDRG2	14	21493406
cg14031452	0.0689680658638044	NEDD1	12	97301535
cg14034870	0.417638723729021	SFTA2	6	30900197
cg14035045	0.0749745356665283	HEMK1;C3orf18	3	50606289
cg14036856	0.203075808142529	C1orf210	1	43751563
cg14037413	0.0168225464184252	ZNF143	11	9482594
cg14037665	0.0369667115792397	PXDN	2	1748617
cg14039952	0.0431045624537413	NPM1	5	170815461
cg14042128	0.0320821685961889	CHMP2A	19	59066234
cg14043411	0.00940499179665208	SIVA1	14	105219857
cg14043602	0.135922933062466	OR1E1	17	3301340
cg14044580	0.0155704281269247	CDK16	X	47077815
cg14045072	NA	GPR116	6	46884362
cg14045283	0.0252429244190609	MADCAM1	19	495737
cg14046365	0.0447102417688202	NMI	2	152146318
cg14046757	0.0160004267197481	ZC3H14	14	89029605
cg14046986	0.287192728916697	RCSD1	1	167599371
cg14047008	0.864098451101319	SERPINC1	1	173887011
cg14047244	0.0154488183331693	LMNB2	19	2457194
cg14047656	0.0203429556770282	FAM126B;NDUFB3	2	201936671
cg14047667	0.0200207501485052	F13A1	6	6320889
cg14048487	NA	BRCA1	17	41273439
cg14049461	0.476256960151186	GRID2	4	93224987
cg14055374	0.0421691581687095	MAF	16	79634410
cg14056306	0.973875944264368	CDK3	17	73997820
cg14056644	0.470245842219961	PITX2	4	111559105
cg14056942	0.0589802325803668	TSC22D2	3	150127151
cg14058345	0.0412407479942547	TXNDC6	3	138048746
cg14058432	0.0269039234269995	PELI2	14	56584702
cg14058998	0.0166796684336105	SEPW1	19	48281859
cg14059475	0.0160886689398507	PREPL;C2orf34	2	44588633
cg14059729	NA	KLRAQ1	2	48667654
cg14059963	0.674704470813822	GPR19	12	12815026
cg14060060	0.0168882592187278	NA	NA	0
cg14060828	0.478158591783234	PTH2	19	49926276
cg14060836	0.0110101527938923	ISCA1	9	88897456
cg14061619	0.0510196500660307	SH3BP4	2	235860118
cg14062083	0.15274478964627	KRTAP13-4	21	31802829
cg14063008	0.0251813030907016	DAB2IP	9	124461599
cg14063673	0.499826506471935	NA	NA	0
cg14066280	0.014673254988325	ZNF613	19	52430533
cg14069619	0.384487363466017	KRBA2	17	8275273
cg14070162	0.199658757515636	PTRF	17	40575582
cg14070647	0.0546279036688626	RSPO2	8	109095264
cg14072120	0.02523485484261	RAC2	22	37640402
cg14074117	0.220428198639944	C16orf73	16	1909714
cg14074431	0.0159264437271682	MAP3K10	19	40697804
cg14074641	NA	ABCC12	16	48181753
cg14076161	0.150062012955425	PRB4	12	11463379
cg14076411	0.0368987130637096	RNGTT	6	89673710
cg14078309	NA	MCAT	22	43539574
cg14078518	0.832720436271357	GK2	4	80329284
cg14079785	0.748484373965354	SFTPC	8	22018896
cg14080001	0.025834994856891	SNX33	15	75940555
cg14081015	0.0596495720937731	RIOK2	5	96519003
cg14083376	NA	C14orf2	14	104388097
cg14084176	0.0533087184176104	FUNDC1	X	44401762
cg14085328	0.0403210517230458	DDX59	1	200639502
cg14086033	0.0240515980690728	C11orf10;FEN1	11	61559821
cg14086122	NA	RILPL2	12	123921793
cg14086647	0.0180321687638482	LIMK2	22	31608022
cg14087150	0.82838237097305	NA	NA	0
cg14088161	0.548035124528948	ACTL6B	7	100255043
cg14088811	0.797475477445838	SPI1	11	47399994
cg14089692	0.0327257556700401	ADAM33	20	3662546
cg14091223	0.015535349221001	DNAJB2	2	220144326
cg14091657	NA	LHX3	9	139097876
cg14093125	0.0170742676167584	C19orf48	19	51308034
cg14093368	0.0502246620333145	BAZ1B	7	72936880
cg14093936	0.792368201130419	SEMA7A	15	74726614
cg14094063	0.0109011417459149	BRAF	7	140624470
cg14094960	0.217375038806883	EGFR	7	55086890
cg14095850	0.0195029243228263	CSTB	21	45196584
cg14098132	0.026506965590584	CGRRF1	14	54976507
cg14099017	0.037386757605832	MAP2K4	17	11923960
cg14100184	0.343337354920666	GNG13	16	851298
cg14100578	0.0810679567609124	SLC25A11;RNF167	17	4842919
cg14101501	0.0226563782430919	EHBP1	2	62932430
cg14102807	0.779570861052477	CD19	16	28943677
cg14104257	0.013650575158281	SLC36A1	5	150827447
cg14105047	0.0321449963817519	PDLIM5	4	95372810
cg14105781	0.115916088064357	TBL1X	X	9433597
cg14106085	NA	FOXD2	1	47902269
cg14106263	0.0881591213104867	RBMX2	X	129535683
cg14106308	0.0272686710698586	VEPH1	3	157217286
cg14106632	0.0649514707306674	EVI5L	19	7895393
cg14107638	0.238121070382089	MAGEA5	X	151286380
cg14108384	0.0251469923401778	NA	NA	0
cg14108394	0.0302224709241993	MIRLET7I;C12orf61	12	62997291
cg14112945	0.0615890637870854	NA	NA	0
cg14114267	0.808619068531839	SP3	2	174831503
cg14115004	0.0344575315473682	STARD3	17	37793212
cg14115346	NA	BPHL	6	3118207
cg14116122	0.179146083100013	ALX1	12	85673884
cg14116596	0.395694646545799	TBXAS1	7	139528673
cg14117297	0.327182881661694	TMIGD2	19	4301870
cg14118546	0.0165435561758633	KIAA1012	18	29523417
cg14119236	0.10295992075147	FGF23	12	4489075
cg14119774	0.0425704048393094	WDR41	5	76788060
cg14120336	0.0358705779510371	DYNC2LI1	2	44001158
cg14120436	0.89084249481534	GNB5	15	52483498
cg14120784	0.0557264078934028	GTF2IRD1	7	73867457
cg14120879	0.404334554889273	NA	NA	0
cg14121103	0.0200351162893376	ABHD5	3	43731973
cg14123992	0.823180119756928	APOE	19	45407868
cg14125250	0.0306535808319148	PIK3R2	19	18263590
cg14126210	0.0227409740409552	MCFD2	2	47142867
cg14127336	0.845407436448129	TCL1A	14	96180319
cg14127659	0.624295213652057	C22orf23;POLR2F	22	38350784
cg14127958	0.0152439496407383	APPL2	12	105630059
cg14129103	NA	SNX29	16	12609068
cg14129786	NA	MGMT	10	131321947
cg14131445	NA	C16orf58	16	31519964
cg14132995	0.209388291528206	SLC35A2	X	48769370
cg14133708	0.0860714039769404	EMILIN2	18	2846834
cg14134005	0.282994934261318	NA	NA	0
cg14134153	0.0951332583440396	RPL26L1;LOC100268168	5	172386668
cg14135551	0.0310931908047352	DAAM2	6	39760416
cg14137939	0.790815480726411	CCDC89	11	85397109
cg14138171	NA	CIR1;SCRN3	2	175261646
cg14139633	0.010208879666647	SLC27A4	9	131103210
cg14141399	0.240528583725219	HAS1	19	52228048
cg14142521	0.0384532279851593	TAF11	6	34855408
cg14143055	0.558763495314603	ADAMDEC1	8	24240597
cg14144305	0.0618098250581569	ALX4	11	44325960
cg14145194	0.735458126764199	ICAM3	19	10450022
cg14145762	NA	C11orf57;PIH1D2	11	111945650
cg14147105	0.0327688384620171	FAM125A	19	17531148
cg14149007	0.0186561170851904	PRKD2	19	47219555
cg14150666	NA	CXCR2	2	218991310
cg14153740	0.167296878919655	TRYX3	7	141957702
cg14154330	0.223670226559469	ARHGAP27	17	43503401
cg14155397	0.0717127914596161	MAP2K1	15	66678782
cg14155416	0.582991653830879	L3MBTL4	18	6414330
cg14155482	0.019404710747866	PIP5K1A	1	151171082
cg14156381	0.358907835803133	FBN3	19	8212675
cg14159672	0.721419603465558	PM20D1	1	205819179
cg14159818	0.0105153527453806	C20orf27	20	3749519
cg14159894	0.0277975183290557	BTBD3	20	11872261
cg14161241	0.182199166939914	PLAGL1;HYMAI	6	144329909
cg14161426	0.0121967296390528	ERAP1	5	96143592
cg14161730	NA	SYN1;TIMP1	X	47441290
cg14161885	0.307453159014293	NBPF15	1	148560976
cg14162076	NA	CLEC4D	12	8665092
cg14163776	0.0465989011174052	ACAP2	3	195164580
cg14165663	NA	GALR2	17	74070269
cg14166009	0.818363763485594	HKR1	19	37825309
cg14167017	0.0174625109500498	UBAP1	9	34178925
cg14167596	0.0804951797378371	MSX1	4	4862910
cg14168975	0.529591182559617	ALAS2	X	55057838
cg14170423	0.545686831075131	RASGRP2	11	64513809
cg14171478	0.0264070124749185	C14orf118	14	76618642
cg14171523	0.0139356175747229	SLC25A44	1	156163644
cg14171882	NA	HUS1	7	48019441
cg14172532	0.0166317669049205	STK25	2	242447907
cg14173523	NA	FUT5	19	5871035
cg14173613	0.0146969774370004	TMEM33	4	41937393
cg14173969	0.043898472946154	CD300C	17	72541932
cg14174099	0.19150410592709	SLC8A3	14	70655862
cg14175438	0.0452470402042666	FAM3C	7	121036729
cg14175580	0.0161812653596456	CAMSAP1L1	1	200709051
cg14175593	0.0576797653449561	UBTD1;MMS19	10	99257444
cg14176475	0.0333152597886193	TTF1	9	135282081
cg14176836	0.71864223298183	ITGAL	16	30484218
cg14178895	0.760931725602645	C6orf105	6	11778902
cg14178991	0.772062103214294	NA	NA	0
cg14179628	NA	TCEAL7	X	102584953
cg14181391	0.013536674045463	PIGU	20	33265182
cg14181459	0.0245234809902742	SMAD5;SMAD5OS	5	135468353
cg14182690	0.16609493882679	RUNX3	1	25290947
cg14183455	0.92767303675705	MATN1	1	31196733
cg14184817	0.912717059864603	EXOC3L2	19	45737483
cg14186071	0.551543455231027		X	30993102
cg14186992	0.853445255856171	ZBTB48;TAS1R1	1	6639570
cg14187678	0.18224996467218	TBR1	2	162272687
cg14188111	NA	C1orf77;S100A13	1	153608034
cg14188232	0.0190203374291993	ITGA11	15	68724065
cg14189571	0.25101177321394	ZFP42	4	188916943
cg14189614	0.843894666036632	SLC45A2	5	33984660
cg14191109	0.0406125725396657	SLC25A16	10	70287438
cg14191360	0.15461588864899	MET	7	116311773
cg14195915	0.0212975776844121	SFRS4	1	29507864
cg14196211	0.00952229075031631	MRPL12	17	79670206
cg14196790	0.0597114951849186	SLC22A5	5	131705035
cg14197923	0.0190742185914203	FGF5	4	81187906
cg14198172	0.0843667108955467	HBXIP	1	110950618
cg14201417	0.0398978506730258	ADAMTSL2	9	136400057
cg14201617	0.972888167195949	C2orf61	2	47382452
cg14203179	0.862317493315093	GNAS	20	57430663
cg14203758	0.0200959120305923	ASF1B	19	14247374
cg14204735	0.013362554576104	CYB561	17	61524304
cg14204791	0.019341903692769	PKNOX1	21	44394797
cg14204992	0.0094170029714119	NA	NA	0
cg14205126	0.0363297974880714	TMEM9B	11	8985648
cg14206730	0.0197332060485587	SLC35D1	1	67519677
cg14209518	0.236664883398573	NNMT	11	114166636
cg14209569	0.0236457808003931	COMMD4	15	75628553
cg14209870	NA	TAS2R5	7	141489394
cg14211646	0.0754995239875264	DHDDS	1	26758996
cg14212314	0.0253531302690651	HSPE1;HSPD1	2	198364789
cg14213620	0.0260819721176043	DFFB;KIAA0562	1	3773909
cg14213992	0.0402360352195095	ZNF546	19	40503358
cg14217102	0.0132794389742675	RAB1A	2	65357592
cg14217157	0.0702539095779853	NA	NA	0
cg14217534	0.0594761715586536	TUBA1B	12	49525474
cg14218343	0.0286105125716498	ZNF32	10	44144641
cg14221171	0.0529481809954865	TAC1	7	97361759
cg14221831	0.544718067279026	CDH16	16	66952714
cg14222233	0.0142370619649123	PFKFB3	10	6245271
cg14223017	0.301465103415897	AP3D1	19	2151266
cg14223444	NA	TSTD2;NCBP1	9	100394496
cg14223995	0.731166968340016	UCP1	4	141489799
cg14225485	0.0201331681399334	FAM84A	2	14772568
cg14225544	0.0372327094028311	PLK2	5	57755798
cg14226064	0.874583519271183	SYS1-DBNDD2;TP53TG5	20	44006560
cg14228238	0.583841733653574	MECOM	3	168864123
cg14228840	0.0313470732444817	MICA	6	31371488
cg14230133	NA	IDS	X	148587055
cg14230685	0.0260333811409161	SPIN1	9	91004214
cg14234680	0.00868722610202002	IMPAD1	8	57905925
cg14236389	0.496603466605648	C20orf197	20	58631038
cg14236602	0.0148714352910281	PFKL	21	45720651
cg14237152	0.925999699451045	NA	NA	0
cg14238120	0.62198806073203	CELA3A	1	22328026
cg14242042	0.0116376047962138	SOX5	12	24715250
cg14242091	0.0249052221659338	TOP3B	22	22337171
cg14243026	0.02434298236376	NA	NA	0
cg14244577	0.0679660845174713	DDX19B	16	70332878
cg14246617	0.0422075483493671	MITF	3	69788840
cg14249872	0.206773527554782	KCNK1	1	233749672
cg14251536	0.0355694489107274	C20orf7;ESF1	20	13765341
cg14252059	0.395770932174417	TECTA	11	120973274
cg14252569	0.0328700477451274	DACT1	14	59104316
cg14254380	0.0249739736326677	WDR63	1	85527879
cg14254419	NA	AMPD2	1	110162217
cg14255089	0.0351278310997003	ZMYND11	10	180755
cg14256699	0.378233215560725	SOST	17	41836026
cg14256814	0.0284523624206333	POGK	1	166808417
cg14258236	0.251011905202565	OR5V1	6	29323330
cg14260458	0.462318111207298	OCM2	7	97620123
cg14260643	0.13105964378671	CYP3A5	7	99277394
cg14260918	0.257177586350711	ZNF673	X	46306533
cg14261309	NA	C1orf163	1	53164287
cg14261863	0.0452299307507868	ELMO2	20	45035638
cg14262937	0.166546261436199	OPRM1	6	154360351
cg14264994	0.366809758736465	CTCFL	20	56099548
cg14265075	0.0436594413260872	ARHGEF11	1	157016521
cg14265670	0.0216242715118337	UPP1	7	48128300
cg14267151	NA	MUTED	6	8066098
cg14269477	0.341862041643006	TRPV5	7	142630597
cg14269514	0.015322987542494	OAZ3;MRPL9	1	151736130
cg14271400	0.0220781693840108	EPHB2	1	23036980
cg14271499	NA	THOP1	19	2785891
cg14271690	0.887487723975516	ADIG	20	37209999
cg14271908	0.0182129346237043	TFAM	10	60144732
cg14272175	0.0182353541287769	PXK	3	58318960
cg14272706	0.852857538882813	ALS2CR12	2	202216039
cg14275779	0.0231469737578014	PLEKHH3	17	40830236
cg14277764	0.566324807536022	PMCHL2	5	70671764
cg14277848	0.0409536141752421	GPATCH4	1	156570825
cg14279899	0.0598119720744288	IFNGR1	6	137540774
cg14281160	0.0567904526660528	LLPH	12	66524943
cg14281165	0.0240303506166658	PIGO	9	35096257
cg14282941	0.0220107946837452	C14orf104	14	50100316
cg14283939	0.957742958029631	THSD4	15	72020908
cg14284171	0.534934245349918	NA	NA	0
cg14284643	0.0376742920471084	PRR3;GNL1	6	30524853
cg14285013	0.0189131197991113	MYBL1	8	67526270
cg14287603	0.0390322371641057	EPB41L5	2	120771169
cg14287742	0.960368700393578	BLZF1;NME7	1	169335773
cg14288464	0.572299557560919	WFDC5	20	43743301
cg14289461	0.593776917048978	LAMA4	6	112575929
cg14289511	0.309329361605352		16	24682446
cg14289985	0.184451783878651	ZNF471	19	57018848
cg14290291	NA	SMPD4;FAM128B	2	130940680
cg14290451	0.0115908543855937	RPL10A	6	35436136
cg14292823	0.513544021189218	EEF1D;TIGD5	8	144681097
cg14294758	0.0373615973937147	LSAMP	3	116163694
cg14296129	NA	RAB5B	12	56367904
cg14296147	0.0130490301164487	PET117	20	18118706
cg14296374	0.934870138937529	NA	NA	0
cg14297029	0.79782139501725	SSTR3	22	37607676
cg14297700	0.0142703151790611	NA	NA	0
cg14297876	0.047197321123814	MAGOH	1	53704016
cg14298379	0.0279928190887567	MYLIP	6	16128926
cg14298726	0.0571415016692009	GTPBP10	7	89976216
cg14298780	0.0169968579145906	ZNF230	19	44506864
cg14298951	0.0212586923902057	RPS24	10	79793653
cg14299177	0.011717560832494	MTFR1	8	66557547
cg14299800	NA	TOR1B	9	132564053
cg14301635	0.76700934638773	C2	6	31895203
cg14303330	0.0455850076475012	RPL22	1	6259905
cg14303674	NA	MAPRE1	20	31407348
cg14304761	0.382687686059737	SYK	9	93564149
cg14306534	NA	ZBTB2	6	151712952
cg14307212	0.0672382880643189	SLC12A6	15	34611009
cg14308291	0.0475368445681665	EIF2C3	1	36396265
