Hybridization REF	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05
cg10488141	0.00954163366374867	SUFU	10	104264014
cg10488185	0.0230575375032124	MLL5;LOC100216545	7	104654258
cg10488476	0.0143691496111231	ITGA3	17	48133676
cg10488637	0.0200760481354155	ZNF180	19	45004845
cg10490064	0.789744143919312	CRYBB2	22	25617422
cg10490196	0.00878404087949998	TPCN2	11	68816451
cg10491648	0.0271836388757492	WDR54	2	74648490
cg10493166	0.0548668904600253	PTGS1	9	125133121
cg10493739	0.0578076232725	TMEM38B	9	108456981
cg10494770	0.651395570600044	IGLL1	22	23922454
cg10494773	0.0503594427784603	SRP54	14	35452441
cg10497569	0.0142215855345142	RAB23	6	57087038
cg10498097	0.801354018272904	C2orf62	2	219221131
cg10498963	0.0611202037658709	GALK1	17	73761106
cg10500167	0.742369567601993	ATP2B2	3	10492478
cg10500283	0.923669842884131	UTS2	1	7913081
cg10500716	NA	WDR77;ATP5F1	1	111993148
cg10500909	NA	CYP11B2	8	144000015
cg10501065	0.0401018700763238	IGF2AS;INS-IGF2;IGF2	11	2164976
cg10501128	0.0181595826500422	FLT1	13	29069100
cg10501629	0.951825302892868	ATP2B1	12	90049560
cg10503138	0.755880840454388	CNTN4	3	2142391
cg10503232	0.721579207530758	KCNQ1DN	11	2891495
cg10503234	NA	FSTL3	19	676739
cg10506212	0.0106308816871755	GGCX	2	85788810
cg10506318	NA	ERCC8;NDUFAF2	5	60239580
cg10507231	0.970531919680724	PIK3C2B	1	204459638
cg10507961	0.0135458762960603	CCDC83	11	85565852
cg10515956	0.0662654410128771	MCOLN3	1	85514610
cg10516359	0.827967814156004	SLC35C1	11	45827763
cg10516886	0.596405425762879	CD53	1	111415232
cg10517312	NA	TRIM69	15	45027253
cg10519140	0.115750308523373	SLC29A1	6	44187076
cg10520594	0.0474490996581314	NT5C	17	73127197
cg10520887	0.0568371766289756	UNC5C	4	96470094
cg10521267	0.0230847197006028	ZNF684	1	40997127
cg10521852	0.253265837593094	LPAR2	19	19739820
cg10523019	0.0784877108046867	RHBDD1	2	227700458
cg10523494	NA	CD300LB	17	72528386
cg10523671	0.411676193896118	SLC15A2	3	121612956
cg10523820	0.0210003449126039	ACTN3;ZDHHC24	11	66314211
cg10524192	0.0271660595042318	SIGMAR1	9	34637478
cg10524983	0.0385930166984964	GYG1	3	148708929
cg10525372	0.712361256878663	WISP3	6	112375333
cg10525488	0.230397363815583	C4orf32	4	113066439
cg10526232	0.0403746559862321	NA	NA	0
cg10526888	0.271757559903837	MAGT1	X	77151237
cg10527457	0.0121329663987641		3	172468452
cg10528989	0.42204251665838	BDKRB1	14	96722306
cg10530281	0.0269176134156591	TBX3	12	115122054
cg10530713	0.924391223088607	NA	NA	0
cg10530733	0.219704413986898	GPR173	X	53078631
cg10531372	0.922771258806536	FAM71A	1	212798363
cg10533434	0.618231205988541	NA	NA	0
cg10533739	0.0328753654605257	RAP2B	3	152880684
cg10534672	0.0610039065615364	C1QTNF2	5	159797275
cg10536534	0.363070003479095	MCTS1	X	119737767
cg10536625	0.823447207285989	NA	NA	0
cg10536916	0.565819046293561	HIST1H4L	6	27841865
cg10537079	0.731096367729869	OTC	X	38211655
cg10537269	0.152446882094225	KIAA0586;TIMM9	14	58894458
cg10539418	0.0257397028015596	CCND1	11	69455712
cg10539507	0.226264240203758	NKX6-1	4	85420782
cg10539712	0.0355976713921346	NA	NA	0
cg10539808	0.670565980077927	KCTD1	18	24220737
cg10541755	0.181431118850533	EIF5A2	3	170625872
cg10541994	0.010878364510771	TMEM30A	6	75994262
cg10544564	0.0310396582541796	CADM3	1	159141860
cg10545682	0.0151278552931096	TUFT1	1	151512625
cg10546523	0.0143558843279471	SEMA3B	3	50310484
cg10548277	0.0320692529125709	MED8;C1orf84	1	43855471
cg10548978	0.844830803280612	C10orf27	10	72545053
cg10549188	0.0265446148307858	ANP32E	1	150208539
cg10549973	0.0706922924586864	TOMM20L	14	58863097
cg10551759	0.0132864617297582	FAM3C	7	121036528
cg10552385	0.00890615303364237	RB1	13	48878037
cg10553028	0.0240454616742838	CMTM8	3	32280480
cg10556064	0.589581794082282	SMPD3	16	68481489
cg10557828	0.304802764038814	PLOD2	3	145879642
cg10559803	0.473974759850784	RALGPS2	1	178693897
cg10560038	0.953461875522384	CMTM5;IL25	14	23844876
cg10560144	0.534922067340587	PGK1	X	77359355
cg10561472	0.0191647985514754	ZBTB7A	19	4066818
cg10562586	0.583461248535602	MAP2	2	210444154
cg10563284	0.0222880439878935	PAK6	15	40531152
cg10564498	0.0959632484170429	AXL	19	41724653
cg10566677	0.040659520708695	NA	NA	0
cg10568796	NA	PI4KA	22	21193857
cg10568944	0.0320894816018239	CENPQ;MUT	6	49430788
cg10569414	0.87175855990726	C21orf121	21	43442254
cg10569616	0.907435126513002	POT1	7	124536676
cg10570177	0.0262213581444752	C9orf7	9	136324586
cg10573763	0.0117228621275015	COPE;DDX49	19	19030094
cg10574499	0.400646183786996	NRN1L	16	67918754
cg10575414	0.0160849741913926	RTDR1	22	23484308
cg10575735	0.55890891978818	NA	NA	0
cg10575841	0.0133415999698128	TMED7;TMED7-TICAM2	5	114961393
cg10576828	0.928312054440435	LRRC7	1	70225863
cg10578779	0.0259150121410012	SNORD74;ZBTB37;GAS5	1	173837995
cg10579246	0.90708993215474	DPH3;OXNAD1	3	16305290
cg10581256	0.0107832002862592	ZNF33B	10	43133692
cg10583097	0.0204823251063139	RBM15B	3	51429234
cg10583382	0.0179873522796251	ELP4;IMMP1L	11	31531364
cg10583632	0.0137166552434407	ZNF624	17	16557199
cg10584819	NA	HPRT1	X	133593670
cg10585462	0.794541568822168	C4orf7	4	71091866
cg10585962	NA	MOGAT2	11	75428198
cg10586599	0.021041210437827	ORC1L;PRPF38A	1	52870280
cg10586756	0.946864775344546	NUP93	16	56782283
cg10588377	0.0303897331092774	HTRA1	10	124221799
cg10590292	0.797087890663748	BIN2	12	51717674
cg10591174	0.370797811625324	MYL2	12	111358446
cg10591659	0.670323653428565	NYX	X	41306768
cg10593493	0.0241742623297899	HOXC4;HOXC5;HOXC6	12	54411753
cg10594105	0.0296621729590747	ZNF428	19	44123224
cg10599444	0.281743319663999	MMP14	14	23305941
cg10601002	0.0163261296457267	DDX51;NOC4L	12	132629051
cg10601168	0.0191828679232916	CNKSR3	6	154831192
cg10601939	0.0127066780372165	ARL5B	10	18948058
cg10602543	0.583641809380403	H19	11	2016747
cg10604168	0.0856726833669114	RASL12	15	65360370
cg10604333	0.106745175013883	ZNF222	19	44529262
cg10604646	0.853902926027271	RGS5	1	163172649
cg10604703	0.0283514474019214	WDR5	9	137001737
cg10605520	0.0407637779958397	HRH3	20	60796141
cg10608333	0.129276232708207	HIST1H4K	6	27799360
cg10608341	0.730233196734217	HESX1	3	57234000
cg10609615	NA	TRAP1	16	3766942
cg10612997	0.888272956272498	GREB1	2	11673928
cg10613381	0.831717936433128	C22orf45;UPB1	22	24890330
cg10613440	0.00831544409154801	SUCLA2	13	48575400
cg10615091	0.0160698803394067	FAM13C	10	61122313
cg10617171	0.0332176860304747	SCN1B	19	35521856
cg10618882	0.763946637803134	LRRC25	19	18509358
cg10620457	NA	C8B	1	57432110
cg10624445	NA	CNGB1	16	58006124
cg10624583	0.0173661281598911	TENC1	12	53440492
cg10624768	0.0189317499259857	DNAJA1	9	33024747
cg10627136	0.0668773676452116	HINT1	5	130500762
cg10628098	0.0302677773044041	SCYL1	11	65292300
cg10631471	0.375675756400133	LONP2	16	48279243
cg10633491	0.017743017633851	ZBTB7A	19	4066815
cg10634115	NA	UTS2R	17	80330743
cg10634217	0.0150687949961513	TCP1;MRPL18	6	160211790
cg10634358	0.761246502626354	NSDHL;CETN2	X	151998182
cg10634424	0.872836566994173	NA	NA	0
cg10634551	0.13108407813669	KCNMB2	3	178254242
cg10635061	0.626494156123796	FHL2	2	106055006
cg10636246	NA	AIM2	1	159046973
cg10637955	NA	BZW1	2	201675829
cg10639440	0.0639687849365356	SCRN1	7	30029231
cg10640379	0.0170090503496154	LARP1B	4	128981918
cg10642330	0.839051481032515	BLCAP;NNAT	20	36150061
cg10643489	NA	RQCD1	2	219434658
cg10644361	0.0905863550609087	MIPOL1	14	37667230
cg10644878	0.413791839713601	LYPLA1	8	55014388
cg10645113	0.907439094599003	SEMA4D	9	91979776
cg10645943	0.0211050043933909	LRRC45;STRA13	17	79980825
cg10646402	0.059536453925495	PTPRO	12	15475490
cg10647513	0.12207795080723	HBA1	16	227203
cg10648113	0.881827746743288	NA	NA	0
cg10648908	0.240450869331312	ARFGAP3	22	43253189
cg10652277	0.0188849445339098	SLC30A9	4	41992362
cg10654016	0.0214963477112005	LLPH	12	66524411
cg10660136	0.0108516389179165	C2orf52	2	232379107
cg10660256	0.424593816950788	BHMT	5	78407683
cg10661591	0.0302466162516204	TFG	3	100428033
cg10662787	0.0451122084904876	LGTN	1	206785415
cg10663017	NA	DUSP23	1	159750305
cg10663973	0.0217894502645583	MRFAP1	4	6642559
cg10664272	NA	CAPG	2	85638053
cg10665018	0.111860326585584	ZNF688	16	30582881
cg10667970	0.296679793553359	FBXO6	1	11724057
cg10669058	0.348589497133792	CILP2	19	19648555
cg10670077	0.410312529049116	INSR	19	7293341
cg10671066	0.0749616879001	SLAMF6	1	160492861
cg10671802	0.0201723075438007	DHRS13	17	27230278
cg10673431	NA	S100A11	1	152010110
cg10673984	0.0112724122076399	PPM1D	17	58677844
cg10674793	NA	DVL3	3	183872704
cg10676060	0.213607075839171	DDX31;GTF3C4	9	135546789
cg10677144	0.956740871060673	MYOM1	18	3220106
cg10677787	0.171601056688709	DHRS4L2	14	24457893
cg10681065	0.768428019864824	TFR2	7	100239172
cg10681137	0.983906636464241	CTU1	19	51607839
cg10681725	0.0308602667522788	RPS23	5	81574453
cg10682057	0.0155521534989165	NAAA	4	76862278
cg10683939	0.476381376088967		16	73178242
cg10685945	0.0176758527756697	AGPAT9	4	84457822
cg10686044	0.0129450911184139	SEL1L	14	82000026
cg10688941	0.0222324794704962	SNRNP200	2	96971181
cg10688991	0.0165297799265768	DLX3	17	48072565
cg10689889	0.0113859345932671	MAF	16	79634732
cg10691006	0.0868985270347656	MCM2	3	127316993
cg10691259	0.0342078016672556	TRNAU1AP	1	28879858
cg10691387	0.609048367596252	IQCF2	3	51895618
cg10692870	0.407629991917486	FN1	2	216300268
cg10693071	0.152194312128036	TRIM36	5	114516422
cg10694152	0.303639835920435	SLC15A1	13	99404506
cg10694914	0.703518122153306	POU2AF1	11	111250431
cg10694959	0.0162832207426582	KPNA6	1	32573640
cg10698222	0.0181078520044713	C7orf43	7	99756139
cg10698549	0.0180848227915907	SRRM1	1	24969970
cg10703331	0.0352529362176823	TRIM24	7	138144619
cg10704545	0.914263139588378	GLRX2	1	193075590
cg10704923	0.980192061629406	HIST1H1T	6	26108404
cg10705251	0.920213661379356	ZNF683	1	26699605
cg10705800	0.306997382222478	CITED4	1	41328420
cg10705951	0.0114376116904807	TAOK2	16	29985294
cg10707300	0.0207487913460861	ZNF653	19	11616032
cg10707565	0.912378578038231	CUBN	10	17171695
cg10708675	0.0367709358040879	NQO1	16	69760758
cg10708793	0.0122851157303946	DHX58	17	40264626
cg10708828	0.0181586685662103	NFIL3	9	94185698
cg10708905	0.233101033555763	LRIG3	12	59313883
cg10709021	0.273221774790026	PURG;WRN	8	30890108
cg10710439	0.652385982591528	ZNF781	19	38183976
cg10712623	0.192473750266711	RARB	3	25469577
cg10713320	0.0432508009947224	CLDND1	3	98241469
cg10714284	0.0205769411074166	HLA-DMB	6	32908901
cg10715231	0.93775569161366	NA	NA	0
cg10716163	0.0295384167835109	MUM1	19	1355910
cg10716607	0.0282250047419567	TOPORS	9	32552648
cg10719920	NA		21	46724843
cg10720654	0.396432522294946	PTENP1	9	33676517
cg10722799	0.508027590782617	CLIC6	21	36041699
cg10723020	0.0708623433132547	CREB1	2	208393829
cg10725344	0.469133182729187	FAM180A	7	135433639
cg10726357	0.765204973148984	SLC46A2	9	115653543
cg10728503	0.942148161943038	MKS1	17	56294088
cg10729531	0.038125333544232	TCFL5	20	61492669
cg10730174	0.0298220473884772	PRRX1	1	170633559
cg10730712	0.0313915274149301	COL23A1	5	178017827
cg10731022	0.0146424301100319	EIF4EBP3;ANKHD1-EIF4EBP3	5	139927252
cg10731149	0.115321309753146	NA	NA	0
cg10732834	0.762179134194495	KIAA1632	18	43498793
cg10734665	0.376850785141599	ATP10A	15	26107410
cg10735116	0.0138102847407071	GPR89B	1	147400532
cg10735607	NA	TMEM109	11	60680515
cg10737521	0.198128986661313	TBC1D9B	5	179335243
cg10737625	0.0579845173254355	RCHY1;THAP6	4	76439436
cg10740670	0.0134497512995155	FNTB	14	65453617
cg10740965	0.0168975273866787	CTNNBIP1	1	9969647
cg10741369	NA	TRIM7	5	180633326
cg10741760	0.104395854981353	HTR6	1	19992024
cg10742225	NA	KRT13	17	39662980
cg10742801	0.423017830229747	PRAP1	10	135161047
cg10743104	0.191256924334636	PDPN	1	13910206
cg10746737	0.903966249294652	NA	NA	0
cg10748867	0.783571495414182	MRTO4;KIAA0090	1	19577036
cg10749011	0.0119539433625685	ITGA6	2	173292579
cg10749413	0.0154023429071198	ABCA7	19	1041020
cg10751811	NA	CYP4Z1	1	47533976
cg10752753	0.173601678959064	SLC45A2	5	33984930
cg10753073	0.955919282706002	UBE2U	1	64669599
cg10753582	0.0248216711486069	KIFAP3	1	170043676
cg10756887	0.473909636107636	C22orf15	22	24105692
cg10757144	0.270859220586443	PCDHB15	5	140625237
cg10758292	0.729451014155934	NA	NA	0
cg10762132	0.0114261393656104	SLC20A1	2	113403533
cg10762615	0.386712114354794	NA	NA	0
cg10763059	0.0216300732206168	PTPN12	7	77165728
cg10763288	0.168710835001372	DHCR7	11	71158925
cg10764357	0.0653846809999022	BCAT1	12	25102072
cg10766289	0.889440311574902	KRT1	12	53073506
cg10769011	0.899157794626611	FOXN1	17	26851153
cg10770524	0.258640720160701	NA	NA	0
cg10770529	0.0146002986103998	ZNF274	19	58695164
cg10771262	0.564428027520138	TCF21	6	134209980
cg10773309	0.0535604570563379	BAI2	1	32229411
cg10773869	0.0130039662285239	GMCL1	2	70057052
cg10774155	0.0100057469504878	VKORC1L1	7	65338427
cg10774440	NA	LEFTY1	1	226076153
cg10775273	0.0119810150051066	CRYBA2	2	219857927
cg10777851	0.0522112494517739	CD200	3	112051808
cg10778415	NA	TYW1	7	66462276
cg10778619	0.0237323990865813	KCNMB4	12	70760807
cg10779183	0.725447103070947	NA	NA	0
cg10780112	0.0693793319832123	HEBP2	6	138725213
cg10783042	0.332209635251099	HDAC6	X	48660813
cg10784030	0.513621207009218	INPP5B	1	38412688
cg10784067	0.0194078033938167	ERCC4	16	14014435
cg10784090	0.907765969978466	CLDN18	3	137717598
cg10784341	0.488804746009309	PHACTR2	6	143929300
cg10784785	0.0252471411702741	SIAH1	16	48419812
cg10784813	0.413701206976077	SOCS1	16	11348678
cg10784821	NA	COQ6;FAM161B	14	74415410
cg10786622	0.0169768351835589	NUP153	6	17706560
cg10786880	0.0109667847063557	PRKAA1	5	40798196
cg10787197	0.753697984815922	C6orf105	6	11779941
cg10789261	0.929906205471109	LARP4B	10	931643
cg10791260	0.0456322386054456	TNFSF15	9	117568588
cg10791955	0.0122670958212386	TRMT11	6	126307701
cg10792326	NA	DYNLL1	12	120933732
cg10795646	0.445881593328715		1	151975566
cg10796979	0.0106094733077041	LMBRD1	6	70506998
cg10797195	NA	MUTYH;TOE1	1	45805338
cg10797910	0.0141460985089679	SIK2	11	111473380
cg10798171	0.330940592570803	ICA1	7	8302301
cg10801213	0.202900455605773	SLC7A3	X	70150722
cg10801369	0.827003063517428	NA	NA	0
cg10805447	0.0169376759900344	ZBTB43	9	129567355
cg10805667	0.0159440950835033	LRTOMT;C11orf59	11	71814220
cg10805676	0.788943996985189	TMEM8A;MRPL28	16	421990
cg10806140	0.0269148995156241	SFRP4	7	37956554
cg10807560	0.889461592008949	SLC8A1	2	40656665
cg10809441	0.0159836230069282	DHX8	17	41561461
cg10810921	0.0265365741414791	CRLF1	19	18717641
cg10812811	0.0190896155952509	C20orf112	20	31070849
cg10814135	0.0200444764742579	ASPSCR1	17	79935032
cg10818284	0.600137960472677	SYP	X	49056605
cg10818781	0.52759528943536	PHB2;EMG1	12	7081178
cg10819446	0.0138962686689719	PARD6A;ACD	16	67693619
cg10821722	0.829424408118775	MEN1;MAP4K2	11	64571899
cg10822116	0.056640807940714	CREB3;TLN1	9	35733370
cg10822172	0.34061054586422	CREB5	7	28338757
cg10823157	0.0204615538179127	ATP9B	18	76829834
cg10823546	0.0215373236608369	NAA35	9	88555702
cg10823926	0.0155735766699251	ANKRD35	1	145549189
cg10829134	0.00994296302527582	ZFAND6	15	80352620
cg10829427	0.0242003992607739	RPUSD3	3	9885775
cg10830758	0.0470150013931212	C10orf4	10	95462430
cg10832166	0.798018713056966	SNORD116-1	15	25296628
cg10832945	0.804338980388106	NA	NA	0
cg10833014	0.0165493367272855	WDR20;HSP90AA1	14	102605952
cg10833091	0.0224155060480914	C7orf23	7	86848751
cg10833576	0.0126402148003517	UTP15;ANKRA2	5	72861749
cg10834439	0.0122871530241575	NA	NA	0
cg10834677	0.853213076767556	FAM19A3	1	113263289
cg10835876	0.805561616027056	DPT	1	168698977
cg10837843	0.0500100743062338	DUSP1	5	172199244
cg10839521	NA	LRGUK	7	133811911
cg10839723	0.032076741360771	TBL1X	X	9432900
cg10839997	NA	B3GNT1	11	66115647
cg10840135	0.747508723604013	CYP2D6	22	42526619
cg10840864	0.874013385542425	PSMC5;FTSJ3	17	61903314
cg10841258	NA	CTTNBP2NL	1	112938518
cg10844844	0.036286946835338	KCNK5	6	39197502
cg10845200	0.00954534258807476	CALY	10	135150485
cg10846410	0.891412545976084	NA	NA	0
cg10846922	0.887779946975023	RAB9P1	5	104435608
cg10847798	0.0819857044864619	NA	NA	0
cg10848367	0.455163362047826	SCGB1D2	11	62009065
cg10849854	NA	GREB1	2	11674557
cg10850119	0.0121897862011842	FBXO4	5	41925229
cg10850580	0.0254867598188818	UBR4	1	19537115
cg10851775	0.937738473643932	NA	NA	0
cg10853416	NA	MS4A7	11	60145275
cg10857345	0.729306243031625	TEX13B	X	107225630
cg10857774	0.408269834023343	DMPK;DMWD	19	46286683
cg10857807	0.0097356948123202	MAD1L1	7	2272392
cg10861017	0.0385806626897368	ZNF420	19	37569503
cg10861599	0.505433145644334	TNFSF4	1	173176523
cg10861751	0.701393354483491	RGS1	1	192544716
cg10862535	0.522985461535988	PGLYRP1	19	46526483
cg10862587	0.0557080301222972	STK16;GLB1L	2	220110550
cg10862848	0.444872641970528	GNMT	6	42927986
cg10863038	0.00840751425526224	OBFC2A	2	192542548
cg10864286	0.120526394830761	CXorf22	X	35937949
cg10864501	0.0692450089304521	POLDIP3	22	43011545
cg10864941	NA	LYZL4	3	42452781
cg10865119	0.0385913525066722	C6orf122;C6orf208	6	170190112
cg10866709	0.0998423999457517	GATA4	8	11561361
cg10869069	0.0579093069415268	ASCC3	6	101329502
cg10869376	0.0222579079853793	MRPS31	13	41345315
cg10871523	0.0150461767781043	SCLT1;C4orf33	4	130014369
cg10872209	NA	SFXN2;ARL3	10	104475308
cg10872212	0.0506910765474653	KLHDC8B	3	49209160
cg10872447	0.0106615950285465	GTF2F2	13	45694593
cg10874403	0.737413453134322	POU1F1	3	87325835
cg10876928	0.299261355772993	SDC4	20	43977473
cg10878307	0.601615820868163	PRR15L	17	46034455
cg10878896	0.0246588166587125	CS	12	56694449
cg10878998	0.0825054156013288	CYB5A	18	71959092
cg10880863	0.0534326440520834	EXOC4	7	132937862
cg10881306	0.0451426045745659	CRIM1	2	36583600
cg10882227	0.150464957827514	NA	NA	0
cg10883303	0.0603306602106291	HOXA13	7	27239024
cg10883352	0.698726970162716		3	142895375
cg10883621	0.297910494902586	C2orf39	2	26624604
cg10885338	0.652175917965312	C2orf40	2	106682640
cg10885645	0.024467630569208	CLSTN3	12	7283027
cg10887021	0.0460119962389098	PCDHB2	5	140474145
cg10887392	0.0109114989294486	CTDSP1	2	219264158
cg10889070	0.50603445237961	NA	NA	0
cg10889792	0.849442929696059	KRTAP5-9	11	71258917
cg10891025	0.0178149642430307	EIF3J	15	44828937
cg10891157	0.016287373774161	CRTAP	3	33155916
cg10891879	0.0473522690110326	CASZ1	1	10753774
cg10892866	0.0163612494301358	PYGO2	1	154934115
cg10893007	0.0222595799996717	NBR2;BRCA1	17	41277694
cg10893437	0.0459135452833066	ZNF828	13	115079492
cg10894102	0.0222466607403196	CLIC4	1	25072583
cg10894453	0.372768440346539	ITM2A	X	78622859
cg10894512	0.646064825931436	ACTA2	10	90712478
cg10895130	0.940891592228204	BNIPL;PRUNE	1	151007925
cg10895543	0.388456500921177	NA	NA	0
cg10896774	0.181725282437311	C7orf34	7	142636840
cg10896886	0.0190304940833958	ACTR3B	7	152456700
cg10897648	0.0106340810028114	MALT1	18	56338258
cg10900550	NA	TDRD7	9	100173984
cg10904672	0.644921326169617	NA	NA	0
cg10905613	0.0322070763294696	GPS2	17	7218247
cg10905918	0.0282779782470865	RPS24	10	79793527
cg10906135	0.965033558554865	GLTSCR1	19	48181752
cg10906552	NA	IL1RAP	3	190232089
cg10906663	0.638503736627994	PHEX	X	22050977
cg10907112	0.299150376953505	POF1B	X	84634768
cg10908369	0.0376915183627116	CNRIP1	2	68547256
cg10909324	0.0188943687435131	EHMT2	6	31865086
cg10910525	0.663918865425687	HRC	19	49658232
cg10910775	0.602762760520458	CDC27	17	45266517
cg10911660	0.0238581239387262	ZNF585A	19	37663705
cg10911877	0.0189753134187403	PAFAH1B1	17	2496280
cg10912077	0.034477034860226	LMO4	1	87794075
cg10912268	0.0206251804458112	SPTLC1	9	94877902
cg10913563	0.0404683197331484	C8orf55	8	143808814
cg10917602	0.313733292108217	HSD3B7	16	30996630
cg10917619	0.446708079564956	NRXN1	2	51255627
cg10918202	0.1395299154821	BAALC;C8orf56	8	104153173
cg10918419	0.0208850247606802	C8orf55	8	143808262
cg10918927	0.0133885319451858	HOXC4;HOXC5;HOXC6	12	54411193
cg10919204	0.46593238428994	CDH6	5	31193340
cg10919329	0.0148348545967501	SLC35A1	6	88182879
cg10920302	0.0170362906614037	LARS2	3	45430089
cg10920427	0.0238498376022648	RPF2	6	111303363
cg10920765	0.787378353377443	NA	NA	0
cg10920957	0.329509945505748	JPH3	16	87635473
cg10922163	0.0617447490383903	C9orf23	9	34611951
cg10922280	0.490613374786582	DPEP2	16	68034227
cg10922622	0.0143448100032101	FSD1L	9	108210153
cg10923408	0.670374749634446	C13orf26	13	31506710
cg10925082	0.222203967028519	ARHGDIB	12	15114703
cg10926623	0.0479914085678787	L1CAM	X	153141065
cg10927536	NA	HPS4;SRRD	22	26880188
cg10929387	0.681326779893514	ITIH4	3	52864659
cg10934032	0.502078277958284	RNASE6	14	21249405
cg10935064	0.98954926728635	SYCP3	12	102133347
cg10935550	0.0142243531930518	BTG2	1	203274660
cg10935709	0.0142779417357241	NA	NA	0
cg10935723	0.473567841127187	KCNK10	14	88793634
cg10936230	0.0330416100161843	RAB27A	15	55582890
cg10936763	0.0281075348581672	CDKN1A	6	36647073
cg10938286	0.657179009910998	CST2	20	23806999
