Hybridization REF	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05
cg17408647	0.0181003491220056	C7orf44	7	43769049
cg17408686	NA	CHCHD6	3	126422575
cg17409393	0.0132053517068539	ATP9A	20	50384485
cg17410236	0.530057147504746	FLRT2	14	85996495
cg17412258	0.0208751850855856	DLK1	14	101193017
cg17412351	0.189334327805661	MDH2;STYXL1	7	75678396
cg17412560	0.0490863975709673	KCNIP3	2	95963403
cg17413703	0.0283151270780695	TAF11	6	34855470
cg17414107	0.58934808303661	GNAS	20	57427830
cg17414431	0.0189403091269036	PPFIA3;C19orf73	19	49622715
cg17415555	0.0107207455660499	TMTC2	12	83081389
cg17415721	NA	SLC29A2	11	66140101
cg17416146	0.018555804721473	EIF4EBP3;ANKHD1-EIF4EBP3	5	139927242
cg17416608	0.0218821992418959	ERC1	12	1101044
cg17417054	0.052998903291655	CLSPN	1	36235406
cg17417191	0.0851679054254325	RRP15	1	218458683
cg17420360	NA	DNAJC22	12	49740840
cg17421623	NA	KTELC1	3	119187570
cg17422427	0.0142129395792178	RNPEPL1	2	241507521
cg17423978	0.905082398677456	SIRPD	20	1539641
cg17425224	NA	PARK7	1	8021250
cg17425616	0.490526514026946	SNX2	5	122110491
cg17428423	0.047797297353948	DOC2A	16	30022132
cg17428950	0.0103589027819259	SQRDL	15	45927554
cg17429424	0.00971668424543767	DUSP1	5	172197911
cg17430393	0.0132047830109179	VSNL1	2	17722068
cg17431739	NA	MSRB2	10	23384047
cg17436805	0.0255484697246062	MIPEP;PCOTH	13	24463406
cg17439480	0.435357354413976	SLC25A43	X	118533042
cg17439694	0.916642121032074	CP	3	148939523
cg17441778	0.0480097268744047	MYO7A	11	76838677
cg17445987	0.0520482456007045	DNMT1	19	10305305
cg17446142	0.948945527078442	GDF9;UQCRQ	5	132201483
cg17449882	0.785070470080469	NA	NA	0
cg17451138	0.0152576050431369	TCTN2	12	124155880
cg17452257	0.747558021099384	NA	NA	0
cg17452277	0.0107003251692889	EBAG9	8	110551976
cg17452384	NA	MAPK10	4	87374237
cg17453778	NA	CASR	3	121902561
cg17454897	0.0157695365456334	NA	NA	0
cg17455591	0.0251857741403369	SEP15;HS2ST1	1	87379840
cg17456704	0.140577991718875	ZNF625	19	12267776
cg17457560	0.0133155589058095	NRG1	8	32405851
cg17460095	0.0433126622134838	FERMT2	14	53418048
cg17460386	0.88463806285463	FAIM3	1	207095668
cg17460846	0.024246735930763	CUTC;COX15	10	101491598
cg17461214	0.939098315250161	CHML;OPN3	1	241799063
cg17463527	0.855024012778069	SGK2	20	42187837
cg17465219	0.0621881240015055	TMEM170A	16	75498559
cg17465304	0.118678616182311	KIF12	9	116861442
cg17465631	0.257140109126244	BCMO1	16	81272500
cg17465827	0.0351356665815813	TMEM184C	4	148538229
cg17466535	0.0156813470207287	TMEM55B	14	20929606
cg17466768	0.0250612923256923	DNAJC27	2	25194156
cg17468440	0.0205725324260611	PPP2R1B	11	111637613
cg17468841	0.00935636266960338	CBLB	3	105588020
cg17468997	0.711861718964479	NA	NA	0
cg17469356	0.0169193727304673	TUSC2	3	50365875
cg17469479	NA	CLEC9A	12	10183208
cg17469978	0.328061371560501	CAV1	7	116164704
cg17470143	0.70577980489773	DCLK1	13	36706433
cg17470637	0.0425091481364274	MARCH2	19	8478017
cg17470697	0.0165773962826916	ZCCHC24	10	81205925
cg17471019	0.014284602870448	TMEM67	8	94767003
cg17471102	0.157303474288938	FUT3	19	5851255
cg17471928	0.0208614501410497	STAC2	17	37381830
cg17474651	NA	MAGEC3	X	140925194
cg17475456	0.0365110566991929	CLEC2B	12	10022435
cg17475918	0.0220732074784133	HLA-E	6	30457237
cg17477756	NA	HNRNPM	19	8509471
cg17479357	0.0354534295056557	NA	NA	0
cg17480438	0.662009123126901	KIAA1244	6	138528677
cg17482740	NA	DNMT3B	20	31349427
cg17483510	0.473611179228599	GNB4	3	179168677
cg17484237	0.702724803788381	HAVCR2	5	156536107
cg17488985	0.038035332228635	NT5E	6	86159426
cg17489451	0.805515022099698	CCDC91	12	28410104
cg17489622	NA	C2CD2L	11	118977782
cg17489752	0.0191334354402659	BAT1;SNORD84	6	31509945
cg17489897	0.061679241972043	PTEN;KILLIN	10	89623432
cg17491456	0.0442368901094924	DAB2	5	39424524
cg17496788	0.953448907275811	DDR2	1	162601807
cg17496921	0.681071724051755	TSPAN16	19	11406993
cg17497271	0.0160752286447757	GPR176	15	40212781
cg17498321	0.0180067386219163	NOTCH3	19	15311304
cg17498523	0.0120578725517898	GTF2A1	14	81687766
cg17499294	0.940081303942832	METAP1	4	99955894
cg17500329	0.982032730600575	TRAPPC9	8	140943103
cg17500962	0.891957700256273		16	73178951
cg17501569	NA	MSLN	16	811064
cg17502536	NA	PADI1	1	17531015
cg17503456	0.0466846277416013	FOXL2;C3orf72	3	138666054
cg17503750	0.891660067219017	KRTAP19-6	21	31913933
cg17504145	0.899608359587931	CRYBB2	22	25617229
cg17504464	0.0199851208029684	AK7	14	96857890
cg17505428	0.0267196855054063	ARHGAP21	10	25011809
cg17505463	0.85943443753037	GGT3P	22	18780198
cg17505757	0.0468651925228678	RPAIN;NUP88	17	5323140
cg17506742	0.0201084888537853	IL10RB	21	34638971
cg17509612	NA	C9orf78;USP20	9	132598774
cg17509807	0.014235747419716	GTF3C2	2	27579505
cg17509872	0.0539269938056128	VPS37A;CNOT7	8	17105487
cg17511416	0.0181294055886058	C9orf93	9	15553286
cg17518825	0.876232670859212	EPAS1	2	46523461
cg17518962	0.0756539494784574	GAL3ST4	7	99766552
cg17518965	0.924243069828604	S1PR4	19	3178955
cg17520176	0.0225896473951218	ZMYM4	1	35734836
cg17522249	0.030937397652711	ERAP1	5	96144101
cg17522601	0.975220959927229	CHFR	12	133430387
cg17523380	0.0145518921274352	PPP1R1A	12	54982643
cg17524624	0.0411714824948781	GSTK1	7	142960387
cg17524886	0.983865732213802	CHFR	12	133424709
cg17525003	0.0271443193554706	APAF1;IKBIP	12	99038570
cg17525406	0.0285291350583611	AJAP1	1	4715520
cg17526300	0.0440678122268945	PTER	10	16478919
cg17527798	0.076608213723974	LTF	3	46506404
cg17530977	0.0191397104317572	GLI3	7	42275872
cg17532978	NA	NEUROD4	12	55413394
cg17533684	0.0145703780787945	PIK3R3	1	46597933
cg17533847	0.0120685691468358	CBX4	17	77812622
cg17534899	0.00853480079124512	IQSEC1	3	13009509
cg17536071	0.232656458964158	AMTN	4	71383999
cg17536532	0.0529322576081905	KIAA0649	9	138370739
cg17536848	NA	LMBR1	7	156686555
cg17539235	0.864719168911363	KISS1	1	204166900
cg17541425	0.0173282723753637	NA	NA	0
cg17541922	0.0200144760654334	PRSS23	11	86511813
cg17542385	0.905045419460687		1	152681979
cg17542495	0.763783059245336	GJB1;BCYRN1	X	70443001
cg17542835	0.0243361154890239	RPL6	12	112847507
cg17543123	0.0219184123344651	PLEKHF1	19	30155994
cg17547537	NA	EIF1	17	39845544
cg17547792	0.0157277942552404	NA	NA	0
cg17550582	0.0117944255259633	SLC2A10	20	45338652
cg17552093	0.0144708059547629	SIRT7	17	79875985
cg17552650	0.442522434003599	WDR45	X	48957963
cg17554194	NA	HLA-B	6	31324972
cg17556578	0.0130210389459175	RAB8B	15	63481415
cg17558126	0.146129910871895	RASSF5	1	206680250
cg17559549	NA	MAPK7	17	19280947
cg17559711	0.0103968312779676	JUB	14	23451724
cg17560179	NA	TAS2R5	7	141489290
cg17560327	0.0158978166372583	ZNF417	19	58427757
cg17560332	NA	BOLL	2	198651303
cg17560720	0.0222823722255569	ANKRD16;FBXO18	10	5932700
cg17561435	0.0171125537998018	BMPER	7	33944927
cg17561452	0.881260667242003	ADAD2	16	84224707
cg17563769	0.0382776049102506	GTF2A2	15	59949922
cg17564818	0.949797583234545	NA	NA	0
cg17565490	0.0160553881667856	CENPB	20	3766961
cg17567317	0.0116114897222109	POLR2F;C22orf23	22	38349719
cg17568035	0.0146565389881216	FLOT2;DHRS13	17	27224811
cg17568996	0.226006595259712	NFAM1	22	42828125
cg17569486	0.0243246615070521	AP1S3	2	224702267
cg17571291	0.531057803796151	NA	NA	0
cg17571782	0.587227770008545	CXorf40A	X	148623024
cg17572572	0.00831886784667283	GPN2	1	27216739
cg17572791	0.0153030341911135	HAX1	1	154245185
cg17574251	0.954072418014236	FNDC8	17	33448689
cg17575811	0.0427817346420036	KCNQ1	11	2466409
cg17578903	0.0130563080840015	EHD1	11	64645847
cg17580045	0.263714015363272	CCND2	12	4384890
cg17582250	0.0407742191061619	EDC4	16	67906816
cg17582777	0.0757921505670483	EFNA3	1	155050100
cg17586860	0.571753091237631	SSTR4	20	23015906
cg17587934	0.0123561620814948	HNRNPAB	5	177631246
cg17589175	0.0167306766689056	PRDX5;TRMT112	11	64085337
cg17589341	0.807214616470322	SLC14A1	18	43304079
cg17592292	0.114575257928433	DGKQ	4	967094
cg17592734	0.0227743854821	ZNF175	19	52074501
cg17592812	0.00942414280391069	FAM32A	19	16296137
cg17593391	0.01184141655148	RRAGC	1	39325911
cg17597195	0.0146790337725942	TMEM126B;DLG2	11	85339608
cg17598875	0.021092188552925	AHSA1;C14orf133	14	77923690
cg17599586	0.0183338491565488	PISD	22	32026779
cg17601843	0.0125171948377949	MICALL1	22	38302113
cg17602451	0.0111099681636535	BCL2	18	60985645
cg17603184	0.0267040730810871	TMEM184B	22	38669222
cg17605084	0.822139879554066	NCKAP1L	12	54891491
cg17605847	0.0171749533030787	PREB	2	27356922
cg17606194	0.0912441241924944	NA	NA	0
cg17606683	0.0278257232753947	C11orf73	11	86013447
cg17606785	0.0314687002819007	EFS	14	23834808
cg17606881	0.0188069351415427		3	172469009
cg17607024	0.833298619009137	ZRANB1	10	126630765
cg17607231	0.911711814132683	SP140	2	231090329
cg17607973	0.0505597871810818	MEPCE;ZCWPW1	7	100027408
cg17608500	0.0132784901792148	FLAD1	1	154955711
cg17610929	0.0280125110171569	ACCN4	2	220379044
cg17611475	0.959886243420168	AGAP2	12	58137179
cg17612991	0.835550352590463	C3	19	6721016
cg17614750	0.0561935026076758	P4HB	17	79817963
cg17615007	0.0168668181870283	ZNF134	19	58125489
cg17616707	0.0128640234619682	ATP5B;SNORD59A	12	57039822
cg17617223	0.015757841062034	ZER1	9	131534466
cg17618092	0.0243376692438687	RBM14	11	66384405
cg17619823	0.547759591971092	ADRB3	8	37823475
cg17624892	0.0144551723704825	HMGN4	6	26537952
cg17625032	0.243927536835175	NLRC5	16	57054740
cg17626563	NA	RS1	X	18691141
cg17627559	0.859864155767078	TSPAN32;C11orf21	11	2323896
cg17628717	0.952665620605125	HECW1	7	43351208
cg17630127	NA	MS4A5	11	60196778
cg17630833	0.0115054419202114	NA	NA	0
cg17631429	0.545628017122074	FOXS1	20	30433233
cg17638137	0.0151803007610497	TCERG1	5	145826831
cg17638468	0.0332930468495867	CD200R1	3	112694062
cg17639046	0.143188563307055	HS3ST3B1	17	14204027
cg17639059	0.0141150698852999	NAB2	12	57483108
cg17639290	0.0220297349408461	TIMM8B;SDHD	11	111957166
cg17640201	0.0120628272424279	ZNF48	16	30407289
cg17640322	0.0173680761296185	CD44	11	35160462
cg17641104	0.018566123079857	CDK17	12	96794247
cg17641252	0.872693927469713	PLEK2	14	67878535
cg17642353	0.822950295976896	PSG6	19	43423265
cg17644208	0.386048924954781	ADCY3	2	25142391
cg17644867	0.0134845786296209	FOS	14	75746076
cg17647273	0.914768625359093	C22orf45;UPB1	22	24891452
cg17647744	0.0127043776036079	TMEM9B	11	8986217
cg17648241	0.0198708518962074	ALKBH8	11	107436281
cg17648620	0.0291018161550688	EFHC1	6	52284686
cg17651255	NA	SYF2	1	25559743
cg17651821	0.568680909252876	HIST1H4L	6	27841683
cg17653969	0.919286473893903	RAB4A;SPHAR	1	229439834
cg17655576	0.017856165628089	PIAS4	19	4007179
cg17655614	0.227111449614168	CDH1	16	68770944
cg17657618	0.105425252970733	KIAA1026	1	15427654
cg17659886	0.0248907750874682	AP1S2	X	15872951
cg17660026	0.103402843874412	XPNPEP3;ST13	22	41252631
cg17660655	NA	HIST3H2A	1	228646841
cg17661881	0.0111377393712154	PARP1	1	226595978
cg17662177	NA	CFP	X	47490087
cg17663463	0.606101069019482	PEG3;ZIM2	19	57349709
cg17663577	0.0100816533789844	SLC2A4	17	7185232
cg17665193	0.479612436620806	GAD2	10	26506008
cg17665608	0.0185977897581176	CSGALNACT2	10	43633793
cg17667972	NA	KRT4	12	53208293
cg17669700	0.0139759522738125	NDUFS7	19	1384167
cg17671157	0.0293402674862865	KCNK10	14	88793036
cg17675150	0.93526153197231	ZNF532	18	56529784
cg17675882	0.0652287894786861	NDRG3	20	35374068
cg17676096	0.0140573387200355	LEO1	15	52263839
cg17676129	0.644589431093398	SYCE1	10	135382545
cg17676574	0.461883354488632	UROC1	3	126237373
cg17677397	0.915950783051633	CD300C	17	72543519
cg17677842	0.0129214585676202	PRDM4	12	108154370
cg17679246	0.0149982397650898	PDK1	2	173420265
cg17680902	0.0437400915459152	RDBP;SKIV2L	6	31927069
cg17682309	0.0300430515344911	STX7	6	132834573
cg17682828	0.024162011509923	FXYD1;FXYD7	19	35632767
cg17683775	NA	PTGES	9	132515809
cg17685111	NA	BMP8A	1	39956370
cg17685628	0.0247525734177484	NKX2-8	14	37051693
cg17686260	0.958268975199008	MGMT	10	131412764
cg17686885	0.0202349008858062	TOM1L1	17	52977769
cg17687282	0.93044343464437	A4GNT	3	137851111
cg17687883	0.0321538636142153	NA	NA	0
cg17687962	0.454863454963784	KLK3	19	51358244
cg17688525	0.0131968058831098	L3MBTL4	18	6414978
cg17691309	0.00827687968703337	TPM2	9	35690459
cg17692403	0.762878312607013	R3HDML	20	42964959
cg17693270	0.124901418074465	DGAT2L6	X	69397196
cg17693957	NA	TCN2	22	31002757
cg17694279	0.0402697377404563	NA	NA	0
cg17694877	0.0630876374335608	DIAPH2	X	95939631
cg17696091	NA	SYCP1	1	115396629
cg17697457	NA	GEMIN7	19	45582312
cg17698505	0.0202868321725894	NA	NA	0
cg17698643	0.00928247033278076	C16orf63	16	15982631
cg17699374	0.61171173633531	C22orf33	22	37403802
cg17701785	0.0147276305169886	YPEL5	2	30369896
cg17701886	0.0217676947317139	MCF2L2;B3GNT5	3	182970833
cg17703212	0.514895107695914	DYDC1;DYDC2	10	82117257
cg17703324	NA	OPTC	1	203462465
cg17703554	0.962114491258278	DCAF4L2	8	88886339
cg17703658	0.0136838010742301	DDIT3	12	57914352
cg17704839	0.456397868537109	UBL5	19	9939038
cg17705056	0.0573963495286276	PQLC1	18	77711560
cg17705081	NA	GPKOW	X	48980694
cg17706173	0.096866825824113	IFT140	16	1582581
cg17709466	0.021493924373775	OBFC2B	12	56618184
cg17709676	0.0130183718595348	LMAN1	18	57026192
cg17709873	0.767904829270556	LTA	6	31540456
cg17709884	0.0334064236614077	H2AFZ;LOC256880	4	100872167
cg17710021	0.0171516309107791	G0S2	1	209848577
cg17710288	0.0371379150263673	NPM3	10	103543118
cg17711541	0.450998377663007	HIST1H2AC;HIST1H2BC	6	26124704
cg17711587	NA	EIF2S2	20	32699478
cg17711870	0.0633657084745923	WWP1	8	87354470
cg17714030	0.963111498381976	HBQ1	16	229983
cg17714794	0.0225176213478086	BNIP1	5	172571566
cg17714799	NA	CASP6	4	110625080
cg17714828	0.019932721225728	LPCAT1	5	1523874
cg17717588	NA	GTDC1	2	145052739
cg17718210	0.013685932262472	MESDC1	15	81293605
cg17718302	0.298527200806195	HIST1H3J	6	27858637
cg17718322	0.0582405743312161	OPHN1	X	67653749
cg17718515	0.0114379149284902	IPO9	1	201798817
cg17720231	0.0259070143809728	IGSF9	1	159915374
cg17720233	0.737268926184257	TNFAIP8L2	1	151128310
cg17723549	0.953074930754813	CCDC55;MIR423	17	28443042
cg17724365	0.0190071963217846	NBN	8	90997008
cg17725461	0.0090269192239556	RFX1	19	14117250
cg17725472	0.970786402329594	CHIT1	1	203198757
cg17725968	0.957613765135467	PDHA2	4	96761026
cg17726022	0.0277368449723618	SLC38A1	12	46662421
cg17727529	0.0882781008072997	C1orf61	1	156399685
cg17729667	0.467257271024054	NINL	20	25566382
cg17729941	0.0699978035239963	C1orf77;S100A13	1	153607617
cg17731079	0.0242670829256009	CDC42EP3	2	37899023
cg17731261	0.011825363325805	ACHE	7	100493811
cg17732044	0.0189803175428641	PEX11A;WDR93	15	90234207
cg17732521	NA	RHOG	11	3863047
cg17733100	0.0146602184061314	C1orf106	1	200860363
cg17733331	0.0278264538334757	CDH3	16	68678998
cg17736259	0.975124911803523	DMRTB1	1	53925145
cg17738133	NA	CDKN1C	11	2907059
cg17738194	0.863357561127637	GK2	4	80329388
cg17738494	0.0226616789535143	BRPF1	3	9773251
cg17740305	0.787422364280287	NA	NA	0
cg17740399	0.0260882606890552	PDX1	13	28494177
cg17740645	0.0344222786122021	GRB7	17	37894413
cg17741106	0.0167858354576487	RDH14	2	18742122
cg17741291	0.0143072428966093	DDX21	10	70715745
cg17741572	0.626135979262209	CFB	6	31914305
cg17742155	0.0129465113755827	ATP6V1G1	9	117350088
cg17742874	0.0127010506846047	DHPS	19	12792761
cg17745122	0.00751225039336279	IRX3	16	54320230
cg17746675	0.0358896995327922	C3orf31	3	11888297
cg17747005	0.0353491640791316	PREX2	8	68864324
cg17747332	0.0132598494406005	SMARCA4	19	11071239
cg17749384	NA	MPP7	10	28571186
cg17749443	0.0238012566730276	ZFP37	9	115819190
cg17749456	0.204677465886621	NA	NA	0
cg17749520	0.928590549191951	ITGA2B	17	42466567
cg17749961	0.243457779470441	LCLAT1	2	30669863
cg17751569	0.931213802524365	CD180	5	66493908
cg17751867	0.0108368100465773	GOLPH3	5	32173610
cg17753124	0.780586913671676	IER2;STX10	19	13259872
cg17754680	0.906580493795239	NPC1L1	7	44581831
cg17754980	0.021500085738079	FAM54A	6	136571643
cg17755581	0.0564821612722745	VAPB	20	56964015
cg17756392	0.0394428349125747	CLPP	19	6361455
cg17757055	NA	PARM1	4	75858107
cg17758148	0.897711840278302	JMY	5	78573641
cg17758721	0.0555563391818373	SNRPB	20	2451208
cg17759354	NA	SLC12A3	16	56898786
cg17761453	0.77596949823311	NA	NA	0
cg17765461	0.0399570455885905	DAZAP1	19	1408416
cg17767184	0.0252942348996831	NSUN3;DHFRL1	3	93782171
cg17767659	0.0171212183996069	MED20;BYSL	6	41888922
cg17767931	0.926054837462337	SLC25A26	3	66293366
cg17769158	0.91533767472698	ODF1	8	103563327
cg17769238	0.215986509938018	H19	11	2019568
cg17770886	NA	TUBGCP2;ZNF511	10	135121331
cg17771150	0.831541292587976	LCP1	13	46756209
cg17771854	0.0119001066875994	IPO13	1	44412679
cg17773950	0.0183573657025921	NA	NA	0
cg17774305	0.025648402642197	C12orf62	12	50505649
cg17774418	0.749328817539304	LOC285780;LY86	6	6622864
cg17775235	0.0195164220268701	NPTX1	17	78450855
cg17775283	0.0835641026303664	UBA1	X	47050480
cg17775713	0.23449377601052	TF	3	133465469
cg17776353	0.0171040179865024	BMPR1A	10	88516420
cg17777592	0.0958176033613184	CAB39L	13	49975418
cg17778120	0.961293544347704	RBP2	3	139195319
cg17778721	0.0179851747440511	CBX1	17	46178745
cg17778867	0.937033374105871	C21orf29;KRTAP10-8	21	46032026
cg17780098	0.031420179289624	CSRP1	1	201476311
cg17783509	0.0415360401727745	PHOX2B	4	41751001
cg17784922	0.911634400531642	KEL	7	142659425
cg17786776	0.767686519314544	FKBP9	7	32996145
cg17787710	0.0164546956110845	RAC3	17	79989039
cg17788013	0.940294983278638	SPINK5	5	147443252
cg17788682	0.00895787305544463	ARNT2	15	80697029
cg17788832	0.495686209367247	PSKH2	8	87081654
cg17790333	0.919249141038819	CYP11A1	15	74660265
cg17791617	0.887763778210102	DLG5	10	79628941
cg17791651	0.120227167669787	POU3F1	1	38513489
cg17791766	0.0499907801231845	HSPBP1	19	55791675
cg17791936	0.933903444360225	SLC37A4	11	118902213
cg17792192	0.970327486843999	CAMSAP1	9	138774526
cg17793621	0.029640541371815	ATP10A	15	26108084
cg17794261	0.0119822101989727	ZNF688	16	30583759
cg17795240	0.827896678588951	GATA4	8	11568257
cg17795586	0.158507580144577	MED12L;P2RY13	3	151047735
cg17797182	0.0117060768757719	SNRPD1	18	19192384
cg17797815	NA	CASC2;RAB11FIP2	10	119806972
cg17800442	0.209065564579419	CTF1	16	30908233
cg17801256	0.0122265947790705	ZMYM4	1	35734334
cg17802847	0.0206334060621719	CFLAR	2	201980910
cg17803089	0.0812800410928388	FANCE	6	35419793
cg17803430	NA	C4BPA	1	207278324
cg17803807	0.0389620742346017	NA	NA	0
cg17803965	0.74734760675218	SPOCD1	1	32281812
cg17804302	0.0130179472976541	NKD1	16	50581891
cg17804987	0.0089456300057628	MAPKAPK3	3	50654788
cg17805404	0.0321513319394433	GPR162	12	6930624
cg17806989	0.981244802799987	RNF17	13	25338287
cg17808849	0.0281535129520319	HERPUD1	16	56965376
cg17809798	0.0227194363195931	SNW1;C14orf178	14	78226923
cg17810944	0.0532646421593345	GDAP1L1	20	42876091
cg17811228	0.0255241959510587	PSD2	5	139175116
cg17812013	0.0184900975961446	GPX4	19	1104136
cg17812431	NA	UMOD	16	20364284
cg17813891	0.929645534769111	EVL	14	100532036
cg17814481	NA	FBP1	9	97402166
cg17815841	0.0126282559312473	PDS5A	4	39979368
cg17818900	0.0154585606720054	CRIP2	14	105941190
cg17819635	NA	TCTEX1D1	1	67217673
cg17820459	0.0490475165568416	GPX3	5	150400531
cg17820591	0.0213352374301208	ENO3	17	4853706
cg17820828	0.166420005312908	KCNQ1	11	2813298
cg17823175	0.670832971343819	AZU1	19	828170
cg17823320	0.0262023502805326	INTS10	8	19675140
cg17824393	0.916780420369802	PTPN3	9	112225819
cg17826679	0.179141311601892	SLC44A2	19	10736038
cg17827767	0.822557263535378	LRIT1	10	86001154
cg17829314	0.0137288121728591	C1orf122;YRDC	1	38274017
cg17829936	0.906409640640176	TAAR5	6	132910681
cg17830308	NA	NEUROG1	5	134872124
cg17830754	0.0208506961745746	HSD11B1L;C19orf70	19	5679875
cg17832162	NA	SEC11C	18	56807548
cg17832674	0.0221864194038187	CALM3	19	47103718
cg17833578	0.531212248330201	LRIT1	10	86001560
cg17834443	0.0292623428924547	INTS10	8	19674713
cg17834752	0.467072837609825	KCNK9	8	140715239
cg17836145	0.874632701656563	VNN2	6	133084642
cg17838026	0.0254609208322126	KCNC3	19	50832861
cg17838516	0.897120816161356	MTNR1B	11	92703536
cg17838626	0.0315096425907403	ACER3	11	76571610
cg17838765	0.00957754144442001	ALKBH3	11	43902310
cg17839278	0.0261172881785624	MTCH2	11	47664375
cg17839611	0.870962204501853	ABI3;GNGT2	17	47286802
cg17841529	0.0176963663240649	OSBPL8	12	76953712
cg17843048	0.640941597052487	PHF16	X	46771580
cg17843759	0.0155894321776974	ELL	19	18633053
cg17846100	0.011108816435791	MCAT	22	43538986
cg17847607	0.014556544296855	CALR3;C19orf44	19	16606955
cg17849194	0.0104143513431649	UTP3	4	71553882
cg17849956	0.0158236321582759	ZNF304	19	57862480
cg17850880	0.0180579861847041	RNF6	13	26795990
cg17850932	0.91224402478156	NA	NA	0
cg17851105	0.0176974208597239	UNKL	16	1464982
cg17853587	0.0390492131578293	NDST3	4	118954386
cg17854440	NA	ENPEP	4	111397581
cg17854497	0.0503434977171223	SEPHS1	10	13390774
cg17858663	0.0246154419056512	CENPN;C16orf61	16	81039969
cg17860158	0.443641534226543	CNTN2	1	205012569
cg17860186	0.0180765427023032	PLEKHG2	19	39903047
