Hybridization REF	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05	TCGA-AN-A046-01A-21D-A032-05
cg15456206	0.0199924339793653	ZNF580	19	56152139
cg15457079	0.761344849632582	CPN1	10	101841816
cg15457899	0.580759591559816	SCN3B	11	123525665
cg15459742	0.0232332428499503	CTNNAL1	9	111775564
cg15459773	0.944585419602293	C1orf124;EXOC8	1	231472445
cg15460516	0.0149033677807456	TNFRSF12A	16	3070249
cg15461516	0.0183816762522786	CHST1	11	45686369
cg15462232	0.0382722446748551	FOXD3	1	63788184
cg15464148	0.732399256754656	LPAR5	12	6745057
cg15465321	0.667225696774202	NA	NA	0
cg15467148	0.0658492724979187	PCK2	14	24563578
cg15467759	NA	NDST1	5	149900327
cg15468095	0.153725055667937	PYCARD	16	31214401
cg15470298	NA	COL18A1	21	46825222
cg15470750	0.0262953582982328	FDPS	1	155278344
cg15473335	0.0258546699110008	NOL12	22	38082170
cg15473868	0.05569806176546	MT1X	16	56716621
cg15473904	0.0279113530505354	MRPL41	9	140446993
cg15475323	0.424643835224442	MAMSTR	19	49220102
cg15477600	0.0195200264674548	SDF2L1	22	21996253
cg15479752	0.559819079177963	FFAR2	19	35940862
cg15480475	0.722706399139967	TUB	11	8060060
cg15480941	0.608784062697552	PIM2	X	48776125
cg15481539	0.504018017180549	DEFA5	8	6913441
cg15482690	0.0122012765462225	TARDBP	1	11072742
cg15484019	0.0128231076264947	TTC35	8	109455575
cg15484375	0.491879298250514	SAA1	11	18287647
cg15484384	0.431688492768612	ANAPC13;CEP63	3	134203672
cg15485859	0.370740931737869	C1orf116	1	207206447
cg15486645	0.0183137136738159	LIN7C;BDNFOS	11	27528489
cg15488251	0.018694757873845	MYH11	16	15951224
cg15488402	0.0452409633530408	SLC9A8	20	48429173
cg15489294	0.697465443072392	LVRN	5	115297853
cg15489301	0.332131833290601	AKR1B10	7	134213038
cg15489422	0.90924645866487	TMCC1	3	129599347
cg15491567	0.655630142549305	DYSF	2	71679675
cg15492003	0.0136067100556991	ALG2;SEC61B	9	101984308
cg15492104	0.0143327210287314	COQ6;FAM161B	14	74417249
cg15494458	NA	BPI	20	36931512
cg15494980	0.051770918929531	STX5	11	62599247
cg15495837	0.759927539015441	NA	NA	0
cg15498283	0.0104265792775987	TALDO1	11	747520
cg15500658	0.011618685789913	SPEN;FLJ37453	1	16174610
cg15501381	0.783472724722908	NGB	14	77737800
cg15502446	0.0224942032402507	C11orf73	11	86013224
cg15502888	0.0217905386523541	SOCS3	17	76356228
cg15503752	0.696635859019664	ST6GALNAC1	17	74639731
cg15503799	0.0270792880066146	PRCC	1	156737481
cg15507817	0.0196005385655787	WNT7B	22	46372583
cg15508020	0.0296528231167814	CSNK2A2	16	58232206
cg15512851	0.684954821523206	FGD2	6	36973518
cg15512961	NA	ANXA6	5	150537567
cg15513137	0.152402175244363	NA	NA	0
cg15514848	0.836690662591193	FMO1	1	171217555
cg15516226	0.75414567478214	BTNL9	5	180467519
cg15517609	NA	RYR1	19	38924045
cg15517965	0.010652531540822	TMUB2;C17orf65	17	42263946
cg15518883	0.706761815688855	SIT1	9	35650561
cg15518950	0.732923566932184	TMEM171	5	72415770
cg15519208	0.0369454341819165	HIST1H1E	6	26155791
cg15520279	0.0399248768167961	HOXD8	2	176995088
cg15521097	0.399448776580194	ITIH5L	X	54824559
cg15522719	0.0209499724107188	GLS	2	191745248
cg15522957	0.696206847588785	ALX4	11	44324925
cg15523238	0.0812118837272171	ATP10A	15	26108796
cg15525002	0.0120843030491055	GBA	1	155214303
cg15526708	0.218363363805801	TGFBR1	9	101866433
cg15527554	0.927200100970016	YSK4	2	135782086
cg15528736	0.739188308169832	FCGRT	19	50015780
cg15530356	NA	ZNF414	19	8579985
cg15531099	NA	LCE1D	1	152770502
cg15532088	NA	C17orf66	17	34195134
cg15534084	0.0360424618506666	ZNF649	19	52408044
cg15534366	0.345856063577158	CDH4	20	59826207
cg15536230	0.908842845054028	HSF2BP	21	44985092
cg15536242	0.880786438068531	NA	NA	0
cg15536490	0.0834939057290414	TFAP2C	20	55203849
cg15536552	0.567178664065124	ACSL4	X	108976035
cg15537433	0.0175921258233221	NDUFA2;IK	5	140027092
cg15537850	0.436152228342295	NAPRT1	8	144661051
cg15538427	0.290590670213192	LRRN4CL	11	62457014
cg15538820	0.778778855448183	OBP2B	9	136084818
cg15538837	0.0149195061979395	H3F3A;LOC440926	1	226250361
cg15539420	0.700356495949401	HOXB8	17	46692248
cg15540054	0.0159279242387859	ZNF180	19	45004280
cg15540820	0.65273771159168	EOMES	3	27765283
cg15541230	0.0173494449058488	COG1	17	71188803
cg15541315	0.0164527448631998	REXO2	11	114309932
cg15542496	NA	PIP	7	142828356
cg15543551	0.220754718095323	FGF12	3	192445202
cg15544036	0.537639625422691	CLDN4	7	73245564
cg15544721	0.810806222686961	PPP1R9A	7	94536691
cg15547534	0.0236105271695955	C7orf47	7	100034410
cg15547662	0.0339393456191131	PAFAH2	1	26324823
cg15550350	NA	GRK7	3	141497168
cg15551881	0.736568739647347	TRAF1	9	123688715
cg15552238	0.351233369829819	EMR3	19	14785749
cg15553522	0.0653534704884242	TMEM132A	11	60692329
cg15554401	0.8737112403456	GJB4	1	35226891
cg15555014	0.357090379793635	SYNGR2	17	76164144
cg15555727	0.0696057754499078	PYCRL	8	144692268
cg15556558	0.015780236888212	STRN	2	37194356
cg15557833	0.160114551194802	NA	NA	0
cg15558658	0.0309710313918854	KIAA1279	10	70748649
cg15558971	0.0153442618131113	ZFP36L1	14	69260307
cg15559560	0.0157688597128706	SMPD4;FAM128B	2	130939084
cg15559700	0.940150881547326	UGT1A9;UGT1A10;UGT1A8	2	234579873
cg15559737	NA	CRYBA4	22	27016806
cg15560112	0.0168570790732297	MYBPC2	19	50935305
cg15560337	NA	HYAL4	7	123484898
cg15561986	NA	GSTZ1;POMT2	14	77788381
cg15562197	0.015413690992049	C3orf38	3	88198982
cg15563057	0.0285125460368336	PURA	5	139493612
cg15563382	0.0383496549334986	RNF141	11	10563039
cg15563952	0.0246289367683205	DHTKD1	10	12110679
cg15563993	0.0130209290306543	WDR61	15	78592154
cg15564267	0.293008083857131	OTUB1	11	63754708
cg15565533	0.0179350724967	IP6K1;GMPPB	3	49761936
cg15565872	0.232976014852579	VEPH1;PTX3	3	157155202
cg15566222	0.0137782490955298	ZC3H15	2	187350716
cg15566783	0.0125052046523527	NIPA2	15	23034186
cg15568167	0.00949216851363822	SAMD10	20	62610530
cg15569340	0.0200627375901068	CLSTN3;RBP5	12	7282490
cg15569512	0.0140603883092908	BAG5;C14orf153	14	104029667
cg15571154	0.868101104287511	FAM187B	19	35719126
cg15572745	0.451841478636074	NRXN3	14	78870232
cg15572787	0.00931741609897897	RTDR1	22	23484171
cg15573237	0.615562874282417	NA	NA	0
cg15576195	0.0449001722050569	HTATIP2	11	20385561
cg15576233	0.0140808960302763	HEY1	8	80679932
cg15579370	0.0560117689011883	SMOX	20	4129337
cg15580043	0.022094680061155	PSMA7;SS18L1	20	60719730
cg15581500	0.0242155365699894	HSBP1	16	83841755
cg15582789	0.606948190545748	SLC35D2	9	99145525
cg15582891	NA	TAAR1	6	132967028
cg15583058	0.0746675267075002	SDCCAG3;PMPCA	9	139305771
cg15583072	0.304473156759603	SLCO1A2;IAPP	12	21525662
cg15584630	0.0106062208120488	TSC22D2	3	150126560
cg15584813	0.590827966836817	SLC38A4	12	47219626
cg15585905	0.0132076317773715	NA	NA	0
cg15585987	0.375029534014617	SNTG1	8	50824749
cg15586352	0.648442811167521	NA	NA	0
cg15587603	0.0207652651976899	C2orf63;RPS27A	2	55460405
cg15589156	0.0174387144442642	RAB3IL1	11	61684592
cg15589354	0.119716906884267	URB2;TAF5L	1	229760606
cg15589427	0.695176395919534	MUC4	3	195539395
cg15590526	0.200369525218624	NA	NA	0
cg15590780	0.622496579105575	USH2A	1	216596639
cg15591678	0.0206533483901742	ZNF365	10	64134155
cg15591837	0.0119817754015362	PPIL1	6	36842614
cg15594133	0.028232725808868	TSPAN14	10	82214337
cg15595739	NA	RGS9	17	63183451
cg15597540	0.906557626530472	TUSC4;CYB561D2	3	50387202
cg15599064	0.43739991116615	NA	NA	0
cg15600342	0.0211332364458668	WBP4	13	41635509
cg15600835	NA	RPTOR	17	78518556
cg15601535	0.0380415923030496	SRD5A3	4	56212295
cg15602735	0.568860295776815	MAGEC2	X	141293333
cg15602809	0.551316366753796	NA	NA	0
cg15602950	0.0168759735508814	SACM1L	3	45731220
cg15602969	NA	RPL19	17	37356328
cg15603885	0.98167226119917	ABRA	8	107782373
cg15604008	0.0251742977400323	NA	NA	0
cg15604467	0.375494495427858	POU4F1	13	79177925
cg15605888	0.024420217559738	CCDC138	2	109403293
cg15606663	NA	KRTAP15-1	21	31812603
cg15607672	0.612090198129211	OTX2	14	57277227
cg15609273	0.0187626872989126	RCBTB1	13	50159867
cg15609321	0.0673362917716802	ZNF512	2	27805893
cg15610233	0.869305529980927	NA	NA	0
cg15610792	0.0125786356428613	C9orf114	9	131592173
cg15611364	0.02113908314855	OXSM;NGLY1	3	25831423
cg15611923	0.0213879347218715	RBM8A	1	145507416
cg15612063	0.0406674737450312	TMEM45A	3	100211622
cg15612436	0.216512068901548	MPPED1	22	43897902
cg15612546	0.0182872184543109	RPS6KC1	1	213224612
cg15612847	0.918455238158192	MITD1;MRPL30	2	99796318
cg15612927	0.0269848525318398	RAD52	12	1058210
cg15613048	0.0250202759143415	KIF17	1	21044031
cg15613982	0.0260109654474214	SEC23B	20	18488017
cg15615135	0.0525431465025627	SNX5;C20orf72	20	17949655
cg15616083	NA	KCNQ2	20	62104607
cg15616400	0.984591257300556	SLC25A34	1	16062894
cg15619125	0.839804194363876	MAMDC4	9	139747228
cg15619794	0.899342152492842	IL5	5	131880649
cg15623573	0.182044545310662	APBA1	9	72288098
cg15625636	0.676723434978613	GPR65	14	88472437
cg15626350	0.360218266912947	ESR1	6	152130207
cg15627025	0.568341337478854	NA	NA	0
cg15627502	0.0250778327784307	RPN2;C20orf132	20	35806795
cg15627524	0.0522034336372351	DOPEY1	6	83777986
cg15628498	0.0278340199220184	ONECUT1	15	53082902
cg15629064	0.0171015542241092	TRIM27	6	28891718
cg15630759	NA	SF3A1;CCDC157	22	30752524
cg15631323	0.049709696538505	EGLN3	14	34420468
cg15633390	NA	EIF4E	4	99851211
cg15634735	0.0179518133812876	SAP130	2	128784622
cg15636365	0.0180054684113809	PNPLA7;MRPL41	9	140446240
cg15636587	0.502010433297246	NA	NA	0
cg15637528	0.979872663492289	C6orf146;C6orf201	6	4078959
cg15639045	0.0368630011454908	SLC16A11	17	6947200
cg15639951	0.602592849848488	MAP3K14	17	43367609
cg15640375	0.160729596778944	LPPR3	19	821565
cg15641675	0.0112825408670033	DDX17	22	38902252
cg15641998	0.0279176334906854	HSD17B11	4	88312323
cg15642035	0.378840284786421	FAM135B	8	139165052
cg15642326	NA	MARK4	19	45754146
cg15643724	0.0460334500482394	GFER	16	2034532
cg15645309	0.082139596478335	BATF	14	75988747
cg15645605	0.0143812544109919	MRPL35	2	86426467
cg15645784	0.0135491597783147	ROGDI	16	4852962
cg15646782	0.0150175875444423	FAM55C	3	101498416
cg15647515	0.372556977993971	WNT2	7	116963802
cg15648315	NA	C13orf35	13	113301636
cg15648905	0.0163009207164844	RPL12;LRSAM1	9	130212957
cg15649193	0.023382181701779	TECR;MIR639	19	14640403
cg15649452	0.0258254784351324	NA	NA	0
cg15652120	0.03109907775718	ELK3	12	96588210
cg15652212	0.490816315260068	TMEM139	7	142981776
cg15652797	NA	CROT;TP53TG1	7	86974991
cg15654964	0.0413020293562922	BSDC1	1	32860685
cg15657607	0.0263446729487897	NA	NA	0
cg15657668	0.73777710491787	NA	NA	0
cg15658426	NA	CCDC112	5	114631545
cg15659828	0.0275688234674768	CHID1	11	911673
cg15660077	0.847364538954578	NLGN2	17	7311620
cg15660498	NA	C19orf55	19	36249933
cg15661409	0.935572203414228	C14orf105	14	57960976
cg15662251	0.590353191181698	PAQR7	1	26197855
cg15663121	0.0181552012715061	GLYR1;UBN1	16	4898306
cg15664067	0.03139589793419	RASA1	5	86564490
cg15664701	0.386391956149912	AKAP14	X	119030658
cg15664905	0.854727989772446	PHLDB3	19	44009429
cg15665653	0.0466346123202339	WDTC1	1	27561270
cg15669092	0.0301346957218749	TUBB3	16	89989024
cg15669228	0.38212277347866	IFNA8	9	21409505
cg15669273	0.0176222474985606	LYRM4;FARS2	6	5261406
cg15670863	0.807010237138913	SPACA4;FAM83E	19	49110292
cg15673110	0.01273273485732	BIRC6	2	32581747
cg15674432	0.565664309908151	SLC26A8	6	35992082
cg15674997	0.534618413317022	GRM6	5	178421314
cg15676084	0.0385270099111707	ENAH	1	225841605
cg15676241	0.155183298617641	ITGA2	5	52285231
cg15676488	0.0228616577660088	SNRPC	6	34725116
cg15677132	0.0170769523700446	SRP54	14	35452110
cg15677294	0.769433713566843	TUBB4	19	6502938
cg15677344	0.874475639902153	NA	NA	0
cg15677355	0.928351135548452	OTUD6A	X	69282357
cg15679095	0.6357197417993	KIAA0240	6	42789053
cg15679098	0.957778435651362	RAPSN	11	47470674
cg15679651	0.412026322004983	MAP4K1;EIF3K	19	39108529
cg15680574	0.0358682751554637	NA	NA	0
cg15681351	0.154927483127449	UPF3B	X	118987163
cg15683488	0.0420932504971931	ZFYVE9	1	52607471
cg15683743	0.0325201046070889	SPPL2A	15	51057417
cg15684563	0.818545593169187	TSPAN8	12	71552188
cg15686608	0.695601096059294	DAB2IP	9	124461008
cg15687659	0.0145726382332247	RAB7A	3	128445120
cg15688767	0.0802046977778715	ZNF148	3	125093330
cg15690721	0.0380255116721379	ZNF85	19	21106016
cg15691199	0.716499378329077	CEBPE	14	23589419
cg15691649	0.958791174221887		6	25882328
cg15691841	0.0155265389639414	ZNF687	1	151255071
cg15692239	0.062098495547785	ALDOC	17	26903955
cg15693363	0.0126487675024733	GARS	7	30634239
cg15693736	0.98218262935202	GRTP1	13	114009512
cg15694180	0.0119298130726401	ADAM15	1	155023435
cg15696627	0.0611388172658734	MSX1	4	4861183
cg15696781	0.321384817076647	NA	NA	0
cg15698196	0.804298693604615	CAPN12	19	39236354
cg15699524	0.708168659481092	FGF18	5	170845610
cg15700197	0.151443963384336	OR10J1	1	159409207
cg15700739	0.165173117592186	HOXC4;HOXC5	12	54427700
cg15701111	0.859010825316511	KRT81	12	52685334
cg15701622	0.0209076892033111	MCRS1	12	49962302
cg15702701	0.0384953544459451	METTL7B	12	56075367
cg15703357	NA	NEURL3	2	97171449
cg15703512	0.0313188390904852	C16orf65	16	22012565
cg15703690	0.142232987842014	IL6	7	22766992
cg15705469	0.0203438754250385	ZNF71	19	57106714
cg15705999	0.0243330938977054	ZNF148	3	125093863
cg15707568	NA	ATP5J;GABPA	21	27108736
cg15711744	NA	ANP32D	12	48866138
cg15712267	0.842503994392108	DNAJB1	19	14629905
cg15713086	0.0585426693001104	C20orf108	20	54933689
cg15714041	0.0181359798292787	ACO1	9	32384344
cg15717808	0.0142035890368491	KCNQ5	6	73331652
cg15720064	0.665727888613836	FAM9C	X	13062833
cg15720535	0.820094519310056	AGPAT2	9	139582585
cg15721424	0.0245136726898449	ALG8	11	77850393
cg15722679	0.127733341110258	SIRPG	20	1638393
cg15725808	0.0244776759319331	TAF6L	11	62538738
cg15725933	0.0176098438023237	SLC19A1	21	46962202
cg15726245	0.796432060323669	GPR12	13	27333506
cg15727249	0.625308451228098	APOA4	11	116693415
cg15727320	0.929938035760813	P11	12	48118973
cg15729423	0.0200177709956581	PTGR2	14	74318413
cg15729869	0.410776728120679	NA	NA	0
cg15731815	0.225528224562794	RNF207	1	6269260
cg15733266	NA		2	118775305
cg15733507	0.0153360073886171	C9orf140	9	139965275
cg15736165	0.627549945582531	BNC1	15	83951732
cg15736336	0.9479931807371	PLCZ1;CAPZA3	12	18891214
cg15736338	0.0211415777261258	FAM19A2	12	62586425
cg15737168	0.95144860378222	TECTA	11	120974095
cg15737319	0.0314660235763509	MTHFD2	2	74425763
cg15738916	0.0158236793613	MAP4K4	2	102314495
cg15739437	0.114373744183699	TSLP	5	110407538
cg15739581	0.915474815423837	GALNT3	2	166626783
cg15739944	0.0921673269300095	HABP4	9	99212660
cg15740366	0.0408862106360127	IMPDH1	7	128049868
cg15740508	0.729870863567659	AMPD1	1	115238559
cg15741583	0.761802085142333	HPX	11	6461908
cg15741706	NA	CXorf48	X	134306406
cg15742700	0.894525018980661	BLK	8	11350853
cg15743985	0.804289708694709	CD22	19	35819809
cg15746187	0.802145435172224	FBXO2;FBXO44	1	11713123
cg15746445	0.285714668844822	TRPM8	2	234824933
cg15746620	0.164995812513626	EMR3	19	14785849
cg15746719	0.711090046003283	DAPK1	9	90113813
cg15747133	NA	THOC1	18	268601
cg15747595	0.669882787423598	TSPYL5	8	98289880
cg15747933	0.0454107574239991	NMI	2	152146478
cg15748507	0.779905846615538	PRLHR	10	120354627
cg15749322	0.0136758686715159	ANKRD42	11	82905199
cg15749748	0.0808603124351371	GATA5	20	61050560
cg15749858	0.0672462771134706	MACC1	7	20256996
cg15750102	0.015732736662574	AIMP1;TBCK	4	107237686
cg15750705	NA	GJB4	1	35226707
cg15751406	0.977884517573541	ZNF558	19	8934543
cg15752043	0.0220164825988904	NANOS1	10	120789955
cg15753381	0.0198511593822113	TAF13	1	109618580
cg15753757	0.0178447863691265	NA	NA	0
cg15754084	0.466571087011699	PEX5	12	7343020
cg15754109	0.020037947834852	COPS5	8	67974431
cg15755084	0.031123703700942	MSX1	4	4861683
cg15755406	0.0162091367560255	CCDC130	19	13859137
cg15755548	0.354325315402465	ARHGDIG	16	331050
cg15756091	0.889021896952345	RGSL1	1	182419655
cg15757271	0.0146669952791575	WNT5A	3	55521789
cg15758700	NA	IFLTD1	12	25707667
cg15759055	0.0170393478644262	NA	NA	0
cg15759873	0.898070271277332	ATP6V1E2	2	46746934
cg15760840	0.578678877525755	HOXA11AS;HOXA11	7	27225222
cg15760943	0.0888739474920685	ETV5	3	185827402
cg15761233	NA	C2orf60;C2orf47	2	200819070
cg15761405	0.888339946192341	FCRL2	1	157746405
cg15764655	0.947528743362551	SBF1	22	50914909
cg15765212	0.0334584009985465	BAT2	6	31589161
cg15765532	0.0262137897601431	C11orf30	11	76156397
cg15765694	0.650575224113249	PPP3R2;GRIN3A	9	104358101
cg15765896	0.0197677782252803	SPRYD3	12	53472985
cg15767406	0.118611845062037	ZNF660	3	44626029
cg15768203	0.0446142581350168	PPIG	2	170440722
cg15768270	0.0198552108942067	NUDT22;TRPT1	11	63993915
cg15769409	0.0493214140806761	KIAA0649	9	138372274
cg15770654	0.939039113997426	MIIP	1	12078821
cg15772361	0.65128261937274	SERPINB3	18	61328223
cg15772393	0.0111796259640683	SAP30	4	174292144
cg15774133	0.0332405693633429	NA	NA	0
cg15774153	0.364516541816897	FGF19	11	69518773
cg15774283	0.310292159137621	NA	NA	0
cg15774495	0.15840072279729	GRB10	7	50861549
cg15775914	0.825870015604506	CHML;OPN3	1	241799084
cg15776355	0.0973804241878943	C1R	12	7245890
cg15777570	0.890849299426271	CCL27	9	34662951
cg15777781	0.730031212579257	CUGBP2	10	11047271
cg15778232	0.334611540057361	PHB2;EMG1	12	7081145
cg15778350	0.0134541146696806	NUF2	1	163291775
cg15779381	0.0326021913661522	N4BP2L2	13	33112842
cg15779716	0.423389931961531	CDCP1	3	45188208
cg15780361	0.857181428176174	ALS2CR11	2	202484098
cg15780578	0.0309777210466578	SPATA20	17	48624416
cg15780888	0.0468113159397314	PICK1	22	38453087
cg15781316	0.0194484855940301	SHFM1	7	96339267
cg15781625	0.0155178260933383	UCK2	1	165796654
cg15781794	0.0445154576642646	CHCHD1	10	75541867
cg15781838	0.871294930978255	LIMS2	2	128422717
cg15782391	NA	ACPT	19	51293367
cg15783027	0.0394610193871704	NFKBIL2	8	145669353
cg15783800	0.715240842260441	ALPK2	18	56246997
cg15784332	0.512848723846648	COMP	19	18902172
cg15784615	0.394474780331376	LTBR	12	6493767
cg15785580	0.0121917375076559	BCKDK	16	31119650
cg15785720	0.0148515379601918	C9orf140	9	139964984
cg15786541	0.0182496620099529	PVRL3	3	110791063
cg15786837	0.444920623933871	HOXB13	17	46806935
cg15786879	0.0215318857340492	DNAH3;TMEM159	16	21169615
cg15787039	0.778729477846112	SCG5	15	32934185
cg15789095	0.814342378249526	SPOCD1	1	32281466
cg15790852	0.0170744627274414	CNOT6	5	179921704
cg15791248	0.809996815016917	FGFR1	8	38326730
cg15792367	NA	KLK11	19	51531484
cg15792688	0.224002281775989	ZNF718	4	124693
cg15796682	0.0227428104343609	RNH1	11	506809
cg15796819	NA	ALDH3A1	17	19651190
cg15796941	0.0649044731251154	BTBD11	12	107711872
cg15796978	0.301236133656539	LHCGR	2	48982509
cg15797414	0.0304540974472317	HIST1H3B	6	26032407
cg15798153	0.838630014400948	CDK14	7	90338861
cg15798455	0.170623221069084	PROK2	3	71833907
cg15798530	0.915326827357137	TRPC3	4	122855216
cg15799267	0.631155349860011	ALOX15B	17	7942406
cg15799959	NA	ZNF248	10	38146444
cg15800421	0.0965552076292185	CNTNAP1;CCR10	17	40834743
cg15801967	0.0161922526973775	NHP2L1	22	42084706
cg15802192	0.0122706651942521	NA	NA	0
cg15802323	0.080292026055159	ARF5	7	127228142
cg15802898	0.4249396108301	FOXE1	9	100615201
cg15804118	0.0139326036597443	DPM3	1	155112702
cg15804973	0.17111334178217	MAP3K5	6	137114513
cg15806518	0.0185538058619738	PSMB7	9	127177817
cg15808558	0.0206940833119506	EPHA4	2	222437611
cg15809230	0.0131863388487398	SIN3A	15	75743753
cg15810326	0.0265326996687637	PRMT10	4	148605127
cg15810744	0.0166472479280671	CORO1B	11	67211300
cg15811235	0.0131797278222731	PFAS;C17orf68	17	8152823
cg15811427	0.365310354249662	FPR1	19	52254222
cg15812071	0.911503657534136	NA	NA	0
cg15812873	0.166276392860164	SULT1A1	16	28635015
cg15812957	0.702778163747618	NA	NA	0
cg15814508	0.699537356944253	P2RY14;MED12L	3	150996078
cg15815016	0.015457015530081	NOD1	7	30518667
cg15815843	0.838254103378	MFAP5	12	8815308
cg15816080	0.0145797246683109	TPST1	7	65670215
cg15817236	0.0959453610003579	ALX4	11	44331362
cg15818800	0.0105048283519972	DNAJC1	10	22292583
cg15819171	0.0167050619597165	EFCAB6	22	44208535
cg15819333	0.168075072658012	COX4NB;COX4I1	16	85832091
cg15819853	0.0177641883394572	MFHAS1	8	8750517
cg15820189	0.018345587041551	RECQL5;SAP30BP	17	73663551
cg15820809	0.0266729549096614	BIK	22	43507369
cg15820955	NA	HDAC7	12	48192939
cg15821095	0.740322532402034	RBM15B	3	51428079
cg15822346	0.0320994550516943	SLC16A10	6	111408761
cg15822411	0.850530178877543	CCDC83	11	85566560
cg15823100	0.884504891204446	PISD	22	32027580
cg15824056	0.620544658775932	SYNJ2	6	158402261
cg15824080	0.0330289261468651	TAF15	17	34137105
cg15824705	0.0217823113375679	BCAR1	16	75285087
cg15824968	0.0191824788605315	AP1G1	16	71842778
cg15827031	0.0222817016466951	NUP155	5	37371628
cg15827295	0.0154974868206133	LYSMD1;SCNM1	1	151138583
cg15830940	0.409415968509403	SMARCAL1	2	217278069
cg15831452	0.0152877508463392	PRPSAP2	17	18761345
cg15831515	0.884963726561115	NA	NA	0
cg15832292	0.0174093239285567	MANEA	6	96025679
cg15832436	0.0273649368288589	PACRG;PARK2	6	163148290
cg15834294	0.0187858976786985	GSPT1	16	12009842
