Hybridization REF	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05	TCGA-BH-A0H5-01A-21D-A112-05
cg12930920	0.0203981354599659	DIS3;PIBF1	13	73356356
cg12932195	0.957694646325221	CRELD2;ALG12	22	50313343
cg12936220	NA	LOC100268168;RPL26L1	5	172385477
cg12936747	0.146196043552539	RBP4	10	95361386
cg12937434	0.237735674650196	BZRAP1	17	56405948
cg12937807	0.0226012585683327	LPHN1	19	14318115
cg12938998	0.15023342670248	GAB3	X	153978709
cg12939527	0.0496108328449391	TNIP2	4	2757706
cg12939547	NA	C6orf27	6	31744037
cg12940073	0.800928913225486	ABCC12	16	48180664
cg12940430	0.0263244352152441	SRF	6	43138965
cg12941369	0.253701095971773	PDCD6IP	3	33839389
cg12941931	0.321537884152595	SEMA6B	19	4559799
cg12943082	0.739772212466048	CCL26	7	75419311
cg12946225	0.0310377178665588	HMG20B	19	3573751
cg12946690	0.186380662020092	SMG6;SRR	17	2206740
cg12949760	0.782347369790553	KCNQ1	11	2542862
cg12949975	0.031633918322572	GDF7	2	20867352
cg12951282	0.257670188036194	ASGR2	17	7018416
cg12952132	0.428607672791562	NCR1	19	55417647
cg12952136	0.0336545994823504	GRSF1	4	71705777
cg12953249	0.936251027264015	CRB2	9	126118772
cg12954718	0.501163929216074	USP6	17	5031366
cg12955127	0.731071685050878	WDR77;ATP5F1	1	111990884
cg12955583	0.0401534211410755	KNDC1	10	134974048
cg12958778	0.517611562569938	TBC1D14	4	6912474
cg12958813	0.863147490401604	ATP6V1G3	1	198509669
cg12958836	0.0234844337196051	FOXJ2	12	8185024
cg12960248	0.0880356097269639	GFOD2	16	67753554
cg12962021	0.11145100543166	LIN9	1	226497619
cg12962778	0.90048538809281	ZNF385A	12	54778312
cg12963312	0.0106510503564594	TRAM2	6	52441723
cg12965512	NA	TSPAN8	12	71552336
cg12966875	0.228535704490641	SLPI	20	43883746
cg12967560	0.961607108030901	LYSMD4	15	100274195
cg12968903	0.703009792526095	NA	NA	0
cg12969407	0.154078680093986		6	126101948
cg12969595	0.0272456278004023	TMEM98	17	31254878
cg12970008	0.110704057358697	OSBPL5	11	3186095
cg12970081	0.49768377995796	GPR32	19	51273924
cg12970084	0.638652996436223		1	201977080
cg12970724	0.165219526428268	CRLF1	19	18718675
cg12971338	0.0336373639202683	TRAF4	17	27070618
cg12971694	0.544083728018305	CD72	9	35618412
cg12971958	0.0363238138533894	PDCD6IP	3	33839815
cg12973651	0.289362645943497	NA	NA	0
cg12975220	0.0177239019828976	MEIS1	2	66662585
cg12977318	0.0118216303561164	VPS26B;NCAPD3	11	134094651
cg12978308	0.271022378047698	NEIL1	15	75639433
cg12979743	0.111631042315476	NDUFB5;MRPL47	3	179322479
cg12981137	0.00584435081226178	MGMT	10	131265575
cg12983442	0.0436821302631132	ZNF552	19	58326226
cg12984356	0.0392230183197429	MAN2A2	15	91446813
cg12985164	0.0344737832617989	TSEN2	3	12525750
cg12985418	0.0180804510276099	MIB1	18	19320538
cg12986021	NA	DIRAS3	1	68516627
cg12989642	0.0194571845724232	PURB	7	44924788
cg12989650	0.725915846478485	ARHGEF15	17	8213328
cg12990410	0.2835318331764	PCDHB4	5	140501117
cg12991341	NA	TMEM74	8	109800287
cg12991365	NA	CHDH;IL17RB	3	53880853
cg12992720	0.200646811408322	LPAR2	19	19738592
cg12994003	0.120584800264878	LBR	1	225616475
cg12995941	0.289294254517603	NTRK1;INSRR	1	156829377
cg12997958	0.0305790872413141	FLII	17	18161617
cg12998491	0.0114378609467902	FAM78A	9	134152531
cg12998614	0.0755220852769822	KISS1R	19	917068
cg12999103	0.0220212277563703	ATP13A2	1	17337842
cg12999109	0.725123150265149	ACER1	19	6333587
cg13002506	0.864722580391885	GDPD4	11	76998821
cg13002939	0.028258644961621	PDGFRA	4	55094499
cg13003163	0.809333868299662	ANP32D	12	48866481
cg13005002	0.628175104003771	RFPL3	22	32752769
cg13006591	NA	TLR6	4	38831665
cg13007988	0.833576980543514	MLL2	12	49449136
cg13014406	0.116313212977452	MORN1;RER1	1	2323870
cg13015534	0.480587963454626	ST6GALNAC1	17	74639793
cg13017345	0.875449340664702	MXI1	10	111966029
cg13018903	NA	HEPACAM	11	124806901
cg13019092	0.803181164107184	PDZK1	1	145727720
cg13021192	NA	CTSZ	20	57582213
cg13021384	0.0142952044926344	SLC27A2	15	50474754
cg13021725	0.0468733151060838	DSN1	20	35402523
cg13022129	0.903731619591768	PHYHD1	9	131683862
cg13022174	0.149826597749136	SS18	18	23671059
cg13026483	0.0402205886934404	TMEM161A	19	19249331
cg13030582	0.374592657040532	MFAP4	17	19290708
cg13031432	0.0158059737906604	NDRG4	16	58497767
cg13031679	0.0271486705016418	TBCCD1	3	186285398
cg13033054	0.661420436007735	TCP10L	21	33948561
cg13033853	0.0343268161093768	FIBCD1	9	133814399
cg13035743	0.299908697198499	PRRT1	6	32119685
cg13037275	NA	SESN3	11	94965364
cg13038560	0.923248766099292	C2orf60;C2orf47	2	200819113
cg13041032	0.884723266842372	MMP13	11	102826090
cg13042288	0.934886743630919	ANPEP	15	90349979
cg13042487	0.114682717829166	ZFYVE21;XRCC3	14	104181393
cg13043509	NA	GIMAP5	7	150434452
cg13043862	0.0706085152749209	EYA1	8	72274598
cg13044136	NA	AES	19	3062883
cg13044223	NA	SNORD55;SNORD46;RPS8	1	45240849
cg13044277	0.300539230240857	NRG4	15	76304546
cg13045611	0.0652693651256524	SUPT6H;SDF2	17	26989432
cg13047596	0.962442332098563	C2orf82	2	233735017
cg13047892	0.0491120748236531	MEOX2	7	15726649
cg13051968	NA	RNF144A	2	7057649
cg13052755	0.897156633842378	PVT1	8	128805589
cg13053396	0.753793999759006	C1S	12	7168545
cg13053608	0.592551747339648	GHDC	17	40345673
cg13055001	0.064704531147452	PPP1CA	11	67169813
cg13055278	0.0634299210242637	ID2	2	8822288
cg13056210	0.442390408668927	NA	NA	0
cg13056269	0.0166789815859969	MCM6	2	136633607
cg13057368	0.0317572787434555	SSB	2	170655429
cg13057891	0.0214826840721073	ERCC5	13	103498411
cg13058581	0.0352263692015384	NCRNA00167;PRDM10	11	129872885
cg13059335	0.832214846659774	ADAMDEC1	8	24242109
cg13059782	0.247032997909945	NA	NA	0
cg13060154	0.0682958032667789	DAB2IP	9	124461998
cg13060405	0.0210981015712163	MYO18A	17	27506970
cg13060646	0.0124210475321608	NA	NA	0
cg13060997	0.047357918349333	CCNA1	13	37006611
cg13062935	0.277563889983757	MRGPRX2	11	19082514
cg13064571	0.307526912857843	C8orf44	8	67587053
cg13064881	0.0336636379230777	NA	NA	0
cg13066542	0.015697281265619	RFK	9	79009738
cg13066963	0.195429619051904	ESPN	1	6485317
cg13067215	0.225229925057522	TPPP3	16	67427285
cg13073894	0.0126200295766161	ZNF566	19	36980750
cg13074965	0.923202257848496	RBM14	11	66395305
cg13077930	NA	ALB	4	74269525
cg13078388	0.0393367646082109	CIRBP;C19orf23	19	1269048
cg13079099	0.0248662607581281	LENG9	19	54974383
cg13080465	0.0186740150733781	MANSC1	12	12503457
cg13081704	0.487576218345244	KCNQ1DN	11	2890457
cg13082192	0.552790761551299	IRS4	X	107980358
cg13083810	0.904008848679616	POU5F1	6	31139156
cg13084335	0.180257942831897	CRYAB;HSPB2	11	111782670
cg13084429	0.0518945429377137	VWA2	10	115999021
cg13084525	0.240946852792547	EHF	11	34642463
cg13084909	0.0177376567938879	RNF26	11	119205373
cg13085976	0.837918829565762	C9orf167	9	140171189
cg13086467	0.830324719889918	MORG1;C19orf56	19	12779373
cg13086586	NA	PAICS;PPAT	4	57303149
cg13088755	0.687436012683154	P2RY10	X	78200041
cg13097407	0.0367064419624015	CRIP3	6	43276658
cg13097816	0.775698126080799	GPR35	2	241568439
cg13098382	0.0762469333880401	RNF38	9	36401460
cg13098960	0.719158543825859	SOX15	17	7494151
cg13099330	0.483920932763798	RBP1	3	139257799
cg13102585	0.273547010773008	RUNDC3A	17	42386208
cg13105904	0.228889958874946	CBLN3;KHNYN	14	24900044
cg13107169	NA	N4BP2	4	40098238
cg13108181	0.0362732608523661	ZNF141	4	330865
cg13108328	0.0714520417917445	PLEKHA5	12	19282261
cg13109289	0.920605505692993	C1GALT1	7	7274782
cg13112336	0.0690062589876128	MCM9	6	119255874
cg13112511	0.82489178407653	PDE4D	5	58882753
cg13113656	0.0113397261042475	CLTC	17	57697489
cg13114389	0.0121630849848954	ENTPD7	10	101419241
cg13117105	0.0447043122884516	PAQR5	15	69591357
cg13118748	0.0120785172583146	C6orf136	6	30614722
cg13118849	0.939000911351648	NCAN	19	19327542
cg13119609	0.635018880693752	APOC2	19	45449297
cg13120519	0.0342732402544012	ALKBH7	19	6372660
cg13120814	0.162480098825813	TMEM140	7	134832770
cg13121699	0.0725869097095609	ZNF804A	2	185462397
cg13125510	0.548583419527662		11	130542491
cg13125997	NA	PKD1	16	2186901
cg13126790	0.700932279151244		6	160010346
cg13127386	0.0299147705658736	SLC4A8	12	51818768
cg13128531	0.526365032976655	ZBTB33	X	119384384
cg13129046	0.111599539891779	C10orf35	10	71389696
cg13131015	0.635706712143257	GUCY2C	12	14849542
cg13132204	0.0159487603215731	ELMOD2	4	141445677
cg13133148	0.00902679540044516	SNAPC5	15	66790044
cg13133883	0.237328671742834	RGR	10	86004660
cg13134662	0.0401296204383529	VAV2	9	136858680
cg13135121	0.949980335739993		14	65002445
cg13135127	0.146958602994884	NA	NA	0
cg13135180	0.0313948703321943	RPP21	6	30312972
cg13138279	0.928499530090731	CRYBA1	17	27574645
cg13139843	0.470345217621312	KRTAP19-1	21	31852793
cg13140267	0.025399270767124	SNRNP200	2	96971704
cg13140464	0.945437025989587	AP3B2	15	83380023
cg13140740	0.128242002501511	NA	NA	0
cg13143729	0.522991636289358	NA	NA	0
cg13144004	0.0196757198080055	UMPS	3	124449104
cg13144783	0.359519758105453	CCR1	3	46249795
cg13145013	0.882800915963204	NA	NA	0
cg13145440	0.28748019533119	FAM117A	17	47841827
cg13145458	0.0176338158309682	RNF185	22	31556086
cg13149307	0.130562091041766	PLXDC2	10	20104452
cg13149996	0.867309391822165	EIF4G3	1	21437982
cg13150441	0.129530941582727	RNF40;C16orf93	16	30774108
cg13150596	NA	GIPC1	19	14606390
cg13150977	0.0248191478023736	UBE2QP1	15	85114131
cg13151102	0.0361467893124643	KCNJ4	22	38852154
cg13152535	0.410319036971353	CLEC11A	19	51226557
cg13153865	0.0189980852142911	OSGIN2	8	90914101
cg13155059	0.0165107164480852	CAPZA2	7	116502333
cg13156121	NA	TEPP	16	58010114
cg13156411	0.939128287100082	PTH1R	3	46919454
cg13158571	0.106705631060295	CYP4X1	1	47489195
cg13159566	0.0705430839774596	CCDC59;C12orf26	12	82752887
cg13160888	0.0185870501732438	NIPSNAP3B	9	107526516
cg13162577	0.937399823557862	C11orf42	11	6226437
cg13162810	0.201237053778379	NA	NA	0
cg13163729	0.055919705110014	SIX3	2	45169447
cg13164309	NA		1	20898017
cg13164537	0.52404929583979	CD226	18	67624071
cg13168374	0.89658569182174	CPLX4	18	56986220
cg13168683	0.0527506507262652	JAKMIP1	4	6202379
cg13168820	0.122752859059527	PTPRT	20	41818356
cg13169373	0.0818833974782263	APP	21	27542843
cg13170032	0.123923140158376	HLX	1	221052143
cg13173909	0.0101074409988987	UGGT1	2	128848815
cg13174077	0.849934386142845	CUL4B	X	119709371
cg13174197	0.0863327625047853	GNL3;PBRM1	3	52720522
cg13176285	0.030563005284339	ZNF828	13	115080469
cg13176979	0.207306645711156	HMGN3	6	79944654
cg13179915	0.867452887474356	KCNK7	11	65362949
cg13179983	0.0196559141084303	PIK3R2	19	18264162
cg13180098	0.605298318366454	RHO	3	129246923
cg13180809	0.0153642410368768	HPS1	10	100206399
cg13181019	NA	MPP7	10	28571582
cg13181284	0.815503477932424	KRT6B	12	52845687
cg13183496	0.269204575747631	FAM120C	X	54209920
cg13183539	0.967298372672875	FZR1	19	3522577
cg13184442	0.0519251718747734	CDC5L	6	44355163
cg13184872	0.135626478711127	PNPLA3	22	44319719
cg13185177	0.895656247588781	GP5	3	194119885
cg13185308	0.496811175841308	ABCC8	11	17498819
cg13188385	0.0126525171139542	SRGAP3	3	9291334
cg13191049	0.0664811336368494	SYNM	15	99645663
cg13191808	0.0365538543048361	PCSK9	1	55505327
cg13192155	0.484397406546129	ERAS	X	48685943
cg13199589	0.108557745495292	RIMKLA	1	42845990
cg13199822	0.0156947711539844	ATP6V1A;NAA50	3	113466193
cg13201322	0.854389755198658	MAGEB1;MAGEB4	X	30261225
cg13202751	0.354547919146996	SLC6A3	5	1446443
cg13204181	0.931399980901896	GH1	17	61995750
cg13205516	0.0241180347500735	GBAS	7	56032364
cg13206017	0.133865898748674	SST	3	187388225
cg13208492	0.0101783873379361	TSN	2	122513376
cg13208732	0.0110957360107353	CHCHD7;PLAG1	8	57124347
cg13210512	0.0179234735373735	SPATA2	20	48531577
cg13210534	0.400533594851659	HSPB2	11	111784328
cg13214349	0.0101464840506734	NA	NA	0
cg13214422	0.824471129857196	MYOZ3	5	150040606
cg13216057	0.028120436159996	DKK3	11	12030643
cg13216088	0.0164517312891795	PSMD1	2	231921414
cg13216303	0.0180570991664588	ILF2	1	153643044
cg13216351	0.0430367065600633	MOCS3;DPM1	20	49575105
cg13217373	0.790969175442585	RPS6KA2	6	167275395
cg13218435	0.0405254035343329	PET112L	4	152682442
cg13218906	0.0329679555240193	PCMTD2	20	62886751
cg13219107	0.0435714604470678	LRBA	4	151937234
cg13221588	0.0345464632054361	TTF2	1	117603102
cg13221796	NA	RB1	13	48876919
cg13222081	0.0902138418039442	MRPL52	14	23298926
cg13224710	0.829528610795835	TGIF1	18	3411743
cg13225039	0.0698465206355379	TMEM129;TACC3	4	1722160
cg13226172	0.0134353126836386	CNTFR	9	34589381
cg13226591	0.808035281516283	MAGEB18	X	26156545
cg13228642	0.384391119742851	IER5	1	181057360
cg13230197	0.216377311349327	CSPG4	15	76005012
cg13230584	0.0172001754464788	GSTK1	7	142960778
cg13232900	0.0296880455071616	ADAT1	16	75656651
cg13233799	0.0207783710492363	PTPRF	1	43996745
cg13234643	0.0161123154167236	CTSL2	9	99801371
cg13234848	0.121046966862273	AUTS2	7	69063971
cg13234863	0.325003518498099	TMEM132D	12	130389138
cg13235447	0.173850464391343	NA	NA	0
cg13236107	NA	C20orf152	20	34556051
cg13236637	0.0291759230616974	MED21	12	27175529
cg13236854	0.0147241568825854	NAPA	19	48018668
cg13237829	NA	TECR;MIR639	19	14640386
cg13237906	0.0347494036298502	SLC26A2	5	149340052
cg13240311	0.0398192002260854	PKIG	20	43160795
cg13240332	0.0256352284606123	ARPC2	2	219081679
cg13240598	NA	LQK1;FLVCR1	1	213031266
cg13240639	0.0308945273271273	UCRC;ZMAT5	22	30162856
cg13243219	0.042951353614127	MECOM	3	169381522
cg13243377	0.0696115689516964	CNOT7;VPS37A	8	17103891
cg13244707	0.0314295280957111	UQCRC2	16	21963795
cg13245912	0.00915665623921004	RTN3	11	63449340
cg13246269	0.509078179824716	NA	NA	0
cg13246592	0.413667517715927	P2RX5	17	3600461
cg13246654	0.0441219904265059	CAMK2D	4	114682613
cg13247990	0.888855950574738	MYLK3	16	46782176
cg13249256	0.971290388776803	MAEL	1	166958581
cg13250711	0.0991546645574079	ARNTL	11	13298675
cg13253729	0.874343526470319	LOC91316;RGL4	22	24032426
cg13255096	0.0225883509721996	MAP3K5	6	137112939
cg13255190	NA	GALNT8	12	4829286
cg13255629	NA	MEPE	4	88752660
cg13257485	NA	NXT2	X	108778854
cg13258606	0.0158704860719601	FDX1	11	110300632
cg13258700	0.183924305249689	C7orf13;RNF32	7	156433997
cg13259290	0.72688428168244	CSF2	5	131408382
cg13260333	NA	C6orf108	6	43197365
cg13260633	0.0197752606029269	CBR4	4	169931597
cg13262687	0.260092118039584	POU4F2	4	147559579
cg13262752	0.0611403442640184	YIPF1	1	54355695
cg13263114	0.0788498796924834	ERBB2	17	37857070
cg13263483	NA	GJB3	1	35247084
cg13264208	0.0176964926518993	SEC61A1	3	127770926
cg13264741	0.113518604468853	GRIN2B	12	14133426
cg13265003	0.860843866144145	SLC37A1	21	43919023
cg13265789	0.0569210473600214	UNC5C	4	96470584
cg13266292	0.326461575444885	RPS15	19	1438084
cg13266631	0.130762840645059	NEFL	8	24815006
cg13269407	0.150291961312639	C22orf26;LOC150381	22	46450107
cg13269964	0.763412427326514	CD300LG	17	41924577
cg13270853	0.963910316427023	CHFR	12	133435649
cg13271076	0.0169246349536782	PRMT2	21	48055715
cg13271951	0.471023642429837	FAM57B	16	30041760
cg13271963	0.953445627130055	ANKRD2	10	99332592
cg13272258	0.0175481076079466	USP2	11	119252474
cg13272327	0.0154400263674109	ARMC8	3	137906213
cg13273136	0.419409638835807	PSD4;LOC440839	2	113931565
cg13274254	0.0589032029523231	GULP1	2	189157566
cg13274713	0.0221351588950138	TBX2	17	59477286
cg13277160	0.110908996317631	FAM119A	2	208490587
cg13277179	NA	PHKG2	16	30759310
cg13277385	0.0178336649867352	DECR1	8	91013426
cg13277716	0.0562295212404001	KAL1	X	8699941
cg13277939	0.552444590446202	CTAGE5	14	39735211
cg13278334	0.0932129906846428	ALDH16A1;PIH1D1	19	49954994
cg13279585	0.41664203944346	NA	NA	0
cg13281719	0.0167401639005442	ATG16L1	2	234160162
cg13281868	0.76472546215423	C6orf142	6	53883888
cg13282594	0.695415305630896	BGLAP	1	156211609
cg13282837	0.367246085843738	TCL1A	14	96180648
cg13282951	0.0888739490409247	NA	NA	0
cg13283751	0.0498433616112788	NA	NA	0
cg13283942	0.0351446217271709	S100A13;C1orf77	1	153606541
cg13284426	NA	PRELID1;RAB24	5	176732122
cg13285447	0.0127913381250127	NUMBL	19	41196734
cg13286902	0.701411150634064	TRMT2B	X	100306780
cg13287780	0.923442575570133	NA	NA	0
cg13288195	0.91979065408804	FBXL22	15	63889711
cg13289321	0.812936844555615	ASB10	7	150884003
cg13289561	0.0149058548438646	METTL1;FAM119B	12	58166652
cg13293721	0.036148857711317	RPIA	2	88990738
cg13294439	0.0158613865707899	PPTC7	12	111021269
cg13294509	0.0477267517201162	GLE1	9	131266872
cg13294594	0.0217403230543097	MAST1	19	12949443
cg13296371	NA	TMEM128	4	4250746
cg13296563	0.0362726753571941	RPL6	12	112847257
cg13297249	0.947599442658095	NA	NA	0
cg13297865	0.0322673857532583	ELOVL4	6	80657415
cg13297960	0.139222489394522	NCAM2	21	22370237
cg13298382	0.0405515755314827	PFDN2;NIT1	1	161087635
cg13299148	NA	COL16A1	1	32170433
cg13300756	0.616658102561619	HAS1	19	52228038
cg13301003	0.305410470244837	WT1	11	32449254
cg13301014	NA	SPINT2	19	38754768
cg13301933	0.0264483577406591	RORA	15	61521439
cg13302154	0.310788785959399	MGP	12	15039432
cg13302823	0.414356446098991	SCRT1	8	145559792
cg13303256	0.0343236998479358	PHF1	6	33378019
cg13306164	0.00942937972500401	HPCA	1	33352184
cg13306784	0.161148414348532	INPP5E	9	139334488
cg13307384	0.649015965960149	PRPF40B	12	50017787
cg13309018	0.0261989292790279	CIZ1;DNM1	9	130965761
cg13310628	0.0107754269700107	SOLH;C16orf10	16	576870
cg13310671	0.00919067282355238	RNF114	20	48553087
cg13311440	0.108300154527084	CD48	1	160681404
cg13313036	0.00633690431549181	SLC29A2	11	66139196
cg13314167	0.938004931968752		9	114557553
cg13315147	0.0956258172831636	CYP2E1	10	135341528
cg13315690	0.485053942018976	OVCA2;DPH1	17	1944831
cg13316191	0.0304837320534217	CDCA7L	7	21985884
cg13316424	0.814701789714604	CIZ1;DNM1	9	130968009
cg13319139	0.0546963372895909	ST3GAL2	16	70472477
cg13319175	0.83354681352746	CAPZB	1	19746564
cg13319664	0.0891036289885849	DNAJC28	21	34863952
cg13320626	0.0474928353562396	ST8SIA4	5	100238655
cg13320683	0.847899933721614	RHOBTB1	10	62761819
cg13322449	0.647452989064802	CEACAM3	19	42300200
cg13323474	0.124578316952948	TTC18	10	75118523
cg13323752	0.102301410891624	SLC2A14	12	8025567
cg13325261	0.0132685851909158	ARNTL2	12	27486075
cg13325529	0.083987953610856	TMEM107	17	8079954
cg13325666	0.0129792638933123	MLLT4;C6orf124	6	168227843
cg13326338	0.979149799879695	SIL1	5	138463619
cg13328485	0.76237871986131	UBR3	2	170806154
cg13332088	0.0120767141407249	C14orf80	14	105957742
cg13332130	0.026862070151046	RAB4B	19	41284234
cg13332925	0.0102256589707108	LOC100130691;AGPS	2	178257559
cg13333141	0.0133570485203053	NA	NA	0
cg13334054	0.851988821148924	NA	NA	0
cg13334277	NA	SPACA1	6	88757878
cg13334990	NA	ENO2	12	7023763
cg13335112	0.65904983795402	ABHD12B	14	51339216
cg13336167	0.0173440259984596	ZNF579	19	56092141
cg13337662	0.447703944794681	ATP12A	13	25255297
cg13337865	0.151156856278958	TEKT1	17	6734991
cg13338132	0.93965051705886	FAM71C;ANKS1B	12	100041984
cg13340269	0.119894130524736	TMEM35	X	100333778
cg13342120	0.0679945955037248	TRAFD1	12	112563444
cg13342558	0.615759554479237	TECTB	10	114043548
cg13342625	0.0142330273675136	WDR65;EBNA1BP2	1	43638094
cg13343486	0.0374560450726979	KLK10	19	51520533
cg13344740	0.364249002631488	DLX5	7	96654132
cg13346032	0.0243461379217516	TBC1D22A	22	47158756
cg13346411	0.0783097440840142	CCKBR	11	6280512
cg13347296	0.0191397926315679	PFDN4	20	52825087
cg13348944	0.482665244162863	SCN2B	11	118047121
cg13349425	0.806569611742272	C5orf20	5	134783075
cg13350481	0.0173919918619274	EXOG	3	38537876
cg13350783	0.832493312580249	KRT13	17	39661354
cg13351161	0.429662973642571	SCARA3	8	27490921
cg13351406	NA		22	36031241
cg13351583	0.12097203037164	SHC3	9	91793648
cg13351698	0.0514884080272148	CBX3;HNRNPA2B1	7	26240574
cg13352306	0.903404832214503	EML3;ROM1	11	62381264
cg13352495	0.0746188605592687	CCNO	5	54529851
cg13353683	0.0304434711964987	PTRF	17	40574819
cg13354523	0.82671142000663	CLEC1A	12	10251574
cg13358084	0.529750667976147	NA	NA	0
cg13359415	0.0453095915174299	LGI2	4	25032564
cg13360150	0.0404497369114248	LIN7C;BDNFOS	11	27528592
cg13360404	0.00852574738249414	KLHDC10	7	129710309
cg13362403	0.0382904941409015	NA	NA	0
cg13364756	NA	CYP3A43	7	99425193
cg13365022	0.0993088107416262	MC4R	18	58039932
cg13365761	0.0252688495539047	SCNN1G	16	23194156
cg13368786	NA	ACSS2	20	33463522
cg13369981	0.0301868660093334	MEPCE;ZCWPW1	7	100027501
cg13370916	0.531787008222129	STARD8	X	67867403
cg13372488	0.118461058774207	KCNT2	1	196577387
cg13376158	0.0141994462801422	NT5C	17	73128023
cg13378388	0.0257515751873678	VEGFC	4	177713813
cg13379236	0.612029925867151	EGF	4	110833808
cg13379763	0.783905789750391	CCDC108	2	219892516
cg13379871	0.0147317225296453	BMI1	10	22610507
cg13382694	0.113474503300071	ZNF652	17	47440203
cg13382714	0.0181742692072948	AP4S1;STRN3	14	31495002
cg13383490	0.0290413361767647	TSG101	11	18548806
cg13383491	0.458879794492779	NA	NA	0
cg13383572	0.92041588718277	PRH1;PRR4	12	11036217
cg13384396	0.120724182325343	ADCY5	3	123167677
cg13384498	0.935929405610911	CRYGB	2	209010629
