Hybridization REF	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05	TCGA-BH-A18N-11A-43D-A12E-05
cg15543551	0.0410406732170167	FGF12	3	192445202
cg15544036	0.473672657023309	CLDN4	7	73245564
cg15544721	0.739400101308214	PPP1R9A	7	94536691
cg15547534	0.0698993855996474	C7orf47	7	100034410
cg15547662	0.04490588378823	PAFAH2	1	26324823
cg15550350	NA	GRK7	3	141497168
cg15551881	0.844978790476995	TRAF1	9	123688715
cg15552238	0.495303215424756	EMR3	19	14785749
cg15553522	0.0148058235453992	TMEM132A	11	60692329
cg15554401	0.940103281202392	GJB4	1	35226891
cg15555014	0.538069088817366	SYNGR2	17	76164144
cg15555727	0.042820672735534	PYCRL	8	144692268
cg15556558	0.0203609037861072	STRN	2	37194356
cg15557833	0.173145561140628	NA	NA	0
cg15558658	0.0770606640442801	KIAA1279	10	70748649
cg15558971	0.0259677476991996	ZFP36L1	14	69260307
cg15559560	0.00935235737918528	SMPD4;FAM128B	2	130939084
cg15559700	0.859919978672538	UGT1A9;UGT1A10;UGT1A8	2	234579873
cg15559737	NA	CRYBA4	22	27016806
cg15560112	0.0148953615208666	MYBPC2	19	50935305
cg15560337	NA	HYAL4	7	123484898
cg15561986	NA	GSTZ1;POMT2	14	77788381
cg15562197	0.0147709149557482	C3orf38	3	88198982
cg15563057	0.0555639932300062	PURA	5	139493612
cg15563382	0.0209002671159071	RNF141	11	10563039
cg15563952	0.0222114477911613	DHTKD1	10	12110679
cg15563993	0.0219258005820414	WDR61	15	78592154
cg15564267	0.204543728702324	OTUB1	11	63754708
cg15565533	0.0301569831262242	IP6K1;GMPPB	3	49761936
cg15565872	0.0196383796397149	VEPH1;PTX3	3	157155202
cg15566222	0.0152952070824883	ZC3H15	2	187350716
cg15566783	0.0130266289556009	NIPA2	15	23034186
cg15568167	0.00936427670743672	SAMD10	20	62610530
cg15569340	0.027545634188078	CLSTN3;RBP5	12	7282490
cg15569512	0.0133981753122571	BAG5;C14orf153	14	104029667
cg15571154	0.863047978112836	FAM187B	19	35719126
cg15572745	0.314062582750879	NRXN3	14	78870232
cg15572787	0.00990910603952216	RTDR1	22	23484171
cg15573237	0.563744128142986	NA	NA	0
cg15576195	0.0244116296348391	HTATIP2	11	20385561
cg15576233	0.00627392693756277	HEY1	8	80679932
cg15579370	0.0283464406578011	SMOX	20	4129337
cg15580043	0.0399412523723956	PSMA7;SS18L1	20	60719730
cg15581500	0.0314379172818898	HSBP1	16	83841755
cg15582789	0.0738456859630591	SLC35D2	9	99145525
cg15582891	NA	TAAR1	6	132967028
cg15583058	0.139165478226252	SDCCAG3;PMPCA	9	139305771
cg15583072	0.51209294900885	SLCO1A2;IAPP	12	21525662
cg15584630	0.0117032840869274	TSC22D2	3	150126560
cg15584813	0.207584098838841	SLC38A4	12	47219626
cg15585905	0.0112709618876268	NA	NA	0
cg15585987	0.437299083546408	SNTG1	8	50824749
cg15586352	0.646320878493448	NA	NA	0
cg15587603	0.0395076025031952	C2orf63;RPS27A	2	55460405
cg15589156	0.0157217333757203	RAB3IL1	11	61684592
cg15589354	0.0838348238395458	URB2;TAF5L	1	229760606
cg15589427	0.802083106578456	MUC4	3	195539395
cg15590526	0.115310139011761	NA	NA	0
cg15590780	0.662192372816756	USH2A	1	216596639
cg15591678	0.0102742868870112	ZNF365	10	64134155
cg15591837	0.0172847595781161	PPIL1	6	36842614
cg15594133	0.0193706708543454	TSPAN14	10	82214337
cg15595739	NA	RGS9	17	63183451
cg15597540	0.823339906746549	TUSC4;CYB561D2	3	50387202
cg15599064	0.195025645306608	NA	NA	0
cg15600342	0.0237345451820311	WBP4	13	41635509
cg15600835	NA	RPTOR	17	78518556
cg15601535	0.0265120987074902	SRD5A3	4	56212295
cg15602735	0.785957844480782	MAGEC2	X	141293333
cg15602809	0.548603402727677	NA	NA	0
cg15602950	0.0270524728499008	SACM1L	3	45731220
cg15602969	NA	RPL19	17	37356328
cg15603885	0.96848806901626	ABRA	8	107782373
cg15604008	0.0323981318374481	NA	NA	0
cg15604467	0.0223722505096322	POU4F1	13	79177925
cg15605888	0.0176909002769085	CCDC138	2	109403293
cg15606663	NA	KRTAP15-1	21	31812603
cg15607672	0.316561521129921	OTX2	14	57277227
cg15609273	0.0192555354665573	RCBTB1	13	50159867
cg15609321	0.0426915547112004	ZNF512	2	27805893
cg15610233	0.832572669310205	NA	NA	0
cg15610792	0.0120591289908154	C9orf114	9	131592173
cg15611364	0.0250792858081967	OXSM;NGLY1	3	25831423
cg15611923	0.0207834333807972	RBM8A	1	145507416
cg15612063	0.027988586467318	TMEM45A	3	100211622
cg15612436	0.318427325036532	MPPED1	22	43897902
cg15612546	0.0184891299921217	RPS6KC1	1	213224612
cg15612847	0.897391972087401	MITD1;MRPL30	2	99796318
cg15612927	0.0368744885405146	RAD52	12	1058210
cg15613048	0.010197882032563	KIF17	1	21044031
cg15613982	0.023954985525516	SEC23B	20	18488017
cg15615135	0.0395086609600981	SNX5;C20orf72	20	17949655
cg15616083	NA	KCNQ2	20	62104607
cg15616400	0.842422446253746	SLC25A34	1	16062894
cg15619125	0.799894681960253	MAMDC4	9	139747228
cg15619794	0.921764861886973	IL5	5	131880649
cg15623573	0.0210412056737054	APBA1	9	72288098
cg15625636	0.720900120092246	GPR65	14	88472437
cg15626350	0.15450154799469	ESR1	6	152130207
cg15627025	0.854771211486913	NA	NA	0
cg15627502	0.0274551270432522	RPN2;C20orf132	20	35806795
cg15627524	0.0709440960869669	DOPEY1	6	83777986
cg15628498	0.0107786267929956	ONECUT1	15	53082902
cg15629064	0.126397365200248	TRIM27	6	28891718
cg15630759	NA	SF3A1;CCDC157	22	30752524
cg15631323	0.0610460392158158	EGLN3	14	34420468
cg15633390	NA	EIF4E	4	99851211
cg15634735	0.0222580132512113	SAP130	2	128784622
cg15636365	0.0611977554532253	PNPLA7;MRPL41	9	140446240
cg15636587	0.36415055891875	NA	NA	0
cg15637528	0.954717895384318	C6orf146;C6orf201	6	4078959
cg15639045	0.028270791365961	SLC16A11	17	6947200
cg15639951	0.660233486766292	MAP3K14	17	43367609
cg15640375	0.0679924344498301	LPPR3	19	821565
cg15641675	0.0138908772763333	DDX17	22	38902252
cg15641998	0.0256368149618795	HSD17B11	4	88312323
cg15642035	0.888953101796284	FAM135B	8	139165052
cg15642326	NA	MARK4	19	45754146
cg15643724	0.0106537611044303	GFER	16	2034532
cg15645309	0.357798431743354	BATF	14	75988747
cg15645605	0.0225038321365262	MRPL35	2	86426467
cg15645784	0.0138893551025438	ROGDI	16	4852962
cg15646782	0.0112383773871738	FAM55C	3	101498416
cg15647515	0.0351547186454164	WNT2	7	116963802
cg15648315	NA	C13orf35	13	113301636
cg15648905	0.0171665419000587	RPL12;LRSAM1	9	130212957
cg15649193	0.0242455560149542	TECR;MIR639	19	14640403
cg15649452	0.0341826839062985	NA	NA	0
cg15652120	0.0234910844663156	ELK3	12	96588210
cg15652212	0.47383582102718	TMEM139	7	142981776
cg15652797	NA	CROT;TP53TG1	7	86974991
cg15654964	0.0420719139212057	BSDC1	1	32860685
cg15657607	0.314957875175243	NA	NA	0
cg15657668	0.743630074871759	NA	NA	0
cg15658426	NA	CCDC112	5	114631545
cg15659828	0.0333222012496297	CHID1	11	911673
cg15660077	0.557879382382597	NLGN2	17	7311620
cg15660498	NA	C19orf55	19	36249933
cg15661409	0.886894874995981	C14orf105	14	57960976
cg15662251	0.4785000229397	PAQR7	1	26197855
cg15663121	0.0408228458766647	GLYR1;UBN1	16	4898306
cg15664067	0.0198080711480135	RASA1	5	86564490
cg15664701	0.306461311059426	AKAP14	X	119030658
cg15664905	0.598137138618788	PHLDB3	19	44009429
cg15665653	0.0374048563626522	WDTC1	1	27561270
cg15669092	0.0156644805115578	TUBB3	16	89989024
cg15669228	0.7917387651657	IFNA8	9	21409505
cg15669273	0.025362559121453	LYRM4;FARS2	6	5261406
cg15670863	0.743591177503581	SPACA4;FAM83E	19	49110292
cg15673110	0.0124597611347946	BIRC6	2	32581747
cg15674432	0.328166596297565	SLC26A8	6	35992082
cg15674997	0.276621629088515	GRM6	5	178421314
cg15676084	0.0908728609888967	ENAH	1	225841605
cg15676241	0.104163811450639	ITGA2	5	52285231
cg15676488	0.0213601059890158	SNRPC	6	34725116
cg15677132	0.0171254686805705	SRP54	14	35452110
cg15677294	0.548520371126877	TUBB4	19	6502938
cg15677344	0.772222884744857	NA	NA	0
cg15677355	0.965500650971943	OTUD6A	X	69282357
cg15679095	0.649956610767667	KIAA0240	6	42789053
cg15679098	0.865605650724831	RAPSN	11	47470674
cg15679651	0.275917355148105	MAP4K1;EIF3K	19	39108529
cg15680574	0.0731032079543517	NA	NA	0
cg15681351	0.133999159303592	UPF3B	X	118987163
cg15683488	0.050026245263717	ZFYVE9	1	52607471
cg15683743	0.0420598522767805	SPPL2A	15	51057417
cg15684563	0.752007685137865	TSPAN8	12	71552188
cg15686608	0.575411001138174	DAB2IP	9	124461008
cg15687659	0.0547712753759064	RAB7A	3	128445120
cg15688767	0.130329425529709	ZNF148	3	125093330
cg15690721	0.0375988456455154	ZNF85	19	21106016
cg15691199	0.829783257417753	CEBPE	14	23589419
cg15691649	0.757336504075417		6	25882328
cg15691841	0.0115528654929591	ZNF687	1	151255071
cg15692239	0.0124001679734054	ALDOC	17	26903955
cg15693363	0.0150852085200592	GARS	7	30634239
cg15693736	0.961093274719541	GRTP1	13	114009512
cg15694180	0.0165653879049202	ADAM15	1	155023435
cg15696627	0.0518019873494002	MSX1	4	4861183
cg15696781	0.238834258817855	NA	NA	0
cg15698196	0.679532158436093	CAPN12	19	39236354
cg15699524	0.548956158114145	FGF18	5	170845610
cg15700197	0.652664581818749	OR10J1	1	159409207
cg15700739	0.115251149861312	HOXC4;HOXC5	12	54427700
cg15701111	0.735950758465533	KRT81	12	52685334
cg15701622	0.0321281902034242	MCRS1	12	49962302
cg15702701	0.0301329451630786	METTL7B	12	56075367
cg15703357	NA	NEURL3	2	97171449
cg15703512	0.0374770271048916	C16orf65	16	22012565
cg15703690	0.0887996957764033	IL6	7	22766992
cg15705469	0.0182302678918644	ZNF71	19	57106714
cg15705999	0.0222900308657591	ZNF148	3	125093863
cg15707568	NA	ATP5J;GABPA	21	27108736
cg15711744	NA	ANP32D	12	48866138
cg15712267	0.923234844607565	DNAJB1	19	14629905
cg15713086	0.0707101889922726	C20orf108	20	54933689
cg15714041	0.0191498684153318	ACO1	9	32384344
cg15717808	0.0228804288400135	KCNQ5	6	73331652
cg15720064	0.758788971318706	FAM9C	X	13062833
cg15720535	0.175251329468481	AGPAT2	9	139582585
cg15721424	0.0407346974680025	ALG8	11	77850393
cg15722679	0.330767583233886	SIRPG	20	1638393
cg15725808	0.0532110565388657	TAF6L	11	62538738
cg15725933	0.018527041962088	SLC19A1	21	46962202
cg15726245	0.881375064815482	GPR12	13	27333506
cg15727249	0.705985159684223	APOA4	11	116693415
cg15727320	0.858288377476419	P11	12	48118973
cg15729423	0.0151290440401783	PTGR2	14	74318413
cg15729869	0.12570618524338	NA	NA	0
cg15731815	0.11635392539205	RNF207	1	6269260
cg15733266	NA		2	118775305
cg15733507	0.0195932630914354	C9orf140	9	139965275
cg15736165	0.188901989144963	BNC1	15	83951732
cg15736336	0.93723297280426	PLCZ1;CAPZA3	12	18891214
cg15736338	0.033365860576938	FAM19A2	12	62586425
cg15737168	0.939161167575437	TECTA	11	120974095
cg15737319	0.0295904925220399	MTHFD2	2	74425763
cg15738916	0.0636632201317177	MAP4K4	2	102314495
cg15739437	0.465351987148647	TSLP	5	110407538
cg15739581	0.797778651758598	GALNT3	2	166626783
cg15739944	0.027750786350681	HABP4	9	99212660
cg15740366	0.0653152181780902	IMPDH1	7	128049868
cg15740508	0.619112088701724	AMPD1	1	115238559
cg15741583	0.427620331396099	HPX	11	6461908
cg15741706	NA	CXorf48	X	134306406
cg15742700	0.855470525772137	BLK	8	11350853
cg15743985	0.843953274094917	CD22	19	35819809
cg15746187	0.477557010779634	FBXO2;FBXO44	1	11713123
cg15746445	0.699029924600702	TRPM8	2	234824933
cg15746620	0.377012785950988	EMR3	19	14785849
cg15746719	0.369644773819094	DAPK1	9	90113813
cg15747133	NA	THOC1	18	268601
cg15747595	0.0811551665933385	TSPYL5	8	98289880
cg15747933	0.0533210582765757	NMI	2	152146478
cg15748507	0.128847462527286	PRLHR	10	120354627
cg15749322	0.297254862824168	ANKRD42	11	82905199
cg15749748	0.0626173825236775	GATA5	20	61050560
cg15749858	0.365260639974386	MACC1	7	20256996
cg15750102	0.0255926233238447	AIMP1;TBCK	4	107237686
cg15750705	NA	GJB4	1	35226707
cg15751406	0.961060598375286	ZNF558	19	8934543
cg15752043	0.0737831115550211	NANOS1	10	120789955
cg15753381	0.0215063354993323	TAF13	1	109618580
cg15753757	0.0182042263370323	NA	NA	0
cg15754084	0.127355651164452	PEX5	12	7343020
cg15754109	0.0256435887812654	COPS5	8	67974431
cg15755084	0.00966641259844508	MSX1	4	4861683
cg15755406	0.0224996930708943	CCDC130	19	13859137
cg15755548	0.0331768092724156	ARHGDIG	16	331050
cg15756091	0.935772711012448	RGSL1	1	182419655
cg15757271	0.0159946737627813	WNT5A	3	55521789
cg15758700	NA	IFLTD1	12	25707667
cg15759055	0.0460258539497662	NA	NA	0
cg15759873	0.865513698022352	ATP6V1E2	2	46746934
cg15760840	0.101306592168395	HOXA11AS;HOXA11	7	27225222
cg15760943	0.121643988345071	ETV5	3	185827402
cg15761233	NA	C2orf60;C2orf47	2	200819070
cg15761405	0.798169194305412	FCRL2	1	157746405
cg15764655	0.933580310231732	SBF1	22	50914909
cg15765212	0.0329374453496467	BAT2	6	31589161
cg15765532	0.0219553479435764	C11orf30	11	76156397
cg15765694	0.783492377539092	PPP3R2;GRIN3A	9	104358101
cg15765896	0.054485598788246	SPRYD3	12	53472985
cg15767406	0.0266352581444423	ZNF660	3	44626029
cg15768203	0.0530022824020999	PPIG	2	170440722
cg15768270	0.0189388749891307	NUDT22;TRPT1	11	63993915
cg15769409	0.0144615096116827	KIAA0649	9	138372274
cg15770654	0.916755999545615	MIIP	1	12078821
cg15772361	0.981218104746315	SERPINB3	18	61328223
cg15772393	0.0114164707610134	SAP30	4	174292144
cg15774133	0.0664305816540905	NA	NA	0
cg15774153	0.0118981732883483	FGF19	11	69518773
cg15774283	0.0186819731101453	NA	NA	0
cg15774495	0.0186101763781851	GRB10	7	50861549
cg15775914	0.843672106232467	CHML;OPN3	1	241799084
cg15776355	0.102314345544237	C1R	12	7245890
cg15777570	0.908326710144764	CCL27	9	34662951
cg15777781	0.922176359037854	CUGBP2	10	11047271
cg15778232	0.458478629140334	PHB2;EMG1	12	7081145
cg15778350	0.0773117626938488	NUF2	1	163291775
cg15779381	0.0419502685861006	N4BP2L2	13	33112842
cg15779716	0.535361693299702	CDCP1	3	45188208
cg15780361	0.371323660520971	ALS2CR11	2	202484098
cg15780578	0.019436215990876	SPATA20	17	48624416
cg15780888	0.0412925685891621	PICK1	22	38453087
cg15781316	0.02237225819052	SHFM1	7	96339267
cg15781625	0.0280762383198139	UCK2	1	165796654
cg15781794	0.124608180165667	CHCHD1	10	75541867
cg15781838	0.815943540160631	LIMS2	2	128422717
cg15782391	NA	ACPT	19	51293367
cg15783027	0.0142209286008739	NFKBIL2	8	145669353
cg15783800	0.882920931900037	ALPK2	18	56246997
cg15784332	0.090296941032522	COMP	19	18902172
cg15784615	0.189833510679143	LTBR	12	6493767
cg15785580	0.0119245444984166	BCKDK	16	31119650
cg15785720	0.0291094709497039	C9orf140	9	139964984
cg15786541	0.0213504588283946	PVRL3	3	110791063
cg15786837	0.0530806585222212	HOXB13	17	46806935
cg15786879	0.0233902861249592	DNAH3;TMEM159	16	21169615
cg15787039	0.223607861154271	SCG5	15	32934185
cg15789095	0.740034319209409	SPOCD1	1	32281466
cg15790852	0.0642500577765125	CNOT6	5	179921704
cg15791248	0.328843668821302	FGFR1	8	38326730
cg15792367	NA	KLK11	19	51531484
cg15792688	0.0197736686552884	ZNF718	4	124693
cg15796682	0.0957733982752283	RNH1	11	506809
cg15796819	NA	ALDH3A1	17	19651190
cg15796941	0.211168066593597	BTBD11	12	107711872
cg15796978	0.0807696100134633	LHCGR	2	48982509
cg15797414	0.0429240058486616	HIST1H3B	6	26032407
cg15798153	0.362295731224957	CDK14	7	90338861
cg15798455	0.0661099029675497	PROK2	3	71833907
cg15798530	0.908019369077398	TRPC3	4	122855216
cg15799267	0.121603288851926	ALOX15B	17	7942406
cg15799959	NA	ZNF248	10	38146444
cg15800421	0.0431825564575741	CNTNAP1;CCR10	17	40834743
cg15801967	0.0182075797295835	NHP2L1	22	42084706
cg15802192	0.0096045718465913	NA	NA	0
cg15802323	0.117273391340368	ARF5	7	127228142
cg15802898	0.0881187108342227	FOXE1	9	100615201
cg15804118	0.020443410112616	DPM3	1	155112702
cg15804973	0.0635171549381529	MAP3K5	6	137114513
cg15806518	0.094479904372666	PSMB7	9	127177817
cg15808558	0.0228241452703356	EPHA4	2	222437611
cg15809230	0.0135462646485007	SIN3A	15	75743753
cg15810326	0.0530376533207265	PRMT10	4	148605127
cg15810744	0.0159218700548917	CORO1B	11	67211300
cg15811235	0.159479548356254	PFAS;C17orf68	17	8152823
cg15811427	0.706636895232353	FPR1	19	52254222
cg15812071	0.891652726540552	NA	NA	0
cg15812873	0.0310851902550719	SULT1A1	16	28635015
cg15812957	0.642162844152317	NA	NA	0
cg15814508	0.790902288969824	P2RY14;MED12L	3	150996078
cg15815016	0.0211748009323261	NOD1	7	30518667
cg15815843	0.786758571441972	MFAP5	12	8815308
cg15816080	0.00844615973184204	TPST1	7	65670215
cg15817236	0.0215350498472222	ALX4	11	44331362
cg15818800	0.00737295163485859	DNAJC1	10	22292583
cg15819171	0.0141910283929919	EFCAB6	22	44208535
cg15819333	0.212629548226004	COX4NB;COX4I1	16	85832091
cg15819853	0.0232605340065367	MFHAS1	8	8750517
cg15820189	0.0196807394491187	RECQL5;SAP30BP	17	73663551
cg15820809	0.031770602406401	BIK	22	43507369
cg15820955	NA	HDAC7	12	48192939
cg15821095	0.565820730248733	RBM15B	3	51428079
cg15822346	0.078684252623538	SLC16A10	6	111408761
cg15822411	0.640330069544873	CCDC83	11	85566560
cg15823100	0.717290006553621	PISD	22	32027580
cg15824056	0.357434511202574	SYNJ2	6	158402261
cg15824080	0.0329511412094922	TAF15	17	34137105
cg15824705	0.0218616616335889	BCAR1	16	75285087
cg15824968	0.0281510713434868	AP1G1	16	71842778
cg15827031	0.0165149368516012	NUP155	5	37371628
cg15827295	0.0192822681057946	LYSMD1;SCNM1	1	151138583
cg15830940	0.437852319611961	SMARCAL1	2	217278069
cg15831452	0.0108215072203309	PRPSAP2	17	18761345
cg15831515	0.829220400388957	NA	NA	0
cg15832292	0.0264194850591444	MANEA	6	96025679
cg15832436	0.0293285822237556	PACRG;PARK2	6	163148290
cg15834294	0.0146792059021241	GSPT1	16	12009842
cg15835232	NA	HLF	17	53343075
cg15835825	0.0129119333399991	HTR5A	7	154862030
cg15836394	0.0517993517470721	FDFT1	8	11659832
cg15836660	0.0698305089995294	EDNRB	13	78493128
cg15836722	0.810651698688283	IL1B	2	113593785
cg15837252	NA	GSC2	22	19138822
cg15839448	0.0285230963607163	SFRP1	8	41166530
cg15840658	0.0191145626752239	APBA1	9	72287152
cg15840985	0.183214752881821	ZNF860;OSBPL10	3	32023475
cg15841415	0.0538229048247374	SLC1A3	5	36606520
cg15842276	0.249713350775192	MTNR1B	11	92702648
cg15842400	0.0563939064977195	ATP5J;GABPA	21	27107004
cg15842430	0.89386580874495	FAM12B	14	21237111
cg15842483	0.0362615555225814	NA	NA	0
cg15842884	0.023052425324452	RP5-1022P6.2	20	5591925
cg15843217	0.111197245098259	PCGF3	4	699224
cg15843823	0.075021130264175	NA	NA	0
cg15844609	0.0305145445292627	YIF1B	19	38806846
cg15846641	0.0239721179955478	FOXN2	2	48541264
cg15846718	0.0324248114280932	COX7A2	6	75953307
cg15847988	NA	PLSCR2	3	146213845
cg15851800	0.0124917617145682	PRRC1	5	126853405
cg15852879	0.00900964941590931	ASB6	9	132404411
cg15852891	0.016283363778957	OTP	5	76934946
cg15853125	0.0313931208285265	TIAM1	21	32932267
cg15853374	0.0276465133963252	EIF3L	22	38245447
cg15854296	0.0327222063854208	PCNXL3;MAP3K11	11	65382529
cg15856055	NA	TUBGCP2;ZNF511	10	135121295
cg15857475	0.00596912645593971	RECQL4;LRRC14	8	145742913
cg15860839	0.0745774916710633	SNAPC1	14	62229330
cg15861540	0.0167799828484839	TBXA2R	19	3606463
cg15862544	0.848698352844761	MEGF8	19	42840403
cg15863254	0.0679985531956708	ACBD3	1	226374036
cg15864184	0.150790298709041	PTPN1	20	49126874
cg15865742	NA	FKBP15;SLC31A1	9	115984268
cg15868151	0.0459077195025518	ABCC4	13	95953505
cg15868302	0.310671305684183	NA	NA	0
cg15869022	0.733923145714017	GPR17;LIMS2	2	128404486
cg15869642	0.923714668477784		16	49326109
cg15870225	0.917720401821884	NA	NA	0
cg15872103	0.0233875057237129	SLC35F5	2	114513914
cg15873301	0.075471027527254	SYN2	3	12045459
cg15873633	0.044687444616465	ZNF37A	10	38383098
cg15873715	0.0248225088832768	DAB2	5	39425138
cg15875120	0.129973482411346	FAM188A	10	15902605
cg15875314	0.751921123886358	NA	NA	0
cg15876417	0.213126720542846	ABCD2	12	40014132
cg15877314	0.0173584769096478	GNAI2	3	50273895
cg15878317	0.0235261371854094	NMNAT3	3	139396782
cg15879316	0.0894563540609349	CELSR1	22	46934089
cg15880738	0.778832945331038	CD3G	11	118215112
cg15881088	0.0454785073311346	MANF	3	51422374
cg15881727	0.0444403245796256	ZBED4	22	50248142
cg15882999	0.0167519901382674	P4HB	17	79818726
cg15883716	0.0369487934882585	ANKRD45	1	173638701
cg15883761	0.0140762418871897	MUS81	11	65627811
cg15884411	0.0116618373935529	CIAO1;TMEM127	2	96932403
cg15885734	0.929779090023517	CTU1	19	51607958
cg15887846	0.277576836618339	CST6	11	65779192
cg15888522	0.905423119303181	XCR1	3	46068932
cg15890111	0.0154208121865584	ABAT	16	8768700
cg15890484	0.059494664995367	DYNC2LI1	2	44001411
cg15893253	NA	CSTB	21	45195739
cg15894661	0.01707465950571	ACCS	11	44088124
cg15895197	0.287360667837429	EMILIN1	2	27301490
cg15895359	0.314714168044815	EFNB1	X	68048613
cg15896447	0.919742918002994	MDP1;CHMP4A	14	24683287
cg15897310	0.0218242656108084	CTGF	6	132272560
cg15898840	0.0240868623708164	IGFBP3	7	45960834
cg15900519	NA	RPL32	3	12883503
cg15900980	0.0220014213511973	GPX1	3	49395991
cg15901783	0.282993591385404	KCTD12	13	77461426
cg15903282	0.60125134857374	EPHB1	3	134513690
cg15903395	0.813811427660931	C2orf51	2	88824153
cg15903421	0.0542625667823382	DFNB31	9	117267460
cg15903837	0.894624772506034	P2RY6	11	72974996
cg15905124	NA		5	72464325
cg15905634	NA	TAS2R60	7	143140053
cg15905979	0.480206506016627	ST18	8	53322321
cg15910079	0.509787246241182	NA	NA	0
cg15910208	0.00926864382092327	KLK10	19	51522588
cg15910230	NA	C20orf7;ESF1	20	13764331
cg15911500	0.0089990030489351	ERCC1	19	45927257
cg15912427	NA	ABCD4	14	74769201
cg15913671	0.587170796351445	TMEM105	17	79304420
cg15914863	0.67356780696146	CYP2W1	7	1022675
cg15915418	0.382988640661264	NA	NA	0
cg15916061	NA	SLC17A4	6	25754219
cg15916628	0.479773973517211	ZNF579	19	56092834
