Hybridization REF	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05
cg11387131	0.0557923446804967	KCNJ5	11	128761211
cg11387519	0.0379708484006469	CCDC142;MRPL53	2	74699973
cg11388238	NA	KCTD18	2	201375098
cg11389172	0.0577487708305568	SLC18A3;CHAT	10	50818299
cg11390468	0.0445653953793538	IFT57	3	107940784
cg11391732	0.845568929540999	HSPB3	5	53751919
cg11392765	0.0383379321402131	NKX3-2	4	13546673
cg11393453	0.0152763760569144	FAM59A	18	30050326
cg11393848	0.327617907388223	C1QC	1	22969340
cg11394644	0.0619469086674142	FAM104A;C17orf80	17	71229370
cg11394785	0.48194219399567	LTC4S	5	179221090
cg11395610	NA	RAB28	4	13485238
cg11395917	0.0299734898538616	PLEKHB2	2	131862942
cg11395975	NA	MLST8	16	2255950
cg11396509	0.0300400059630269	SIRT2;NFKBIB	19	39389915
cg11397854	0.0459583677971272	IQSEC1	3	13008878
cg11398517	0.768334609794218	GTSF1L	20	42355625
cg11398680	0.040764654248718	PTK2	8	142011853
cg11399100	0.126809638888439	TMEM59L	19	18722368
cg11399527	0.0282221028822784	PDP2	16	66914446
cg11399590	NA	PCIF1	20	44564022
cg11399891	0.0437213443333535	ZNF444	19	56652352
cg11400333	0.0283884271229078	TMEM151A	11	66059695
cg11402505	0.0698137686369632	FBXO27	19	39523436
cg11403598	NA	NIP7;COG8	16	69374664
cg11405695	0.629143858921529	ATAD3C	1	1384091
cg11406340	0.944281761828033	C10orf110;IDI2	10	1071573
cg11406695	0.0302179596414616	NA	NA	0
cg11407345	0.10444924287356	C21orf58;PCNT	21	47745057
cg11408517	0.0341002530254063	LATS1	6	150039536
cg11411707	0.0152133518296248	GABPB2	1	151043197
cg11412582	0.0173904405246998	HERC2	15	28567519
cg11414046	0.0171356966214035	BRAF	7	140624194
cg11414151	0.0816498362952531	NA	NA	0
cg11415932	0.0137526620498752	POLB	8	42196139
cg11416386	0.01884283073978	DPY19L3	19	32897202
cg11418559	0.389405090800373	GRRP1	1	26487928
cg11419863	0.0497756321238218	FAU;MRPL49	11	64890006
cg11422541	0.0415918087217947	ADCY6	12	49182586
cg11423990	NA	TXN2	22	36877559
cg11426590	0.0140747875860094	TRIM62	1	33647854
cg11428724	0.108006604634359	PAX7	1	18957632
cg11429632	0.0806423665593044	RAB14	9	123964581
cg11429658	0.870016187116465	ABCC13	21	15646635
cg11431126	0.0640958612493085	RHOU	1	228870709
cg11432797	0.470402003858974	SPN	16	29674487
cg11434468	0.0125453472085357	XKR6	8	11059277
cg11435943	0.775889076468378	SERPINB12	18	61222687
cg11438428	0.128326856456612	PTF1A	10	23481594
cg11438755	0.0262258037829097	TMEM20	10	95653570
cg11442050	0.0156044170260584	EIF4ENIF1	22	31886454
cg11442717	0.0258927670756786	PHF10	6	170125241
cg11443787	0.0800505894404846	MLLT10	10	21822403
cg11449935	0.0148797844159091	TGIF2	20	35202477
cg11450001	0.0355348173712191	GABARAPL1	12	10365596
cg11450827	0.786227902641047	CLDN5	22	19513006
cg11451801	0.0203046483744986	PSMB10	16	67970768
cg11452221	0.359615505883813	GEFT	12	58004830
cg11452360	0.0251829375464526	NA	NA	0
cg11453347	0.0635477258217886	UROS;BCCIP	10	127512288
cg11454415	0.0205150396039218	TOMM34	20	43588633
cg11455040	0.0249618198472399	SLC45A3	1	205649941
cg11456838	0.63498659084215	OSTCL	6	159278754
cg11458642	0.0326500978698491	ATR	3	142297295
cg11458974	0.872067683747076	HMOX1	22	35776686
cg11459714	0.234524366291918	KLK10	19	51520658
cg11459822	0.0556067708246884	NA	NA	0
cg11460029	0.0240865244039696	EFNB3	17	7608747
cg11460364	0.69372721361808	DPP4	2	162931397
cg11462533	0.0971496409600566	HPCAL4	1	40156840
cg11462865	0.0258154970397225	KRT19	17	39684124
cg11465163	NA	DIRAS3	1	68516093
cg11465372	0.903208786444055	KRT76	12	53171191
cg11465971	0.0416202330515357	NA	NA	0
cg11466485	NA	SARDH	9	136605868
cg11466837	0.627716504241896	TRIM29	11	120009682
cg11466908	0.0399603338506773	AUH	9	94123704
cg11467738	0.0213789005347971	ARPC1B	7	98972733
cg11468462	0.0359731572864522	NXPH4	12	57610686
cg11468711	0.0129698925482864	ZNF710	15	90545745
cg11469137	NA	PLOD1	1	11994385
cg11469321	NA	BDH2	4	104021294
cg11469778	0.431223287491842	ARHGEF4	2	131674201
cg11471401	0.734826128953382	KRT6A	12	52888480
cg11471666	0.0722063868313201	EIF4B	12	53400335
cg11472424	0.682001353808172	PFKFB1	X	55020450
cg11473104	0.533602578146476	NUDT15	13	48611615
cg11474075	0.0271376200025478	TTC5	14	20773935
cg11474811	0.747910898425681	TRPM5	11	2443869
cg11475332	0.00878682102390277	SDC1	2	20425343
cg11476211	0.308472386755551	PRKCE	2	45879284
cg11476254	0.930581178651938	ACSF3	16	89159666
cg11479591	0.187518483108099	MECP2	X	153362176
cg11479877	NA	B3GALT5	21	41029500
cg11480873	0.0178846794594101	RAB7L1	1	205744417
cg11481351	0.91591061141079	FNDC7	1	109265387
cg11481490	0.0310527073541433	C19orf54;SNRPA	19	41256723
cg11481720	0.0468066866702494	ZNF791;ZNF490	19	12721423
cg11481793	0.0538684322684363	ZNF362	1	33722720
cg11483915	0.0289451813762651	SLC40A1	2	190446080
cg11484288	0.0155715363490838	NA	NA	0
cg11484576	0.5072811596407	LGALS12	11	63272554
cg11484872	0.153580833849563	TNF	6	31543169
cg11485602	0.00794119976272756	PDHB	3	58419482
cg11487705	0.0174920174395276	OXCT1	5	41870746
cg11487967	NA		2	242968692
cg11489580	0.0295526283685314	G3BP2	4	76598793
cg11490446	0.0138899974998162	PSEN1	14	73602923
cg11492040	0.820087661974239	H19	11	2016513
cg11492403	0.905388161250205	RUNDC1;AARSD1	17	41131552
cg11492856	NA	DVWA;CAPN7	3	15246587
cg11494656	0.862291381657557	ARR3	X	69487197
cg11494699	0.83039439625862	RAG1	11	36588217
cg11498156	0.25134203867903	TLX1;TLX1NB	10	102890145
cg11498188	0.0285271785243747	HECA	6	139456038
cg11498740	0.0382485140780759	MOAP1;C14orf109	14	93650664
cg11500727	0.555089340302376	CNFN	19	42894425
cg11500797	0.347009112398905	DLX5	7	96652123
cg11502800	0.0258329656093962	ZNF146;ZNF565	19	36705772
cg11503011	0.123259712502827	NA	NA	0
cg11503744	0.0413675324920995	RUSC1;C1orf104	1	155294042
cg11504646	0.863137369735884	RTP1	3	186913950
cg11504739	NA	SCGB1A1	11	62186060
cg11504740	0.680184713785884	GPR152	11	67220043
cg11504897	0.0899027011400898	NRN1	6	6007412
cg11505048	0.912447315665233	RGL1;APOBEC4	1	183622726
cg11505080	0.513987181129954	NA	NA	0
cg11505565	NA	TUBD1;RPS6KB1	17	57969198
cg11507178	0.162852903000431	BCL9L	11	118781515
cg11510269	0.0529165587615169	RSRC2;KNTC1	12	123011761
cg11510839	0.0221403686223775	OCA2	15	28344488
cg11511443	0.658213504577597	LMO3	12	16761406
cg11512771	0.811184391971904	ECM1;TARS2	1	150479487
cg11513856	0.577962774399379	RABL5	7	100965680
cg11516377	0.164936700446665	DPH1	17	1933153
cg11516606	0.0356885584331012	TDRD7	9	100175029
cg11518240	0.955533617015282	FKBP4	12	2902790
cg11519508	0.0326116327554148	NA	NA	0
cg11520395	NA	JMJD4;SNAP47	1	227924115
cg11521325	0.678137136372487	CCDC114	19	48808268
cg11521965	0.187153062189997	PTN	7	137028604
cg11523020	0.336317541733896	UPK3A	22	45681036
cg11524446	NA	C1orf94	1	34642184
cg11525285	0.259812835129656	VSX2	14	74706336
cg11526405	0.0643248635671025	SH3GLB2	9	131790894
cg11527279	0.149463350965633	TTLL11	9	124854846
cg11528101	0.00984515168456166	MRPS24	7	43909044
cg11528666	0.0330461970934662	C4orf29;MFSD8	4	128886049
cg11529128	0.0228666379141922	LHFPL5	6	35772890
cg11529250	NA	UPK3A	22	45680606
cg11530960	0.089608330731203	DMRT2	9	1052239
cg11532513	0.937897386179552	LRTM1;CACNA2D3	3	54962242
cg11536940	0.582245567680993	PGCP	8	97658076
cg11538128	0.0205490733793764	ZNF354C	5	178487481
cg11539173	0.0183400457211028	GNB1L;C22orf29	22	19843009
cg11540692	0.243839446382889	SIM1	6	100912072
cg11540997	0.644005047851844	DUOX2;DUOXA2	15	45407818
cg11541187	0.0214826011176436	C6orf182;SESN1	6	109415607
cg11542231	0.0282051856111444	RPA2	1	28241192
cg11546621	0.738773229996219	PTGDS	9	139872161
cg11547724	0.870073280593513	HPX	11	6462452
cg11550426	0.0106900204034826	SDCBP	8	59465609
cg11552293	0.822761960464774	COL4A5;COL4A6	X	107682539
cg11553177	0.0113300793570538	SUPT6H;SDF2	17	26988816
cg11554507	0.892005606402796	NEUROD6	7	31380572
cg11554605	0.937893719006607	ASB4	7	95115354
cg11554937	0.960510129650645	HSD17B3	9	99064321
cg11558474	0.235108199286264	TMEM2	9	74382743
cg11560403	0.98354244854508	TMEM81	1	205053460
cg11560645	0.640804569360223	NA	NA	0
cg11563860	0.28137387027713	CNTN4	3	2141937
cg11564268	NA	NOB1	16	69789107
cg11564670	0.929040090981632	MC2R	18	13915006
cg11565248	0.296029151805333	RPS6KA3	X	20284128
cg11566199	0.925137041820003	GALNT6	12	51773594
cg11566244	0.165488555003009	GSTP1	11	67351786
cg11566939	0.0561116246624383	DULLARD;C17orf81	17	7155231
cg11572744	0.0295292283365238	DPYSL3	5	146832933
cg11574612	0.0301372113893705	CYP39A1;SLC25A27	6	46620502
cg11574758	0.0193582903865274	PLK1S1	20	21107113
cg11577097	0.21738611203331	AQP9	15	58430682
cg11579069	0.0619867421482274	MYB	6	135502794
cg11582100	0.0939657908891025	GAD1	2	171673207
cg11584111	0.0233281723887249	C1orf105;PIGC	1	172412837
cg11584690	0.503542839100275		19	42574196
cg11584936	0.633820553074345	BNIPL	1	151009588
cg11585425	0.0151292949296071	ACTR2	2	65454529
cg11590700	0.0901551332105118	MECOM	3	169381241
cg11591325	0.113048356765266	F2R	5	76012591
cg11592951	0.00885801053546391	SRRT	7	100472745
cg11593656	0.164311098589636	COMMD6	13	76112039
cg11594131	NA	XPO1	2	61765360
cg11594137	0.410937778311883	NA	NA	0
cg11594228	0.74052612900732	NA	NA	0
cg11594415	0.0144326696322137	BAT2L2	1	171454668
cg11595245	0.0398978560284015	HELLS	10	96305461
cg11595749	0.0130318476042415	ATP5E	20	57607571
cg11595794	0.019671654058953	ANKRD37	4	186317094
cg11598929	0.452525254001797	FAAH2	X	57313075
cg11599505	0.923435718750823	VSTM2L	20	36532096
cg11600161	0.455701305520028	TBC1D10C	11	67171585
cg11601662	0.0300265026851361	FKBP14	7	30066256
cg11603096	0.0450990692184673	EIF3D	22	36925444
cg11608114	0.0302728155116354	LOC338799;SETD1B	12	122241139
cg11608424	NA	HEPACAM2	7	92849851
cg11609154	0.0280756838827848	C7orf55	7	139026010
cg11609344	0.0379949647595078	YKT6	7	44240862
cg11609366	0.023540702339321	RPL8	8	146018277
cg11609760	0.237262308109332	FGD1	X	54522363
cg11611600	0.0396302746277836	ADAMTSL3	15	84323154
cg11611854	0.0170855128668997	NA	NA	0
cg11612291	0.0214092286741046	ZNF35	3	44690338
cg11612345	0.148133397790847	SMOC2	6	168842491
cg11613875	0.0371506110707723	C9orf72	9	27573889
cg11614809	0.467897523104302	NDP	X	43832280
cg11617144	0.811265001109923	GPT	8	145729772
cg11618577	0.752319873149255	KRTCAP3	2	27665543
cg11619390	0.2362558621609	ZBTB8B	1	32931179
cg11620807	0.01618546303332	IRS1	2	227664353
cg11620873	0.0085963038543032	CD9	12	6309515
cg11625178	0.00983936876778783	TMPO;LOC100128191	12	98909434
cg11625451	0.0145123185402774	GAN	16	81349061
cg11625946	0.0395898438738521	LRIG3	12	59314263
cg11626656	0.0482282819143816	RND3	2	151343868
cg11626791	0.0398199111482754	TLK1	2	172016605
cg11628026	0.975576702578663	ACTL7A	9	111624939
cg11628034	0.107470110650503	RPS16	19	39926904
cg11628282	0.0204319475893052	MFN1	3	179065624
cg11628487	0.0746084822086904	SET	9	131450973
cg11630242	0.0797493500118293	AKAP10	17	19881632
cg11630392	0.659069952855522	GPR171;MED12L	3	150920964
cg11631275	0.921754020130903	SDAD1	4	76903515
cg11631518	0.0894187781778997	KCNC2	12	75603585
cg11632617	0.0907304185525925	PPCDC	15	75315747
cg11634198	0.12267508208823	NEUROD2	17	37764158
cg11635563	0.873211167833296	ENOX1	13	44241849
cg11638200	0.0198389486467708	PRKCQ	10	6621965
cg11638880	0.0243686039359393	SFT2D1	6	166755991
cg11639397	0.0271322201841859	VASP	19	46010716
cg11639651	0.754404863825607	HKDC1	10	70979811
cg11640565	0.965314076273917	STS	X	7137913
cg11644586	0.185269747089474	CCDC87;CCS	11	66360200
cg11646704	0.0222919594639362	IPO4	14	24658292
cg11646757	0.0342117044063369	C7orf68	7	128095699
cg11646887	0.0285900880466279	SCRN2	17	45918805
cg11647681	0.373690671114822	PCDHGA4;PCDHGA11;PCDHGA12;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140810161
cg11648289	0.0315000976533124	EN2	7	155249674
cg11648471	0.291248253680929	MOSPD2;FANCB	X	14891001
cg11648996	0.932386890310694	FAM47B	X	34960814
cg11649001	0.0241319755590283	FTSJD2	6	37400863
cg11649654	0.0409107266682393	NDUFAF2;ERCC8	5	60240952
cg11649825	0.0299429588767689	C20orf4	20	34824487
cg11649846	0.911871108779803	STRA8	7	134917144
cg11651717	0.0131171803988183	ABCA5	17	67323282
cg11653266	0.0155408184826788	MRPL38	17	73901339
cg11653271	0.0158076388900842	SNRNP25;POLR3K	16	103723
cg11653466	0.59825074918462	C8orf86	8	38386235
cg11653500	0.166674884388971	SPRY2	13	80915061
cg11653709	0.239511145589256	NA	NA	0
cg11653858	0.85780361369258	SLC13A2	17	26799289
cg11653864	0.512850821287621	ELK1	X	47509884
cg11654333	0.0198010759666292	DCK	4	71859710
cg11654620	0.0151856806061479	TYMP;ODF3B	22	50969039
cg11654737	0.074862512659464	BCKDHB	6	80816077
cg11655418	0.0391572381622617	RPS10	6	34394031
cg11655691	0.0457235849374492	CBARA1	10	74385779
cg11656547	0.357593561562872	MAMDC2	9	72658747
cg11657615	NA	ZDHHC1	16	67449861
cg11657808	0.104592983727586	RYR2	1	237205950
cg11659747	0.109486801354355	SCARB2	4	77134585
cg11661234	0.384322012834757	RLIM	X	73834596
cg11662098	0.018275174492046	GOPC	6	117923795
cg11664825	0.37122505897286	XKRX	X	100184343
cg11665562	0.0199406681478862	PSMC1	14	90723462
cg11665588	0.0303860686944169	SESN3	11	94963991
cg11666924	0.0445412552357735	STXBP3	1	109289079
cg11667117	0.93769000311402	CA5A	16	87969962
cg11667754	0.0692034430504051	CDH1	16	68770981
cg11668512	0.955844075015482	ZHX3	20	39929580
cg11668844	0.117155931398147	MCF2L	13	113655622
cg11668923	0.0360741665806262	ADAM12	10	128076936
cg11670211	0.0458190638609364	NOX4	11	89224288
cg11672225	0.130978926126883	RNF185	22	31556238
cg11673092	0.188831923661009	ARMC3	10	23216727
cg11673803	0.343653614869628	NA	NA	0
cg11673969	0.0305269565272848	EPHB4	7	100424945
cg11674404	NA	WDR17	4	176987359
cg11675413	0.955529975642949	FARP1;RNF113B	13	98829482
cg11676109	0.0406465363139188	HINFP	11	118992413
cg11676599	0.0460304143836347	PLEKHA1	10	124133934
cg11677722	0.0255035150602388	MED29;PAF1	19	39881393
cg11678767	0.124022494770151	COL4A5;COL4A6	X	107682766
cg11679069	0.83598139736937	DNAJC15	13	43596577
cg11680158	0.0351451487699689	TTC39B	9	15307376
cg11680236	0.0146141082149143	NME6	3	48342764
cg11680741	0.781684426324186	NA	NA	0
cg11681073	0.0169170671497759	NA	NA	0
cg11681617	0.193135070115886	GAB3	X	153979649
cg11682508	0.621650659924311	C20orf166;C20orf200	20	61149399
cg11688219	0.182523614518263	THAP3	1	6684919
cg11688469	0.840954323981071	TNNI1	1	201391061
cg11688990	NA	PSMG2;CEP76	18	12704161
cg11691938	0.0292822900947723	CCDC111;CASP3	4	185569742
cg11692021	0.597470656043464	GNB3	12	6949472
cg11692477	0.029465967679809	SLC40A1	2	190445477
cg11693019	0.939827973379354	AKR1B10	7	134211620
cg11694641	0.0114546401810205	SLC25A3	12	98987961
cg11695266	0.031225566583385	DNAJB6	7	157129166
cg11695358	0.838232331477614	MAPK15	8	144797963
cg11695601	0.0490204848457492	CHN1	2	175870435
cg11695684	0.89467284919239	CHRND	2	233391265
cg11696575	0.0191894673266678	ING3	7	120591325
cg11697652	0.048198257734161	NA	NA	0
cg11698653	0.794789121308064	NA	NA	0
cg11698762	0.0510036890046175	WDR54	2	74648964
cg11700429	0.00960123963315897	ANAPC1	2	112641892
cg11700584	0.416806672819458	RPL36AL;MGAT2	14	50088544
cg11701148	0.120683391855789	MYOM2	8	1993035
cg11703011	0.0148825400688641	SERPINE2	2	224903461
cg11705439	0.0165844370131416	PRKCSH;CCDC151	19	11546473
cg11706111	0.873583789286316	ZNF19	16	71523144
cg11706163	0.580854528944742	C9	5	39364495
cg11706746	0.00804526381980906	B3GAT3	11	62389756
cg11706911	0.100417136981901	AGMAT	1	15910989
cg11710000	0.0291470233691197	FZD3	8	28352559
cg11710560	0.89148628275569	NA	NA	0
cg11710969	0.174680740390513	ARMC3	10	23217173
cg11712199	0.713728836211014	NA	NA	0
cg11713008	0.0223314524503111	POP1;HRSP12	8	99129222
cg11713029	0.0153388358434221	CCDC84	11	118868622
cg11713336	0.024322867659379	UBE2D2	5	138940474
cg11714014	0.290378744916956	GABRQ	X	151807197
cg11714502	NA	AK1	9	130640212
cg11715903	0.0194073737087953	FERMT2	14	53417327
cg11715966	0.879329985678401	CCDC8	19	46917255
cg11715999	0.0214457119076381	ATP5G1	17	46970694
cg11716026	0.8092233322003	H19	11	2016937
cg11717557	0.0126430598328983	DCLRE1B;AP4B1	1	114448153
cg11718090	0.0657016170691681	NA	NA	0
cg11718315	0.0893811192067973	PARP16	15	65579480
cg11719157	NA	PITPNA	17	1466715
cg11719283	0.838085583135268		19	42574717
cg11719297	0.334439188304289	RIPK4	21	43187083
cg11719412	0.0491621495631621	TATDN1;NDUFB9	8	125551441
cg11719452	0.0171690477627837	MEPCE;ZCWPW1	7	100027776
cg11719784	0.780606130471764		1	203058954
cg11720778	0.929245710666886	TIGD7	16	3351073
cg11721194	0.540580948206063	SLAMF7	1	160709239
cg11722531	0.32546700043213	APC2	19	1449857
cg11722639	0.0171279355437238	OBFC2B	12	56618199
cg11724134	0.0128910667862065	RNF39	6	30043727
cg11724759	0.702705587395889	RPE65	1	68915898
cg11726593	0.378617690310535	NA	NA	0
cg11727029	NA	UNC45A	15	91478024
cg11730100	0.10050802531182	FEN1;C11orf10;MIR611	11	61560294
cg11730691	0.01799143319707	NA	NA	0
cg11730961	0.0280329958508502	SFPQ	1	35658733
cg11732619	0.0839317561611237	SLIT3	5	168728076
cg11733245	0.535448895842946	IL2RA	10	6104312
cg11735358	0.00948926146985348	WDR77;ATP5F1	1	111991797
cg11735605	0.0394242195851606	IKZF2	2	214016230
cg11736869	0.131291363015736	PEX13;PUS10	2	61245136
cg11738011	0.0172991567802709	PUS1	12	132414265
cg11738543	0.287819734286061	SOCS2	12	93967225
cg11739626	0.852093964583419	AKT1S1;TBC1D17	19	50381908
cg11743470	NA	GCNT4	5	74327277
cg11743795	0.0273362565799058	SLMAP	3	57742983
cg11744351	0.049141236680479	UBL3	13	30424153
cg11745019	0.146282977720479	ANGPT1	8	108509756
cg11747499	0.0525976232193712	SSH1	12	109252653
cg11747771	0.0215742236000952	GLDC	9	6645468
cg11748006	NA	CAPNS1	19	36630557
cg11750183	0.0625555819326685	C9orf40	9	77568022
cg11750883	0.761776783403779	CRCT1	1	152486950
cg11752275	0.859273916226657	GNLY	2	85921036
cg11754095	0.0461861551376906	CTSO	4	156874602
cg11754206	0.0950586712190848	KCNB2	8	73448579
cg11754343	0.0460612065044787	RPAIN;NUP88	17	5322575
cg11754676	0.00776673720974291	ZNF10	12	133706789
cg11756837	0.0709557976410635	PRKAB1	12	120105372
cg11757293	0.0915047681774737	KIFC2	8	145692581
cg11759378	0.618832682715462	DPPA2	3	109035469
cg11761535	0.779997660420732	TM4SF18	3	149051031
cg11762346	0.947550047675051	HKDC1	10	70980112
cg11762629	0.0257188199663377	CTDSP2	12	58240176
cg11763112	0.0251190183604458	KIAA1009	6	84937277
cg11764747	0.512142692006983	EFNB1	X	68050216
cg11765205	0.029905818501292	ARL11	13	50202547
cg11766698	0.0737065066938339	UQCRC2	16	21964765
cg11767711	0.841482216581455	APLP1	19	36358783
cg11768416	0.989471480190848	C12orf12	12	91348697
cg11768886	0.0247198793918837	STK32B	4	5052795
cg11769360	0.905319735473691	ERAP2	5	96215016
cg11772764	0.0156806630423343	RSPH1	21	43916603
cg11777321	NA	TEF	22	41778547
cg11778001	0.177981479218617	NAB1	2	191512851
cg11780382	0.0267924526857628	C6orf62	6	24719812
cg11780934	0.0391648486680847	ANKRD13B	17	27920081
cg11781389	0.0413897741570291	GLB1L2	11	134201462
cg11783451	0.0420964804952285	CCDC126	7	23637068
cg11783497	0.903943984565647	IL1RN	2	113875292
cg11784281	0.863220979089112	C2orf57	2	232457785
cg11784785	0.0662580788873603	SLC6A5	11	20620089
cg11786750	0.0309746182385459	DYNC1LI1	3	32612556
cg11787522	0.487964851464156	STRA6	15	74495109
cg11787828	0.147581150320688	NDUFAF4	6	97345624
cg11787839	NA	LMLN;IQCG	3	197687728
cg11790217	0.0301603585314898	PIAS1	15	68346484
cg11792483	0.0206594290683246	ASPHD2	22	26824763
cg11792664	0.0738963553007564	UQCR	19	1605706
cg11793332	0.157835817821515	ELF1	13	41556827
cg11793380	NA	C1QTNF6	22	37585617
cg11794728	0.0239974764236346	KLF12	13	74707860
cg11795262	0.891850712969169	GATAD2A	19	19569574
cg11797883	0.00940004074363907	ARPC5L	9	127631644
cg11797994	NA	ALX4	11	44330731
cg11799561	0.857613145841938	NA	NA	0
cg11800672	0.814810991375941	SLC39A4	8	145642291
cg11801011	0.541052777151329	SHANK1	19	51220537
cg11801374	NA	C20orf160	20	30597694
cg11802013	0.906175437991911	CCND1	11	69469175
cg11802692	0.0536312866097646	FKBP14	7	30066348
cg11804789	0.408524104624028	CST7	20	24929716
cg11806389	0.053113231351051	ZNF446	19	58987282
cg11806565	0.455313410354645	PHKA1	X	71934695
cg11806749	0.0148213593960221	RUNX2;SUPT3H	6	45345490
cg11808544	0.295963763436637	NA	NA	0
cg11808757	NA	HDAC10;TUBGCP6	22	50683907
cg11808874	NA	FAM136A	2	70529494
cg11809085	NA	TNFSF15	9	117567756
cg11809091	0.43525400628823	PCDHB7	5	140552105
cg11810837	0.179413703972669	ARMCX5	X	101854276
cg11811840	0.860980556213882	UGT1A10;UGT1A1;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	2	234669166
cg11812202	0.873737987982307	PNLIP	10	118305409
cg11812218	0.477452102435426	GHSR	3	172166920
cg11814446	0.0605088413721286	LEMD3	12	65562996
cg11815363	0.0293102133384313	KCNK1	1	233750184
cg11816577	0.18661096930115	YWHAE	17	1303886
cg11819013	0.0161052032768528	IMPDH2	3	49066976
cg11819429	NA	C14orf119;ACIN1	14	23565029
cg11819637	0.718696223430189	THPO	3	184095505
