Hybridization REF	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05	TCGA-BH-A0E9-01B-11D-A112-05
cg11665562	0.0209956789756363	PSMC1	14	90723462
cg11665588	0.027427585419892	SESN3	11	94963991
cg11666924	0.0272655164569108	STXBP3	1	109289079
cg11667117	0.84892933358016	CA5A	16	87969962
cg11667754	0.0255738751713533	CDH1	16	68770981
cg11668512	0.951724244956532	ZHX3	20	39929580
cg11668844	0.161974222845503	MCF2L	13	113655622
cg11668923	0.0305826185767192	ADAM12	10	128076936
cg11670211	0.181944655106016	NOX4	11	89224288
cg11672225	0.106131866740293	RNF185	22	31556238
cg11673092	0.165931542651283	ARMC3	10	23216727
cg11673803	0.46896526581259	NA	NA	0
cg11673969	0.022207987546574	EPHB4	7	100424945
cg11674404	NA	WDR17	4	176987359
cg11675413	0.96721518141203	FARP1;RNF113B	13	98829482
cg11676109	0.0298223016337352	HINFP	11	118992413
cg11676599	0.0402829675921103	PLEKHA1	10	124133934
cg11677722	0.0200693369929035	MED29;PAF1	19	39881393
cg11678767	0.184386089698489	COL4A5;COL4A6	X	107682766
cg11679069	0.657000019081957	DNAJC15	13	43596577
cg11680158	0.0258156000746717	TTC39B	9	15307376
cg11680236	0.0221267681676719	NME6	3	48342764
cg11680741	0.566156838012515	NA	NA	0
cg11681073	0.0153046817277989	NA	NA	0
cg11681617	0.241536105643891	GAB3	X	153979649
cg11682508	0.671119599442132	C20orf166;C20orf200	20	61149399
cg11688219	0.0398637447063793	THAP3	1	6684919
cg11688469	0.863172636894887	TNNI1	1	201391061
cg11688990	NA	PSMG2;CEP76	18	12704161
cg11691938	0.0354111684257264	CCDC111;CASP3	4	185569742
cg11692021	0.612550098188536	GNB3	12	6949472
cg11692477	0.0186411028739105	SLC40A1	2	190445477
cg11693019	0.929851530782996	AKR1B10	7	134211620
cg11694641	0.016178667566614	SLC25A3	12	98987961
cg11695266	0.014171069172582	DNAJB6	7	157129166
cg11695358	0.864037720477115	MAPK15	8	144797963
cg11695601	0.0358532616552297	CHN1	2	175870435
cg11695684	0.889229022558829	CHRND	2	233391265
cg11696575	0.0201185923558983	ING3	7	120591325
cg11697652	0.0423656017743018	NA	NA	0
cg11698653	0.836204077041436	NA	NA	0
cg11698762	0.0385249874193499	WDR54	2	74648964
cg11700429	0.00684622007076541	ANAPC1	2	112641892
cg11700584	0.122010904845546	RPL36AL;MGAT2	14	50088544
cg11701148	0.109505335773393	MYOM2	8	1993035
cg11703011	0.0128930181483236	SERPINE2	2	224903461
cg11705439	0.02196238776386	PRKCSH;CCDC151	19	11546473
cg11706111	0.878136672618741	ZNF19	16	71523144
cg11706163	0.521747386381083	C9	5	39364495
cg11706746	0.0104099748324824	B3GAT3	11	62389756
cg11706911	0.100762521933282	AGMAT	1	15910989
cg11710000	0.0199021794769755	FZD3	8	28352559
cg11710560	0.894456966665336	NA	NA	0
cg11710969	0.110628170438051	ARMC3	10	23217173
cg11712199	0.779311516199591	NA	NA	0
cg11713008	0.0244298320973552	POP1;HRSP12	8	99129222
cg11713029	0.0162548400699923	CCDC84	11	118868622
cg11713336	0.0165402639518975	UBE2D2	5	138940474
cg11714014	0.496601590185929	GABRQ	X	151807197
cg11714502	NA	AK1	9	130640212
cg11715903	0.0142064647535249	FERMT2	14	53417327
cg11715966	0.615564436579043	CCDC8	19	46917255
cg11715999	0.0126370696817555	ATP5G1	17	46970694
cg11716026	0.599370218491341	H19	11	2016937
cg11717557	0.0165799932461079	DCLRE1B;AP4B1	1	114448153
cg11718090	0.059565391700953	NA	NA	0
cg11718315	0.0354647319422571	PARP16	15	65579480
cg11719157	NA	PITPNA	17	1466715
cg11719283	0.849747782794822		19	42574717
cg11719297	0.207672190686213	RIPK4	21	43187083
cg11719412	0.0317666552405582	TATDN1;NDUFB9	8	125551441
cg11719452	0.0199946184773389	MEPCE;ZCWPW1	7	100027776
cg11719784	0.309301070809178		1	203058954
cg11720778	0.949279260932621	TIGD7	16	3351073
cg11721194	0.277562909972391	SLAMF7	1	160709239
cg11722531	0.18362630802887	APC2	19	1449857
cg11722639	0.0109235322425658	OBFC2B	12	56618199
cg11724134	0.0139881208696441	RNF39	6	30043727
cg11724759	0.345379012273978	RPE65	1	68915898
cg11726593	0.533070383256955	NA	NA	0
cg11727029	NA	UNC45A	15	91478024
cg11730100	0.0683629780784686	FEN1;C11orf10;MIR611	11	61560294
cg11730691	0.0141694546280702	NA	NA	0
cg11730961	0.030765515935123	SFPQ	1	35658733
cg11732619	0.0205295667347282	SLIT3	5	168728076
cg11733245	0.886397315119037	IL2RA	10	6104312
cg11735358	0.00962144015100455	WDR77;ATP5F1	1	111991797
cg11735605	0.0215369540410015	IKZF2	2	214016230
cg11736869	0.0818449799211093	PEX13;PUS10	2	61245136
cg11738011	0.0137141112517609	PUS1	12	132414265
cg11738543	0.061791863745835	SOCS2	12	93967225
cg11739626	0.776028847284309	AKT1S1;TBC1D17	19	50381908
cg11743470	NA	GCNT4	5	74327277
cg11743795	0.023178287131975	SLMAP	3	57742983
cg11744351	0.0551006926771946	UBL3	13	30424153
cg11745019	0.0421205780398737	ANGPT1	8	108509756
cg11747499	0.0526775880358377	SSH1	12	109252653
cg11747771	0.0231779001451381	GLDC	9	6645468
cg11748006	NA	CAPNS1	19	36630557
cg11750183	0.059655097199955	C9orf40	9	77568022
cg11750883	0.51291950487432	CRCT1	1	152486950
cg11752275	0.889553606509198	GNLY	2	85921036
cg11754095	0.0546798212749373	CTSO	4	156874602
cg11754206	0.0850440665827479	KCNB2	8	73448579
cg11754343	0.03525351176319	RPAIN;NUP88	17	5322575
cg11754676	0.0108231473506805	ZNF10	12	133706789
cg11756837	0.0418781283613429	PRKAB1	12	120105372
cg11757293	0.0828980192411198	KIFC2	8	145692581
cg11759378	0.890118852811103	DPPA2	3	109035469
cg11761535	0.846079951016846	TM4SF18	3	149051031
cg11762346	0.69457295734284	HKDC1	10	70980112
cg11762629	0.0219396210897282	CTDSP2	12	58240176
cg11763112	0.0204469052654073	KIAA1009	6	84937277
cg11764747	0.244757956835006	EFNB1	X	68050216
cg11765205	0.295145971457884	ARL11	13	50202547
cg11766698	0.060718821261986	UQCRC2	16	21964765
cg11767711	0.841234662650062	APLP1	19	36358783
cg11768416	0.993580161535815	C12orf12	12	91348697
cg11768886	0.0328523072613561	STK32B	4	5052795
cg11769360	0.93985996082452	ERAP2	5	96215016
cg11772764	0.0117477753962517	RSPH1	21	43916603
cg11777321	NA	TEF	22	41778547
cg11778001	0.0964249057352355	NAB1	2	191512851
cg11780382	0.0459801436064501	C6orf62	6	24719812
cg11780934	0.0131373806759282	ANKRD13B	17	27920081
cg11781389	0.0348294895538225	GLB1L2	11	134201462
cg11783451	0.0239324803540837	CCDC126	7	23637068
cg11783497	0.384206149671692	IL1RN	2	113875292
cg11784281	0.88387331080803	C2orf57	2	232457785
cg11784785	0.0604440707518879	SLC6A5	11	20620089
cg11786750	0.0306998893472826	DYNC1LI1	3	32612556
cg11787522	0.168558622931262	STRA6	15	74495109
cg11787828	0.166145342643535	NDUFAF4	6	97345624
cg11787839	NA	LMLN;IQCG	3	197687728
cg11790217	0.0403635816422344	PIAS1	15	68346484
cg11792483	0.0124685399335571	ASPHD2	22	26824763
cg11792664	0.0675026835867957	UQCR	19	1605706
cg11793332	0.575817648728545	ELF1	13	41556827
cg11793380	NA	C1QTNF6	22	37585617
cg11794728	0.0327735666338103	KLF12	13	74707860
cg11795262	0.914937632476114	GATAD2A	19	19569574
cg11797883	0.00973971018149896	ARPC5L	9	127631644
cg11797994	NA	ALX4	11	44330731
cg11799561	0.772333391778977	NA	NA	0
cg11800672	0.875360260202234	SLC39A4	8	145642291
cg11801011	0.643383045249679	SHANK1	19	51220537
cg11801374	NA	C20orf160	20	30597694
cg11802013	0.693631952317584	CCND1	11	69469175
cg11802692	0.0755085677951229	FKBP14	7	30066348
cg11804789	0.678587358711832	CST7	20	24929716
cg11806389	0.0632132418063108	ZNF446	19	58987282
cg11806565	0.478863229431604	PHKA1	X	71934695
cg11806749	0.0136984820982065	RUNX2;SUPT3H	6	45345490
cg11808544	0.24946207235244	NA	NA	0
cg11808757	NA	HDAC10;TUBGCP6	22	50683907
cg11808874	NA	FAM136A	2	70529494
cg11809085	NA	TNFSF15	9	117567756
cg11809091	0.276921294841791	PCDHB7	5	140552105
cg11810837	0.329695333881156	ARMCX5	X	101854276
cg11811840	0.943354314208283	UGT1A10;UGT1A1;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	2	234669166
cg11812202	0.908556676701542	PNLIP	10	118305409
cg11812218	0.317792963625289	GHSR	3	172166920
cg11814446	0.04799870530815	LEMD3	12	65562996
cg11815363	0.0188599612711508	KCNK1	1	233750184
cg11816577	0.249092419389627	YWHAE	17	1303886
cg11819013	0.0146921066582883	IMPDH2	3	49066976
cg11819429	NA	C14orf119;ACIN1	14	23565029
cg11819637	0.690434342694267	THPO	3	184095505
cg11820497	0.0368801269961413	ATG4D	19	10654946
cg11820734	0.0416294228639755	MRPL35	2	86426725
cg11821147	0.0417770550805915	ZFC3H1;THAP2	12	72057762
cg11821536	0.0109765185180052	TTC8	14	89291100
cg11821702	0.925589128024836	MLANA	9	5891258
cg11822659	0.499017602959865	DOK5	20	53092781
cg11822772	0.522887801490544	ZNF280C	X	129402977
cg11822932	0.849946963043737	LMO2	11	33913716
cg11822964	0.859025377171487	PTGIR	19	47129337
cg11823654	0.0561221742633541	PIF1	15	65117936
cg11824111	NA	DKC1	X	153990676
cg11825652	NA	CAV2	7	116139367
cg11826116	0.082341275455882	ATF4	22	39916314
cg11826486	0.729158955639218	NA	NA	0
cg11827101	0.893012862924376		2	8468422
cg11827595	NA	C3orf10	3	10157099
cg11828089	NA	CALN1	7	71878121
cg11828669	0.0496125093894874	ZBTB1;ZBTB25	14	64971476
cg11830061	0.983501397509555	INSL6	9	5185415
cg11832543	0.960098867684799	C1orf49	1	178481818
cg11832722	0.157188843031933	DSC3	18	28623060
cg11832727	0.0273014902554049	RERE	1	8877257
cg11833861	0.0586602630170324	TMEM98	17	31255635
cg11834681	0.914465921351333	CYP2A13	19	41594746
cg11835197	NA	TFAP2E	1	36038514
cg11835355	NA	APOL3	22	36561746
cg11837864	0.0268672884781933	FAM134A	2	220043521
cg11839979	0.362937443495665	TMEM164	X	109246372
cg11840168	NA	RBBP8	18	20513432
cg11840540	0.0260029731526359	FXYD5;FXYD7	19	35644996
cg11841758	0.0374904416503575	MAGOH	1	53704358
cg11843304	NA	PTPRO	12	15501337
cg11843691	0.0252378542575813	TBC1D9	4	141678312
cg11843760	0.018086118999116	DFFA	1	10532677
cg11844110	0.0231049987048428		1	208042623
cg11845202	NA	KRT78	12	53242392
cg11846236	0.0551344587341394	COL7A1	3	48632568
cg11846543	0.108236235293303	NA	NA	0
cg11846956	0.0194201049960994	KLK10	19	51520382
cg11846968	0.553866118637994	PLUNC	20	31823545
cg11847459	0.011019193920455	MBIP	14	36789488
cg11847808	0.105183068669954	EPHA8	1	22889611
cg11847949	0.734150019685343	NA	NA	0
cg11848539	0.0229328475174079	TNFRSF21	6	47277822
cg11849692	NA	LDB1	10	103875969
cg11850311	0.0181539269311293	ID1	20	30192545
cg11851098	0.936398636381346	WBP2NL	22	42395340
cg11852073	NA	C1orf56;BNIPL	1	151019560
cg11852814	0.0270824538513449	PLCXD2	3	111393588
cg11854007	NA	BASE	20	31781697
cg11854877	0.589044755553279	F8;F8A3;F8A2;F8A1	X	154114544
cg11856093	0.0658357937460615	ARID1A	1	27023388
cg11856697	0.907214272661596	DNAI2	17	72276937
cg11856918	0.0172231430317907	ATP6V1B2	8	20054956
cg11857445	0.0175798645138746	AATF	17	35305905
cg11858029	NA		1	11324407
cg11860203	0.326559073261388	CCL2	17	32582516
cg11861730	0.105692957813799	ETS1	11	128392683
cg11864993	0.476544189553274	PCDHB16;PCDHB8	5	140559832
cg11867686	NA	PPP1CA	11	67169368
cg11868029	0.0205282138720401	CTSC	11	88071041
cg11868900	0.374369445346719	EFCAB1	8	49648035
cg11869721	0.0188986193703914	METTL9	16	21611122
cg11871280	0.952000846909946	SLC16A7	12	60082038
cg11871549	0.412582316159952	ZCCHC12	X	117957616
cg11873854	0.298545964462045	LCN6	9	139642875
cg11874272	0.52120154554495	CD86	3	121773564
cg11876012	0.969273476103413	POLR3K	16	101686
cg11876919	0.047025477221382	HMG20A	15	77713622
cg11877382	0.0802343067613071	GLT1D1	12	129338939
cg11879188	NA	ABO	9	136149908
cg11879480	0.0492169113360314	SLC36A4	11	92930739
cg11879514	0.057088531234176	ARSG;SLC16A6	17	66287032
cg11879577	0.167178761910003	ARL6IP1	16	18813519
cg11880010	0.78539195697388	PRUNE2	9	79328644
cg11880211	0.881499649218567	NA	NA	0
cg11880892	0.0641272274114426	PPA1	10	71992660
cg11882252	0.0510220060497956	CMBL	5	10307634
cg11884243	0.964408182575568	FCN2	9	137772886
cg11884546	0.0613593875973984	ITGAX	16	31366377
cg11884656	0.0723227678880246	NAA50	3	113464379
cg11884699	0.882663709203957	NA	NA	0
cg11884792	0.0322343683003078	OBFC2A	2	192542902
cg11885098	0.577262021594124	EFNA2	19	1285397
cg11887234	0.230300611050771	SMUG1	12	54582673
cg11890956	0.0163382899989696	PSMG1	21	40555474
cg11891504	0.0312374325998302	HAUS4	14	23425909
cg11891583	0.492464439452128	NA	NA	0
cg11893236	0.0125344260695084	PRMT7;SLC7A6OS	16	68345102
cg11893323	NA	URM1	9	131133119
cg11896271	0.297761490791841	PANX2	22	50609327
cg11896345	0.030987708029664	SLC43A2	17	1532217
cg11896923	0.253987787538395	PNMT	17	37825027
cg11897314	0.029912451029051	PRR16	5	119799832
cg11898695	NA	PTCRA	6	42883504
cg11899895	0.021823189932792	TAX1BP1	7	27779895
cg11901954	0.0482080720885755	INTS7;DTL	1	212209499
cg11902458	0.521975093905445	KCNN3	1	154842746
cg11903057	0.688609674731799	RHOH	4	40198776
cg11903096	0.0950302809989913	PPP2R5C	14	102276267
cg11903151	0.052975240378105	NA	NA	0
cg11903880	0.622166088959945	GSTM4	1	110197856
cg11904887	0.0614086573516793	MUL1	1	20834802
cg11905488	0.911189688990062	CLEC12A	12	10123604
cg11905589	0.0532649150804335	PAIP2	5	138677334
cg11905617	0.0254655292365146	KLHL20	1	173684474
cg11906718	0.0821231627327586	RNF19A	8	101322791
cg11908570	0.114661284805978	KIAA0040	1	175162044
cg11909310	0.0477574363637918	GTPBP10	7	89975786
cg11909865	0.0313882699137934	C11orf57;PIH1D2	11	111944731
cg11911418	0.965343321860342	ELAC1	18	48493759
cg11911951	0.874297055664157	UNKL	16	1430216
cg11912049	0.0148486012017907		12	50361401
cg11913104	0.0161299012049558	RAD23A	19	13056743
cg11913615	NA	KCNG4	16	84273157
cg11916186	0.0139594124123708	THRAP3	1	36689760
cg11916609	0.649987920861236	IL1RL1	2	102927488
cg11917694	0.0204797503319502	STAMBPL1	10	90639684
cg11919271	NA	MED12L;P2RY12	3	151102879
cg11919694	0.0217538579641138	TBC1D10B	16	30380600
cg11920519	0.93420307252815	MAP1LC3A	20	33135025
cg11921829	0.907832643346186	NA	NA	0
cg11928198	NA	SCNM1;LYSMD1	1	151137319
cg11928366	0.0171154574025161	NDUFB7	19	14682779
cg11928635	0.0538024492291971	ZNF318	6	43337708
cg11930592	0.0128315638122286	MSX1	4	4861820
cg11932564	0.0182520719708695	TNFRSF13C	22	42322146
cg11933267	0.791625761662275	PLA2G2F	1	20466132
cg11933375	0.0223946506468518	SLC38A7	16	58718466
cg11934695	0.244365097105657	ADRA1D	20	4230092
cg11935147	0.53920751899034	PDE4DIP	1	145075831
cg11935638	0.033285893184587	EHHADH	3	184972145
cg11939047	0.00824206849713549	NA	NA	0
cg11939071	0.0497217530433205	DTX1	12	113494429
cg11939496	0.93505561891992	CD244	1	160833560
cg11943820	0.665493080913499	ITPRIP	10	106094061
cg11944101	0.90930008502697	CD40LG	X	135730413
cg11944393	0.0234911357078943	SMC3	10	112327600
cg11946165	0.923554299083193	CTSK	1	150781434
cg11946503	0.460176622977431	NEUROG1	5	134870514
cg11946769	0.0117269531930859	NME6	3	48343235
cg11947493	0.416281297018964	TNFRSF10D	8	23021515
cg11948328	0.0579346459524121	HSD17B12	11	43702395
cg11951066	0.957240731806034	NA	NA	0
cg11951446	0.0572234713390687	COX17	3	119396386
cg11952714	0.13654076049806	SNX7	1	99126623
cg11953334	0.0518746068310881	GRIN2D	19	48897863
cg11953824	NA	C9orf6;IKBKAP	9	111697545
cg11953868	0.0320128694142863	WFDC10A;WFDC9	20	44258437
cg11956146	0.0241992396126884	CABYR	18	21718974
cg11957040	0.0183632881314916	NA	NA	0
cg11957880	0.0105090233483984	UBE2N	12	93835939
cg11957986	0.892702783194521	NA	NA	0
cg11959435	0.891613269991493	NA	NA	0
cg11959821	0.0149808076913542	TBRG4	7	45151241
cg11960393	0.0350943176804024	LOX	5	121414172
cg11961618	0.135686669322192	PHLDA2	11	2951844
cg11964474	0.819675842513597	BRCA1;NBR2	17	41278655
cg11964613	0.846679388107764	ARSE	X	2882333
cg11965370	0.132879894649185	NTM	11	131780946
cg11970301	0.0215160644934157	PPP4C	16	30087888
cg11970458	0.132984229005322	PYCARD	16	31213481
cg11973052	0.00648890220819255	SOCS1	16	11349832
cg11973688	0.0376072301779275	FPGS	9	130564956
cg11976048	0.017948578484862	DHRS11	17	34948329
cg11976166	0.122258920526172	TGFB2	1	218520090
cg11976616	0.680296948514335	C6	5	41213172
cg11976790	0.19214878387472	DMBT1	10	124320064
cg11977634	0.015611331276597	DDR1	6	30852699
cg11979312	0.952739014698532	NA	NA	0
cg11979382	0.0438570263669238	NA	NA	0
cg11979959	0.0813321792222685	SULF2	20	46414900
cg11980188	0.0364818391807316	CYP2R1	11	14914012
cg11980435	0.0620491586520523	BBC3	19	47734827
cg11981599	0.43209467692353	GATA4	8	11566526
cg11981631	0.024444534334091	ABCC8	11	17497967
cg11983245	0.46320671160672	KRT15	17	39675154
cg11984608	0.87700885730048	CLDN16	3	190105555
cg11985856	NA	SAR1A	10	71929891
cg11990309	0.0707529104864464	HTR1E	6	87647644
cg11991627	NA	C20orf96	20	271345
cg11991859	0.0210593680367636	NPAS3	14	33408527
cg11993300	0.00547146748361684	NDST2	10	75571334
cg11993754	0.0600726713729557	ERBB2	17	37856513
cg11995303	0.0159043144095268	DCUN1D5	11	102963161
cg11995732	0.0282555129953487	NA	NA	0
cg11997899	0.34448824577888	DLX5	7	96654183
cg11998307	0.83836073256593	SCARF1	17	1549434
cg11999384	0.0311057606341561	GRN	17	42422811
cg12000587	0.0414131034769964	C17orf79	17	30186630
cg12001148	0.036417789949174	KLHL35	11	75141815
cg12002314	0.0218966656759488	CHRAC1	8	141521209
cg12003230	0.76694091895176	C21orf84	21	44899139
cg12004206	0.0399212480713267	NACC2	9	138987102
cg12004730	0.018903766526729	TMEM93;TAX1BP3	17	3572336
cg12005098	0.069993022519477	SLC16A12	10	91295338
cg12005703	0.0309869588625038	HEMK1	3	50607201
cg12006284	0.322376322401124	WT1	11	32449638
cg12008118	0.870490551587988	LDB3	10	88428429
cg12010995	0.745400921116626	CYP7A1	8	59413152
cg12011267	0.0344521547815953	PPP1R13B	14	104314583
cg12012699	0.00980721912129044	DYM	18	46986876
cg12013321	0.0650171594149368	GCLC	6	53410182
cg12014368	NA	MRAP	21	33664211
cg12014417	0.779508325829021	NA	NA	0
cg12017007	0.0223940028529055	PHF12	17	27277572
cg12018696	0.0341655535040789	TRA2B	3	185655548
cg12019109	0.896786013845664	AZGP1	7	99574383
cg12020639	0.0603066319954371	AHCYL1	1	110527249
cg12022621	0.278709129125848	LAX1	1	203734505
cg12024292	0.266278878596621	ASTN2	9	120177979
cg12024906	0.0932654349547993	HKR1	19	37825679
cg12025941	0.174781362714129	RFX4	12	106977074
cg12026394	0.0143804624508931	ANP32B	9	100745975
cg12026956	0.0246626851767129	TNPO1	5	72112008
cg12029639	0.35150629934626	MIR548F5;NBEA;MAB21L1	13	36050993
cg12032009	0.0550130556545683	VPS13C	15	62352934
cg12032049	0.897937745741397	LPO	17	56314779
cg12032116	0.0436230903096673	DMXL1	5	118406562
cg12032620	0.0236797757698792	TP53BP1	15	43802735
cg12034229	0.00941270790244871	HUS1	7	48018855
cg12038710	0.939065602985029	CDH17	8	95220583
cg12040555	0.920601879121673	MGMT	10	131321830
cg12041387	0.564442433884209	DLX5	7	96650171
cg12042396	0.0549877178143228	NA	NA	0
cg12042678	0.00790220813688726	SUV39H2	10	14920910
cg12043807	0.0109461639386863	ZNF367	9	99180432
cg12044210	0.980136715777075	APBA2	15	29213858
cg12044689	0.965765664053143	HIATL1	9	97203357
cg12044889	0.0229371498147537	NQO2	6	3000430
cg12045002	0.0518648144568996	DPYSL5	2	27069975
cg12045676	0.0471095762032557	CRTC1	19	18794818
cg12045829	0.133245087759097	TNFSF12;TNFSF12-TNFSF13	17	7452926
cg12051359	0.0114826119251839	DEPDC6	8	120886151
cg12052258	0.0189989212666763	S100A11	1	152009284
cg12052765	0.324473729452152	SLC18A3;CHAT	10	50816963
cg12053284	0.0269766745928286	SYT4	18	40857256
cg12054080	0.0270567075547551	RAB3GAP2	1	220446043
cg12054421	0.0280189866449286	PPP1R7;PASK	2	242090264
cg12056618	0.0637967548829306	KLF13	15	31619949
cg12058490	0.479869439173636	A2M	12	9268379
cg12059012	0.0173478125130947	ABHD5	3	43733234
cg12061127	0.970871236900143	WFDC9	20	44259912
cg12061236	0.54393940752376	AKAP12	6	151560886
cg12062464	0.00901742348591839	KAT2B	3	20081582
cg12062492	0.0792737467738825	C14orf167;DHRS4	14	24423140
cg12062995	0.0434637779381344	RFC1	4	39368212
cg12063359	0.0117841408928772	KCNK15	20	43374632
cg12064213	0.309396255402356	WWC3	X	9982520
cg12064626	0.0176545715856771	SH3BGR	21	40817896
cg12064929	NA	DYDC2;DYDC1	10	82115447
cg12066181	0.0241892320489835	DNMT3A	2	25565288
cg12067261	0.920920887036934	INSL4	9	5231539
cg12067287	NA	MYOM1	18	3221598
cg12069042	0.401829524925797	PLXNB1	3	48466700
cg12069309	0.42726511944981	SEMA3B	3	50312913
cg12071073	0.89798782797374	CCDC70	13	52436281
cg12071544	0.0324962082566867	VASN;CORO7	16	4422228
cg12072001	0.251578211461021	LOC100130872-SPON2;SPON2	4	1166767
cg12072803	0.0212563194206692	KDM4B	19	4968558
cg12072973	0.0109187326627391	PLEKHO1	1	150121727
cg12073537	0.054112615703531	TUBA1C	12	49658926
cg12073594	0.0457813158726316	ARFGAP1	20	61903495
cg12073779	0.683251318924591	CRYGD	2	208989469
cg12073949	0.0214719535645734	RPTOR	17	78519082
cg12076344	0.0197151739501378	SLC27A4	9	131102607
cg12078929	0.0881101910138547	SERHL	22	42896688
cg12079362	0.0591146766599957	ATP6V0B	1	44440160
cg12080675	0.0306419606983438	TBC1D9B	5	179335223
cg12080812	NA		11	65336212
cg12081743	0.14439906883337	HDAC9	7	18535499
cg12082129	0.0560972833539866	RNF214;PCSK7	11	117102463
cg12082568	0.0544630993781907	CITED2	6	139696378
cg12082615	0.0246074578083855	SETDB1	1	150898693
cg12085044	NA	NAE1	16	66865077
cg12085225	0.0171826644365685	SETX	9	135230256
cg12085660	0.143578706595256	ZNF428	19	44124104
cg12086773	0.0397270894654046	MMADHC	2	150444436
cg12087643	0.0428513217784175	GFRA1	10	118033370
cg12089169	0.954378946554859	PRR4	12	11001596
cg12089439	0.0640849104621484	TUSC3	8	15398333
cg12089698	NA	SPATC1	8	145086882
