Hybridization REF	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05
cg12424907	0.959605960900378	PRR4;TAS2R20;PRH1	12	11151522
cg12425673	0.0171989850196373	WNK1	12	862975
cg12426141	0.0721505938039228	TCF12;LOC145783	15	57210872
cg12428416	0.776412256510025	GJA3	13	20717597
cg12428447	NA	SLC22A6	11	62753072
cg12428604	0.0138331733506109	PHTF2;TMEM60	7	77427426
cg12430845	0.0292525926820355	NIPBL	5	36876537
cg12431196	0.443908717770302	MAGEE1	X	75648216
cg12431401	0.730826168124639	SIRT2;RINL	19	39369277
cg12431699	0.0180944720614279	CDK5RAP1	20	31989412
cg12432709	NA	CCDC68	18	52627333
cg12433691	0.0246572471227849	GCC2	2	109065314
cg12434258	0.0148838553769448	ZNF490;ZNF791	19	12721799
cg12434587	0.00888295605176401	MGMT	10	131265209
cg12434779	0.159124451747367	ARHGAP6	X	11684104
cg12435359	0.0125818380919575	BTBD1	15	83735668
cg12435611	0.020772989894806	BRIP1	17	59941052
cg12435758	0.0142087267430955	LGI2	4	25032141
cg12435792	0.506280954276509	PDE6B	4	619375
cg12437239	0.0508414543156995	GOLIM4	3	167814123
cg12437481	0.641945542100071	MRPL28	16	420112
cg12438034	NA	MAGEF1	3	184430477
cg12438037	0.695447205304668	MRPS2	9	138393570
cg12438666	0.0676982212106128	C2orf15;TSGA10	2	99757242
cg12439773	0.412550953909583	SLC22A6	11	62752119
cg12439899	0.0187087050723464	TFAP2A	6	10415232
cg12441928	0.0470273089165108	CCR1	3	46249985
cg12441964	0.983055713937643	CCDC79	16	66835860
cg12444340	0.0269940542086458	RBM5	3	50126434
cg12445208	0.8002820344916	ZNF583	19	56916205
cg12446644	0.0254844978343567	LASP1	17	37026641
cg12447832	0.0848736365272821	TTC15	2	3383257
cg12448933	0.563432572849205	RAB37	17	72667378
cg12448934	0.0149601395508686	CLSTN3	12	7283049
cg12449183	0.915858441054174	ERAS	X	48687283
cg12452010	0.0329307407856452	ADO	10	64564444
cg12452675	0.0113332538057183	ACOX1;C17orf106	17	73975215
cg12452946	0.0711622454803878	MFSD8;C4orf29	4	128886867
cg12453288	0.0330709701852746	C2orf50	2	11273229
cg12453778	0.0222734298014087	COMMD1	2	62132763
cg12454167	0.0991456676597383	KNG1	3	186435060
cg12454725	0.011414916118665	SYT17	16	19179231
cg12455187	0.87304837857574	CCL5	17	34208503
cg12455562	NA	BTN2A3	6	26422779
cg12456510	0.234938036828556	TFF2	21	43771355
cg12457773	0.334366273280931	NRSN1	6	24126497
cg12459502	0.885719614232687	BCL2	18	60904237
cg12460105	0.0188544946234665	RAD17;TAF9	5	68665773
cg12460359	0.54572727486298	NA	NA	0
cg12460541	0.177794244605915	ITPKA	15	41785560
cg12461141	0.82470199143438	TRIM22	11	5710654
cg12463550	0.0189043142861978	CRCP	7	65579703
cg12465398	0.0875037749851676	PPIL3;NIF3L1	2	201753874
cg12466095	0.736490157472324	NA	NA	0
cg12467090	0.86152179869023	PIK3C2B	1	204459139
cg12467191	NA	CSK	15	75074068
cg12467864	0.0131413572221849	PRC1	15	91537971
cg12468056	0.211614669633711	MYST3	8	41909961
cg12468189	0.377299869653226	SRPK3	X	153046767
cg12471156	NA	RBM16	6	155054259
cg12473775	0.257240145815849	RHOD	11	66824650
cg12476968	0.132722912178288	SLC12A6	15	34610829
cg12477012	0.0208210682912391	NASP	1	46049214
cg12477119	0.0645393404661094	CDK12	17	37617470
cg12478185	0.162836250700916	C17orf48;SCO1	17	10602001
cg12478809	0.0337265610134792	COX5A	15	75230753
cg12478978	0.0562020894632505	FLOT1	6	30710766
cg12480658	0.0508299964105154	ATF2;MIR933	2	176033148
cg12483860	0.030309160316692	TNIP1	5	150460615
cg12484193	0.0264870939244549	DUSP19	2	183943469
cg12485020	0.0944215243062046	CHRDL1	X	110039269
cg12485992	NA	SPATA22	17	3374971
cg12489819	0.0152032873585435	FDPS	1	155278858
cg12489960	0.771856989390406	SGCB	4	52905025
cg12491368	NA	EEF1DP3	13	32523340
cg12491659	0.33246668250847	GAPT	5	57786356
cg12491710	0.971290047731811	LIM2	19	51891526
cg12493160	0.730589327588829	NA	NA	0
cg12493906	0.137526139106352	MMP26	11	5009311
cg12497298	0.0215351270845425	MUL1	1	20834501
cg12497564	0.0106321305257953	RBP1	3	139258295
cg12497692	0.561722261770607	ZBTB32	19	36203089
cg12497851	NA	TBC1D14	4	6910926
cg12499211	0.142125925328378	NTRK1;SH2D2A	1	156786643
cg12501949	0.49300293429611	CCDC141	2	179750458
cg12503243	0.0916599150255482	PRPF39	14	45553114
cg12504957	0.0192088178544314	MDM2	12	69202060
cg12506373	0.0202262044076067	CAD	2	27440548
cg12506971	0.0235998649486548	AADAT	4	171011264
cg12507125	NA	WWTR1	3	149375528
cg12508214	0.0108009485103118	FBXO32	8	124553600
cg12508624	0.403445008188733	THY1	11	119293780
cg12510502	0.981568731382545	SLC22A18	11	2942176
cg12510755	0.511154424560126	NA	NA	0
cg12513308	0.0237661862246973	CKLF	16	66586534
cg12513379	0.149318779040862	OR10H2	19	15838397
cg12513481	0.631309142009373	SKAP1	17	46507830
cg12514506	0.911752724050205	OSBPL5	11	3121286
cg12514620	0.157740455127202	SSBP3	1	54871858
cg12515371	0.910374533221418	PPP1R16A	8	145721996
cg12515638	0.0230890103134347	SFRP4	7	37956018
cg12517167	0.314930294868277	RBMX;SNORD61	X	135962887
cg12517944	0.97406203673182	NA	NA	0
cg12520111	0.0149717399134688	PPIA	7	44835727
cg12526025	0.0222372413188364	LARGE	22	34317552
cg12529228	0.784144182666233	NHLH1	1	160336994
cg12529801	0.011031983233359	C16orf72	16	9184705
cg12530021	0.0996051620724598	SIGLEC12	19	52004630
cg12530080	0.647940920779342	CDH12;PMCHL1	5	22141639
cg12530270	0.944216662658475	DCST1;DCST2	1	155005172
cg12531003	0.0159787646580709	ZNF580	19	56152621
cg12531542	0.57315875681582	MOGAT2	11	75429059
cg12532169	0.586656929957105	NDN	15	23932370
cg12532477	0.685000647155028	CHST6	16	75529504
cg12532500	0.04190076217449	STARD13	13	33859636
cg12532667	NA	EMCN	4	101440020
cg12533010	0.0333469760507476	PSMA3	14	58711667
cg12533335	0.0269577851028526	TAF1C	16	84220778
cg12534466	0.0257186706493348	SLC25A38	3	39424767
cg12535715	0.242147498385034	HTRA4	8	38831693
cg12536534	0.447503829496484	IKBKG;G6PD	X	153774863
cg12537796	0.824347878516281		X	106515818
cg12539975	0.168214668065717	PRDM12	9	133539583
cg12541591	0.0252603376279753	TGFBR2	3	30648096
cg12542281	0.065995772191541	N4BP2L2	13	33113069
cg12542604	0.0624452831327094	ANKS1A;TAF11	6	34856704
cg12543649	0.0180794065720663	THBS3	1	155176868
cg12547930	0.098077910075675	WFDC6	20	44168753
cg12548064	0.0169345198698474	ANKRD46	8	101571911
cg12548454	0.0281733009548776	PSAT1	9	80911457
cg12549513	0.233476231032433	BEX2	X	102565951
cg12552392	0.407168401020765	NA	NA	0
cg12554476	0.124157733445759	GP2	16	20338808
cg12554573	0.715737891699749	PARP3;RRP9	3	51976667
cg12554819	0.0173493625757076	REV1	2	100106981
cg12554857	0.842447838368255	HPGDS	4	95264019
cg12555334	0.567582688180472	CCT6A;PSPH	7	56120290
cg12555907	0.714901905949689	MBP	18	74845422
cg12556134	0.430508752416734	TGIF2	20	35201610
cg12556325	0.880936338318356	C7orf29;LRRC61	7	150026731
cg12556991	0.0134581291153325	RPL27	17	41150487
cg12558519	0.0213742084531269	KLHL26	19	18748017
cg12558957	0.0187268105561914	NA	NA	0
cg12559031	0.0181650642483966	DLX4	17	48046365
cg12561748	0.0198130229578936	ZKSCAN4	6	28220091
cg12562500	0.0150116015839468	CLPP	19	6361639
cg12563178	0.0119787604824456	PLXDC2	10	20105641
cg12563480	0.0207224088934717	SNX11	17	46184629
cg12564453	0.880102522386335	CETP	16	56995840
cg12564962	0.93753979903774	DSCR6	21	38377938
cg12566415	0.937217442058065	LHB	19	49519613
cg12567315	0.0178083689324648	TSPAN13	7	16793634
cg12568776	0.0112997536444242	EPB41L4B	9	112083456
cg12569173	NA	FAM104A;C17orf80	17	71227752
cg12569516	0.0157198432756686	TRPS1	8	116681193
cg12570787	0.0369127241425198	SDHA;CCDC127	5	219185
cg12571423	0.355258456325647	CCNA1	13	37006748
cg12572011	0.0131442922607012	UBE3A	15	25684085
cg12572278	0.048331141428144	OAF	11	120081259
cg12572545	0.0240655059898865	SC4MOL	4	166248219
cg12572827	0.939540251897983	PDE6H	12	15125509
cg12572939	0.585731009630795	NA	NA	0
cg12573766	0.0200657192284512	SNORD15A;RPS3	11	75110826
cg12575181	0.462682205717597	PIGH	14	68067658
cg12575751	0.0131479004682924	NUCB2	11	17297984
cg12576145	0.447128855019006	AMMECR1	X	109560751
cg12576700	0.021159980132522	CDK5RAP2	9	123342680
cg12576844	0.857844535998207		5	132207512
cg12577610	0.0133070312961347	SMARCD2	17	61920423
cg12578166	0.550766399743873	KCNQ1	11	2466909
cg12578480	0.0295449855840393	MSRB2	10	23384902
cg12581035	0.0101248546879249	PHC1	12	9067477
cg12582008	0.900299612807783	OLFM4	13	53603286
cg12582366	0.062028696861542	NA	NA	0
cg12582959	0.120332943304961	CCDC106	19	56159199
cg12582965	0.977014973473364	ATP10A	15	25972328
cg12583908	0.0441396163273215	RFC4	3	186524777
cg12584034	0.0513238643188703	NA	NA	0
cg12584718	0.669394306820474	MEPCE	7	100028402
cg12584889	0.519544634657573	NXF3	X	102347925
cg12585282	NA	PABPC4	1	40042727
cg12585943	0.139655361802142	PPT2	6	32121368
cg12586262	0.0293082680917138	ZNF160	19	53606654
cg12588299	0.768511476838852	GPR31	6	167571803
cg12588301	0.403213150447449	CRCT1	1	152487335
cg12588476	0.0248070702544307	ZSCAN21	7	99647494
cg12589433	0.107125996471622	AR	X	66765978
cg12591323	0.962359889719702	SMARCAL1	2	217278609
cg12592463	0.0227137762346377	C1orf63	1	25574236
cg12592716	0.0246982203459918	CUL1	7	148395181
cg12592779	NA	ZNF12	7	6745725
cg12593411	NA	ANGPTL6	19	10213722
cg12594641	0.019574499689732	NA	NA	0
cg12598178	0.982275174189595	UTS2R	17	80332278
cg12598198	0.86454847741065	HSPB2	11	111784386
cg12598364	0.0163778365623172	GCAT	22	38203677
cg12598575	0.00970080934233985	BOD1	5	173043653
cg12599000	0.805939504880382	NA	NA	0
cg12600197	NA	NEIL1	15	75639339
cg12601757	0.836204464764664	ST6GALNAC3	1	76540465
cg12601987	0.0196205630287519	RASD1	17	17399718
cg12603043	0.0128858317310854	EHD2	19	48216450
cg12603560	0.171380563763944	TNKS1BP1	11	57090070
cg12604192	NA	KCNA10	1	111062127
cg12605747	NA	RPL4;ZWILCH	15	66798443
cg12609467	0.0299736405341908	DAG1	3	49508289
cg12610070	0.0225515408922644	TSPAN15	10	71211762
cg12610744	0.176884875477366	KRT4	12	53208762
cg12611860	0.680058521179941	PIK3C2A	11	17191617
cg12612336	0.0116668373512937	PRPSAP1	17	74350433
cg12613344	NA	NR1H3	11	47280305
cg12613383	0.108038731963376	PLD5	1	242688681
cg12614105	0.563066127968549	NPY	7	24324435
cg12616277	0.0384993628417053	ESYT3	3	138153763
cg12616487	0.816778821984638	ROM1;EML3	11	62379063
cg12618251	0.033394249779256	FZD7	2	202899058
cg12619162	0.92900841209761	FXYD4	10	43867155
cg12619509	0.863771233599771	DNASE1L2	16	2286601
cg12620111	0.0227855766986688	ZNF70	22	24093496
cg12620499	0.0339716623312858	MREG	2	216877984
cg12621514	0.0423765124282114	DKK1	10	54073047
cg12622273	0.823184250889524	LGI4	19	35625496
cg12622986	0.161346183190635	BARHL1	9	135458173
cg12623088	0.0377972948986327	DIS3L	15	66585521
cg12624523	0.833958159609479	GPLD1	6	24489770
cg12624641	0.115867090820565	C14orf143	14	90420569
cg12626085	0.0151296713923121	UEVLD	11	18610074
cg12626411	0.0968925102433519	PRG4;MIR548F1	1	186265765
cg12627583	0.714555110886252	AOX1	2	201450731
cg12628062	0.0163410372953607	PSMC3IP	17	40729398
cg12628956	0.0151218768302795	RFESD	5	94982685
cg12629083	0.0130407752357682	SENP1;PFKM	12	48499284
cg12629244	0.13204890347532	FAM20B	1	178994355
cg12629325	0.0297472398781792	PCDHAC1;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHA3	5	140306458
cg12629515	NA	HIST1H3J;HIST1H2BO	6	27859811
cg12631737	0.0501667856074461	FUT4	11	94277190
cg12635664	0.0445087098571031	SAR1A	10	71930586
cg12638745	0.844907736700702	SH3BGR;LCA5L	21	40816464
cg12639234	NA	NAT2	8	18248964
cg12640109	0.204520487161831	ASRGL1	11	62104720
cg12641660	0.0303423938508069	TTF2	1	117602129
cg12643449	0.73905923365269	IFRD1	7	112062338
cg12643877	NA	ARHGAP27	17	43502145
cg12644353	0.0340624432222026	ACTR3	2	114647787
cg12645220	0.022493683564562	PAK7	20	9819272
cg12645567	0.0132574547958189	NA	NA	0
cg12645742	NA	SMAD6	15	66994830
cg12646585	0.0174746965058166	WDYHV1	8	124429417
cg12647320	0.908291073017625	POGZ	1	151433222
cg12647587	0.762444940649791	C10orf129	10	96954252
cg12647643	0.0275450527829733	PTPN13	4	87515184
cg12648263	0.012696578982822	PIGH	14	68067090
cg12648583	0.0234140377035351	KIAA1712;FBXO8	4	175205248
cg12650011	0.0173430661997942	TSPAN12	7	120498280
cg12650635	0.797373515050707	AQP2	12	50344463
cg12650780	0.3924904093951	SH3BGRL;HMGN5	X	80458049
cg12650926	0.0202858512189103	ITPR3	6	33589118
cg12651014	0.0297193668818196	CCDC7	10	32735292
cg12653105	0.47403018943425	PLP2	X	49028299
cg12654845	0.72180950069718	CLDN2	X	106163009
cg12657853	0.018105622045282	HSF2	6	122720929
cg12658552	NA	SFRS2IP	12	46323656
cg12658982	0.0169303667041492	PRR15	7	29603541
cg12661229	0.0141943292099444	C3orf54	3	49840147
cg12661964	0.949291353444742	IFI35	17	41157777
cg12662162	0.0513734287899603	C6orf106	6	34664887
cg12663253	0.872872618613549	PIK3R1	5	67522532
cg12667808	0.0126978833085794	NA	NA	0
cg12671744	0.144760674684574	FAAH	1	46859774
cg12674192	0.0298771978194965	MAK16	8	33342777
cg12675800	0.019092133647239	TRAPPC6B	14	39639447
cg12676081	0.0481367836331704	RIOK2	5	96518721
cg12680071	0.0208647790628845	COX6B1	19	36139062
cg12680609	0.87318168748278	NA	NA	0
cg12681402	0.238450522621495	RPH3A	12	113229989
cg12682367	0.55107232639761		13	24523698
cg12683641	0.885367364845535	KLK14	19	51587102
cg12683929	0.189786397365024	BLOC1S1	12	56109593
cg12684360	0.0315512370999583	KPNA3	13	50367057
cg12685200	0.0109216230396424	LGMN	14	93214923
cg12685753	0.0680747496681837	TEKT1	17	6735539
cg12686016	0.556551670465849	HOXA1	7	27135477
cg12686915	0.0218352556596025	EIF3H	8	117768332
cg12687215	0.577272121394939	FAM50A	X	153672898
cg12687463	NA	CFHR1	1	196787850
cg12687922	0.0208250059486103	PPM1J	1	113257872
cg12687990	0.0999292602684635	PTENP1	9	33677449
cg12688043	0.0347454419449706	MAP4	3	48129944
cg12688215	0.00957641904917138	TXNDC12;KTI12	1	52499228
cg12688670	0.0282614210458013	KIF22	16	29801602
cg12689375	0.0137146094220106	DDX3X	X	41192164
cg12689475	0.0193553044747393	RPUSD1;CHTF18	16	837842
cg12691219	0.0999220360924428	ARMCX3	X	100878134
cg12691366	0.00828335046057052	HSPC159	2	64681733
cg12693135	0.0109313585160816	ARL16;HGS	17	79651124
cg12693634	0.107002215010215	SGMS1	10	52384065
cg12694555	0.844883750970259	NA	NA	0
cg12694870	0.869996896602189	HPD	12	122296680
cg12696750	0.040161137170329	DNALI1	1	38022466
cg12697789	0.0494952108201127	TLR3	4	186990425
cg12699145	NA	TMC7	16	18995637
cg12699371	0.233291982847316	GALR1	18	74961424
cg12701101	0.0186912200963326	NA	NA	0
cg12701576	0.0144175888584658	PEX19	1	160254608
cg12703269	0.903203401594145	PSTPIP1	15	77286232
cg12706983	0.0387696709070018	ZSCAN16	6	28092239
cg12707233	0.675356978810428	WNK3	X	54384964
cg12707353	NA	ACOX3	4	8440629
cg12709412	NA	C18orf8	18	21083001
cg12711530	NA	BMP10	2	69099285
cg12711814	0.0181313643911942	ENO1	1	8939529
cg12712746	0.0160334747343999	SAMM50	22	44351370
cg12716838	0.0182099098593848	B3GALNT1	3	160823255
cg12717203	0.0870889876287002	ZNF718	4	124342
cg12717594	0.77729716282456	RECK	9	36037454
cg12717668	0.0529873980133737	ZNF655	7	99156195
cg12718440	0.0375338748500495	MORN4	10	99393576
cg12718562	0.580634683277645	NA	NA	0
cg12719235	0.0812918191799897	POLR2E	19	1095626
cg12721546	0.0120786725209914	BCLAF1	6	136611096
cg12722998	0.0233564733859327	CUL4A;PCID2	13	113862943
cg12723191	0.718354792488911	PDC;MIR548F1	1	186429967
cg12723809	0.0214872082822223	C4orf36	4	87813066
cg12724357	0.0200839885369287	SYT12	11	66790285
cg12724466	0.481930103811727	ASB11	X	15333584
cg12724827	0.768184910752946	CENPI	X	100355703
cg12726576	0.696169401465622	NA	NA	0
cg12727374	0.0118941761712828	MAP6D1	3	183542914
cg12727795	0.836776283500703	PDGFRB	5	149535695
cg12728032	0.0671858063266374	ELF5	11	34535357
cg12728629	0.490428810169702	NA	NA	0
cg12729048	0.0105537572366507	TUFT1	1	151513198
cg12729059	0.0152722421162164	NA	NA	0
cg12730381	0.163700772249439	YWHAG	7	75988212
cg12730424	0.0269951565369024	BTBD7;KIAA1409	14	93799109
cg12731488	0.598239869328815	SYTL5	X	37893211
cg12732155	0.81906100559364	LAPTM5	1	31230601
cg12732953	0.386598027876308	FMR1NB	X	147062547
cg12733079	0.0233908259729469	DOCK4;ZNF277	7	111845182
cg12733430	0.0316731641111128	KLHL8	4	88141939
cg12736438	0.0194737773719472	RAB20	13	111214457
cg12737574	0.0656512016048415	CATSPER2P1;PDIA3	15	44038332
cg12737801	0.0158531195065333	TCEA1	8	54934346
cg12738007	0.00954745271741586	MRPL16	11	59578167
cg12738197	0.154952216714355	ZNF572	8	125985883
cg12739034	0.0148942109615793	PTGER3	1	71513626
cg12739647	0.0119454170562771	SFT2D2	1	168195558
cg12741420	0.556920489506993	IRF4	6	392131
cg12741488	0.0192404769409373	FLYWCH2	16	2933841
cg12743398	0.175206118680801	SULT1A2	16	28609531
cg12743894	0.00768521665820227	C11orf46	11	30344937
cg12744185	0.0270651264100829	PCTP	17	53828387
cg12745769	0.0132490915027586	ZNF493	19	21579993
cg12748258	0.0169873937874294	HR	8	21988173
cg12748926	NA	PLD3;C19orf47	19	40854020
cg12753358	0.0721349055244872	EFNB1	X	68047716
cg12753858	0.41453659756224	C15orf55	15	34637869
cg12754733	0.0168247751027886	C19orf39	19	11485436
cg12754854	0.917801443733716	PHYHD1	9	131682859
cg12757143	NA	WDR85	9	140473704
cg12757684	0.650214341706786	PLAGL1;HYMAI	6	144329485
cg12758687	0.640048198858593	DRD2	11	113346327
cg12759554	0.237172283276687	NAP1L5;HERC3	4	89618637
cg12762680	0.0457544082706761	PSMB9;TAP1	6	32822346
cg12762799	0.75447724711882	CLEC4E	12	8693542
cg12763546	0.512016442858416	ZNF232	17	5027051
cg12766348	0.0204415196442029	CLK4	5	178054039
cg12768605	0.666509968722859	LYPD5	19	44324951
cg12770741	0.618917567540087	NXN	17	883776
cg12771281	0.00727762984825465	SLC38A6;TRMT5	14	61447816
cg12774845	0.0433399575925493	C14orf45;ENTPD5	14	74486312
cg12775479	0.957047437752379	IGSF10	3	151176684
cg12775613	0.912792361543251	HTR1F	3	88040034
cg12776163	0.0276801621523094	SEPT7	7	35840706
cg12780286	0.0227374894716243	IQCB1;EAF2	3	121553586
cg12780322	0.0178714831868167	SRP72	4	57334163
cg12781218	0.0313871108348663	C7orf31	7	25219610
cg12781395	0.0274363230376245	C14orf178;SNW1	14	78227701
cg12781568	0.929052728105222	WT1	11	32452038
cg12782180	0.868557967995253	LEP	7	127880932
cg12783573	0.0243375640170868	ZUFSP	6	116989975
cg12783640	0.016239637763899	ABCC5	3	183735660
cg12783776	0.505675491924976	SERPING1	11	57365948
cg12784172	0.922098668059026	TUBGCP4;ZSCAN29	15	43661957
cg12785087	0.0138944006815997	NAA40	11	63705946
cg12785675	0.0382040021046002	ARMC2	6	109169698
cg12785689	0.0326050487149707	EIF6	20	33872408
cg12787624	0.0117348848905139	LIMA1	12	50677281
cg12788061	0.0162463678186856	TIGD3	11	65122441
cg12788313	0.842953129547429	NA	NA	0
cg12788467	0.525640616288752	HNF1B	17	36105335
cg12788471	0.0103188677627411	ARPC5L	9	127630977
cg12789833	NA	FBXO22	15	76195876
cg12790134	0.0179244167936058	VCPIP1	8	67578787
cg12791465	0.699246483184912	NA	NA	0
cg12791554	0.863921455419403	PRR4;TAS2R20;PRH1	12	11151622
cg12792011	0.0141746145121806	ZNF329	19	58661915
cg12792157	0.0108702919829346	MYCBP	1	39339004
cg12792366	0.0178668032601419	LRRFIP2	3	37217087
cg12792367	0.423041735905718	TFR2	7	100238750
cg12793610	0.877911020458713	TRIM2	4	154125637
cg12795208	0.892460090922463	KRT6B	12	52845938
cg12796229	0.0269734460034096	SLMO1	18	12408045
cg12797788	0.0123133236036275	CENPT;NUTF2	16	67881270
cg12799265	NA	LEPRE1;C1orf50	1	43231483
cg12799835	0.0806090458297234	FAAH2	X	57313034
cg12799895	0.753564747840497	NA	NA	0
cg12800028	0.0684873358078094	GPR6	6	110300146
cg12800145	NA	GPRC5D	12	13103655
cg12802819	0.0220024116044629	DDX25;PUS3	11	125773242
cg12803724	0.0125548410617286	FAM164A	8	79578360
cg12804976	0.0156845145267832	NA	NA	0
cg12806381	0.0241752529434072	PIGV	1	27114177
cg12806521	0.0256193637196452	NOP2	12	6677729
cg12808992	0.0257675091278269	ULBP2	6	150263354
cg12809314	0.0597806486175544	ZNF445	3	44518785
cg12810190	0.012328004521399	ZNF740;CSAD	12	53574537
cg12810837	0.833269926543058	CLEC2D	12	9822287
cg12811135	0.914438903861429	C2orf51	2	88824472
cg12813792	NA	C20orf85	20	56725695
cg12813797	0.890719918567958	TAAR6	6	132891505
cg12813922	0.0170776307278059	RAB3GAP1	2	135809940
cg12814525	0.011340291854065	MDC1	6	30685250
cg12815142	0.514076820108614	CAMTA2;SPAG7	17	4872603
cg12815841	NA	LHPP	10	126150822
cg12815916	0.971189132403277	PTPN18	2	131114432
cg12818699	0.536462592632925	FAM65B	6	24877582
cg12819826	0.354394308069117	PPAN;PPAN-P2RY11	19	10216676
cg12820481	0.0248302432931206	NEK2	1	211848760
cg12820608	0.0263714941516703	RARG	12	53626390
cg12821045	0.0116736628233157	ZNF573	19	38270280
cg12821724	0.313599907107398	SLC23A2	20	4990320
cg12823748	0.0310219186031704	USP15	12	62654080
cg12825252	0.0108563328016634	CCDC142;TTC31	2	74710227
cg12827188	0.658276525877604	FGA	4	155511987
cg12827555	0.498104012373172	VSX2	14	74706031
cg12830694	NA	PPP1R14A	19	38747796
cg12830829	0.0161804481367784	TMX1	14	51707081
cg12832565	0.889283603710063	CD160	1	145715672
cg12832649	0.0344800179381704	SPOCK1	5	136834863
cg12833011	0.274471159187728	KCNIP1	5	169930535
cg12833508	NA	AP1S3	2	224701802
cg12833720	NA	BCL3	19	45251551
cg12835684	0.0638161759803072	MFSD5	12	53645647
