Hybridization REF	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05	TCGA-A2-A0CU-01A-12D-A032-05
cg15774133	0.0308789510512544	NA	NA	0
cg15774153	0.0630177495533836	FGF19	11	69518773
cg15774283	0.571814426964102	NA	NA	0
cg15774495	0.119586030522409	GRB10	7	50861549
cg15775914	0.909700919078598	CHML;OPN3	1	241799084
cg15776355	0.128734780124876	C1R	12	7245890
cg15777570	0.862436883199425	CCL27	9	34662951
cg15777781	0.513615031131888	CUGBP2	10	11047271
cg15778232	0.585743864139677	PHB2;EMG1	12	7081145
cg15778350	0.0179583267162196	NUF2	1	163291775
cg15779381	0.0332349482216868	N4BP2L2	13	33112842
cg15779716	0.463011374622588	CDCP1	3	45188208
cg15780361	0.789018815770854	ALS2CR11	2	202484098
cg15780578	0.793178179628369	SPATA20	17	48624416
cg15780888	0.0355254253478545	PICK1	22	38453087
cg15781316	0.018480766861493	SHFM1	7	96339267
cg15781625	0.020343316116804	UCK2	1	165796654
cg15781794	0.0486264978338031	CHCHD1	10	75541867
cg15781838	0.840382627396218	LIMS2	2	128422717
cg15782391	NA	ACPT	19	51293367
cg15783027	0.163379920628261	NFKBIL2	8	145669353
cg15783800	0.804684277953263	ALPK2	18	56246997
cg15784332	0.140925168060186	COMP	19	18902172
cg15784615	0.195047720834859	LTBR	12	6493767
cg15785580	0.0155732560994185	BCKDK	16	31119650
cg15785720	0.0318442972469242	C9orf140	9	139964984
cg15786541	0.0225441683540353	PVRL3	3	110791063
cg15786837	0.428832116383981	HOXB13	17	46806935
cg15786879	0.0232788106748903	DNAH3;TMEM159	16	21169615
cg15787039	0.506419145575292	SCG5	15	32934185
cg15789095	0.721288398081461	SPOCD1	1	32281466
cg15790852	0.0685619488975507	CNOT6	5	179921704
cg15791248	0.828395501669482	FGFR1	8	38326730
cg15792367	NA	KLK11	19	51531484
cg15792688	0.0463561243599773	ZNF718	4	124693
cg15796682	0.0430228909597134	RNH1	11	506809
cg15796819	NA	ALDH3A1	17	19651190
cg15796941	0.0466525763112538	BTBD11	12	107711872
cg15796978	0.0412172010070094	LHCGR	2	48982509
cg15797414	0.0379984430078274	HIST1H3B	6	26032407
cg15798153	0.733879118142682	CDK14	7	90338861
cg15798455	0.350898833796211	PROK2	3	71833907
cg15798530	0.918307741722151	TRPC3	4	122855216
cg15799267	0.206784686703125	ALOX15B	17	7942406
cg15799959	NA	ZNF248	10	38146444
cg15800421	0.0495904211346397	CNTNAP1;CCR10	17	40834743
cg15801967	0.0214335403342095	NHP2L1	22	42084706
cg15802192	0.0152527899415505	NA	NA	0
cg15802323	0.0351706430872391	ARF5	7	127228142
cg15802898	0.121827798553398	FOXE1	9	100615201
cg15804118	0.0137402858159541	DPM3	1	155112702
cg15804973	0.175515423785649	MAP3K5	6	137114513
cg15806518	0.0210329660438524	PSMB7	9	127177817
cg15808558	0.0192711055727427	EPHA4	2	222437611
cg15809230	0.0152990479400177	SIN3A	15	75743753
cg15810326	0.0256272932871618	PRMT10	4	148605127
cg15810744	0.0191883157851139	CORO1B	11	67211300
cg15811235	0.0196889564223743	PFAS;C17orf68	17	8152823
cg15811427	0.719042269057115	FPR1	19	52254222
cg15812071	0.943229121975077	NA	NA	0
cg15812873	0.0186343762780257	SULT1A1	16	28635015
cg15812957	0.202504767874882	NA	NA	0
cg15814508	0.818977158787856	P2RY14;MED12L	3	150996078
cg15815016	0.0180395058028779	NOD1	7	30518667
cg15815843	0.837701717283052	MFAP5	12	8815308
cg15816080	0.0205061796378007	TPST1	7	65670215
cg15817236	0.0648254360162147	ALX4	11	44331362
cg15818800	0.0121435722885407	DNAJC1	10	22292583
cg15819171	0.0225986231979665	EFCAB6	22	44208535
cg15819333	0.25160081951698	COX4NB;COX4I1	16	85832091
cg15819853	0.0266970652543926	MFHAS1	8	8750517
cg15820189	0.021248549978734	RECQL5;SAP30BP	17	73663551
cg15820809	0.0404387992921425	BIK	22	43507369
cg15820955	NA	HDAC7	12	48192939
cg15821095	0.747809621659161	RBM15B	3	51428079
cg15822346	0.0830901582081718	SLC16A10	6	111408761
cg15822411	0.577310042224296	CCDC83	11	85566560
cg15823100	0.82362519304253	PISD	22	32027580
cg15824056	0.228183530946712	SYNJ2	6	158402261
cg15824080	0.0269282376430737	TAF15	17	34137105
cg15824705	0.0152642871631382	BCAR1	16	75285087
cg15824968	0.0174758864517041	AP1G1	16	71842778
cg15827031	0.261911477979064	NUP155	5	37371628
cg15827295	0.0152100519909575	LYSMD1;SCNM1	1	151138583
cg15830940	0.461458647916697	SMARCAL1	2	217278069
cg15831452	0.0160859894417197	PRPSAP2	17	18761345
cg15831515	0.908249180399299	NA	NA	0
cg15832292	0.0205302321265397	MANEA	6	96025679
cg15832436	0.0271229324561815	PACRG;PARK2	6	163148290
cg15834294	0.0420510456336745	GSPT1	16	12009842
cg15835232	NA	HLF	17	53343075
cg15835825	0.0140564311559332	HTR5A	7	154862030
cg15836394	0.0189188933457389	FDFT1	8	11659832
cg15836660	0.169567044555939	EDNRB	13	78493128
cg15836722	0.775443913484872	IL1B	2	113593785
cg15837252	NA	GSC2	22	19138822
cg15839448	0.507740803649219	SFRP1	8	41166530
cg15840658	0.0445240806497796	APBA1	9	72287152
cg15840985	0.206904418794637	ZNF860;OSBPL10	3	32023475
cg15841415	0.106015370817066	SLC1A3	5	36606520
cg15842276	0.659129960188975	MTNR1B	11	92702648
cg15842400	0.0132265106537805	ATP5J;GABPA	21	27107004
cg15842430	0.844143360622984	FAM12B	14	21237111
cg15842483	0.0238027760687787	NA	NA	0
cg15842884	0.0147366574237184	RP5-1022P6.2	20	5591925
cg15843217	0.0534862526460734	PCGF3	4	699224
cg15843823	0.656415066545189	NA	NA	0
cg15844609	0.0386388321396957	YIF1B	19	38806846
cg15846641	0.02686409334864	FOXN2	2	48541264
cg15846718	0.0472556587966844	COX7A2	6	75953307
cg15847988	NA	PLSCR2	3	146213845
cg15851800	0.0167283342059184	PRRC1	5	126853405
cg15852879	0.0178791182245052	ASB6	9	132404411
cg15852891	0.145902095341821	OTP	5	76934946
cg15853125	0.0282303810145857	TIAM1	21	32932267
cg15853374	0.0198442473345183	EIF3L	22	38245447
cg15854296	0.0287010235663014	PCNXL3;MAP3K11	11	65382529
cg15856055	NA	TUBGCP2;ZNF511	10	135121295
cg15857475	0.0163349020381914	RECQL4;LRRC14	8	145742913
cg15860839	0.141924038972803	SNAPC1	14	62229330
cg15861540	0.0129602771807273	TBXA2R	19	3606463
cg15862544	0.870605300215028	MEGF8	19	42840403
cg15863254	0.0582595052392303	ACBD3	1	226374036
cg15864184	0.128289442574722	PTPN1	20	49126874
cg15865742	NA	FKBP15;SLC31A1	9	115984268
cg15868151	0.0268825514534349	ABCC4	13	95953505
cg15868302	0.321253735842222	NA	NA	0
cg15869022	0.600417740959714	GPR17;LIMS2	2	128404486
cg15869642	0.718899289643071		16	49326109
cg15870225	0.964533252238943	NA	NA	0
cg15872103	0.0380723850019846	SLC35F5	2	114513914
cg15873301	0.497418468593898	SYN2	3	12045459
cg15873633	0.0445432685311248	ZNF37A	10	38383098
cg15873715	0.022699617912352	DAB2	5	39425138
cg15875120	0.0273079667282101	FAM188A	10	15902605
cg15875314	0.787827393275831	NA	NA	0
cg15876417	0.0850983844583025	ABCD2	12	40014132
cg15877314	0.0186055118469787	GNAI2	3	50273895
cg15878317	0.023797949499602	NMNAT3	3	139396782
cg15879316	0.107631622858934	CELSR1	22	46934089
cg15880738	0.795605995174837	CD3G	11	118215112
cg15881088	0.0239472870202827	MANF	3	51422374
cg15881727	0.026481693761106	ZBED4	22	50248142
cg15882999	0.0203032778966029	P4HB	17	79818726
cg15883716	0.290540514579967	ANKRD45	1	173638701
cg15883761	0.0162750802079085	MUS81	11	65627811
cg15884411	0.0153695556021577	CIAO1;TMEM127	2	96932403
cg15885734	0.951316471431891	CTU1	19	51607958
cg15887846	0.270328774396113	CST6	11	65779192
cg15888522	0.933686533540136	XCR1	3	46068932
cg15890111	0.0162202970220853	ABAT	16	8768700
cg15890484	0.08378527059979	DYNC2LI1	2	44001411
cg15893253	NA	CSTB	21	45195739
cg15894661	0.0160605348031658	ACCS	11	44088124
cg15895197	0.594268983762159	EMILIN1	2	27301490
cg15895359	0.252901282398703	EFNB1	X	68048613
cg15896447	0.927805769234131	MDP1;CHMP4A	14	24683287
cg15897310	0.0505710103750113	CTGF	6	132272560
cg15898840	0.0302909605208455	IGFBP3	7	45960834
cg15900519	NA	RPL32	3	12883503
cg15900980	0.0240274127213632	GPX1	3	49395991
cg15901783	0.299128435974141	KCTD12	13	77461426
cg15903282	0.218453252184159	EPHB1	3	134513690
cg15903395	0.844678019030828	C2orf51	2	88824153
cg15903421	0.0160875618707011	DFNB31	9	117267460
cg15903837	0.935359118989564	P2RY6	11	72974996
cg15905124	NA		5	72464325
cg15905634	NA	TAS2R60	7	143140053
cg15905979	0.757742729290029	ST18	8	53322321
cg15910079	0.449198187734555	NA	NA	0
cg15910208	0.027250146759507	KLK10	19	51522588
cg15910230	NA	C20orf7;ESF1	20	13764331
cg15911500	0.0108224733617182	ERCC1	19	45927257
cg15912427	NA	ABCD4	14	74769201
cg15913671	0.419853357893166	TMEM105	17	79304420
cg15914863	0.85863243707786	CYP2W1	7	1022675
cg15915418	0.572301982922579	NA	NA	0
cg15916061	NA	SLC17A4	6	25754219
cg15916628	0.19689837269948	ZNF579	19	56092834
cg15918284	0.102820165381967	GABRA2	4	46392657
cg15919045	0.0106262223184833	NFIL3	9	94186882
cg15920202	0.0203169065820583	RMND5A	2	86946868
cg15923513	NA	CD302	2	160654168
cg15925792	NA	MX1	21	42798131
cg15926557	0.941712132400151	KATNA1	6	149959609
cg15926585	0.397870221624895	COMT;TXNRD2	22	19928445
cg15927263	0.0177296687931687	PLEKHJ1;SF3A2	19	2236466
cg15928132	0.288973789844391	CCKAR	4	26492378
cg15928398	NA	ST6GAL1	3	186647950
cg15928446	0.021664602648033	PRR14	16	30661850
cg15929201	0.0230052257942682	RNASEN;C5orf22	5	31531945
cg15931943	0.0132447162004232	FHIT	3	61236909
cg15932716	0.027961521629683	GDF11	12	56137323
cg15933546	0.969607108350823	DNAH8	6	38690854
cg15936718	NA	GAS8	16	90088801
cg15937081	0.0474646585090893	C14orf106	14	45722043
cg15937958	0.955560164725675	CXCL17	19	42947133
cg15940569	0.165270910743674	GABRB3	15	27019356
cg15942481	0.0274496534194425	GLIPR1L2	12	75785230
cg15942562	0.829550326261652	CDCA3	12	6959471
cg15944762	0.0177735090007529	SPAG9	17	49197820
cg15944856	NA	C2orf66	2	197676146
cg15945417	0.0119967499779501	LLGL1	17	18129026
cg15945602	0.837492147789793	NA	NA	0
cg15945754	0.919111710587045	C6orf204	6	118973695
cg15945769	0.0203694061325472	HHAT	1	210502792
cg15946545	0.0334197010012864	MRPS31	13	41345183
cg15946807	NA	GADL1	3	30893229
cg15947959	0.0403112615855893	ERGIC1	5	172261155
cg15948326	0.0156024070361279	KCNJ5;C11orf45	11	128775691
cg15949277	0.0267371400451313	ZC3H12A	1	37939724
cg15951107	0.024918205893793	BAX	19	49458367
cg15952487	0.174446879174519	CD1B	1	158300733
cg15952725	0.927166755905667	CELA2A	1	15783190
cg15954792	NA	CNGA3	2	98986971
cg15955341	0.0162841297467227	GSTM4	1	110198890
cg15957394	0.0247928128890878	AFAP1	4	7941823
cg15958424	NA	ACPP	3	132036067
cg15959756	0.100064911062653	SPAST	2	32289083
cg15963417	0.0202973551059071	PAH	12	103311300
cg15963971	0.0318729792844337	NA	NA	0
cg15965055	0.0259578325951442	ILDR2	1	166945157
cg15965510	NA	BTAF1	10	93683985
cg15965913	0.0288344928403311	PPPDE1	1	244816200
cg15966253	0.0198805069316826	UBE2E1	3	23847480
cg15966757	0.580835590477746	SLC6A13	12	372259
cg15967525	0.571385190457626	RBM47	4	40517938
cg15970621	0.0135581608246	PHKG2	16	30760244
cg15971505	NA	C6orf203	6	107349930
cg15971836	0.0231773142627592	CCDC88A	2	55647419
cg15972294	0.0258510941096598	GNAI2	3	50273096
cg15972617	0.0415431312811286	GM2A	5	150632662
cg15973234	0.037779384293607	KIAA1199	15	81072152
cg15974053	0.0766294382504525	HSD17B14	19	49339789
cg15974062	0.0714523814232322	COPS7A	12	6833012
cg15975283	NA	SLC9A11	1	173571345
cg15976539	0.85138491752291	C18orf16;AQP4	18	24445318
cg15977272	0.67318397147389	EFNB1	X	68048909
cg15977278	0.0269112674342516	NT5DC3	12	104234975
cg15977816	0.0578914881027016	KCNN4	19	44285297
cg15979098	0.0237132237668535	ZNF615	19	52511370
cg15979932	0.222432849018246	CUEDC1	17	55980107
cg15980408	0.0503700198690653	NA	NA	0
cg15981265	0.0191067168173494	KLHL32	6	97372856
cg15981554	0.551146765500878	CGB2;SNAR-G2	19	49535338
cg15981753	0.467085032948018	NA	NA	0
cg15982308	0.0186701488111659	RNF5P1;RNF5;AGPAT1	6	32145830
cg15982419	0.510842132025519	RALBP1	18	9474707
cg15983005	0.92908931443797	KRT33A	17	39506938
cg15983520	0.756402679219488	GPT	8	145729106
cg15983538	0.323302083353077	SEMA4A	1	156123411
cg15984612	0.0217702589057343	BOP1;HSF1	8	145514624
cg15984661	0.542619315409898	CCDC8	19	46916520
cg15984822	0.158475663589944	CCDC6	10	61665988
cg15988232	0.51744833495154	CSPG5	3	47621127
cg15988792	0.370571847318332	ACSS1	20	25039314
cg15989091	0.413027031593018	LOXL3	2	74780172
cg15990015	0.0342879644972013	DMAP1	1	44679006
cg15991288	0.0136581928991497	WDR47	1	109584447
cg15992730	0.850757833139174	GDF3	12	7848093
cg15993402	0.0125408698569266	CHMP1A;C16orf55	16	89723979
cg15993674	0.0227040412676215	PRNP	20	4667405
cg15994159	0.0227755003790829	RAI1	17	17584505
cg15994781	0.0226585269108452	LNP1;TOMM70A	3	100120402
cg15995002	0.0265007315468272	NA	NA	0
cg15996947	NA	ATP5S;L2HGDH	14	50780115
cg15997411	0.963770704521012	JAK1	1	65352384
cg15998761	0.840217435472318	MFSD6	2	191300784
cg16000832	0.0152059804804966	RCBTB2	13	49106778
cg16000888	0.0173457945883282	RASSF7;C11orf35	11	560951
cg16001460	0.0498941861065593	PRIM2	6	57181802
cg16001913	0.601883489577361	HK1	10	71029644
cg16003238	0.567779260013929	IGDCC3	15	65670876
cg16003500	0.0252349828855252	ADNP	20	49547260
cg16003913	0.489087116014158	MPG	16	127072
cg16004226	0.0357308543081423	B4GALNT4	11	369875
cg16004800	0.0247984379950779	NDUFA9	12	4758496
cg16005224	0.726259840805405	SLC5A8	12	101603174
cg16005443	0.141108259025541	NA	NA	0
cg16007185	0.0104031400866132	TMX1	14	51706820
cg16007628	0.0290242617012479	ZNF207;MIR632	17	30677100
cg16007680	0.0127174356708234	GLI4	8	144349898
cg16008138	0.259262625859677	MARCH10	17	60885892
cg16009558	0.219824763982749	GRIK2	6	101846707
cg16011258	0.0208467237066643	NECAP2	1	16767021
cg16013246	0.019138602338247	SNHG3-RCC1;SNHG3	1	28832468
cg16014085	0.192399640162864	ZNF48	16	30406122
cg16016036	0.948170649425232	TPO	2	1417109
cg16016641	0.0366949201178164	C20orf4	20	34824197
cg16016951	0.0166925615182596	DUT	15	48624163
cg16017358	0.0191887707246115	HAT1	2	172779282
cg16017492	NA	EVPL	17	74022575
cg16019273	0.385236237616592	EIF2C4	1	36273185
cg16019620	0.421074986766002	MEP1A	6	46761090
cg16020904	NA	SPATA20	17	48624201
cg16022279	0.562435632305036	ZNF185	X	152086723
cg16022344	0.0183481692017649	COX5B	2	98262540
cg16025584	0.0539269701228809	C9orf142	9	139887217
cg16026550	0.0203124516083876	SORL1	11	121323544
cg16028753	0.325061940108065	PODN	1	53527435
cg16028934	0.0183345681120451	TP53BP2	1	224034222
cg16029636	0.0163170716974931	NA	NA	0
cg16029760	0.0183315148495371	OSTBETA	15	65341902
cg16029957	0.330041904411202	NA	NA	0
cg16034046	NA	KIAA0182	16	85646474
cg16034652	0.305929552053274	BTBD7;KIAA1409	14	93798309
cg16035277	0.191382383548151	SLC22A18AS;SLC22A18	11	2923264
cg16035531	0.841433918821208		6	155644853
cg16036738	NA	TBPL2	14	55907007
cg16037142	0.0329082639817008	WDR34	9	131419157
cg16040953	0.0368805181970521	KIAA1908;PSMG3	7	1609817
cg16041611	0.136242583148329	SRF	6	43139680
cg16041660	0.0225305797267745	PRICKLE1	12	42983360
cg16042149	0.188237541014447	NEFH	22	29875947
cg16045696	0.523355156164297	NA	NA	0
cg16046376	0.915394853136551	PC	11	66721779
cg16046465	0.0454011831046977	FRMD5	15	44487192
cg16046951	0.0589686931886843	C20orf94;MKKS	20	10414971
cg16047482	0.0156990741182194	WDHD1;SOCS4	14	55493763
cg16049587	0.0709837982450458	NA	NA	0
cg16050349	0.929916467423061	PIK3CB	3	138478129
cg16050784	0.0149149680714466	ASPH	8	62626992
cg16050957	0.00784682709231271	RBBP6	16	24550743
cg16051027	0.0216189916697815	ZNF341	20	32320358
cg16051685	0.829282905302591	TRIM63	1	26394083
cg16052901	0.209214522328767	VPS52;RPS18	6	33240864
cg16054422	NA	SART3	12	108954439
cg16060664	0.0111699555433718	AP3M2	8	42010866
cg16062480	0.0161402886593075	EPRS	1	220219722
cg16063112	0.0540989432681655	C10orf107	10	63423079
cg16063666	0.0397954310365434	TP53TG1;CROT	7	86974833
cg16065186	0.0236190880864021	ERBB2	17	37856663
cg16068780	NA	SBNO1	12	123835423
cg16068833	0.736381363857956	UBXN11;CD52	1	26644515
cg16069236	0.0201408104277768	MRPL39	21	26980353
cg16069910	0.745819979487972	NXNL1	19	17571528
cg16070444	0.0319159086573357	TMEM184B	22	38668323
cg16072030	0.019878774427781	PPP1R15B	1	204381148
cg16072462	0.284980076887716	PF4	4	74847758
cg16075384	0.0219704953832163	C7orf42	7	66386859
cg16075940	NA		6	109557698
cg16076328	0.236301387716144	EPCAM	2	47597118
cg16077929	0.758626297359563	CDKL1	14	50862509
cg16078836	0.0300345411837958	MAP3K13	3	185081374
cg16080552	0.109939283378893	TACSTD2	1	59043199
cg16082125	0.538684819577023	USP11	X	47092560
cg16084788	0.913843038612874	SLC2A7	1	9086146
cg16085042	0.0273993455001279	LOC253724;HSP90B1	12	104323957
cg16087263	NA	PLA2G2F	1	20465218
cg16090392	0.0577780519579354	AFF1	4	87928170
cg16091845	0.0127470276739424	SMARCA5	4	144434637
cg16092786	0.587267746874026	WT1	11	32455735
cg16092956	0.0641236456823322	ACSL1	4	185747098
cg16094520	0.0325085214045921	SHMT1	17	18267123
cg16094954	0.0287209371169802	BCL3	19	45251180
cg16097079	0.0376957582427244	HLA-C	6	31239916
cg16097772	0.747084912503085	LYZ	12	69742232
cg16098170	0.895291745451695	JSRP1	19	2255848
cg16098726	0.896039424976909	GP9	3	128778738
cg16098981	0.421045327838745	TMEM90B	20	24449865
cg16101572	0.0159985713086247	ZNF219;C14orf176	14	21566698
cg16101800	0.651012186311505	PCK1	20	56136569
cg16104446	0.124696925992948	MCM4;PRKDC	8	48873951
cg16106497	0.652477108946602	NA	NA	0
cg16107172	0.905259005617046	SLC27A5	19	59023222
cg16107553	0.0259127567412016	PPP2R5E	14	64010427
cg16108132	0.0362802969189647	ANXA7	10	75174197
cg16109297	0.214083297590982	CDC20	1	43824900
cg16111791	0.0938097340918744	CACNB4	2	152955109
cg16112050	0.54502923757072	ENOSF1	18	713200
cg16112129	0.0400984972533797	DRD1	5	174870968
cg16112157	0.681368121275701	KRT6A	12	52887685
cg16112945	NA	ADAMTS13	9	136285806
cg16114640	0.0582943225062107	THSD1	13	52980000
cg16116363	0.0303604900103146	SH3GLB1	1	87170624
cg16118817	0.416319932521741	FEM1A	19	4792497
cg16119128	NA	C15orf52	15	40630304
cg16119274	0.0281606640224671	MPHOSPH6	16	82204391
cg16120811	0.0180425538101845	WEE1	11	9594484
cg16121444	0.0449321921885628	BLZF1;NME7	1	169337314
cg16122592	0.344857112194604	MAGEB6	X	26210712
cg16124337	0.046274202352279	UBE2J1	6	90062879
cg16124821	0.0179609434424619	ZNF706	8	102218091
cg16125615	NA	CAPS	19	5913035
cg16127845	0.0290197708343643	GPER;C7orf50	7	1126423
cg16127900	0.451514185589542	NA	NA	0
cg16128363	0.970848223300794	DLGAP1	18	3880558
cg16129797	0.0159452434821286	MRPL15	8	55047904
cg16129988	0.0471111316820936	UQCRC1	3	48647215
cg16131766	0.325278104335435	MKRN3	15	23810280
cg16133244	0.842638890061947	C16orf42;GNPTG	16	1400833
cg16137862	0.0541023148587896	BCL2L1	20	30310246
cg16139316	0.943634074687825	S100A9	1	153330758
cg16140179	0.376534582980164	SPERT	13	46275352
cg16141690	0.143086295907904	C14orf119;ACIN1	14	23563715
cg16142218	NA	CHMP7	8	23101221
cg16142977	0.0185066215265828	EEF2	19	3985688
cg16144006	0.978718414782504	NA	NA	0
cg16148270	NA	DIRAS3	1	68516465
cg16148403	0.0172857504491315	SEPSECS	4	25161816
cg16148454	0.942832121641596	TMED6	16	69385606
cg16150435	0.79897467810549	C6orf15	6	31080529
cg16152813	0.0932806981152833	FAM57B	16	30042407
cg16153267	0.884164444113608	RB1	13	48893968
cg16154416	0.147627198359342	RASGRF1	15	79382767
cg16155382	0.0312121147047721	GRHL3	1	24646191
cg16155588	NA	CUL4A;PCID2	13	113861933
cg16155702	0.674613277780883	FGF21	19	49260210
cg16158220	0.395542520982233		2	79383891
cg16158681	0.545928774644933	MT3	16	56623109
cg16158807	0.0437432341942676	WNK2	9	95946891
cg16158874	0.762900772783891	GPR4	19	46095562
cg16159313	0.962641179018554	ACY1	3	52018129
cg16160720	0.0269957486805407	RASA1	5	86563744
cg16161425	0.0282550818141882	MSH3;DHFR	5	79950956
cg16166399	0.0486237894688159	ZBTB45	19	59030753
cg16168311	0.173876755772332	APOA1BP	1	156561947
cg16169604	0.0369959628324935	GPR148	2	131485486
cg16173067	0.509669532036585	SDCBP2	20	1309722
cg16173109	0.477098905723298		2	242945447
cg16174071	NA	ANXA8L2	10	47746195
cg16174234	0.018520087244054	C19orf40;CCDC123	19	33463305
cg16175263	0.389164770400576	TNFRSF10C	8	22960385
cg16175725	0.969022628945731	HNF1A	12	121416796
cg16175792	0.833815994529226	HSD3B1	1	120050104
cg16176301	0.0146023394625738	ST5;C11orf17	11	8933372
cg16176379	0.10191591898182	LPCAT2	16	55543049
cg16176600	0.291561044745635	FRK	6	116381609
cg16177163	NA	MTERFD1;PTDSS1	8	97272787
cg16177830	0.918399651557019	TNFRSF17	16	12059019
cg16178491	0.0254038914608422	SLC5A8	12	101603996
cg16179125	0.0367764701970453	CTSZ	20	57582121
cg16181202	0.0853757088964696	CTSO	4	156875136
cg16182127	NA	SASS6;CCDC76	1	100598516
cg16184930	0.0293573736037181	DICER1;FLJ45244	14	95623699
cg16184943	0.402215404925042	ZNF280B	22	22863293
cg16185365	0.0161011410960114	RNF168	3	196230308
cg16188038	0.0162085608703926	ZNF622	5	16465766
cg16188243	0.0313241292261887	SGTA	19	2783719
cg16189954	0.0163137289263831	HSCB;CHEK2	22	29138267
cg16191009	0.82933046610551	CPNE9	3	9745369
cg16191875	0.428712219832661	NA	NA	0
cg16192029	0.98739664679813	ANKRD7	7	117864674
cg16192575	0.526193607860737	PTPN20B;PTPN20A	10	48828106
cg16192916	0.0289381408603251	PSME4	2	54197794
cg16193203	0.954816596852868	USP54	10	75313138
cg16194715	0.767910466726334	SMAD9	13	37453926
cg16195804	0.0273282837104694	C12orf65	12	123717050
cg16196602	0.0650070634102509	SF3B2	11	65819332
