Hybridization REF	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05	TCGA-E2-A14W-01A-11D-A12E-05
cg15459742	0.0107430011864322	CTNNAL1	9	111775564
cg15459773	0.78294357353753	C1orf124;EXOC8	1	231472445
cg15460516	0.013984004535612	TNFRSF12A	16	3070249
cg15461516	0.129465366826683	CHST1	11	45686369
cg15462232	0.0400952125737991	FOXD3	1	63788184
cg15464148	0.376858095639662	LPAR5	12	6745057
cg15465321	0.863664738764906	NA	NA	0
cg15467148	0.0833974091023868	PCK2	14	24563578
cg15467759	NA	NDST1	5	149900327
cg15468095	0.149297883964172	PYCARD	16	31214401
cg15470298	NA	COL18A1	21	46825222
cg15470750	0.0296757176483686	FDPS	1	155278344
cg15473335	0.0288284908810693	NOL12	22	38082170
cg15473868	0.0407764292194144	MT1X	16	56716621
cg15473904	0.0458502299549039	MRPL41	9	140446993
cg15475323	0.0601507244628323	MAMSTR	19	49220102
cg15477600	0.0159277367173339	SDF2L1	22	21996253
cg15479752	0.312207409987067	FFAR2	19	35940862
cg15480475	0.540913835425654	TUB	11	8060060
cg15480941	0.0100825354208004	PIM2	X	48776125
cg15481539	0.634708328191443	DEFA5	8	6913441
cg15482690	0.0106063036193036	TARDBP	1	11072742
cg15484019	0.0211012157480513	TTC35	8	109455575
cg15484375	0.191717409103771	SAA1	11	18287647
cg15484384	0.602126534169779	ANAPC13;CEP63	3	134203672
cg15485859	0.127678678796722	C1orf116	1	207206447
cg15486645	0.0249736969330693	LIN7C;BDNFOS	11	27528489
cg15488251	0.0167250433319604	MYH11	16	15951224
cg15488402	0.0484367164951298	SLC9A8	20	48429173
cg15489294	0.68136133342885	LVRN	5	115297853
cg15489301	0.146819596159453	AKR1B10	7	134213038
cg15489422	0.807247141210655	TMCC1	3	129599347
cg15491567	0.569804283672548	DYSF	2	71679675
cg15492003	0.0163528021618776	ALG2;SEC61B	9	101984308
cg15492104	0.0201062892481062	COQ6;FAM161B	14	74417249
cg15494458	NA	BPI	20	36931512
cg15494980	0.0612979046470176	STX5	11	62599247
cg15495837	0.644477652904491	NA	NA	0
cg15498283	0.0102693856802769	TALDO1	11	747520
cg15500658	0.0322724900994938	SPEN;FLJ37453	1	16174610
cg15501381	0.715228758388109	NGB	14	77737800
cg15502446	0.0344188182038417	C11orf73	11	86013224
cg15502888	0.0169663602687596	SOCS3	17	76356228
cg15503752	0.526171871178237	ST6GALNAC1	17	74639731
cg15503799	0.0490175883175575	PRCC	1	156737481
cg15507817	0.0120974327394372	WNT7B	22	46372583
cg15508020	0.019829681773768	CSNK2A2	16	58232206
cg15512851	0.418657583486631	FGD2	6	36973518
cg15512961	NA	ANXA6	5	150537567
cg15513137	0.222485117905595	NA	NA	0
cg15514848	0.637581928076286	FMO1	1	171217555
cg15516226	0.572415062786764	BTNL9	5	180467519
cg15517609	NA	RYR1	19	38924045
cg15517965	0.0493471162150497	TMUB2;C17orf65	17	42263946
cg15518883	0.918056974052858	SIT1	9	35650561
cg15518950	0.744178839969255	TMEM171	5	72415770
cg15519208	0.0920842961707308	HIST1H1E	6	26155791
cg15520279	0.425066373610698	HOXD8	2	176995088
cg15521097	0.836384501707992	ITIH5L	X	54824559
cg15522719	0.0221350632236901	GLS	2	191745248
cg15522957	0.830562836266993	ALX4	11	44324925
cg15523238	0.0390692775695594	ATP10A	15	26108796
cg15525002	0.0145349395571636	GBA	1	155214303
cg15526708	0.122517192767407	TGFBR1	9	101866433
cg15527554	0.80320071288228	YSK4	2	135782086
cg15528736	0.267257226240433	FCGRT	19	50015780
cg15530356	NA	ZNF414	19	8579985
cg15531099	NA	LCE1D	1	152770502
cg15532088	NA	C17orf66	17	34195134
cg15534084	0.179699028788514	ZNF649	19	52408044
cg15534366	0.17071322807782	CDH4	20	59826207
cg15536230	0.875685100660399	HSF2BP	21	44985092
cg15536242	0.824887302581674	NA	NA	0
cg15536490	0.0166888835747039	TFAP2C	20	55203849
cg15536552	0.0379390460464989	ACSL4	X	108976035
cg15537433	0.0168638141874419	NDUFA2;IK	5	140027092
cg15537850	0.826384155019332	NAPRT1	8	144661051
cg15538427	0.0803549111483925	LRRN4CL	11	62457014
cg15538820	0.413508441055371	OBP2B	9	136084818
cg15538837	0.0351671539364403	H3F3A;LOC440926	1	226250361
cg15539420	0.742785001272075	HOXB8	17	46692248
cg15540054	0.0129142325690443	ZNF180	19	45004280
cg15540820	0.660861954635221	EOMES	3	27765283
cg15541230	0.043571019678825	COG1	17	71188803
cg15541315	0.0202052500238703	REXO2	11	114309932
cg15542496	NA	PIP	7	142828356
cg15543551	0.0241673978244655	FGF12	3	192445202
cg15544036	0.361145572621711	CLDN4	7	73245564
cg15544721	0.416454686568302	PPP1R9A	7	94536691
cg15547534	0.0221157639088109	C7orf47	7	100034410
cg15547662	0.0325763633608594	PAFAH2	1	26324823
cg15550350	NA	GRK7	3	141497168
cg15551881	0.851850171002987	TRAF1	9	123688715
cg15552238	0.0816229769110688	EMR3	19	14785749
cg15553522	0.0202700150780731	TMEM132A	11	60692329
cg15554401	0.762312633914138	GJB4	1	35226891
cg15555014	0.156842833425315	SYNGR2	17	76164144
cg15555727	0.0260741318415904	PYCRL	8	144692268
cg15556558	0.0172574160062605	STRN	2	37194356
cg15557833	0.253768610956936	NA	NA	0
cg15558658	0.0961152358009693	KIAA1279	10	70748649
cg15558971	0.0204632966981634	ZFP36L1	14	69260307
cg15559560	0.0126867499680972	SMPD4;FAM128B	2	130939084
cg15559700	0.889193831651317	UGT1A9;UGT1A10;UGT1A8	2	234579873
cg15559737	NA	CRYBA4	22	27016806
cg15560112	0.01378513038437	MYBPC2	19	50935305
cg15560337	NA	HYAL4	7	123484898
cg15561986	NA	GSTZ1;POMT2	14	77788381
cg15562197	0.0207696445417977	C3orf38	3	88198982
cg15563057	0.0429976642062626	PURA	5	139493612
cg15563382	0.0515712828024818	RNF141	11	10563039
cg15563952	0.0153214003745229	DHTKD1	10	12110679
cg15563993	0.0111289878550867	WDR61	15	78592154
cg15564267	0.0790014947273837	OTUB1	11	63754708
cg15565533	0.0286750416858849	IP6K1;GMPPB	3	49761936
cg15565872	0.0179449983450603	VEPH1;PTX3	3	157155202
cg15566222	0.0119962033934302	ZC3H15	2	187350716
cg15566783	0.0127924697356362	NIPA2	15	23034186
cg15568167	0.00969576103845264	SAMD10	20	62610530
cg15569340	0.0165129180639001	CLSTN3;RBP5	12	7282490
cg15569512	0.016098881779705	BAG5;C14orf153	14	104029667
cg15571154	0.822281052804893	FAM187B	19	35719126
cg15572745	0.184999186352448	NRXN3	14	78870232
cg15572787	0.00900689425871683	RTDR1	22	23484171
cg15573237	0.562544248361086	NA	NA	0
cg15576195	0.0228675412425768	HTATIP2	11	20385561
cg15576233	0.0106343102625204	HEY1	8	80679932
cg15579370	0.017466455634912	SMOX	20	4129337
cg15580043	0.0386467301218765	PSMA7;SS18L1	20	60719730
cg15581500	0.0223962465078423	HSBP1	16	83841755
cg15582789	0.0392597928946647	SLC35D2	9	99145525
cg15582891	NA	TAAR1	6	132967028
cg15583058	0.0640150658609732	SDCCAG3;PMPCA	9	139305771
cg15583072	0.183858805856293	SLCO1A2;IAPP	12	21525662
cg15584630	0.00825891699230925	TSC22D2	3	150126560
cg15584813	NA	SLC38A4	12	47219626
cg15585905	0.00949884987695407	NA	NA	0
cg15585987	0.105533344388358	SNTG1	8	50824749
cg15586352	0.566504059878041	NA	NA	0
cg15587603	0.0297645995448988	C2orf63;RPS27A	2	55460405
cg15589156	0.0133292528076284	RAB3IL1	11	61684592
cg15589354	0.0308068218362577	URB2;TAF5L	1	229760606
cg15589427	0.501758287136666	MUC4	3	195539395
cg15590526	0.0959302279998717	NA	NA	0
cg15590780	0.0941280204376609	USH2A	1	216596639
cg15591678	0.00950860144702599	ZNF365	10	64134155
cg15591837	0.0122311245932979	PPIL1	6	36842614
cg15594133	0.0100850478951515	TSPAN14	10	82214337
cg15595739	NA	RGS9	17	63183451
cg15597540	0.435857465778453	TUSC4;CYB561D2	3	50387202
cg15599064	0.388175826916636	NA	NA	0
cg15600342	0.0119465905386882	WBP4	13	41635509
cg15600835	NA	RPTOR	17	78518556
cg15601535	0.0349235116641154	SRD5A3	4	56212295
cg15602735	0.788004462989103	MAGEC2	X	141293333
cg15602809	0.507671818088796	NA	NA	0
cg15602950	0.0127335727102936	SACM1L	3	45731220
cg15602969	NA	RPL19	17	37356328
cg15603885	0.950268684288784	ABRA	8	107782373
cg15604008	0.0221967906665318	NA	NA	0
cg15604467	0.686360519422064	POU4F1	13	79177925
cg15605888	0.0207186054160167	CCDC138	2	109403293
cg15606663	NA	KRTAP15-1	21	31812603
cg15607672	0.704932790022591	OTX2	14	57277227
cg15609273	0.0150585203236515	RCBTB1	13	50159867
cg15609321	0.0393304646673213	ZNF512	2	27805893
cg15610233	0.260781472077269	NA	NA	0
cg15610792	0.0163418649937628	C9orf114	9	131592173
cg15611364	0.0175329248239058	OXSM;NGLY1	3	25831423
cg15611923	0.0191936426516045	RBM8A	1	145507416
cg15612063	0.0278983791995288	TMEM45A	3	100211622
cg15612436	0.154037390509654	MPPED1	22	43897902
cg15612546	0.0175189622652782	RPS6KC1	1	213224612
cg15612847	0.480155098733532	MITD1;MRPL30	2	99796318
cg15612927	0.0270602706649083	RAD52	12	1058210
cg15613048	0.505172349465017	KIF17	1	21044031
cg15613982	0.0189307648434384	SEC23B	20	18488017
cg15615135	0.0550698493843598	SNX5;C20orf72	20	17949655
cg15616083	NA	KCNQ2	20	62104607
cg15616400	0.831674496234849	SLC25A34	1	16062894
cg15619125	0.75306429657965	MAMDC4	9	139747228
cg15619794	0.741587180171522	IL5	5	131880649
cg15623573	0.0183086658155678	APBA1	9	72288098
cg15625636	0.498004458210564	GPR65	14	88472437
cg15626350	0.121216218185343	ESR1	6	152130207
cg15627025	0.469060951310731	NA	NA	0
cg15627502	0.0243907746407308	RPN2;C20orf132	20	35806795
cg15627524	0.0573615675765524	DOPEY1	6	83777986
cg15628498	0.0133200954433092	ONECUT1	15	53082902
cg15629064	0.170541195264113	TRIM27	6	28891718
cg15630759	NA	SF3A1;CCDC157	22	30752524
cg15631323	0.0660649839306806	EGLN3	14	34420468
cg15633390	NA	EIF4E	4	99851211
cg15634735	0.0214760021175106	SAP130	2	128784622
cg15636365	0.0141723793602261	PNPLA7;MRPL41	9	140446240
cg15636587	0.0155144608276441	NA	NA	0
cg15637528	0.951180071653658	C6orf146;C6orf201	6	4078959
cg15639045	0.0119222643520386	SLC16A11	17	6947200
cg15639951	0.359345628165579	MAP3K14	17	43367609
cg15640375	0.0287810518864395	LPPR3	19	821565
cg15641675	0.0107323538125231	DDX17	22	38902252
cg15641998	0.0330376325994277	HSD17B11	4	88312323
cg15642035	0.482606722861945	FAM135B	8	139165052
cg15642326	NA	MARK4	19	45754146
cg15643724	0.020237375579997	GFER	16	2034532
cg15645309	0.264376800007341	BATF	14	75988747
cg15645605	0.0223658128573007	MRPL35	2	86426467
cg15645784	0.0112465685318338	ROGDI	16	4852962
cg15646782	0.0101908006465081	FAM55C	3	101498416
cg15647515	0.175571712213554	WNT2	7	116963802
cg15648315	NA	C13orf35	13	113301636
cg15648905	0.0235909198165944	RPL12;LRSAM1	9	130212957
cg15649193	0.0487060394928147	TECR;MIR639	19	14640403
cg15649452	0.0220738430811967	NA	NA	0
cg15652120	0.0267846812215871	ELK3	12	96588210
cg15652212	0.320198558066626	TMEM139	7	142981776
cg15652797	NA	CROT;TP53TG1	7	86974991
cg15654964	0.173843859776137	BSDC1	1	32860685
cg15657607	0.263208567891078	NA	NA	0
cg15657668	0.646922940889229	NA	NA	0
cg15658426	NA	CCDC112	5	114631545
cg15659828	0.0440280798598739	CHID1	11	911673
cg15660077	0.690808631954752	NLGN2	17	7311620
cg15660498	NA	C19orf55	19	36249933
cg15661409	0.914933989389816	C14orf105	14	57960976
cg15662251	0.619589378653275	PAQR7	1	26197855
cg15663121	0.0266659450477292	GLYR1;UBN1	16	4898306
cg15664067	0.0214034137609024	RASA1	5	86564490
cg15664701	0.548893479352115	AKAP14	X	119030658
cg15664905	0.618659808430387	PHLDB3	19	44009429
cg15665653	0.0396975088381973	WDTC1	1	27561270
cg15669092	0.0381282555231354	TUBB3	16	89989024
cg15669228	0.59481003909196	IFNA8	9	21409505
cg15669273	0.013666697883178	LYRM4;FARS2	6	5261406
cg15670863	0.631488888473997	SPACA4;FAM83E	19	49110292
cg15673110	0.0126390403504724	BIRC6	2	32581747
cg15674432	0.116156596891815	SLC26A8	6	35992082
cg15674997	0.371467991574515	GRM6	5	178421314
cg15676084	0.0619975648849574	ENAH	1	225841605
cg15676241	0.0767110996143111	ITGA2	5	52285231
cg15676488	0.0199168127481232	SNRPC	6	34725116
cg15677132	0.0118313811298208	SRP54	14	35452110
cg15677294	0.619260715491843	TUBB4	19	6502938
cg15677344	0.810619860273982	NA	NA	0
cg15677355	0.970232382058635	OTUD6A	X	69282357
cg15679095	0.594329114336194	KIAA0240	6	42789053
cg15679098	0.798302656302548	RAPSN	11	47470674
cg15679651	0.439835028530833	MAP4K1;EIF3K	19	39108529
cg15680574	0.0440428798945809	NA	NA	0
cg15681351	0.0439603590172561	UPF3B	X	118987163
cg15683488	0.0450578925906812	ZFYVE9	1	52607471
cg15683743	0.0368873968212572	SPPL2A	15	51057417
cg15684563	0.607104137477996	TSPAN8	12	71552188
cg15686608	0.746472048967147	DAB2IP	9	124461008
cg15687659	0.0405113682313959	RAB7A	3	128445120
cg15688767	0.0731964696299292	ZNF148	3	125093330
cg15690721	0.0289040664823639	ZNF85	19	21106016
cg15691199	0.783133595911072	CEBPE	14	23589419
cg15691649	0.917314480578611		6	25882328
cg15691841	0.0194267667613017	ZNF687	1	151255071
cg15692239	0.0383752683816814	ALDOC	17	26903955
cg15693363	0.0181383483666888	GARS	7	30634239
cg15693736	0.964075913854771	GRTP1	13	114009512
cg15694180	0.00901137152588988	ADAM15	1	155023435
cg15696627	0.0130638634379728	MSX1	4	4861183
cg15696781	0.203642900263319	NA	NA	0
cg15698196	0.342889537057708	CAPN12	19	39236354
cg15699524	0.139100905563607	FGF18	5	170845610
cg15700197	0.191515780300678	OR10J1	1	159409207
cg15700739	0.183940188985381	HOXC4;HOXC5	12	54427700
cg15701111	0.763357772315037	KRT81	12	52685334
cg15701622	0.023069846438839	MCRS1	12	49962302
cg15702701	0.0352828558883743	METTL7B	12	56075367
cg15703357	NA	NEURL3	2	97171449
cg15703512	0.028594840752837	C16orf65	16	22012565
cg15703690	0.0237249208888821	IL6	7	22766992
cg15705469	0.015420723111224	ZNF71	19	57106714
cg15705999	0.020690090638841	ZNF148	3	125093863
cg15707568	NA	ATP5J;GABPA	21	27108736
cg15711744	NA	ANP32D	12	48866138
cg15712267	0.281317605144586	DNAJB1	19	14629905
cg15713086	0.0556475731130585	C20orf108	20	54933689
cg15714041	0.0154231644162924	ACO1	9	32384344
cg15717808	0.00788048112852934	KCNQ5	6	73331652
cg15720064	0.979433665255943	FAM9C	X	13062833
cg15720535	0.217704229963209	AGPAT2	9	139582585
cg15721424	0.0266340541901787	ALG8	11	77850393
cg15722679	0.307493493594782	SIRPG	20	1638393
cg15725808	0.0197403933190022	TAF6L	11	62538738
cg15725933	0.0206363977892482	SLC19A1	21	46962202
cg15726245	0.377809856293401	GPR12	13	27333506
cg15727249	0.272516629744336	APOA4	11	116693415
cg15727320	0.844735386232811	P11	12	48118973
cg15729423	0.0438114562451811	PTGR2	14	74318413
cg15729869	0.0967441427142714	NA	NA	0
cg15731815	0.177212475732967	RNF207	1	6269260
cg15733266	NA		2	118775305
cg15733507	0.0241778962234395	C9orf140	9	139965275
cg15736165	0.106898058016951	BNC1	15	83951732
cg15736336	0.947595724009915	PLCZ1;CAPZA3	12	18891214
cg15736338	0.0339510237212824	FAM19A2	12	62586425
cg15737168	0.919958796926807	TECTA	11	120974095
cg15737319	0.0204251576441635	MTHFD2	2	74425763
cg15738916	0.0504500780062096	MAP4K4	2	102314495
cg15739437	0.0776164504256754	TSLP	5	110407538
cg15739581	0.580840558309541	GALNT3	2	166626783
cg15739944	0.0129994472793906	HABP4	9	99212660
cg15740366	0.0842301205669753	IMPDH1	7	128049868
cg15740508	0.711055307994521	AMPD1	1	115238559
cg15741583	0.420878873375661	HPX	11	6461908
cg15741706	NA	CXorf48	X	134306406
cg15742700	0.672166160759505	BLK	8	11350853
cg15743985	0.813153238735556	CD22	19	35819809
cg15746187	0.500367877074439	FBXO2;FBXO44	1	11713123
cg15746445	0.305436186338418	TRPM8	2	234824933
cg15746620	0.0707356302912787	EMR3	19	14785849
cg15746719	0.0672407912929164	DAPK1	9	90113813
cg15747133	NA	THOC1	18	268601
cg15747595	0.0733091758693876	TSPYL5	8	98289880
cg15747933	0.0484579402154776	NMI	2	152146478
cg15748507	0.171229705558505	PRLHR	10	120354627
cg15749322	0.218987086893174	ANKRD42	11	82905199
cg15749748	0.350243828950052	GATA5	20	61050560
cg15749858	0.0956743587847292	MACC1	7	20256996
cg15750102	0.0251315032245826	AIMP1;TBCK	4	107237686
cg15750705	NA	GJB4	1	35226707
cg15751406	0.963646534662737	ZNF558	19	8934543
cg15752043	0.0425969716689796	NANOS1	10	120789955
cg15753381	0.02297183701785	TAF13	1	109618580
cg15753757	0.042471901550475	NA	NA	0
cg15754084	0.0322376755152463	PEX5	12	7343020
cg15754109	0.0307680790894119	COPS5	8	67974431
cg15755084	0.0103819965635771	MSX1	4	4861683
cg15755406	0.0154523195879189	CCDC130	19	13859137
cg15755548	0.203189219259515	ARHGDIG	16	331050
cg15756091	0.785044844701791	RGSL1	1	182419655
cg15757271	0.0146297920174982	WNT5A	3	55521789
cg15758700	NA	IFLTD1	12	25707667
cg15759055	0.0309990922007616	NA	NA	0
cg15759873	0.784405936082167	ATP6V1E2	2	46746934
cg15760840	0.17369342515482	HOXA11AS;HOXA11	7	27225222
cg15760943	0.105198603610113	ETV5	3	185827402
cg15761233	NA	C2orf60;C2orf47	2	200819070
cg15761405	0.728506843388357	FCRL2	1	157746405
cg15764655	0.924670793318637	SBF1	22	50914909
cg15765212	0.030386554958284	BAT2	6	31589161
cg15765532	0.0195610528245522	C11orf30	11	76156397
cg15765694	0.432867972313716	PPP3R2;GRIN3A	9	104358101
cg15765896	0.0263562152630178	SPRYD3	12	53472985
cg15767406	0.0272189344140979	ZNF660	3	44626029
cg15768203	0.0387156827680167	PPIG	2	170440722
cg15768270	0.0174210981216693	NUDT22;TRPT1	11	63993915
cg15769409	0.0239620102699407	KIAA0649	9	138372274
cg15770654	0.749622826811799	MIIP	1	12078821
cg15772361	0.950202288906394	SERPINB3	18	61328223
cg15772393	0.00819086216621585	SAP30	4	174292144
cg15774133	0.0521704725530599	NA	NA	0
cg15774153	0.0148660343462917	FGF19	11	69518773
cg15774283	0.0323664751358149	NA	NA	0
cg15774495	0.0135620953277937	GRB10	7	50861549
cg15775914	0.788764173764073	CHML;OPN3	1	241799084
cg15776355	0.0584035434560409	C1R	12	7245890
cg15777570	0.784880812906441	CCL27	9	34662951
cg15777781	0.5603330650662	CUGBP2	10	11047271
cg15778232	0.20201616506089	PHB2;EMG1	12	7081145
cg15778350	0.0460172615929318	NUF2	1	163291775
cg15779381	0.0552959949939797	N4BP2L2	13	33112842
cg15779716	0.328238613307386	CDCP1	3	45188208
cg15780361	0.769112755910318	ALS2CR11	2	202484098
cg15780578	0.028260550313903	SPATA20	17	48624416
cg15780888	0.0323161969789762	PICK1	22	38453087
cg15781316	0.0227123177766481	SHFM1	7	96339267
cg15781625	0.0177346687475407	UCK2	1	165796654
cg15781794	0.0951728084106929	CHCHD1	10	75541867
cg15781838	0.906268651529998	LIMS2	2	128422717
cg15782391	NA	ACPT	19	51293367
cg15783027	0.0117655653332284	NFKBIL2	8	145669353
cg15783800	0.2960123121424	ALPK2	18	56246997
cg15784332	0.256799277043449	COMP	19	18902172
cg15784615	0.159408581453304	LTBR	12	6493767
cg15785580	0.0102842719608048	BCKDK	16	31119650
cg15785720	0.013463687452593	C9orf140	9	139964984
cg15786541	0.0199420762985358	PVRL3	3	110791063
cg15786837	0.122186474629295	HOXB13	17	46806935
cg15786879	0.030743233620729	DNAH3;TMEM159	16	21169615
cg15787039	0.507862081757888	SCG5	15	32934185
cg15789095	0.699699162077566	SPOCD1	1	32281466
cg15790852	0.02191846018629	CNOT6	5	179921704
cg15791248	0.709374735665313	FGFR1	8	38326730
cg15792367	NA	KLK11	19	51531484
cg15792688	0.02039903619232	ZNF718	4	124693
cg15796682	0.068907222833725	RNH1	11	506809
cg15796819	NA	ALDH3A1	17	19651190
cg15796941	0.196077942832606	BTBD11	12	107711872
cg15796978	0.101799867033449	LHCGR	2	48982509
cg15797414	0.0325053059645318	HIST1H3B	6	26032407
cg15798153	0.452305413924994	CDK14	7	90338861
cg15798455	0.25006677361795	PROK2	3	71833907
cg15798530	0.728699031966326	TRPC3	4	122855216
cg15799267	0.436614774313687	ALOX15B	17	7942406
cg15799959	NA	ZNF248	10	38146444
cg15800421	0.024985868463262	CNTNAP1;CCR10	17	40834743
cg15801967	0.0124371916813539	NHP2L1	22	42084706
cg15802192	0.00856263569337441	NA	NA	0
cg15802323	0.049083737480965	ARF5	7	127228142
cg15802898	0.0314934296087499	FOXE1	9	100615201
cg15804118	0.0161136073794021	DPM3	1	155112702
cg15804973	0.0672252739501777	MAP3K5	6	137114513
cg15806518	0.0866669290367118	PSMB7	9	127177817
cg15808558	0.0225802519982709	EPHA4	2	222437611
cg15809230	0.00929712266665849	SIN3A	15	75743753
cg15810326	0.046249464978403	PRMT10	4	148605127
cg15810744	0.0124096284618237	CORO1B	11	67211300
cg15811235	0.0948682802343328	PFAS;C17orf68	17	8152823
cg15811427	0.147260262460485	FPR1	19	52254222
cg15812071	0.83751129672687	NA	NA	0
cg15812873	0.0315833630267172	SULT1A1	16	28635015
cg15812957	0.91179958145718	NA	NA	0
cg15814508	0.646281219591264	P2RY14;MED12L	3	150996078
cg15815016	0.0162334545513724	NOD1	7	30518667
cg15815843	0.654248040226401	MFAP5	12	8815308
cg15816080	0.00955014103979355	TPST1	7	65670215
cg15817236	0.182236453807156	ALX4	11	44331362
cg15818800	0.00658683862525168	DNAJC1	10	22292583
cg15819171	0.0175795646582773	EFCAB6	22	44208535
cg15819333	0.198415882949268	COX4NB;COX4I1	16	85832091
cg15819853	0.0181740621463748	MFHAS1	8	8750517
cg15820189	0.0144910553014663	RECQL5;SAP30BP	17	73663551
cg15820809	0.0304979106644475	BIK	22	43507369
cg15820955	NA	HDAC7	12	48192939
cg15821095	0.412331590780344	RBM15B	3	51428079
cg15822346	0.0435800243776952	SLC16A10	6	111408761
cg15822411	0.456936350894873	CCDC83	11	85566560
cg15823100	0.777247952899872	PISD	22	32027580
cg15824056	0.168590312686328	SYNJ2	6	158402261
cg15824080	0.0293101303180779	TAF15	17	34137105
cg15824705	0.0147142753812008	BCAR1	16	75285087
cg15824968	0.0142173923138082	AP1G1	16	71842778
cg15827031	0.197800197781281	NUP155	5	37371628
cg15827295	0.0159707521183585	LYSMD1;SCNM1	1	151138583
cg15830940	0.179077182204153	SMARCAL1	2	217278069
cg15831452	0.0162866160529132	PRPSAP2	17	18761345
cg15831515	0.824241148960735	NA	NA	0
cg15832292	0.0190645943403006	MANEA	6	96025679
cg15832436	0.0250042330105486	PACRG;PARK2	6	163148290
cg15834294	0.0293326778565617	GSPT1	16	12009842
cg15835232	NA	HLF	17	53343075
cg15835825	0.0149935727797029	HTR5A	7	154862030
cg15836394	0.0519020942593206	FDFT1	8	11659832
