Hybridization REF	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05	TCGA-AR-A0U1-01A-11D-A112-05
cg12864581	0.770813876261172	NKAIN1	1	31660916
cg12864853	0.0225262403544437	TPBG	6	83073156
cg12864903	NA	EFCAB5	17	28267374
cg12865837	0.748743547480172	SIM1	6	100911526
cg12866859	NA	HEXIM1	17	43224332
cg12867068	0.029596514876546	CDKL1	14	50863241
cg12867448	0.813455205270707	ODF2	9	131217480
cg12869058	NA	ABCA4	1	94587872
cg12869240	NA	DHX32	10	127569973
cg12870705	0.0207299227410886	NRP1	10	33624623
cg12871124	0.0150439487590505	STARD4	5	110848106
cg12872238	0.394696505752523	TRPC5;ZCCHC16	X	111327092
cg12873941	0.0420481926213542	C14orf109;MOAP1	14	93651794
cg12874092	0.0109946237156814	VIM	10	17271519
cg12875426	0.388805712783486	DYM	18	46987532
cg12876594	0.567704787805136	NPR2	9	35791798
cg12878228	0.73727871353216	PRSS1	7	142456124
cg12879297	0.0152952124287543	C16orf46	16	81110754
cg12879425	0.581822668621794	STAP1	4	68424495
cg12880200	NA	LSM10	1	36863738
cg12880658	0.465793018308275	CDO1	5	115152386
cg12883767	0.689108855609529	SLC26A10	12	58013109
cg12884406	0.474201633343272	COL11A1	1	103573989
cg12885244	NA	KRCC1	2	88355058
cg12888039	0.00847231154884896	ADIPOR1	1	202927266
cg12888113	0.986639473769958	MASP2	1	11107048
cg12888961	0.0145782954938501	CDK17	12	96794220
cg12891678	0.258783190057404		1	153015281
cg12893143	0.0167424015039677	UNC5A	5	176237996
cg12894126	0.307571777313213	UCK1	9	134405925
cg12894629	NA	OSTalpha	3	195942717
cg12894984	0.579870613431643	PNMT	17	37823631
cg12897370	0.0180842891807247	RBM16	6	155055079
cg12897458	NA	PDF;COG8	16	69365223
cg12900467	0.0119220180254746	LATS2	13	21635665
cg12900739	0.187026440095191	RRAGB	X	55744069
cg12901064	0.225801655743016	CXorf26	X	75392571
cg12902039	0.163566413553558	OCA2	15	28344412
cg12902719	0.0219080720154294	LIMD1	3	45635223
cg12903171	0.196932296910378	GRB10	7	50850564
cg12906740	0.0110631667601015	NUDT15	13	48612050
cg12907644	0.28975687067996	SAA2	11	18270341
cg12909005	0.017254339148367	ZNRD1;NCRNA00171	6	30028660
cg12910797	0.798755646327713	HOXB3	17	46651722
cg12911791	0.507059636106416	CSHL1	17	61988811
cg12914014	0.24054925300075	USP7	16	9058365
cg12914062	0.0198907084050307	EXOC1	4	56720202
cg12914362	0.0436385473973419	FZD8	10	35930479
cg12914657	0.126201013941561	GIMAP1	7	150413680
cg12916723	0.820594989540188	NKG7	19	51876788
cg12917695	0.00813646109636976	NA	NA	0
cg12919379	0.415437964838713	NA	NA	0
cg12920798	0.0263240922087988	TMEM91;B9D2	19	41870331
cg12924262	0.0778558086066946	CHPT1	12	102091054
cg12924408	0.0287255256983977	RABL4	22	37172025
cg12925542	0.640089804077377	NA	NA	0
cg12927153	0.0135218040913752	PTGS1	9	125133318
cg12927617	0.807746179429881	ORM1	9	117084602
cg12927772	0.0610014007231338	C9orf64	9	86571585
cg12928668	0.0381359409523574	SEMA6A	5	115910729
cg12930602	0.0406014662510023	CCDC85B	11	65657895
cg12930920	0.017876991706738	DIS3;PIBF1	13	73356356
cg12932195	0.918699289084657	CRELD2;ALG12	22	50313343
cg12936220	NA	LOC100268168;RPL26L1	5	172385477
cg12936747	0.0959430835840767	RBP4	10	95361386
cg12937434	0.486274429739413	BZRAP1	17	56405948
cg12937807	0.0297195126353629	LPHN1	19	14318115
cg12938998	0.105550257992365	GAB3	X	153978709
cg12939527	0.0734140586050933	TNIP2	4	2757706
cg12939547	NA	C6orf27	6	31744037
cg12940073	0.777780328321059	ABCC12	16	48180664
cg12940430	0.0286997949045639	SRF	6	43138965
cg12941369	0.179581607934626	PDCD6IP	3	33839389
cg12941931	0.366953114843571	SEMA6B	19	4559799
cg12943082	0.803699579825263	CCL26	7	75419311
cg12946225	0.0187317076418088	HMG20B	19	3573751
cg12946690	0.220833071624418	SMG6;SRR	17	2206740
cg12949760	0.68932842980521	KCNQ1	11	2542862
cg12949975	0.030189417550622	GDF7	2	20867352
cg12951282	0.416718428129865	ASGR2	17	7018416
cg12952132	0.237936680137386	NCR1	19	55417647
cg12952136	0.10248999649026	GRSF1	4	71705777
cg12953249	0.935356263951655	CRB2	9	126118772
cg12954718	0.475858378719299	USP6	17	5031366
cg12955127	0.389487616514301	WDR77;ATP5F1	1	111990884
cg12955583	0.00982133899416154	KNDC1	10	134974048
cg12958778	0.379846347848293	TBC1D14	4	6912474
cg12958813	0.900571088500385	ATP6V1G3	1	198509669
cg12958836	0.0204983053848149	FOXJ2	12	8185024
cg12960248	0.0778023428848148	GFOD2	16	67753554
cg12962021	0.0802181054183552	LIN9	1	226497619
cg12962778	0.892003476167577	ZNF385A	12	54778312
cg12963312	0.00924949095004363	TRAM2	6	52441723
cg12965512	NA	TSPAN8	12	71552336
cg12966875	0.136437853396872	SLPI	20	43883746
cg12967560	0.906580796204124	LYSMD4	15	100274195
cg12968903	0.768806482930002	NA	NA	0
cg12969407	0.0980176344613842		6	126101948
cg12969595	0.0214118680247782	TMEM98	17	31254878
cg12970008	0.0401182001895807	OSBPL5	11	3186095
cg12970081	0.385270725653637	GPR32	19	51273924
cg12970084	0.301973149889674		1	201977080
cg12970724	0.131138101379618	CRLF1	19	18718675
cg12971338	0.0233024285049948	TRAF4	17	27070618
cg12971694	0.565356249864608	CD72	9	35618412
cg12971958	0.0190589305324416	PDCD6IP	3	33839815
cg12973651	0.511466582558978	NA	NA	0
cg12975220	0.0124877327787518	MEIS1	2	66662585
cg12977318	0.0187875171916202	VPS26B;NCAPD3	11	134094651
cg12978308	0.170228182682426	NEIL1	15	75639433
cg12979743	0.0911056423915245	NDUFB5;MRPL47	3	179322479
cg12981137	0.00648733338250547	MGMT	10	131265575
cg12983442	0.0619414930721909	ZNF552	19	58326226
cg12984356	0.0407569639964042	MAN2A2	15	91446813
cg12985164	0.0237123172146516	TSEN2	3	12525750
cg12985418	0.019240904241848	MIB1	18	19320538
cg12986021	NA	DIRAS3	1	68516627
cg12989642	0.0155680280515467	PURB	7	44924788
cg12989650	0.778879850661034	ARHGEF15	17	8213328
cg12990410	0.488079280987959	PCDHB4	5	140501117
cg12991341	NA	TMEM74	8	109800287
cg12991365	NA	CHDH;IL17RB	3	53880853
cg12992720	0.3796787781636	LPAR2	19	19738592
cg12994003	0.10906077107066	LBR	1	225616475
cg12995941	0.139062256634607	NTRK1;INSRR	1	156829377
cg12997958	0.021568306260918	FLII	17	18161617
cg12998491	0.00603387508022081	FAM78A	9	134152531
cg12998614	0.0764646696661408	KISS1R	19	917068
cg12999103	0.0258898234544296	ATP13A2	1	17337842
cg12999109	0.622613729863446	ACER1	19	6333587
cg13002506	0.676005343228349	GDPD4	11	76998821
cg13002939	0.0987983520343869	PDGFRA	4	55094499
cg13003163	0.75321114505932	ANP32D	12	48866481
cg13005002	0.668795847296117	RFPL3	22	32752769
cg13006591	NA	TLR6	4	38831665
cg13007988	0.713084672666093	MLL2	12	49449136
cg13014406	0.0592726450461758	MORN1;RER1	1	2323870
cg13015534	0.449899575240705	ST6GALNAC1	17	74639793
cg13017345	0.907950311285438	MXI1	10	111966029
cg13018903	NA	HEPACAM	11	124806901
cg13019092	0.921806578255413	PDZK1	1	145727720
cg13021192	NA	CTSZ	20	57582213
cg13021384	0.0354014139916912	SLC27A2	15	50474754
cg13021725	0.0404231049317727	DSN1	20	35402523
cg13022129	0.89662213389006	PHYHD1	9	131683862
cg13022174	0.0974546286666614	SS18	18	23671059
cg13026483	0.0435193010097655	TMEM161A	19	19249331
cg13030582	0.366245661924841	MFAP4	17	19290708
cg13031432	0.0138850033944558	NDRG4	16	58497767
cg13031679	0.023569233546311	TBCCD1	3	186285398
cg13033054	0.60801510250965	TCP10L	21	33948561
cg13033853	0.0348232420986199	FIBCD1	9	133814399
cg13035743	0.500646044390557	PRRT1	6	32119685
cg13037275	NA	SESN3	11	94965364
cg13038560	0.621430881885466	C2orf60;C2orf47	2	200819113
cg13041032	0.737992461392849	MMP13	11	102826090
cg13042288	0.918771747300871	ANPEP	15	90349979
cg13042487	0.0267051935850563	ZFYVE21;XRCC3	14	104181393
cg13043509	NA	GIMAP5	7	150434452
cg13043862	0.0465107757504512	EYA1	8	72274598
cg13044136	NA	AES	19	3062883
cg13044223	NA	SNORD55;SNORD46;RPS8	1	45240849
cg13044277	0.52680160250039	NRG4	15	76304546
cg13045611	0.0448327467302289	SUPT6H;SDF2	17	26989432
cg13047596	0.843250909876611	C2orf82	2	233735017
cg13047892	0.0336913977380676	MEOX2	7	15726649
cg13051968	NA	RNF144A	2	7057649
cg13052755	0.939569778516187	PVT1	8	128805589
cg13053396	0.451678902856768	C1S	12	7168545
cg13053608	0.541161865056211	GHDC	17	40345673
cg13055001	0.075781242619023	PPP1CA	11	67169813
cg13055278	0.420274542182669	ID2	2	8822288
cg13056210	0.662617950373338	NA	NA	0
cg13056269	0.0143809763367871	MCM6	2	136633607
cg13057368	0.0292787171634923	SSB	2	170655429
cg13057891	0.0229486624820615	ERCC5	13	103498411
cg13058581	0.0464434414226074	NCRNA00167;PRDM10	11	129872885
cg13059335	0.619855662811303	ADAMDEC1	8	24242109
cg13059782	0.125012617743478	NA	NA	0
cg13060154	0.531407674743917	DAB2IP	9	124461998
cg13060405	0.0205745341077387	MYO18A	17	27506970
cg13060646	0.00844923227984385	NA	NA	0
cg13060997	0.0258550873299678	CCNA1	13	37006611
cg13062935	0.550685480175027	MRGPRX2	11	19082514
cg13064571	0.201367482152797	C8orf44	8	67587053
cg13064881	0.0331636021279417	NA	NA	0
cg13066542	0.017532142872947	RFK	9	79009738
cg13066963	0.136141212708404	ESPN	1	6485317
cg13067215	0.207876763078341	TPPP3	16	67427285
cg13073894	0.0154573982111613	ZNF566	19	36980750
cg13074965	0.885985006239039	RBM14	11	66395305
cg13077930	NA	ALB	4	74269525
cg13078388	0.0427743068037102	CIRBP;C19orf23	19	1269048
cg13079099	0.0245275561464842	LENG9	19	54974383
cg13080465	0.0126309545565445	MANSC1	12	12503457
cg13081704	0.207509776397378	KCNQ1DN	11	2890457
cg13082192	0.569417445780078	IRS4	X	107980358
cg13083810	0.891337384206096	POU5F1	6	31139156
cg13084335	0.0905738237281716	CRYAB;HSPB2	11	111782670
cg13084429	0.0473994617771444	VWA2	10	115999021
cg13084525	0.134375777743127	EHF	11	34642463
cg13084909	0.0126448944204081	RNF26	11	119205373
cg13085976	0.69024926084893	C9orf167	9	140171189
cg13086467	0.738233103533019	MORG1;C19orf56	19	12779373
cg13086586	NA	PAICS;PPAT	4	57303149
cg13088755	0.415363361596708	P2RY10	X	78200041
cg13097407	0.0349237000585806	CRIP3	6	43276658
cg13097816	0.71957982291524	GPR35	2	241568439
cg13098382	0.0305733904469705	RNF38	9	36401460
cg13098960	0.437597897843683	SOX15	17	7494151
cg13099330	0.242973006676209	RBP1	3	139257799
cg13102585	0.275584749889284	RUNDC3A	17	42386208
cg13105904	0.108075658994344	CBLN3;KHNYN	14	24900044
cg13107169	NA	N4BP2	4	40098238
cg13108181	0.0152036781852295	ZNF141	4	330865
cg13108328	0.0617260589241526	PLEKHA5	12	19282261
cg13109289	0.825233213634743	C1GALT1	7	7274782
cg13112336	0.0565374066320237	MCM9	6	119255874
cg13112511	0.809946575674115	PDE4D	5	58882753
cg13113656	0.0188732970793018	CLTC	17	57697489
cg13114389	0.0110229425949194	ENTPD7	10	101419241
cg13117105	0.0370250560094037	PAQR5	15	69591357
cg13118748	0.0143348046542286	C6orf136	6	30614722
cg13118849	0.790733446084788	NCAN	19	19327542
cg13119609	0.776053123192652	APOC2	19	45449297
cg13120519	0.0204753143681709	ALKBH7	19	6372660
cg13120814	0.104719844121972	TMEM140	7	134832770
cg13121699	0.0286973976824638	ZNF804A	2	185462397
cg13125510	0.468673808365249		11	130542491
cg13125997	NA	PKD1	16	2186901
cg13126790	0.728115005425925		6	160010346
cg13127386	0.0173742027045717	SLC4A8	12	51818768
cg13128531	0.255233696314636	ZBTB33	X	119384384
cg13129046	0.0968996782236945	C10orf35	10	71389696
cg13131015	0.70796562104823	GUCY2C	12	14849542
cg13132204	0.0106527238478458	ELMOD2	4	141445677
cg13133148	0.0106032953389135	SNAPC5	15	66790044
cg13133883	0.145405721771442	RGR	10	86004660
cg13134662	0.040013820900208	VAV2	9	136858680
cg13135121	0.949901857459344		14	65002445
cg13135127	0.142741719266864	NA	NA	0
cg13135180	0.0159928083835045	RPP21	6	30312972
cg13138279	0.936288051154212	CRYBA1	17	27574645
cg13139843	0.192311762578805	KRTAP19-1	21	31852793
cg13140267	0.0478132650285763	SNRNP200	2	96971704
cg13140464	0.910732946970197	AP3B2	15	83380023
cg13140740	0.129431378796617	NA	NA	0
cg13143729	0.402792384603918	NA	NA	0
cg13144004	0.0133501140303088	UMPS	3	124449104
cg13144783	0.341205643448456	CCR1	3	46249795
cg13145013	0.872254869670589	NA	NA	0
cg13145440	0.0647365206140001	FAM117A	17	47841827
cg13145458	0.00984956458163454	RNF185	22	31556086
cg13149307	0.0771566279433826	PLXDC2	10	20104452
cg13149996	0.831320440575428	EIF4G3	1	21437982
cg13150441	0.101734802839853	RNF40;C16orf93	16	30774108
cg13150596	NA	GIPC1	19	14606390
cg13150977	0.0141647216196525	UBE2QP1	15	85114131
cg13151102	0.0254095765465135	KCNJ4	22	38852154
cg13152535	0.147988473640958	CLEC11A	19	51226557
cg13153865	0.0205729347140321	OSGIN2	8	90914101
cg13155059	0.0208152680963121	CAPZA2	7	116502333
cg13156121	NA	TEPP	16	58010114
cg13156411	0.940263408756229	PTH1R	3	46919454
cg13158571	0.0356093481396501	CYP4X1	1	47489195
cg13159566	0.0234367486556584	CCDC59;C12orf26	12	82752887
cg13160888	0.0137066103769033	NIPSNAP3B	9	107526516
cg13162577	0.89591825470951	C11orf42	11	6226437
cg13162810	0.200982111897523	NA	NA	0
cg13163729	0.0326815371289041	SIX3	2	45169447
cg13164309	NA		1	20898017
cg13164537	0.644520823207618	CD226	18	67624071
cg13168374	0.873186836520771	CPLX4	18	56986220
cg13168683	0.0446219892719063	JAKMIP1	4	6202379
cg13168820	0.0424678007808728	PTPRT	20	41818356
cg13169373	0.0317185128802136	APP	21	27542843
cg13170032	0.152086314119925	HLX	1	221052143
cg13173909	0.00786252904411355	UGGT1	2	128848815
cg13174077	0.616703647800501	CUL4B	X	119709371
cg13174197	0.129213302128014	GNL3;PBRM1	3	52720522
cg13176285	0.0259517713326014	ZNF828	13	115080469
cg13176979	0.0830459970067748	HMGN3	6	79944654
cg13179915	0.863389155489145	KCNK7	11	65362949
cg13179983	0.0208233163421011	PIK3R2	19	18264162
cg13180098	0.649516883347859	RHO	3	129246923
cg13180809	0.0170624411474836	HPS1	10	100206399
cg13181019	NA	MPP7	10	28571582
cg13181284	0.741414519793552	KRT6B	12	52845687
cg13183496	0.201917288933121	FAM120C	X	54209920
cg13183539	0.960100893719241	FZR1	19	3522577
cg13184442	0.0421045774788325	CDC5L	6	44355163
cg13184872	0.0581212496281848	PNPLA3	22	44319719
cg13185177	0.893602887107711	GP5	3	194119885
cg13185308	0.578526491146377	ABCC8	11	17498819
cg13188385	0.00961215079147768	SRGAP3	3	9291334
cg13191049	0.0503733528949371	SYNM	15	99645663
cg13191808	0.0532709521861882	PCSK9	1	55505327
cg13192155	0.871634357596397	ERAS	X	48685943
cg13199589	0.103244714899315	RIMKLA	1	42845990
cg13199822	0.0180413835248126	ATP6V1A;NAA50	3	113466193
cg13201322	0.473521750795837	MAGEB1;MAGEB4	X	30261225
cg13202751	0.376933280001542	SLC6A3	5	1446443
cg13204181	0.811235234751033	GH1	17	61995750
cg13205516	0.024808449867956	GBAS	7	56032364
cg13206017	0.290124068572568	SST	3	187388225
cg13208492	0.011233216915938	TSN	2	122513376
cg13208732	0.00824305873325016	CHCHD7;PLAG1	8	57124347
cg13210512	0.0377900223280611	SPATA2	20	48531577
cg13210534	0.315516785163803	HSPB2	11	111784328
cg13214349	0.00657154914907289	NA	NA	0
cg13214422	0.881819846417074	MYOZ3	5	150040606
cg13216057	0.0385449911521951	DKK3	11	12030643
cg13216088	0.0263306142727787	PSMD1	2	231921414
cg13216303	0.0196726719646934	ILF2	1	153643044
cg13216351	0.0334270583889473	MOCS3;DPM1	20	49575105
cg13217373	0.818297195023677	RPS6KA2	6	167275395
cg13218435	0.0294823799277525	PET112L	4	152682442
cg13218906	0.0288995526530842	PCMTD2	20	62886751
cg13219107	0.0493056908294174	LRBA	4	151937234
cg13221588	0.0249093913997375	TTF2	1	117603102
cg13221796	NA	RB1	13	48876919
cg13222081	0.064749792534367	MRPL52	14	23298926
cg13224710	0.816154221874009	TGIF1	18	3411743
cg13225039	0.0500418959371463	TMEM129;TACC3	4	1722160
cg13226172	0.015863517828253	CNTFR	9	34589381
cg13226591	0.584387844755315	MAGEB18	X	26156545
cg13228642	0.22102293678364	IER5	1	181057360
cg13230197	0.211506203572527	CSPG4	15	76005012
cg13230584	0.0199395276094821	GSTK1	7	142960778
cg13232900	0.0323226060042559	ADAT1	16	75656651
cg13233799	0.0219056698947275	PTPRF	1	43996745
cg13234643	0.0193055324038955	CTSL2	9	99801371
cg13234848	0.0914004569109299	AUTS2	7	69063971
cg13234863	0.168915339067815	TMEM132D	12	130389138
cg13235447	0.409597954979547	NA	NA	0
cg13236107	NA	C20orf152	20	34556051
cg13236637	0.0214078036886367	MED21	12	27175529
cg13236854	0.00975935513554689	NAPA	19	48018668
cg13237829	NA	TECR;MIR639	19	14640386
cg13237906	0.0120667730972844	SLC26A2	5	149340052
cg13240311	0.0207553001223487	PKIG	20	43160795
cg13240332	0.017323983894027	ARPC2	2	219081679
cg13240598	NA	LQK1;FLVCR1	1	213031266
cg13240639	0.0140469678977777	UCRC;ZMAT5	22	30162856
cg13243219	0.048865979656231	MECOM	3	169381522
cg13243377	0.0675692095410093	CNOT7;VPS37A	8	17103891
cg13244707	0.0231928264113956	UQCRC2	16	21963795
cg13245912	0.00790509119309223	RTN3	11	63449340
cg13246269	0.50188428584147	NA	NA	0
cg13246592	0.426865730438982	P2RX5	17	3600461
cg13246654	0.0101292247383087	CAMK2D	4	114682613
cg13247990	0.86803579554934	MYLK3	16	46782176
cg13249256	0.944829228885739	MAEL	1	166958581
cg13250711	0.0976451724581325	ARNTL	11	13298675
cg13253729	0.905654478815097	LOC91316;RGL4	22	24032426
cg13255096	0.0175729532225927	MAP3K5	6	137112939
cg13255190	NA	GALNT8	12	4829286
cg13255629	NA	MEPE	4	88752660
cg13257485	NA	NXT2	X	108778854
cg13258606	0.014796497901975	FDX1	11	110300632
cg13258700	0.113242290800424	C7orf13;RNF32	7	156433997
cg13259290	0.804891448199171	CSF2	5	131408382
cg13260333	NA	C6orf108	6	43197365
cg13260633	0.0160484186456095	CBR4	4	169931597
cg13262687	0.208046403035449	POU4F2	4	147559579
cg13262752	0.0582947736711777	YIPF1	1	54355695
cg13263114	0.0811227309548544	ERBB2	17	37857070
cg13263483	NA	GJB3	1	35247084
cg13264208	0.0156421359421006	SEC61A1	3	127770926
cg13264741	0.506083714145945	GRIN2B	12	14133426
cg13265003	0.782033636801009	SLC37A1	21	43919023
cg13265789	0.0440167363957452	UNC5C	4	96470584
cg13266292	0.299485827841343	RPS15	19	1438084
cg13266631	0.0976909403862781	NEFL	8	24815006
cg13269407	0.118147951416322	C22orf26;LOC150381	22	46450107
cg13269964	0.746455213621372	CD300LG	17	41924577
cg13270853	0.979071939308514	CHFR	12	133435649
cg13271076	0.0175834784124787	PRMT2	21	48055715
cg13271951	0.614804343593102	FAM57B	16	30041760
cg13271963	0.97480658973876	ANKRD2	10	99332592
cg13272258	0.0187629922539846	USP2	11	119252474
cg13272327	0.0113918385352874	ARMC8	3	137906213
cg13273136	0.621910164840608	PSD4;LOC440839	2	113931565
cg13274254	0.0252282988687702	GULP1	2	189157566
cg13274713	0.0170658261141387	TBX2	17	59477286
cg13277160	0.0667833058067536	FAM119A	2	208490587
cg13277179	NA	PHKG2	16	30759310
cg13277385	0.0123723226687077	DECR1	8	91013426
cg13277716	0.0586965238284401	KAL1	X	8699941
cg13277939	0.342801073826859	CTAGE5	14	39735211
cg13278334	0.0773316897169264	ALDH16A1;PIH1D1	19	49954994
cg13279585	0.244806204219789	NA	NA	0
cg13281719	0.0230643361557476	ATG16L1	2	234160162
cg13281868	0.881658652016318	C6orf142	6	53883888
cg13282594	0.730794061294021	BGLAP	1	156211609
cg13282837	0.0912186797067672	TCL1A	14	96180648
cg13282951	0.0596786210976452	NA	NA	0
cg13283751	0.122867296447936	NA	NA	0
cg13283942	0.0198098064491466	S100A13;C1orf77	1	153606541
cg13284426	NA	PRELID1;RAB24	5	176732122
cg13285447	0.0139963112869802	NUMBL	19	41196734
cg13286902	0.503448887795232	TRMT2B	X	100306780
cg13287780	0.861980154570025	NA	NA	0
cg13288195	0.590969519663885	FBXL22	15	63889711
cg13289321	0.755291763051688	ASB10	7	150884003
cg13289561	0.0161862603135786	METTL1;FAM119B	12	58166652
cg13293721	0.0268477057527157	RPIA	2	88990738
cg13294439	0.0176418200979836	PPTC7	12	111021269
cg13294509	0.0957675212901731	GLE1	9	131266872
cg13294594	0.021531098533653	MAST1	19	12949443
cg13296371	NA	TMEM128	4	4250746
cg13296563	0.0421692493785018	RPL6	12	112847257
cg13297249	0.669100505330007	NA	NA	0
cg13297865	0.0312002146450097	ELOVL4	6	80657415
cg13297960	0.0404518946914623	NCAM2	21	22370237
cg13298382	0.020686366815211	PFDN2;NIT1	1	161087635
cg13299148	NA	COL16A1	1	32170433
cg13300756	0.437599929225546	HAS1	19	52228038
cg13301003	0.575129703017225	WT1	11	32449254
cg13301014	NA	SPINT2	19	38754768
cg13301933	0.0209988513097216	RORA	15	61521439
cg13302154	0.246603619270085	MGP	12	15039432
cg13302823	0.296626129851048	SCRT1	8	145559792
cg13303256	0.0213000877889789	PHF1	6	33378019
cg13306164	0.00628219750489964	HPCA	1	33352184
cg13306784	0.115073771548598	INPP5E	9	139334488
cg13307384	0.532028407040344	PRPF40B	12	50017787
cg13309018	0.0188277738317321	CIZ1;DNM1	9	130965761
cg13310628	0.00919583954127566	SOLH;C16orf10	16	576870
cg13310671	0.00859315481690657	RNF114	20	48553087
cg13311440	0.503009825621831	CD48	1	160681404
cg13313036	0.00695438380578752	SLC29A2	11	66139196
cg13314167	0.905600854189004		9	114557553
cg13315147	0.0247588299168609	CYP2E1	10	135341528
cg13315690	0.211186218417577	OVCA2;DPH1	17	1944831
cg13316191	0.0598280512201523	CDCA7L	7	21985884
cg13316424	0.893479697486823	CIZ1;DNM1	9	130968009
cg13319139	0.0344725004910253	ST3GAL2	16	70472477
cg13319175	0.834251075996085	CAPZB	1	19746564
cg13319664	0.0416055229362641	DNAJC28	21	34863952
cg13320626	0.0403270737390678	ST8SIA4	5	100238655
cg13320683	0.918785867341395	RHOBTB1	10	62761819
cg13322449	0.638433429415834	CEACAM3	19	42300200
cg13323474	0.0524081021025002	TTC18	10	75118523
cg13323752	0.376471590983198	SLC2A14	12	8025567
cg13325261	0.00938330945532282	ARNTL2	12	27486075
cg13325529	0.0566606046958395	TMEM107	17	8079954
cg13325666	0.0230742121595263	MLLT4;C6orf124	6	168227843
