Hybridization REF	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05	TCGA-A2-A0EV-01A-11D-A032-05
cg14796007	0.0156982124680335	MCM7;AP4M1	7	99697978
cg14797438	0.0476993935943149	PPP4R1	18	9615155
cg14797887	0.0140000843926243	MNS1	15	56757312
cg14799446	0.495108043609864	FKRP;STRN4	19	47250607
cg14800883	0.0624279883525971	ARPC4;TADA3	3	9834004
cg14801726	0.020478585801619	SRP68	17	74068204
cg14802310	0.198739505678259	TUBA1A	12	49582599
cg14802951	0.334173997083948	ADAMTS13	9	136287409
cg14804557	0.811737307589115	NA	NA	0
cg14807303	0.386675084210184	AR	X	66763445
cg14808739	0.746940053950713	SREBF1	17	17741098
cg14809191	0.0393798150165427	FOXQ1	6	1311825
cg14812492	0.254299225425144	DGKH	13	42622014
cg14813083	NA	LDHAL6A	11	18477280
cg14813406	0.017673602675585	CDC14A	1	100817041
cg14815778	NA	FAM58A	X	152865295
cg14816013	0.0356443755498021	OBFC2B	12	56618154
cg14816748	0.0195578505665214	PRPSAP1	17	74349897
cg14817143	0.0229239576855271	TTPA	8	63998778
cg14817542	0.0683717180141572	HIF1AN	10	102295790
cg14817848	0.0173924272408903	DUSP16	12	12715558
cg14818279	0.900748936051593	SH3TC2	5	148442554
cg14820573	0.904707540159255	POLR3K	16	102121
cg14820798	0.0510242387886354	ZNF767	7	149321188
cg14821083	NA	SEPHS2	16	30457280
cg14822966	0.0189421989570048	SLBP	4	1714979
cg14823109	0.0145880259583104	BCAS4	20	49411412
cg14823162	0.518284638427665	POU3F2	6	99281628
cg14824983	0.783426263836953	SEMA3B	3	50304424
cg14826456	0.692781461773713	ADRB1	10	115804095
cg14826683	0.237505080963267	SPRR2D	1	153013830
cg14828965	0.0379744687924599	RNF40;C16orf93	16	30773423
cg14829378	0.014288998146234	B4GALT1	9	33167077
cg14830952	0.0156878840073056	E2F5	8	86089500
cg14831798	0.904811399257632	CDYL	6	4706427
cg14831838	0.138412093528334	CDK5R2	2	219824308
cg14832358	0.0207359392579576	SRBD1	2	45837811
cg14832904	0.822282242426204	GPR75;LOC100302652	2	54087028
cg14833160	NA	BAX	19	49457855
cg14833385	0.0488882028040136	HLA-DMA	6	32921142
cg14834436	0.057561158386979	MNAT1	14	61201418
cg14835962	NA	THAP7;FLJ39582	22	21355944
cg14837082	NA	HRH1	3	11294604
cg14837165	0.0464893996989505	CHST14	15	40763995
cg14837411	0.0151602100751713	NA	NA	0
cg14838256	0.0124947165612373	SRD5A3	4	56212685
cg14839257	0.0108535405446347	RPS6KA2	6	167275999
cg14839898	0.879689370715911	TIMM8B;SDHD	11	111956362
cg14839932	0.0519766265155808	SRF	6	43139162
cg14840416	0.030061414297771	ZFP36L2;LOC100129726	2	43453324
cg14841098	0.487305799315654	SLC9A7	X	46618968
cg14841875	NA	ATP1A1	1	116916411
cg14844130	0.0469183043084524	VPREB1	22	22598937
cg14845091	0.765042804021513	ADPRHL1	13	114107956
cg14846293	0.0186294960973332	AXIN2	17	63557693
cg14847483	NA	TMEM85	15	34516640
cg14847688	0.019077050932441	GPR135	14	59932113
cg14849423	0.665622893718898	MIMT1;PEG3;ZIM2	19	57351791
cg14849559	0.0148351834736227	TMBIM1;PNKD	2	219157356
cg14850026	0.772085632361872	L1TD1	1	62660191
cg14850181	0.0155876408551952	MPST;TST	22	37416188
cg14851685	0.506886291788118	CYP4F22	19	15618559
cg14853515	0.0100473282321179	LSM5	7	32530038
cg14854487	0.357363172979382	LAMP2	X	119603098
cg14858551	0.0292161231687631	ZNF133	20	18269244
cg14859074	0.0209593361111498	NA	NA	0
cg14859417	0.343600760593039	PTPRE	10	129704949
cg14859460	0.131773766885094	GRM6	5	178422244
cg14859749	0.00811884815076718	SF3A1;CCDC157	22	30753135
cg14860494	0.107685485078401	GCLM	1	94374966
cg14861570	0.125881470809054	MMD	17	53499954
cg14862827	0.0215635558290012	NA	NA	0
cg14863484	0.0195740007021235	GOT2	16	58768010
cg14864603	NA	AANAT	17	74462846
cg14865516	0.0276938345606944	PAIP1	5	43557751
cg14865868	0.161442018334574	TRIB2	2	12856040
cg14869028	0.359470657382876	TINAGL1	1	32042161
cg14870271	0.102454848727668	LGALS3BP	17	76976010
cg14870461	0.116331229180014	C3orf64	3	69062103
cg14871138	0.486155422285087	NTSR1	20	61340885
cg14871544	0.117337247969135	DSG3	18	29027885
cg14871856	0.0116074443950938	GTF2E2	8	30515337
cg14872956	0.0144684781788028	APAF1;IKBIP	12	99039015
cg14873135	0.0192829719424455	TARS	5	33440653
cg14874121	0.0133747519058507	HSD17B4	5	118788291
cg14876043	0.57197651980236	NLRP7	19	55458730
cg14879013	0.0143288247435391	NA	NA	0
cg14880655	0.930563253452815	MAP1LC3A	20	33133505
cg14880800	NA	DNAH5	5	13945990
cg14882700	0.209994503783764	OTOP1	4	4228571
cg14883392	0.126079519139635	NA	NA	0
cg14884741	0.105356984796018	PPP1R14C	6	150464644
cg14885742	0.0938031312538243	IFITM3	11	320956
cg14886269	0.327400773866343	TNFRSF18	1	1141927
cg14887509	0.00968320863559191	WASF2	1	27816781
cg14889768	0.0365370007048143	RAB32	6	146864529
cg14892037	0.210166247078383	SNX12	X	70288026
cg14892066	0.0239077243449316	DCTD	4	183839263
cg14892768	0.192864030949328	AXL	19	41725332
cg14893129	0.523516132275768	CARD14	17	78152051
cg14893161	0.811887041757271	PM20D1	1	205819251
cg14893163	0.0497782227322159	PCDH17	13	58206036
cg14894144	0.428092554570774	LAMA3	18	21270554
cg14894216	NA	CATSPER1	11	65794352
cg14896003	0.948350345412192	RASSF7	11	562366
cg14896516	0.0174906104204995	CRHR2	7	30722361
cg14897096	NA	PC	11	66722073
cg14898639	NA	C20orf117	20	35423080
cg14898779	0.940275173485894	STK31	7	23749607
cg14898892	NA	SHROOM3	4	77356180
cg14899547	0.00998007455264325	CKAP2L	2	113521923
cg14900471	NA	GATA4	8	11561620
cg14902389	0.675706604226055	MGAT4A	2	99342685
cg14903309	0.0157259443148785	TARBP2;MAP3K12	12	53894418
cg14904464	0.0119464270974814	NELL2	12	45269790
cg14908548	0.0195607338578737	MAML1	5	179159589
cg14910241	0.106823661805444	TGFBR2	3	30648598
cg14911395	0.750320676768127	SEMA3B	3	50311213
cg14911472	NA	MED23	6	131949010
cg14912034	0.262133019165177	LYZL2	10	30918851
cg14912575	0.665193609664222	C14orf162	14	70038236
cg14913610	0.404883980416865	KLRG1	12	9142341
cg14913925	0.207510657529337	C7orf38	7	99149239
cg14914852	0.665813986606664	NA	NA	0
cg14914982	0.0451743440808819	CCND2	12	4382985
cg14915165	0.0202506120155367	WDR3;GDAP2	1	118471929
cg14915263	0.0120463370296532	PTPN1	20	49127137
cg14916079	0.481297717292697	NANOS1	10	120788696
cg14916200	0.0100566434445403	NA	NA	0
cg14916213	0.0127400859988433	RBM4	11	66405818
cg14916288	0.0538723259770239	CCL23	17	34345136
cg14917512	0.183207541778678	GNA11	19	3094685
cg14918082	0.826040071554338	KCNAB3	17	7833237
cg14919562	0.012561623082278	RAD23B	9	110045901
cg14920334	0.250508039531761	GALNT8	12	4829827
cg14920426	0.0515931882280314	PDLIM7	5	176924420
cg14920846	0.365988236263758	NAV1	1	201618209
cg14923435	NA	EPB41L5	2	120770279
cg14924091	0.011931957459044	CHST14	15	40763073
cg14924278	NA	TACC2	10	123748922
cg14925024	0.903223698180459	C1orf35	1	228291705
cg14927277	0.0529438914836521	METT5D1;KIF18A	11	28129967
cg14930396	0.0128314905615808	SF3B14	2	24299176
cg14930674	0.587113218583941	SLC12A1	15	48500240
cg14930706	0.61905900379233	NLRP4	19	56363105
cg14931645	0.0398925434727471	ZNF672	1	249133278
cg14932645	0.74188774613844	SLC4A5	2	74569004
cg14932684	0.0705186152163819	YAF2	12	42632001
cg14934766	0.0155471717620614	CENPA	2	27009384
cg14934821	0.545712365643996	GPSM1	9	139228820
cg14939652	0.0337468667600879	NPAS3	14	33407765
cg14939691	0.0288652208532371	TKT	3	53289981
cg14940420	NA	IQCF2	3	51895692
cg14942312	0.462882940460477	GPR119	X	129519061
cg14944269	0.524059696544259	RAB15	14	65439602
cg14944362	0.165861665166172	PDYN	20	1974924
cg14946299	0.0287728709773987	ZNF273	7	64363590
cg14947494	0.0205826726215079	BRP44L	6	166796284
cg14948436	0.5964126194204	KCNK16	6	39290159
cg14948822	NA	MPV17	2	27545006
cg14949649	0.0426452470692203	UBE3B;KCTD10	12	109915082
cg14950072	0.0757004526378008	LAMA1	18	7118122
cg14951292	0.120698250099059	HMOX2;NMRAL1	16	4525986
cg14951734	0.0103010010854745	CCNYL1	2	208576279
cg14957086	0.385136524151555	NA	NA	0
cg14958018	0.456501544532534	NKX6-3	8	41505042
cg14958635	0.302359152807437	NEUROG1	5	134870977
cg14958889	0.0218522438871546	GPR153	1	6320471
cg14959707	NA	ZC3H7A	16	11876391
cg14960043	0.0723227505872572	DEF6	6	35265624
cg14961385	NA	SPAG4	20	34204167
cg14961550	0.0634558816218073	MCM3	6	52149751
cg14962548	0.0124800687010278	EIF5B;TXNDC9	2	99952717
cg14962776	0.0536265181143786	TRAPPC2;OFD1	X	13753381
cg14963371	0.12426818981029	GPR3	1	27719463
cg14963897	NA	ROMO1;NFS1	20	34288750
cg14964658	0.0128416388736423	PEX19	1	160255030
cg14966252	0.0248560376835646	ZNF622	5	16466459
cg14967066	0.0767642169673212	IFITM1	11	314341
cg14967972	0.0484631656418948	PANK1	10	91405265
cg14971781	0.0228346273441505	ACBD3	1	226374753
cg14972143	0.0412807868881391	EIF4E	4	99851003
cg14972271	NA	CAPN2	1	223899736
cg14973995	0.26352305902733	MFSD10	4	2935692
cg14974772	0.137671115652286	FBLN5	14	92414425
cg14975238	0.858858115604411	BHLHA15	7	97841591
cg14976276	0.0113095587738465	NEU1	6	31830630
cg14981132	0.0373630536275431	HNRNPA1;HNRPA1L-2	12	54675468
cg14982472	0.443537375863332	ABCG1	21	43619651
cg14984307	0.0215079514192643	ACYP1	14	75530737
cg14984920	0.036892128160463	CYCS	7	25164393
cg14986136	0.109736999708475	WBP5	X	102611253
cg14986420	0.0795772974804945	YIPF6	X	67718299
cg14987922	0.0602212596719709	STRN	2	37194071
cg14988503	0.0170413343596195	CDKL2	4	76555547
cg14989191	0.0396226674180802	SEZ6L2;ASPHD1	16	29912071
cg14990333	0.0355252801899171	ZNF221	19	44455383
cg14991487	0.633059228507149	HOXD9	2	176987404
cg14992108	0.629551901893259	SNTB1	8	121825470
cg14992253	0.0380292452835874	EIF3I;C1orf91	1	32687567
cg14993293	0.0325354396714882	CETN3	5	89705579
cg14996805	0.0116934946446492	SUPT4H1	17	56430170
cg14998713	0.0894011950559794	ETS1	11	128391908
cg15001372	NA	GCK	7	44229892
cg15001381	0.163950306511274	AXIN1	16	403314
cg15002187	0.0332518211559565	SLC37A3	7	140098492
cg15002204	0.149264760606859	CENPQ;MUT	6	49429719
cg15002214	0.0321324433195012	NOG	17	54670370
cg15003158	0.0368536698211627		5	68628431
cg15003434	0.0392586635377428	SURF6	9	136202985
cg15005385	0.358856880139104	NA	NA	0
cg15006396	0.0466203096912143	FAM55C;NFKBIZ	3	101546859
cg15006973	NA	GJA4	1	35258933
cg15008991	0.152179712606674	ZNF673	X	46306863
cg15009698	0.0196373903759561	AP3B1	5	77590494
cg15009813	NA	TNFSF12;TNFSF12-TNFSF13	17	7451883
cg15010067	0.0261732737759253	MRPL54;APBA3	19	3762973
cg15010390	0.0296491623818808	NDUFC1	4	140216957
cg15013019	0.443524807643534	LYL1	19	13213451
cg15014034	0.36286188130033	MAOA	X	43515544
cg15014458	0.331453443278861	LYPD3	19	43969810
cg15014549	0.117115699145066	SLC47A1	17	19437003
cg15016234	0.0269802495401767	TRIM62	1	33647028
cg15016628	0.351460273476529	BRS3	X	135570188
cg15018760	0.0668356278702201	TYMP;SCO2	22	50964374
cg15019617	0.0541116241677154	IFIT1	10	91152447
cg15020645	0.0869459286929788	APC	5	112073769
cg15021292	0.803210688651466	PIK3R1	5	67521596
cg15021531	0.0363598801776353	DDIT3	12	57913928
cg15025769	0.0105111891372637	MYO9A;SENP8	15	72410003
cg15028436	0.479081935707845	TXNDC3	7	37888078
cg15031780	0.0115737766557046	PEX14	1	10535585
cg15032239	0.0600325987960004	CYFIP1	15	22891954
cg15034135	0.0142510032393851	ADAMTS19	5	128796168
cg15034763	0.0232734598829919	TMEM59;C1orf83	1	54519040
cg15035273	0.017982946380526	PAN2	12	56727511
cg15035713	0.0164264436698989	TEP1	14	20881570
cg15037004	0.130951768186932	ZNF366	5	71803938
cg15039399	0.0141778546469905	CDK2AP2	11	67275985
cg15041659	0.0222436837526955	ZBTB40	1	22778527
cg15042080	0.210109601237004	TMEM74	8	109799756
cg15042385	0.0640468559178711	URGCP;UBE2D4	7	43966260
cg15042806	0.0118828419943215	DCTN5;PALB2	16	23652268
cg15043057	0.666390326982474	CTPS	1	41444788
cg15043801	0.0402276154685888	DNMT1	19	10305911
cg15043975	0.133486833298001	RASSF1	3	50375252
cg15044041	0.795994718954056	WDR52	3	113160313
cg15044073	0.0236793862563956	SWAP70	11	9685299
cg15045441	0.0792751451984906	C6orf155	6	72130432
cg15046675	0.674337476592273	CD37	19	49838777
cg15046693	0.528288691458548	CEBPG	19	33863876
cg15046735	0.0106033571076411	ALKBH1;C14orf156	14	78174352
cg15047833	0.0315738849470459	POLR2C	16	57496411
cg15050111	0.0437717745624423	GRHL3	1	24645850
cg15051063	NA		3	142893947
cg15052335	0.820786640922289	LPIN2	18	3011810
cg15052901	0.180233134107826	NA	NA	0
cg15054260	0.042474862712587	RIPK2	8	90769710
cg15055101	NA	SH2D3A	19	6766609
cg15056107	0.0211683832781382	NUP133	1	229644037
cg15056247	0.0166171775942213	DSE;TSPYL1	6	116601073
cg15056412	NA	NECAB3	20	32262523
cg15057581	0.143900870528781	SIRPA	20	1875084
cg15057726	0.0121919982090291	MCM2	3	127317466
cg15059511	0.0163977716760133	ZFYVE19;DNAJC17	15	41099719
cg15059932	0.020800705113354	ZNF236	18	74535233
cg15060177	0.0157335062700731	SACM1L	3	45731018
cg15060813	0.345158333822699	LRFN3	19	36428308
cg15061008	0.0313432218488355	CABIN1	22	24407907
cg15062535	NA	ZNF610	19	52847933
cg15062795	0.0310509102481105	ETV6	12	11802217
cg15065896	0.0247780743581584	GOLGA4	3	37285038
cg15068733	0.171955131482392	FGF11	17	7342846
cg15070798	0.0145294734053359	WDR24	16	740561
cg15071391	0.873206465560429	MTMR6	13	25862639
cg15075170	0.300562341390605	TMEFF1	9	103236030
cg15075718	0.417612589406115	NA	NA	0
cg15076218	0.0191409515528657	PIK3R3	1	46599002
cg15076659	0.0884255149081298	SLC9A1	1	27481857
cg15077070	0.16068485102125	IL1RL2	2	102803290
cg15077637	0.0204841166920383	EFTUD2;CCDC103	17	42977401
cg15078027	0.0108377621792114	NA	NA	0
cg15078479	0.0121783681929898	PARP2;RPPH1	14	20811808
cg15081561	0.539763014747234	CCDC102B	18	66504226
cg15082782	0.895942440770299	NA	NA	0
cg15083227	0.0472084356755987	NA	NA	0
cg15083233	0.0638017217950126	PALM2-AKAP2;AKAP2	9	112810402
cg15085805	0.0235352883384576	LSM4	19	18433592
cg15087147	0.0656141656856189	SND1;LRRC4	7	127672169
cg15089387	0.0815802538240999	TSLP	5	110406661
cg15089487	0.024278754394814	LRRC49;THAP10	15	71185252
cg15091337	0.0367701918849577	POLE4	2	75185439
cg15091410	0.318553858557817	NA	NA	0
cg15092544	0.00988105992430984	NA	NA	0
cg15092802	0.577992413710736	NA	NA	0
cg15094912	0.0203640134073356	POFUT2;LOC642852	21	46707781
cg15095327	0.285698916983303	IL17RE	3	9944512
cg15096123	0.563047205683234	KLK4	19	51413937
cg15096140	0.514828917251449	MYO1B	2	192109731
cg15097876	0.0147985376223578	PPA1	10	71993604
cg15098690	0.0355259354389178	ZNF330	4	142141984
cg15100639	0.0137235310804168	BAT5	6	31671037
cg15101633	0.445393091010822	MEG3	14	101293726
cg15103426	0.0175667628156926	CCDC117	22	29168792
cg15103675	0.0102872957148651	UAP1	1	162531519
cg15104484	0.0164773657175201	PEX26	22	18560503
cg15105081	0.0610399715195902	C11orf67;RSF1	11	77532226
cg15105660	0.509544919175484	CLDN1	3	190039935
cg15105703	0.126523624815578	DUOX1;DUOXA1	15	45421860
cg15105987	0.472339543848701	NA	NA	0
cg15107670	0.178002437739733	WT1;WIT1	11	32456759
cg15109207	NA	PLA2G4C	19	48614773
cg15109571	0.0360177248027005	SUFU	10	104264023
cg15111734	0.0316856176142458	FGFBP3	10	93668914
cg15113803	0.740266885874026	RHO	3	129247119
cg15118204	0.285170774362984	MAFG;SIRT7	17	79876231
cg15118503	0.0420549593928029	AHSA2	2	61404861
cg15119375	0.0148751788429118	C16orf67	16	31712039
cg15120247	NA	C1orf54	1	150244045
cg15120497	NA	TRH	3	129692899
cg15120925	0.0661535711607866	RASAL1	12	113573809
cg15120942	0.676578745897911	PLCD1	3	38071578
cg15121304	0.608019575862693		22	22380100
cg15125424	0.0346845861038726	SOCS2	12	93963354
cg15125472	NA	HSPB6;C19orf55	19	36248077
cg15125634	0.0251640328835876	RAB11A	15	66161842
cg15127324	NA	ARAP2	4	36246442
cg15127733	0.728765534118858	HSPA12B	20	3713584
cg15127806	0.0215183872146369	MRPL42	12	93861418
cg15128849	0.0239899925421771	HHLA3;ANKRD13C	1	70820718
cg15128898	0.0125347207301912	SPEF2	5	35618029
cg15129294	0.117820667911078	NA	NA	0
cg15133363	0.027151547271321	C7orf68	7	128096265
cg15133917	0.331431295348969	TTN	2	179672637
cg15134628	0.0787010251006645	MAPK12	22	50699649
cg15134649	0.38355209515409	MT1E	16	56659336
cg15139737	0.0139370506315841	C8G;FBXW5	9	139839391
cg15140807	0.443490286800769	LOC388387	17	41051210
cg15142488	0.991994522750673	LYPD4;DMRTC2	19	42348947
cg15143643	NA	FBLN1	22	45897773
cg15144793	0.0181073587250388	SH3BP4	2	235861303
cg15146720	0.0478032258509389	GALNT11	7	151722621
cg15146752	0.396677066157957	EPHA2	1	16482767
cg15147435	0.0192758062327414	FKBP11	12	49319453
cg15147516	0.615417499705844	MIXL1	1	226411868
cg15147545	0.0103460576838454	ITGB1	10	33247604
cg15149098	NA	SULT2B1	19	49055027
cg15149645	0.211318668099918	NUPR1	16	28550619
cg15149938	0.366853623909465	C22orf34	22	50018392
cg15153383	0.0476204846383201	KATNB1	16	57770620
cg15154229	0.678751907850269	CPA1	7	130020011
cg15156078	0.0774661322622008	RASGRF1	15	79383413
cg15156367	0.763618198483077	EPHX4	1	92495004
cg15156836	0.0918145774710306	SEPN1	1	26126415
cg15156844	0.968012463884967	DLGAP1	18	3880020
cg15157837	0.01488635701982	CNNM3	2	97482059
cg15158783	0.46309377505956	PF4	4	74847646
cg15160312	0.0102802488898023	DLG1	3	197025201
cg15160445	0.7190840843306	GNAS;GNASAS	20	57426749
cg15160742	0.0167178626481861	PPPDE1	1	244817222
cg15161055	0.0214144799181673	ECSIT	19	11639555
cg15161785	0.0097287333198944	ADI1	2	3523134
cg15164103	0.2174873104488	MEST	7	130126871
cg15164958	0.0367508070470033	VSTM2A	7	54609587
cg15165084	0.010208458946626	GRAMD3	5	125759291
cg15166050	0.941498943704212	LCTL	15	66857133
cg15166089	0.754908200805679	CD164L2	1	27710030
cg15167433	0.0284150722623477	XRCC1	19	44079985
cg15169162	0.602102541405719	PRPH2	6	42690308
cg15170424	0.0251991102118404	TMEM55A	8	92052897
cg15170903	0.0207287450745327	NA	NA	0
cg15171237	0.949401213025719	CASP3;CCDC111	4	185571958
cg15173196	0.0253780953222961	UBE2T	1	202311278
cg15175266	0.436883412065094	CDH12	5	22854704
cg15175577	0.0143065896589066	C22orf28	22	32808177
cg15177359	0.174421281461683	UNC13D	17	73840750
cg15177917	0.296523135215168	DAND5	19	13080409
cg15178040	0.873015480077476	GSTA5	6	52711494
cg15182360	0.045251954289122	PCDH20	13	61989737
cg15183083	0.162444667078211	KCNA4	11	30038310
cg15185001	0.0204268066782208	LSR	19	35739448
cg15185286	0.0149409008832	AIG1	6	143381675
cg15185794	0.0342228777458506	PADI2	1	17446087
cg15185804	0.0720073608442695	PGM3;RWDD2A	6	83902498
cg15186584	0.935277636212159	C9orf24	9	34397651
cg15186869	0.024432457004994	UBR7;C14orf142	14	93673274
cg15187606	0.955814895658559	PDZK1IP1	1	47656853
cg15188491	0.041926466774204	PRKAB2	1	146644106
cg15188688	NA	CDC45L	22	19468342
cg15191648	0.505333424458349	SALL3	18	76740262
cg15195276	0.0265294209080716	LPAR1	9	113799936
cg15195353	0.795469113028126	GLIS2	16	4382775
cg15195412	0.399060300565363	CX3CL1	16	57406955
cg15198335	0.0190575889086472	DIS3L	15	66586003
cg15200096	NA	KCND1	X	48829104
cg15201291	NA	CYP2C8	10	96830102
cg15201599	0.0208053414677893	COG3	13	46039584
cg15201635	0.00992385939746485	SMPD3	16	68482637
cg15201877	0.130807861140069	PTGER3	1	71512973
cg15201909	0.560804373486546	IL2RG	X	70331961
cg15202954	0.484429422424853	NALCN	13	102068996
cg15205507	0.0710878484307656	ZNF331	19	54024323
cg15206330	0.00980712967683723	TP53;WRAP53	17	7591591
cg15206445	0.670752669993911	SPG7	16	89573312
cg15207619	0.0863700222642437	CAB39L	13	49975643
cg15207953	0.471641213067029		20	29522467
cg15209169	NA	RABGAP1	9	125702779
cg15210427	0.550779590612524	CST9L	20	23548991
cg15210596	0.0170718041578122	SCCPDH	1	246887325
cg15210999	0.850426031859623	DTNBP1	6	15663538
cg15211655	0.0169766095196499	OSBPL1A	18	21977340
cg15211677	0.129205654593751	WBP5	X	102611451
cg15212440	0.0312550984495738	SFXN2;ARL3	10	104474465
cg15213605	0.0518778866792568	COG4;SF3B3	16	70557485
cg15214092	0.0829612746544222	MRPL12	17	79670496
cg15214137	0.0194020207046448	PGM2L1	11	74109221
cg15215114	0.0210919991287818	C17orf61	17	7307419
cg15219393	0.0385135852718817	PPARGC1B	5	149109878
cg15222604	0.842968380593242	HCFC1	X	153230625
cg15223781	0.0434213144180802	FER	5	108083895
cg15225105	0.019003297172401	SAC3D1	11	64808343
cg15226751	0.944283061429535	LZIC	1	10001911
cg15227610	0.624265013807324	HSPB2;CRYAB	11	111782016
cg15227982	0.668060733609102	C10orf26	10	104535854
cg15228639	0.400346218774192	PLA2G4E	15	42289939
cg15229026	NA	UBAC1	9	138853493
cg15230273	0.0638344605580045	EFNA5	5	107006413
cg15231886	0.370438183169442	UTP14A	X	129039863
cg15232450	0.0141677402104308	SETMAR	3	4345438
cg15233681	0.460740680325837	IL1R1	2	102770602
cg15234096	NA	LIX1	5	96479253
cg15235185	0.0121090928253063	TROVE2;UCHL5	1	193028809
cg15235832	0.0515984023845593	ACTR2	2	65455536
cg15236866	0.142131582600608	DLX1	2	172948825
cg15238200	NA	TRIM65	17	73893634
cg15238224	0.127833379112417	TRIM31	6	30081408
cg15239123	0.0235073376701658	SMOC1	14	70346413
cg15239579	0.335692704300617	TRAP1	16	3767978
cg15239703	0.0246121895694037	CBR4	4	169931051
cg15240064	0.0466481354846061	ZNF12	7	6746837
cg15241084	0.320504077395093	TLR7	X	12886121
cg15241708	0.308374238466889	CNOT6	5	179920582
cg15242570	0.121959632021484	CTSL1	9	90341048
cg15243024	0.0245498883423994	NRBP1	2	27651571
cg15247031	0.454561657186517	C14orf126	14	31926564
cg15247144	0.0127585435709544	PYCARD	16	31213730
