Hybridization REF	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05
cg15262984	0.039670210999077	URGCP;UBE2D4	7	43965648
cg15264255	0.0826142835901524	NIPAL2	8	99306718
cg15264273	0.937035651920813	ZNF169	9	97040460
cg15264303	0.140955404275318	LRRC23	12	7013902
cg15264808	NA	CENPN;C16orf61	16	81041398
cg15269294	0.0207921097995766	NUP155	5	37371053
cg15269863	0.068290869066023	PRSS35	6	84222360
cg15269875	0.521406571287734	H19;MIR675	11	2018018
cg15270851	0.096596504574542	CARS2	13	111358291
cg15270950	0.378806179334403	TGFBR2	3	30648819
cg15271594	0.0330208289545269	RPL29	3	52029932
cg15271616	0.0277346561464309	RUSC2	9	35490515
cg15272684	0.450562540835127	KIAA0319L;NCDN	1	36024473
cg15272690	0.0153197618749315	CCDC113	16	58284024
cg15275890	0.927812043709329	SLC25A17	22	41216316
cg15277108	NA	SDS	12	113842998
cg15278682	0.959625832564048	TACR2	10	71175852
cg15278948	0.012386431498909	ZFAND2B	2	220071103
cg15279364	0.189010688212389	TMEM130	7	98466963
cg15280964	0.0849817909959955	RBM34	1	235324133
cg15284635	0.786507328925651	SLC6A11	3	10858504
cg15286372	0.0375827546203014	LRRC1	6	53659348
cg15286905	0.021961889317734	ACBD5	10	27530250
cg15287183	0.0898603650195983	NA	NA	0
cg15288179	0.00645992065395437	SUB1	5	32585739
cg15293750	0.0134527280545314	TRDMT1	10	17243266
cg15296858	0.963338541881728	PPM1G	2	27633235
cg15297650	0.87061924393973	TMEM163	2	135477056
cg15298323	0.601871509160087	ACAT2	6	160182438
cg15298545	0.830554354454102	ERI2;LOC81691	16	20816476
cg15298594	0.0129819698194808	NBAS	2	15701366
cg15299463	0.0144588147333576	TEAD2	19	49865398
cg15299721	0.00880164775722625	NHEDC2	4	103997510
cg15300989	0.0150345519405894	SIP1	14	39583430
cg15301525	0.0091556459221283	ATP6V0D1	16	67515344
cg15301694	NA	STRN3;AP4S1	14	31496854
cg15301700	0.030956690667666	SCRT1	8	145560531
cg15302379	0.722523922148647	KAZALD1	10	102821848
cg15302567	0.091137152547257	NA	NA	0
cg15303841	0.815591213187119	RFPL1S;RFPL1	22	29833804
cg15304928	0.0230098000238518	TMEM9	1	201123562
cg15305343	0.00946735124055851	NSUN4	1	46806357
cg15305511	NA	EVC2;EVC	4	5712676
cg15307169	0.0184707091356758	DOK7	4	3465064
cg15307268	0.0327021655361641	GPR176	15	40213409
cg15307449	0.686250492263837	NA	NA	0
cg15308737	0.810241099977045	ARSG	17	66303328
cg15309006	0.0586761954717043	CHP2	16	23766116
cg15309066	0.00908685368244538	NA	NA	0
cg15309223	0.0160500274592037	TMEM59;C1orf83	1	54519091
cg15309236	0.410907296184306	BHLHB9	X	101975597
cg15309264	0.0369170796497624	VRK2	2	58274034
cg15309578	0.70339857593103	NA	NA	0
cg15310162	0.9113770606007	CLDN14	21	37852822
cg15310873	0.873231662369634	C20orf85	20	56726093
cg15311933	0.00986230324032547	PQLC2;AKR7A2	1	19638897
cg15312298	0.170007343270368	FAM84B	8	127570908
cg15312323	0.63673203821265	KRTAP4-4	17	39317694
cg15315630	0.0136105550559763	ZMYM6	1	35497506
cg15316289	0.968233869684761	ALG12;CRELD2	22	50310904
cg15316334	NA	CEACAM5	19	42211252
cg15317267	0.665800047182726	H19;MIR675	11	2018247
cg15318532	0.00721739235404663	RFXAP	13	37393521
cg15319076	0.0137443890129204	DCTN6	8	30013987
cg15319451	0.0372925834463447	TMEM51	1	15480748
cg15319457	0.009492381599067	HES6	2	239148132
cg15320474	NA	UBD	6	29528005
cg15321195	0.0295414370734836	AGPAT3	21	45285898
cg15321211	0.264479338397879	HNRNPF	10	43905515
cg15322932	0.329556686628808	ALDH3B1	11	67777682
cg15329467	NA	CYP19A1	15	51630696
cg15329483	0.450032616305986	SSX7	X	52683974
cg15329642	0.55488482094804	PTCH2	1	45308298
cg15329866	0.790337145485626	PLD1	3	171455826
cg15331039	0.00952625726681201	SH3BGRL2	6	80341283
cg15334028	0.062580498864248	MIR638;DNM2	19	10829162
cg15337006	0.821758818340897	ITGAM	16	31271009
cg15337055	0.0149913293509332	FOS	14	75745358
cg15337897	0.128360956158447	FGF3	11	69634400
cg15339605	0.0869356096154856	TFEC	7	115670795
cg15341340	0.017268667888366	DNASE2	19	12992237
cg15341760	0.889325269549244		1	6297890
cg15342384	0.0207152540330091	HNRNPH3;PBLD	10	70091938
cg15343119	0.0854347886215521	GALR1	18	74961785
cg15344028	0.90608332648631	ICOS	2	204801510
cg15344726	0.989624818001285	GJA3	13	20717346
cg15345126	0.0129476232457686	RAB27A	15	55582248
cg15348640	0.0172303473046752	ACAA1;MYD88	3	38179985
cg15348799	0.0093990134548647	SKIL	3	170075452
cg15350036	0.237385233124437	CROT;TP53TG1	7	86973677
cg15350194	0.168331560280319	NA	NA	0
cg15350455	0.0434418502412752	C2orf44	2	24270357
cg15352315	NA	CD302	2	160655036
cg15352829	0.87548031821008	PLD4	14	105391018
cg15357518	0.0826118671889782	RBM42	19	36120356
cg15357639	0.966860614043247	OGG1	3	9790443
cg15357945	NA	PRG2	11	57158361
cg15359413	NA	FIGNL1	7	50517931
cg15361231	0.228380390046929	GLRX2	1	193075191
cg15361590	0.466086728086134	PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC4;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140864701
cg15361750	0.257763574377377	GPR77	19	47839132
cg15364303	NA	ROR1	1	64239391
cg15364537	0.0227047236995447	MFSD4	1	205538310
cg15364618	0.780203175042999	LTB4R2;CIDEB;LTB4R	14	24780551
cg15365950	0.00795802547875569	KLHDC1	14	50160307
cg15368822	0.0229826644713967	TMEM63A	1	226070397
cg15371509	0.0187802186155075	INTS3	1	153700650
cg15372098	0.017025448654202	C3orf26;MIR548G	3	99537053
cg15373285	0.554099642624356	MEG3	14	101293090
cg15373633	0.0680602260113758	DACH2	X	85403474
cg15374234	0.697535131008842	CD300LF;RAB37	17	72709026
cg15375239	0.0049292922957009	SPINT2	19	38755287
cg15375586	0.0932739760687525	TBX22	X	79277933
cg15376097	0.293004721767657	MPZL2	11	118135270
cg15377518	0.752400001930198	ZEB2	2	145278113
cg15377649	0.0263210030607378	ACTN4	19	39138400
cg15378655	0.0466051459239271	NA	NA	0
cg15379237	0.0203814536482674	B4GALT2	1	44445539
cg15379633	0.107951748054956	RAB36	22	23487586
cg15379858	0.512330176778468	CSGALNACT1	8	19540466
cg15379887	0.0971615185995129	CGGBP1	3	88107415
cg15381313	0.886443709805877	NR1H4	12	100867509
cg15381769	0.0110415852714206	PTPRK	6	128841972
cg15383087	NA	ZFP82	19	36910144
cg15383120	0.411707878435841	DUSP22	6	291909
cg15383392	0.0270610122947674	CTTN	11	70244691
cg15383574	0.0492156107401947	ATP5S;L2HGDH	14	50779169
cg15384392	0.0153572503617752	ARHGAP1;ZNF408	11	46721921
cg15384599	0.0390966798534908	SETMAR	3	4344887
cg15384717	0.0445002711944754	PRPF3	1	150294084
cg15385623	0.16913069081501	THRB	3	24536309
cg15387123	0.0548412506900292	CLIC3	9	139891058
cg15389153	NA		3	42819341
cg15392792	0.0157477693353571	MIR638;DNM2	19	10829173
cg15394409	0.00925625704797521	TMEM111	3	10028474
cg15396310	0.0121581023017869	BCL7B	7	72971398
cg15396367	0.149903936776064	UAP1L1	9	139972779
cg15397506	0.0112092587501039	LOC93622	4	6675881
cg15398448	0.00823782735943119	PTOV1	19	50353971
cg15398520	0.459092929790055	LPAL2	6	160932709
cg15399561	0.0190692810456376	POP1;HRSP12	8	99129939
cg15401952	0.0510097274266345	KCNIP4	4	21305805
cg15403517	0.0406145693452635	SRD5A2	2	31806275
cg15407570	0.758954228596809	STAB1	3	52529524
cg15408407	0.166903681812713	RPS15	19	1438438
cg15408454	0.425654754940233	NA	NA	0
cg15409266	0.676310137649766	NA	NA	0
cg15410903	0.0124750804591612	GSTO2	10	106028780
cg15411984	0.0174184422480293	LRRC23	12	7014090
cg15413566	0.121348674283482	ICA1	7	8301971
cg15414833	0.0123718149600146	RUNDC3B;ABCB1	7	87257767
cg15415507	0.11971886830676	EPHA2	1	16482553
cg15415509	0.0736618118563897	ADRB2	5	148205614
cg15415545	0.00999794247979182	GIYD1;SULT1A3;GIYD2;BOLA2B;BOLA2;SULT1A4	16	30206046
cg15416233	0.00900561771980683	PAX2	10	102505266
cg15416577	0.0132762074832146	CCDC52	3	113234093
cg15417244	0.933121161156487	PDZRN4	12	41831558
cg15417900	0.019176695230258	PAN2;CNPY2	12	56710096
cg15419274	NA	WFDC3;DNTTIP1	20	44421026
cg15422147	0.379422196986503	SERPINB5	18	61144339
cg15422784	0.927180955669425	LRRC8B	1	90023713
cg15423613	0.0179927807699135	KCTD7	7	66093349
cg15423764	0.372787906258852	GLYAT	11	58499533
cg15423862	0.945899714049689	KCNAB1	3	155838109
cg15425280	0.0267557576746736	GRIA2	4	158141492
cg15425811	0.163886829038024	C22orf27	22	31318181
cg15426734	0.0105871175555816	PARD6A;ACD	16	67695272
cg15427448	0.01683759416897	BACE1	11	117186896
cg15427567	0.0764675443743748	METT11D1	14	21458055
cg15427656	0.0507407701063789	FAM149B1;ECD	10	74928123
cg15427774	0.0403163219227835	GORASP1;TTC21A	3	39149258
cg15428653	0.052940996430094	ABCA2;C9orf139	9	139923402
cg15430659	0.911402970495252	CNNM1	10	101090558
cg15431576	0.0537291425540978	MORN4	10	99393007
cg15432938	0.027384722460066	FRAT1	10	99078812
cg15433631	0.034135517323143	NA	NA	0
cg15434599	0.0391296625576374	MDM2	12	69201663
cg15435730	0.0382409282445628	TFAP2D	6	50680222
cg15437432	NA	TMED9	5	177018986
cg15439078	0.925022859935758	MYL3	3	46904643
cg15439196	NA	CNNM2	10	104676907
cg15439862	0.0898525007725575	DSC3	18	28622593
cg15441973	NA	HNMT	2	138721317
cg15442534	0.016244976636855	PDCD10;SERPINI1	3	167452763
cg15442702	0.0893054797917544	FGFR4	5	176514253
cg15443822	0.0103429610076336	ATP2A3	17	3867014
cg15444978	0.0146938699094382	MARK3	14	103851370
cg15445332	0.00982610632427531	MKNK1	1	47069792
cg15446391	0.756233150352069	WT1	11	32452370
cg15447479	0.026128464814512	SMO	7	128828765
cg15447486	0.936572701766773	NA	NA	0
cg15448245	0.773305049531383	GGT5	22	24641654
cg15448599	0.966299441131526	C3orf45	3	50315748
cg15451100	0.0118612838166596	PSMB8	6	32812422
cg15452204	0.770245055693604	CDX1	5	149546471
cg15452426	0.106987904420608	DFFA	1	10532230
cg15452573	0.01580784790808	SNCA	4	90758843
cg15453943	NA	RAB9P1	5	104434827
cg15454483	0.0709672453893044	SNX12	X	70288604
cg15456206	0.009234852509076	ZNF580	19	56152139
cg15457079	0.809461950994231	CPN1	10	101841816
cg15457899	0.0325795647055975	SCN3B	11	123525665
cg15459742	0.0106056081185575	CTNNAL1	9	111775564
cg15459773	0.979201270554965	C1orf124;EXOC8	1	231472445
cg15460516	0.0112364292161831	TNFRSF12A	16	3070249
cg15461516	0.036827624190478	CHST1	11	45686369
cg15462232	0.0326046404598202	FOXD3	1	63788184
cg15464148	0.62214024792726	LPAR5	12	6745057
cg15465321	0.862801720422069	NA	NA	0
cg15467148	0.0723490194698664	PCK2	14	24563578
cg15467759	NA	NDST1	5	149900327
cg15468095	0.0484924433126203	PYCARD	16	31214401
cg15470298	NA	COL18A1	21	46825222
cg15470750	0.0276080924015687	FDPS	1	155278344
cg15473335	0.0580567679542899	NOL12	22	38082170
cg15473868	0.027940202579798	MT1X	16	56716621
cg15473904	0.0310427784683054	MRPL41	9	140446993
cg15475323	0.0854654063585776	MAMSTR	19	49220102
cg15477600	0.019728024902865	SDF2L1	22	21996253
cg15479752	0.278491401490805	FFAR2	19	35940862
cg15480475	0.938435942132365	TUB	11	8060060
cg15480941	0.233879867300835	PIM2	X	48776125
cg15481539	0.491219109945058	DEFA5	8	6913441
cg15482690	0.0116714531566426	TARDBP	1	11072742
cg15484019	0.0170526808590998	TTC35	8	109455575
cg15484375	0.428676450169196	SAA1	11	18287647
cg15484384	0.502530457730213	ANAPC13;CEP63	3	134203672
cg15485859	0.416148693799128	C1orf116	1	207206447
cg15486645	0.014664344282837	LIN7C;BDNFOS	11	27528489
cg15488251	0.0125240491670449	MYH11	16	15951224
cg15488402	0.0608965379911846	SLC9A8	20	48429173
cg15489294	0.26837999339506	LVRN	5	115297853
cg15489301	0.100348096311463	AKR1B10	7	134213038
cg15489422	0.820383196125524	TMCC1	3	129599347
cg15491567	0.788797440248485	DYSF	2	71679675
cg15492003	0.0159962801832309	ALG2;SEC61B	9	101984308
cg15492104	0.0291349100894369	COQ6;FAM161B	14	74417249
cg15494458	NA	BPI	20	36931512
cg15494980	0.0923822283208574	STX5	11	62599247
cg15495837	0.633077423513217	NA	NA	0
cg15498283	0.0066492849202409	TALDO1	11	747520
cg15500658	0.0299304844939624	SPEN;FLJ37453	1	16174610
cg15501381	0.819042952126964	NGB	14	77737800
cg15502446	0.0317807854534456	C11orf73	11	86013224
cg15502888	0.0121563720301955	SOCS3	17	76356228
cg15503752	0.878824155023496	ST6GALNAC1	17	74639731
cg15503799	0.0244585514072404	PRCC	1	156737481
cg15507817	0.0089760615485095	WNT7B	22	46372583
cg15508020	0.0208319175219782	CSNK2A2	16	58232206
cg15512851	0.593648144436458	FGD2	6	36973518
cg15512961	NA	ANXA6	5	150537567
cg15513137	0.246080956592356	NA	NA	0
cg15514848	0.511775139010624	FMO1	1	171217555
cg15516226	0.607900818131356	BTNL9	5	180467519
cg15517609	NA	RYR1	19	38924045
cg15517965	0.0323615874921144	TMUB2;C17orf65	17	42263946
cg15518883	0.908847219544733	SIT1	9	35650561
cg15518950	0.799775399107051	TMEM171	5	72415770
cg15519208	0.0668072495190244	HIST1H1E	6	26155791
cg15520279	0.567673281342373	HOXD8	2	176995088
cg15521097	0.446445934887268	ITIH5L	X	54824559
cg15522719	0.0351020955917802	GLS	2	191745248
cg15522957	0.837389312005224	ALX4	11	44324925
cg15523238	0.0535737489743621	ATP10A	15	26108796
cg15525002	0.0146943400315707	GBA	1	155214303
cg15526708	0.406150106432168	TGFBR1	9	101866433
cg15527554	0.767645839542327	YSK4	2	135782086
cg15528736	0.193898586350973	FCGRT	19	50015780
cg15530356	NA	ZNF414	19	8579985
cg15531099	NA	LCE1D	1	152770502
cg15532088	NA	C17orf66	17	34195134
cg15534084	0.0748810705548202	ZNF649	19	52408044
cg15534366	0.0944018745519854	CDH4	20	59826207
cg15536230	0.899369204217014	HSF2BP	21	44985092
cg15536242	0.858280337568953	NA	NA	0
cg15536490	0.508287869413036	TFAP2C	20	55203849
cg15536552	0.389220225665322	ACSL4	X	108976035
cg15537433	0.0179305039969967	NDUFA2;IK	5	140027092
cg15537850	0.566600715586205	NAPRT1	8	144661051
cg15538427	0.388027256684883	LRRN4CL	11	62457014
cg15538820	0.255336065258759	OBP2B	9	136084818
cg15538837	0.0132643038087838	H3F3A;LOC440926	1	226250361
cg15539420	0.548613395761658	HOXB8	17	46692248
cg15540054	0.0119872177143949	ZNF180	19	45004280
cg15540820	0.303991344688549	EOMES	3	27765283
cg15541230	0.0120089199981156	COG1	17	71188803
cg15541315	0.0306807516517647	REXO2	11	114309932
cg15542496	NA	PIP	7	142828356
cg15543551	0.059627586542767	FGF12	3	192445202
cg15544036	0.36635623253126	CLDN4	7	73245564
cg15544721	0.47342292283642	PPP1R9A	7	94536691
cg15547534	0.0185591296357498	C7orf47	7	100034410
cg15547662	0.0449319471759438	PAFAH2	1	26324823
cg15550350	NA	GRK7	3	141497168
cg15551881	0.91413231638476	TRAF1	9	123688715
cg15552238	0.527911649855731	EMR3	19	14785749
cg15553522	0.0210898347541224	TMEM132A	11	60692329
cg15554401	0.901904395397125	GJB4	1	35226891
cg15555014	0.142599379016371	SYNGR2	17	76164144
cg15555727	0.0227964027403931	PYCRL	8	144692268
cg15556558	0.0200039680414869	STRN	2	37194356
cg15557833	0.151841324382356	NA	NA	0
cg15558658	0.0525922921616735	KIAA1279	10	70748649
cg15558971	0.0187669515405677	ZFP36L1	14	69260307
cg15559560	0.0129663074875481	SMPD4;FAM128B	2	130939084
cg15559700	0.703429938754713	UGT1A9;UGT1A10;UGT1A8	2	234579873
cg15559737	NA	CRYBA4	22	27016806
cg15560112	0.0180719514202307	MYBPC2	19	50935305
cg15560337	NA	HYAL4	7	123484898
cg15561986	NA	GSTZ1;POMT2	14	77788381
cg15562197	0.0126914000287247	C3orf38	3	88198982
cg15563057	0.0310464293723092	PURA	5	139493612
cg15563382	0.0211224628027737	RNF141	11	10563039
cg15563952	0.0252853789292898	DHTKD1	10	12110679
cg15563993	0.0158865117430258	WDR61	15	78592154
cg15564267	0.132976274822518	OTUB1	11	63754708
cg15565533	0.0232573073000956	IP6K1;GMPPB	3	49761936
cg15565872	0.012061337040231	VEPH1;PTX3	3	157155202
cg15566222	0.0174792028587911	ZC3H15	2	187350716
cg15566783	0.00955324963271906	NIPA2	15	23034186
cg15568167	0.00988579350391278	SAMD10	20	62610530
cg15569340	0.023329956127075	CLSTN3;RBP5	12	7282490
cg15569512	0.0134357500071879	BAG5;C14orf153	14	104029667
cg15571154	0.858829811868551	FAM187B	19	35719126
cg15572745	0.131247511296939	NRXN3	14	78870232
cg15572787	0.0173293341310188	RTDR1	22	23484171
cg15573237	0.620369554587345	NA	NA	0
cg15576195	0.019998965345295	HTATIP2	11	20385561
cg15576233	0.0143363534534429	HEY1	8	80679932
cg15579370	0.0243993782198581	SMOX	20	4129337
cg15580043	0.032061706081719	PSMA7;SS18L1	20	60719730
cg15581500	0.0126537547179151	HSBP1	16	83841755
cg15582789	0.078183900253493	SLC35D2	9	99145525
cg15582891	NA	TAAR1	6	132967028
cg15583058	0.0630570013679161	SDCCAG3;PMPCA	9	139305771
cg15583072	0.148157613961783	SLCO1A2;IAPP	12	21525662
cg15584630	0.00882470450919063	TSC22D2	3	150126560
cg15584813	0.781558522228702	SLC38A4	12	47219626
cg15585905	0.010093601983345	NA	NA	0
cg15585987	0.105421230200134	SNTG1	8	50824749
cg15586352	0.63877218757981	NA	NA	0
cg15587603	0.0285835410879214	C2orf63;RPS27A	2	55460405
cg15589156	0.0121858095730905	RAB3IL1	11	61684592
cg15589354	0.0407541968013656	URB2;TAF5L	1	229760606
cg15589427	0.790767914486316	MUC4	3	195539395
cg15590526	0.0996194675180022	NA	NA	0
cg15590780	0.709359703476904	USH2A	1	216596639
cg15591678	0.00685258055176403	ZNF365	10	64134155
cg15591837	0.0163562716413676	PPIL1	6	36842614
cg15594133	0.014989460293064	TSPAN14	10	82214337
cg15595739	NA	RGS9	17	63183451
cg15597540	0.859816865857462	TUSC4;CYB561D2	3	50387202
cg15599064	0.427777518550885	NA	NA	0
cg15600342	0.0135250876120534	WBP4	13	41635509
cg15600835	NA	RPTOR	17	78518556
cg15601535	0.034723486351609	SRD5A3	4	56212295
cg15602735	0.545568824795289	MAGEC2	X	141293333
cg15602809	0.510671600251882	NA	NA	0
cg15602950	0.0144768186147747	SACM1L	3	45731220
cg15602969	NA	RPL19	17	37356328
cg15603885	0.968845252439114	ABRA	8	107782373
cg15604008	0.023427548412831	NA	NA	0
cg15604467	0.254773183289422	POU4F1	13	79177925
cg15605888	0.0217414236707627	CCDC138	2	109403293
cg15606663	NA	KRTAP15-1	21	31812603
cg15607672	0.663365300911363	OTX2	14	57277227
cg15609273	0.0170740019799646	RCBTB1	13	50159867
cg15609321	0.0482265281080948	ZNF512	2	27805893
cg15610233	0.280742039964621	NA	NA	0
cg15610792	0.0116287107286313	C9orf114	9	131592173
cg15611364	0.0244543774562477	OXSM;NGLY1	3	25831423
cg15611923	0.034884995019044	RBM8A	1	145507416
cg15612063	0.038019538948946	TMEM45A	3	100211622
cg15612436	0.329476167649522	MPPED1	22	43897902
cg15612546	0.0157724856147761	RPS6KC1	1	213224612
cg15612847	0.884561670776008	MITD1;MRPL30	2	99796318
cg15612927	0.0480017137220966	RAD52	12	1058210
cg15613048	0.00734487062319317	KIF17	1	21044031
cg15613982	0.0208389773626946	SEC23B	20	18488017
cg15615135	0.0328640828710786	SNX5;C20orf72	20	17949655
cg15616083	NA	KCNQ2	20	62104607
cg15616400	0.98524174971216	SLC25A34	1	16062894
cg15619125	0.846974548154328	MAMDC4	9	139747228
cg15619794	0.87035438241327	IL5	5	131880649
cg15623573	0.0218972546858964	APBA1	9	72288098
cg15625636	0.736005152265407	GPR65	14	88472437
cg15626350	0.0515354981115949	ESR1	6	152130207
cg15627025	0.714396366068447	NA	NA	0
cg15627502	0.0256747818525591	RPN2;C20orf132	20	35806795
cg15627524	0.0821759349045585	DOPEY1	6	83777986
cg15628498	0.0100653789567374	ONECUT1	15	53082902
cg15629064	0.128246316087876	TRIM27	6	28891718
cg15630759	NA	SF3A1;CCDC157	22	30752524
cg15631323	0.0461599746025828	EGLN3	14	34420468
cg15633390	NA	EIF4E	4	99851211
cg15634735	0.0216860306082388	SAP130	2	128784622
cg15636365	0.00910504878333745	PNPLA7;MRPL41	9	140446240
cg15636587	0.294853190361747	NA	NA	0
cg15637528	0.9715639477676	C6orf146;C6orf201	6	4078959
cg15639045	0.0125951636186798	SLC16A11	17	6947200
cg15639951	0.925957759184224	MAP3K14	17	43367609
cg15640375	0.043473769849067	LPPR3	19	821565
cg15641675	0.0113491691581665	DDX17	22	38902252
cg15641998	0.019534902626972	HSD17B11	4	88312323
cg15642035	0.602679403321877	FAM135B	8	139165052
cg15642326	NA	MARK4	19	45754146
cg15643724	0.0252148015229442	GFER	16	2034532
cg15645309	0.0865830978170584	BATF	14	75988747
cg15645605	0.0194125283115175	MRPL35	2	86426467
cg15645784	0.0105684415351917	ROGDI	16	4852962
cg15646782	0.0118550220312556	FAM55C	3	101498416
cg15647515	0.0259006249697312	WNT2	7	116963802
cg15648315	NA	C13orf35	13	113301636
cg15648905	0.0185580659549292	RPL12;LRSAM1	9	130212957
cg15649193	0.0284794504569427	TECR;MIR639	19	14640403
cg15649452	0.0161267395071437	NA	NA	0
cg15652120	0.0223927465956688	ELK3	12	96588210
cg15652212	0.244927916893943	TMEM139	7	142981776
cg15652797	NA	CROT;TP53TG1	7	86974991
cg15654964	0.144655328080929	BSDC1	1	32860685
cg15657607	0.349426764843989	NA	NA	0
cg15657668	0.697731708478059	NA	NA	0
cg15658426	NA	CCDC112	5	114631545
cg15659828	0.0496497257552046	CHID1	11	911673
cg15660077	0.871006433306764	NLGN2	17	7311620
cg15660498	NA	C19orf55	19	36249933
cg15661409	0.920891049207466	C14orf105	14	57960976
cg15662251	0.797374779960888	PAQR7	1	26197855
cg15663121	0.0241010133095521	GLYR1;UBN1	16	4898306
cg15664067	0.0231845230751233	RASA1	5	86564490
cg15664701	0.168159029633723	AKAP14	X	119030658
cg15664905	0.762285472638937	PHLDB3	19	44009429
cg15665653	0.0453079594688698	WDTC1	1	27561270
cg15669092	0.0174505579644478	TUBB3	16	89989024
cg15669228	0.581197526557415	IFNA8	9	21409505
cg15669273	0.0135875335206091	LYRM4;FARS2	6	5261406
cg15670863	0.881457402500643	SPACA4;FAM83E	19	49110292
cg15673110	0.010798765599569	BIRC6	2	32581747
cg15674432	0.0734032847665952	SLC26A8	6	35992082
cg15674997	0.295974886130351	GRM6	5	178421314
