Hybridization REF	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05	TCGA-BH-A0DO-01B-11D-A12E-05
cg15428653	0.0468459607480225	ABCA2;C9orf139	9	139923402
cg15430659	0.875516851422729	CNNM1	10	101090558
cg15431576	0.0728172011449438	MORN4	10	99393007
cg15432938	0.0719768864617372	FRAT1	10	99078812
cg15433631	0.369506241139083	NA	NA	0
cg15434599	0.0744498245377284	MDM2	12	69201663
cg15435730	0.02488147070548	TFAP2D	6	50680222
cg15437432	NA	TMED9	5	177018986
cg15439078	0.85391901100662	MYL3	3	46904643
cg15439196	NA	CNNM2	10	104676907
cg15439862	0.42732959274136	DSC3	18	28622593
cg15441973	NA	HNMT	2	138721317
cg15442534	0.0153792688938698	PDCD10;SERPINI1	3	167452763
cg15442702	0.135769515103936	FGFR4	5	176514253
cg15443822	0.0354836740791959	ATP2A3	17	3867014
cg15444978	0.0163245353857726	MARK3	14	103851370
cg15445332	0.0164106721466571	MKNK1	1	47069792
cg15446391	0.382227125468677	WT1	11	32452370
cg15447479	0.022029596847834	SMO	7	128828765
cg15447486	0.944366073595466	NA	NA	0
cg15448245	0.476091979178319	GGT5	22	24641654
cg15448599	0.957775399740916	C3orf45	3	50315748
cg15451100	0.016932396413813	PSMB8	6	32812422
cg15452204	0.647676470638743	CDX1	5	149546471
cg15452426	0.15247538827366	DFFA	1	10532230
cg15452573	0.273046908518202	SNCA	4	90758843
cg15453943	NA	RAB9P1	5	104434827
cg15454483	0.099786386814166	SNX12	X	70288604
cg15456206	0.0135700682757805	ZNF580	19	56152139
cg15457079	0.677080731530062	CPN1	10	101841816
cg15457899	0.484914473234757	SCN3B	11	123525665
cg15459742	0.0298921929891652	CTNNAL1	9	111775564
cg15459773	0.93120848995643	C1orf124;EXOC8	1	231472445
cg15460516	0.016371286115514	TNFRSF12A	16	3070249
cg15461516	0.0248717905974988	CHST1	11	45686369
cg15462232	0.0591453974292761	FOXD3	1	63788184
cg15464148	0.467887305022919	LPAR5	12	6745057
cg15465321	0.86325988185224	NA	NA	0
cg15467148	0.0575467984149918	PCK2	14	24563578
cg15467759	NA	NDST1	5	149900327
cg15468095	0.0620231282164764	PYCARD	16	31214401
cg15470298	NA	COL18A1	21	46825222
cg15470750	0.0198812896998382	FDPS	1	155278344
cg15473335	0.0327774568051201	NOL12	22	38082170
cg15473868	0.0297989979850959	MT1X	16	56716621
cg15473904	0.0293383765373152	MRPL41	9	140446993
cg15475323	0.096350636540321	MAMSTR	19	49220102
cg15477600	0.0157968930086637	SDF2L1	22	21996253
cg15479752	0.279563994255575	FFAR2	19	35940862
cg15480475	0.856745582060642	TUB	11	8060060
cg15480941	0.556952364712786	PIM2	X	48776125
cg15481539	0.52163237592612	DEFA5	8	6913441
cg15482690	0.0161187403985865	TARDBP	1	11072742
cg15484019	0.0444953313719762	TTC35	8	109455575
cg15484375	0.152927612990327	SAA1	11	18287647
cg15484384	0.62149046120334	ANAPC13;CEP63	3	134203672
cg15485859	0.145719559434202	C1orf116	1	207206447
cg15486645	0.0184271731435268	LIN7C;BDNFOS	11	27528489
cg15488251	0.0200767980299393	MYH11	16	15951224
cg15488402	0.0498741234261482	SLC9A8	20	48429173
cg15489294	0.508824578597404	LVRN	5	115297853
cg15489301	0.154962495626	AKR1B10	7	134213038
cg15489422	0.873424436451858	TMCC1	3	129599347
cg15491567	0.556478001988694	DYSF	2	71679675
cg15492003	0.0165381981905277	ALG2;SEC61B	9	101984308
cg15492104	0.0327049381433401	COQ6;FAM161B	14	74417249
cg15494458	NA	BPI	20	36931512
cg15494980	0.0589842938478198	STX5	11	62599247
cg15495837	0.826236050828513	NA	NA	0
cg15498283	0.0117956156260523	TALDO1	11	747520
cg15500658	0.0411409513687086	SPEN;FLJ37453	1	16174610
cg15501381	0.533061775184125	NGB	14	77737800
cg15502446	0.0318629412836243	C11orf73	11	86013224
cg15502888	0.0204454480280498	SOCS3	17	76356228
cg15503752	0.49198203439226	ST6GALNAC1	17	74639731
cg15503799	0.0469660929584855	PRCC	1	156737481
cg15507817	0.0124711487585599	WNT7B	22	46372583
cg15508020	0.0286607350169589	CSNK2A2	16	58232206
cg15512851	0.579914072793845	FGD2	6	36973518
cg15512961	NA	ANXA6	5	150537567
cg15513137	0.187841283929234	NA	NA	0
cg15514848	0.838814654452737	FMO1	1	171217555
cg15516226	0.552609215900861	BTNL9	5	180467519
cg15517609	NA	RYR1	19	38924045
cg15517965	0.0181153521357863	TMUB2;C17orf65	17	42263946
cg15518883	0.85876809789926	SIT1	9	35650561
cg15518950	0.764955175284886	TMEM171	5	72415770
cg15519208	0.0614506828404189	HIST1H1E	6	26155791
cg15520279	0.485515242066244	HOXD8	2	176995088
cg15521097	0.480695685809928	ITIH5L	X	54824559
cg15522719	0.0355030891910863	GLS	2	191745248
cg15522957	0.374577734912249	ALX4	11	44324925
cg15523238	0.0838739861809035	ATP10A	15	26108796
cg15525002	0.0235214409942141	GBA	1	155214303
cg15526708	0.140613828484365	TGFBR1	9	101866433
cg15527554	0.856173308394288	YSK4	2	135782086
cg15528736	0.327242757796344	FCGRT	19	50015780
cg15530356	NA	ZNF414	19	8579985
cg15531099	NA	LCE1D	1	152770502
cg15532088	NA	C17orf66	17	34195134
cg15534084	0.0417965372575666	ZNF649	19	52408044
cg15534366	0.423301745710792	CDH4	20	59826207
cg15536230	0.857562793108356	HSF2BP	21	44985092
cg15536242	0.872237310717115	NA	NA	0
cg15536490	0.0713597445374353	TFAP2C	20	55203849
cg15536552	0.402838736555757	ACSL4	X	108976035
cg15537433	0.021200863352934	NDUFA2;IK	5	140027092
cg15537850	0.282752521518483	NAPRT1	8	144661051
cg15538427	0.344378767986733	LRRN4CL	11	62457014
cg15538820	0.182582407102069	OBP2B	9	136084818
cg15538837	0.0487884053269615	H3F3A;LOC440926	1	226250361
cg15539420	0.667334192895304	HOXB8	17	46692248
cg15540054	0.015953792128109	ZNF180	19	45004280
cg15540820	0.418300838827076	EOMES	3	27765283
cg15541230	0.0167392423266624	COG1	17	71188803
cg15541315	0.0197359181541008	REXO2	11	114309932
cg15542496	NA	PIP	7	142828356
cg15543551	0.0951277705548007	FGF12	3	192445202
cg15544036	0.374552478215261	CLDN4	7	73245564
cg15544721	0.844965687499611	PPP1R9A	7	94536691
cg15547534	0.0537666128831466	C7orf47	7	100034410
cg15547662	0.0521102173095038	PAFAH2	1	26324823
cg15550350	NA	GRK7	3	141497168
cg15551881	0.879679524517859	TRAF1	9	123688715
cg15552238	0.243120676519184	EMR3	19	14785749
cg15553522	0.0263738503695938	TMEM132A	11	60692329
cg15554401	0.831757957604515	GJB4	1	35226891
cg15555014	0.304717550511944	SYNGR2	17	76164144
cg15555727	0.0259478402569118	PYCRL	8	144692268
cg15556558	0.0201536366358716	STRN	2	37194356
cg15557833	0.212471821445526	NA	NA	0
cg15558658	0.0946970673664321	KIAA1279	10	70748649
cg15558971	0.0225550031386135	ZFP36L1	14	69260307
cg15559560	0.0132190505863774	SMPD4;FAM128B	2	130939084
cg15559700	0.770648909355509	UGT1A9;UGT1A10;UGT1A8	2	234579873
cg15559737	NA	CRYBA4	22	27016806
cg15560112	0.0172798287901024	MYBPC2	19	50935305
cg15560337	NA	HYAL4	7	123484898
cg15561986	NA	GSTZ1;POMT2	14	77788381
cg15562197	0.016113541274364	C3orf38	3	88198982
cg15563057	0.0288542773525488	PURA	5	139493612
cg15563382	0.0166741187354524	RNF141	11	10563039
cg15563952	0.020660206408857	DHTKD1	10	12110679
cg15563993	0.0163911030810009	WDR61	15	78592154
cg15564267	0.0995071843706496	OTUB1	11	63754708
cg15565533	0.0245071617194344	IP6K1;GMPPB	3	49761936
cg15565872	0.0239344863982004	VEPH1;PTX3	3	157155202
cg15566222	0.0169484892260955	ZC3H15	2	187350716
cg15566783	0.0192039779212763	NIPA2	15	23034186
cg15568167	0.0146291637249183	SAMD10	20	62610530
cg15569340	0.0374222792604316	CLSTN3;RBP5	12	7282490
cg15569512	0.0138079230951915	BAG5;C14orf153	14	104029667
cg15571154	0.866671343087916	FAM187B	19	35719126
cg15572745	0.227100753608485	NRXN3	14	78870232
cg15572787	0.0117149384616799	RTDR1	22	23484171
cg15573237	0.617748390953001	NA	NA	0
cg15576195	0.0220982061119993	HTATIP2	11	20385561
cg15576233	0.0153023770653343	HEY1	8	80679932
cg15579370	0.0341354385640072	SMOX	20	4129337
cg15580043	0.0481774424566482	PSMA7;SS18L1	20	60719730
cg15581500	0.032679239976141	HSBP1	16	83841755
cg15582789	0.148361719430129	SLC35D2	9	99145525
cg15582891	NA	TAAR1	6	132967028
cg15583058	0.104646744953813	SDCCAG3;PMPCA	9	139305771
cg15583072	0.267713507412566	SLCO1A2;IAPP	12	21525662
cg15584630	0.0131884784826392	TSC22D2	3	150126560
cg15584813	0.413494779337164	SLC38A4	12	47219626
cg15585905	0.0146143745049163	NA	NA	0
cg15585987	0.445830558045314	SNTG1	8	50824749
cg15586352	0.593628316187483	NA	NA	0
cg15587603	0.026654471056773	C2orf63;RPS27A	2	55460405
cg15589156	0.0194117102366974	RAB3IL1	11	61684592
cg15589354	0.047375560488711	URB2;TAF5L	1	229760606
cg15589427	0.849716270995579	MUC4	3	195539395
cg15590526	0.0603321389257015	NA	NA	0
cg15590780	0.441516185791858	USH2A	1	216596639
cg15591678	0.0123780818208452	ZNF365	10	64134155
cg15591837	0.021051395578356	PPIL1	6	36842614
cg15594133	0.018399568746635	TSPAN14	10	82214337
cg15595739	NA	RGS9	17	63183451
cg15597540	0.874238951966219	TUSC4;CYB561D2	3	50387202
cg15599064	0.29988590723585	NA	NA	0
cg15600342	0.0375407965349071	WBP4	13	41635509
cg15600835	NA	RPTOR	17	78518556
cg15601535	0.0299307719302523	SRD5A3	4	56212295
cg15602735	0.71455783794162	MAGEC2	X	141293333
cg15602809	0.482587818724498	NA	NA	0
cg15602950	0.0254604077310097	SACM1L	3	45731220
cg15602969	NA	RPL19	17	37356328
cg15603885	0.951744376945116	ABRA	8	107782373
cg15604008	0.0363508073058387	NA	NA	0
cg15604467	0.226496579050709	POU4F1	13	79177925
cg15605888	0.0212691486597225	CCDC138	2	109403293
cg15606663	NA	KRTAP15-1	21	31812603
cg15607672	0.282947719682539	OTX2	14	57277227
cg15609273	0.0248659600659711	RCBTB1	13	50159867
cg15609321	0.0362252566776071	ZNF512	2	27805893
cg15610233	0.514439294709209	NA	NA	0
cg15610792	0.0140579557286245	C9orf114	9	131592173
cg15611364	0.0225522839844962	OXSM;NGLY1	3	25831423
cg15611923	0.0167717902024552	RBM8A	1	145507416
cg15612063	0.0283649892900626	TMEM45A	3	100211622
cg15612436	0.257041705270261	MPPED1	22	43897902
cg15612546	0.0158824698597354	RPS6KC1	1	213224612
cg15612847	0.904538748891393	MITD1;MRPL30	2	99796318
cg15612927	0.044550279613271	RAD52	12	1058210
cg15613048	0.0118561379851434	KIF17	1	21044031
cg15613982	0.0192257892715255	SEC23B	20	18488017
cg15615135	0.0501230611897169	SNX5;C20orf72	20	17949655
cg15616083	NA	KCNQ2	20	62104607
cg15616400	0.898704035978787	SLC25A34	1	16062894
cg15619125	0.8195882510853	MAMDC4	9	139747228
cg15619794	0.793813619345892	IL5	5	131880649
cg15623573	0.0263892919607045	APBA1	9	72288098
cg15625636	0.709442292861708	GPR65	14	88472437
cg15626350	0.14491947169634	ESR1	6	152130207
cg15627025	0.551277121701825	NA	NA	0
cg15627502	0.024259834151097	RPN2;C20orf132	20	35806795
cg15627524	0.067960460454464	DOPEY1	6	83777986
cg15628498	0.0184086912974102	ONECUT1	15	53082902
cg15629064	0.159717210254352	TRIM27	6	28891718
cg15630759	NA	SF3A1;CCDC157	22	30752524
cg15631323	0.0627313233215305	EGLN3	14	34420468
cg15633390	NA	EIF4E	4	99851211
cg15634735	0.0215470369104807	SAP130	2	128784622
cg15636365	0.0192361183025877	PNPLA7;MRPL41	9	140446240
cg15636587	0.300290265828182	NA	NA	0
cg15637528	0.945553559795696	C6orf146;C6orf201	6	4078959
cg15639045	0.0171534032090559	SLC16A11	17	6947200
cg15639951	0.539645337722921	MAP3K14	17	43367609
cg15640375	0.0659828890113233	LPPR3	19	821565
cg15641675	0.0118593485271554	DDX17	22	38902252
cg15641998	0.0311449155789823	HSD17B11	4	88312323
cg15642035	0.48380038475625	FAM135B	8	139165052
cg15642326	NA	MARK4	19	45754146
cg15643724	0.0454816170760176	GFER	16	2034532
cg15645309	0.179091909140936	BATF	14	75988747
cg15645605	0.0219449891735557	MRPL35	2	86426467
cg15645784	0.0138828614233755	ROGDI	16	4852962
cg15646782	0.0176341155156652	FAM55C	3	101498416
cg15647515	0.102950476741248	WNT2	7	116963802
cg15648315	NA	C13orf35	13	113301636
cg15648905	0.0242925191308365	RPL12;LRSAM1	9	130212957
cg15649193	0.0479011666021511	TECR;MIR639	19	14640403
cg15649452	0.033938810826204	NA	NA	0
cg15652120	0.0279242564756649	ELK3	12	96588210
cg15652212	0.242144435673385	TMEM139	7	142981776
cg15652797	NA	CROT;TP53TG1	7	86974991
cg15654964	0.0748507206508559	BSDC1	1	32860685
cg15657607	0.26334412173211	NA	NA	0
cg15657668	0.646869901275043	NA	NA	0
cg15658426	NA	CCDC112	5	114631545
cg15659828	0.0445908949101465	CHID1	11	911673
cg15660077	0.62627781889061	NLGN2	17	7311620
cg15660498	NA	C19orf55	19	36249933
cg15661409	0.802410763812038	C14orf105	14	57960976
cg15662251	0.611671360156321	PAQR7	1	26197855
cg15663121	0.0364859380975994	GLYR1;UBN1	16	4898306
cg15664067	0.025387355882538	RASA1	5	86564490
cg15664701	0.295003768158545	AKAP14	X	119030658
cg15664905	0.814846975709744	PHLDB3	19	44009429
cg15665653	0.0468247641799065	WDTC1	1	27561270
cg15669092	0.0166391770037774	TUBB3	16	89989024
cg15669228	0.631226350500565	IFNA8	9	21409505
cg15669273	0.0228616352119378	LYRM4;FARS2	6	5261406
cg15670863	0.840894925902613	SPACA4;FAM83E	19	49110292
cg15673110	0.0126894393188265	BIRC6	2	32581747
cg15674432	0.318076200096231	SLC26A8	6	35992082
cg15674997	0.435644641219009	GRM6	5	178421314
cg15676084	0.0655863538946012	ENAH	1	225841605
cg15676241	0.119384730649542	ITGA2	5	52285231
cg15676488	0.0226226321617057	SNRPC	6	34725116
cg15677132	0.0144295669473873	SRP54	14	35452110
cg15677294	0.57195256947036	TUBB4	19	6502938
cg15677344	0.803221892617245	NA	NA	0
cg15677355	0.96212411145296	OTUD6A	X	69282357
cg15679095	0.797533865417086	KIAA0240	6	42789053
cg15679098	0.87660916686283	RAPSN	11	47470674
cg15679651	0.56596192375588	MAP4K1;EIF3K	19	39108529
cg15680574	0.0628148272194469	NA	NA	0
cg15681351	0.0925724988532417	UPF3B	X	118987163
cg15683488	0.0411354500068421	ZFYVE9	1	52607471
cg15683743	0.0517829704770459	SPPL2A	15	51057417
cg15684563	0.792244264162359	TSPAN8	12	71552188
cg15686608	0.667680802838523	DAB2IP	9	124461008
cg15687659	0.0440035584933079	RAB7A	3	128445120
cg15688767	0.0739758149930125	ZNF148	3	125093330
cg15690721	0.0458186035893124	ZNF85	19	21106016
cg15691199	0.811785698879089	CEBPE	14	23589419
cg15691649	0.867260730198033		6	25882328
cg15691841	0.011889983107172	ZNF687	1	151255071
cg15692239	0.0214320060154254	ALDOC	17	26903955
cg15693363	0.0197605428709667	GARS	7	30634239
cg15693736	0.95955601215023	GRTP1	13	114009512
cg15694180	0.0370446679538172	ADAM15	1	155023435
cg15696627	0.0319784960116417	MSX1	4	4861183
cg15696781	0.269344536932864	NA	NA	0
cg15698196	0.655720093578055	CAPN12	19	39236354
cg15699524	0.670619411279841	FGF18	5	170845610
cg15700197	0.137177940414547	OR10J1	1	159409207
cg15700739	0.175573281753522	HOXC4;HOXC5	12	54427700
cg15701111	0.830441819506179	KRT81	12	52685334
cg15701622	0.0267176403664261	MCRS1	12	49962302
cg15702701	0.0318844279069622	METTL7B	12	56075367
cg15703357	NA	NEURL3	2	97171449
cg15703512	0.0427456794484394	C16orf65	16	22012565
cg15703690	0.0433866281556516	IL6	7	22766992
cg15705469	0.0170561190681811	ZNF71	19	57106714
cg15705999	0.0285083748710535	ZNF148	3	125093863
cg15707568	NA	ATP5J;GABPA	21	27108736
cg15711744	NA	ANP32D	12	48866138
cg15712267	0.907314745933	DNAJB1	19	14629905
cg15713086	0.058594247876985	C20orf108	20	54933689
cg15714041	0.0181292472548969	ACO1	9	32384344
cg15717808	0.0202457302676256	KCNQ5	6	73331652
cg15720064	0.742875741908705	FAM9C	X	13062833
cg15720535	0.601168939693031	AGPAT2	9	139582585
cg15721424	0.0368887085085207	ALG8	11	77850393
cg15722679	0.162055064819634	SIRPG	20	1638393
cg15725808	0.0438117666183174	TAF6L	11	62538738
cg15725933	0.0204526885023077	SLC19A1	21	46962202
cg15726245	0.160600942993446	GPR12	13	27333506
cg15727249	0.688326953531125	APOA4	11	116693415
cg15727320	0.630669406636891	P11	12	48118973
cg15729423	0.0220264718790561	PTGR2	14	74318413
cg15729869	0.17187657648518	NA	NA	0
cg15731815	0.123302063694731	RNF207	1	6269260
cg15733266	NA		2	118775305
cg15733507	0.026200670484818	C9orf140	9	139965275
cg15736165	0.402283234356344	BNC1	15	83951732
cg15736336	0.951724048885056	PLCZ1;CAPZA3	12	18891214
cg15736338	0.0473255278888054	FAM19A2	12	62586425
cg15737168	0.936388844278406	TECTA	11	120974095
cg15737319	0.0284612881312239	MTHFD2	2	74425763
cg15738916	0.0952352149996408	MAP4K4	2	102314495
cg15739437	0.142713331992739	TSLP	5	110407538
cg15739581	0.747332450975273	GALNT3	2	166626783
cg15739944	0.0133768446291685	HABP4	9	99212660
cg15740366	0.0813616795236314	IMPDH1	7	128049868
cg15740508	0.529830015567726	AMPD1	1	115238559
cg15741583	0.404891680528815	HPX	11	6461908
cg15741706	NA	CXorf48	X	134306406
cg15742700	0.429621394517683	BLK	8	11350853
cg15743985	0.852172320340863	CD22	19	35819809
cg15746187	0.685320472842503	FBXO2;FBXO44	1	11713123
cg15746445	0.392011425883383	TRPM8	2	234824933
cg15746620	0.189622682626838	EMR3	19	14785849
cg15746719	0.708285561438783	DAPK1	9	90113813
cg15747133	NA	THOC1	18	268601
cg15747595	0.33726678729588	TSPYL5	8	98289880
cg15747933	0.0540576391288843	NMI	2	152146478
cg15748507	0.468205386180216	PRLHR	10	120354627
cg15749322	0.286291075342655	ANKRD42	11	82905199
cg15749748	0.413005105675407	GATA5	20	61050560
cg15749858	0.156379481019223	MACC1	7	20256996
cg15750102	0.0142147957941581	AIMP1;TBCK	4	107237686
cg15750705	NA	GJB4	1	35226707
cg15751406	0.969059723627756	ZNF558	19	8934543
cg15752043	0.0790103015545316	NANOS1	10	120789955
cg15753381	0.0201275269224045	TAF13	1	109618580
cg15753757	0.0202029816604671	NA	NA	0
cg15754084	0.0586206441229504	PEX5	12	7343020
cg15754109	0.0293369086010146	COPS5	8	67974431
cg15755084	0.0114158912181017	MSX1	4	4861683
cg15755406	0.0152431236165617	CCDC130	19	13859137
cg15755548	0.0212622784985835	ARHGDIG	16	331050
cg15756091	0.743324681490211	RGSL1	1	182419655
cg15757271	0.0141764395733047	WNT5A	3	55521789
cg15758700	NA	IFLTD1	12	25707667
cg15759055	0.0493081234233109	NA	NA	0
cg15759873	0.880802819769863	ATP6V1E2	2	46746934
cg15760840	0.12121199400509	HOXA11AS;HOXA11	7	27225222
cg15760943	0.104820023105238	ETV5	3	185827402
cg15761233	NA	C2orf60;C2orf47	2	200819070
cg15761405	0.563581365168288	FCRL2	1	157746405
cg15764655	0.930546854642505	SBF1	22	50914909
cg15765212	0.0297506288101383	BAT2	6	31589161
cg15765532	0.0208185698904787	C11orf30	11	76156397
cg15765694	0.415838510963762	PPP3R2;GRIN3A	9	104358101
cg15765896	0.0450999465377508	SPRYD3	12	53472985
cg15767406	0.0216193247828955	ZNF660	3	44626029
cg15768203	0.0629165628102302	PPIG	2	170440722
cg15768270	0.0151651576011793	NUDT22;TRPT1	11	63993915
cg15769409	0.0352998746161847	KIAA0649	9	138372274
cg15770654	0.956282683963625	MIIP	1	12078821
cg15772361	0.748120505730672	SERPINB3	18	61328223
cg15772393	0.0097008142407073	SAP30	4	174292144
cg15774133	0.0425600523998985	NA	NA	0
cg15774153	0.264622635170573	FGF19	11	69518773
cg15774283	0.266723986503613	NA	NA	0
cg15774495	0.0282520936862003	GRB10	7	50861549
cg15775914	0.912301589869964	CHML;OPN3	1	241799084
cg15776355	0.0758035298964611	C1R	12	7245890
cg15777570	0.903123792874053	CCL27	9	34662951
cg15777781	0.56408599591623	CUGBP2	10	11047271
cg15778232	0.175158924628927	PHB2;EMG1	12	7081145
cg15778350	0.0822385390338854	NUF2	1	163291775
cg15779381	0.0372634977933261	N4BP2L2	13	33112842
cg15779716	0.528905626426215	CDCP1	3	45188208
cg15780361	0.646563942199324	ALS2CR11	2	202484098
cg15780578	0.0264061099176409	SPATA20	17	48624416
cg15780888	0.0509420406138805	PICK1	22	38453087
cg15781316	0.023156533317664	SHFM1	7	96339267
cg15781625	0.0253208532881714	UCK2	1	165796654
cg15781794	0.11050940134338	CHCHD1	10	75541867
cg15781838	0.899823405118141	LIMS2	2	128422717
cg15782391	NA	ACPT	19	51293367
cg15783027	0.019346737338222	NFKBIL2	8	145669353
cg15783800	0.760516556249765	ALPK2	18	56246997
cg15784332	0.120597060926147	COMP	19	18902172
cg15784615	0.144327383312976	LTBR	12	6493767
cg15785580	0.00922716986240196	BCKDK	16	31119650
cg15785720	0.0174964118424081	C9orf140	9	139964984
cg15786541	0.0264251290078042	PVRL3	3	110791063
cg15786837	0.268652787311772	HOXB13	17	46806935
cg15786879	0.0206565577919327	DNAH3;TMEM159	16	21169615
cg15787039	0.586441354568408	SCG5	15	32934185
cg15789095	0.86300031281238	SPOCD1	1	32281466
cg15790852	0.0270209196769736	CNOT6	5	179921704
cg15791248	0.603220814095389	FGFR1	8	38326730
cg15792367	NA	KLK11	19	51531484
cg15792688	0.026048393925322	ZNF718	4	124693
cg15796682	0.090496795204373	RNH1	11	506809
cg15796819	NA	ALDH3A1	17	19651190
cg15796941	0.531037675887258	BTBD11	12	107711872
cg15796978	0.0623608846497052	LHCGR	2	48982509
cg15797414	0.0373868839313817	HIST1H3B	6	26032407
cg15798153	0.595282379863301	CDK14	7	90338861
cg15798455	0.0842775905032293	PROK2	3	71833907
cg15798530	0.913827532302921	TRPC3	4	122855216
cg15799267	0.074828361695067	ALOX15B	17	7942406
cg15799959	NA	ZNF248	10	38146444
cg15800421	0.045258531198191	CNTNAP1;CCR10	17	40834743
cg15801967	0.0185061505523911	NHP2L1	22	42084706
cg15802192	0.012680919312443	NA	NA	0
cg15802323	0.101058087363297	ARF5	7	127228142
cg15802898	0.0545449577234355	FOXE1	9	100615201
cg15804118	0.0207850694001254	DPM3	1	155112702
cg15804973	0.0564603063885976	MAP3K5	6	137114513
cg15806518	0.0917285354141852	PSMB7	9	127177817
cg15808558	0.0399299231389634	EPHA4	2	222437611
cg15809230	0.0191274504214068	SIN3A	15	75743753
cg15810326	0.0469713801172931	PRMT10	4	148605127
cg15810744	0.017989453418142	CORO1B	11	67211300
cg15811235	0.100520908084458	PFAS;C17orf68	17	8152823
cg15811427	0.348554867208495	FPR1	19	52254222
cg15812071	0.663662977929254	NA	NA	0
cg15812873	0.0544555443368049	SULT1A1	16	28635015
cg15812957	0.863178579375798	NA	NA	0
cg15814508	0.789027081155225	P2RY14;MED12L	3	150996078
cg15815016	0.0154117721244471	NOD1	7	30518667
