Hybridization REF	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05	TCGA-A8-A0A7-01A-11D-A00Y-05
cg16478145	0.746660455122013	TFPI	2	188419830
cg16478792	0.830412596680429	RGSL1	1	182458262
cg16479674	NA	ZNF672	1	249131947
cg16480145	0.0160393929116617	RUSC2	9	35489718
cg16480209	0.950358874207461	CNGB1	16	58004460
cg16481024	0.0112897697502138	KLF10	8	103668053
cg16481281	0.015588869430465	IL11	19	55880843
cg16482226	0.0160791172758663	CNOT2	12	70637792
cg16483466	0.534567203175655	C20orf186	20	31671234
cg16483916	0.258668088784935	PLAC2	19	5567758
cg16484842	0.0282288133836372	TH1L	20	57556086
cg16486059	0.0141879279021542	C1orf135	1	26186256
cg16488098	0.0479784180442808	PODXL	7	131240440
cg16488522	0.761656411400691	KRT27	17	38940132
cg16490390	0.0237651431965949	MBOAT7;TSEN34	19	54694229
cg16491909	0.0212688747618783	C1orf43;UBAP2L	1	154193730
cg16492735	0.446509724568699	SGCE;PEG10	7	94286208
cg16494477	0.0218089740220755	FGF18	5	170847251
cg16494590	0.0261449753092331	BTN2A3	6	26421791
cg16495265	0.0860889213948941	LOC404266;HOXB5	17	46671010
cg16499669	0.829180728172823	NA	NA	0
cg16500334	0.0231844881606723	NA	NA	0
cg16501028	0.719404179675787	WT1	11	32450000
cg16501235	NA	C1orf54	1	150245988
cg16504670	0.633443478095156	DEF8	16	90014253
cg16504798	0.581341818634385	MYO1F	19	8643540
cg16505204	NA	THRSP	11	77774337
cg16505550	0.82210818453014	PPAP2B	1	57045708
cg16505687	0.0171676659863926	GPR137B	1	236305169
cg16506346	0.849260771251314	NA	NA	0
cg16507522	NA	SERPINA3	14	95077557
cg16508857	NA	WWOX	16	78133117
cg16509045	0.65259710280927	TRPM6	9	77502963
cg16509569	0.370452434333369	NCKAP1L	12	54891634
cg16509658	0.0323992282988617	GABRB2	5	160975347
cg16510010	0.264778634316329	FAM122C	X	133941163
cg16510657	0.513926920514282	TMEM35	X	100333950
cg16511708	0.0156161663892682	SS18	18	23671264
cg16512727	NA	RAD51AP1;C12orf4	12	4649136
cg16514843	0.530121687118966	PAX4	7	127255483
cg16514995	NA	SASS6;CCDC76	1	100597460
cg16515820	0.0201327508331227	ZBTB20	3	114866447
cg16516400	0.31458714358876	FAM89A	1	231177201
cg16517394	0.121898030533025	TNFSF4	1	173176362
cg16518291	0.0121461145686736	ZNF460	19	57792257
cg16519321	0.176200127505744	MYOD1	11	17741243
cg16519742	0.859034208513518	ZIM2	19	57306847
cg16521028	0.166625435817324	NA	NA	0
cg16521836	0.0154813820779239	QTRTD1;KIAA1407	3	113775302
cg16522484	0.704562573627924	C14orf49	14	95942049
cg16523424	0.0372617407392776	SYN1;TIMP1	X	47441779
cg16523471	0.0455655469131994	SPRYD4	12	56862146
cg16523653	0.0145767447313005	DNMT3B	20	31350394
cg16524139	NA	TCF3	19	1651573
cg16525692	0.0309953300932267	CHD1L	1	146715099
cg16525761	0.0432040046955871	LOC285456;RPL34	4	109541525
cg16527805	0.0144646740272933	MDH1;C2orf86	2	63816164
cg16529592	0.539594128216657	RUNX3	1	25292215
cg16530429	0.218645044670594	LIN28	1	26737470
cg16534233	0.0141066325309481	RIMKLA	1	42846477
cg16534499	0.0445525942222132	ZNF223	19	44555960
cg16535180	0.0377541704091941	C22orf25	22	20008367
cg16536450	0.709358642163379	LCN15	9	139658896
cg16536918	0.664771273793366	AVP	20	3065403
cg16537367	0.766247534686767	OTOR	20	16729319
cg16538604	0.0117928401797339	WHSC2	4	2010703
cg16539629	0.109204666096943	C14orf132	14	96505722
cg16539981	0.0466330480881325	TEAD2	19	49865373
cg16540259	0.706577946740543	NDST2	10	75572220
cg16540704	0.792082301521515	ASZ1	7	117067416
cg16540768	0.0457846742117683	TMEM56	1	95582647
cg16541031	0.0187643177936455	IRF7	11	615519
cg16542081	0.815128161987288	NA	NA	0
cg16543027	0.288526931814533	PLCB2	15	40599680
cg16543294	0.0231914425109582	ASB6	9	132404763
cg16544272	0.0202677195275964	MYO19;PIGW	17	34891014
cg16545079	0.0168272824273849	PER1	17	8055888
cg16545105	0.77591938527974	CRHBP	5	76248749
cg16546489	NA	HSD17B1	17	40703702
cg16547341	0.515021983957551	USP29	19	57630691
cg16547450	0.026663007042086	IFT88	13	21141711
cg16547529	0.608928023067696	KLHL35	11	75140681
cg16550324	0.019639667876087	GMDS	6	2245327
cg16551261	0.0405700330356697	LRRC6	8	133687929
cg16551326	0.03464384103871	ERF	19	42759518
cg16555388	0.033911194208022	TNFSF10	3	172241216
cg16557944	0.462556245920145	GPX7	1	53068197
cg16558203	0.76332469021282	SLC22A14	3	38347392
cg16558348	0.011721516272351	UBQLN1	9	86322296
cg16561743	0.489377439172873	CXorf23	X	19984992
cg16564824	0.0266997398527034	SNAP25	20	10199536
cg16567044	0.531543308466143	MEG3	14	101291136
cg16570917	0.724276495009314	PTPRF	1	43996062
cg16571399	0.94141207000139	TLN2	15	62939540
cg16574065	0.0180185906401496	RDM1	17	34257726
cg16575408	0.917898158751557	MMP1	11	102669291
cg16579101	0.01389062143934	NOP2	12	6677158
cg16579354	0.0203365281940706	XRCC5	2	216974337
cg16579646	NA	HSD3B1	1	120048352
cg16580737	0.114094442802612	MME	3	154797589
cg16581199	0.638342281288639	TSSK1B;MCC	5	112770721
cg16582174	NA	CLINT1	5	157286420
cg16582344	0.0151936419640553	ARF1	1	228270207
cg16584172	0.0408096758361226	ZIC2	13	100633446
cg16584573	0.0374066369258612	FGF8	10	103535637
cg16584911	0.105792982600203	AHCYL2	7	128864557
cg16585619	0.709075642227893	KRT19	17	39685250
cg16585682	0.0290679211545461	SCGB3A1	5	180017623
cg16588061	0.012348365414018	CTSC	11	88070780
cg16590151	0.48791388200534	SYNCRIP	6	86352636
cg16592658	0.221151115905285	EBI3	19	4229887
cg16593081	0.952477179517119	DYX1C1	15	55799927
cg16597172	0.0150393712975579	MYCN;MYCNOS	2	16080669
cg16598810	0.0203724006717916	DEPDC1	1	68962176
cg16601385	NA	CFD	19	858846
cg16601861	0.0636820963180685	NA	NA	0
cg16604136	0.0134722610544644	NUF2	1	163291493
cg16604218	0.25312315373308	EIF2B3	1	45452605
cg16604516	0.606463433600678	FBLN2	3	13590419
cg16605590	0.0258769781168109	MKI67IP	2	122494233
cg16606185	0.0154832902682556	C21orf33	21	45553535
cg16606638	0.110434399434881	WDR51B;GALNT4	12	89918221
cg16607065	0.662960188426623	TP73	1	3607222
cg16608348	0.030481333769827	PTPN14	1	214724481
cg16608652	0.36931714011164	B3GALT2;CDC73	1	193155390
cg16609872	0.504005901703672	KCNQ1	11	2828364
cg16609957	0.513378981600849	SHROOM1	5	132161867
cg16612562	NA	RASL10A	22	29712045
cg16612699	0.65803246756102	OR8B8	11	124311218
cg16613192	0.0205836229127804	UROD;HECTD3	1	45477977
cg16614332	0.0195662699661491	SF3B3;COG4	16	70557707
cg16614500	NA	TMEM80;DEAF1	11	694704
cg16615211	0.235748837030799	MIR564;TMEM42	3	44902933
cg16616325	0.012101668296973	TSNAX-DISC1;TSNAX	1	231664276
cg16616734	0.0125617070202249	ANKRD13A	12	110437259
cg16616769	0.740711724213129	IQCK;C16orf88	16	19727142
cg16617137	0.659353907947935	NA	NA	0
cg16619240	0.0127923057405422	LIMA1	12	50677228
cg16620032	0.0478099176674847	GPR4	19	46097075
cg16620731	NA	ZNF583	19	56915079
cg16621987	0.0591114314042961	DGCR2	22	19110328
cg16625125	0.0164908564241138	NA	NA	0
cg16625216	0.0142535241846573	TMEM175;GAK	4	926338
cg16625901	0.704052557672629	NA	NA	0
cg16626670	0.717763154772193	CLEC4G	19	7797031
cg16627949	0.411910832533877	RNASE8	14	21526351
cg16628119	0.0216591596300867	ITPK1	14	93582398
cg16628918	0.502381373295742	FBXL6;GPR172A	8	145580818
cg16632280	0.0316241803998077	LTBP3	11	65325623
cg16632715	0.286314828940706	HOXD11	2	176972113
cg16632891	0.0118254110146948	SSBP3	1	54872978
cg16636110	0.519126033761902	ZNF264	19	57702479
cg16636571	0.839317521948697	GYPB	4	144939574
cg16638540	0.430684842274634	ZNF135	19	58570468
cg16639185	0.561158894387768	LGTN	1	206786178
cg16639595	NA	SRI	7	87856984
cg16639637	0.0179641938348251	TUBGCP5	15	22833308
cg16640096	0.0745744093854034	COL4A3;COL4A4	2	228029790
cg16641915	0.0147152110318829	CAPN5	11	76778247
cg16645539	0.0132065131295833	SNAPC3	9	15422589
cg16648297	0.00991082773573919	ZNF576;IRGQ	19	44100438
cg16648841	0.609015051909835	C8A	1	57320685
cg16650125	0.806357935834348	NA	NA	0
cg16652063	0.349713852181296	SLC13A5	17	6616653
cg16652241	0.0293623309697398	MMP15	16	58059321
cg16652259	0.559537973769264	DLX1	2	172949501
cg16652639	0.0208744435129326	TM2D2;ADAM9	8	38853854
cg16653538	0.0289245741274735	GAS2L3	12	100967609
cg16657615	NA	TNFRSF12A	16	3070630
cg16658719	0.0225913320099967	TGFB2	1	218518963
cg16659043	0.0143522980931309	SAMD12	8	119634612
cg16660041	0.688628215766389	IQCF1	3	51938430
cg16660717	0.0132727902029608	SARNP;ORMDL2	12	56211781
cg16664233	0.0229133375700997	ETHE1	19	44031589
cg16665103	0.0350096412586328	COQ3	6	99841605
cg16666115	0.0135167027529156	MRPS18A	6	43655680
cg16666160	0.977244117531394	NR5A1	9	127269631
cg16666456	0.0118456647733099	SFRS11;LRRC40	1	70671441
cg16668394	0.0342669154510023	MEN1	11	64578521
cg16670497	NA	GSTM2	1	110210913
cg16672449	0.0111143917952552	RUVBL1	3	127842622
cg16673198	0.684607921978953	CPNE4	3	131754273
cg16677885	0.0215599714939683	FASTK	7	150778122
cg16678925	0.39833378047488	OR1A2	17	3100972
cg16679837	0.443954920137086	AR	X	66764000
cg16682903	0.571030713251838	ACVR1	2	158694670
cg16685388	0.243816843224437	HIVEP3	1	42384056
cg16685860	0.00887811147307537	PLD2	17	4710619
cg16687447	0.00826550956081718	PTEN;KILLIN	10	89623336
cg16688376	0.038270060834478	AKAP9	7	91570673
cg16688911	0.00907371476846657	VASP	19	46010011
cg16689634	0.107098723413184	CYP4X1	1	47489539
cg16691616	0.0202564967031216	INPP1	2	191209057
cg16691888	NA	LRP2	2	170219230
cg16692277	0.220049123023381	GUCY1B2	13	51640948
cg16692761	NA	TAF1B	2	9983859
cg16695354	0.0344339334280247	LYSMD2	15	52030164
cg16698623	0.778155364917399	MGMT	10	131412968
cg16698781	0.0126135063269132	UBE2G2	21	46221955
cg16701105	0.0194053621025968	DENND4A	15	66084815
cg16703647	0.216351382539766	CRABP1	15	78632592
cg16705481	0.016773479014537	TRAPPC3	1	36615026
cg16706631	0.0354404486939426	HIST1H4E	6	26204823
cg16708012	0.655184555978371	TMEM119	12	108992114
cg16708281	0.429630181279682	FOXD4L1	2	114256673
cg16708623	0.562232002570547	TRIM2	4	154125208
cg16708981	0.496822356215363	ZNF677	19	53758609
cg16711185	0.039182893884621	SHC4	15	49255875
cg16713727	0.740007819671033	SLC25A34	1	16062720
cg16713808	NA	CRNN	1	152388040
cg16714091	0.167023182677831	ADAMTSL1	9	18473902
cg16715722	0.866808637669258	TLX1;TLX1NB	10	102890296
cg16716983	0.765803196658369	DRP2	X	100474247
cg16717225	0.620522493037527	GLT1D1	12	129337768
cg16718094	0.0105276857202123	SAP30	4	174291993
cg16718678	0.0335450670311227	NRXN2	11	64490633
cg16718891	0.0233305988977047	ITGA5	12	54813155
cg16719404	0.167846664884162	CD2	1	117296242
cg16720880	0.0362155952295567	SUGT1P1;BAG1;CHMP5	9	33265144
cg16721202	0.0335214481836436	SP4	7	21467390
cg16721845	0.010527168966222	MTL5	11	68518800
cg16722118	0.594860583124661	FAM115A	7	143599982
cg16722536	0.266667084283629	TBX1	22	19744067
cg16723180	0.888661328536979	HCCA2	11	1503195
cg16725097	0.0285721410435655	WDR65;EBNA1BP2	1	43637592
cg16725130	0.556398826339773	NA	NA	0
cg16725865	0.0162136294952072	BTBD8	1	92546135
cg16728114	NA	C1orf66;ISG20L2	1	156697793
cg16729690	0.0369513956383264	FZD3	8	28351217
cg16729794	0.748313973482202	MOBP	3	39509195
cg16731016	0.924850605612669	LGALS4	19	39303506
cg16731240	0.464932759932052	ZNF577	19	52391250
cg16732880	0.00918703656512438	NARFL	16	791244
cg16732901	NA	C19orf45	19	7562351
cg16738336	0.015166563858968	DHX29;SKIV2L2	5	54603429
cg16739396	0.113909960340369	ATG4C	1	63249836
cg16739580	0.550507462355198	PYDC2	3	191179074
cg16740543	0.0158265874257525	PHF10	6	170123723
cg16741710	0.0929013863132189	TP73	1	3569386
cg16742703	0.636759644860172	KLK3	19	51357857
cg16743289	0.324056552605379	CACYBP	1	174968144
cg16743781	0.01574436454585	RHOC	1	113249654
cg16744741	0.509668141067764	PRKG2	4	82126025
cg16745604	NA	CASP10	2	202047459
cg16745616	0.0390459748157489	ANGPTL4	19	8428856
cg16746462	0.0635921300552644	LNPEP	5	96270438
cg16746631	0.0257333770630119	IMPA1	8	82598140
cg16746737	0.0104087417454908	UBE2D3;CISD2	4	103790299
cg16747567	0.0249521254889022	PCNX	14	71373858
cg16749578	0.258804378801825	NR2F6	19	17357619
cg16749930	0.290976746423211	IL18BP	11	71709978
cg16750914	0.0193792466967016	CCDC88A	2	55646622
cg16752583	0.501622164763082	TRPV6	7	142583731
cg16752778	0.0387546043319786	PIGK	1	77685229
cg16753209	0.765932991342451	NA	NA	0
cg16753336	0.0462985126068959	NPAS1	19	47524466
cg16756620	0.0229609955410631	PPIG	2	170441054
cg16756998	0.0104429634317783	ZDHHC8	22	20118943
cg16757724	0.894095443507319	RBPJL;MATN4	20	43935528
cg16758041	0.0350624905642789	NDUFB6	9	32573371
cg16759954	NA	PITPNM3	17	6461153
cg16761041	0.0418358632873736	FAM120AOS;FAM120A	9	96215837
cg16761581	0.461693210387036	ADCY4	14	24803807
cg16762195	0.0209554143010684	DHX58	17	40264815
cg16762386	0.685470623053386	NR0B2	1	27240514
cg16763895	0.0202715433898045	ILVBL	19	15235973
cg16769376	0.0145548464012455	MDP1	14	24685222
cg16769442	0.026725928939235	MAGI3	1	113934059
cg16770799	0.0425268505026694	ITGA5	12	54812606
cg16771596	0.0254611742102766	C9orf30	9	103188942
cg16772207	0.649048419547514	MYT1	20	62795807
cg16772514	0.578123150464963	C1QL1	17	43046872
cg16773028	0.818540704827281	KCNA2	1	111148339
cg16773899	0.168129482317911	EDIL3	5	83680326
cg16774604	0.0274870514983807	OXA1L	14	23235738
cg16776350	0.187457209357462	CD84	1	160549158
cg16776717	0.30304716299844	JAKMIP2	5	147163101
cg16777510	0.186682844689996	STAT5A	17	40440022
cg16777782	NA	CDH13	16	82671333
cg16777839	0.0189660239342478	PHPT1	9	139743802
cg16778148	0.862495490799578	KCNQ1	11	2817922
cg16778809	0.0354923269001302	ADAM23	2	207308375
cg16778903	0.0166042298835688	BRUNOL6	15	72612567
cg16779976	0.238424831394159	BLNK	10	98031125
cg16785344	0.044436580102493	PXN	12	120703817
cg16786117	0.839063590457886	VSIG4	X	65260820
cg16786458	0.610188025349525	PPARGC1B	5	149108820
cg16786703	0.0229944925074697	ADAM8	10	135090255
cg16787352	0.626122606483569	ANKRD9	14	102975405
cg16787600	0.160461254541938	SORCS3	10	106400880
cg16788436	0.956545765959597	GRLF1	19	47421960
cg16790239	0.0392231357045963	MC1R	16	89985254
cg16791508	0.706408301183781	KRT83	12	52715691
cg16791686	0.493989974519002	GLTSCR2	19	48249014
cg16792160	NA	ASAH2	10	52008593
cg16792632	0.00858708605228978	ESR2	14	64761208
cg16792800	0.247345827084957	GPC6	13	93879361
cg16793061	0.0172360199175425	EYA1	8	72273984
cg16793150	0.0108036193970246	PTCD2;MRPS27	5	71616026
cg16794633	0.0196906275592251	C3orf58	3	143690145
cg16794682	0.791660446122389	CCND1	11	69460951
cg16794882	NA	PMCHL2	5	70670374
cg16796590	0.0344428175501164	MFSD2A	1	40420668
cg16796951	NA	C20orf152	20	34555073
cg16797831	0.101413186362951	KIAA1324;C1orf194	1	109657035
cg16799087	0.685067314812267	PRDM7	16	90128361
cg16799583	0.0130594258451622	EXOSC2	9	133569236
cg16799961	0.0267565567160506	EIF5B;TXNDC9	2	99953048
cg16802152	0.0248806356427072	CDKN2AIP	4	184365888
cg16802646	0.0249616226783844	WWC1	5	167718483
cg16803817	0.0348210703204435	TMEM50B	21	34851621
cg16806347	0.0121515114808476	FUK	16	70488291
cg16806597	0.288427132354651	NA	NA	0
cg16807911	0.07349381162762	CDK4	12	58145918
cg16807989	NA	OR1F1	16	3253749
cg16812893	0.427104799269349	KRTAP15-1	21	31813075
cg16814399	0.0456888827714334	HIBCH	2	191183994
cg16816226	0.0323681455229877	EDEM1	3	5228848
cg16817034	0.0285158085894467	GMEB1	1	28995195
cg16817891	0.0101313822154899	IGF2AS;INS-IGF2;IGF2	11	2165827
cg16821394	0.0140671634593759	NDFIP1	5	141488611
cg16822189	0.0110831560934198	BACE1	11	117187018
cg16823105	0.0259287701555082	KLHL32	6	97372572
cg16823701	0.838811500933035	NA	NA	0
cg16823737	0.0206450713934812	CKAP5	11	46867918
cg16824731	NA	ILK;RRP8	11	6624409
cg16825000	0.620105385333219	PLA2G2E	1	20249430
cg16825643	0.983120571772261	FAM38A	16	88802743
cg16826286	0.636577273917359	LYZL6	17	34266290
cg16826718	NA	HRK	12	117318659
cg16829154	0.0246203006903713	NOTCH1	9	139440704
cg16829450	0.01173557594866	NTN4	12	96184020
cg16831889	0.777945927258423	HDC	15	50558051
cg16832407	NA	TRPM3	9	73736539
cg16833230	0.0123448252955378	DNTTIP2	1	94344337
cg16833551	0.76145604290061	GNAS;GNASAS	20	57427237
cg16834187	0.875891955907581	BRD7	16	50404286
cg16834431	0.0271201094235895	ATPIF1	1	28562368
cg16837769	0.0223809427315175	NDUFA4	7	10979899
cg16842214	0.472027943478119	KBTBD5	3	42727160
cg16842485	0.0127956662289249	C6orf47	6	31628639
cg16847051	NA	CALCOCO1	12	54121714
cg16848873	0.39959660099668	LOC404266;HOXB6	17	46682308
cg16852884	0.0178901596972202	NA	NA	0
cg16852892	0.01653511531142	MMP16	8	89339473
cg16853860	NA	PSMB9;TAP1	6	32823116
cg16853982	0.512917087856714	ACTN2	1	236849389
cg16854524	0.0204585725033889	LIN54	4	83931902
cg16854606	0.460547362220467	DAND5	19	13080743
cg16855440	NA	KLC3	19	45842723
cg16855929	0.740317417450649	EGLN1	1	231561414
cg16858125	0.475943683000236	ELOVL1	1	43834757
cg16860587	0.016479529540295	ELAVL1	19	8069925
cg16860694	0.0329904276471298	FXYD5	19	35645689
cg16861508	0.0137535896229651	TNFRSF10B	8	22926909
cg16862361	0.698659442683176	XDH	2	31637622
cg16862838	0.02286598805774	RCN2	15	77224587
cg16863382	0.957765254964627	CTRB1	16	75252695
cg16863447	0.0353234130224184	TMEM117	12	44229512
cg16864658	0.222746771190151	CCK	3	42306150
cg16864895	0.0466252037498679	INTS7;DTL	1	212208516
cg16866038	0.0139001086396747	ARCN1	11	118443240
cg16869108	0.268215127007842	VHL	3	10184319
cg16870320	0.0156087599269268	GALNT4;WDR51B	12	89919900
cg16872071	NA	RALGDS	9	135997155
cg16872560	0.0959217126583225	PPP1R9A	7	94536986
cg16873684	0.017108073722993	ORC2L	2	201828587
cg16873863	0.524440524206977	SLC22A18AS;SLC22A18	11	2921176
cg16878021	0.972840334276912	NA	NA	0
cg16878652	0.0150599934008639	GPS1;RFNG	17	80009856
cg16879115	0.839235704611443	APOBEC1	12	7819180
cg16879596	NA	CYP3A5	7	99277978
cg16880396	0.508756860355663	SH2B2	7	101928206
cg16882703	0.12121931073363	NA	NA	0
cg16883145	0.981386415779092	B9D2;TGFB1	19	41860619
cg16883533	0.0194144319413283	PHB2;EMG1	12	7079667
cg16884042	0.0732965124940527	SGPP2	2	223289683
cg16884539	0.982104512574837	RBMXL3;LRCH2	X	114425148
cg16884569	0.0154808155431742	RASSF2	20	4803636
cg16886188	0.0152699856475621	ADRA2A	10	112835859
cg16886259	0.757115210800115	CYSLTR2	13	49281222
cg16889368	0.0204290374497024	MRPL15	8	55047599
cg16890093	0.197318114426598	PSMB8;TAP1	6	32813084
cg16890267	0.160285639843284	NA	NA	0
cg16891895	0.0188947878062422	RGS16	1	182573455
cg16893574	0.554046902219698	CALB2	16	71392095
cg16893614	0.946748374987444	ALX3	1	110614450
cg16894211	NA	SYN3	22	33403542
cg16896371	0.0341105963664623	CAND1	12	67662589
cg16896647	0.0729620712165588	SYK	9	93563776
cg16898150	0.0111618976647791	NA	NA	0
cg16898420	0.147608750761963	LPPR1	9	103791078
cg16899036	0.530824186059409	HOMER3	19	19052705
cg16899306	NA	HLA-DQB2	6	32732585
cg16899442	0.225078369148398	CCDC78;HAGHL	16	776458
cg16900022	0.0112122720431424	MDN1	6	90529294
cg16902509	0.362301862274469	ITGA8	10	15761312
cg16904306	0.0284207995666754	PCSK5	9	78506294
cg16904599	0.0154933803882555	C17orf71	17	57287367
cg16905311	0.0163459135667975	ARL5B	10	18948399
cg16907024	0.592618105098499	NA	NA	0
cg16907075	0.0457558702388468	UBQLN4	1	156022875
cg16907167	0.0245991010977653	TGOLN2	2	85554779
cg16907488	0.863667019261144	CCDC17	1	46090169
cg16907514	0.206990672670982	KTN1;C14orf33	14	56046098
cg16907566	0.499137701992577	COL14A1	8	121136534
cg16908782	0.0182003570862993	SOCS4;WDHD1	14	55494158
cg16909124	0.00987075008044486	NR2C1	12	95467524
cg16909364	0.0253285786521545	ZFC3H1;THAP2	12	72057977
cg16910379	0.0219753745317435	C17orf79	17	30186525
cg16910767	NA	ANKRD27;RGS9BP	19	33166529
cg16911220	0.711217582987764	KRT86	12	52695728
cg16913124	0.923967066270759	HYAL1;HYAL3	3	50338253
cg16914151	0.0304922856592599	RPP25	15	75249787
cg16915794	0.0209167458144211	NA	NA	0
cg16917279	0.010983685015304	MRS2	6	24403287
cg16918585	0.0180265669806199	NDUFS5	1	39492570
cg16920242	0.0674931900815746	TEP1	14	20881581
cg16923271	0.0352192700993789	POLD1	19	50887763
cg16924616	0.107783244226475	DLX5	7	96653617
cg16925486	0.0205360218181719	RPS6	9	19380496
cg16925970	0.0256298960511076	CENPJ	13	25496605
cg16927136	0.0237701720922071	RPL35A;IQCG	3	197676755
cg16927606	0.460768601786009	TMEM149	19	36233324
cg16928795	0.0147406118068261	NDUFAF2;ERCC8	5	60240817
cg16929104	0.390925103568484	GDF15	19	18496953
cg16932672	0.0335729681183953	NDC80;METTL4	18	2571333
cg16933388	0.118611492436995	BSN	3	49592529
cg16933922	0.216797557166416	OAT	10	126106614
cg16935075	0.800294437978924	TPH1	11	18062359
cg16935609	0.524161579634323	NA	NA	0
cg16937611	0.641094173461695	SERPINA5	14	95048102
cg16940108	0.0179883791426449	NA	NA	0
cg16940801	0.0428697582294107	PKM2	15	72523516
cg16940935	0.932971250681653	ACSM1	16	20702428
cg16941656	0.014914549087519	FRY	13	32605611
cg16944093	0.492085634726314	LIMS2	2	128422120
cg16948369	0.274718937265473	KLHL4	X	86772436
cg16948979	0.018334541634123	DCAF4	14	73393301
cg16949889	0.957145166755942	DND1	5	140053460
cg16950012	0.00919332550530776	ATG5	6	106773140
cg16950616	NA	COX11;STXBP4	17	53045046
cg16953064	0.0144257667834497	TXNL4B;DHX38	16	72127243
cg16953612	0.672609050337602	DNAJB8	3	128185690
