Hybridization REF	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05
cg16604218	0.219775967127141	EIF2B3	1	45452605
cg16604516	0.251949634267814	FBLN2	3	13590419
cg16605590	0.0229429643587461	MKI67IP	2	122494233
cg16606185	0.0139053072944776	C21orf33	21	45553535
cg16606638	0.0577565341160112	WDR51B;GALNT4	12	89918221
cg16607065	0.430604569525732	TP73	1	3607222
cg16608348	0.01601867008987	PTPN14	1	214724481
cg16608652	0.645768075783733	B3GALT2;CDC73	1	193155390
cg16609872	0.27530859207514	KCNQ1	11	2828364
cg16609957	0.811369928960084	SHROOM1	5	132161867
cg16612562	NA	RASL10A	22	29712045
cg16612699	0.56601773468688	OR8B8	11	124311218
cg16613192	0.041376684341887	UROD;HECTD3	1	45477977
cg16614332	0.020671615605146	SF3B3;COG4	16	70557707
cg16614500	NA	TMEM80;DEAF1	11	694704
cg16615211	0.247106388733651	MIR564;TMEM42	3	44902933
cg16616325	0.0123545010434666	TSNAX-DISC1;TSNAX	1	231664276
cg16616734	0.0159524949794808	ANKRD13A	12	110437259
cg16616769	0.481334445757513	IQCK;C16orf88	16	19727142
cg16617137	0.392039631755623	NA	NA	0
cg16619240	0.0135061474397085	LIMA1	12	50677228
cg16620032	0.0303268478110273	GPR4	19	46097075
cg16620731	NA	ZNF583	19	56915079
cg16621987	0.055185660676391	DGCR2	22	19110328
cg16625125	0.0173319316874286	NA	NA	0
cg16625216	0.015747385673217	TMEM175;GAK	4	926338
cg16625901	0.662506236928313	NA	NA	0
cg16626670	0.695934722240406	CLEC4G	19	7797031
cg16627949	0.858852001146258	RNASE8	14	21526351
cg16628119	0.0166881275590395	ITPK1	14	93582398
cg16628918	0.615347143316145	FBXL6;GPR172A	8	145580818
cg16632280	0.0324591069282596	LTBP3	11	65325623
cg16632715	0.568565381938853	HOXD11	2	176972113
cg16632891	0.0313913720939689	SSBP3	1	54872978
cg16636110	0.447723464991396	ZNF264	19	57702479
cg16636571	0.892582039458248	GYPB	4	144939574
cg16638540	0.165017097585372	ZNF135	19	58570468
cg16639185	0.176096058465829	LGTN	1	206786178
cg16639595	NA	SRI	7	87856984
cg16639637	0.017096919315524	TUBGCP5	15	22833308
cg16640096	0.0693021096276055	COL4A3;COL4A4	2	228029790
cg16641915	0.0158864158010073	CAPN5	11	76778247
cg16645539	0.012493141855884	SNAPC3	9	15422589
cg16648297	0.0087991806869069	ZNF576;IRGQ	19	44100438
cg16648841	0.832706872046979	C8A	1	57320685
cg16650125	0.74180482322795	NA	NA	0
cg16652063	0.0560526050748725	SLC13A5	17	6616653
cg16652241	0.0222438909089793	MMP15	16	58059321
cg16652259	0.0682049185837025	DLX1	2	172949501
cg16652639	0.0199661235446515	TM2D2;ADAM9	8	38853854
cg16653538	0.0151174575629711	GAS2L3	12	100967609
cg16657615	NA	TNFRSF12A	16	3070630
cg16658719	0.0240144447296155	TGFB2	1	218518963
cg16659043	0.0141058361993609	SAMD12	8	119634612
cg16660041	0.885096120044057	IQCF1	3	51938430
cg16660717	0.0150822890267338	SARNP;ORMDL2	12	56211781
cg16664233	0.0142217488835495	ETHE1	19	44031589
cg16665103	0.0612755494865416	COQ3	6	99841605
cg16666115	0.0183260779156174	MRPS18A	6	43655680
cg16666160	0.98997214031538	NR5A1	9	127269631
cg16666456	0.0106963256635594	SFRS11;LRRC40	1	70671441
cg16668394	0.0300995559203883	MEN1	11	64578521
cg16670497	NA	GSTM2	1	110210913
cg16672449	0.0138837857668295	RUVBL1	3	127842622
cg16673198	0.872491266422035	CPNE4	3	131754273
cg16677885	0.0273812517838415	FASTK	7	150778122
cg16678925	0.132669153101665	OR1A2	17	3100972
cg16679837	0.504378927192965	AR	X	66764000
cg16682903	0.787095106961385	ACVR1	2	158694670
cg16685388	0.14694373866417	HIVEP3	1	42384056
cg16685860	0.00982549775177941	PLD2	17	4710619
cg16687447	0.00817193394028856	PTEN;KILLIN	10	89623336
cg16688376	0.0437125909790866	AKAP9	7	91570673
cg16688911	0.0105890793800463	VASP	19	46010011
cg16689634	0.03377624181381	CYP4X1	1	47489539
cg16691616	0.0244160874667454	INPP1	2	191209057
cg16691888	NA	LRP2	2	170219230
cg16692277	0.0885791202714775	GUCY1B2	13	51640948
cg16692761	NA	TAF1B	2	9983859
cg16695354	0.0332062242416507	LYSMD2	15	52030164
cg16698623	0.947679062966809	MGMT	10	131412968
cg16698781	0.0125819077488956	UBE2G2	21	46221955
cg16701105	0.0231489533824975	DENND4A	15	66084815
cg16703647	0.0367979718301575	CRABP1	15	78632592
cg16705481	0.0171549308514391	TRAPPC3	1	36615026
cg16706631	0.0370329885526046	HIST1H4E	6	26204823
cg16708012	0.463896095392862	TMEM119	12	108992114
cg16708281	0.555259090616004	FOXD4L1	2	114256673
cg16708623	0.325521403449464	TRIM2	4	154125208
cg16708981	0.497475523897443	ZNF677	19	53758609
cg16711185	0.0341895617895661	SHC4	15	49255875
cg16713727	0.903142437842954	SLC25A34	1	16062720
cg16713808	NA	CRNN	1	152388040
cg16714091	0.223491037018202	ADAMTSL1	9	18473902
cg16715722	0.931011914501397	TLX1;TLX1NB	10	102890296
cg16716983	0.860511927371142	DRP2	X	100474247
cg16717225	0.482153321775268	GLT1D1	12	129337768
cg16718094	0.0111377850017587	SAP30	4	174291993
cg16718678	0.0269447140503955	NRXN2	11	64490633
cg16718891	0.0308893691923724	ITGA5	12	54813155
cg16719404	0.241458688717288	CD2	1	117296242
cg16720880	0.0259915739140172	SUGT1P1;BAG1;CHMP5	9	33265144
cg16721202	0.0328613551333105	SP4	7	21467390
cg16721845	0.0105604626356964	MTL5	11	68518800
cg16722118	0.887280699353697	FAM115A	7	143599982
cg16722536	0.147322523656986	TBX1	22	19744067
cg16723180	0.885349406841823	HCCA2	11	1503195
cg16725097	0.0230705907892872	WDR65;EBNA1BP2	1	43637592
cg16725130	0.27229837302662	NA	NA	0
cg16725865	0.0218906494205447	BTBD8	1	92546135
cg16728114	NA	C1orf66;ISG20L2	1	156697793
cg16729690	0.0290528783874065	FZD3	8	28351217
cg16729794	0.829325524335864	MOBP	3	39509195
cg16731016	0.96599627448574	LGALS4	19	39303506
cg16731240	0.0660556447414077	ZNF577	19	52391250
cg16732880	0.00911693281748594	NARFL	16	791244
cg16732901	NA	C19orf45	19	7562351
cg16738336	0.0103991906041966	DHX29;SKIV2L2	5	54603429
cg16739396	0.0812625152349681	ATG4C	1	63249836
cg16739580	0.673527017476666	PYDC2	3	191179074
cg16740543	0.0132253566477312	PHF10	6	170123723
cg16741710	0.0342283092766639	TP73	1	3569386
cg16742703	0.532745280484859	KLK3	19	51357857
cg16743289	0.210616257929063	CACYBP	1	174968144
cg16743781	0.0108636427990364	RHOC	1	113249654
cg16744741	0.270543335804601	PRKG2	4	82126025
cg16745604	NA	CASP10	2	202047459
cg16745616	0.0421484331412054	ANGPTL4	19	8428856
cg16746462	0.0331301310539885	LNPEP	5	96270438
cg16746631	0.0368628950405054	IMPA1	8	82598140
cg16746737	0.00795062222885357	UBE2D3;CISD2	4	103790299
cg16747567	0.0210905986296361	PCNX	14	71373858
cg16749578	0.232675095287141	NR2F6	19	17357619
cg16749930	0.622950181124907	IL18BP	11	71709978
cg16750914	0.0121803493659138	CCDC88A	2	55646622
cg16752583	0.459839146035915	TRPV6	7	142583731
cg16752778	0.0555972957805322	PIGK	1	77685229
cg16753209	0.802724132411984	NA	NA	0
cg16753336	0.0915282571081519	NPAS1	19	47524466
cg16756620	0.0253970196727484	PPIG	2	170441054
cg16756998	0.0128533240933455	ZDHHC8	22	20118943
cg16757724	0.918640467757608	RBPJL;MATN4	20	43935528
cg16758041	0.0270090366079615	NDUFB6	9	32573371
cg16759954	NA	PITPNM3	17	6461153
cg16761041	0.0545438365402316	FAM120AOS;FAM120A	9	96215837
cg16761581	0.733897560174872	ADCY4	14	24803807
cg16762195	0.0174853227467905	DHX58	17	40264815
cg16762386	0.366625431821707	NR0B2	1	27240514
cg16763895	0.0258146584513488	ILVBL	19	15235973
cg16769376	0.0169867696556275	MDP1	14	24685222
cg16769442	0.0230773684303836	MAGI3	1	113934059
cg16770799	0.0306530519651832	ITGA5	12	54812606
cg16771596	0.0303702456033043	C9orf30	9	103188942
cg16772207	0.21647103636693	MYT1	20	62795807
cg16772514	0.731989696346836	C1QL1	17	43046872
cg16773028	0.852206406339458	KCNA2	1	111148339
cg16773899	0.177501929471354	EDIL3	5	83680326
cg16774604	0.043586004559052	OXA1L	14	23235738
cg16776350	0.149978069199411	CD84	1	160549158
cg16776717	0.481016205717877	JAKMIP2	5	147163101
cg16777510	0.0466380451149482	STAT5A	17	40440022
cg16777782	NA	CDH13	16	82671333
cg16777839	0.0198833472299597	PHPT1	9	139743802
cg16778148	0.900914214734842	KCNQ1	11	2817922
cg16778809	0.0257777822565411	ADAM23	2	207308375
cg16778903	0.0190692621208902	BRUNOL6	15	72612567
cg16779976	0.0715792295941191	BLNK	10	98031125
cg16785344	0.0372811517736688	PXN	12	120703817
cg16786117	0.924062205448595	VSIG4	X	65260820
cg16786458	0.461241516669712	PPARGC1B	5	149108820
cg16786703	0.022762126422189	ADAM8	10	135090255
cg16787352	0.280878987286724	ANKRD9	14	102975405
cg16787600	0.0742345588621728	SORCS3	10	106400880
cg16788436	0.966754357452932	GRLF1	19	47421960
cg16790239	0.0273073668560139	MC1R	16	89985254
cg16791508	0.854167127708051	KRT83	12	52715691
cg16791686	0.477178757816369	GLTSCR2	19	48249014
cg16792160	NA	ASAH2	10	52008593
cg16792632	0.00896087512251607	ESR2	14	64761208
cg16792800	0.63598409471868	GPC6	13	93879361
cg16793061	0.0212121353844566	EYA1	8	72273984
cg16793150	0.0141644321024845	PTCD2;MRPS27	5	71616026
cg16794633	0.016373529148622	C3orf58	3	143690145
cg16794682	0.857175882066761	CCND1	11	69460951
cg16794882	NA	PMCHL2	5	70670374
cg16796590	0.0186449425647419	MFSD2A	1	40420668
cg16796951	NA	C20orf152	20	34555073
cg16797831	0.030802781497812	KIAA1324;C1orf194	1	109657035
cg16799087	0.832482515015306	PRDM7	16	90128361
cg16799583	0.0167198093857148	EXOSC2	9	133569236
cg16799961	0.0249555691005674	EIF5B;TXNDC9	2	99953048
cg16802152	0.0249587738499173	CDKN2AIP	4	184365888
cg16802646	0.0289778289202115	WWC1	5	167718483
cg16803817	0.0462684587146027	TMEM50B	21	34851621
cg16806347	0.0136031964899103	FUK	16	70488291
cg16806597	0.730963687405268	NA	NA	0
cg16807911	0.0674898650486367	CDK4	12	58145918
cg16807989	NA	OR1F1	16	3253749
cg16812893	0.33256576441962	KRTAP15-1	21	31813075
cg16814399	0.0373602596157743	HIBCH	2	191183994
cg16816226	0.0218505897826391	EDEM1	3	5228848
cg16817034	0.0197920998635761	GMEB1	1	28995195
cg16817891	0.00789369116650127	IGF2AS;INS-IGF2;IGF2	11	2165827
cg16821394	0.0143157438681199	NDFIP1	5	141488611
cg16822189	0.0145954619576039	BACE1	11	117187018
cg16823105	0.056036155797503	KLHL32	6	97372572
cg16823701	0.908725036156261	NA	NA	0
cg16823737	0.0246783634372221	CKAP5	11	46867918
cg16824731	NA	ILK;RRP8	11	6624409
cg16825000	0.772258298304829	PLA2G2E	1	20249430
cg16825643	0.984443162081394	FAM38A	16	88802743
cg16826286	0.515592406819921	LYZL6	17	34266290
cg16826718	NA	HRK	12	117318659
cg16829154	0.0255581333659997	NOTCH1	9	139440704
cg16829450	0.015129142264812	NTN4	12	96184020
cg16831889	0.910693388711317	HDC	15	50558051
cg16832407	NA	TRPM3	9	73736539
cg16833230	0.019735399986602	DNTTIP2	1	94344337
cg16833551	0.878541014962893	GNAS;GNASAS	20	57427237
cg16834187	0.926129447296354	BRD7	16	50404286
cg16834431	0.0245576284017595	ATPIF1	1	28562368
cg16837769	0.0243336706938966	NDUFA4	7	10979899
cg16842214	0.538787381654505	KBTBD5	3	42727160
cg16842485	0.0138351331652049	C6orf47	6	31628639
cg16847051	NA	CALCOCO1	12	54121714
cg16848873	0.10231928318573	LOC404266;HOXB6	17	46682308
cg16852884	0.0301366687592398	NA	NA	0
cg16852892	0.016086945132594	MMP16	8	89339473
cg16853860	NA	PSMB9;TAP1	6	32823116
cg16853982	0.861964566786621	ACTN2	1	236849389
cg16854524	0.0285583364376294	LIN54	4	83931902
cg16854606	0.304433005882989	DAND5	19	13080743
cg16855440	NA	KLC3	19	45842723
cg16855929	0.880219456399948	EGLN1	1	231561414
cg16858125	0.291385013325689	ELOVL1	1	43834757
cg16860587	0.0165044992126414	ELAVL1	19	8069925
cg16860694	0.0250637392032973	FXYD5	19	35645689
cg16861508	0.0140283042301878	TNFRSF10B	8	22926909
cg16862361	0.274361587377269	XDH	2	31637622
cg16862838	0.0273196618216308	RCN2	15	77224587
cg16863382	0.945092579109573	CTRB1	16	75252695
cg16863447	0.0405604763906776	TMEM117	12	44229512
cg16864658	0.0500649716906502	CCK	3	42306150
cg16864895	0.0652875235807468	INTS7;DTL	1	212208516
cg16866038	0.0142502632461867	ARCN1	11	118443240
cg16869108	0.167258192266672	VHL	3	10184319
cg16870320	0.0147452604088469	GALNT4;WDR51B	12	89919900
cg16872071	NA	RALGDS	9	135997155
cg16872560	0.022718819722507	PPP1R9A	7	94536986
cg16873684	0.0262211292442261	ORC2L	2	201828587
cg16873863	0.363624391985052	SLC22A18AS;SLC22A18	11	2921176
cg16878021	0.987017728026311	NA	NA	0
cg16878652	0.01059050597552	GPS1;RFNG	17	80009856
cg16879115	0.694169093747902	APOBEC1	12	7819180
cg16879596	NA	CYP3A5	7	99277978
cg16880396	0.633318093612181	SH2B2	7	101928206
cg16882703	0.150358598191626	NA	NA	0
cg16883145	0.986036230999306	B9D2;TGFB1	19	41860619
cg16883533	0.0229854227936112	PHB2;EMG1	12	7079667
cg16884042	0.113939304535037	SGPP2	2	223289683
cg16884539	0.969855862121397	RBMXL3;LRCH2	X	114425148
cg16884569	0.0148969451875185	RASSF2	20	4803636
cg16886188	0.0166633853147885	ADRA2A	10	112835859
cg16886259	0.781024964581376	CYSLTR2	13	49281222
cg16889368	0.0193216015394098	MRPL15	8	55047599
cg16890093	0.0793663170335545	PSMB8;TAP1	6	32813084
cg16890267	0.0667945624448514	NA	NA	0
cg16891895	0.0169115047877952	RGS16	1	182573455
cg16893574	0.262861567566042	CALB2	16	71392095
cg16893614	0.962586954749414	ALX3	1	110614450
cg16894211	NA	SYN3	22	33403542
cg16896371	0.050734670331286	CAND1	12	67662589
cg16896647	0.0361170430813059	SYK	9	93563776
cg16898150	0.00965323148573432	NA	NA	0
cg16898420	0.159773075343033	LPPR1	9	103791078
cg16899036	0.654644108973744	HOMER3	19	19052705
cg16899306	NA	HLA-DQB2	6	32732585
cg16899442	0.14518555882302	CCDC78;HAGHL	16	776458
cg16900022	0.0141243617584591	MDN1	6	90529294
cg16902509	0.119396790728228	ITGA8	10	15761312
cg16904306	0.0659824902431114	PCSK5	9	78506294
cg16904599	0.0240631365277805	C17orf71	17	57287367
cg16905311	0.0208045598285985	ARL5B	10	18948399
cg16907024	0.71970866081426	NA	NA	0
cg16907075	0.0489252668924425	UBQLN4	1	156022875
cg16907167	0.0225394056321155	TGOLN2	2	85554779
cg16907488	0.906908210864449	CCDC17	1	46090169
cg16907514	0.0513694989353694	KTN1;C14orf33	14	56046098
cg16907566	0.0595228893037513	COL14A1	8	121136534
cg16908782	0.0177860250490975	SOCS4;WDHD1	14	55494158
cg16909124	0.0120380336418682	NR2C1	12	95467524
cg16909364	0.0335755950235623	ZFC3H1;THAP2	12	72057977
cg16910379	0.0230385462203874	C17orf79	17	30186525
cg16910767	NA	ANKRD27;RGS9BP	19	33166529
cg16911220	0.807006128904982	KRT86	12	52695728
cg16913124	0.93648169052009	HYAL1;HYAL3	3	50338253
cg16914151	0.0527254340467175	RPP25	15	75249787
cg16915794	0.0184137670955274	NA	NA	0
cg16917279	0.0118918282144423	MRS2	6	24403287
cg16918585	0.0179223839267203	NDUFS5	1	39492570
cg16920242	0.113474530608826	TEP1	14	20881581
cg16923271	0.0369461646667056	POLD1	19	50887763
cg16924616	0.422555610910335	DLX5	7	96653617
cg16925486	0.0192619937284961	RPS6	9	19380496
cg16925970	0.0390101800375939	CENPJ	13	25496605
cg16927136	0.0260284082356692	RPL35A;IQCG	3	197676755
cg16927606	0.793261880835621	TMEM149	19	36233324
cg16928795	0.026434683178567	NDUFAF2;ERCC8	5	60240817
cg16929104	0.224077977531462	GDF15	19	18496953
cg16932672	0.0205300193980403	NDC80;METTL4	18	2571333
cg16933388	0.0279199491023067	BSN	3	49592529
cg16933922	0.0705750346458802	OAT	10	126106614
cg16935075	0.805898307867165	TPH1	11	18062359
cg16935609	0.847395190160068	NA	NA	0
cg16937611	0.719356264754983	SERPINA5	14	95048102
cg16940108	0.0250655811137512	NA	NA	0
cg16940801	0.0627945531119174	PKM2	15	72523516
cg16940935	0.95662519872168	ACSM1	16	20702428
cg16941656	0.0155092882004666	FRY	13	32605611
cg16944093	0.350192666366762	LIMS2	2	128422120
cg16948369	0.616243286141223	KLHL4	X	86772436
cg16948979	0.0214846828492347	DCAF4	14	73393301
cg16949889	0.975545259984148	DND1	5	140053460
cg16950012	0.0118241743755004	ATG5	6	106773140
cg16950616	NA	COX11;STXBP4	17	53045046
cg16953064	0.0253540171135978	TXNL4B;DHX38	16	72127243
cg16953612	0.562647037212529	DNAJB8	3	128185690
cg16954341	0.139585558693181	SCGN	6	25652381
cg16954928	0.0119893079547557	ZNF784	19	56135916
cg16956268	0.0267027816457547	CDK5RAP2	9	123342682
cg16957313	0.0339633691537262	DUSP1	5	172199661
cg16957569	0.709791089262208	IDO2	8	39791224
cg16958189	0.0192935091910475	BTBD1	15	83736204
cg16959606	0.0229927724523757	ATP1B1	1	169074934
cg16959972	0.0338443872954318	DMC1	22	38966785
cg16961092	0.00931103119310619	KIAA1737	14	77564635
cg16961218	0.0114954957153453	ATP9B	18	76829143
cg16962970	0.0131857005706849	LOC100302401;RASAL2	1	178062686
cg16964535	0.963072522459081	DNAJC5G	2	27498334
cg16967583	NA	AGXT	2	241807859
cg16969623	0.0113557212993878	ZNF331	19	54024182
cg16970232	0.487295483398412	APC	5	112073433
cg16970828	0.0228189358588812	UBA7	3	49851353
cg16977035	0.826327174748046	ALX4	11	44330474
cg16977257	0.13326261578223	PRND	20	4701595
cg16977872	0.00930602239285164	FKBP2	11	64008132
cg16978070	0.0198278159727849	NA	NA	0
cg16978263	0.0264650096259058	SMC4;IFT80	3	160118452
cg16979445	0.482800198713587	NRM	6	30659643
cg16983159	0.342989488224053	TMEM173	5	138862441
cg16983211	0.0326902346116746	HOXC4;HOXC5	12	54427636
cg16984812	0.876589696238179	PLEKHH2	2	43863456
cg16984944	0.0376243638826773	TBC1D23	3	99979425
cg16986494	0.010686725409356	FHIT	3	61237206
cg16986720	0.917840714066384	DLG2	11	84634735
cg16986846	0.215305600721521	SCGB2A1	11	61976174
cg16989248	NA	CCT6A;PSPH	7	56117955
cg16989646	0.259902200753097	SLC25A15	13	41364245
cg16990174	0.299901328475671	RYBP	3	72496875
cg16991589	0.3646924080814	PABPC3	13	25670047
cg16992787	0.623350491106482	CAPS	19	5914669
cg16993440	NA	RNU5E;ZCCHC9;RNU5D	5	80597283
cg16993794	0.0217733496150679	SLC2A11	22	24199328
cg16994506	0.399821287765988	CCND2	12	4383724
cg16998207	0.0157231578408919	FKTN	9	108320178
cg16998213	0.00952397022842811	METRN	16	765434
cg16998353	0.0379237076062589	TRIM3	11	6495553
cg16998872	0.863866204906689	NA	NA	0
cg17001035	0.10129669311594	PCGF5	10	92980059
cg17001430	0.457070935906981	KIF25	6	168418276
cg17001652	0.498341403819209	CXCL13	4	78432403
cg17001703	0.420343099932747	LAS1L	X	64754863
cg17002259	0.0123837039495538	MLLT11;CDC42SE1	1	151032260
cg17003970	NA	CHFR	12	133435861
cg17004162	0.0390791817509995	NA	NA	0
cg17004373	0.0207376595681532	GNL2	1	38061737
cg17006282	0.334554143438636	RPL36	19	5689943
cg17009433	0.0173221010774503	GLDC	9	6645686
cg17009717	0.127859822320206	POLR1B	2	113299708
cg17010112	0.0516286985309222	STBD1	4	77227123
cg17015234	0.0109490235105841	RPL23AP7;RABL2A	2	114384633
cg17016000	0.911911443323231	RIN2	20	19869644
cg17017278	0.0579736641257531	TRUB1	10	116697894
cg17018517	0.140840611750274	ENTPD2	9	139947922
cg17018527	0.0272425055604087	TM6SF1	15	83775931
cg17020834	0.669823860577653	GRIA1	5	152870258
cg17021265	0.039307455064373	CD2AP	6	47445121
cg17022479	0.113768473468435	NA	NA	0
cg17022635	0.010858906522112	FUS	16	31190875
cg17022914	NA	BATF2	11	64764564
cg17026456	0.028335572526958	PXN	12	120703085
cg17026542	0.669932577052114	OR2A4;ENPP3	6	132022490
cg17027046	0.0814494640654805	ITPA	20	3190012
cg17028039	0.103681751676893	FGFR2	10	123357695
cg17029151	0.018808144379165	CHMP4C	8	82644517
cg17029168	0.0637815917564306	NKX2-2	20	21494547
cg17030820	0.959905315241931	MSMB	10	51549260
cg17031727	0.545847332948573	COG2	1	230777875
cg17031773	0.10464493091398	KLK9	19	51513611
cg17032587	NA	CNGA2	X	150903247
cg17034082	NA	MFAP3;FAM114A2	5	153418793
cg17034109	0.265843024573751	CYB561D1	1	110036417
cg17036441	0.0203464739512448	NCBP2;LOC152217	3	196669217
cg17036737	0.405736322618788	NA	NA	0
cg17037924	0.0795669052055483	DUT	15	48623100
cg17038116	0.0237251900330171	ASH1L;LOC645676	1	155533405
cg17040807	0.460070579122996	CYGB	17	74533282
cg17041296	0.857371959426095	ASB17	1	76397847
cg17043101	0.0147054506764478	NOLC1	10	103912076
cg17043155	0.0173042748435271	NA	NA	0
cg17043366	0.0167949784521474	ZNF414	19	8578907
cg17043922	0.0523384046070884	C6orf106	6	34664305
cg17044311	0.8632524729662	ABCC2	10	101542983
cg17044611	0.016718985835765	ASAH1	8	17942239
cg17045009	0.0216406435421433	VCPIP1	8	67579782
cg17048363	0.023947938918914	CDK8	13	26828880
cg17048483	0.0149872311394831	RBM7;C11orf71	11	114271079
cg17049328	0.946637271248808	GHRH	20	35886434
cg17050100	0.0144896515978351	GPN1;CCDC121	2	27852231
cg17050972	0.0212509104588767	NA	NA	0
cg17051321	0.0920294766346541	BNC1	15	83952508
cg17051440	0.886635190439082	CLDN2	X	106163689
cg17051623	0.016845410894838	ASAP3	1	23810250
cg17054360	0.0208410079010227	MTERF	7	91510326
cg17055145	0.0138844615475957	MYO6	6	76459077
cg17055734	0.94107403710758	CRYGA	2	209028059
cg17055959	0.0847847064618596	RB1	13	48878466
cg17057072	0.0688398160478411	NA	NA	0
cg17057965	0.030148014311057	FBXO28	1	224301873
cg17058777	0.0257979165149328	LRTOMT;C11orf59	11	71814579
cg17061853	0.0304993407937899	FGFR1OP2;C12orf11	12	27091905
cg17063018	0.0148684802697724	FBXO28	1	224302019
cg17063201	0.927795701449044	NA	NA	0
cg17063929	0.210724626020116	NOX4	11	89224799
cg17065601	0.0148508601217549	SUMO2	17	73179370
cg17066382	0.0178075776367052	LMBR1L	12	49504767
cg17067005	0.9453141334973	IL10	1	206945346
cg17067528	0.0307062690246781	IER3	6	30712517
cg17067942	0.894581523035292	TXNDC15	5	134209275
cg17067993	0.677014310679936	CCR7	17	38721675
cg17071536	0.0181488975380579	MUDENG;EXOC5	14	57736065
