Hybridization REF	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05
cg11619390	0.241917544329726	ZBTB8B	1	32931179
cg11620807	0.011244845129393	IRS1	2	227664353
cg11620873	0.0199695651256693	CD9	12	6309515
cg11625178	0.0102215658968759	TMPO;LOC100128191	12	98909434
cg11625451	0.0225356909863131	GAN	16	81349061
cg11625946	0.0652165806071562	LRIG3	12	59314263
cg11626656	0.0346514347521335	RND3	2	151343868
cg11626791	0.0141288678034581	TLK1	2	172016605
cg11628026	0.975260339311755	ACTL7A	9	111624939
cg11628034	0.0204826753648578	RPS16	19	39926904
cg11628282	0.0250003357325998	MFN1	3	179065624
cg11628487	0.0267951641238333	SET	9	131450973
cg11630242	0.0689319111334762	AKAP10	17	19881632
cg11630392	0.81861129604666	GPR171;MED12L	3	150920964
cg11631275	0.942135911941361	SDAD1	4	76903515
cg11631518	0.352422070885651	KCNC2	12	75603585
cg11632617	0.133067199631423	PPCDC	15	75315747
cg11634198	0.673637958958458	NEUROD2	17	37764158
cg11635563	0.907794690217798	ENOX1	13	44241849
cg11638200	0.0177777545817613	PRKCQ	10	6621965
cg11638880	0.0182436512203894	SFT2D1	6	166755991
cg11639397	0.0108872413080063	VASP	19	46010716
cg11639651	0.782811918994014	HKDC1	10	70979811
cg11640565	0.90504663979125	STS	X	7137913
cg11644586	0.138322817828178	CCDC87;CCS	11	66360200
cg11646704	0.0219813027249901	IPO4	14	24658292
cg11646757	0.0161514271559823	C7orf68	7	128095699
cg11646887	0.0210531338410589	SCRN2	17	45918805
cg11647681	0.561263120344002	PCDHGA4;PCDHGA11;PCDHGA12;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140810161
cg11648289	0.43213305340501	EN2	7	155249674
cg11648471	0.196515062795835	MOSPD2;FANCB	X	14891001
cg11648996	0.921011300978207	FAM47B	X	34960814
cg11649001	0.0164913606295769	FTSJD2	6	37400863
cg11649654	0.032021144428657	NDUFAF2;ERCC8	5	60240952
cg11649825	0.0306609012888174	C20orf4	20	34824487
cg11649846	0.912560133151517	STRA8	7	134917144
cg11651717	0.0130162074904157	ABCA5	17	67323282
cg11653266	0.0143261107969299	MRPL38	17	73901339
cg11653271	0.016303652346265	SNRNP25;POLR3K	16	103723
cg11653466	0.526583318796557	C8orf86	8	38386235
cg11653500	0.0909262298796342	SPRY2	13	80915061
cg11653709	0.634960794553126	NA	NA	0
cg11653858	0.769910156704896	SLC13A2	17	26799289
cg11653864	0.444650990571662	ELK1	X	47509884
cg11654333	0.0179008124063818	DCK	4	71859710
cg11654620	0.00907161645209712	TYMP;ODF3B	22	50969039
cg11654737	0.0605660062924567	BCKDHB	6	80816077
cg11655418	0.0287630513952835	RPS10	6	34394031
cg11655691	0.0257993781947791	CBARA1	10	74385779
cg11656547	0.608098807199213	MAMDC2	9	72658747
cg11657615	NA	ZDHHC1	16	67449861
cg11657808	0.810194341976623	RYR2	1	237205950
cg11659747	0.168896966003907	SCARB2	4	77134585
cg11661234	0.104432241706924	RLIM	X	73834596
cg11662098	0.0132662451783099	GOPC	6	117923795
cg11664825	0.37860428541784	XKRX	X	100184343
cg11665562	0.0205672453030807	PSMC1	14	90723462
cg11665588	0.051407728221962	SESN3	11	94963991
cg11666924	0.0322178300235699	STXBP3	1	109289079
cg11667117	0.925905923233288	CA5A	16	87969962
cg11667754	0.038780831119484	CDH1	16	68770981
cg11668512	0.927295379300861	ZHX3	20	39929580
cg11668844	0.195279205790015	MCF2L	13	113655622
cg11668923	0.762230544394219	ADAM12	10	128076936
cg11670211	0.648010861111702	NOX4	11	89224288
cg11672225	0.0946920681693554	RNF185	22	31556238
cg11673092	0.0257095737245394	ARMC3	10	23216727
cg11673803	0.393474906204291	NA	NA	0
cg11673969	0.0331977250222217	EPHB4	7	100424945
cg11674404	NA	WDR17	4	176987359
cg11675413	0.978864747227149	FARP1;RNF113B	13	98829482
cg11676109	0.0131207061393695	HINFP	11	118992413
cg11676599	0.0244093400209839	PLEKHA1	10	124133934
cg11677722	0.0171663378179596	MED29;PAF1	19	39881393
cg11678767	0.0831289796348084	COL4A5;COL4A6	X	107682766
cg11679069	0.793786404813119	DNAJC15	13	43596577
cg11680158	0.0284815746174291	TTC39B	9	15307376
cg11680236	0.0163450490049858	NME6	3	48342764
cg11680741	0.578862255075565	NA	NA	0
cg11681073	0.01373301053863	NA	NA	0
cg11681617	0.200924307005225	GAB3	X	153979649
cg11682508	0.560651028732781	C20orf166;C20orf200	20	61149399
cg11688219	0.0310131310396841	THAP3	1	6684919
cg11688469	0.821820126892559	TNNI1	1	201391061
cg11688990	NA	PSMG2;CEP76	18	12704161
cg11691938	0.0184946455492051	CCDC111;CASP3	4	185569742
cg11692021	0.679742479974705	GNB3	12	6949472
cg11692477	0.466521369179979	SLC40A1	2	190445477
cg11693019	0.836025694396062	AKR1B10	7	134211620
cg11694641	0.0182543765784951	SLC25A3	12	98987961
cg11695266	0.0111304181183557	DNAJB6	7	157129166
cg11695358	0.856404490441224	MAPK15	8	144797963
cg11695601	0.0319682105959428	CHN1	2	175870435
cg11695684	0.854549052791475	CHRND	2	233391265
cg11696575	0.01416195683812	ING3	7	120591325
cg11697652	0.0250436356928006	NA	NA	0
cg11698653	0.788632600110285	NA	NA	0
cg11698762	0.089960822785186	WDR54	2	74648964
cg11700429	0.00885634775850153	ANAPC1	2	112641892
cg11700584	0.02842027596344	RPL36AL;MGAT2	14	50088544
cg11701148	0.109832970623182	MYOM2	8	1993035
cg11703011	0.0296706976279397	SERPINE2	2	224903461
cg11705439	0.0135254658512699	PRKCSH;CCDC151	19	11546473
cg11706111	0.847253142840582	ZNF19	16	71523144
cg11706163	0.263545491603461	C9	5	39364495
cg11706746	0.010007957322307	B3GAT3	11	62389756
cg11706911	0.0298289299846367	AGMAT	1	15910989
cg11710000	0.021727606594469	FZD3	8	28352559
cg11710560	0.90498756992156	NA	NA	0
cg11710969	0.0835491242816592	ARMC3	10	23217173
cg11712199	0.678788746287205	NA	NA	0
cg11713008	0.0282439781690175	POP1;HRSP12	8	99129222
cg11713029	0.0143399486156268	CCDC84	11	118868622
cg11713336	0.0139245553633449	UBE2D2	5	138940474
cg11714014	0.521898443258309	GABRQ	X	151807197
cg11714502	NA	AK1	9	130640212
cg11715903	0.396552874420033	FERMT2	14	53417327
cg11715966	0.898680170400891	CCDC8	19	46917255
cg11715999	0.0187676208301668	ATP5G1	17	46970694
cg11716026	0.86106735074518	H19	11	2016937
cg11717557	0.0229201246432115	DCLRE1B;AP4B1	1	114448153
cg11718090	0.0727721192615353	NA	NA	0
cg11718315	0.0368782517698676	PARP16	15	65579480
cg11719157	NA	PITPNA	17	1466715
cg11719283	0.819937395949502		19	42574717
cg11719297	0.314085132397212	RIPK4	21	43187083
cg11719412	0.0108761872595138	TATDN1;NDUFB9	8	125551441
cg11719452	0.038826453955169	MEPCE;ZCWPW1	7	100027776
cg11719784	0.421037718417154		1	203058954
cg11720778	0.95698125787867	TIGD7	16	3351073
cg11721194	0.260817275760259	SLAMF7	1	160709239
cg11722531	0.0616111183145771	APC2	19	1449857
cg11722639	0.019833997188263	OBFC2B	12	56618199
cg11724134	0.0202489288627581	RNF39	6	30043727
cg11724759	0.840684683226815	RPE65	1	68915898
cg11726593	0.10734554527699	NA	NA	0
cg11727029	NA	UNC45A	15	91478024
cg11730100	0.0427630433647497	FEN1;C11orf10;MIR611	11	61560294
cg11730691	0.0202173650333569	NA	NA	0
cg11730961	0.0679298761996045	SFPQ	1	35658733
cg11732619	0.555754297671102	SLIT3	5	168728076
cg11733245	0.90326108364459	IL2RA	10	6104312
cg11735358	0.0136510650596554	WDR77;ATP5F1	1	111991797
cg11735605	0.0223544720230069	IKZF2	2	214016230
cg11736869	0.0708402783229041	PEX13;PUS10	2	61245136
cg11738011	0.0124966886575629	PUS1	12	132414265
cg11738543	0.44211803327258	SOCS2	12	93967225
cg11739626	0.544475397428979	AKT1S1;TBC1D17	19	50381908
cg11743470	NA	GCNT4	5	74327277
cg11743795	0.0155498610939193	SLMAP	3	57742983
cg11744351	0.011109037458965	UBL3	13	30424153
cg11745019	0.565039300692551	ANGPT1	8	108509756
cg11747499	0.0544312211752019	SSH1	12	109252653
cg11747771	0.0231245160049159	GLDC	9	6645468
cg11748006	NA	CAPNS1	19	36630557
cg11750183	0.0392061364161354	C9orf40	9	77568022
cg11750883	0.503218452187398	CRCT1	1	152486950
cg11752275	0.836987044846597	GNLY	2	85921036
cg11754095	0.0488358656525663	CTSO	4	156874602
cg11754206	0.0687034048333346	KCNB2	8	73448579
cg11754343	0.032163357776252	RPAIN;NUP88	17	5322575
cg11754676	0.0121176444833062	ZNF10	12	133706789
cg11756837	0.023563681417585	PRKAB1	12	120105372
cg11757293	0.147886189516814	KIFC2	8	145692581
cg11759378	0.632716382498683	DPPA2	3	109035469
cg11761535	0.688791792170201	TM4SF18	3	149051031
cg11762346	0.853537950801024	HKDC1	10	70980112
cg11762629	0.0265150103772882	CTDSP2	12	58240176
cg11763112	0.0156510250921586	KIAA1009	6	84937277
cg11764747	0.388990957785429	EFNB1	X	68050216
cg11765205	0.0406088996792258	ARL11	13	50202547
cg11766698	0.0550177617320476	UQCRC2	16	21964765
cg11767711	0.808389258007382	APLP1	19	36358783
cg11768416	0.985300897842722	C12orf12	12	91348697
cg11768886	0.0268380882916749	STK32B	4	5052795
cg11769360	0.92840823563728	ERAP2	5	96215016
cg11772764	0.0104591875253561	RSPH1	21	43916603
cg11777321	NA	TEF	22	41778547
cg11778001	0.300188962456057	NAB1	2	191512851
cg11780382	0.0283908951408109	C6orf62	6	24719812
cg11780934	0.0177161800748336	ANKRD13B	17	27920081
cg11781389	0.0338574773043855	GLB1L2	11	134201462
cg11783451	0.0427217754259546	CCDC126	7	23637068
cg11783497	0.620338585396562	IL1RN	2	113875292
cg11784281	0.785061165544875	C2orf57	2	232457785
cg11784785	0.348438400860164	SLC6A5	11	20620089
cg11786750	0.0199812177996596	DYNC1LI1	3	32612556
cg11787522	0.719243926191757	STRA6	15	74495109
cg11787828	0.0504530881811662	NDUFAF4	6	97345624
cg11787839	NA	LMLN;IQCG	3	197687728
cg11790217	0.0281638248226513	PIAS1	15	68346484
cg11792483	0.013143284651774	ASPHD2	22	26824763
cg11792664	0.0107584015739894	UQCR	19	1605706
cg11793332	0.35900125682045	ELF1	13	41556827
cg11793380	NA	C1QTNF6	22	37585617
cg11794728	0.0200903486854699	KLF12	13	74707860
cg11795262	0.8606964732953	GATAD2A	19	19569574
cg11797883	0.0141148799671295	ARPC5L	9	127631644
cg11797994	NA	ALX4	11	44330731
cg11799561	0.844104032987709	NA	NA	0
cg11800672	0.817654709309953	SLC39A4	8	145642291
cg11801011	0.434846943496688	SHANK1	19	51220537
cg11801374	NA	C20orf160	20	30597694
cg11802013	0.590816133458101	CCND1	11	69469175
cg11802692	0.0265098289285718	FKBP14	7	30066348
cg11804789	0.663828973497397	CST7	20	24929716
cg11806389	0.0220536293174609	ZNF446	19	58987282
cg11806565	0.325582340854557	PHKA1	X	71934695
cg11806749	0.0368551406534522	RUNX2;SUPT3H	6	45345490
cg11808544	0.242698887323332	NA	NA	0
cg11808757	NA	HDAC10;TUBGCP6	22	50683907
cg11808874	NA	FAM136A	2	70529494
cg11809085	NA	TNFSF15	9	117567756
cg11809091	0.110824564240358	PCDHB7	5	140552105
cg11810837	0.208978269157345	ARMCX5	X	101854276
cg11811840	0.91502541769744	UGT1A10;UGT1A1;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	2	234669166
cg11812202	0.918769765972512	PNLIP	10	118305409
cg11812218	0.602301731558957	GHSR	3	172166920
cg11814446	0.0490686850345953	LEMD3	12	65562996
cg11815363	0.030739656624615	KCNK1	1	233750184
cg11816577	0.0366000564293259	YWHAE	17	1303886
cg11819013	0.0140088216750794	IMPDH2	3	49066976
cg11819429	NA	C14orf119;ACIN1	14	23565029
cg11819637	0.566526760529684	THPO	3	184095505
cg11820497	0.018292674720467	ATG4D	19	10654946
cg11820734	0.0212454743294842	MRPL35	2	86426725
cg11821147	0.0132198007966489	ZFC3H1;THAP2	12	72057762
cg11821536	0.0118587752588781	TTC8	14	89291100
cg11821702	0.93516784407071	MLANA	9	5891258
cg11822659	0.69693349913266	DOK5	20	53092781
cg11822772	0.481607369217357	ZNF280C	X	129402977
cg11822932	0.828952171677523	LMO2	11	33913716
cg11822964	0.77151159190467	PTGIR	19	47129337
cg11823654	0.0150580995625227	PIF1	15	65117936
cg11824111	NA	DKC1	X	153990676
cg11825652	NA	CAV2	7	116139367
cg11826116	0.0495311507581374	ATF4	22	39916314
cg11826486	0.748023196868637	NA	NA	0
cg11827101	0.686771844508464		2	8468422
cg11827595	NA	C3orf10	3	10157099
cg11828089	NA	CALN1	7	71878121
cg11828669	0.0323519879533528	ZBTB1;ZBTB25	14	64971476
cg11830061	0.859471023253011	INSL6	9	5185415
cg11832543	0.907087465161509	C1orf49	1	178481818
cg11832722	0.760678377684026	DSC3	18	28623060
cg11832727	0.0216053232048297	RERE	1	8877257
cg11833861	0.0888881976567366	TMEM98	17	31255635
cg11834681	0.886153055548273	CYP2A13	19	41594746
cg11835197	NA	TFAP2E	1	36038514
cg11835355	NA	APOL3	22	36561746
cg11837864	0.0156927820745184	FAM134A	2	220043521
cg11839979	0.251819374466927	TMEM164	X	109246372
cg11840168	NA	RBBP8	18	20513432
cg11840540	0.0248577597992598	FXYD5;FXYD7	19	35644996
cg11841758	0.0310138106870622	MAGOH	1	53704358
cg11843304	NA	PTPRO	12	15501337
cg11843691	0.0289650081896072	TBC1D9	4	141678312
cg11843760	0.012540009918612	DFFA	1	10532677
cg11844110	0.0781378625592317		1	208042623
cg11845202	NA	KRT78	12	53242392
cg11846236	0.408656347782984	COL7A1	3	48632568
cg11846543	0.0526958576077265	NA	NA	0
cg11846956	0.117198097024451	KLK10	19	51520382
cg11846968	0.743220226403516	PLUNC	20	31823545
cg11847459	0.0142883971027157	MBIP	14	36789488
cg11847808	0.115991889389466	EPHA8	1	22889611
cg11847949	0.626179659981207	NA	NA	0
cg11848539	0.0150738387246622	TNFRSF21	6	47277822
cg11849692	NA	LDB1	10	103875969
cg11850311	0.0197165512240619	ID1	20	30192545
cg11851098	0.492798066294552	WBP2NL	22	42395340
cg11852073	NA	C1orf56;BNIPL	1	151019560
cg11852814	0.0357544661196681	PLCXD2	3	111393588
cg11854007	NA	BASE	20	31781697
cg11854877	0.587768884144496	F8;F8A3;F8A2;F8A1	X	154114544
cg11856093	0.0717656299116631	ARID1A	1	27023388
cg11856697	0.839477101399813	DNAI2	17	72276937
cg11856918	0.0176881177216298	ATP6V1B2	8	20054956
cg11857445	0.0185702209420866	AATF	17	35305905
cg11858029	NA		1	11324407
cg11860203	0.575443452221042	CCL2	17	32582516
cg11861730	0.641888131620426	ETS1	11	128392683
cg11864993	0.652843274684107	PCDHB16;PCDHB8	5	140559832
cg11867686	NA	PPP1CA	11	67169368
cg11868029	0.0190027480389495	CTSC	11	88071041
cg11868900	0.644766359491317	EFCAB1	8	49648035
cg11869721	0.0222541336343117	METTL9	16	21611122
cg11871280	0.960128062794264	SLC16A7	12	60082038
cg11871549	0.268445549751015	ZCCHC12	X	117957616
cg11873854	0.463395864865291	LCN6	9	139642875
cg11874272	0.736179247216775	CD86	3	121773564
cg11876012	0.951739899925951	POLR3K	16	101686
cg11876919	0.0237835968479612	HMG20A	15	77713622
cg11877382	0.500239335396367	GLT1D1	12	129338939
cg11879188	NA	ABO	9	136149908
cg11879480	0.0499721145826746	SLC36A4	11	92930739
cg11879514	0.0323654978753569	ARSG;SLC16A6	17	66287032
cg11879577	0.0527026457035653	ARL6IP1	16	18813519
cg11880010	0.83579997301094	PRUNE2	9	79328644
cg11880211	0.834824064426019	NA	NA	0
cg11880892	0.0205008809595665	PPA1	10	71992660
cg11882252	0.0373876800020524	CMBL	5	10307634
cg11884243	0.718707890632378	FCN2	9	137772886
cg11884546	0.1215621161231	ITGAX	16	31366377
cg11884656	0.0469217185982114	NAA50	3	113464379
cg11884699	0.825395145432813	NA	NA	0
cg11884792	0.0274774799904219	OBFC2A	2	192542902
cg11885098	0.491187606032403	EFNA2	19	1285397
cg11887234	0.0643590164937982	SMUG1	12	54582673
cg11890956	0.0303367670996903	PSMG1	21	40555474
cg11891504	0.024771980225946	HAUS4	14	23425909
cg11891583	0.464656546582137	NA	NA	0
cg11893236	0.021732552499823	PRMT7;SLC7A6OS	16	68345102
cg11893323	NA	URM1	9	131133119
cg11896271	0.197781951783549	PANX2	22	50609327
cg11896345	0.0204392414012269	SLC43A2	17	1532217
cg11896923	0.152292731977993	PNMT	17	37825027
cg11897314	0.0213175633302713	PRR16	5	119799832
cg11898695	NA	PTCRA	6	42883504
cg11899895	0.0300098617450077	TAX1BP1	7	27779895
cg11901954	0.0356517474516484	INTS7;DTL	1	212209499
cg11902458	0.333414392356836	KCNN3	1	154842746
cg11903057	0.0743579291042593	RHOH	4	40198776
cg11903096	0.0498197999377923	PPP2R5C	14	102276267
cg11903151	0.090861907789352	NA	NA	0
cg11903880	0.835417470245879	GSTM4	1	110197856
cg11904887	0.0288322689825685	MUL1	1	20834802
cg11905488	0.890871923667751	CLEC12A	12	10123604
cg11905589	0.0441020302280093	PAIP2	5	138677334
cg11905617	0.0243651476884999	KLHL20	1	173684474
cg11906718	0.237198511284028	RNF19A	8	101322791
cg11908570	0.0706780783150432	KIAA0040	1	175162044
cg11909310	0.054095849640556	GTPBP10	7	89975786
cg11909865	0.0302804940536013	C11orf57;PIH1D2	11	111944731
cg11911418	0.966235115563922	ELAC1	18	48493759
cg11911951	0.421697489879708	UNKL	16	1430216
cg11912049	0.0142521269545453		12	50361401
cg11913104	0.0183537026986348	RAD23A	19	13056743
cg11913615	0.220170213561717	KCNG4	16	84273157
cg11916186	0.0178768360515926	THRAP3	1	36689760
cg11916609	0.809651638486711	IL1RL1	2	102927488
cg11917694	0.0209485924236412	STAMBPL1	10	90639684
cg11919271	NA	MED12L;P2RY12	3	151102879
cg11919694	0.0360722361374611	TBC1D10B	16	30380600
cg11920519	0.534943249585531	MAP1LC3A	20	33135025
cg11921829	0.890727034115725	NA	NA	0
cg11928198	NA	SCNM1;LYSMD1	1	151137319
cg11928366	0.0212422934491813	NDUFB7	19	14682779
cg11928635	0.0138335081800436	ZNF318	6	43337708
cg11930592	0.0135903587038557	MSX1	4	4861820
cg11932564	0.0209651764776164	TNFRSF13C	22	42322146
cg11933267	0.728470430839477	PLA2G2F	1	20466132
cg11933375	0.0230659636210177	SLC38A7	16	58718466
cg11934695	0.593616284115236	ADRA1D	20	4230092
cg11935147	0.73493418296802	PDE4DIP	1	145075831
cg11935638	0.123868823601449	EHHADH	3	184972145
cg11939047	0.0109129331016857	NA	NA	0
cg11939071	0.056876575369962	DTX1	12	113494429
cg11939496	0.853094159604559	CD244	1	160833560
cg11943820	0.946500756313004	ITPRIP	10	106094061
cg11944101	0.901559910166152	CD40LG	X	135730413
cg11944393	0.0192915706854803	SMC3	10	112327600
cg11946165	0.896878470236409	CTSK	1	150781434
cg11946503	0.530821484734183	NEUROG1	5	134870514
cg11946769	0.0156067137315046	NME6	3	48343235
cg11947493	0.542339432545078	TNFRSF10D	8	23021515
cg11948328	0.055433687889234	HSD17B12	11	43702395
cg11951066	0.979824374172525	NA	NA	0
cg11951446	0.0560758690182722	COX17	3	119396386
cg11952714	0.0649026701182886	SNX7	1	99126623
cg11953334	0.151353515117519	GRIN2D	19	48897863
cg11953824	NA	C9orf6;IKBKAP	9	111697545
cg11953868	0.082357785895985	WFDC10A;WFDC9	20	44258437
cg11956146	0.0255624445590202	CABYR	18	21718974
cg11957040	0.0146160466450429	NA	NA	0
cg11957880	0.0099253927898521	UBE2N	12	93835939
cg11957986	0.928014825799465	NA	NA	0
cg11959435	0.79479741857055	NA	NA	0
cg11959821	0.0211015726961833	TBRG4	7	45151241
cg11960393	0.504680175393524	LOX	5	121414172
cg11961618	0.0207896454274954	PHLDA2	11	2951844
cg11964474	0.819356283862015	BRCA1;NBR2	17	41278655
cg11964613	0.838026092641119	ARSE	X	2882333
cg11965370	0.216230661454821	NTM	11	131780946
cg11970301	0.017781468126581	PPP4C	16	30087888
cg11970458	0.222339159476348	PYCARD	16	31213481
cg11973052	0.0112774067089256	SOCS1	16	11349832
cg11973688	0.0139320956912535	FPGS	9	130564956
cg11976048	0.0100888147980885	DHRS11	17	34948329
cg11976166	0.689746042128038	TGFB2	1	218520090
cg11976616	0.395843739421748	C6	5	41213172
cg11976790	0.167442266703175	DMBT1	10	124320064
cg11977634	0.0276920475429657	DDR1	6	30852699
cg11979312	0.950770301419937	NA	NA	0
cg11979382	0.0198853523243058	NA	NA	0
cg11979959	0.0274767473489754	SULF2	20	46414900
cg11980188	0.031864072632078	CYP2R1	11	14914012
cg11980435	0.0703847649131706	BBC3	19	47734827
cg11981599	0.624197939150167	GATA4	8	11566526
cg11981631	0.585650596510487	ABCC8	11	17497967
cg11983245	0.46333923905218	KRT15	17	39675154
cg11984608	0.934145514406208	CLDN16	3	190105555
cg11985856	NA	SAR1A	10	71929891
cg11990309	0.0953287109044489	HTR1E	6	87647644
cg11991627	NA	C20orf96	20	271345
cg11991859	0.0174576975200397	NPAS3	14	33408527
cg11993300	0.0216967744333204	NDST2	10	75571334
cg11993754	0.171174865221068	ERBB2	17	37856513
cg11995303	0.0197066689269066	DCUN1D5	11	102963161
cg11995732	0.0138351372222552	NA	NA	0
cg11997899	0.294762316838807	DLX5	7	96654183
cg11998307	0.81873514084907	SCARF1	17	1549434
cg11999384	0.0211793099977718	GRN	17	42422811
cg12000587	0.113277633455486	C17orf79	17	30186630
cg12001148	0.413353403341313	KLHL35	11	75141815
cg12002314	0.0218655672264792	CHRAC1	8	141521209
cg12003230	0.83653180279402	C21orf84	21	44899139
cg12004206	0.0382768163185597	NACC2	9	138987102
cg12004730	0.0176688339946799	TMEM93;TAX1BP3	17	3572336
cg12005098	0.694663440790223	SLC16A12	10	91295338
cg12005703	0.0177532950849161	HEMK1	3	50607201
cg12006284	0.69207880626277	WT1	11	32449638
cg12008118	0.806793493255565	LDB3	10	88428429
cg12010995	0.796435734713319	CYP7A1	8	59413152
cg12011267	0.0764221564645874	PPP1R13B	14	104314583
cg12012699	0.0142330032892546	DYM	18	46986876
cg12013321	0.0667118167664347	GCLC	6	53410182
cg12014368	NA	MRAP	21	33664211
cg12014417	0.814030999851348	NA	NA	0
cg12017007	0.0139606456646629	PHF12	17	27277572
cg12018696	0.0278380347782837	TRA2B	3	185655548
cg12019109	0.861367165708463	AZGP1	7	99574383
cg12020639	0.0128501196334623	AHCYL1	1	110527249
cg12022621	0.282273136542515	LAX1	1	203734505
cg12024292	0.503989563830199	ASTN2	9	120177979
cg12024906	0.242234113247489	HKR1	19	37825679
cg12025941	0.0302666016148709	RFX4	12	106977074
cg12026394	0.015200056168668	ANP32B	9	100745975
cg12026956	0.0280507841002914	TNPO1	5	72112008
cg12029639	0.655211278143659	MIR548F5;NBEA;MAB21L1	13	36050993
cg12032009	0.0309171169668637	VPS13C	15	62352934
cg12032049	0.899442139267917	LPO	17	56314779
cg12032116	0.0313957985972025	DMXL1	5	118406562
cg12032620	0.0209536670352145	TP53BP1	15	43802735
cg12034229	0.0125615606861604	HUS1	7	48018855
