Hybridization REF	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05	TCGA-A2-A0T3-01A-21D-A112-05
cg16614332	0.0203284163770866	SF3B3;COG4	16	70557707
cg16614500	NA	TMEM80;DEAF1	11	694704
cg16615211	0.851883791170186	MIR564;TMEM42	3	44902933
cg16616325	0.0105722750496497	TSNAX-DISC1;TSNAX	1	231664276
cg16616734	0.00763460655852844	ANKRD13A	12	110437259
cg16616769	0.733520261119093	IQCK;C16orf88	16	19727142
cg16617137	0.753557317743529	NA	NA	0
cg16619240	0.0144732789871191	LIMA1	12	50677228
cg16620032	0.0517766132005305	GPR4	19	46097075
cg16620731	NA	ZNF583	19	56915079
cg16621987	0.0494987923791869	DGCR2	22	19110328
cg16625125	0.0205081901171608	NA	NA	0
cg16625216	0.0172254854017621	TMEM175;GAK	4	926338
cg16625901	0.703834644609609	NA	NA	0
cg16626670	0.842070398253652	CLEC4G	19	7797031
cg16627949	0.941406321850599	RNASE8	14	21526351
cg16628119	0.0111425203032198	ITPK1	14	93582398
cg16628918	0.588726772586068	FBXL6;GPR172A	8	145580818
cg16632280	0.0184917954763424	LTBP3	11	65325623
cg16632715	0.414605451482847	HOXD11	2	176972113
cg16632891	0.0161410308645168	SSBP3	1	54872978
cg16636110	0.851699324711261	ZNF264	19	57702479
cg16636571	0.919655717942444	GYPB	4	144939574
cg16638540	0.0351407837555643	ZNF135	19	58570468
cg16639185	0.478310473081236	LGTN	1	206786178
cg16639595	NA	SRI	7	87856984
cg16639637	0.0237333052317116	TUBGCP5	15	22833308
cg16640096	0.0337204830448316	COL4A3;COL4A4	2	228029790
cg16641915	0.0182201285510192	CAPN5	11	76778247
cg16645539	0.00981612814090307	SNAPC3	9	15422589
cg16648297	0.00570501496246312	ZNF576;IRGQ	19	44100438
cg16648841	0.870522758294921	C8A	1	57320685
cg16650125	0.886157119068235	NA	NA	0
cg16652063	0.74310113158098	SLC13A5	17	6616653
cg16652241	0.0209981777695301	MMP15	16	58059321
cg16652259	0.676252410199962	DLX1	2	172949501
cg16652639	0.0225970798384892	TM2D2;ADAM9	8	38853854
cg16653538	0.120410419460416	GAS2L3	12	100967609
cg16657615	NA	TNFRSF12A	16	3070630
cg16658719	0.107749062585973	TGFB2	1	218518963
cg16659043	0.0113289575942942	SAMD12	8	119634612
cg16660041	0.921093621482067	IQCF1	3	51938430
cg16660717	0.0178590063625289	SARNP;ORMDL2	12	56211781
cg16664233	0.0121224349355202	ETHE1	19	44031589
cg16665103	0.0544661167123452	COQ3	6	99841605
cg16666115	0.0325780427820005	MRPS18A	6	43655680
cg16666160	0.992855099787877	NR5A1	9	127269631
cg16666456	0.0131709676897231	SFRS11;LRRC40	1	70671441
cg16668394	0.041821249083003	MEN1	11	64578521
cg16670497	NA	GSTM2	1	110210913
cg16672449	0.0101648601506957	RUVBL1	3	127842622
cg16673198	0.910272720195874	CPNE4	3	131754273
cg16677885	0.0169370941969191	FASTK	7	150778122
cg16678925	0.510108449663029	OR1A2	17	3100972
cg16679837	0.38389575720995	AR	X	66764000
cg16682903	0.808381170963714	ACVR1	2	158694670
cg16685388	0.130196520413857	HIVEP3	1	42384056
cg16685860	0.0169109716246977	PLD2	17	4710619
cg16687447	0.00642309882219569	PTEN;KILLIN	10	89623336
cg16688376	0.0333661565631941	AKAP9	7	91570673
cg16688911	0.00490530156538475	VASP	19	46010011
cg16689634	0.727354336087349	CYP4X1	1	47489539
cg16691616	0.0209296142064193	INPP1	2	191209057
cg16691888	NA	LRP2	2	170219230
cg16692277	0.0463237372542397	GUCY1B2	13	51640948
cg16692761	NA	TAF1B	2	9983859
cg16695354	0.0238954112852281	LYSMD2	15	52030164
cg16698623	0.968844515006908	MGMT	10	131412968
cg16698781	0.00886913687419471	UBE2G2	21	46221955
cg16701105	0.0255575119904205	DENND4A	15	66084815
cg16703647	0.742538772214147	CRABP1	15	78632592
cg16705481	0.0182182412770147	TRAPPC3	1	36615026
cg16706631	0.276435692308179	HIST1H4E	6	26204823
cg16708012	0.800812923446236	TMEM119	12	108992114
cg16708281	0.747308366922794	FOXD4L1	2	114256673
cg16708623	0.0634099591293432	TRIM2	4	154125208
cg16708981	0.92712705653317	ZNF677	19	53758609
cg16711185	0.0372689438497895	SHC4	15	49255875
cg16713727	0.841972191070783	SLC25A34	1	16062720
cg16713808	NA	CRNN	1	152388040
cg16714091	0.774007644517758	ADAMTSL1	9	18473902
cg16715722	0.899323523661145	TLX1;TLX1NB	10	102890296
cg16716983	0.636170217320347	DRP2	X	100474247
cg16717225	0.826654539267607	GLT1D1	12	129337768
cg16718094	0.0297558404260825	SAP30	4	174291993
cg16718678	0.032076704272515	NRXN2	11	64490633
cg16718891	0.0184884610178446	ITGA5	12	54813155
cg16719404	0.558546110084639	CD2	1	117296242
cg16720880	0.031922493867962	SUGT1P1;BAG1;CHMP5	9	33265144
cg16721202	0.0103656388619009	SP4	7	21467390
cg16721845	0.0062762219567596	MTL5	11	68518800
cg16722118	0.952230173872748	FAM115A	7	143599982
cg16722536	0.609560093889774	TBX1	22	19744067
cg16723180	0.921915940615079	HCCA2	11	1503195
cg16725097	0.0650253530803179	WDR65;EBNA1BP2	1	43637592
cg16725130	0.75616446129716	NA	NA	0
cg16725865	0.0203469122271642	BTBD8	1	92546135
cg16728114	NA	C1orf66;ISG20L2	1	156697793
cg16729690	0.187187894990519	FZD3	8	28351217
cg16729794	0.70093506622413	MOBP	3	39509195
cg16731016	0.92598713021777	LGALS4	19	39303506
cg16731240	0.948233557198391	ZNF577	19	52391250
cg16732880	0.0263775448057965	NARFL	16	791244
cg16732901	NA	C19orf45	19	7562351
cg16738336	0.0136660434555731	DHX29;SKIV2L2	5	54603429
cg16739396	0.0975221497960359	ATG4C	1	63249836
cg16739580	0.789679501128734	PYDC2	3	191179074
cg16740543	0.0113189060070476	PHF10	6	170123723
cg16741710	0.0239450624883614	TP73	1	3569386
cg16742703	0.65279237117119	KLK3	19	51357857
cg16743289	0.811909529214032	CACYBP	1	174968144
cg16743781	0.00897986035944104	RHOC	1	113249654
cg16744741	0.930197626836056	PRKG2	4	82126025
cg16745604	NA	CASP10	2	202047459
cg16745616	0.626561348428848	ANGPTL4	19	8428856
cg16746462	0.0465878884222621	LNPEP	5	96270438
cg16746631	0.124670715896279	IMPA1	8	82598140
cg16746737	0.00912969872374764	UBE2D3;CISD2	4	103790299
cg16747567	0.0173338788412146	PCNX	14	71373858
cg16749578	0.0720278352439793	NR2F6	19	17357619
cg16749930	0.635846437438748	IL18BP	11	71709978
cg16750914	0.0377373485087301	CCDC88A	2	55646622
cg16752583	0.223847771978396	TRPV6	7	142583731
cg16752778	0.0584623644967692	PIGK	1	77685229
cg16753209	0.825845644078947	NA	NA	0
cg16753336	0.0560583709925985	NPAS1	19	47524466
cg16756620	0.0288303673836063	PPIG	2	170441054
cg16756998	0.0156136186510008	ZDHHC8	22	20118943
cg16757724	0.919455213628931	RBPJL;MATN4	20	43935528
cg16758041	0.0454361471660227	NDUFB6	9	32573371
cg16759954	NA	PITPNM3	17	6461153
cg16761041	0.0522451677077763	FAM120AOS;FAM120A	9	96215837
cg16761581	0.795528709723129	ADCY4	14	24803807
cg16762195	0.0431735440765415	DHX58	17	40264815
cg16762386	0.755185363602072	NR0B2	1	27240514
cg16763895	0.0171536139838856	ILVBL	19	15235973
cg16769376	0.0127775778653082	MDP1	14	24685222
cg16769442	0.122308375589764	MAGI3	1	113934059
cg16770799	0.0401469259411284	ITGA5	12	54812606
cg16771596	0.0208175115351231	C9orf30	9	103188942
cg16772207	0.195162211002463	MYT1	20	62795807
cg16772514	0.831826483411468	C1QL1	17	43046872
cg16773028	0.897517907192327	KCNA2	1	111148339
cg16773899	0.0474076513426623	EDIL3	5	83680326
cg16774604	0.0355700471139334	OXA1L	14	23235738
cg16776350	0.75683975862576	CD84	1	160549158
cg16776717	0.558454207387153	JAKMIP2	5	147163101
cg16777510	0.66638540746526	STAT5A	17	40440022
cg16777782	NA	CDH13	16	82671333
cg16777839	0.0156507513546428	PHPT1	9	139743802
cg16778148	0.954716130978981	KCNQ1	11	2817922
cg16778809	0.575581310280702	ADAM23	2	207308375
cg16778903	0.0144324433570417	BRUNOL6	15	72612567
cg16779976	0.0714396620299883	BLNK	10	98031125
cg16785344	0.0325778088894401	PXN	12	120703817
cg16786117	0.910282395156074	VSIG4	X	65260820
cg16786458	0.706225451280914	PPARGC1B	5	149108820
cg16786703	0.691275803606427	ADAM8	10	135090255
cg16787352	0.179625277303077	ANKRD9	14	102975405
cg16787600	0.782064138774143	SORCS3	10	106400880
cg16788436	0.970645325956529	GRLF1	19	47421960
cg16790239	0.247589937032718	MC1R	16	89985254
cg16791508	0.9153465221129	KRT83	12	52715691
cg16791686	0.206391018722178	GLTSCR2	19	48249014
cg16792160	NA	ASAH2	10	52008593
cg16792632	0.552044279229121	ESR2	14	64761208
cg16792800	0.0991775470424066	GPC6	13	93879361
cg16793061	0.34209420782229	EYA1	8	72273984
cg16793150	0.015316710810029	PTCD2;MRPS27	5	71616026
cg16794633	0.0242614293537129	C3orf58	3	143690145
cg16794682	0.866839650002694	CCND1	11	69460951
cg16794882	NA	PMCHL2	5	70670374
cg16796590	0.0342833029460195	MFSD2A	1	40420668
cg16796951	NA	C20orf152	20	34555073
cg16797831	0.0294542658610645	KIAA1324;C1orf194	1	109657035
cg16799087	0.881903721172879	PRDM7	16	90128361
cg16799583	0.0136451886773099	EXOSC2	9	133569236
cg16799961	0.0334082358535218	EIF5B;TXNDC9	2	99953048
cg16802152	0.0207869453884515	CDKN2AIP	4	184365888
cg16802646	0.0173724496202854	WWC1	5	167718483
cg16803817	0.0501595414931467	TMEM50B	21	34851621
cg16806347	0.00923555986838095	FUK	16	70488291
cg16806597	0.795134577339316	NA	NA	0
cg16807911	0.068390596188157	CDK4	12	58145918
cg16807989	NA	OR1F1	16	3253749
cg16812893	0.871463395494357	KRTAP15-1	21	31813075
cg16814399	0.0398725645137919	HIBCH	2	191183994
cg16816226	0.0290482230225251	EDEM1	3	5228848
cg16817034	0.0322426458813492	GMEB1	1	28995195
cg16817891	0.0799241030927078	IGF2AS;INS-IGF2;IGF2	11	2165827
cg16821394	0.0117628537493941	NDFIP1	5	141488611
cg16822189	0.0131626419612684	BACE1	11	117187018
cg16823105	0.0154988042024215	KLHL32	6	97372572
cg16823701	0.822921287350769	NA	NA	0
cg16823737	0.0204926038446684	CKAP5	11	46867918
cg16824731	NA	ILK;RRP8	11	6624409
cg16825000	0.795037954802971	PLA2G2E	1	20249430
cg16825643	0.986181072725149	FAM38A	16	88802743
cg16826286	0.76534995865145	LYZL6	17	34266290
cg16826718	NA	HRK	12	117318659
cg16829154	0.0193518555871089	NOTCH1	9	139440704
cg16829450	0.0151162337563825	NTN4	12	96184020
cg16831889	0.803143848284921	HDC	15	50558051
cg16832407	NA	TRPM3	9	73736539
cg16833230	0.0151368255441357	DNTTIP2	1	94344337
cg16833551	0.889076082406141	GNAS;GNASAS	20	57427237
cg16834187	0.919661915575005	BRD7	16	50404286
cg16834431	0.0415009998812264	ATPIF1	1	28562368
cg16837769	0.0487887910429834	NDUFA4	7	10979899
cg16842214	0.648189789560104	KBTBD5	3	42727160
cg16842485	0.0168755048188261	C6orf47	6	31628639
cg16847051	NA	CALCOCO1	12	54121714
cg16848873	0.91137366511382	LOC404266;HOXB6	17	46682308
cg16852884	0.0190737169086809	NA	NA	0
cg16852892	0.0102130805411276	MMP16	8	89339473
cg16853860	NA	PSMB9;TAP1	6	32823116
cg16853982	0.838790944605116	ACTN2	1	236849389
cg16854524	0.32394147735567	LIN54	4	83931902
cg16854606	0.528503156713909	DAND5	19	13080743
cg16855440	NA	KLC3	19	45842723
cg16855929	0.91209463944258	EGLN1	1	231561414
cg16858125	0.51999751909171	ELOVL1	1	43834757
cg16860587	0.0277067295946939	ELAVL1	19	8069925
cg16860694	0.0238362876511217	FXYD5	19	35645689
cg16861508	0.0194586775911943	TNFRSF10B	8	22926909
cg16862361	0.232400719749865	XDH	2	31637622
cg16862838	0.0229738743098849	RCN2	15	77224587
cg16863382	0.96803038657365	CTRB1	16	75252695
cg16863447	0.0373254542950937	TMEM117	12	44229512
cg16864658	0.481878100132249	CCK	3	42306150
cg16864895	0.141525796081744	INTS7;DTL	1	212208516
cg16866038	0.0137048798123975	ARCN1	11	118443240
cg16869108	0.581569757913967	VHL	3	10184319
cg16870320	0.0128984195419734	GALNT4;WDR51B	12	89919900
cg16872071	NA	RALGDS	9	135997155
cg16872560	0.0161614731171678	PPP1R9A	7	94536986
cg16873684	0.0756231117249057	ORC2L	2	201828587
cg16873863	0.885979029102909	SLC22A18AS;SLC22A18	11	2921176
cg16878021	0.990652448721009	NA	NA	0
cg16878652	0.00878816905204018	GPS1;RFNG	17	80009856
cg16879115	0.729655548069665	APOBEC1	12	7819180
cg16879596	NA	CYP3A5	7	99277978
cg16880396	0.759765546444801	SH2B2	7	101928206
cg16882703	0.11283549136925	NA	NA	0
cg16883145	0.987928415579833	B9D2;TGFB1	19	41860619
cg16883533	0.0191480738252445	PHB2;EMG1	12	7079667
cg16884042	0.0668735626302405	SGPP2	2	223289683
cg16884539	0.992244642928999	RBMXL3;LRCH2	X	114425148
cg16884569	0.127757399369369	RASSF2	20	4803636
cg16886188	0.0153120941427209	ADRA2A	10	112835859
cg16886259	0.848729008804704	CYSLTR2	13	49281222
cg16889368	0.045771292293907	MRPL15	8	55047599
cg16890093	0.681011135823994	PSMB8;TAP1	6	32813084
cg16890267	0.650533344069728	NA	NA	0
cg16891895	0.625873250533771	RGS16	1	182573455
cg16893574	0.544755419962894	CALB2	16	71392095
cg16893614	0.960799460306079	ALX3	1	110614450
cg16894211	NA	SYN3	22	33403542
cg16896371	0.0575092023821135	CAND1	12	67662589
cg16896647	0.0304775691993249	SYK	9	93563776
cg16898150	0.00584323026545373	NA	NA	0
cg16898420	0.698876372809677	LPPR1	9	103791078
cg16899036	0.769377286477281	HOMER3	19	19052705
cg16899306	NA	HLA-DQB2	6	32732585
cg16899442	0.145829125929785	CCDC78;HAGHL	16	776458
cg16900022	0.0153301165225727	MDN1	6	90529294
cg16902509	0.723286439339266	ITGA8	10	15761312
cg16904306	0.12573129306515	PCSK5	9	78506294
cg16904599	0.111456500315412	C17orf71	17	57287367
cg16905311	0.0242622783227757	ARL5B	10	18948399
cg16907024	0.684058325877621	NA	NA	0
cg16907075	0.0490990988909609	UBQLN4	1	156022875
cg16907167	0.0223474872535834	TGOLN2	2	85554779
cg16907488	0.881820948502568	CCDC17	1	46090169
cg16907514	0.484086448953653	KTN1;C14orf33	14	56046098
cg16907566	0.78739823758008	COL14A1	8	121136534
cg16908782	0.015444992874706	SOCS4;WDHD1	14	55494158
cg16909124	0.0107225788172024	NR2C1	12	95467524
cg16909364	0.0288076936280971	ZFC3H1;THAP2	12	72057977
cg16910379	0.0186495043323752	C17orf79	17	30186525
cg16910767	NA	ANKRD27;RGS9BP	19	33166529
cg16911220	0.863205883022111	KRT86	12	52695728
cg16913124	0.950649911477802	HYAL1;HYAL3	3	50338253
cg16914151	0.0410645294100669	RPP25	15	75249787
cg16915794	0.019259857617562	NA	NA	0
cg16917279	0.00880225799124354	MRS2	6	24403287
cg16918585	0.0216254818215171	NDUFS5	1	39492570
cg16920242	0.12455826154983	TEP1	14	20881581
cg16923271	0.019601780663939	POLD1	19	50887763
cg16924616	0.660747909873853	DLX5	7	96653617
cg16925486	0.0107799173946635	RPS6	9	19380496
cg16925970	0.029803552226102	CENPJ	13	25496605
cg16927136	0.0334351233731855	RPL35A;IQCG	3	197676755
cg16927606	0.901009730280525	TMEM149	19	36233324
cg16928795	0.0180214401052524	NDUFAF2;ERCC8	5	60240817
cg16929104	0.0698341664622538	GDF15	19	18496953
cg16932672	0.0198249287042488	NDC80;METTL4	18	2571333
cg16933388	0.4030844927039	BSN	3	49592529
cg16933922	0.0764161130500489	OAT	10	126106614
cg16935075	0.784022277577919	TPH1	11	18062359
cg16935609	0.892776845299887	NA	NA	0
cg16937611	0.823447809228906	SERPINA5	14	95048102
cg16940108	0.177152870220558	NA	NA	0
cg16940801	0.0640958872266053	PKM2	15	72523516
cg16940935	0.950159636027319	ACSM1	16	20702428
cg16941656	0.0138268913637156	FRY	13	32605611
cg16944093	0.626063607930314	LIMS2	2	128422120
cg16948369	0.563514383691139	KLHL4	X	86772436
cg16948979	0.0118812820871897	DCAF4	14	73393301
cg16949889	0.976987863830108	DND1	5	140053460
cg16950012	0.0189945782266957	ATG5	6	106773140
cg16950616	NA	COX11;STXBP4	17	53045046
cg16953064	0.0123102998981819	TXNL4B;DHX38	16	72127243
cg16953612	0.852365883964071	DNAJB8	3	128185690
cg16954341	0.651130167940277	SCGN	6	25652381
cg16954928	0.00794001090264794	ZNF784	19	56135916
cg16956268	0.0809377373090775	CDK5RAP2	9	123342682
cg16957313	0.436968072039091	DUSP1	5	172199661
cg16957569	0.896222373233088	IDO2	8	39791224
cg16958189	0.0421007664910687	BTBD1	15	83736204
cg16959606	0.0156179582565763	ATP1B1	1	169074934
cg16959972	0.0286256786732548	DMC1	22	38966785
cg16961092	0.00799136519701226	KIAA1737	14	77564635
cg16961218	0.0100567217427848	ATP9B	18	76829143
cg16962970	0.014939405050172	LOC100302401;RASAL2	1	178062686
cg16964535	0.973800328224807	DNAJC5G	2	27498334
cg16967583	NA	AGXT	2	241807859
cg16969623	0.0428459348297502	ZNF331	19	54024182
cg16970232	0.0374307219633052	APC	5	112073433
cg16970828	0.186119803145686	UBA7	3	49851353
cg16977035	0.904718148747622	ALX4	11	44330474
cg16977257	0.0710438083776188	PRND	20	4701595
cg16977872	0.0102341874757101	FKBP2	11	64008132
cg16978070	0.0415421707499119	NA	NA	0
cg16978263	0.0669189520020466	SMC4;IFT80	3	160118452
cg16979445	0.896843850126819	NRM	6	30659643
cg16983159	0.337571383602983	TMEM173	5	138862441
cg16983211	0.036903247051087	HOXC4;HOXC5	12	54427636
cg16984812	0.923004169659164	PLEKHH2	2	43863456
cg16984944	0.26884911605509	TBC1D23	3	99979425
cg16986494	0.0155465993529611	FHIT	3	61237206
cg16986720	0.896302156721086	DLG2	11	84634735
cg16986846	0.708603879783602	SCGB2A1	11	61976174
cg16989248	NA	CCT6A;PSPH	7	56117955
cg16989646	0.0452987670281114	SLC25A15	13	41364245
cg16990174	0.205033180906511	RYBP	3	72496875
cg16991589	0.873125036692005	PABPC3	13	25670047
cg16992787	0.570259275856403	CAPS	19	5914669
cg16993440	NA	RNU5E;ZCCHC9;RNU5D	5	80597283
cg16993794	0.0215973001862923	SLC2A11	22	24199328
cg16994506	0.61333047913309	CCND2	12	4383724
cg16998207	0.0262994687269336	FKTN	9	108320178
cg16998213	0.723550579461191	METRN	16	765434
cg16998353	0.0178590718162963	TRIM3	11	6495553
cg16998872	0.913260224523636	NA	NA	0
cg17001035	0.0384018186906711	PCGF5	10	92980059
cg17001430	0.859750195476646	KIF25	6	168418276
cg17001652	0.737269698317099	CXCL13	4	78432403
cg17001703	0.501807510027183	LAS1L	X	64754863
cg17002259	0.0171750900015299	MLLT11;CDC42SE1	1	151032260
cg17003970	NA	CHFR	12	133435861
cg17004162	0.18027975186881	NA	NA	0
cg17004373	0.0217707772904465	GNL2	1	38061737
cg17006282	0.933431821502796	RPL36	19	5689943
cg17009433	0.0265696435116017	GLDC	9	6645686
cg17009717	0.0319114207153618	POLR1B	2	113299708
cg17010112	0.0273737128807162	STBD1	4	77227123
cg17015234	0.0100120606103838	RPL23AP7;RABL2A	2	114384633
cg17016000	0.831898926450505	RIN2	20	19869644
cg17017278	0.0869255094235633	TRUB1	10	116697894
cg17018517	0.127585136250507	ENTPD2	9	139947922
cg17018527	0.647690066452606	TM6SF1	15	83775931
cg17020834	0.574906626313024	GRIA1	5	152870258
cg17021265	0.0940284929033437	CD2AP	6	47445121
cg17022479	0.106512767697042	NA	NA	0
cg17022635	0.0085520562813101	FUS	16	31190875
cg17022914	NA	BATF2	11	64764564
cg17026456	0.0382932920945307	PXN	12	120703085
cg17026542	0.809399135683462	OR2A4;ENPP3	6	132022490
cg17027046	0.0633549210638433	ITPA	20	3190012
cg17028039	0.152705132491964	FGFR2	10	123357695
cg17029151	0.0137872256195894	CHMP4C	8	82644517
cg17029168	0.673232400413084	NKX2-2	20	21494547
cg17030820	0.944279559545764	MSMB	10	51549260
cg17031727	0.566609654719182	COG2	1	230777875
cg17031773	0.404290107948154	KLK9	19	51513611
cg17032587	NA	CNGA2	X	150903247
cg17034082	NA	MFAP3;FAM114A2	5	153418793
cg17034109	0.41958661407871	CYB561D1	1	110036417
cg17036441	0.0244925357072535	NCBP2;LOC152217	3	196669217
cg17036737	0.328635111800573	NA	NA	0
cg17037924	0.0574573531028398	DUT	15	48623100
cg17038116	0.022783503785483	ASH1L;LOC645676	1	155533405
cg17040807	0.796635365418737	CYGB	17	74533282
cg17041296	0.859856487482592	ASB17	1	76397847
cg17043101	0.0143177279593472	NOLC1	10	103912076
cg17043155	0.0251213976360086	NA	NA	0
cg17043366	0.00616196324921099	ZNF414	19	8578907
cg17043922	0.0496193865143051	C6orf106	6	34664305
cg17044311	0.846621676384704	ABCC2	10	101542983
cg17044611	0.0204774123702479	ASAH1	8	17942239
cg17045009	0.0169067184420663	VCPIP1	8	67579782
cg17048363	0.0142221165998932	CDK8	13	26828880
cg17048483	0.0101766266249633	RBM7;C11orf71	11	114271079
cg17049328	0.933522614379875	GHRH	20	35886434
cg17050100	0.01608572311341	GPN1;CCDC121	2	27852231
cg17050972	0.0268267616172264	NA	NA	0
cg17051321	0.20913999750834	BNC1	15	83952508
cg17051440	0.790580556438996	CLDN2	X	106163689
cg17051623	0.0328110494845755	ASAP3	1	23810250
cg17054360	0.548838919093199	MTERF	7	91510326
cg17055145	0.0117625384762664	MYO6	6	76459077
cg17055734	0.943941357081717	CRYGA	2	209028059
cg17055959	0.0667595800721724	RB1	13	48878466
cg17057072	0.0831210064761285	NA	NA	0
cg17057965	0.0348826991585483	FBXO28	1	224301873
cg17058777	0.07192014897429	LRTOMT;C11orf59	11	71814579
cg17061853	0.0209876499415766	FGFR1OP2;C12orf11	12	27091905
cg17063018	0.0138285756997643	FBXO28	1	224302019
cg17063201	0.945376750543119	NA	NA	0
cg17063929	0.645668863660482	NOX4	11	89224799
cg17065601	0.0142955546979085	SUMO2	17	73179370
cg17066382	0.0196385560232979	LMBR1L	12	49504767
cg17067005	0.951809926734541	IL10	1	206945346
cg17067528	0.0164505442955159	IER3	6	30712517
cg17067942	0.903350034777905	TXNDC15	5	134209275
cg17067993	0.742871665639405	CCR7	17	38721675
cg17071536	0.0219507561794191	MUDENG;EXOC5	14	57736065
cg17071957	0.121756904204231	GSN	9	124029926
cg17072268	NA	PLD3;C19orf47	19	40853164
cg17073891	0.14206915762773	PLAC1	X	133792876
cg17074151	0.679839291139219	NA	NA	0
cg17074212	0.768990082879077	ZNF215	11	6947622
cg17076012	0.0364219404152189	KLHDC1	14	50159670
cg17076921	0.0578956996464086	CAMK2G	10	75634595
cg17078393	0.891909110340255	LCK	1	32717002
cg17079378	0.00718817409192852	RAD54L	1	46713440
cg17080180	NA	GSTZ1;POMT2	14	77788400
cg17080277	0.0187559382386137	PTPRB	12	71003576
cg17083853	NA	SURF2;SURF1	9	136222913
cg17083925	NA	TGM2	20	36793373
cg17084151	0.117862958639297	NCALD	8	102803237
