Hybridization REF	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05	TCGA-B6-A0IG-01A-11D-A032-05
cg14378057	0.753546654063216	KIAA0240	6	42788563
cg14378480	0.946159153022778	DNASE2B;UOX	1	84864188
cg14379865	0.914012608813135	GRM5	11	88781109
cg14380517	0.732991535775403	BTG3	21	18985761
cg14383135	0.0355611659707865	NPAS2	2	101436923
cg14384532	0.432021448352162	NTRK3	15	88800624
cg14384940	NA	C21orf81	21	15352790
cg14385738	0.458247022167634	PTPN22	1	114414340
cg14386061	0.831126993953138	DOK2	8	21771446
cg14386312	0.299030868307634	ZNF544	19	58740861
cg14386548	NA	SLC25A20	3	48937622
cg14386691	0.0441684227789079	C14orf93	14	23479657
cg14387505	0.121081474717871	AHSP	16	31538946
cg14391622	0.294424223189889	SLC12A8	3	124931956
cg14391855	0.106081876867463	RIN1	11	66104174
cg14396117	0.661338046621098	MYO16	13	109248047
cg14399060	0.78574848036855	HOXD4;MIR10B	2	177015070
cg14399078	0.0170572757912724	ADPRH	3	119298802
cg14399447	0.0124027880925499	PLA2G4C	19	48613950
cg14399656	0.715884504818705	NA	NA	0
cg14400118	0.345004464811239	MMP2	16	55513191
cg14400631	0.0194023301389131	PDE3B;PSMA1	11	14666512
cg14401454	NA	TPPP2	14	21497485
cg14401592	NA	ACCN5	4	156787800
cg14401837	0.476000593347366	NPSR1	7	34697493
cg14401897	0.95612125180895	SBNO2	19	1174667
cg14402472	0.0175356737079375	HLA-F	6	29691165
cg14404298	0.644145101939464	CYP8B1	3	42919025
cg14405589	0.0140777878739289	TUBGCP3	13	113242289
cg14407437	0.467428261713542	FABP3	1	31845923
cg14407667	0.0328005673727217	EPS15	1	51985209
cg14408969	0.0237020583450631	C8orf40;SLC20A2	8	42396118
cg14409083	0.0438299297411718	EMP1	12	13349724
cg14409941	0.119662856015392	ADAMTS2	5	178771781
cg14409958	0.663884562914368	ENPP2	8	120651652
cg14414534	0.975089844428601	TMOD1	9	100286483
cg14414819	0.0227661983639077	TMEM217;TBC1D22B	6	37225644
cg14415034	0.131495208741807	SACM1L	3	45730717
cg14415214	0.0100630651814097	PHLDA2	11	2950403
cg14415300	0.0141741669879867	NA	NA	0
cg14417329	0.816860338028686	SLC16A3	17	80186273
cg14419187	0.651047891961834	UNC80	2	210637094
cg14423778	0.575410654635959	MBNL1;LOC401093	3	151985433
cg14424111	0.0166256565165992	KIAA0406;RPRD1B	20	36662310
cg14424530	0.0185775371988014	SLC7A1	13	30170129
cg14424579	0.0107543310902136	AGBL5	2	27274309
cg14425294	0.447784182689534	GUCY2D	17	7905636
cg14426525	0.019778106012561	SMPDL3A	6	123110598
cg14426682	NA	MORF4L1	15	79164100
cg14427173	0.0478431746776018	RINT1	7	105172403
cg14430111	0.00987709946414994	TM7SF2	11	64879374
cg14430151	NA	ACOX3	4	8440600
cg14433673	0.0103752453334997	NA	NA	0
cg14434255	0.028187645786401	ENTPD7	10	101419627
cg14435640	0.0157318862282985	AGPAT6	8	41436176
cg14435807	0.199355012997821	LOXL1	15	74218780
cg14436426	0.950073959116705	OPRL1;RGS19	20	62712394
cg14436761	0.165916573010011	NA	NA	0
cg14437986	0.825039913598619	C6orf25	6	31691035
cg14438174	0.0380496502665588	DVL2	17	7137923
cg14439353	0.0135974933669783	EEF1E1	6	8102781
cg14440664	NA	PDCD1LG2	9	5509642
cg14440934	0.0819343057631724	ZDHHC1	16	67450691
cg14443380	0.0366373949649732	SEMA7A	15	74725882
cg14444244	0.946109025244151	METTL8	2	172270326
cg14444710	NA	PDPK1	16	2587080
cg14445076	0.116349363118132	DHH	12	49488709
cg14445437	0.0123698166382373	PIGS	17	26898124
cg14446712	0.0966426055088451	SDPR	2	192712158
cg14446808	0.0929536780517195	SQSTM1;MGAT4B	5	179233589
cg14448104	0.972404065248288	MATN4	20	43933556
cg14448116	0.419200163809814	NDUFS2;ADAMTS4	1	161170110
cg14448145	0.349135628523257	DNAJC5	20	62525650
cg14448864	0.0196823413918849	HYAL3;NAT6	3	50336673
cg14449051	0.232584128988214	SLC6A15	12	85306474
cg14449575	NA	HAPLN4	19	19373743
cg14450506	NA	DDX56	7	44614519
cg14450605	0.0291576875034372	NCOA4	10	51572496
cg14451276	0.744082086172985	AOAH	7	36764019
cg14452140	0.0292883510674983	SEC14L2	22	30793438
cg14452392	0.0218149175342827	CCNH	5	86708659
cg14452789	0.00896651381033648	GMCL1	2	70056602
cg14452875	0.0165200646276591	NR1D2	3	23987206
cg14453641	0.0279997952820054	AGL	1	100315326
cg14454278	0.0163372559027579	TDP1	14	90422626
cg14455307	0.0110598205303063	BCL2	18	60987429
cg14455487	0.095134620256623	FOXJ3	1	42800860
cg14455991	0.0975385009965864	CASK;GPR82	X	41582245
cg14456683	0.697358220332293	ZIC1	3	147127010
cg14457691	0.513757201300588	ARMCX4	X	100740937
cg14458615	0.874315116452502	C3orf30;IGSF11	3	118864952
cg14458731	NA	COQ4;TRUB2	9	131083555
cg14458834	0.0333443914565459	HOXB4	17	46655394
cg14460735	0.0741427194871541	CNST;TFB2M	1	246728727
cg14461963	0.0317252678236632	DHTKD1	10	12111049
cg14462626	0.0123991846629278	MYL12B	18	3261712
cg14462830	0.264309952750462	TRDN	6	123959184
cg14463304	NA	DDX47	12	12965884
cg14464791	0.071424964353552	DDX6	11	118661599
cg14465910	0.0142440918182915	GTPBP2;MAD2L1BP	6	43596764
cg14467840	0.596080518078354	S100A13;S100A1	1	153600972
cg14469290	NA	ALAD	9	116164446
cg14470209	0.0133364450328436	ACAD9	3	128598183
cg14471560	NA	C2orf64;UNC50	2	99225332
cg14471615	0.0180139417630285	TSKU	11	76494102
cg14472601	0.7096595662105	NA	NA	0
cg14472778	0.233353441347388	CLCN6;MTHFR	1	11867308
cg14473016	0.0205193505454888	RASD2	22	35937495
cg14473123	0.0365103614362062	UBE2V2	8	48921407
cg14473145	0.767411118264485	CLEC14A	14	38725656
cg14473924	0.0772152635211129	PDZRN3	3	73674170
cg14474880	0.057617235172103	MTF2	1	93544497
cg14477619	0.876284230274737	NPC1L1	7	44580881
cg14479329	0.206211472297353	RNASET2	6	167370587
cg14480463	NA	INTS1	7	1543435
cg14481222	0.0646024057235374	BIRC3	11	102187974
cg14481339	0.811343650806293	KCNJ1	11	128737319
cg14482322	0.0236174246113676	TARSL2	15	102264062
cg14483391	0.690274079351871	HTR3D	3	183749227
cg14489649	0.117915086098595	KLHL11	17	40021376
cg14489884	0.0150954651099717	MRFAP1L1	4	6711592
cg14490250	0.0254009801439551	FAM96A	15	64386181
cg14492347	0.0288502432097174	ZNF592	15	85292323
cg14493899	0.95732079629942	TAP2	6	32807374
cg14494313	0.922247161539079	NAT2	8	18248453
cg14494596	NA	SHISA5	3	48542040
cg14494812	0.166450206534941	TOB1	17	48941039
cg14495243	0.0240805047925992	CCDC59;C12orf26	12	82752005
cg14496375	0.88183128447492	CLDND2	19	51872365
cg14498423	0.792841381935534	CLSTN2	3	139653328
cg14499797	0.103828200367961	SOX4	6	21594038
cg14500718	0.210234029070934	TMEM79;SMG5	1	156251456
cg14501253	0.0291111371714993	C8orf79	8	12809014
cg14502651	0.955312401670188	PRH2;PRR4;PRH1	12	11081604
cg14506552	0.664907518611391	NPPB	1	11918954
cg14506668	NA	FHL1	X	135228853
cg14507042	0.0264823865270774	TRAF2	9	139781209
cg14509125	0.0158657561842316	TMEM160	19	47551842
cg14511156	0.43091341514976	OSCAR	19	54604124
cg14512008	0.0263834570601688	PPP2R5C	14	102276078
cg14513226	0.0218837863248317	LPGAT1	1	212003502
cg14514226	0.0147432669682588	TMCC2	1	205197651
cg14515483	0.0123903872231105	SOD2	6	160113813
cg14517922	0.768790615657648	NA	NA	0
cg14519000	NA	GATA5	20	61041765
cg14519036	0.0117048976531598	TNKS2	10	93558457
cg14519134	NA	H1FOO	3	129261830
cg14519350	0.788111929493138	OSM	22	30661949
cg14519515	0.034942383208408	ADRBK1	11	67033594
cg14519525	0.0121073347146639	GANAB	11	62414275
cg14520448	0.482854381045851	PQBP1;TIMM17B	X	48755206
cg14520511	0.0246934922699169	KRIT1;ANKIB1	7	91875046
cg14520892	0.577523997914765	POLA1	X	24711633
cg14521746	0.0363452303190145	PAK1	11	77185492
cg14522549	0.0211809639747953	PDXK	21	45139379
cg14523284	0.916354077028701	IL13	5	131993614
cg14526843	0.0595308672695743	KPNA1	3	122233584
cg14527441	0.0161359195063842	KHK	2	27309759
cg14527802	0.0309911961370156	TNFAIP3	6	138188823
cg14528319	0.284183367878653	GIPC1	19	14607713
cg14529146	0.0128935050312429	FKBP10;SC65	17	39968600
cg14530801	0.0162412851028681	STX18	4	4544016
cg14532417	0.796055325969357	NA	NA	0
cg14532519	0.826060944228371	TCF20	22	42612642
cg14532644	0.0321741927687128	FECH	18	55253643
cg14533138	0.913106576600487	NA	NA	0
cg14534464	0.0665531556327854	NFE2L3	7	26191633
cg14534967	0.0153130413755694	ABHD11	7	73153139
cg14535518	0.467219154165846	MAG	19	35782015
cg14538332	0.0484224421516546	SDC2	8	97506180
cg14539231	0.533715568812562	EPSTI1	13	43566262
cg14540150	0.0133505023636142	CTBP2	10	126849760
cg14540297	0.0487462440297849	LOC339524	1	87597473
cg14541311	0.453729095250501	MYH6	14	23877130
cg14541939	0.531125963529168	NDUFA1;RNF113A	X	119005913
cg14541950	0.0105129287395489	HIST3H2A;HIST3H2BB	1	228645704
cg14542238	0.0157566565683071	TGOLN2	2	85555574
cg14542839	0.120513403658239	PAMR1	11	35547074
cg14543592	0.728774611504244	NA	NA	0
cg14544583	0.490064291426245	HBB	11	5248566
cg14545899	0.0137413663396033	FAM46C	1	118149019
cg14546153	0.120236168004547	APCDD1L	20	57090315
cg14547335	0.73910727479181	ATP2B2	3	10491247
cg14550007	0.010882460995446	SCMH1	1	41707370
cg14550066	0.77432832890022	NCR1	19	55417500
cg14550101	0.0145958748509432	HCN3	1	155247361
cg14550518	0.0238060851775984	ZNF385D	3	21792938
cg14550570	0.0114498069498658	LRRC47	1	3712988
cg14552982	0.907424214018386	EXOSC2	9	133568226
cg14556189	0.00991637577746289	SMAD3	15	67358639
cg14556618	0.0172344388281554	IGF2R	6	160390829
cg14558138	0.651043049465204	NA	NA	0
cg14560064	0.01694973285219	ZBTB6	9	125675653
cg14560895	0.0270592216506568	KDM5B	1	202777719
cg14561282	0.864324489648285	ADAM29	4	175839468
cg14562990	0.528560762477494	LDOC1	X	140271626
cg14563260	0.551091219617753	LPAR1	9	113801320
cg14564494	0.0636596731483369	NA	NA	0
cg14566624	0.22325434511847	GPR153	1	6321582
cg14567401	0.387784073420205	NA	NA	0
cg14568338	0.0434209452272212	IGF1R	15	99191797
cg14569415	0.0148720140196184	GMPPA	2	220363584
cg14570389	NA	RAP2C	X	131351543
cg14571620	0.0157169509797449	C12orf65	12	123717888
cg14572111	0.0262473193295754	SYT7	11	61348901
cg14572485	NA	AMZ2	17	66244196
cg14576628	0.0203794533895287	PRMT1	19	50180360
cg14576681	0.0179751726092856	COX7A2L	2	42588304
cg14576824	0.436105783861985	RPS6KC1	1	213224402
cg14577211	0.0709815124290122	ZNF641	12	48744457
cg14578030	0.905063028198382	FGF4	11	69591383
cg14579051	0.866300265779052	COL9A1	6	71012852
cg14580567	0.0966312012362924	HHIP	4	145567271
cg14580737	NA	LOC729991;RFXANK;LOC729991-MEF2B	19	19301780
cg14580982	0.0212831102398083	ATP6V1C2	2	10861364
cg14585160	0.0139009757913507	ZNF408;ARHGAP1	11	46722671
cg14586939	0.344922405679986	NPY2R	4	156130206
cg14587868	0.632548694136709	NA	NA	0
cg14588638	0.0175936769819661	EWSR1;RHBDD3	22	29665400
cg14590817	0.0295185640654401	ADARB2	10	1779730
cg14592065	0.448996042530083	MED24	17	38209993
cg14592099	0.216166584905523	PCDHB13	5	140593663
cg14592406	0.00774046130779284	CABP1	12	121078658
cg14594876	0.0426501413827942	SNTA1	20	32031951
cg14596431	0.0185252416409609	B3GNTL1	17	81009998
cg14597908	0.482806345533735	GNASAS;GNAS	20	57414960
cg14598387	0.145884519231886	OR1N1	9	125289357
cg14600040	0.566190160945782	GPC4	X	132549764
cg14600885	NA	MYOZ3	5	150040280
cg14601284	0.27859814476805	PLXDC1	17	37308278
cg14601560	NA	SCLY	2	238970191
cg14602164	0.0362051218019366	KIAA1712;FBXO8	4	175205422
cg14602578	0.0257468305316312	NA	NA	0
cg14602658	0.0230966770900763	TMEM39A	3	119182282
cg14603345	0.147248511957291	BTBD3	20	11871375
cg14603406	0.0402946256280312	TRIM8	10	104404379
cg14605021	0.182944605021019	FGF20	8	16859754
cg14605134	0.017464847832194	EFNA4	1	155036362
cg14606768	NA	C9	5	39365815
cg14607011	0.977339152715662	C10orf125	10	135171746
cg14607642	0.891285955523794	LBR	1	225617030
cg14607813	0.0283852715949018	SRP9	1	225965727
cg14609458	0.0120850535311977	PRRG4	11	32851177
cg14610746	0.0437080405652586	CLN6	15	68521218
cg14611112	0.376890846873704	LCN6	9	139643351
cg14611174	0.443164063827672	SIX6	14	60975837
cg14613546	0.841328922703998	BNC2	9	16729103
cg14613832	0.0128649268483366	CYP26A1	10	94833615
cg14613972	0.148504976339514	ATG10	5	81267578
cg14614211	0.752074437552797	MKX	10	28034247
cg14614901	0.682440165130026	TMEM215	9	32783463
cg14615807	NA	BSND	1	55464173
cg14616651	0.694120428956471	NDUFA1;RNF113A	X	119004996
cg14617642	0.0223907527368396	H2AFY2	10	71812630
cg14618681	0.015880353592329	E2F1	20	32273893
cg14620221	0.788362587292314	OR8B8	11	124310939
cg14623313	0.0640875828514777	APPBP2	17	58603785
cg14623518	0.0183293803458708	FLJ90757;BAIAP2	17	79009114
cg14623805	0.0318039426872483	CCAR1	10	70481056
cg14625604	0.701141631382289	UBE2A	X	118708625
cg14631703	0.0409891662937789	EIF3K;MAP4K1	19	39110062
cg14633527	0.0820556431614636	SHISA5	3	48541379
cg14633704	NA	HSD17B3	9	99065350
cg14634319	0.0240556944014745	BAZ2A	12	57030450
cg14634336	0.0391254275565707	REV3L	6	111804804
cg14634738	0.0593735002840533	RBM5	3	50126100
cg14636377	0.0106402699979315	RHEBL1	12	49463506
cg14640481	0.00967547208737225	BRI3	7	97910728
cg14640682	0.0123352225342392	GYS1;RUVBL2	19	49496473
cg14642338	0.91227401497897	PAMR1	11	35547903
cg14642832	0.540713467240667	RBMX	X	135963137
cg14643520	0.0115655897423232	ATP1B3	3	141595277
cg14643978	NA	TMC1	9	75136564
cg14645085	0.0479699848899443	RANBP9	6	13712693
cg14645481	0.0523074079480398	HINT1	5	130501199
cg14645650	0.981405216300574	RUNX3	1	25228801
cg14645972	0.0869444934461433	DKFZP686I15217	6	2988997
cg14646244	0.26509807337029	SLC26A4;LOC286002	7	107300287
cg14647515	0.938384495056017	C10orf12	10	98741349
cg14651992	0.0126970188236666	CROT;TP53TG1	7	86974674
cg14652095	0.915999522557438	HIST1H1A	6	26018185
cg14654385	0.921430207883998	FERMT3	11	63973006
cg14654731	0.904877225717088	TMEM155;LOC100192379	4	122685145
cg14654875	0.59198059294441	NAT15;ZNF597	16	3493997
cg14654926	0.16436559640679	FGF10	5	44388688
cg14657159	0.0371649538661584	ORMDL2;SARNP	12	56211136
cg14658285	0.00976468616846718	ADAT3;SCAMP4	19	1905417
cg14658362	0.0173604134809667	RBPMS	8	30241661
cg14658900	0.0132023862552569	ZNF174;ZNF434	16	3450923
cg14659404	0.14505479034895	ASTN1	1	177134019
cg14659547	0.848781580784096	RETNLB	3	108476126
cg14662172	0.921182522018266	CPB2	13	46679081
cg14662379	0.106739080147064	KIF1A	2	241759279
cg14662756	0.85512917174801	NPFF	12	53901405
cg14663065	0.0200333817742147	CTNNB1	3	41241630
cg14663792	0.0197751590630648	C6orf48;SNORD48	6	31802922
cg14665389	0.0192931173204955	TCF7L2	10	114710815
cg14666892	0.0108419728676532	BAK1	6	33547980
cg14667033	0.0141090629052799	TMEM2	9	74384303
cg14667273	0.179350302356684	VWA1	1	1369934
cg14671453	0.00985945521940807	STX4	16	31044716
cg14671488	0.0761095659990104	YES1	18	811809
cg14672622	0.0256913896923204	C2orf28;SLC5A6	2	27434752
cg14672680	0.914008473451253	TNNI2	11	1859838
cg14672994	0.494907986696762	ACSF2	17	48503057
cg14674582	0.102778499514185	PLAC1	X	133792282
cg14676817	0.0173317712269072	AKIRIN1	1	39457257
cg14679202	0.638820542381541	L3MBTL2	22	41600978
cg14679230	0.863085573743521	LIPE	19	42931679
cg14679587	0.0232279387851985	GLS2	12	56882324
cg14681055	0.561655561798032	PITX3	10	104001261
cg14681629	0.0539318800239277	C5orf39;LOC153684	5	43041808
cg14681767	0.0314560321621793	ARHGEF10	8	1772393
cg14683036	0.0284436496166429	MMAB;MVK	12	110011466
cg14685339	0.0267002738926166	POMT2;GSTZ1	14	77787351
cg14686321	0.293609011528255	NA	NA	0
cg14688272	NA	FN3KRP	17	80673958
cg14688956	0.299536464049171	PAK3	X	110339862
cg14689355	0.0245990969659144	ACVR2A	2	148602399
cg14693893	NA	DYNC1H1	14	102430593
cg14694011	NA	CYP19A1	15	51631024
cg14694232	0.012283653794855	TRIM26	6	30181448
cg14694952	0.0158461119781078	HTT	4	3076907
cg14695751	0.132507807938857	CDK15	2	202671292
cg14696348	0.0120209765393157	MC1R	16	89984517
cg14696396	0.296638470959357	TM6SF1	15	83776446
cg14696820	0.610981693785506	LCE1A	1	152800168
cg14696870	0.601837153222735	FCER1A	1	159258877
cg14698961	NA	KLRAQ1	2	48667887
cg14700577	0.0128143678234833	SCAP	3	47517001
cg14700707	0.660766196954246	NOTCH4	6	32191840
cg14700821	0.0427184456972087	ADAMTS6	5	64777802
cg14701410	0.0131637232439588	SLC4A8	12	51818681
cg14701962	0.844351598438328	C1orf226;C1orf111	1	162348010
cg14702264	NA	C7orf42	7	66385829
cg14704941	0.961445234962284	CSRP3	11	19224659
cg14705927	0.0211533223261888	NA	NA	0
cg14706178	0.00933786378305257	LRGUK	7	133812217
cg14706739	0.911560672700883	EPB49	8	21916355
cg14707431	0.0244122591442037	TSTD2;NCBP1	9	100395413
cg14708847	0.405918243450257	PAK3	X	110339313
cg14709481	0.708462170923637	HK3	5	176325836
cg14709524	0.0233391263388409	TCF25	16	89940631
cg14710524	0.0104450368251856	PRR14	16	30662724
cg14711016	0.0332449706963381	NARFL	16	790766
cg14711201	0.0143130837938438	SKP2;LMBRD2	5	36152436
cg14711709	NA	TMEM186;PMM2	16	8891291
cg14712964	0.0305425935073791	BRPF1	3	9773672
cg14714578	0.0110969487516628	B3GALTL	13	31774336
cg14717170	0.0523560276897146	SLITRK3	3	164914471
cg14717946	0.0586459954519632	RBBP5	1	205090841
cg14718680	0.019323848162701	PGD	1	10459268
cg14719055	0.452386169584439	RBBP7	X	16889683
cg14719352	0.66137892069194	FGF21;FUT1	19	49258131
cg14721213	0.831261510396458	FMO2	1	171154612
cg14722162	NA	C5orf20	5	134783186
cg14723014	0.0202634674027447	ZMYM5	13	20436987
cg14723032	0.902480128355618	PITPNM3	17	6460572
cg14723799	0.0142028822953467	C14orf104	14	50101089
cg14724265	0.726842406468932	PPEF2	4	76823661
cg14724364	0.0340714349813454	KCNJ11	11	17410554
cg14724613	0.0746454319465426	GRM3	7	86273429
cg14726525	0.0247105033951323	LSM1;BAG4	8	38035001
cg14726637	0.689952916143213	CR1	1	207669308
cg14727512	0.910685690407206	TSSK2;DGCR14	22	19118918
cg14727952	0.0343453500927825	BIRC2	11	102218358
cg14729071	0.054128880111826	RAD21	8	117886537
cg14732136	0.0119753011077767	KPNA2	17	66031828
cg14732540	0.511255092673099	BRDT	1	92414722
cg14733672	0.0111273365836596	HMOX1	22	35777245
cg14736210	0.960730136711583	KCNB1	20	48098642
cg14736911	0.329169166745761	MYOZ2	4	120057818
cg14737613	0.0318832717927976	RANBP3	19	5978790
cg14737977	0.0215452405519619	ITGA3	17	48134226
cg14738823	0.514953992474052	ERP27	12	15090958
cg14740251	0.906748646134337		19	52140097
cg14741666	0.0167318918247072	ZNHIT3	17	34842576
cg14741922	0.895821335403051	SCGB2A2	11	62036934
cg14743462	0.0122035994177028	HIST3H2A	1	228646946
cg14743649	0.404330848902788	CENPI	X	100353353
cg14747072	0.874792475432212	STAC3	12	57645108
cg14747225	NA	SNRNP25;POLR3K	16	103024
cg14750190	0.0116623225720763	TACO1	17	61678092
cg14751914	0.0577809049629155	SMAD7	18	46477404
cg14753432	0.766023153068812	ALX4	11	44324833
cg14754581	0.0857858320982965	CCRL2	3	46448753
cg14755009	0.0112499640736414	TIRAP	11	126153305
cg14755341	0.487188464956679	CDKL5	X	18444361
cg14755852	0.041585434837522	SLC25A37	8	23386014
cg14757296	0.930078925714647	NA	NA	0
cg14757492	NA	COPE;DDX49	19	19029194
cg14758413	0.0185467662178532	DHX30	3	47843865
cg14758526	0.931334878227615	CASP5	11	104879683
cg14759043	0.115022139660618	EFCAB4B	12	3862597
cg14760714	0.0172386844786778	NA	NA	0
cg14761227	0.760267805841127	CPA1	7	130021088
cg14764661	0.369568919225855	MRC2	17	60704382
cg14766198	0.017272937248169	CDC14A	1	100818374
cg14766682	0.581901023123925	CCDC120	X	48916658
cg14767877	0.0120132214559772	PSAP	10	73611073
cg14769265	0.103934988604399	PCYT1A	3	196014280
cg14772955	0.357553709532506	KIAA0319L;NCDN	1	36024404
cg14773259	0.013537055819756	TSEN15	1	184021034
cg14773282	0.014821266624876	GMIP	19	19754574
cg14774175	0.85565449333323	NA	NA	0
cg14775560	0.0997931822806017	FOLH1	11	49230168
cg14776416	0.020769252413683	MELK	9	36573072
cg14776962	0.0692481961606877	HIST1H2BH;HIST1H3F	6	26251899
cg14777972	0.0461268682005851	MUDENG;EXOC5	14	57735262
cg14780914	0.0429663800659343	C20orf12;POLR3F	20	18447767
cg14781919	0.0120200462065944	ITGAE;GSG2	17	3627394
cg14782678	0.362292233955293	TMEM102	17	7339721
cg14784348	0.82684132391573	HCFC1	X	153229933
cg14784653	0.817222584927547	BEND7	10	13545008
cg14784788	0.0149351573462907	CDC25C	5	137667435
cg14785449	0.0221156067340415	ASNS	7	97501736
cg14785479	0.413729562986881	SCARF2	22	20792535
cg14787704	0.331153945129455	SFRS12	5	65449380
cg14789259	0.128464226179645	FAM84A	2	14773457
cg14789590	0.913013822875769	BPIL2	22	32853844
cg14789804	0.0187455162822512	OS9	12	58087958
cg14789928	0.0558344328146969	RBX1	22	41347758
cg14791831	0.0105928818527662	CCDC101	16	28565295
cg14792155	NA	PLA2G4E	15	42289618
cg14792480	0.57640717021311	CDH16	16	66954257
cg14795305	0.0187081203572052	SMARCD3	7	150974453
cg14795968	0.527698195132968	ACADL	2	211089815
cg14796007	0.015811785467861	MCM7;AP4M1	7	99697978
cg14797438	0.0577159960515381	PPP4R1	18	9615155
cg14797887	0.0214829161312982	MNS1	15	56757312
cg14799446	0.823406885525799	FKRP;STRN4	19	47250607
cg14800883	0.0819539091356462	ARPC4;TADA3	3	9834004
cg14801726	0.0352021010865355	SRP68	17	74068204
cg14802310	0.138752734831095	TUBA1A	12	49582599
cg14802951	0.666573511798895	ADAMTS13	9	136287409
cg14804557	0.795995058554026	NA	NA	0
cg14807303	0.513496992060208	AR	X	66763445
cg14808739	0.466642575557289	SREBF1	17	17741098
cg14809191	0.0243824528332826	FOXQ1	6	1311825
cg14812492	0.0258133924694559	DGKH	13	42622014
cg14813083	NA	LDHAL6A	11	18477280
cg14813406	0.0249890700516057	CDC14A	1	100817041
