Hybridization REF	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05	TCGA-AO-A12D-01A-11D-A112-05
cg18085517	0.775942565331957	TRPM1	15	31394285
cg18087477	0.63976285896312	SYCP1	1	115397597
cg18087514	0.169501972557303	KMO	1	241696246
cg18088324	0.00769060481385352	NA	NA	0
cg18088775	0.0141551157865343	MEX3C	18	48724276
cg18089000	0.693010467180652	GBGT1	9	136039706
cg18089145	0.0146295920707441	SEC23A	14	39572493
cg18089852	0.0086110762590992	PDE8B	5	76507050
cg18090228	0.0246417545281157	NAA35	9	88556685
cg18091964	0.872077907441558	SASH3	X	128913980
cg18094221	0.0608110506244049	RHOA;TCTA	3	49448445
cg18096388	0.170957222512333	PDCD1	2	242800973
cg18098286	0.844224428147954	UGT1A10;UGT1A8	2	234544271
cg18099844	0.900389183836347	PGBD4;C15orf24	15	34395540
cg18103150	0.974112178283123	DNHD1	11	6518907
cg18104321	0.0127291994096909	MYST2	17	47866115
cg18105315	0.0343888118360311	MANEAL	1	38260283
cg18105675	0.759338789693216	COLEC11	2	3642400
cg18106189	0.0094085335454229	C18orf1	18	13218595
cg18107072	0.0431984372794909	TPPP3	16	67427811
cg18107827	NA	GRRP1	1	26488988
cg18108237	0.0128908922673366	ACAD10;BRAP	12	112123684
cg18108623	0.0443100356965275	SLFN11	17	33701321
cg18109231	0.0994382998332059	RFX2	19	6110877
cg18109798	0.610343948370331	SLCO1C1	12	20848473
cg18110483	0.0535784774938244	THBS4	5	79330959
cg18110535	0.176634845745832	LPIN2	18	3012413
cg18112005	0.0136390399722512	C14orf80	14	105957509
cg18112163	0.0235447639047286	STAT3	17	40540197
cg18112431	0.0348875530492664	CDADC1	13	49821843
cg18113270	0.917906103079693	MMP3	11	102713490
cg18113787	0.0159860056147021	MED17	11	93517536
cg18114671	0.0538295001835476	NOL4	18	31803836
cg18116253	0.0297869641342087	NA	NA	0
cg18117393	0.896791902795726	NPL	1	182761262
cg18117847	0.87204968787448	IKZF1	7	50443901
cg18118795	0.417175317622584	RBBP4	1	33117735
cg18119407	0.315837304669757	CFLAR	2	201980504
cg18119529	0.0244562585171072	ZNF114	19	48775014
cg18119609	0.129956456610326	MDM4	1	204485302
cg18121684	NA	SERPINB13	18	61254561
cg18123596	0.0126762942904888	PIP4K2B	17	36956264
cg18123677	0.19115661446227	SERPINI1	3	167454339
cg18123948	0.343841337609343	GATA4	8	11560781
cg18124330	0.0385936920052118	C12orf5	12	4430774
cg18124706	NA	ATG4A;PSMD10	X	107333538
cg18125479	0.0125175240154548	PYGL	14	51411049
cg18127191	0.0137973492149437	CDC7	1	91966734
cg18127732	0.0467429992789818	USPL1	13	31192508
cg18128666	NA	NCOA1	2	24806720
cg18129786	0.824245087057481	ZNF445	3	44519983
cg18130069	NA	RGS12	4	3315422
cg18130076	0.0143753497710299	RBM14	11	66384026
cg18130100	0.00934200744962449	NA	NA	0
cg18133957	0.538408139107523	APC2	19	1450493
cg18133966	0.36324469237783	PLA2G1B	12	120765718
cg18135555	0.808442149316985	PIWIL2	8	22132992
cg18137704	0.343330668710854	CECR6	22	17602681
cg18138484	0.935447693096023	CABP2	11	67291026
cg18138500	0.480150165658371	NA	NA	0
cg18138552	0.0364155926731091	PSMD8	19	38865270
cg18139769	0.424324807509804	SGCE;PEG10	7	94286955
cg18139900	0.0272370314114073	ZNF140	12	133657153
cg18140857	0.860709136492222	SDR16C5	8	57233874
cg18142353	0.559365690393644	LRP6	12	12420574
cg18145505	0.370047405094809	GREM1	15	33009498
cg18145683	NA	JAK3	19	17959281
cg18146152	0.768985419207647	C16orf42;GNPTG	16	1400772
cg18149207	0.666167886164351	RORC	1	151805634
cg18149919	0.493727533226868	PUF60	8	144912049
cg18150721	0.0328643248864804	EPHB1	3	134514881
cg18151487	NA	SFXN2;ARL3	10	104475340
cg18152311	0.0650200772012063	FAM49B	8	130951244
cg18152517	0.882577749916028	STRA8	7	134915756
cg18152712	0.0204567306648158	E2F3	6	20401723
cg18152830	0.817666589107205	TNFRSF13B	17	16875129
cg18153060	0.868676570792242	KRT84	12	52779793
cg18153124	0.0322599167832266	KCNQ3	8	133493154
cg18156583	0.661165810581091	NA	NA	0
cg18159180	0.634174309833608	CUL7;MRPL2	6	43022213
cg18160978	0.0156021576416989	ZNF646;ZNF668	16	31085251
cg18164599	0.0316893529988667	HPGD	4	175443867
cg18168989	0.969583813838084	C9orf41	9	77644250
cg18170080	0.0408348865316522	ESAM	11	124631981
cg18172186	0.923872228185348	TMEM200A	6	130758314
cg18173454	0.134739365004082	NMT2	10	15209775
cg18174542	0.351952087155584	CSDC2	22	41956861
cg18175410	0.00985974626928182	C18orf8	18	21083641
cg18176712	0.709660166452683	MYL5	4	671489
cg18176813	0.0145583279190579	PDAP1;BUD31	7	99006468
cg18177682	0.0428155086473564	PEA15	1	160175593
cg18178963	0.0134867538052752	NDUFB6	9	32573171
cg18180155	0.032733588382645	SMC1B;RIBC2	22	45809454
cg18180783	0.9475199907427	MYOZ1	10	75402320
cg18181070	0.0180962200674398	HTRA2;AUP1	2	74756634
cg18181161	0.933071645715206	OPN1SW	7	128415663
cg18182038	0.0429598425282138	BSDC1	1	32859921
cg18182358	0.0612035295114185	ST3GAL6	3	98451002
cg18182399	0.177161014695936	DES	2	220283175
cg18183281	0.757764717640519	NA	NA	0
cg18184219	0.934938281077362	CEP170	1	243388524
cg18187335	NA	CTTN	11	70244230
cg18189063	0.015110262608977	RPL18;SPHK2	19	49122916
cg18189601	0.0514122125517464	RING1	6	33176225
cg18189938	0.00682716982341425	EPB41	1	29213863
cg18190433	0.787752551751469		17	10573397
cg18191162	0.0161443971547262	KIF6	6	39693228
cg18192417	0.116099129857436	NEBL	10	21463756
cg18194038	0.0416803692948686	CIRBP;C19orf23	19	1270018
cg18195628	0.0310150350372451	MRPL48	11	73498948
cg18197795	0.01745131423723	GADD45GIP1	19	13067554
cg18197998	0.0295683859302717	PPP2R4;CRAT	9	131873514
cg18199266	0.894509080045846	CLEC4F	2	71048136
cg18201077	0.0907284664837173	RSAD2	2	7017787
cg18201198	NA	LOC285780;LY86	6	6623578
cg18202456	0.98644964924837	KLF17	1	44584930
cg18204052	0.0216689823299615	NA	NA	0
cg18204685	0.764970928189836	BTD;HACL1	3	15641821
cg18205517	NA	TRABD	22	50624030
cg18206040	0.0176009315558722	DNAJA2	16	47006731
cg18208268	NA	RPL13AP5;RPL13A	19	49990991
cg18211447	0.0171296393048943	RAGE	14	102771717
cg18212039	NA	EXTL1	1	26346812
cg18213440	0.0170335378424138	TFG	3	100428172
cg18215716	0.0230710343324237	TMEM111	3	10029246
cg18216249	0.186283915135139	RPAP3	12	48100805
cg18216709	0.0183610149193383	NA	NA	0
cg18217172	0.00648172722896535	REPS1	6	139309321
cg18219226	0.666335872191293	GUSB	7	65447622
cg18219418	0.836300121321539	PARP6	15	72563529
cg18219951	0.0464294688767565	GABRG2	5	161494810
cg18220284	0.0291473250440681	URB2;TAF5L	1	229762532
cg18220560	0.0815741280410617	GEN1;SMC6	2	17936424
cg18221862	0.0507742589316292	TMEFF2	2	193059230
cg18221897	0.800302803302991	KIR2DL1;KIR3DP1	19	55282146
cg18222235	0.0498410861122473	FBXW8	12	117348646
cg18223379	0.515497836330035	BPIL3	20	31619647
cg18224761	0.888918304790077	MRTO4;KIAA0090	1	19576921
cg18226566	0.160582815073464	NEDD9	6	11232665
cg18230216	0.73498021365177	NYX	X	41306271
cg18230771	0.0234229532415329	ACAN	15	89347176
cg18231267	0.972305113528321	RUNX3	1	25229099
cg18233735	0.253989270803731	PDZD4	X	153095721
cg18234011	0.0221800254971268	IGF2BP2	3	185543549
cg18235146	0.0369527947467507	C2orf49	2	105954150
cg18236079	NA	HS3ST3A1	17	13505590
cg18236297	NA	CYSLTR2	13	49280407
cg18236477	0.148183056356115	ATP8A2	13	26043066
cg18236721	NA	IL33	9	6241371
cg18236734	0.369124276666152	HTR3E	3	183817931
cg18237405	0.0220642273523726	CPNE5	6	36807982
cg18239253	0.46602186968033	DEFB132	20	238156
cg18239702	0.303927487707714	NHS	X	17393016
cg18239753	0.0571888928371541	KHDRBS2	6	62995963
cg18240496	0.0148216414826532	SCAMP1	5	77655777
cg18241160	0.774960562807375	NA	NA	0
cg18241647	0.809774919406245	WFDC12	20	43753347
cg18242139	0.910388047756115	ELAVL4	1	50574837
cg18242682	0.00777589715663931	FOXK2	17	80477962
cg18244029	0.216134459245813	BCAP31;ABCD1	X	152988881
cg18244915	0.0278312583006606	ZNF569	19	37958453
cg18247054	0.0130785618074835	RNASET2	6	167369941
cg18247638	0.0142704593563356	KDELC1;BIVM	13	103451366
cg18248112	0.661049740664178	KCNJ15	21	39629123
cg18248891	0.022944804981905	NA	NA	0
cg18249244	0.0259175944692417	ELP3	8	27950725
cg18250832	0.610503530256144	NMUR1	2	232395463
cg18251360	0.0985639851229373	DGCR8	22	20067313
cg18253802	0.0612147477526806	MYB	6	135501780
cg18254848	0.936187493540872	CLC	19	40227949
cg18256128	0.347575644334312	NA	NA	0
cg18259391	0.141335778079426	NA	NA	0
cg18263030	0.0201460129735533	MARK3	14	103852417
cg18263177	NA	TMEM143;SYNGR4	19	48867205
cg18263686	0.061360640253307	SPATA17;GPATCH2	1	217804728
cg18264687	0.0407221270750769	MLLT3	9	20622357
cg18265887	0.0436793978457566	RAC2	22	37640250
cg18267374	0.0247961137390887	NEFM	8	24771273
cg18267381	0.178513542450595	ZNF385D	3	21792434
cg18270343	0.943597076731226	JRK	8	143748005
cg18271969	NA	HTR3C	3	183771499
cg18272264	0.0426814473235608	CACNB4	2	152956036
cg18273501	0.0191304811247566	CALHM2	10	105212056
cg18273566	0.0367774973437701	C1orf213;ZNF436	1	23695031
cg18275051	0.278408957657051	CYB5R1	1	202937114
cg18275124	0.779806504288405	NA	NA	0
cg18277508	0.0484950842560113	SLC39A8	4	103266345
cg18277754	0.0236716965539766	ALK	2	30144152
cg18278261	0.0109652432065261	NA	NA	0
cg18279742	0.259951475405407	RPS2;RNF151	16	2015703
cg18282543	0.0823590499709974	BAIAP3	16	1384682
cg18282619	0.0230809835748031	ZNF706	8	102217292
cg18283554	0.0336871564501681	SNRNP35	12	123943075
cg18284523	0.0374220950732495	TINF2	14	24711562
cg18285544	0.0761641141203359	SNX21	20	44462320
cg18285951	0.0641315124948138	INPP5E	9	139333297
cg18286698	0.875818096282433	GDA	9	74763873
cg18287975	0.0215140688425161	MEF2C	5	88178977
cg18289156	0.0330502067354345	DNAH6	2	84743445
cg18289259	0.179097686664686	TIMM8A	X	100604065
cg18291690	0.418004776764032	NA	NA	0
cg18292394	0.38137438671428	MAT1A	10	82049450
cg18292711	0.822805060650197	KIF5B	10	32346148
cg18294158	NA	ORC5L	7	103849187
cg18294257	0.225442302004855	SEC14L3	22	30867673
cg18294881	0.0266033848639989	LARS2	3	45429876
cg18296405	0.0238306538943251	SENP7	3	101232232
cg18299211	0.0164613187759459	PIGK	1	77685015
cg18302652	0.103994508392454	NA	NA	0
cg18303397	NA	IFT122;MBD4	3	129160135
cg18304195	0.0772328701876799	KBTBD8	3	67049586
cg18304674	0.0442592114663762	ZDHHC6;VTI1A	10	114206557
cg18305837	0.0353130779477258	COQ7	16	19078849
cg18306327	0.0382439426200783	BFAR	16	14726533
cg18307604	0.383880531522796	LAMP2	X	119603221
cg18307767	0.0251857626268165	ATP5A1;HAUS1	18	43684181
cg18312429	0.650251414953481	SLC10A2	13	103718930
cg18312782	0.0779434381335754	TEX2	17	62341028
cg18312807	0.0272422914774451	RAB3GAP1	2	135809693
cg18313110	0.0134716436539761	COPB2	3	139108398
cg18313702	0.0152354816192562	EIF2B5	3	183853126
cg18313794	0.0140002052574392	NA	NA	0
cg18317951	0.0595310907601364	PLEKHF2	8	96145702
cg18320188	0.226747757539844	MLH1;EPM2AIP1	3	37033980
cg18320336	0.223634307335697	STEAP1	7	89783848
cg18321354	0.834643041951657	CARD11	7	3084516
cg18325289	0.163098367454878	USP48	1	22109947
cg18328190	NA		3	37427383
cg18328334	0.703315431589528	TNS1	2	218808652
cg18328933	0.353600391261475	ABHD14B;ABHD14A	3	52008538
cg18329036	0.0553727666038083	CRLS1	20	5987489
cg18329349	0.0781594454058723	CAV1	7	116164847
cg18330203	0.823134470176935	TNNT2	1	201346647
cg18330611	0.016694294088579	NPPC	2	232790231
cg18331396	0.0492006160174263	RAF1	3	12705704
cg18333690	0.641294086372038	PADI4	1	17634716
cg18333807	0.0245855454080645	GSK3A	19	42747018
cg18333824	0.00883873580915061	SF3A3	1	38455588
cg18335068	0.0671763812613072	ZNF677	19	53757910
cg18335243	0.0362110185789866	PTGS2	1	186649519
cg18335933	0.00589251483238368	WRNIP1	6	2765945
cg18337803	0.0524070993381733	CACNA1G	17	48638187
cg18338021	0.579559881876416	GZMM	19	544349
cg18338293	NA	BBS1	11	66277283
cg18338296	0.637253733344126	THRSP	11	77775044
cg18338311	0.052613044840334	TMEM132E	17	32907939
cg18340214	0.0084170449552022	MRPL33	2	27994451
cg18341054	0.10679742335486	NARS2	11	78285295
cg18342279	0.297471535775525	ZAR1	4	48492344
cg18342900	0.198471993451375	C16orf87	16	46865048
cg18343292	0.223181687328241	MS4A7	11	60146078
cg18343862	0.961550364280584	LYVE1	11	10590003
cg18344063	0.674727051607193	MGAT4C	12	87232511
cg18344745	0.44381227237356	GLRB	4	157997079
cg18345369	0.0871549455022203	PRSS22	16	2907859
cg18345635	0.560020949230214	SLC16A3	17	80186080
cg18346038	0.0176764301478674	PIGU	20	33264828
cg18347238	0.0108830281997191	VPS4A	16	69345951
cg18349258	0.0773996707286158	SMEK2	2	55844203
cg18349835	0.0124521082478631	VIPR2	7	158937107
cg18350391	0.53767963279414	IL32	16	3115552
cg18350458	0.0137543343790286	EIF4EBP1	8	37887952
cg18353563	0.424143875514321	ABTB1;PODXL2	3	127390935
cg18354264	0.685670392923084	MIXL1	1	226411008
cg18354594	0.818229250275308	C1orf229	1	247276647
cg18356330	0.0115128868877018	GTF2E2	8	30515990
cg18356799	0.723328396654024	DSC1	18	28742633
cg18357098	0.0166958187159629	C3orf19	3	14693200
cg18357645	0.0431647458451023	OS9	12	58087776
cg18359921	0.025358824943835	MCCC2	5	70883173
cg18360149	0.0577258500409344	ZNF79	9	130186444
cg18361093	0.154087830767253	PAOX	10	135193212
cg18362489	0.0269348902123865	PHF21A	11	46143434
cg18364088	0.770617093302016	CCDC14	3	123676909
cg18364820	0.0139570863255985	CXorf38	X	40506749
cg18365380	0.525985827430458	NA	NA	0
cg18368125	0.957926169642362	TMED6	16	69385827
cg18370227	0.929624290039741	KRT33A	17	39507261
cg18370979	0.859679413596319	FAM172A	5	93411837
cg18371284	0.0170862868639715	ZFP1	16	75182568
cg18371506	0.0203830982185051	NRP2	2	206547237
cg18372353	0.0551798161364382	ATPBD4	15	35838733
cg18374517	0.742700076131165	ALPPL2	2	233271575
cg18379495	0.0980910224655347	ZNF703	8	37553668
cg18380974	0.0679990991417423	ZMAT3	3	178789848
cg18380975	0.0285354247252165	C6orf1	6	34217207
cg18381880	0.0103440888604101	VDAC3	8	42249569
cg18382305	0.494264810102513	C18orf34	18	31021065
cg18383069	0.0139091222974674	LOH12CR1;LOH12CR2	12	12510241
cg18383160	0.0196031873248702	FAM177A1	14	35515291
cg18383391	0.0138098988030111	MON1B	16	77224198
cg18384097	0.761775610736654	PTPN7	1	202129566
cg18384168	0.0211651150107544	FGF22	19	639746
cg18384403	0.0370202149410302	TUBB2A	6	3157166
cg18384643	0.169301036343045	NA	NA	0
cg18387216	0.00713129622487508	HDAC2	6	114291911
cg18388972	0.0431308506644586	CCT3;C1orf182	1	156308174
cg18389062	0.0520080080373021	MAN1A2	1	117909089
cg18389752	0.0317682452939761	AMOT	X	112084448
cg18389810	0.902741108782575	TPPP2	14	21498887
cg18390025	0.501932844636934	ELOVL3	10	103986736
cg18392482	NA	AMDHD1	12	96338011
cg18392783	0.0531626824709618	PRKCDBP	11	6341351
cg18393014	0.0197718474601256	CAB39L;SETDB2	13	50018355
cg18393722	0.0167593333871942	UBE2QP1	15	85113863
cg18394496	0.00755558861452851	TMEM179B	11	62554881
cg18394848	0.0420262602005116	KRAS	12	25403102
cg18396533	0.449311114540504	DYDC2;DYDC1	10	82116208
cg18396865	0.088318490268093	SNX6	14	35098784
cg18397523	0.288711742665128	EVX1	7	27282351
cg18397653	0.811911762008067	DMP1	4	88571653
cg18399183	NA	METTL7A	12	51318138
cg18399321	0.0115343461035392	MGAT3	22	39853590
cg18399703	0.208927937251878	MPZL2	11	118134846
cg18401406	0.91067052559962	C13orf36	13	37247537
cg18403361	0.301282187014345	CLEC14A	14	38725750
cg18403396	0.0214089072694762	B3GAT2	6	71666282
cg18408326	0.0863476460393067	CACNB2	10	18429037
cg18408487	0.933119629733426	KLHL10;NT5C3L	17	39993262
cg18409845	0.0368113107106433	CPEB3;MARCH5	10	94050143
cg18410627	0.0694201228292693	RALGPS1	9	129677882
cg18411891	0.00923126241423415	FZD4	11	86666000
cg18411898	0.355953384938825	NA	NA	0
cg18412613	0.0293581100569758	YKT6	7	44240514
cg18412984	0.873038001068739	WDR20;HSP90AA1	14	102604722
cg18413240	0.0136142207628044	SLC35A5;ATG3	3	112280241
cg18413900	NA	CYP27B1	12	58160989
cg18414381	0.261247214353578	EHF	11	34642885
cg18414741	NA	ZNF77	19	2945201
cg18414950	0.37301846539831	PDK3	X	24483896
cg18416881	0.384770109340258	AKR1B1	7	134143823
cg18417464	0.0477886053900363	C7orf55	7	139025179
cg18418460	NA	ULBP3	6	150390014
cg18418503	0.0119235070461687	STAM	10	17686274
cg18419020	0.01544659791303	C18orf56;TYMS	18	657815
cg18420965	0.0923415928174258	EPHA5	4	66535145
cg18422443	0.0615047592516851	KITLG	12	88974386
cg18422795	NA	C20orf165	20	44515975
cg18424091	0.15036866777993	HSPA1L;HSPA1A	6	31781814
cg18424538	0.0146820804438037	CNO	4	6717981
cg18427589	0.0156289301937435	ORAI3	16	30960279
cg18428217	0.0101937205411619	C7orf26	7	6629959
cg18428373	0.0176270845124264	FRMPD1	9	37651257
cg18428563	NA	FAM124A	13	51796223
cg18429742	0.854588124038739	ZDHHC11	5	851101
cg18430208	0.0950423724833041	CA5B	X	15756384
cg18431127	0.732337350062709	EPB42	15	43513563
cg18432105	0.832280117487312	MYH2	17	10453510
cg18432384	NA	C11orf66	11	61248084
cg18433086	0.505947176691873	ABL2	1	179199613
cg18433380	0.942237498973919	BLCAP;NNAT	20	36149194
cg18433694	0.423621956418036	ATP11C	X	138914571
cg18434152	0.677869437271417	PROK1	1	110993524
cg18435900	0.00604505872502595	ZNF485	10	44101962
cg18436172	0.0268112545570182	PTCH1	9	98270472
cg18437633	0.677039418060469	ITGB6	2	161056639
cg18438300	0.746477917389019	FZD9	7	72847175
cg18438777	0.062015306197641	NPY5R	4	164265745
cg18440048	0.173618302348405	ZNF70	22	24093826
cg18440188	0.00835589040651636	MAP4K5;ATL1	14	50999316
cg18440474	0.0120471557581688	CHN1	2	175869653
cg18441959	0.324850300443385	VPREB1	22	22599332
cg18442986	0.0878573362814011	TTL	2	113240015
cg18443378	0.0315000886981577	WDR17	4	176986950
cg18445047	0.0191618734296334	SPATA2L	16	89767797
cg18448480	0.725529784998766	NA	NA	0
cg18449462	0.505868177801336	COX7B	X	77155144
cg18450227	0.966495855800486	MAPK4	18	48190637
cg18452324	0.20837895469178	MFNG	22	37882397
cg18452600	0.152158838987439	MSRA	8	9911543
cg18453621	0.0164816692086879	LMX1B	9	129376904
cg18454685	0.077516142328341	CACNA1G	17	48639239
cg18456149	0.0206615232660452	NAPB	20	23401804
cg18457737	0.323502698302776	SPATA19	11	133715076
cg18457775	0.017233087654862	ATM;NPAT	11	108093680
cg18458993	0.0222038583685443	ARG2	14	68086576
cg18459342	0.161569375015563	TPD52	8	81084056
cg18462653	0.72613150995401	DEFB119	20	29978176
cg18463417	NA	PLAGL2;POFUT1	20	30796991
cg18463686	0.664292208177646	CLEC5A	7	141646690
cg18464137	0.0286614006733973	SEMA3E	7	83278504
cg18464559	0.0176311715310955	ITGB3BP;EFCAB7	1	63989278
cg18466173	0.834138804219428		21	46726267
cg18468219	0.0153113480567049	MARVELD3	16	71660049
cg18468467	0.0138496122376742	CITED1	X	71526790
cg18468842	NA	TP53RK;SLC13A3	20	45313109
cg18468844	0.900662224038799	PTAFR	1	28503720
cg18469326	0.0236882132619741	ATAD5	17	29158893
cg18470891	NA	FOXM1;C12orf32	12	2986957
cg18472228	0.0831543850321945	BAMBI	10	28966822
cg18473117	0.673354539688822	CCDC22;CACNA1F	X	49090693
cg18473162	0.0135819701071253	ZNF787	19	56631888
cg18474135	0.05614593322212	PRPF4;CDC26	9	116038303
cg18474934	0.746031845745881	TRPC3	4	122853965
cg18477315	0.0224399471358871	GOLGA5	14	93261178
cg18481241	0.683874513715486	RB1	13	48893727
cg18482268	0.0294945732780208	POU4F3	5	145718965
cg18484189	0.596866932855217	NLRP10	11	7984973
cg18485154	0.023482679786755	TTLL4	2	219575996
cg18485485	0.0120279885243867	DECR1	8	91013687
cg18485955	NA	TNFRSF17	16	12058043
cg18486150	0.0946336366881566	KIF17	1	21044874
cg18487515	0.0116365387612533	ZNF296	19	45579845
cg18488623	0.025218345243508	TPD52L2	20	62496434
cg18488855	0.0531616362329165	NOVA1	14	27066634
cg18488970	0.854161510332586	NA	NA	0
cg18489434	0.0082161718503563	VASH1	14	77228510
cg18489440	0.0838520873038975	SEL1L3	4	25863689
cg18489719	0.0702983561153768	GFM2;NSA2	5	74063690
cg18490846	NA	C17orf73	17	48845722
cg18491230	0.0366648480527117	ANLN;KIAA0895	7	36429601
cg18493147	0.833363853482077	ODF3L2	19	474445
cg18493182	0.826103325615558	LYPD2	8	143833962
cg18493238	0.936603846277188	ANKRD30A	10	37414261
cg18493899	0.0124872168865495	ZDHHC5	11	57435499
cg18495298	0.0248849603518436	FADS3	11	61658590
cg18495563	0.233013336847638	TCP11L1	11	33061907
cg18497960	0.0177544043794588	RBM12;CPNE1	20	34253082
cg18499731	0.871110295328472	SNORD109B;SNORD109A	15	25522171
cg18501026	0.275533450700869	DOCK3	3	50712096
cg18502522	0.130130728013101	SCAMP2	15	75165624
cg18503052	0.326988479201852	PLP2	X	49028039
cg18503260	0.0279515556640762	CA13	8	86157410
cg18503387	0.0617018738822305	MRPS23	17	55927006
cg18504358	0.0240357379701355	LRP10	14	23340787
cg18504532	0.0353417900979057	RABGAP1L	1	174129335
cg18505908	0.0364132948004856	APBA1	9	72287123
cg18506672	0.550474983928405	SNRPN;SNURF	15	25200253
cg18506679	0.9146808878431	OLFML2A	9	127563860
cg18507125	0.383080406420958	RPL36A	X	100646106
cg18508125	0.101420932471661	FBXO16	8	28347573
cg18508525	0.926776875185802	CD36	7	80230062
cg18509239	0.840249986668395	IGSF10	3	151176434
cg18509435	0.912678265444981	CDH20	18	59157879
cg18511007	0.103797894575491	COL1A2	7	94023822
cg18511445	0.0196567645856565	FUNDC1	X	44402448
cg18511989	NA	CPSF1	8	145634287
cg18512092	0.0104880167065996	AGBL5	2	27274554
cg18515291	NA	STX1A	7	73134093
cg18515587	0.290765492663144	SELENBP1	1	151344806
cg18516268	NA	RPL23	17	37010922
